?IRI	?label	?parentIRI	?parentLabel	?codebookDescription	?ontology_label	?definition	?ontology_parentIRI	?ontology_parentLabel
http://purl.obolibrary.org/obo/EUPATH_0032624	"Parainfluenza 2, by multiplexed qPCR"	http://purl.obolibrary.org/obo/EUPATH_0033291	Rubulavirus in induced sputum	Para2 induced sputum PCR positive	presence of Human orthorubulavirus 2 in induced sputum by multiplex real time polymerase chain reaction assay	A virus in induced sputum datum that specifies whether Human orthorubulavirus 2 was detected by multiplex real time polymerase chain reaction assay.		
http://purl.obolibrary.org/obo/EUPATH_0032626	"Parainfluenza 4, by multiplexed qPCR"	http://purl.obolibrary.org/obo/EUPATH_0033291	Rubulavirus in induced sputum	Para4 induced sputum PCR positive	presence of Human orthorubulavirus 4 in induced sputum by multiplex real time polymerase chain reaction assay	A virus in induced sputum datum that specifies whether Human orthorubulavirus 4 was detected by multiplex real time polymerase chain reaction assay.		
http://purl.obolibrary.org/obo/EUPATH_0032730	"Parainfluenza 2, by multiplexed qPCR"	http://purl.obolibrary.org/obo/EUPATH_0033366	Rubulavirus in lung aspirate	Para2 lung aspirate PCR positive	presence of Human orthorubulavirus 2 in lung by multiplex real time polymerase chain reaction assay	A virus in lung datum that specifies whether Human orthorubulavirus 2 was detected by multiplex real time polymerase chain reaction assay.		
http://purl.obolibrary.org/obo/EUPATH_0032732	"Parainfluenza 4, by multiplexed qPCR"	http://purl.obolibrary.org/obo/EUPATH_0033366	Rubulavirus in lung aspirate	Para4 lung aspirate PCR positive	presence of Human orthorubulavirus 4 in lung by multiplex real time polymerase chain reaction assay	A virus in lung datum that specifies whether Human orthorubulavirus 4 was detected by multiplex real time polymerase chain reaction assay.		
http://purl.obolibrary.org/obo/EUPATH_0032822	"Parainfluenza 2, by multiplexed qPCR"	http://purl.obolibrary.org/obo/EUPATH_0033324	Rubulavirus in nasopharyngeal/oropharyngeal swabs	Para2 NP PCR positive	presence of Human orthorubulavirus 2 in nasopharynx or oropharynx by multiplex real time polymerase chain reaction assay	A virus in nasopharyngeal or oropharyngeal swab datum that specifies whether Human orthorubulavirus 2 was detected by multiplex real time polymerase chain reaction assay.		
http://purl.obolibrary.org/obo/EUPATH_0032824	"Parainfluenza 4, by multiplexed qPCR"	http://purl.obolibrary.org/obo/EUPATH_0033324	Rubulavirus in nasopharyngeal/oropharyngeal swabs	Para4 NP PCR positive	presence of Human orthorubulavirus 4 in nasopharynx or oropharynx by multiplex real time polymerase chain reaction assay	A virus in nasopharyngeal or oropharyngeal swab datum that specifies whether Human orthorubulavirus 4 was detected by multiplex real time polymerase chain reaction assay.		
http://purl.obolibrary.org/obo/EUPATH_0033087	"Parainfluenza 2, by multiplexed qPCR"	http://purl.obolibrary.org/obo/EUPATH_0033350	Rubulavirus in pleural fluid	Para2 pleural fluid PCR positive	presence of Human orthorubulavirus 2 in pleural fluid by multiplex real time polymerase chain reaction assay	A virus in pleural fluid datum that specifies whether Human orthorubulavirus 2 was detected by multiplex real time polymerase chain reaction assay.		
http://purl.obolibrary.org/obo/EUPATH_0033089	"Parainfluenza 4, by multiplexed qPCR"	http://purl.obolibrary.org/obo/EUPATH_0033350	Rubulavirus in pleural fluid	Para4 pleural fluid PCR positive	presence of Human orthorubulavirus 4 in pleural fluid by multiplex real time polymerase chain reaction assay	A virus in pleural fluid datum that specifies whether Human orthorubulavirus 4 was detected by multiplex real time polymerase chain reaction assay.		
http://purl.obolibrary.org/obo/EUPATH_0032220	"Salmonella except Paratyphi A or Typhi, by bacteriology"	http://purl.obolibrary.org/obo/EUPATH_0033304	Salmonella in blood	Salmonella Species blood culture positive	presence of Salmonella enterica enterica non-(Typhi or Paratyphi-A) in blood	A bacteria in blood datum that specifies whether Salmonella enterica enterica other than serovars Typhi or Paratyphi A were detected.		
http://purl.obolibrary.org/obo/EUPATH_0032219	"Salmonella Paratyphi A, by bacteriology"	http://purl.obolibrary.org/obo/EUPATH_0033304	Salmonella in blood	Salmonella Paratyphi A blood culture positive	presence of Salmonella enterica enterica serovar Paratyphi A in blood	A bacteria in blood datum that specifies whether Salmonella enterica enterica serovar Paratyphi A was detected.		
http://purl.obolibrary.org/obo/EUPATH_0032221	"Salmonella typhi, by bacteriology"	http://purl.obolibrary.org/obo/EUPATH_0033304	Salmonella in blood	Salmonella Typhi blood culture positive	presence of Salmonella enterica enterica serovar Typhi in blood	A bacteria in blood datum that specifies whether Salmonella enterica enterica serovar Typhi was detected.		
http://purl.obolibrary.org/obo/EUPATH_0021137	"Salmonella typhi, by PCR"	http://purl.obolibrary.org/obo/EUPATH_0033304	Salmonella in blood		presence of Salmonella enterica subsp. enterica serovar Typhi in blood by polymerase chain reaction assay	A bacteria in blood datum that specifies whether Salmonella enterica subsp. enterica serovar Typhi was detected by polymerase chain reaction assay.		
http://purl.obolibrary.org/obo/EUPATH_0032222	"Salmonella, by bacteriology"	http://purl.obolibrary.org/obo/EUPATH_0033304	Salmonella in blood	"Salmonella spp on blood culture (organism grouping: Salmonella species, Salmonella typhi, Salmonella paratyphi A)"	presence of Salmonella unspecified in blood	"A bacteria in blood datum that specifies whether Salmonella was detected, without specifying the taxon further."		
http://purl.obolibrary.org/obo/EUPATH_0021220	"Salmonella enterica, by Widal"	http://purl.obolibrary.org/obo/EUPATH_0033304	Salmonella in blood	"derived variable from \labtest\"" and corresponding \""results\"" variables"""				
http://purl.obolibrary.org/obo/EUPATH_0032365	"Salmonella typhi, by bacteriology"	http://purl.obolibrary.org/obo/EUPATH_0032170	Salmonella in induced sputum	Salmonella Typhi induced sputum culture positive	presence of Salmonella enterica subsp. enterica serovar Typhi in induced sputum	A Salmonella in induced sputum datum that specifies whether Salmonella enterica subsp. enterica serovar Typhi was detected.		
http://purl.obolibrary.org/obo/EUPATH_0032362	"Salmonella, by bacteriology"	http://purl.obolibrary.org/obo/EUPATH_0032170	Salmonella in induced sputum	Salmonella Species induced sputum culture positive	presence of Salmonella in induced sputum	A Salmonella in induced sputum datum that specifies whether the organism was detected.		
http://purl.obolibrary.org/obo/EUPATH_0032363	"Salmonella, by multiplexed qPCR"	http://purl.obolibrary.org/obo/EUPATH_0032170	Salmonella in induced sputum	Salmonella induced sputum PCR positive	presence of Salmonella in induced sputum by multiplex real time polymerase chain reaction assay	A Salmonella in induced sputum datum that specifies whether Salmonella was detected by multiplex real time polymerase chain reaction assay.		
http://purl.obolibrary.org/obo/EUPATH_0032361	"Salmonella, by Gram stain"	http://purl.obolibrary.org/obo/EUPATH_0032170	Salmonella in induced sputum	Salmonella species induced sputum culture gram strain confirmed				
http://purl.obolibrary.org/obo/EUPATH_0032364	"Salmonella typhi, by Gram stain"	http://purl.obolibrary.org/obo/EUPATH_0032170	Salmonella in induced sputum	Salmonella typhi induced sputum culture gram strain confirmed				
http://purl.obolibrary.org/obo/EUPATH_0032647	"Salmonella, by multiplexed qPCR"	http://purl.obolibrary.org/obo/EUPATH_0033310	Salmonella in lung aspirate	Salmonella lung aspirate PCR positive	presence of Salmonella in lung by multiplex real time polymerase chain reaction assay	A bacteria in lung datum that specifies whether Salmonella was detected by multiplex real time polymerase chain reaction assay.		
http://purl.obolibrary.org/obo/EUPATH_0032742	"Salmonella, by multiplexed qPCR"	http://purl.obolibrary.org/obo/EUPATH_0033316	Salmonella in nasopharyngeal/oropharyngeal swabs	Salmonella NP PCR positive	presence of Salmonella in nasopharynx or oropharynx by multiplex real time polymerase chain reaction assay	A bacteria in nasopharyngeal or oropharyngeal swab datum that specifies whether Salmonella was detected by multiplex real time polymerase chain reaction assay.		
http://purl.obolibrary.org/obo/EUPATH_0033006	"Salmonella, by multiplexed qPCR"	http://purl.obolibrary.org/obo/EUPATH_0033339	Salmonella in pleural fluid	Salmonella pleural fluid PCR positive	presence of Salmonella in pleural fluid by multiplex real time polymerase chain reaction assay	A bacteria in pleural fluid datum that specifies whether Salmonella was detected by multiplex real time polymerase chain reaction assay.		
http://purl.obolibrary.org/obo/EUPATH_0015295	"Salmonella non-typhi, by bacteriology"	http://purl.obolibrary.org/obo/EUPATH_0011983	Salmonella in stool	Calculated: Salmonella non-typhii	presence of Salmonella enterica enterica other than Typhi	A Salmonella in feces datum that specifies whether Salmonella enterica enterica other than Typhi was detected.		
http://purl.obolibrary.org/obo/EUPATH_0015294	"Salmonella typhi, by bacteriology"	http://purl.obolibrary.org/obo/EUPATH_0011983	Salmonella in stool	Calculated: Salmonella typhii	presence of Salmonella enterica subsp. enterica serovar Typhi in feces	A Salmonella in feces datum that specifies whether Salmonella enterica subsp. enterica serovar Typhi was detected.		
http://purl.obolibrary.org/obo/EUPATH_0010797	"Salmonella, by bacteriology"	http://purl.obolibrary.org/obo/EUPATH_0011983	Salmonella in stool	Salmonella detected (collapsed variable)?. Collapses all species information into one dichotomous variable. Source=Calculated. 1=yes;0=no	presence of Salmonella unspecified in feces	"A Salmonella in feces datum that specifies whether Salmonella was detected, without specifying the taxon further."		
http://purl.obolibrary.org/obo/OBI_0000070	Laboratory test	http://purl.obolibrary.org/obo/EUPATH_0000609	Sample		assay	"A planned process with the objective to produce information about the material entity that is the evaluant, by physically examining it or its proxies."		
http://purl.obolibrary.org/obo/EUPATH_0036315	"Sapovirus, by qPCR"	http://purl.obolibrary.org/obo/EUPATH_0015713	Sapovirus in stool	Sapovirus	presence of Sapovirus in feces by real time polymerase chain reaction assay	A virus in feces datum that specifies whether Sapovirus was detected by real time polymerase chain reaction assay.		
http://purl.obolibrary.org/obo/EUPATH_0015296	"Sapovirus, by RT-PCR"	http://purl.obolibrary.org/obo/EUPATH_0015713	Sapovirus in stool	Cacluated: Sapovirus	presence of Sapovirus in feces by reverse transcription polymerase chain reaction assay	A virus in feces datum that specifies whether Sapovirus was detected by reverse transcription polymerase chain reaction assay.		
http://purl.obolibrary.org/obo/EUPATH_0048232	"Schistosoma mansoni, by microscopy"	http://purl.obolibrary.org/obo/EUPATH_0048290	Schistosoma in maternal urine	Ova seen				
http://purl.obolibrary.org/obo/EUPATH_0010801	"Schistosoma, by microscopy"	http://purl.obolibrary.org/obo/EUPATH_0030025	Schistosoma in stool	Schistosoma detected?. . Source=Calculated. 1=yes;0=no	presence of Schistosoma in feces by microscopy assay	A eukaryota in feces datum that specifies whether Schistosoma was detected by microscopy assay.		
http://purl.obolibrary.org/obo/EUPATH_0030121	"Schistosoma mansoni, by microscopy"	http://purl.obolibrary.org/obo/EUPATH_0030025	Schistosoma in stool	"Presence or absence of Schistosoma mansoni eggs in study participant | Average epg of S.mansoni where two slides were recorded, or the single observation where only one slide was recorded | S. mansoni infection: Presence or Absence | Binary flag to indicate S. mansoni infection through egg detection in KK | Presence or absence of Schistosoma mansoni infection in this study participant, based on detection of at least one S. mansoni egg in any of the stool samples. | Binary flag to indicate S.mansoni  infection through egg detection in KK"	presence of Schistosoma mansoni in feces by microscopy assay	A eukaryota in feces datum that specifies whether Schistosoma mansoni was detected by microscopy assay.		
http://purl.obolibrary.org/obo/EUPATH_0030024	"Schistosoma mansoni infection intensity, by microscopy"	http://purl.obolibrary.org/obo/EUPATH_0030025	Schistosoma in stool	"Mean Schistosoma mansoni infection intensity (eggs per gram of stool): arithmetic mean of sm1a_epg, sm1b_epg, sm2a_epg, sm2b_epg, sm3a_epg, sm3b_epg | Binary flag to indicate S.mansoni  infection through egg detection in KK | Eggs per gram (epg) of S. mansoni eggs from all available Kato-Katz (KK) tests for the participant | Arithmetic mean of the epg values from all samples for this study participant. | Average epg of S.mansoni where two slides were recorded, or the single observation where only one slide was recorded"				
http://purl.obolibrary.org/obo/EUPATH_0030156	"Schistosoma mansoni, by microscopy field decision"	http://purl.obolibrary.org/obo/EUPATH_0030025	Schistosoma in stool	Decision made in the field of whether individual was positive for mansoni by KK. Doesn't always match with the egg info.				
http://purl.obolibrary.org/obo/EUPATH_0030123	"Schistosoma haematobium, by microscopy"	http://purl.obolibrary.org/obo/EUPATH_0030122	Schistosoma in urine	"Presence or absence of Schistosoma haematobium infection in this study participant, based on detection of at least one egg in the urine sample. | Presence or absence of Schistosoma haematobium eggs in study participant,  based on detection the urine sample | Presence or absence of Schistosoma haematobium eggs in study participant | Binary flag to indicate S. haematobium infection through egg detection in urine"	presence of Schistosoma haematobium in urine by microscopy assay	A eukaryota in urine datum that specifies whether Schistosoma haematobium was detected by microscopy assay.		
http://purl.obolibrary.org/obo/EUPATH_0030124	"Schistosoma haematobium infection intensity, by microscopy"	http://purl.obolibrary.org/obo/EUPATH_0030122	Schistosoma in urine	Number of  schistosoma haematobium eggs in 10 ml from one filter/slide from a urine sample | Mean Schistosoma haematobium eggs counted on the two filtrations of the urine sample | Number of Schistosoma haematobium eggs calculated per 10 ml urine.				
http://purl.obolibrary.org/obo/EUPATH_0030157	"Schistosoma mansoni, by CCA"	http://purl.obolibrary.org/obo/EUPATH_0030122	Schistosoma in urine	Binary flag to indicate positive CCA test for S. mansoni | Binary flag to indicate S.mansoni infection through CCA with trace counted as postive				
http://purl.obolibrary.org/obo/EUPATH_0032369	"Serratia, by bacteriology"	http://purl.obolibrary.org/obo/EUPATH_0032172	Serratia in induced sputum	Serratia Species induced sputum culture positive	presence of Serratia in induced sputum	A Serratia in induced sputum datum that specifies whether the organism was detected.		
http://purl.obolibrary.org/obo/EUPATH_0032367	"Serratia marcescens, by bacteriology"	http://purl.obolibrary.org/obo/EUPATH_0032172	Serratia in induced sputum	Serratia Marcescens induced sputum culture positive	presence of Serratia marcescens in induced sputum	A Serratia marcescens in induced sputum datum that specifies whether the organism was detected.		
http://purl.obolibrary.org/obo/EUPATH_0032366	"Serratia marcescens, by Gram stain"	http://purl.obolibrary.org/obo/EUPATH_0032172	Serratia in induced sputum	Serratia marcescens induced sputum culture gram strain confirmed				
http://purl.obolibrary.org/obo/EUPATH_0032368	"Serratia, by Gram stain"	http://purl.obolibrary.org/obo/EUPATH_0032172	Serratia in induced sputum	SESP ISCx Gram stain confirmed				
http://purl.obolibrary.org/obo/EUPATH_0038434	"Serratia, by bacteriology"	http://purl.obolibrary.org/obo/EUPATH_0038650	Serratia in other sample					
http://purl.obolibrary.org/obo/EUPATH_0015320	"Shigella boydii, by bacteriology"	http://purl.obolibrary.org/obo/EUPATH_0011984	Shigella in stool	Calculated: Shigella boydii	presence of Shigella boydii in feces	A Shigella in feces datum that specifies whether Shigella boydii was detected.		
http://purl.obolibrary.org/obo/EUPATH_0015321	"Shigella dysenteriae, by bacteriology"	http://purl.obolibrary.org/obo/EUPATH_0011984	Shigella in stool	Calculated Shigella dysenteriae	presence of Shigella dysenteriae in feces	A Shigella in feces datum that specifies whether Shigella dysenteriae was detected.		
http://purl.obolibrary.org/obo/EUPATH_0015443	"Shigella flexneri serotype 1A, by bacteriology"	http://purl.obolibrary.org/obo/EUPATH_0011984	Shigella in stool	Bacteria Isolated: Shigella flexneri Serotype 1A	presence of Shigella flexneri 1a in feces	A Shigella in feces datum that specifies whether Shigella flexneri 1a was detected.		
http://purl.obolibrary.org/obo/EUPATH_0015444	"Shigella flexneri serotype 1B, by bacteriology"	http://purl.obolibrary.org/obo/EUPATH_0011984	Shigella in stool	Bacteria Isolated: Shigella flexneri Serotype 1B	presence of Shigella flexneri 1b in feces	A Shigella in feces datum that specifies whether Shigella flexneri 1b was detected.		
http://purl.obolibrary.org/obo/EUPATH_0015445	"Shigella flexneri serotype 2A, by bacteriology"	http://purl.obolibrary.org/obo/EUPATH_0011984	Shigella in stool	Bacteria Isolated: Shigella flexneri Serotype 2A	presence of Shigella flexneri 2a in feces	A Shigella in feces datum that specifies whether Shigella flexneri 2a was detected.		
http://purl.obolibrary.org/obo/EUPATH_0015446	"Shigella flexneri serotype 2B, by bacteriology"	http://purl.obolibrary.org/obo/EUPATH_0011984	Shigella in stool	Bacteria Isolated: Shigella flexneri Serotype 2B	presence of Shigella flexneri 2b in feces	A Shigella in feces datum that specifies whether Shigella flexneri 2b was detected.		
http://purl.obolibrary.org/obo/EUPATH_0015447	"Shigella flexneri serotype 3A, by bacteriology"	http://purl.obolibrary.org/obo/EUPATH_0011984	Shigella in stool	Bacteria Isolated: Shigella flexneri Serotype 3A	presence of Shigella flexneri 3a in feces	A Shigella in feces datum that specifies whether Shigella flexneri 3a was detected.		
http://purl.obolibrary.org/obo/EUPATH_0015448	"Shigella flexneri serotype 3B, by bacteriology"	http://purl.obolibrary.org/obo/EUPATH_0011984	Shigella in stool	Bacteria Isolated: Shigella flexneri Serotype 3B	presence of Shigella flexneri 3b in feces	A Shigella in feces datum that specifies whether Shigella flexneri 3b was detected.		
http://purl.obolibrary.org/obo/EUPATH_0015324	"Shigella flexneri serotype 4A, by bacteriology"	http://purl.obolibrary.org/obo/EUPATH_0011984	Shigella in stool	Bacteria Isolated: Shigella flexneri Serotype 4A	presence of Shigella flexneri 4a in feces	A Shigella in feces datum that specifies whether Shigella flexneri 4a was detected.		
http://purl.obolibrary.org/obo/EUPATH_0015325	"Shigella flexneri serotype 4C, by bacteriology"	http://purl.obolibrary.org/obo/EUPATH_0011984	Shigella in stool	Bacteria Isolated: Shigella flexneri Serotype 4C	presence of Shigella flexneri 4c in feces	A Shigella in feces datum that specifies whether Shigella flexneri 4c was detected.		
http://purl.obolibrary.org/obo/EUPATH_0015326	"Shigella flexneri serotype 5A, by bacteriology"	http://purl.obolibrary.org/obo/EUPATH_0011984	Shigella in stool	Bacteria Isolated: Shigella flexneri Serotype 5A	presence of Shigella flexneri 5a in feces	A Shigella in feces datum that specifies whether Shigella flexneri 5a was detected.		
http://purl.obolibrary.org/obo/EUPATH_0015302	"Shigella flexneri serotype 5B, by bacteriology"	http://purl.obolibrary.org/obo/EUPATH_0011984	Shigella in stool	Bacteria Isolated: Shigella flexneri Serotype 5B	presence of Shigella flexneri 5b in feces	A Shigella in feces datum that specifies whether Shigella flexneri 5b was detected.		
http://purl.obolibrary.org/obo/EUPATH_0015303	"Shigella flexneri serotype 6, by bacteriology"	http://purl.obolibrary.org/obo/EUPATH_0011984	Shigella in stool	Bacteria Isolated: Shigella flexneri Serotype 6	presence of Shigella flexneri 6 in feces	A Shigella in feces datum that specifies whether Shigella flexneri 6 was detected.		
http://purl.obolibrary.org/obo/EUPATH_0015450	"Shigella flexneri 7A, by bacteriology"	http://purl.obolibrary.org/obo/EUPATH_0011984	Shigella in stool	Bacteria Isolated: Shigella flexneri serotype 7A	presence of Shigella flexneri 7a in feces	A Shigella in feces datum that specifies whether Shigella flexneri 7a was detected.		
http://purl.obolibrary.org/obo/EUPATH_0015319	"Shigella flexneri, by bacteriology"	http://purl.obolibrary.org/obo/EUPATH_0011984	Shigella in stool	Calculated: Shigella flexneri	presence of Shigella flexneri in feces	A Shigella in feces datum that specifies whether Shigella flexneri was detected.		
http://purl.obolibrary.org/obo/EUPATH_0015327	"Shigella flexneri serotype X, by bacteriology"	http://purl.obolibrary.org/obo/EUPATH_0011984	Shigella in stool	Bacteria Isolated: Shigella flexneri Serotype X	presence of Shigella flexneri X variant in feces	A Shigella in feces datum that specifies whether Shigella flexneri X variant was detected.		
http://purl.obolibrary.org/obo/EUPATH_0015328	"Shigella flexneri serotype Y, by bacteriology"	http://purl.obolibrary.org/obo/EUPATH_0011984	Shigella in stool	Bacteria Isolated: Shigella flexneri Serotype Y	presence of Shigella flexneri Y in feces	A Shigella in feces datum that specifies whether Shigella flexneri Y was detected.		
http://purl.obolibrary.org/obo/EUPATH_0015449	"Shigella flexneri 3C, by bacteriology"	http://purl.obolibrary.org/obo/EUPATH_0011984	Shigella in stool	Shigella flexneri serotype 3c	"presence of Shigella flexneri, serovar 3c in feces"	"A Shigella in feces datum that specifies whether Shigella flexneri, serovar 3c was detected."		
http://purl.obolibrary.org/obo/EUPATH_0015301	"Shigella flexneri serotype 4B, by bacteriology"	http://purl.obolibrary.org/obo/EUPATH_0011984	Shigella in stool	Bacteria Isolated: Shigella flexneri Serotype 4B	"presence of Shigella flexneri, serovar 4b in feces"	"A Shigella in feces datum that specifies whether Shigella flexneri, serovar 4b was detected."		
http://purl.obolibrary.org/obo/EUPATH_0015305	"Shigella non-typeable, by bacteriology"	http://purl.obolibrary.org/obo/EUPATH_0011984	Shigella in stool	Bacteria Isolated: Shigella non-typeable	presence of Shigella non-typeable in feces	A Shigella in feces datum that specifies whether Shigella non-typeable was detected.		
http://purl.obolibrary.org/obo/EUPATH_0015323	"Shigella sonnei, by bacteriology"	http://purl.obolibrary.org/obo/EUPATH_0011984	Shigella in stool	Calculated: Shigella sonnei	presence of Shigella sonnei in feces	A Shigella in feces datum that specifies whether Shigella sonnei was detected.		
http://purl.obolibrary.org/obo/EUPATH_0010805	"Shigella, by bacteriology"	http://purl.obolibrary.org/obo/EUPATH_0011984	Shigella in stool	Shigella detected (collapsed variable)?. Collapses all species information into one dichotomous variable. Source=Calculated. 1=yes;0=no | Calculated: Shigella any	presence of Shigella unspecified in feces	"A Shigella in feces datum that specifies whether Shigella was detected, without specifying the taxon further."		
http://purl.obolibrary.org/obo/EUPATH_0057613	Bacteria in skin	http://purl.obolibrary.org/obo/EUPATH_0057581	Skin microbiology test					
http://purl.obolibrary.org/obo/EUPATH_0057625	Eukaryota in skin	http://purl.obolibrary.org/obo/EUPATH_0057581	Skin microbiology test					
http://purl.obolibrary.org/obo/EUPATH_0032223	"Staphylococcus aureus, by bacteriology"	http://purl.obolibrary.org/obo/EUPATH_0033302	Staphylococcus in blood	Staphylococcus Aureus blood culture positive	presence of Staphylococcus aureus in blood	A bacteria in blood datum that specifies whether Staphylococcus aureus was detected.		
http://purl.obolibrary.org/obo/EUPATH_0032285	"Coagulase-negative Staphylococcus, by bacteriology"	http://purl.obolibrary.org/obo/EUPATH_0032174	Staphylococcus in induced sputum	Staphylococcus Coagulase Negative induced sputum culture positive	presence of Coagulase-Negative Staphylococcus in induced sputum	A Coagulase-Negative Staphylococcus in induced sputum datum that specifies whether the organism was detected.		
http://purl.obolibrary.org/obo/EUPATH_0032371	"Staphylococcus aureus, by bacteriology"	http://purl.obolibrary.org/obo/EUPATH_0032174	Staphylococcus in induced sputum	Staphylococcus Aureus induced sputum culture positive	presence of Staphylococcus aureus in induced sputum	A Staphylococcus aureus in induced sputum datum that specifies whether the organism was detected.		
http://purl.obolibrary.org/obo/EUPATH_0032372	"Staphylococcus aureus, by multiplexed qPCR"	http://purl.obolibrary.org/obo/EUPATH_0032174	Staphylococcus in induced sputum	S.aur induced sputum PCR positive	presence of Staphylococcus aureus in induced sputum by multiplex real time polymerase chain reaction assay	A Staphylococcus aureus in induced sputum datum that specifies whether Staphylococcus aureus was detected by multiplex real time polymerase chain reaction assay.		
http://purl.obolibrary.org/obo/EUPATH_0032374	"Staphylococcus epidermidis, by bacteriology"	http://purl.obolibrary.org/obo/EUPATH_0032174	Staphylococcus in induced sputum	Staphylococcus Epidermidis induced sputum culture positive	presence of Staphylococcus epidermidis in induced sputum	A Staphylococcus epidermidis in induced sputum datum that specifies whether the organism was detected.		
http://purl.obolibrary.org/obo/EUPATH_0032284	"Coagulase-negative Staphylococcus, by Gram stain"	http://purl.obolibrary.org/obo/EUPATH_0032174	Staphylococcus in induced sputum	Staphylococcus coagulase negative induced sputum culture gram strain confirmed				
http://purl.obolibrary.org/obo/EUPATH_0032370	"Staphylococcus aureus, by Gram stain"	http://purl.obolibrary.org/obo/EUPATH_0032174	Staphylococcus in induced sputum	Staphylococcus aureus induced sputum culture gram strain confirmed				
http://purl.obolibrary.org/obo/EUPATH_0032373	"Staphylococcus epidermidis, by Gram stain"	http://purl.obolibrary.org/obo/EUPATH_0032174	Staphylococcus in induced sputum	Staphylococcus epidermidis induced sputum culture gram strain confirmed				
http://purl.obolibrary.org/obo/EUPATH_0032637	"Coagulase-negative Staphylococcus, by bacteriology"	http://purl.obolibrary.org/obo/EUPATH_0032189	Staphylococcus in lung aspirate	Staphylococcus Coagulase Negative lung aspirate culture positive	presence of Coagulase-Negative Staphylococcus in lung	A bacteria in lung datum that specifies whether Coagulase-Negative Staphylococcus was detected.		
http://purl.obolibrary.org/obo/EUPATH_0032648	"Staphylococcus aureus, by bacteriology"	http://purl.obolibrary.org/obo/EUPATH_0032189	Staphylococcus in lung aspirate	Staphylococcus Aureus lung aspirate culture positive	presence of Staphylococcus aureus in lung	A bacteria in lung datum that specifies whether Staphylococcus aureus was detected.		
http://purl.obolibrary.org/obo/EUPATH_0032649	"Staphylococcus aureus, by multiplexed qPCR"	http://purl.obolibrary.org/obo/EUPATH_0032189	Staphylococcus in lung aspirate	S.aur lung aspirate PCR positive	presence of Staphylococcus aureus in lung by multiplex real time polymerase chain reaction assay	A bacteria in lung datum that specifies whether Staphylococcus aureus was detected by multiplex real time polymerase chain reaction assay.		
http://purl.obolibrary.org/obo/EUPATH_0032743	"Staphylococcus aureus, by multiplexed qPCR"	http://purl.obolibrary.org/obo/EUPATH_0033318	Staphylococcus in nasopharyngeal/oropharyngeal swabs	S.aur NP PCR positive	presence of Staphylococcus aureus in nasopharynx or oropharynx by multiplex real time polymerase chain reaction assay	A bacteria in nasopharyngeal or oropharyngeal swab datum that specifies whether Staphylococcus aureus was detected by multiplex real time polymerase chain reaction assay.		
http://purl.obolibrary.org/obo/EUPATH_0038435	"Staphylococcus aureus, by bacteriology"	http://purl.obolibrary.org/obo/EUPATH_0038647	Staphylococcus in other sample					
http://purl.obolibrary.org/obo/EUPATH_0038436	"Staphylococcus epidermis, by bacteriology"	http://purl.obolibrary.org/obo/EUPATH_0038647	Staphylococcus in other sample					
http://purl.obolibrary.org/obo/EUPATH_0033007	"Staphylococcus aureus, by bacteriology"	http://purl.obolibrary.org/obo/EUPATH_0033338	Staphylococcus in pleural fluid	Staphylococcus Aureus pleural fluid culture positive	presence of Staphylococcus aureus in pleural fluid	A bacteria in pleural fluid datum that specifies whether Staphylococcus aureus was detected.		
http://purl.obolibrary.org/obo/EUPATH_0033008	"Staphylococcus aureus, by multiplexed qPCR"	http://purl.obolibrary.org/obo/EUPATH_0033338	Staphylococcus in pleural fluid	S.aur pleural fluid PCR positive	presence of Staphylococcus aureus in pleural fluid by multiplex real time polymerase chain reaction assay	A bacteria in pleural fluid datum that specifies whether Staphylococcus aureus was detected by multiplex real time polymerase chain reaction assay.		
http://purl.obolibrary.org/obo/EUPATH_0032376	"Stenotrophomonas maltophilia, by bacteriology"	http://purl.obolibrary.org/obo/EUPATH_0032176	Stenotrophomonas in induced sputum	Stenotrophomonas Maltophilia induced sputum culture positive	presence of Stenotrophomonas maltophilia in induced sputum	A Stenotrophomonas maltophilia in induced sputum datum that specifies whether the organism was detected.		
http://purl.obolibrary.org/obo/EUPATH_0032375	"Stenotrophomonas maltophilia, by Gram stain"	http://purl.obolibrary.org/obo/EUPATH_0032176	Stenotrophomonas in induced sputum	Stenotrophomonas maltophilia induced sputum culture gram strain confirmed				
http://purl.obolibrary.org/obo/EUPATH_0031348	"Shigella susceptibility to ampicillin, colony 1"	http://purl.obolibrary.org/obo/EUPATH_0031347	Stool antimicrobial susceptability test					
http://purl.obolibrary.org/obo/EUPATH_0031349	"Shigella susceptibility to ampicillin, colony 2"	http://purl.obolibrary.org/obo/EUPATH_0031347	Stool antimicrobial susceptability test					
http://purl.obolibrary.org/obo/EUPATH_0031350	"Shigella susceptibility to ampicillin, colony 3"	http://purl.obolibrary.org/obo/EUPATH_0031347	Stool antimicrobial susceptability test					
http://purl.obolibrary.org/obo/EUPATH_0031351	"Shigella susceptibility to ampicillin, colony 4"	http://purl.obolibrary.org/obo/EUPATH_0031347	Stool antimicrobial susceptability test					
http://purl.obolibrary.org/obo/EUPATH_0031352	"Shigella susceptibility to ceftriaxone, colony 1"	http://purl.obolibrary.org/obo/EUPATH_0031347	Stool antimicrobial susceptability test					
