order,uniqueVar,variable,dataFile,keepDiscard,notesforDL,codebookDescription,codebookValues,timeVaryng,duplicated,dateTime,flag,notesforOnt,type,example,minValue,maxValue,values,uniqueValueCount,percentMissing,In OWL FILE
648,F7_MED_FLAG,f7_med_flag,vida_enrl.csv,keep,,Receiving Metronidazole,"Y=Answer selected, 'Null'=Not selected",,,NA,NA,,chr,0,n/a,n/a,"., 0, 1",3,0.952230164,YES
649,F7_MED_FLAGV,f7_med_flagv,vida_enrl.csv,keep,,Verified Metronidazole,"Y=Answer selected, 'Null'=Not selected",,,NA,NA,,chr,0,n/a,n/a,"., 0, 1",3,0.952230164,YES
646,F7_MED_GENT,f7_med_gent,vida_enrl.csv,keep,,Receiving gentamycin,"Y=Answer selected, 'Null'=Not selected",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.952230164,YES
647,F7_MED_GENTV,f7_med_gentv,vida_enrl.csv,keep,,Verified Gentamycin,"Y=Answer selected, 'Null'=Not selected",,,NA,NA,,chr,0,n/a,n/a,"., 0, 1",3,0.952230164,YES
652,F7_MED_GOVFLUID,f7_med_govfluid,vida_enrl.csv,keep,,Receiving homemade fluid,"Y=Answer selected, 'Null'=Not selected",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0",2,0.952230164,YES
653,F7_MED_GOVFLUIDV,f7_med_govfluidv,vida_enrl.csv,keep,,Verified homemade fluid,"Y=Answer selected, 'Null'=Not selected",,,NA,NA,,chr,0,n/a,n/a,"., 0",2,0.952230164,YES
634,F7_MED_IV,f7_med_iv,vida_enrl.csv,keep,,Receiving IV,"Y=Answer selected, 'Null'=Not selected",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0",2,0.952230164,YES
635,F7_MED_IVV,f7_med_ivv,vida_enrl.csv,keep,,Verified IV,"Y=Answer selected, 'Null'=Not selected",,,NA,NA,,chr,0,n/a,n/a,"., 0",2,0.952230164,YES
636,F7_MED_NALID,f7_med_nalid,vida_enrl.csv,keep,,Receiving Nalidixic acid,"Y=Answer selected, 'Null'=Not selected",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0",2,0.952230164,YES
637,F7_MED_NALIDV,f7_med_nalidv,vida_enrl.csv,keep,,Verified Nalidixic acid,"Y=Answer selected, 'Null'=Not selected",,,NA,NA,,chr,0,n/a,n/a,"., 0",2,0.952230164,YES
676,F7_MED_NONE,f7_med_none,vida_enrl.csv,keep,,None prescribed,"Y=Answer selected, 'Null'=Not selected",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.952230164,YES
677,F7_MED_NONEV,f7_med_nonev,vida_enrl.csv,keep,,Verified none prescribed,"Y=Answer selected, 'Null'=Not selected",,,NA,NA,,chr,0,n/a,n/a,"., 0, 1",3,0.952230164,YES
662,F7_MED_OMACR,f7_med_omacr,vida_enrl.csv,keep,,Receiving other macrolides,"Y=Answer selected, 'Null'=Not selected",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0",2,0.952230164,YES
663,F7_MED_OMACRV,f7_med_omacrv,vida_enrl.csv,keep,,Verified other macrolides,"Y=Answer selected, 'Null'=Not selected",,,NA,NA,,chr,0,n/a,n/a,"., 0",2,0.952230164,YES
629,F7_MED_ONGOING,f7_med_ongoing,vida_enrl.csv,keep,,"Is a bottle or tablet strip or prescription available for ongoing treatment?(If No, go to Question 26)","N=No, Y=Yes (0=No, 1=Yes)",,,NA,NA,GEMS,chr,1,n/a,n/a,"., 0, 1",3,0.9504207,YES
630,F7_MED_ORS,f7_med_ors,vida_enrl.csv,keep,,Receiving ORS,"Y=Answer selected, 'Null'=Not selected",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.952230164,YES
631,F7_MED_ORSV,f7_med_orsv,vida_enrl.csv,keep,,Verified ORS,"Y=Answer selected, 'Null'=Not selected",,,NA,NA,,chr,0,n/a,n/a,"., 0, 1",3,0.952230164,YES
664,F7_MED_OTHER1,f7_med_other1,vida_enrl.csv,keep,,Other 1 medicine,"Y=Answer selected, 'Null'=Not selected",,,NA,NA,GEMS,chr,1,n/a,n/a,"., 0, 1",3,0.952230164,YES
665,F7_MED_OTHER1V,f7_med_other1v,vida_enrl.csv,keep,,Verified other 1 medicine,"Y=Answer selected, 'Null'=Not selected",,,NA,NA,,chr,1,n/a,n/a,"., 0, 1",3,0.952230164,YES
668,F7_MED_OTHER2,f7_med_other2,vida_enrl.csv,keep,,Other 2 medicine,"Y=Answer selected, 'Null'=Not selected",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.952230164,YES
669,F7_MED_OTHER2V,f7_med_other2v,vida_enrl.csv,keep,,Verified other 2 medicine,"Y=Answer selected, 'Null'=Not selected",,,NA,NA,,chr,0,n/a,n/a,"., 0, 1",3,0.952230164,YES
672,F7_MED_OTHER3,f7_med_other3,vida_enrl.csv,keep,,Other 3 medicine,"Y=Answer selected, 'Null'=Not selected",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.952230164,YES
673,F7_MED_OTHER3V,f7_med_other3v,vida_enrl.csv,keep,,Verified other3 medicine,"Y=Answer selected, 'Null'=Not selected",,,NA,NA,,chr,0,n/a,n/a,"., 0, 1",3,0.952230164,YES
660,F7_MED_OTHERANT,f7_med_otherant,vida_enrl.csv,keep,,Receiving other antibiotic,"Y=Answer selected, 'Null'=Not selected",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.952230164,YES
661,F7_MED_OTHERANTV,f7_med_otherantv,vida_enrl.csv,keep,,Verified other antibiotic,"Y=Answer selected, 'Null'=Not selected",,,NA,NA,,chr,0,n/a,n/a,"., 0, 1",3,0.952230164,YES
666,F7_MED_PENI,f7_med_peni,vida_enrl.csv,keep,,Receiving penicillin,"Y=Answer selected, 'Null'=Not selected",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0",2,0.952230164,YES
667,F7_MED_PENIV,f7_med_peniv,vida_enrl.csv,keep,,Verified penicillin,"Y=Answer selected, 'Null'=Not selected",,,NA,NA,,chr,0,n/a,n/a,"., 0",2,0.952230164,YES
644,F7_MED_SELE,f7_med_sele,vida_enrl.csv,keep,,Receiving Selexid,"Y=Answer selected, 'Null'=Not selected",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.952230164,YES
645,F7_MED_SELEV,f7_med_selev,vida_enrl.csv,keep,,Verified Selexid,"Y=Answer selected, 'Null'=Not selected",,,NA,NA,,chr,0,n/a,n/a,"., 0, 1",3,0.952230164,YES
638,F7_MED_ZINC,f7_med_zinc,vida_enrl.csv,keep,,Receiving zinc,"Y=Answer selected, 'Null'=Not selected",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.952230164,YES
639,F7_MED_ZINCV,f7_med_zincv,vida_enrl.csv,keep,,Verified zinc,"Y=Answer selected, 'Null'=Not selected",,,NA,NA,,chr,0,n/a,n/a,"., 0, 1",3,0.952230164,YES
540,F7_MOM_LIVE,f7_mom_live,vida_enrl.csv,keep,,Where does child's mother live?,"1=Living in household, 2=Abroad, 3=Died, 4=Lives outside of household but nearby, 5=Whereabouts unknown",,,NA,NA,GEMS,chr,1,n/a,n/a,"., 1, 2, 3, 4, 5",6,0.437890166,YES
611,F7_MS_WATER,f7_ms_water,vida_enrl.csv,keep,,"During the last two weeks, what was the main source of drinking water for the members of your Household has? [Check only one response that relates to the main source of drinking water.]","01=Piped into house, 
02=Piped into yard, 
03=Public tap, 
04=Open well in house or yard, 
05=Open public well, 
06=Stream, 
07=Dam or earth,
08=Deep tube well, 
09=Bought (tank, bottles, etc), 
10=Covered well in house or yard, 
11=Covered public well, 
12=Protected spring, 
13=Unprotected spring, 
14=River, 
15=Pond or lake, 
16=Rainwater, 
17=Shallow tube well, 
18=Bore hole, 
99=Other",,,NA,NA,GEMS,chr,3,n/a,n/a,>10 unique values,20,0.437890166,YES
709,F7_MUAC1,f7_muac1,vida_enrl.csv,keep,,MUAC 1st,,,,NA,NA,GEMS,chr,15.5,n/a,n/a,>10 unique values,93,0.437890166,YES
710,F7_MUAC2,f7_muac2,vida_enrl.csv,keep,,MUAC 2nd,,,,NA,NA,GEMS,chr,15.8,n/a,n/a,>10 unique values,96,0.437890166,YES
711,F7_MUAC3,f7_muac3,vida_enrl.csv,keep,,MUAC 3rd,,,,NA,NA,GEMS,chr,15.8,n/a,n/a,>10 unique values,96,0.437980639,YES
547,F7_NATFL,f7_natfl,vida_enrl.csv,keep,,Predominant floor natural,"01=Earth/Sand, 
02=Dung",,,NA,NA,,chr,1,n/a,n/a,"., 1, 2",3,0.849362164,YES
700,F7_OFFR_DRINK,f7_offr_drink,vida_enrl.csv,keep,,"The last time the child had diarrhea, how much did you offer the child to drink?","1=More than usual, 
2=Usual, 
3=Somewhat less than usual, 
4=Much less than usual, 
5=Nothing to drink",,,NA,NA,GEMS,chr,2,n/a,n/a,"., 1, 2, 3, 4, 5",6,0.528182394,YES
701,F7_OFFR_EAT,f7_offr_eat,vida_enrl.csv,keep,,"The last time the child had diarrhea, how much did you offer the child to eat?","1=More than usual, 
2=Usual, 
3=Somewhat less than usual, 
4=Much less than usual, 
5=Nothing to eat",,,NA,NA,GEMS,chr,5,n/a,n/a,"., 1, 2, 3, 4, 5",6,0.528182394,YES
754,F7_OPV1,f7_opv1,vida_enrl.csv,keep,,Oral polio vaccine 1,"N=No, Y=Yes (0=No, 1=Yes), DK=DK",,,NA,NA,,chr,1,n/a,n/a,"., 0, 1, 9",4,0.459784674,YES
755,F7_OPV1_DATE,f7_opv1_date,vida_enrl.csv,keep,,Oral polio vaccine 1 date,,,,date?,NA,,date,2/2/2015,.,12/31/2015,. to 12/31/15,1455,0.46792726,YES
757,F7_OPV1_DK,f7_opv1_dk,vida_enrl.csv,keep,,Oral polio vaccine 1 don't know,"Y=Answer selected, 'Null'=Not selected",,,NA,NA,,chr,1,n/a,n/a,"., 1",2,0.983262463,YES
756,F7_OPV1_HC,f7_opv1_hc,vida_enrl.csv,keep,,Oral polio vaccine 1 health center name,,,,NA,NA,,chr,BASSE,n/a,n/a,>10 unique values,686,0.467746313,YES
758,F7_OPV1_HCID,f7_opv1_hcid,vida_enrl.csv,keep,,Oral polio vaccine 1 health center code,,,,NA,NA,,chr,101,n/a,n/a,>10 unique values,76,0.485840948,YES
759,F7_OPV2,f7_opv2,vida_enrl.csv,keep,,Oral polio vaccine 2,"N=No, Y=Yes (0=No, 1=Yes), DK=DK",,,NA,NA,,chr,1,n/a,n/a,"., 0, 1, 9",4,0.466932055,YES
760,F7_OPV2_DATE,f7_opv2_date,vida_enrl.csv,keep,,Oral polio vaccine 2 date,,,,date?,NA,,date,5/4/2015,.,12/31/2015,. to 12/31/15,1434,0.480593504,YES
762,F7_OPV2_DK,f7_opv2_dk,vida_enrl.csv,keep,,Oral polio vaccine 2 don't know,"Y=Answer selected, 'Null'=Not selected",,,NA,NA,,chr,1,n/a,n/a,"., 1",2,0.983533882,YES
761,F7_OPV2_HC,f7_opv2_hc,vida_enrl.csv,keep,,Oral polio vaccine 2 health center name,,,,NA,NA,,chr,BASSE,n/a,n/a,>10 unique values,679,0.480503031,YES
763,F7_OPV2_HCID,f7_opv2_hcid,vida_enrl.csv,keep,,Oral polio vaccine 2 health center code,,,,NA,NA,,chr,101,n/a,n/a,>10 unique values,75,0.498326246,YES
764,F7_OPV3,f7_opv3,vida_enrl.csv,keep,,Oral polio vaccine 3,"N=No, Y=Yes (0=No, 1=Yes), DK=DK",,,NA,NA,,chr,0,n/a,n/a,"., 0, 1, 9",4,0.479779245,YES
765,F7_OPV3_DATE,f7_opv3_date,vida_enrl.csv,keep,,Oral polio vaccine 3 date,,,,date?,NA,,date,5/4/2015,.,12/31/2015,. to 12/31/15,1417,0.509183027,YES
767,F7_OPV3_DK,f7_opv3_dk,vida_enrl.csv,keep,,Oral polio vaccine 3 don't know,"Y=Answer selected, 'Null'=Not selected",,,NA,NA,,chr,1,n/a,n/a,"., 1",2,0.984710033,YES
766,F7_OPV3_HC,f7_opv3_hc,vida_enrl.csv,keep,,Oral polio vaccine 3 health center name,,,,NA,NA,,chr,BASSE H/C,n/a,n/a,>10 unique values,668,0.509183027,YES
768,F7_OPV3_HCID,f7_opv3_hcid,vida_enrl.csv,keep,,Oral polio vaccine 3 health center code,,,,NA,NA,,chr,101,n/a,n/a,>10 unique values,75,0.525830091,YES
543,F7_PPL_HOUSE,f7_ppl_house,vida_enrl.csv,keep,,How many people have been living regularly in your Household has for the past 6 months?,,,,NA,NA,GEMS,chr,25,n/a,n/a,>10 unique values,114,0.437890166,YES
544,F7_PPL_SLEEP,f7_ppl_sleep,vida_enrl.csv,keep,,How many people have been sleeping regularly in your Household has for the past 6 months?,,,,NA,NA,GEMS,chr,25,n/a,n/a,>10 unique values,113,0.437890166,YES
542,F7_PRIM_SCHL,f7_prim_schl,vida_enrl.csv,keep,,How far did the child's primary caretaker go in school?,"1=No formal schooling, 
2=Completed secondary, 
3=Less than primary, 
4=Post-secondary, 
5=Completed primary, 
6=Religious education only, 
7=Don't know",,,NA,NA,GEMS,chr,3,n/a,n/a,"., 1, 2, 3, 4, 5, 6",7,0.437890166,YES
538,F7_PRIMCARE,f7_primcare,vida_enrl.csv,keep,,What is your relationship with the child?,"1=Mother, 
2=Father, 
3=Sister, 
4=Brother, 
5=Grandmother, 
6=Grandfather, 
7=Aunt, 
8=Uncle, 
9=No relation, 
10=Other relation by blood or marriage",,,NA,NA,GEMS,chr,1,n/a,n/a,>10 unique values,11,0.437890166,YES
790,F7_QC_DATE,f7_qc_date,vida_enrl.csv,keep,,Quality control date,,,,date?,NA,GEMS,date,5/20/2015,.,12/31/2016,. to 12/31/16,918,0.438704424,YES
719,F7_REC_VAX,f7_rec_vax,vida_enrl.csv,keep,,31. Has your child ever had any vaccinations?,"N=No, Y=Yes (0=No, 1=Yes)",,,NA,NA,,chr,1,n/a,n/a,"., 0, 1",3,0.515425676,YES
713,F7_RESP1,f7_resp1,vida_enrl.csv,keep,,Respiratory rate 1st,,,,NA,NA,GEMS,chr,45,n/a,n/a,>10 unique values,46,0.437890166,YES
714,F7_RESP2,f7_resp2,vida_enrl.csv,keep,,Respiratory rate 2nd,,,,NA,NA,GEMS,chr,46,n/a,n/a,>10 unique values,45,0.437890166,YES
739,F7_ROT1,f7_rot1,vida_enrl.csv,keep,,Rotavirus vaccine 1,"N=No, Y=Yes (0=No, 1=Yes), DK=DK",,,NA,NA,,chr,1,n/a,n/a,"., 0, 1, 9",4,0.459784674,YES
740,F7_ROT1_DATE,f7_rot1_date,vida_enrl.csv,keep,,Rotavirus vaccine 1 date,,,,date?,NA,,date,2/2/2015,.,12/31/2015,. to 12/31/15,1099,0.53632498,YES
742,F7_ROT1_DK,f7_rot1_dk,vida_enrl.csv,keep,,Rotavirus vaccine don't know,"Y=Answer selected, 'Null'=Not selected",,,NA,NA,,chr,1,n/a,n/a,"., 1",2,0.987062336,YES
741,F7_ROT1_HC,f7_rot1_hc,vida_enrl.csv,keep,,Rota 1 health center name,,,,NA,NA,,chr,BASSE,n/a,n/a,>10 unique values,601,0.53632498,YES
743,F7_ROT1_HCID,f7_rot1_hcid,vida_enrl.csv,keep,,Rota 1 health center code,,,,NA,NA,,chr,101,n/a,n/a,>10 unique values,74,0.549986429,YES
744,F7_ROT2,f7_rot2,vida_enrl.csv,keep,,Rotavirus vaccine 2,"N=No, Y=Yes (0=No, 1=Yes), DK=DK",,,NA,NA,,chr,1,n/a,n/a,"., 0, 1, 9",4,0.533520311,YES
745,F7_ROT2_DATE,f7_rot2_date,vida_enrl.csv,keep,,Rotavirus vaccine 1 date,,,,date?,NA,,date,5/4/2015,.,12/31/2015,. to 12/31/15,1064,0.556138605,YES
747,F7_ROT2_DK,f7_rot2_dk,vida_enrl.csv,keep,,Rotavirus vaccine don't know,"Y=Answer selected, 'Null'=Not selected",,,NA,NA,,chr,1,n/a,n/a,"., 1",2,0.988148014,YES
746,F7_ROT2_HC,f7_rot2_hc,vida_enrl.csv,keep,,Rota 2 health center name,,,,NA,NA,,chr,BASSE,n/a,n/a,>10 unique values,591,0.556138605,YES
748,F7_ROT2_HCID,f7_rot2_hcid,vida_enrl.csv,keep,,Rota 2 health center code,,,,NA,NA,,chr,101,n/a,n/a,>10 unique values,75,0.568714376,YES
749,F7_ROT3,f7_rot3,vida_enrl.csv,keep,,Rotavirus vaccine 3,"N=No, Y=Yes (0=No, 1=Yes), DK=DK",,,NA,NA,,chr,0,n/a,n/a,"., 0, 1, 9",4,0.556590971,YES
750,F7_ROT3_DATE,f7_rot3_date,vida_enrl.csv,keep,,Rotavirus vaccine 3 date,,,,date?,NA,,date,5/4/2015,.,12/31/2015,. to 12/31/15,909,0.722066407,YES
752,F7_ROT3_DK,f7_rot3_dk,vida_enrl.csv,keep,,Rotavirus vaccine 3 don't know,"Y=Answer selected, 'Null'=Not selected",,,NA,NA,,chr,1,n/a,n/a,"., 1",2,0.99972858,YES
751,F7_ROT3_HC,f7_rot3_hc,vida_enrl.csv,keep,,Rotavirus vaccine 3 health center name,,,,NA,NA,,chr,BASSE H/C,n/a,n/a,>10 unique values,264,0.722066407,YES
753,F7_ROT3_HCID,f7_rot3_hcid,vida_enrl.csv,keep,,Rotavirus vaccine 3 health center code,,,,NA,NA,,chr,101,n/a,n/a,>10 unique values,30,0.72215688,YES
690,F7_SEEK_CTR1,f7_seek_ctr1,vida_enrl.csv,keep,,Center sought care of 1st choice,"Y=Answer selected, 'Null'=Not selected",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.636116891,YES
691,F7_SEEK_CTR1_CODE,f7_seek_ctr1_code,vida_enrl.csv,keep,,Center 1 code,,,,NA,NA,GEMS,chr,101,n/a,n/a,>10 unique values,80,0.763231702,YES
692,F7_SEEK_CTR2,f7_seek_ctr2,vida_enrl.csv,keep,,Center sought care of 2nd choice,"Y=Answer selected, 'Null'=Not selected",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.636116891,YES
693,F7_SEEK_CTR2_CODE,f7_seek_ctr2_code,vida_enrl.csv,keep,,Center 2 code,,,,NA,NA,GEMS,chr,105,n/a,n/a,>10 unique values,18,0.99457161,YES
694,F7_SEEK_CTR3,f7_seek_ctr3,vida_enrl.csv,keep,,Center sought care of 3rd choice,"Y=Answer selected, 'Null'=Not selected",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.636116891,YES
695,F7_SEEK_CTR3_CODE,f7_seek_ctr3_code,vida_enrl.csv,keep,,Center 3 code,,,,NA,NA,GEMS,chr,206,n/a,n/a,", 10, 206",2,0.999819054,YES
688,F7_SEEK_DOC,f7_seek_doc,vida_enrl.csv,keep,,Care from an unlicensed practitioner,"Y=Answer selected, 'Null'=Not selected",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.636116891,YES
686,F7_SEEK_FRIEND,f7_seek_friend,vida_enrl.csv,keep,,Sought care from friend,"Y=Answer selected, 'Null'=Not selected",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.636116891,YES
687,F7_SEEK_HEALER,f7_seek_healer,vida_enrl.csv,keep,,Care from traditional healer,"Y=Answer selected, 'Null'=Not selected",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.636116891,YES
697,F7_SEEK_OTHR,f7_seek_othr,vida_enrl.csv,keep,,Sought other hospital/health center,"Y=Answer selected, 'Null'=Not selected",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.636116891,YES
685,F7_SEEK_PHARM,f7_seek_pharm,vida_enrl.csv,keep,,Sought care from pharmacy,"Y=Answer selected, 'Null'=Not selected",,,NA,NA,GEMS,chr,1,n/a,n/a,"., 0, 1",3,0.636116891,YES
689,F7_SEEK_PRIVDOC,f7_seek_privdoc,vida_enrl.csv,keep,,Care of primary doctor,"Y=Answer selected, 'Null'=Not selected",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.636116891,YES
696,F7_SEEK_REMDY,f7_seek_remdy,vida_enrl.csv,keep,,Remedy medicine from shop,"Y=Answer selected, 'Null'=Not selected",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.636116891,YES
684,F7_SEEKCARE,f7_seekcare,vida_enrl.csv,keep,,"The last time the child had diarrhea, did you seek care for him/her outside your Household has?","N=No [Go to Q. 28], Y=Yes, NHD=Never had diarrhea [Go to Q. 30]",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1, 2",4,0.437890166,YES
621,F7_SHARE_FAC,f7_share_fac,vida_enrl.csv,keep,,How many Household has (other than your own) share this facility?,,,,NA,NA,GEMS,chr,0,n/a,n/a,>10 unique values,24,0.455080069,YES
718,F7_SKIN_FLAKY,f7_skin_flaky,vida_enrl.csv,keep,,Skin has 'flaky paint' appearance:,"1=Absent, 2=Present",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.437890166,YES
546,F7_SLP_ROOMS,f7_slp_rooms,vida_enrl.csv,keep,,How many rooms in your Household has are used for sleeping?,,,,NA,NA,GEMS,chr,6,n/a,n/a,>10 unique values,47,0.437890166,YES
784,F7_SPEC_ID,f7_spec_id,vida_enrl.csv,keep,,Specimen ID,,,,NA,NA,,chr,1000009,n/a,n/a,>10 unique values,6213,0.437890166,YES
618,F7_STORE_WATER,f7_store_water,vida_enrl.csv,keep,,"In the last two weeks, did you give the child stored water for drinking?","N=No, Y=Yes (0=No, 1=Yes)",,,NA,NA,GEMS,chr,1,n/a,n/a,"., 0, 1",3,0.437890166,YES
712,F7_TEMP,f7_temp,vida_enrl.csv,keep,,Axillary temperature,,,,NA,NA,GEMS,chr,35.7,n/a,n/a,>10 unique values,44,0.437890166,YES
613,F7_TIME_WATER,f7_time_water,vida_enrl.csv,keep,,"How long does it take to go there, get water, and come back?","01=Less than 15 minutes, 
02=15 to 29 minutes, 
03=30 to 59 minutes, 
04=1 to 3 hours, 
05=More than 3 hours",,,NA,NA,GEMS,chr,1,n/a,n/a,"., 1, 2, 3, 4, 5",6,0.570885732,YES
615,F7_TRIP_DAY,f7_trip_day,vida_enrl.csv,keep,,"On average, how many trips do you and members from your Household has make to fetch water each day?",,,,NA,NA,GEMS,chr,3,n/a,n/a,>10 unique values,39,0.746041799,YES
616,F7_TRIP_WEEK,f7_trip_week,vida_enrl.csv,keep,,"On average, how many trips do you and members from your Household has make to fetch water each week? [If no trips are made, complete as ""00"".]",,,,NA,NA,GEMS,chr,14,n/a,n/a,>10 unique values,56,0.824843934,YES
717,F7_UNDER_NUTR,f7_under_nutr,vida_enrl.csv,keep,,Undernutrition: wasted/very thin:,"1=Absent, 2=Present",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.437890166,YES
720,F7_VAX_CARD,f7_vax_card,vida_enrl.csv,keep,,32. Immunization card:,"N=No, Y=Yes (0=No, 1=Yes)",,,NA,NA,,chr,1,n/a,n/a,"., 0, 1",3,0.439066317,YES
721,F7_VAX_SOURCE,f7_vax_source,vida_enrl.csv,keep,,"32a. If immunization card was not available, was vaccine data available from another source?","N=No, D=Yes, DSS, R=Yes, RVS, Y=Yes, Other Specify",,,NA,NA,,chr,2,n/a,n/a,"., 0, 1, 2, 3",5,0.969420067,YES
627,F7_VOMIT,f7_vomit,vida_enrl.csv,keep,,Vomiting 3 or more times per day:,"N=No, Y=Yes (0=No, 1=Yes)",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.437890166,YES
617,F7_WATER_AVAIL,f7_water_avail,vida_enrl.csv,keep,,"In the last two weeks, how often has water been available from this main source?","01=All the time, 
02=Several hours every day, 
03=A few times per week, 
04=Less frequent than a few times per week",,,NA,NA,GEMS,chr,1,n/a,n/a,"., 1, 2, 3, 4",5,0.437980639,YES
607,F7_WATER_BORE,f7_water_bore,vida_enrl.csv,keep,,Water from bore hole,"Y=Answer selected, 'Null'=Not selected",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.439699629,YES
606,F7_WATER_BOUGHT,f7_water_bought,vida_enrl.csv,keep,,"Water from tank, bottles","Y=Answer selected, 'Null'=Not selected",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.439699629,YES
600,F7_WATER_COVPWELL,f7_water_covpwell,vida_enrl.csv,keep,,Covered public well,"Y=Answer selected, 'Null'=Not selected",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.439699629,YES
599,F7_WATER_COVWELL,f7_water_covwell,vida_enrl.csv,keep,,Covered well in house,"Y=Answer selected, 'Null'=Not selected",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.439699629,YES
604,F7_WATER_DAM,f7_water_dam,vida_enrl.csv,keep,,Water from dam,"Y=Answer selected, 'Null'=Not selected",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.439699629,YES
597,F7_WATER_DEEPWELL,f7_water_deepwell,vida_enrl.csv,keep,,Water from deep tube well,"Y=Answer selected, 'Null'=Not selected",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.439699629,YES
591,F7_WATER_HOUSE,f7_water_house,vida_enrl.csv,keep,,Water piped in house,"Y=Answer selected, 'Null'=Not selected",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.439699629,YES
609,F7_WATER_OTHR,f7_water_othr,vida_enrl.csv,keep,,Other water,"Y=Answer selected, 'Null'=Not selected",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.439699629,YES
596,F7_WATER_POND,f7_water_pond,vida_enrl.csv,keep,,Water from pond or lake,"Y=Answer selected, 'Null'=Not selected",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.439699629,YES
601,F7_WATER_PROSPRING,f7_water_prospring,vida_enrl.csv,keep,,Protected spring,"Y=Answer selected, 'Null'=Not selected",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.439699629,YES
593,F7_WATER_PUBTAP,f7_water_pubtap,vida_enrl.csv,keep,,Water from public tap,"Y=Answer selected, 'Null'=Not selected",,,NA,NA,GEMS,chr,1,n/a,n/a,"., 0, 1",3,0.439699629,YES
595,F7_WATER_PUBWELL,f7_water_pubwell,vida_enrl.csv,keep,,Water open public well,"Y=Answer selected, 'Null'=Not selected",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.439699629,YES
605,F7_WATER_RAIN,f7_water_rain,vida_enrl.csv,keep,,Water from rainwater,"Y=Answer selected, 'Null'=Not selected",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.439699629,YES
603,F7_WATER_RIV,f7_water_riv,vida_enrl.csv,keep,,Water from river,"Y=Answer selected, 'Null'=Not selected",,,NA,NA,,chr,0,n/a,n/a,"., 0, 1",3,0.439699629,YES
598,F7_WATER_SHALLWELL,f7_water_shallwell,vida_enrl.csv,keep,,Water shallow tube well,"Y=Answer selected, 'Null'=Not selected",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.439699629,YES
608,F7_WATER_STR,f7_water_str,vida_enrl.csv,keep,,Water from stream,"Y=Answer selected, 'Null'=Not selected",,,NA,NA,,chr,0,n/a,n/a,"., 0, 1",3,0.439699629,YES
602,F7_WATER_UNSPRING,f7_water_unspring,vida_enrl.csv,keep,,Unprotected spring,"Y=Answer selected, 'Null'=Not selected",,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.439699629,YES
