overallOrder,variable,dataSet,dataFile,type,example,dateTime,formatCode,minValue,maxValue,values,uniqueValueCount,percentMissing,flag,variable_dataFile,Question,VIDA Coding,CRF,Q. no
813,f9_int_code,VIDA,vida_enrl.csv,chr,216,NA,NA,n/a,n/a,>10 unique values,66,0.00027137,NA,F9_INT_CODE,Interviewer's staff code,numeric,Derived,Derived
814,f9_qc_name,VIDA,vida_enrl.csv,chr,KEN JOOF,NA,NA,n/a,n/a,>10 unique values,103,0.00027137,NA,F9_QC_NAME,Quality control's name,string,Derived,Derived
815,f9_qc_code,VIDA,vida_enrl.csv,chr,202,NA,NA,n/a,n/a,>10 unique values,35,0.00027137,NA,F9_QC_CODE,QC's staff code,numeric,Derived,Derived
816,f9_qc_date,VIDA,vida_enrl.csv,date,7/29/2015,date?,NA,.,12/30/2017,. to 12/30/17,948,0.00027137,NA,F9_QC_DATE,Quality control's date,date,Derived,Derived
817,f9_comment,VIDA,vida_enrl.csv,chr,MOTHER AND THE CHILD TRAVELLED TO SEREKUNDA.,NA,NA,n/a,n/a,>10 unique values,380,0.963817277,NA,F9_COMMENT,Notes or comments,string,Derived,Derived
818,f11_visno,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,", 0",1,9.05E-05,NA,F11_VISNO,Visit number,,F4A,11
819,f11_date,VIDA,vida_enrl.csv,date,5/11/2015,date?,NA,.,12/31/2017,. to 12/31/17,1057,9.05E-05,NA,F11_DATE,Date,date,F4A,10
820,f11_datestool,VIDA,vida_enrl.csv,date,5/11/2015,date?,NA,.,12/31/2017,. to 12/31/17,1058,9.05E-05,NA,F11_DATESTOOL,Date first whole stool passed/excreted:,date,F4A,10
821,f11_timestool,VIDA,vida_enrl.csv,chr,10:20,NA,NA,n/a,n/a,>10 unique values,818,9.05E-05,NA,F11_TIMESTOOL,Time first whole stool passed/excreted:,string,F4A,11
822,f11_consistency,VIDA,vida_enrl.csv,chr,4,NA,NA,n/a,n/a,"., 1, 2, 3, 4, 5",6,9.05E-05,NA,F11_CONSISTENCY,Consistency of whole stool sample:,"1 = ""grade 1 (formed)"", 
2 = ""grade 2 (soft)"", 
3 = ""grade 3 (thick liquid)"",
4 = ""grade 4 (opaque watery)"", 
5 = ""grade 5 (rice water-clear watery)""",F4A,9
823,f11_blood,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,9.05E-05,NA,F11_BLOOD,Blood,"1 = ""Yes"", 0 = ""No""",F4A,9
824,f11_pus,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,9.05E-05,NA,F11_PUS,Pus,"1 = ""Yes"", 0 = ""No""",F4A,10
825,f11_mucus,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,9.05E-05,NA,F11_MUCUS,Mucus,"1 = ""Yes"", 0 = ""No""",F4A,10
826,f11_antibiotic,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1, 9",4,0.562098598,NA,F11_ANTIBIOTIC,"If the child is a case, did s/he receive antibiotics after arriving at the health center but before producing the whole stool specimen?","0 = ""No"", 1 = ""Yes"", 9 = ""DK""",F4A,9
827,f11_anti_ampi,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.99773858,NA,F11_ANTI_AMPI,Ampicillin,"1 = Selected, 0 = Not selected",F3,17
828,f11_anti_nali,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0",2,0.99773858,NA,F11_ANTI_NALI,Nalidixic acid,"1 = Selected, 0 = Not selected",F4A,3
829,f11_anti_cotr,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.997376753,NA,F11_ANTI_COTR,Cotrimoxazole,"1 = Selected, 0 = Not selected",F3,
830,f11_anti_cipr,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0",2,0.99773858,NA,F11_ANTI_CIPR,Cipro or Norfloxacinn,"1 = Selected, 0 = Not selected",F3,
831,f11_anti_sele,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0",2,0.99773858,NA,F11_ANTI_SELE,Selexid/Pivemecillinam,"1 = Selected, 0 = Not selected",F4A,6
832,f11_anti_gent,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 0, 1",3,0.99773858,NA,F11_ANTI_GENT,Gentamycin,"1 = Selected, 0 = Not selected",F4A,1
833,f11_anti_chlo,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0",2,0.99773858,NA,F11_ANTI_CHLO,Chloramphenicol,"1 = Selected, 0 = Not selected",F3,
834,f11_anti_eryt,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0",2,0.99773858,NA,F11_ANTI_ERYT,Erythromycin,"1 = Selected, 0 = Not selected",F4A,N/A
835,f11_anti_azit,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0",2,0.99773858,NA,F11_ANTI_AZIT,Azithromycin,"1 = Selected, 0 = Not selected",F3,
836,f11_anti_macr,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0",2,0.99773858,NA,F11_ANTI_MACR,Other macrolides,"1 = Selected, 0 = Not selected",F4A,1
837,f11_anti_peni,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0",2,0.99773858,NA,F11_ANTI_PENI,Penicillin,"1 = Selected, 0 = Not selected",F4A,5
838,f11_anti_ceft,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.99773858,NA,F11_ANTI_CEFT,Ceftriaxone,"1 = Selected, 0 = Not selected",F3,
839,f11_anti_amox,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.997286296,NA,F11_ANTI_AMOX,Amoxycillin,"1 = Selected, 0 = Not selected",F3,16
840,f11_anti_cephla,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0",2,0.99773858,NA,F11_ANTI_CEPHLA,Cephalosporin,"1 = Selected, 0 = Not selected",F3,
841,f11_anti_metro,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.997467209,NA,F11_ANTI_METRO,Metronidazole,"1 = Selected, 0 = Not selected",F4A,2
842,f11_anti_other,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 0, 1",3,0.99773858,NA,F11_ANTI_OTHER,Other antibiotic,"1 = Selected, 0 = Not selected",F4A,4
843,f11_anti_spec,VIDA,vida_enrl.csv,chr,CLOXACILLIN,NA,NA,n/a,n/a,", cedrox, CLOXACILLIN",2,0.999819086,NA,F11_ANTI_SPEC,"Other antibiotic, specify",string,F4A,7
844,f11_anti_date,VIDA,vida_enrl.csv,date,12/6/2015,date?,NA,.,12/19/2017,. to 12/19/17,40,0.996472185,NA,F11_ANTI_DATE,Date of first antibiotic:,date,F4A,N/A
845,f11_anti_time,VIDA,vida_enrl.csv,chr,16:30,NA,NA,n/a,n/a,>10 unique values,36,0.996472185,NA,F11_ANTI_TIME,Time of antibiotic:,string,F4A,8
846,f11_rectal_swab,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 0, 1",3,0.99773858,NA,F11_RECTAL_SWAB,"If the child is a case and was given antibiotics at the health center before the child produced a whole stool specimen, were rectal swabs collected from the child before the child received antibiotics?","1 = ""Yes"", 0 = ""No""",F4A,10
847,f11_swab_date,VIDA,vida_enrl.csv,date,12/6/2015,date?,NA,.,12/19/2017,. to 12/19/17,25,0.997829037,NA,F11_SWAB_DATE,Date rectal swabs obtained:,date,F4A,11
848,f11_swab_time,VIDA,vida_enrl.csv,chr,13:52,NA,NA,n/a,n/a,>10 unique values,22,0.997829037,NA,F11_SWAB_TIME,Time rectal swabs obtained:,string,F4A,11
849,f11_datestaff,VIDA,vida_enrl.csv,date,5/11/2015,date?,NA,.,12/31/2017,. to 12/31/17,1057,9.05E-05,NA,F11_DATESTAFF,Date whole stool/rectal swab placed in transport media:,date,F4A,10
850,f11_timestaff,VIDA,vida_enrl.csv,chr,10:25,NA,NA,n/a,n/a,>10 unique values,788,0.000180914,NA,F11_TIMESTAFF,Time whole stool/rectal swab placed in transport media:,string,F4A,11
851,f11_caryblair,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 0, 1",3,9.05E-05,NA,F11_CARYBLAIR,Swab (rectal swab/whole stool) in Cary Blair:,"1 = ""Yes"", 0 = ""No""",F4A,9
852,f11_glycerol,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 0, 1",3,9.05E-05,NA,F11_GLYCEROL,Swab (rectal swab/whole stool) in Buffered Glycerol Saline:,"1 = ""Yes"", 0 = ""No""",F4A,10
853,lab_specimen_id,VIDA,vida_enrl.csv,chr,1000001,NA,NA,n/a,n/a,>10 unique values,11054,9.05E-05,NA,LAB_SPECIMEN_ID,Lab specimen ID,numeric,Derived,Derived
854,f11_specimen_labdate,VIDA,vida_enrl.csv,date,5/11/2015,date?,NA,.,12/31/2017,. to 12/31/17,1051,9.05E-05,NA,F11_SPECIMEN_LABDATE,Date sample received by lab personnel:,date,F4A,10
855,f11_specimen_labtime,VIDA,vida_enrl.csv,chr,11:55,NA,NA,n/a,n/a,>10 unique values,647,9.05E-05,NA,F11_SPECIMEN_LABTIME,Time sample received by lab personnel:,string,F4A,11
856,f11_int_name,VIDA,vida_enrl.csv,chr,HABBY JALLOW,NA,NA,n/a,n/a,>10 unique values,680,0.000180914,NA,F11_INT_NAME,Interviewer's name,string,F4A,10
857,f11_int_code,VIDA,vida_enrl.csv,chr,19,NA,NA,n/a,n/a,>10 unique values,166,0.00027137,NA,F11_INT_CODE,Interviewer staff code,numeric,F4A,10
858,f11_qc_name,VIDA,vida_enrl.csv,chr,DEMBA JOBE,NA,NA,n/a,n/a,>10 unique values,150,0.000180914,NA,F11_QC_NAME,Quality control name,string,F4A,10
859,f11_qc_code,VIDA,vida_enrl.csv,chr,6,NA,NA,n/a,n/a,>10 unique values,49,0.00027137,NA,F11_QC_CODE,QC staff code,numeric,F4A,10
860,f11_qc_date,VIDA,vida_enrl.csv,date,5/11/2015,date?,NA,.,12/31/2017,. to 12/31/17,1029,0.000904568,NA,F11_QC_DATE,QC date,date,F4A,10
861,f15_collect_rect,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.000633198,NA,F15_COLLECT_RECT,Rectal swab sample collected?,"1 = ""Yes"", 0 = ""No""",F4A,13
862,f15_collect_stool,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 0, 1",3,0.000633198,NA,F15_COLLECT_STOOL,Whole stool sample collected?,"1 = ""Yes"", 0 = ""No""",F4A,13
863,f15_test_time,VIDA,vida_enrl.csv,chr,11:55,NA,NA,n/a,n/a,>10 unique values,568,0.000633198,NA,F15_TEST_TIME,Time processed in laboratory (24 hour clock):,string,F4A,16.b
864,f15_test_date,VIDA,vida_enrl.csv,date,5/11/2015,date?,NA,.,12/31/2017,. to 12/31/17,1056,0.000633198,NA,F15_TEST_DATE,Date:,date,F4A,16.a
865,f15_labeled,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 0, 1",3,0.000633198,NA,F15_LABELED,Properly labeled?,"1 = ""Yes"", 0 = ""No""",F4A,13
866,f15_tightshut,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 0, 1",3,0.000633198,NA,F15_TIGHTSHUT,Container tightly shut?,"1 = ""Yes"", 0 = ""No""",F4A,17
867,f15_cold,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 0, 1",3,0.000633198,NA,F15_COLD,Temperature okay (cold pack frozen)?,"1 = ""Yes"", 0 = ""No""",F4A,13
868,f15_wt_volume,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 0, 1",3,0.000633198,NA,F15_WT_VOLUME,Sufficient weight/volume?,"1 = ""Yes"", 0 = ""No""",F4A,20
869,f15_wt_vol_act,VIDA,vida_enrl.csv,chr,8.6,NA,NA,n/a,n/a,>10 unique values,2883,0.000633198,NA,F15_WT_VOL_ACT,Actual weight:,numeric,F4A,19
870,f15_acceptable,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 1",2,0.000633198,NA,F15_ACCEPTABLE,Acceptable for accession?,1 = Yes,F4A,13
871,f15_viruses_elisa,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 0, 1",3,0.000633198,NA,F15_VIRUSES_ELISA,Viruses (ELISA),"1 = ""Yes"", 0 = ""No""",F4A,18
872,f15_parasites,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 0, 1",3,0.000633198,NA,F15_PARASITES,Parasites,"1 = ""Yes"", 0 = ""No""",F4A,13
873,f15_viruses_pcr,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 0, 1",3,0.000633198,NA,F15_VIRUSES_PCR,Virus PCR,"1 = ""Yes"", 0 = ""No""",F4A,19
874,f15_archive1,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 0, 1",3,0.000633198,NA,F15_ARCHIVE1,Archive 1,"1 = ""Yes"", 0 = ""No""",F4A,13
875,f15_archive2,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 0, 1",3,0.000633198,NA,F15_ARCHIVE2,Archive 2,"1 = ""Yes"", 0 = ""No""",F4A,13
876,f15_archive3,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 0, 1",3,0.000633198,NA,F15_ARCHIVE3,Archive 3,"1 = ""Yes"", 0 = ""No""",F4A,13
877,f15_xld,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 0, 1",3,0.000633198,NA,F15_XLD,SS/XLD,"1 = ""Yes"", 0 = ""No""",F4A,21.a
878,f15_tcbs,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 0, 1",3,0.000633198,NA,F15_TCBS,TTGA/TCBS,"1 = ""Yes"", 0 = ""No""",F4A,14
879,f15_campy,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 0, 1",3,0.000633198,NA,F15_CAMPY,CAMPY,"1 = ""Yes"", 0 = ""No""",F4A,13
880,f15_mac,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 0, 1",3,0.000633198,NA,F15_MAC,MaC,"1 = ""Yes"", 0 = ""No""",F4A,13
881,f15_apw,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 0, 1",3,0.000633198,NA,F15_APW,BP/APW,"1 = ""Yes"", 0 = ""No""",F4A,13
882,f15_ryan,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 0, 1",3,0.000633198,NA,F15_RYAN,ABA/CIN/RYAN,"1 = ""Yes"", 0 = ""No""",F4A,14
883,f15_tech_name,VIDA,vida_enrl.csv,chr,BASIRU SAIDY,NA,NA,n/a,n/a,>10 unique values,118,0.000633198,NA,F15_TECH_NAME,Technician,string,F4A,16
884,f15_tech_date,VIDA,vida_enrl.csv,date,5/23/2015,date?,NA,.,12/31/2017,. to 12/31/17,1005,0.000814111,NA,F15_TECH_DATE,Technician date,date,F4A,15
885,f15_qc_name,VIDA,vida_enrl.csv,chr,HBADJI,NA,NA,n/a,n/a,>10 unique values,69,0.000633198,NA,F15_QC_NAME,Supervisor,string,F4A,13
886,f15_qc_date,VIDA,vida_enrl.csv,date,5/23/2015,date?,NA,.,12/31/2017,. to 12/31/17,828,0.000995025,NA,F15_QC_DATE,Supervisor date,date,F4A,13
887,f16_test_date,VIDA,vida_enrl.csv,date,5/15/2015,date?,NA,.,12/31/2017,. to 12/31/17,1066,0.000542741,NA,F16_TEST_DATE,Date of Test,date,F4A,25.l
888,f16_aeromonas,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.000542741,NA,F16_AEROMONAS,Aeromonas spp.,"1 = Yes, 0 = No",F4A,21.a
889,f16_campy_jejuni,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.000542741,NA,F16_CAMPY_JEJUNI,Campylobacter jejuni,"1 = Yes, 0 = No",F4A,21.b
890,f16_campy_coli,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.000542741,NA,F16_CAMPY_COLI,Campylobacter coli,"1 = Yes, 0 = No",F4A,21.a
891,f16_campy_nonjej,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.000542741,NA,F16_CAMPY_NONJEJ,Campylobacter (Not jejuni or coli),"1 = Yes, 0 = No",F4A,21.b
892,f16_salm_typhi,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.000542741,NA,F16_SALM_TYPHI,Salmonella Typhi,"1 = Yes, 0 = No",F4A,25.d
893,f16_salm_selbroth1,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 0, 1",3,0.99972863,NA,F16_SALM_SELBROTH1,Detected from Sellenite broth,"1 = Yes, 0 = No",F4A,25.b
894,f16_salm_nontyphi,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.000542741,NA,F16_SALM_NONTYPHI,Salmonella enterica Non-Typhi serovar ,"1 = Yes, 0 = No",F4A,25.a
895,f16_salm_selbroth2,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.985526911,NA,F16_SALM_SELBROTH2,Detected from Sellenite broth,"1 = Yes, 0 = No",F4A,25.c
896,f16_shig_spp,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.000542741,NA,F16_SHIG_SPP,Shigella spp.,"1 = Yes, 0 = No",F4A,25.h
897,f16_shig_spp_spec,VIDA,vida_enrl.csv,chr,4,NA,NA,n/a,n/a,"., 1, 2, 3, 4, 5",6,0.958299412,NA,F16_SHIG_SPP_SPEC,Shigella Serogroup,"1 = ""S. dysenteriae"", 
2 = ""S. flexneri"", 
3 = ""S. boydii"", 
4 = ""S. sonnei"", 
5 = ""Non-typeable""",F4A,25.i
898,f16_shig_flex_spec,VIDA,vida_enrl.csv,chr,2,NA,NA,n/a,n/a,"., 17, 2",3,0.989778381,NA,F16_SHIG_FLEX_SPEC,Shigella flexneri serotype,"1 = ""1a"", 2 = ""1b"", 3 = ""2a"", 4 = ""2b"", 5= ""3a"", 6 = ""3b"", 7 = ""3C"", 8 = ""4a"", 9 = ""4b"", 10 = ""5a"", 11 = ""5b"", 12 = ""6"", 13 = ""7a"", 14 = ""7b"", 15 = ""X"", 16 = ""Y"", 17 = ""NT",F4A,25.f
899,f16_shig_spec_na,VIDA,vida_enrl.csv,chr,2,NA,NA,n/a,n/a,"., 1, 2",3,0.972953415,NA,F16_SHIG_SPEC_NA,Shigella serotype,"1=Test completed, 2 = test not completed",F4A,25.g
900,f16_shig_dysent1,VIDA,vida_enrl.csv,chr,9,NA,NA,n/a,n/a,"., 0, 1, 9",4,0.998552691,NA,F16_SHIG_DYSENT1,Shigella dysenteriae serotype 1,"0=No, 1=Yes, 9=Not done",F4A,25.e
901,f16_vib_cholerae,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.000633198,NA,F16_VIB_CHOLERAE,Vibrio cholerae,"0 = No, 1 = Yes",F4A,26.a
902,f16_vchol_sero1,VIDA,vida_enrl.csv,chr,4,NA,NA,n/a,n/a,"., 1, 4",3,0.998552691,NA,F16_VCHOL_SERO1,Vibrio cholerae type,"1 = ""O1"", 
2 = ""O139"", 
3 = ""Non O1/Non O139"", 
4= ""Not tested""",F4A,25.n
903,f16_vchol_bio,VIDA,vida_enrl.csv,chr,3,NA,NA,n/a,n/a,"., 1, 3",3,0.998914518,NA,F16_VCHOL_BIO,Vibrio cholerae O1A,"1 = ""El Tor"", 
2 = ""Classical"", 
3 = ""Not tested""",F4A,25.m
904,f16_vchol_sero2,VIDA,vida_enrl.csv,chr,2,NA,NA,n/a,n/a,"., 2",2,0.998914518,NA,F16_VCHOL_SERO2,Vibrio cholarae O1B,"1 = ""Inaba"", 
2 = ""Ogawa"", 
3 = ""Not tested""",F4A,26
905,f16_vib_parahaem,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.000542741,NA,F16_VIB_PARAHAEM,Vibrio parahaemolyticus,"0 = No, 1 = Yes",F4A,27.a
906,f16_vib_other,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.000542741,NA,F16_VIB_OTHER,Vibrio (other species),"0 = No, 1 = Yes",F4A,26.b
907,f16_nonepathos,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 0, 1",3,0.000542741,NA,F16_NONEPATHOS,None of the above pathogens isolated,"0 = No, 1 = Yes",F4A,22.a
908,f16_ecoli,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 0, 1",3,0.000542741,NA,F16_ECOLI,E. coli isolated,"0 = No, 1 = Yes",F4A,21.b
909,f16_nogrowth,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.000633198,NA,F16_NOGROWTH,No growth,"0 = No, 1 = Yes",F4A,22
910,f16_tech_name,VIDA,vida_enrl.csv,chr,SAMBA JUMA JALLOW,NA,NA,n/a,n/a,>10 unique values,83,0.000542741,NA,F16_TECH_NAME,Technician,string,F4A,25.k
911,f16_tech_date,VIDA,vida_enrl.csv,date,6/2/2015,date?,NA,.,12/31/2017,. to 12/31/17,1016,0.000542741,NA,F16_TECH_DATE,Technician date,date,F4A,25.j
912,f16_qc_name,VIDA,vida_enrl.csv,chr,HBADJI,NA,NA,n/a,n/a,>10 unique values,60,0.000633198,NA,F16_QC_NAME,Supervisor,string,F4A,23
913,f16_review_date,VIDA,vida_enrl.csv,date,6/2/2015,date?,NA,.,12/31/2017,. to 12/31/17,905,0.000633198,NA,F16_REVIEW_DATE,Supervisor date,date,F4A,24
914,f17_test_date,VIDA,vida_enrl.csv,date,4/8/2016,date?,NA,.,12/21/2017,. to 12/21/17,250,0.027860697,NA,F17_TEST_DATE,Date of Test:,date,F4A,30
915,f17_multi_comp,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 1, 2",3,0.027860697,NA,F17_MULTI_COMP,Multiplex PCR test 1,"1 = 'Test performed', 2 = 'Not performed'",F4A,27.g
916,f17_result_esta,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.051108096,NA,F17_RESULT_ESTA,estA (ST)(approx. 147 bp):,"1 = ""Positive"", 0 = ""Negative""",F4A,28
917,f17_result_eltb,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.051108096,NA,F17_RESULT_ELTB,eltB (LT)(approx. 508 bp):,"1 = ""Positive"", 0 = ""Negative""",F4A,28
918,f17_result_bfpa,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.051108096,NA,F17_RESULT_BFPA,bfpA(approx. 300 bp):,"1 = ""Positive"", 0 = ""Negative""",F4A,28
919,f17_result_aata,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 0, 1",3,0.051108096,NA,F17_RESULT_AATA,aatA(approx. 630 bp):,"1 = ""Positive"", 0 = ""Negative""",F4A,28
920,f17_result_aaic,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.051108096,NA,F17_RESULT_AAIC,aaiC(approx. 215 bp):,"1 = ""Positive"", 0 = ""Negative""",F4A,28
921,f17_result_eae,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.051108096,NA,F17_RESULT_EAE,eae(approx. 881 bp):,"1 = ""Positive"", 0 = ""Negative""",F4A,28
922,f17_dupl_comp,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 1, 2",3,0.027860697,NA,F17_DUPL_COMP,Duplex PCR test,"1 = 'Test performed', 2 = 'Not performed'",F4A,27.b
923,f17_dupl_eae,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.051379466,NA,F17_DUPL_EAE,eae (approx. 384 bp):,"1 = ""Positive"", 0 = ""Negative""",F4A,27.c
924,f17_dupl_st,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.051379466,NA,F17_DUPL_ST,ST (approx. 166 bp):,"1 = ""Positive"", 0 = ""Negative""",F4A,27.d
925,f17_mono_comp,VIDA,vida_enrl.csv,chr,2,NA,NA,n/a,n/a,"., 1, 2",3,0.027951153,NA,F17_MONO_COMP,bfpA monoplex test,"1 = 'Test performed', 2 = 'Not performed'",F4A,27.f
926,f17_mono_bfpa,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.971687019,NA,F17_MONO_BFPA,bfpA (approx. 300 bp):,"1 = ""Positive"", 0 = ""Negative""",F4A,27.e
927,f17_multi2_comp,VIDA,vida_enrl.csv,chr,2,NA,NA,n/a,n/a,"., 1, 2",3,0.027860697,NA,F17_MULTI2_COMP,Multiplex PCR test 2,"1 = 'Test performed', 2 = 'Not performed'",F4A,27.h
928,f17_multi2_stx2,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.949525102,NA,F17_MULTI2_STX2,Stx-2 (approx. 443 bp):,"1 = ""Positive"", 0 = ""Negative""",F4A,28
929,f17_multi2_eae,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.949525102,NA,F17_MULTI2_EAE,eae (approx. 377 bp):,"1 = ""Positive"", 0 = ""Negative""",F4A,28
930,f17_multi2_sen,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.949525102,NA,F17_MULTI2_SEN,Sen (approx. 310 bp):,"1 = ""Positive"", 0 = ""Negative""",F4A,28
931,f17_multi2_stx1,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.949525102,NA,F17_MULTI2_STX1,Stx-1 (approx. 220 bp):,"1 = ""Positive"", 0 = ""Negative""",F4A,28
932,f17_multi2_efa,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.949525102,NA,F17_MULTI2_EFA,Efa-1 (approx. 165 bp):,"1 = ""Positive"", 0 = ""Negative""",F4A,28
933,f17_tech_name,VIDA,vida_enrl.csv,chr,HJOBE,NA,NA,n/a,n/a,>10 unique values,64,0.027860697,NA,F17_TECH_NAME,PCR technician,string,F4A,29
934,f17_tech_date,VIDA,vida_enrl.csv,date,4/8/2016,date?,NA,.,12/19/2017,. to 12/19/17,247,0.027860697,NA,F17_TECH_DATE,Technician date,date,F4A,28
935,f17_qc_name,VIDA,vida_enrl.csv,chr,CEBRUKE,NA,NA,n/a,n/a,>10 unique values,59,0.027860697,NA,F17_QC_NAME,PCR supervisor,string,F4A,28
936,f17_review_date,VIDA,vida_enrl.csv,date,4/8/2016,date?,NA,.,12/20/2017,. to 12/20/17,223,0.027860697,NA,F17_REVIEW_DATE,Supervisor date,date,F4A,28
937,f18_test_date,VIDA,vida_enrl.csv,date,5/24/2015,date?,NA,.,12/31/2015,. to 12/31/15,332,0.000180914,NA,F18_TEST_DATE,Date of test:,date,F4A,32
