IRI,label,variable,dataFile,definition,category,parentIRI,parentLabel,codebookDescription,codebookValues,termType,repeated,is_temporal,mergeKey,dataSet,unitLabel,unitIRI,is_featured,hidden,scale,defaultDisplayRangeMin,defaultDisplayRangeMax,defaultBinWidth,colOrder,notesForOnt
http://purl.obolibrary.org/obo/EUPATH_0051772,Provider interaction about postpartum FP method,,,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047006,Family planning,,,multifilter,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0051772,Provider interaction about postpartum FP method,,,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047006,Family planning,,,multifilter,,,,,,,,,,,,,,"new multifilter term under ""Family planning"""
http://purl.obolibrary.org/obo/EUPATH_0051773,Provider listened to concerns,interview0::int_0_q20,interview0,"On a scale of 1 to 5, with 1 being very poorly and 5 being very well, how well did the health care provider listen to your questions and concerns?",Participant,http://purl.obolibrary.org/obo/EUPATH_0047002,Antenatal and postnatal care,"On a scale of 1 to 5, with 1 being very poorly and 5 being very well, how well did the health care provider listen to your questions and concerns?","1=1, 2=2, 3=3, 4=4, 5=5, 88=Don't know/Don't remember, 99=Refused to answer",variable,,,,PPFP Choices KenyaPP,,,,,,,,,46,new term
http://purl.obolibrary.org/obo/EUPATH_0051774,Provider recommended against the method,interview1::int_1_q18___12,interview1,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051785,Reason for not receiving FP method,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,174,
http://purl.obolibrary.org/obo/EUPATH_0051775,Provider recommended against the method,interview1::int_1_q17___12,interview1,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051786,Reason for not receiving FP method chosen during ANC,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,156,
http://purl.obolibrary.org/obo/EUPATH_0051776,Provider suggestion for how long to wait until next pregnancy,interview0::int_0_27b_years,interview0,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047006,Family planning,How long did the provider suggest you wait to become pregnant again? Years,44= did not suggest a period,variable,,,,PPFP Choices KenyaPP,,,,,,,,,68,
http://purl.obolibrary.org/obo/EUPATH_0051776,Provider suggestion for how long to wait until next pregnancy,interview0::int_0_27b_months,interview0,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047006,Family planning,How long did the provider suggest you wait to become pregnant again? Months,,variable,,,,PPFP Choices KenyaPP,months,http://purl.obolibrary.org/obo/UO_0000035,,,,,,,67,
http://purl.obolibrary.org/obo/EUPATH_0051777,Provider talked about reasons for spacing ,interview0::int_0_q27a,interview0,Did the healthcare provider talk to you about the reasons for spacing or waiting to have your next pregnancy?,Participant,http://purl.obolibrary.org/obo/EUPATH_0047006,Family planning,Did the healthcare provider talk to you about the reasons for spacing or waiting to have your next pregnancy?,"0=No, 1=Yes, 88=Don't know/Don't remember",variable,,,,PPFP Choices KenyaPP,,,,,,,,,66,new term
http://purl.obolibrary.org/obo/EUPATH_0051778,Provider was competent in postpartum FP services,interview1::int_1_q36,interview1,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051727,Perceptions based on FP experience,,"0=No, 1=Yes, 88=Don't know/Don't remember",value,,,,PPFP Choices KenyaPP,,,,,,,,,248,
http://purl.obolibrary.org/obo/EUPATH_0051779,Rating of FP experience,,,"Rate a scale of 1 to 5, 1 being least and 5 being most",Participant,http://purl.obolibrary.org/obo/EUPATH_0047006,Family planning,,,multifilter,,,,,,,,,,,,,,new term
http://purl.obolibrary.org/obo/EUPATH_0051780,Reason for delivering in place different from facility originally planned,interview3::q10,interview3,"When we last spoke, you mentioned that you intended to deliver this baby at [intended_delivery_fac], but instead you delivered somewhere else. Can you tell me what made you change your mind about where to deliver this baby?",Participant,http://purl.obolibrary.org/obo/EUPATH_0042001,Labor and delivery,"When we last spoke, you mentioned that you intended to deliver this baby at [intended_delivery_fac], but instead you delivered somewhere else. Can you tell me what made you change your mind about where to deliver this baby?",,variable,,,,PPFP Choices KenyaPP,,,,,,,,,120,new term
http://purl.obolibrary.org/obo/EUPATH_0051781,Reason for dissatisfaction with FP experience,,,Why were you dissatisfied with your experience receiving your family planning method?,Participant,http://purl.obolibrary.org/obo/EUPATH_0047006,Family planning,,,multifilter,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0051782,Reason for health care visit,interview3_othervisits::reason,interview3_othervisits,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051964,Health care,,,variable,yes,,,PPFP Choices KenyaPP,,,,,,,,,9,new term
http://purl.obolibrary.org/obo/EUPATH_0051783,Reason for intending to use this FP method,,,What family planning method do you plan to use after using breastfeeding to prevent pregnancy?,Participant,http://purl.obolibrary.org/obo/EUPATH_0047006,Family planning,,,multifilter,,,,,,,,,,,,,,"new multifilter term under ""Family planning"""
http://purl.obolibrary.org/obo/EUPATH_0051784,Reason for not intending to use FP after birth,,,Why do you intend not to use family planning after giving birth?,Participant,http://purl.obolibrary.org/obo/EUPATH_0047006,Family planning,,,multifilter,,,,,,,,,,,,,,"new multifilter term under ""Family planning"""
http://purl.obolibrary.org/obo/EUPATH_0051785,Reason for not receiving FP method,,,Why did you not receive a family planning method since giving birth?,Participant,http://purl.obolibrary.org/obo/EUPATH_0047006,Family planning,,,multifilter,yes,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0051785,Reason for not receiving FP method,,,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047006,Family planning,,,multifilter,,,,,,,,,,,,,,"new multifilter term under ""Family planning"""
http://purl.obolibrary.org/obo/EUPATH_0051786,Reason for not receiving FP method chosen during ANC,,,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047006,Family planning,,,multifilter,,,,,,,,,,,,,,"new multifilter term under ""Family planning"""
http://purl.obolibrary.org/obo/EUPATH_0051787,Reason not consented,interview3::int_3_no_consent,interview3,,Participant,http://purl.obolibrary.org/obo/EUPATH_0010036,Eligibility criteria,Why was the client not consented?,"1 Study staff unable to contact particiant on phone or track to home 2 Participant withdrew during last interview
3 Participant withdrew after completing last interview
4 PI or study staff withdrew particiapnt, 5 Participant died 6 Participant moved from",variable,,,,PPFP Choices KenyaPP,,,,,,,,,5,
http://purl.obolibrary.org/obo/EUPATH_0051788,Reason off the study,interview1::ltf_q4d,interview1,,Participant,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,Reason off the study,"1=Study staff unable to contact particiant on phone or track to home, 2=Participant withdrew during last interview, 3=Participant withdrew after completing last interview, 4=PI or study staff withdrew particiapnt, 5=Participant died, 6=Participant moved from area, 7=Infant death, 77=Other",variable,,,,PPFP Choices KenyaPP,,,,,,,,,286,
http://purl.obolibrary.org/obo/EUPATH_0051789,Received FP at birth facility,interview2::int_2_q19b,interview2,Was this at the same facility where you gave birth?,Participant,http://purl.obolibrary.org/obo/EUPATH_0047006,Family planning,Was this at the same facility where you gave birth?,"0 No (La)
1 Yes (Ndio)
99 Refused to answe",variable,,,,PPFP Choices KenyaPP,,,,,,,,,139,
http://purl.obolibrary.org/obo/EUPATH_0051790,Received FP method or referral since giving birth,interview1::int_1_q10a,interview1,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047006,Family planning,Have you received a Family Planning method or a referral since you gave birth to this baby?,"0=No, 1=Yes, received method, 2=Yes, received referral, 3=Yes, was asked to return to this facility at a later date to receive the method",variable,,,,PPFP Choices KenyaPP,,,,,,,,,78,new term
http://purl.obolibrary.org/obo/EUPATH_0051791,Recommend ANC provider,interview0::int_0_q21,interview0,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047002,Antenatal and postnatal care,Would you recommend the healthcare provider you saw today to a friend?,"0=No, 1=Yes, 88=Don't know/Don't remember, 99=Refused to answer",variable,,,,PPFP Choices KenyaPP,,,,,,,,,47,new term
http://purl.obolibrary.org/obo/EUPATH_0051792,Recommend chosen FP method to friend,interview2::int_2_q13,interview2,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047006,Family planning,Would you recommend the family planning method you chose immediately after giving birth to a friend?,"0 No (La)
1 Yes (Ndio)
88 Don't know/Don't remember (Sijui/Sikumbuki) 99 Refused to answer",variable,,,,PPFP Choices KenyaPP,,,,,,,,,76,
http://purl.obolibrary.org/obo/EUPATH_0051793,Recommend starting FP method at the time you started,interview2::int_2_q14,interview2,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047006,Family planning,Would you recommend starting a method at the time you started?,"1 Yes (Ndio)
2 No, I recommend starting earlier (La, napendekeza kuanza mapema)
3 No, I recommend starting later (La, napendekeza kuanza baadaye)
88 Don't know/Don't remember (Sijui/Sikumbuki) 99 Refused to answer (",variable,,,,PPFP Choices KenyaPP,,,,,,,,,77,
http://purl.obolibrary.org/obo/EUPATH_0051794,Recommend that a friend receive an immediate FP method after childbirth,interview1::int_1_q35,interview1,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051727,Perceptions based on FP experience,,"0=No, 1=Yes, 88=Don't know/Don't remember",value,,,,PPFP Choices KenyaPP,,,,,,,,,247,
http://purl.obolibrary.org/obo/EUPATH_0051795,Recommend this facility to a friend,interview1::int_1_q37,interview1,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051727,Perceptions based on FP experience,,"0=No, 1=Yes, 88=Don't know/Don't remember",value,,,,PPFP Choices KenyaPP,,,,,,,,,249,
http://purl.obolibrary.org/obo/EUPATH_0051796,Refused to answer,interview2::int_2_q4a___99,interview2,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047689,Current contraceptive method(s),,,value,,,,PPFP Choices KenyaPP,,,,,,,,,19,
http://purl.obolibrary.org/obo/EUPATH_0051797,Refused to answer,interview1::pre_int_q7___99,interview1,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051371,FP method planned after delivery,What method had you decided to use?,,value,,,,PPFP Choices KenyaPP,,,,,,,,,31,
http://purl.obolibrary.org/obo/EUPATH_0051798,Refused to answer,interview0::int_0_q34___99,interview0,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051372,FP method planned to initiate at childbirth facility,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,92,
http://purl.obolibrary.org/obo/EUPATH_0051799,Refused to answer,interview1::int_1_q12___99,interview1,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051374,FP method received after giving birth,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,96,
http://purl.obolibrary.org/obo/EUPATH_0051800,Refused to answer,interview3_othervisits::fp99,interview3_othervisits,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051375,FP method received at health care visit,,,value,yes,,,PPFP Choices KenyaPP,,,,,,,,,33,new term
http://purl.obolibrary.org/obo/EUPATH_0051801,Refused to answer,interview2::int_2_q18a1___99,interview2,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051379,FP method started after leaving delivery facility,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,124,
http://purl.obolibrary.org/obo/EUPATH_0051802,Refused to answer,interview1::int_1_q9___99,interview1,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051387,FP methods considered after delivery,What methods have you considered with your health care provider after your delivery?,,value,,,,PPFP Choices KenyaPP,,,,,,,,,76,
http://purl.obolibrary.org/obo/EUPATH_0051803,Refused to answer,interview1::int_1_q8___99,interview1,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051423,Healthcare provider who discussed FP at delivery visit,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,61,
http://purl.obolibrary.org/obo/EUPATH_0051804,Refused to answer,interview2::int_2_q6c___99,interview2,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051976,How to use breastfeeding to prevent pregnancy,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,37,
http://purl.obolibrary.org/obo/EUPATH_0051804,Refused to answer,interview1::int_1_q13___99,interview1,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051976,How to use breastfeeding to prevent pregnancy,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,103,
http://purl.obolibrary.org/obo/EUPATH_0051805,Refused to answer,interview2::int_2_q32___99,interview2,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051585,Method being used at time of pregnancy,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,207,
http://purl.obolibrary.org/obo/EUPATH_0051806,Refused to answer,interview1::int_1_q15___99,interview1,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051587,Method intended to use after LAM,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,120,
http://purl.obolibrary.org/obo/EUPATH_0051807,Refused to answer,interview2::int_2_q23a___99,interview2,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051592,Method started after second method,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,169,
http://purl.obolibrary.org/obo/EUPATH_0051808,Refused to answer,interview2::int_2_q15b___99,interview2,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047867,Reason for discontinuing recent FP method,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,93,
http://purl.obolibrary.org/obo/EUPATH_0051808,Refused to answer,interview2::int_2_q21___99,interview2,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047867,Reason for discontinuing recent FP method,Why did you stop using this method?,,value,,,,PPFP Choices KenyaPP,,,,,,,,,154,
http://purl.obolibrary.org/obo/EUPATH_0051808,Refused to answer,interview0::int_0_q46d___99,interview0,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047867,Reason for discontinuing recent FP method,What are the reasons you stopped using this method?,,value,,,,PPFP Choices KenyaPP,,,,,,,,,204,
http://purl.obolibrary.org/obo/EUPATH_0051809,Refused to answer,interview1::int_1_q32___99,interview1,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051781,Reason for dissatisfaction with FP experience,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,243,
http://purl.obolibrary.org/obo/EUPATH_0051810,Refused to answer,interview2::int_2_q17___99,interview2,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051785,Reason for not receiving FP method,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,109,
http://purl.obolibrary.org/obo/EUPATH_0051810,Refused to answer,interview1::int_1_q18___99,interview1,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051785,Reason for not receiving FP method,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,179,
http://purl.obolibrary.org/obo/EUPATH_0051811,Refused to answer,interview1::int_1_q17___99,interview1,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051786,Reason for not receiving FP method chosen during ANC,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,161,
http://purl.obolibrary.org/obo/EUPATH_0051812,Refused to answer,interview3::int_3_q8___99,interview3,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051831,Side effects experienced with FP method,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,53,
http://purl.obolibrary.org/obo/EUPATH_0051812,Refused to answer,interview2::int_2_q8___99,interview2,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051831,Side effects experienced with FP method,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,68,
http://purl.obolibrary.org/obo/EUPATH_0051813,Refused to answer,interview3::int_3_q9___99,interview3,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051832,Side effects of FP method worried about ,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,87,
http://purl.obolibrary.org/obo/EUPATH_0051814,Refused to answer,interview1::int_1_q16a___99,interview1,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051899,Who made final decision about FP method,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,128,
http://purl.obolibrary.org/obo/EUPATH_0051815,Refused to answer,interview1::int_1_q16b___99,interview1,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051900,Who made final decision to not use FP method,Who made the final decision about you not using a method?,,value,,,,PPFP Choices KenyaPP,,,,,,,,,136,
http://purl.obolibrary.org/obo/EUPATH_0051816,Relationship dissolution,interview0::int_0_35b___5,interview0,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051784,Reason for not intending to use FP after birth,Why do you intend not to use family planning after birth?,,value,,,,PPFP Choices KenyaPP,,,,,,,,,129,
http://purl.obolibrary.org/obo/EUPATH_0051817,Return to this facility if pregnant again,interview1::int_1_q38,interview1,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051727,Perceptions based on FP experience,,"0=No, 1=Yes, 88=Don't know/Don't remember",value,,,,PPFP Choices KenyaPP,,,,,,,,,250,
http://purl.obolibrary.org/obo/EUPATH_0051818,Rusty ovaries,interview3::int_3_q9___25,interview3,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051832,Side effects of FP method worried about ,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,78,
http://purl.obolibrary.org/obo/EUPATH_0051819,Satisfaction with FP method,interview2::int_2_q6d,interview2,"Overall, on a scale of 1 to 5, where 1 is very dissatisfied and 5 is very satisfied, how satisfied are you with the family planning methods you initiated?",Participant,http://purl.obolibrary.org/obo/EUPATH_0047006,Family planning,"Overall, on a scale of 1 to 5, where 1 is very dissatisfied and 5 is very satisfied, how satisfied are you with the family planning methods you initiated?","1=1, 2=2, 3=3, 4=4, 5=5, 88=Don't know/Don't remember, 99=Refused to answer",variable,,,,PPFP Choices KenyaPP,,,,,,,,,39,
http://purl.obolibrary.org/obo/EUPATH_0051820,Satisfaction with process of obtaining FP method,interview1::int_1_q31,interview1,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051779,Rating of FP experience,,"1=1, 2=2, 3=3, 4=4, 5=5, 88=Don't know/Don't remember, 99=Refused to answer",value,,,,PPFP Choices KenyaPP,,,,,,,,,235,
http://purl.obolibrary.org/obo/EUPATH_0051821,Scarring at insertion site,interview1::int_1_q24___15,interview1,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051394,FP side effects mentioned by provider,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,215,
http://purl.obolibrary.org/obo/EUPATH_0051822,Scarring at insertion site,interview2::int_2_q8___15,interview2,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051831,Side effects experienced with FP method,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,55,
http://purl.obolibrary.org/obo/EUPATH_0051823,Section complete,interview3::section_a_complete4,interview3,,Participant,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,Complete?,"0 Incomplete
1 Unverified 2 Complete",variable,,,,PPFP Choices KenyaPP,,,,,,,,,89,
http://purl.obolibrary.org/obo/EUPATH_0051824,Self,interview1::int_1_q16a___1,interview1,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051899,Who made final decision about FP method,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,122,
http://purl.obolibrary.org/obo/EUPATH_0051824,Self,interview0::int_0_q46a___1,interview0,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051899,Who made final decision about FP method,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,179,
http://purl.obolibrary.org/obo/EUPATH_0051825,Self,interview1::int_1_q16b___1,interview1,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051900,Who made final decision to not use FP method,Who made the final decision about you not using a method?,,value,,,,PPFP Choices KenyaPP,,,,,,,,,130,
http://purl.obolibrary.org/obo/EUPATH_0051825,Self,interview0::int_0_q46e___1,interview0,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051900,Who made final decision to not use FP method,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,206,
http://purl.obolibrary.org/obo/EUPATH_0051826,Sickle cell anemia,interview1::pre_int_q5___5,interview1,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051576,Medical conditions during pregnancy,What medical conditions were you told that you have?,,value,,,,PPFP Choices KenyaPP,,,,,,,,,12,
http://purl.obolibrary.org/obo/EUPATH_0051826,Sickle cell anemia,interview0::int_0_q55___5,interview0,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051576,Medical conditions during pregnancy,What medical conditions were you told that you have?,,value,,,,PPFP Choices KenyaPP,,,,,,,,,243,
http://purl.obolibrary.org/obo/EUPATH_0051827,Sickle cell anemia,interview0::int_0_q57___5,interview0,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051578,Medical conditions recorded in ANC booklet,May I please look at your antenatal care card/Mother Child Booklet?,,value,,,,PPFP Choices KenyaPP,,,,,,,,,255,
http://purl.obolibrary.org/obo/EUPATH_0051828,Side effects,interview2::int_2_q15b___10,interview2,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047867,Reason for discontinuing recent FP method,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,89,
http://purl.obolibrary.org/obo/EUPATH_0051828,Side effects,interview2::int_2_q21___10,interview2,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047867,Reason for discontinuing recent FP method,Why did you stop using this method?,,value,,,,PPFP Choices KenyaPP,,,,,,,,,150,
http://purl.obolibrary.org/obo/EUPATH_0051828,Side effects,interview3_otherfp::fp10,interview3_otherfp,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047867,Reason for discontinuing recent FP method,,,value,yes,,,PPFP Choices KenyaPP,,,,,,,,,22,
http://purl.obolibrary.org/obo/EUPATH_0051828,Side effects,interview0::int_0_q46d___10,interview0,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047867,Reason for discontinuing recent FP method,What are the reasons you stopped using this method?,,value,,,,PPFP Choices KenyaPP,,,,,,,,,200,
http://purl.obolibrary.org/obo/EUPATH_0051829,Side effects,interview0::int_0_35b___6,interview0,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051784,Reason for not intending to use FP after birth,Why do you intend not to use family planning after birth?,,value,,,,PPFP Choices KenyaPP,,,,,,,,,130,
http://purl.obolibrary.org/obo/EUPATH_0051830,Side effects,interview2::int_2_q17___10,interview2,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051785,Reason for not receiving FP method,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,105,
http://purl.obolibrary.org/obo/EUPATH_0051831,Side effects experienced with FP method,,,Which side effects have you experienced with your family planning method?,Participant,http://purl.obolibrary.org/obo/EUPATH_0047006,Family planning,,,multifilter,yes,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0051831,Side effects experienced with FP method,,,Which side effects have you experienced with your family planning method?,Participant,http://purl.obolibrary.org/obo/EUPATH_0047006,Family planning,,,multifilter,yes,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0051832,Side effects of FP method worried about ,,,"What, if any, are the side effects that you were worried about experiencing while using this method before you started using the method? For example, side effects that somebody else told you about that you thought might happen to you.",Participant,http://purl.obolibrary.org/obo/EUPATH_0047006,Family planning,,,multifilter,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0051833,Specific FP method,interview1::int_1_q7,interview1,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051418,Healthcare provider discussed during childbirth stay,,"0=No, 1=Yes, 88=Don't know/Don't remember",value,,,,PPFP Choices KenyaPP,,,,,,,,,53,
http://purl.obolibrary.org/obo/EUPATH_0051834,Start FP method how soon after giving birth,interview0::int_0_q34e_weeks,interview0,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047006,Family planning,How many weeks or months after your baby is born do you plan to start using this method? (weeks),,variable,,,,PPFP Choices KenyaPP,,,,,,,,,115,
http://purl.obolibrary.org/obo/EUPATH_0051834,Start FP method how soon after giving birth,interview1::int_1_q14bweeks,interview1,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047006,Family planning,How many weeks or months after your baby is born do you plan to start using this method? (weeks),,variable,,,,PPFP Choices KenyaPP,weeks,http://purl.obolibrary.org/obo/UO_0000034,,,,,,,106,
http://purl.obolibrary.org/obo/EUPATH_0051834,Start FP method how soon after giving birth,interview1::int_1_q14bmonths,interview1,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047006,Family planning,How many weeks or months after your baby is born do you plan to start using this method? (months),,variable,,,,PPFP Choices KenyaPP,,,,,,,,,107,
http://purl.obolibrary.org/obo/EUPATH_0051834,Start FP method how soon after giving birth,interview0::int_0_q34e_months,interview0,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047006,Family planning,How many weeks or months after your baby is born do you plan to start using this method? (months),,variable,,,,PPFP Choices KenyaPP,weeks,http://purl.obolibrary.org/obo/UO_0000034,,,,,,,114,
http://purl.obolibrary.org/obo/EUPATH_0051835,Steps taken to manage FP side effects,interview2::int_2_q10b,interview2,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047006,Family planning,What have you done to manage the side effects?,"2=Went back to the healthcare facility where I received it, 3=Went to the facility where i gave birth to this child, if different facility than where you received the method, 4=Went to a different healthcare facility, 5=Used over the counter medicine , 77=Other, 88=Don't know/Don't remember, 99=Refused to answer",variable,,,,PPFP Choices KenyaPP,,,,,,,,,72,
http://purl.obolibrary.org/obo/EUPATH_0051836,Sterilization,interview2::int_2_q46,interview2,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051341,Effectiveness of FP method,,"1 Always/almost always effective, 2=usually effective, 3=sometimes effective, 88=don't know",value,,,,PPFP Choices KenyaPP,,,,,,,,,222,
http://purl.obolibrary.org/obo/EUPATH_0051836,Sterilization,interview1::int_1_q52,interview1,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051341,Effectiveness of FP method,"Do you think that Sterilization is always/almost always effective, usually effective, or sometimes effective?","1 Always/almost always effective, 2=usually effective, 3=sometimes effective, 88=don't know",value,,,,PPFP Choices KenyaPP,,,,,,,,,264,
http://purl.obolibrary.org/obo/EUPATH_0051837,Sterilization,interview2::int_2_q45,interview2,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051526,Knows about FP methods,,"0 No - LA
1 Yes - NDIO",value,,,,PPFP Choices KenyaPP,,,,,,,,,221,
http://purl.obolibrary.org/obo/EUPATH_0051837,Sterilization,interview1::int_1_q51,interview1,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051526,Knows about FP methods,Do you know about the family planning method of STERILIZATION?,"0=No, 1=Yes",value,,,,PPFP Choices KenyaPP,,,,,,,,,263,
http://purl.obolibrary.org/obo/EUPATH_0051838,Sterilization pain after procedure,interview1::int_1_q24___25,interview1,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051394,FP side effects mentioned by provider,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,225,
http://purl.obolibrary.org/obo/EUPATH_0051839,Sterilization pain after procedure,interview2::int_2_q8___25,interview2,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051831,Side effects experienced with FP method,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,65,
http://purl.obolibrary.org/obo/EUPATH_0051840,Still using FP method,interview2::int_2_q20,interview2,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047006,Family planning,Are you still using this method?,"0 No (La)
1 Yes (Ndio)
99 Refused to answer",variable,yes,,,PPFP Choices KenyaPP,,,,,,,,,140,
http://purl.obolibrary.org/obo/EUPATH_0051840,Still using FP method,interview2::int_2_q15a,interview2,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047006,Family planning,Are you still using this method?,"0 No (La)
1 Yes (Ndio)
88 Don't know/Don't remember (Sijui/Sikumbuki) 99 Refused to answer",variable,,,,PPFP Choices KenyaPP,,,,,,,,,79,
http://purl.obolibrary.org/obo/EUPATH_0051841,Still using the method,interview3_otherfp::fp0,interview3_otherfp,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047867,Reason for discontinuing recent FP method,,,value,yes,,,PPFP Choices KenyaPP,,,,,,,,,12,
http://purl.obolibrary.org/obo/EUPATH_0051842,Stopped using FP method how long before you became pregnant,interview0::int_0_q46cweeks,interview0,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047006,Family planning,"About how many days, weeks or months before you became pregnant did you stop using this method? (weeks)",,variable,,,,PPFP Choices KenyaPP,weeks,http://purl.obolibrary.org/obo/UO_0000034,,,,,,,189,
