IRI,label,clinEpi_label,definition,category,parentIRI,parentLabel,termType,unitLabel,unitIRI,replaces
http://purl.obolibrary.org/obo/OBI_0002915,human-biting indoor arthropod specimen collection by aspiration,,,,http://purl.obolibrary.org/obo/OBI_0000968,device,value,,,
http://purl.obolibrary.org/obo/OBI_0002911,arthropod resting outdoors specimen collection by aspiration,,,,http://purl.obolibrary.org/obo/OBI_0000968,device,value,,,
http://purl.obolibrary.org/obo/OBI_0002916,human-biting outdoor arthropod specimen collection by aspiration,,,,http://purl.obolibrary.org/obo/OBI_0000968,device,value,,,
http://purl.obolibrary.org/obo/OBI_0002922,baited net trap,,,,http://purl.obolibrary.org/obo/OBI_0000968,device,value,,,
http://purl.obolibrary.org/obo/OBI_0002926,Centers for Disease Control and Prevention light trap,,,,http://purl.obolibrary.org/obo/OBI_0000968,device,value,,,
http://purl.obolibrary.org/obo/OBI_0002914,human-biting arthropod specimen collection by aspiration,,,,http://purl.obolibrary.org/obo/OBI_0000968,device,value,,,
http://purl.obolibrary.org/obo/OBI_0002931,light trap for indoor use,,,,http://purl.obolibrary.org/obo/OBI_0000968,device,value,,,
http://purl.obolibrary.org/obo/OBI_0002906,animal-biting outdoor arthropod specimen collection by aspiration,,,,http://purl.obolibrary.org/obo/OBI_0000968,device,value,,,
http://purl.obolibrary.org/obo/OBI_0002907,aquatic arthropod specimen collection process,,,,http://purl.obolibrary.org/obo/OBI_0000968,device,value,,,
http://purl.obolibrary.org/obo/OBI_0002932,light trap for outdoor use,,,,http://purl.obolibrary.org/obo/OBI_0000968,device,value,,,
http://purl.obolibrary.org/obo/OBI_0002910,arthropod resting outdoors on natural support specimen collection by aspiration,,,,http://purl.obolibrary.org/obo/OBI_0000968,device,value,,,
http://purl.obolibrary.org/obo/OBI_0002909,arthropod resting outdoors on artificial support specimen collection by aspiration,,,,http://purl.obolibrary.org/obo/OBI_0000968,device,value,,,
http://purl.obolibrary.org/obo/OBI_0002937,outlet window trap,,,,http://purl.obolibrary.org/obo/OBI_0000968,device,value,,,
http://purl.obolibrary.org/obo/OBI_0002917,knockdown arthropod specimen collection by pyrethrum spray,,,,http://purl.obolibrary.org/obo/OBI_0000968,device,value,,,
http://purl.obolibrary.org/obo/OBI_0002921,artificial pit shelter,,,,http://purl.obolibrary.org/obo/OBI_0000968,device,value,,,
http://purl.obolibrary.org/obo/OBI_0002912,arthropod specimen collection by aspiration,,,,http://purl.obolibrary.org/obo/OBI_0000968,device,value,,,
http://purl.obolibrary.org/obo/OBI_0002920,arthropod trap,,,,http://purl.obolibrary.org/obo/OBI_0000968,device,value,,,
http://purl.obolibrary.org/obo/OBI_0002930,light trap,,,,http://purl.obolibrary.org/obo/OBI_0000968,device,value,,,
http://purl.obolibrary.org/obo/OBI_0002923,barrier trap,,,,http://purl.obolibrary.org/obo/OBI_0000968,device,value,,,
http://purl.obolibrary.org/obo/OBI_0002925,BG-Sentinel trap,,,,http://purl.obolibrary.org/obo/OBI_0000968,device,value,,,
http://purl.obolibrary.org/obo/EUPATH_0043054,free-standing window trap,,,,http://purl.obolibrary.org/obo/OBI_0000968,device,value,,,
http://purl.obolibrary.org/obo/OBI_0002927,dipper for arthropod immatures,,,,http://purl.obolibrary.org/obo/OBI_0000968,device,value,,,
http://purl.obolibrary.org/obo/OBI_0002928,encephalitis virus surveillance trap,,,,http://purl.obolibrary.org/obo/OBI_0000968,device,value,,,
http://purl.obolibrary.org/obo/EUPATH_0043048,hand-held sweep net,,,,http://purl.obolibrary.org/obo/OBI_0000968,device,value,,,
http://purl.obolibrary.org/obo/OBI_0002942,Shannon trap,,,,http://purl.obolibrary.org/obo/OBI_0000968,device,value,,,
http://purl.obolibrary.org/obo/OBI_0002935,New Jersey light trap,,,,http://purl.obolibrary.org/obo/OBI_0000968,device,value,,,
http://purl.obolibrary.org/obo/OBI_0002941,resting bucket,,,,http://purl.obolibrary.org/obo/OBI_0000968,device,value,,,
http://purl.obolibrary.org/obo/OBI_0002940,resting box trap,,,,http://purl.obolibrary.org/obo/OBI_0000968,device,value,,,
http://purl.obolibrary.org/obo/OBI_0002943,sticky resting bucket,,,,http://purl.obolibrary.org/obo/OBI_0000968,device,value,,,
http://purl.obolibrary.org/obo/OBI_0002944,sticky trap,,,,http://purl.obolibrary.org/obo/OBI_0000968,device,value,,,
http://purl.obolibrary.org/obo/IRO_0000027,ABC trap catch,,,,http://purl.obolibrary.org/obo/OBI_0000659,specimen collection process,value,,,
http://purl.obolibrary.org/obo/OBI_0002904,adult arthropod specimen collection process,,,,http://purl.obolibrary.org/obo/OBI_0000659,specimen collection process,value,,,
http://purl.obolibrary.org/obo/OBI_0002907,aquatic arthropod specimen collection process,,,,http://purl.obolibrary.org/obo/OBI_0000659,specimen collection process,value,,,
http://purl.obolibrary.org/obo/EUPATH_0000808,arthropod specimen collection process,,,,http://purl.obolibrary.org/obo/OBI_0000659,specimen collection process,value,,,
http://purl.obolibrary.org/obo/EUPATH_0043050,Centers for Disease Control and Prevention gravid trap,,,,http://purl.obolibrary.org/obo/OBI_0000659,specimen collection process,value,,,
http://purl.obolibrary.org/obo/VSMO_0001446,collection of the adult flying stage of insects,,,,http://purl.obolibrary.org/obo/OBI_0000659,specimen collection process,value,,,
http://purl.obolibrary.org/obo/EUPATH_0043192,egg specimen collection process,,,,http://purl.obolibrary.org/obo/OBI_0000659,specimen collection process,value,,,
http://purl.obolibrary.org/obo/IRO_0000194,exit trap catch,,,,http://purl.obolibrary.org/obo/OBI_0000659,specimen collection process,value,,,
http://purl.obolibrary.org/obo/VSMO_0001302,Fay-Prince trap,,,,http://purl.obolibrary.org/obo/OBI_0000659,specimen collection process,value,,,
http://purl.obolibrary.org/obo/OBI_0003004,flying adult arthropod collection process by passive interception,,,,http://purl.obolibrary.org/obo/OBI_0000659,specimen collection process,value,,,
http://purl.obolibrary.org/obo/OBI_0002929,gravid trap,,,,http://purl.obolibrary.org/obo/OBI_0000659,specimen collection process,value,,,
http://purl.obolibrary.org/obo/OBI_0002918,knockdown arthropod specimen collection process,,,,http://purl.obolibrary.org/obo/OBI_0000659,specimen collection process,value,,,
http://purl.obolibrary.org/obo/OBI_0003003,landing arthropod specimen collection process,,,,http://purl.obolibrary.org/obo/OBI_0000659,specimen collection process,value,,,
http://purl.obolibrary.org/obo/EUPATH_0043027,larval specimen collection process,,,,http://purl.obolibrary.org/obo/OBI_0000659,specimen collection process,value,,,
http://purl.obolibrary.org/obo/OBI_0002919,live arthropod specimen collection process,,,,http://purl.obolibrary.org/obo/OBI_0000659,specimen collection process,value,,,
http://purl.obolibrary.org/obo/OBI_0002934,MosquiTRAP,,,,http://purl.obolibrary.org/obo/OBI_0000659,specimen collection process,value,,,
http://purl.obolibrary.org/obo/OBI_0002938,ovitrap,,,,http://purl.obolibrary.org/obo/OBI_0000659,specimen collection process,value,,,
http://purl.obolibrary.org/obo/EUPATH_0043060,pupal specimen collection process,,,,http://purl.obolibrary.org/obo/OBI_0000659,specimen collection process,value,,,
http://purl.obolibrary.org/obo/OBI_0003000,Resting flight-capable arthropod specimen collection process,,,,http://purl.obolibrary.org/obo/OBI_0000659,specimen collection process,value,,,
http://purl.obolibrary.org/obo/OBI_0000680,whole organism preparation,,,,http://purl.obolibrary.org/obo/OBI_0001479,tissue specimen,value,,,
http://purl.obolibrary.org/obo/PATO_0001178,resistant to,,,,http://purl.obolibrary.org/obo/SO_0001769,variant_phenotype,value,,,
http://purl.obolibrary.org/obo/PATO_0001152,susceptible toward,,,,http://purl.obolibrary.org/obo/SO_0001769,variant_phenotype,value,,,
http://purl.obolibrary.org/obo/UBERON_0004730,instar larval stage,,,,http://purl.obolibrary.org/obo/UBERON_0000105,life cycle stage,value,,,
http://purl.obolibrary.org/obo/UBERON_0000069,larval stage,,,,http://purl.obolibrary.org/obo/UBERON_0000105,life cycle stage,value,,,
http://purl.obolibrary.org/obo/UBERON_0018241,prime adult stage,,,,http://purl.obolibrary.org/obo/UBERON_0000105,life cycle stage,value,,,
http://purl.obolibrary.org/obo/PATO_0000383,female,,,,http://purl.obolibrary.org/obo/PATO_0000047,biological sex,value,,,
http://purl.obolibrary.org/obo/PATO_0000384,male,,,,http://purl.obolibrary.org/obo/PATO_0000047,biological sex,value,,,
http://purl.obolibrary.org/obo/PATO_0001338,mixed sex,,,,http://purl.obolibrary.org/obo/PATO_0000047,biological sex,value,,,
http://purl.obolibrary.org/obo/OBI_0000858,record of unknown sex,,,,http://purl.obolibrary.org/obo/PATO_0000047,biological sex,value,,,
http://purl.obolibrary.org/obo/EUPATH_0043232,fed female insect status,,,,http://purl.obolibrary.org/obo/EUPATH_0043227,female insect feeding status,value,,,
http://purl.obolibrary.org/obo/UBERON_0009097,gravid organism,,,,http://purl.obolibrary.org/obo/EUPATH_0043227,female insect feeding status,value,,,
http://purl.obolibrary.org/obo/PATO_0002368,nulliparous,,,,http://purl.obolibrary.org/obo/EUPATH_0043227,female insect feeding status,value,,,
http://purl.obolibrary.org/obo/PATO_0040028,parous,,,,http://purl.obolibrary.org/obo/EUPATH_0043227,female insect feeding status,value,,,
http://purl.obolibrary.org/obo/EUPATH_0043231,unfed female insect status,,,,http://purl.obolibrary.org/obo/EUPATH_0043227,female insect feeding status,value,,,
http://purl.obolibrary.org/obo/CHEBI_4388,deltamethrin,,,,http://purl.obolibrary.org/obo/PATO_0001178,resistant to,value,,,
http://purl.obolibrary.org/obo/OBI_0002648,individual organism specimen,,,,http://purl.obolibrary.org/obo/EUPATH_0000609,specimen information,value,,,
http://purl.obolibrary.org/obo/OBI_0003086,laboratory-based population,,,,http://purl.obolibrary.org/obo/EUPATH_0000609,specimen information,value,,,
http://purl.obolibrary.org/obo/CL_0000010,cultured cell,,,,http://purl.obolibrary.org/obo/EUPATH_0000609,specimen information,value,,,
http://purl.obolibrary.org/obo/OBI_0302716,pool of specimens,,,,http://purl.obolibrary.org/obo/EUPATH_0000609,specimen information,value,,,
http://purl.obolibrary.org/obo/OBI_0000181,population,,,,http://purl.obolibrary.org/obo/EUPATH_0000609,specimen information,value,,,
http://purl.obolibrary.org/obo/CHEBI_39331,alpha-cypermethrin,,,,http://purl.obolibrary.org/obo/CHEBI_24852,insecticide,value,,,
http://purl.obolibrary.org/obo/CHEBI_34556,bendiocarb,,,,http://purl.obolibrary.org/obo/CHEBI_24852,insecticide,value,,,
http://purl.obolibrary.org/obo/CHEBI_16130,DDT,,,,http://purl.obolibrary.org/obo/CHEBI_24852,insecticide,value,,,
http://purl.obolibrary.org/obo/CHEBI_4388,deltamethrin,,,,http://purl.obolibrary.org/obo/CHEBI_24852,insecticide,value,,,
http://purl.obolibrary.org/obo/CHEBI_5870,imidacloprid,,,,http://purl.obolibrary.org/obo/CHEBI_24852,insecticide,value,,,
http://purl.obolibrary.org/obo/CHEBI_39325,lambda-cyhalothrin,,,,http://purl.obolibrary.org/obo/CHEBI_24852,insecticide,value,,,
http://purl.obolibrary.org/obo/CHEBI_6651,malathion,,,,http://purl.obolibrary.org/obo/CHEBI_24852,insecticide,value,,,
http://purl.obolibrary.org/obo/CHEBI_34911,permethrin,,,,http://purl.obolibrary.org/obo/CHEBI_24852,insecticide,value,,,
http://purl.obolibrary.org/obo/CHEBI_34938,propoxur,,,,http://purl.obolibrary.org/obo/CHEBI_24852,insecticide,value,,,
http://purl.obolibrary.org/obo/CHEBI_26413,pyrethroid,,,,http://purl.obolibrary.org/obo/CHEBI_24852,insecticide,value,,,
http://purl.obolibrary.org/obo/CHEBI_4388,deltamethrin,,,,http://purl.obolibrary.org/obo/PATO_0001152,susceptible toward,value,,,
http://purl.obolibrary.org/obo/OBI_0600018,material portioning,,,,http://purl.obolibrary.org/obo/OBI_0000094,material processing,value,,,
http://purl.obolibrary.org/obo/OBI_0001274,genotyping by array assay,,,,http://purl.obolibrary.org/obo/OBI_0000435,genotyping assay,value,,,
http://purl.obolibrary.org/obo/OBI_0001247,genotyping by high throughput sequencing assay,,,,http://purl.obolibrary.org/obo/OBI_0000435,genotyping assay,value,,,
http://purl.obolibrary.org/obo/OBI_0003032,genotyping by PCR assay,,,,http://purl.obolibrary.org/obo/OBI_0000435,genotyping assay,value,,,
http://purl.obolibrary.org/obo/OBI_0002719,insecticide resistance by amplification refractory mutation system assay,,,,http://purl.obolibrary.org/obo/OBI_0000435,genotyping assay,value,,,
http://purl.obolibrary.org/obo/OBI_0002725,insecticide resistance by fluorogenic PCR assay,,,,http://purl.obolibrary.org/obo/OBI_0000435,genotyping assay,value,,,
http://purl.obolibrary.org/obo/OBI_0002726,insecticide resistance by PCR-RELP assay,,,,http://purl.obolibrary.org/obo/OBI_0000435,genotyping assay,value,,,
http://purl.obolibrary.org/obo/OBI_0002720,insecticide resistance by primer introduced restriction analysis PCR assay,,,,http://purl.obolibrary.org/obo/OBI_0000435,genotyping assay,value,,,
http://purl.obolibrary.org/obo/OBI_0002687,ligase detection reaction,,,,http://purl.obolibrary.org/obo/OBI_0000435,genotyping assay,value,,,
http://purl.obolibrary.org/obo/OBI_0002737,organism identification by cytological chromosome examination assay,,,,http://purl.obolibrary.org/obo/OBI_0000435,genotyping assay,value,,,
http://purl.obolibrary.org/obo/OBI_0000415,PCR,,,,http://purl.obolibrary.org/obo/OBI_0000435,genotyping assay,value,,,
http://purl.obolibrary.org/obo/OBI_0000893,real time polymerase chain reaction assay,,,,http://purl.obolibrary.org/obo/OBI_0000435,genotyping assay,value,,,
http://purl.obolibrary.org/obo/OBI_0000911,real time reverse-transcription polymerase chain reaction  assay,,,,http://purl.obolibrary.org/obo/OBI_0000435,genotyping assay,value,,,
http://purl.obolibrary.org/obo/OBI_0001170,reverse transcription polymerase chain reaction assay,,,,http://purl.obolibrary.org/obo/OBI_0000435,genotyping assay,value,,,
http://purl.obolibrary.org/obo/OBI_0600047,sequencing assay,,,,http://purl.obolibrary.org/obo/OBI_0000435,genotyping assay,value,,,
http://purl.obolibrary.org/obo/NCBITaxon_1701320,Aedeomyia africana,,,,http://purl.obolibrary.org/obo/EUPATH_0043194,organism identification datum,value,,,
http://purl.obolibrary.org/obo/NCBITaxon_1806173,Aedeomyia venustipes,,,,http://purl.obolibrary.org/obo/EUPATH_0043194,organism identification datum,value,,,
http://purl.obolibrary.org/obo/NCBITaxon_7158,Aedes,,,,http://purl.obolibrary.org/obo/EUPATH_0043194,organism identification datum,value,,,
http://purl.obolibrary.org/obo/NCBITaxon_149531,Aedes <subgenus>,,,,http://purl.obolibrary.org/obo/EUPATH_0043194,organism identification datum,value,,,
http://purl.obolibrary.org/obo/NCBITaxon_7159,Aedes aegypti,,,,http://purl.obolibrary.org/obo/EUPATH_0043194,organism identification datum,value,,,
http://purl.obolibrary.org/obo/NCBITaxon_1424507,Aedes aegypti aegypti,,,,http://purl.obolibrary.org/obo/EUPATH_0043194,organism identification datum,value,,,
http://purl.obolibrary.org/obo/NCBITaxon_1769044,Aedes aegypti formosus,,,,http://purl.obolibrary.org/obo/EUPATH_0043194,organism identification datum,value,,,
http://purl.obolibrary.org/obo/NCBITaxon_7160,Aedes albopictus,,,,http://purl.obolibrary.org/obo/EUPATH_0043194,organism identification datum,value,,,
http://purl.obolibrary.org/obo/EUPATH_0043071,Aedes atlanticus-tormentor morphological group,,,,http://purl.obolibrary.org/obo/EUPATH_0043194,organism identification datum,value,,,
http://purl.obolibrary.org/obo/NCBITaxon_28624,Aedes atropalpus,,,,http://purl.obolibrary.org/obo/EUPATH_0043194,organism identification datum,value,,,
http://purl.obolibrary.org/obo/NCBITaxon_120872,Aedes cinereus,,,,http://purl.obolibrary.org/obo/EUPATH_0043194,organism identification datum,value,,,
http://purl.obolibrary.org/obo/NCBITaxon_503354,Aedes cumminsii,,,,http://purl.obolibrary.org/obo/EUPATH_0043194,organism identification datum,value,,,
http://purl.obolibrary.org/obo/NCBITaxon_2067448,Aedes fowleri,,,,http://purl.obolibrary.org/obo/EUPATH_0043194,organism identification datum,value,,,
http://purl.obolibrary.org/obo/NCBITaxon_120874,Aedes geniculatus,,,,http://purl.obolibrary.org/obo/EUPATH_0043194,organism identification datum,value,,,
http://purl.obolibrary.org/obo/NCBITaxon_1799674,Aedes hirsutus,,,,http://purl.obolibrary.org/obo/EUPATH_0043194,organism identification datum,value,,,
http://purl.obolibrary.org/obo/EUPATH_0043073,Aedes hodgkini,,,,http://purl.obolibrary.org/obo/EUPATH_0043194,organism identification datum,value,,,
http://purl.obolibrary.org/obo/EUPATH_0043075,Aedes idahoensis,,,,http://purl.obolibrary.org/obo/EUPATH_0043194,organism identification datum,value,,,
http://purl.obolibrary.org/obo/NCBITaxon_140438,Aedes japonicus,,,,http://purl.obolibrary.org/obo/EUPATH_0043194,organism identification datum,value,,,
http://purl.obolibrary.org/obo/NCBITaxon_140439,Aedes japonicus japonicus,,,,http://purl.obolibrary.org/obo/EUPATH_0043194,organism identification datum,value,,,
http://purl.obolibrary.org/obo/EUPATH_0043076,Aedes juppi,,,,http://purl.obolibrary.org/obo/EUPATH_0043194,organism identification datum,value,,,
http://purl.obolibrary.org/obo/EUPATH_0043077,Aedes ledgeri,,,,http://purl.obolibrary.org/obo/EUPATH_0043194,organism identification datum,value,,,
http://purl.obolibrary.org/obo/NCBITaxon_590165,Aedes mascarensis,,,,http://purl.obolibrary.org/obo/EUPATH_0043194,organism identification datum,value,,,
http://purl.obolibrary.org/obo/EUPATH_0043079,Aedes mathesoni complex,,,,http://purl.obolibrary.org/obo/EUPATH_0043194,organism identification datum,value,,,
http://purl.obolibrary.org/obo/NCBITaxon_503348,Aedes mcintoshi,,,,http://purl.obolibrary.org/obo/EUPATH_0043194,organism identification datum,value,,,
http://purl.obolibrary.org/obo/NCBITaxon_686388,Aedes metallicus,,,,http://purl.obolibrary.org/obo/EUPATH_0043194,organism identification datum,value,,,
http://purl.obolibrary.org/obo/NCBITaxon_508665,Aedes notoscriptus,,,,http://purl.obolibrary.org/obo/EUPATH_0043194,organism identification datum,value,,,
http://purl.obolibrary.org/obo/NCBITaxon_450822,Aedes ochraceus,,,,http://purl.obolibrary.org/obo/EUPATH_0043194,organism identification datum,value,,,
http://purl.obolibrary.org/obo/NCBITaxon_7161,Aedes simpsoni,,,,http://purl.obolibrary.org/obo/EUPATH_0043194,organism identification datum,value,,,
http://purl.obolibrary.org/obo/EUPATH_0043080,Aedes subdentatus,,,,http://purl.obolibrary.org/obo/EUPATH_0043194,organism identification datum,value,,,
http://purl.obolibrary.org/obo/NCBITaxon_2067460,Aedes sudanensis,,,,http://purl.obolibrary.org/obo/EUPATH_0043194,organism identification datum,value,,,
http://purl.obolibrary.org/obo/EUPATH_0043081,Aedes tricholabis,,,,http://purl.obolibrary.org/obo/EUPATH_0043194,organism identification datum,value,,,
http://purl.obolibrary.org/obo/NCBITaxon_7163,Aedes vexans,,,,http://purl.obolibrary.org/obo/EUPATH_0043194,organism identification datum,value,,,
http://purl.obolibrary.org/obo/EUPATH_0043084,Aedes vexans vexans,,,,http://purl.obolibrary.org/obo/EUPATH_0043194,organism identification datum,value,,,
http://purl.obolibrary.org/obo/NCBITaxon_317808,Aedes vittatus,,,,http://purl.obolibrary.org/obo/EUPATH_0043194,organism identification datum,value,,,
http://purl.obolibrary.org/obo/NCBITaxon_53540,Aedimorphus,,,,http://purl.obolibrary.org/obo/EUPATH_0043194,organism identification datum,value,,,
http://purl.obolibrary.org/obo/NCBITaxon_58234,albitarsis group,,,,http://purl.obolibrary.org/obo/EUPATH_0043194,organism identification datum,value,,,
http://purl.obolibrary.org/obo/NCBITaxon_7164,Anopheles,,,,http://purl.obolibrary.org/obo/EUPATH_0043194,organism identification datum,value,,,
http://purl.obolibrary.org/obo/NCBITaxon_44482,Anopheles <subgenus>,,,,http://purl.obolibrary.org/obo/EUPATH_0043194,organism identification datum,value,,,
http://purl.obolibrary.org/obo/NCBITaxon_93947,Anopheles aconitus,,,,http://purl.obolibrary.org/obo/EUPATH_0043194,organism identification datum,value,,,
http://purl.obolibrary.org/obo/NCBITaxon_7167,Anopheles albimanus,,,,http://purl.obolibrary.org/obo/EUPATH_0043194,organism identification datum,value,,,
http://purl.obolibrary.org/obo/NCBITaxon_58236,Anopheles albitarsis,,,,http://purl.obolibrary.org/obo/EUPATH_0043194,organism identification datum,value,,,
http://purl.obolibrary.org/obo/NCBITaxon_59163,Anopheles annularis,,,,http://purl.obolibrary.org/obo/EUPATH_0043194,organism identification datum,value,,,
http://purl.obolibrary.org/obo/NCBITaxon_376584,Anopheles annulipes,,,,http://purl.obolibrary.org/obo/EUPATH_0043194,organism identification datum,value,,,
http://purl.obolibrary.org/obo/NCBITaxon_42839,Anopheles aquasalis,,,,http://purl.obolibrary.org/obo/EUPATH_0043194,organism identification datum,value,,,
http://purl.obolibrary.org/obo/NCBITaxon_7173,Anopheles arabiensis,,,,http://purl.obolibrary.org/obo/EUPATH_0043194,organism identification datum,value,,,
http://purl.obolibrary.org/obo/NCBITaxon_41427,Anopheles atroparvus,,,,http://purl.obolibrary.org/obo/EUPATH_0043194,organism identification datum,value,,,
http://purl.obolibrary.org/obo/NCBITaxon_190376,Anopheles atropos,,,,http://purl.obolibrary.org/obo/EUPATH_0043194,organism identification datum,value,,,
http://purl.obolibrary.org/obo/NCBITaxon_59124,Anopheles balabacensis,,,,http://purl.obolibrary.org/obo/EUPATH_0043194,organism identification datum,value,,,
http://purl.obolibrary.org/obo/EUPATH_0043086,Anopheles barberi,,,,http://purl.obolibrary.org/obo/EUPATH_0043194,organism identification datum,value,,,
http://purl.obolibrary.org/obo/NCBITaxon_1962411,Anopheles barbirostris sensu lato 245,,,,http://purl.obolibrary.org/obo/EUPATH_0043194,organism identification datum,value,,,
http://purl.obolibrary.org/obo/NCBITaxon_49917,Anopheles bradleyi,,,,http://purl.obolibrary.org/obo/EUPATH_0043194,organism identification datum,value,,,
http://purl.obolibrary.org/obo/NCBITaxon_58242,Anopheles braziliensis,,,,http://purl.obolibrary.org/obo/EUPATH_0043194,organism identification datum,value,,,
http://purl.obolibrary.org/obo/NCBITaxon_453036,Anopheles campestris,,,,http://purl.obolibrary.org/obo/EUPATH_0043194,organism identification datum,value,,,
http://purl.obolibrary.org/obo/NCBITaxon_120868,Anopheles claviger,,,,http://purl.obolibrary.org/obo/EUPATH_0043194,organism identification datum,value,,,
http://purl.obolibrary.org/obo/NCBITaxon_1518534,Anopheles coluzzii,,,,http://purl.obolibrary.org/obo/EUPATH_0043194,organism identification datum,value,,,
http://purl.obolibrary.org/obo/NCBITaxon_2081834,Anopheles coluzzii x Anopheles gambiae,,,,http://purl.obolibrary.org/obo/EUPATH_0043194,organism identification datum,value,,,
http://purl.obolibrary.org/obo/NCBITaxon_7165,Anopheles gambiae,,,,http://purl.obolibrary.org/obo/EUPATH_0043194,organism identification datum,value,,,
http://purl.obolibrary.org/obo/NCBITaxon_139045,Anopheles coustani,,,,http://purl.obolibrary.org/obo/EUPATH_0043194,organism identification datum,value,,,
http://purl.obolibrary.org/obo/NCBITaxon_869064,Anopheles crucians,,,,http://purl.obolibrary.org/obo/EUPATH_0043194,organism identification datum,value,,,
http://purl.obolibrary.org/obo/NCBITaxon_63366,Anopheles culicifacies A,,,,http://purl.obolibrary.org/obo/EUPATH_0043194,organism identification datum,value,,,
http://purl.obolibrary.org/obo/NCBITaxon_216372,Anopheles culicifacies D,,,,http://purl.obolibrary.org/obo/EUPATH_0043194,organism identification datum,value,,,
http://purl.obolibrary.org/obo/NCBITaxon_43151,Anopheles darlingi,,,,http://purl.obolibrary.org/obo/EUPATH_0043194,organism identification datum,value,,,
http://purl.obolibrary.org/obo/NCBITaxon_58243,Anopheles deaneorum,,,,http://purl.obolibrary.org/obo/EUPATH_0043194,organism identification datum,value,,,
http://purl.obolibrary.org/obo/NCBITaxon_7168,Anopheles dirus,,,,http://purl.obolibrary.org/obo/EUPATH_0043194,organism identification datum,value,,,
http://purl.obolibrary.org/obo/EUPATH_0043088,Anopheles distinctus,,,,http://purl.obolibrary.org/obo/EUPATH_0043194,organism identification datum,value,,,
http://purl.obolibrary.org/obo/NCBITaxon_138536,Anopheles dravidicus,,,,http://purl.obolibrary.org/obo/EUPATH_0043194,organism identification datum,value,,,
http://purl.obolibrary.org/obo/NCBITaxon_49918,Anopheles earlei,,,,http://purl.obolibrary.org/obo/EUPATH_0043194,organism identification datum,value,,,
http://purl.obolibrary.org/obo/NCBITaxon_199890,Anopheles epiroticus,,,,http://purl.obolibrary.org/obo/EUPATH_0043194,organism identification datum,value,,,
http://purl.obolibrary.org/obo/NCBITaxon_69004,Anopheles farauti,,,,http://purl.obolibrary.org/obo/EUPATH_0043194,organism identification datum,value,,,
http://purl.obolibrary.org/obo/NCBITaxon_59147,Anopheles flavirostris,,,,http://purl.obolibrary.org/obo/EUPATH_0043194,organism identification datum,value,,,
http://purl.obolibrary.org/obo/NCBITaxon_111615,Anopheles fluviatilis,,,,http://purl.obolibrary.org/obo/EUPATH_0043194,organism identification datum,value,,,
http://purl.obolibrary.org/obo/NCBITaxon_7170,Anopheles freeborni,,,,http://purl.obolibrary.org/obo/EUPATH_0043194,organism identification datum,value,,,
http://purl.obolibrary.org/obo/NCBITaxon_62324,Anopheles funestus,,,,http://purl.obolibrary.org/obo/EUPATH_0043194,organism identification datum,value,,,
http://purl.obolibrary.org/obo/EUPATH_0043091,Anopheles georgianus,,,,http://purl.obolibrary.org/obo/EUPATH_0043194,organism identification datum,value,,,
http://purl.obolibrary.org/obo/NCBITaxon_7171,Anopheles hermsi,,,,http://purl.obolibrary.org/obo/EUPATH_0043194,organism identification datum,value,,,
http://purl.obolibrary.org/obo/NCBITaxon_59189,Anopheles hinesorum,,,,http://purl.obolibrary.org/obo/EUPATH_0043194,organism identification datum,value,,,
http://purl.obolibrary.org/obo/NCBITaxon_138534,Anopheles hyrcanus,,,,http://purl.obolibrary.org/obo/EUPATH_0043194,organism identification datum,value,,,
http://purl.obolibrary.org/obo/NCBITaxon_320069,Anopheles indefinitus,,,,http://purl.obolibrary.org/obo/EUPATH_0043194,organism identification datum,value,,,
http://purl.obolibrary.org/obo/NCBITaxon_308710,Anopheles jamesii,,,,http://purl.obolibrary.org/obo/EUPATH_0043194,organism identification datum,value,,,
http://purl.obolibrary.org/obo/NCBITaxon_59150,Anopheles kochi,,,,http://purl.obolibrary.org/obo/EUPATH_0043194,organism identification datum,value,,,
http://purl.obolibrary.org/obo/NCBITaxon_30065,Anopheles koliensis,,,,http://purl.obolibrary.org/obo/EUPATH_0043194,organism identification datum,value,,,
http://purl.obolibrary.org/obo/NCBITaxon_43180,Anopheles konderi,,,,http://purl.obolibrary.org/obo/EUPATH_0043194,organism identification datum,value,,,
http://purl.obolibrary.org/obo/NCBITaxon_41428,Anopheles labranchiae,,,,http://purl.obolibrary.org/obo/EUPATH_0043194,organism identification datum,value,,,
http://purl.obolibrary.org/obo/NCBITaxon_162636,Anopheles leesoni,,,,http://purl.obolibrary.org/obo/EUPATH_0043194,organism identification datum,value,,,
http://purl.obolibrary.org/obo/NCBITaxon_109668,Anopheles lesteri,,,,http://purl.obolibrary.org/obo/EUPATH_0043194,organism identification datum,value,,,
http://purl.obolibrary.org/obo/NCBITaxon_409345,Anopheles leucosphyrus,,,,http://purl.obolibrary.org/obo/EUPATH_0043194,organism identification datum,value,,,
http://purl.obolibrary.org/obo/NCBITaxon_412009,Anopheles longipalpis,,,,http://purl.obolibrary.org/obo/EUPATH_0043194,organism identification datum,value,,,
http://purl.obolibrary.org/obo/NCBITaxon_59152,Anopheles longirostris,,,,http://purl.obolibrary.org/obo/EUPATH_0043194,organism identification datum,value,,,
http://purl.obolibrary.org/obo/NCBITaxon_74869,Anopheles maculatus,,,,http://purl.obolibrary.org/obo/EUPATH_0043194,organism identification datum,value,,,
