"colOrder","variable","dataFile","IRI","label","definition","category","parentIRI","parentLabel","codebookDescription","codebookValues","termType","notesForOnt","repeated","is_temporal","mergeKey","dataSet","unitLabel","unitIRI","is_featured","hidden","scale","defaultDisplayRangeMin","defaultDisplayRangeMax","defaultBinWidth","forceStringType"
"61","raw_otis_visit::otis_op2_mother_temp","raw_otis_visit","","Temperature measured","","Community","","Observed activites just before delivery","Did birth attendant take Mother<U+2019>s temperature?","1","value","","yes","","","BetterBirth","","","","","","","","",""
"62","raw_otis_visit::otis_op2_mother_temp_value","raw_otis_visit","","Patient temperature just before delivery","","Community","","Health center delivery care","Temperature Recorded (F)","0","variable","","yes","","","BetterBirth","F","","","","","","","",""
"63","raw_otis_visit::otis_op2_mother_temp_no_supplies","raw_otis_visit","","Supplies","","Community","","Reason temperature not measured just before delivery","Reason for 'No'. Check all that apply. -> Supplies","0","value","","yes","","","BetterBirth","","","","","","","","",""
"64","raw_otis_visit::otis_op2_mother_temp_no_skills","raw_otis_visit","","Ability","","Community","","Reason temperature not measured just before delivery","Reason for 'No'. Check all that apply. -> Ability","0","value","","yes","","","BetterBirth","","","","","","","","",""
"65","raw_otis_visit::otis_op2_mother_temp_no_motive","raw_otis_visit","","Motivation","","Community","","Reason temperature not measured just before delivery","Reason for 'No'. Check all that apply. -> Motivation","0","value","","yes","","","BetterBirth","","","","","","","","",""
"66","raw_otis_visit::otis_op2_mother_temp_no_opp","raw_otis_visit","","Opportunity","","Community","","Reason temperature not measured just before delivery","Reason for 'No'. Check all that apply. -> Opportunity","0","value","","yes","","","BetterBirth","","","","","","","","",""
"67","raw_otis_visit::otis_op2_mother_bp","raw_otis_visit","","Blood pressure measured","","Community","","Observed activites just before delivery","Did birth attendant take Mother<U+2019>s blood pressure?","1","value","","yes","","","BetterBirth","","","","","","","","",""
"68","raw_otis_visit::otis_op2_mother_bp_systolic","raw_otis_visit","","Patient systolic blood pressure just before delivery","","Community","","Health center delivery care","Systolic","0","variable","","yes","","","BetterBirth","mmHg","","","","","","","",""
"69","raw_otis_visit::otis_op2_mother_bp_diastolic","raw_otis_visit","","Patient diastolic blood pressure just before delivery","","Community","","Health center delivery care","Diastolic","0","variable","","yes","","","BetterBirth","mmHg","","","","","","","",""
"70","raw_otis_visit::otis_op2_mother_bp_no_supplies","raw_otis_visit","","Supplies","","Community","","Reason blood pressure not measured just before delivery","Reason for 'No'. Check all that apply. -> Supplies","0","value","","yes","","","BetterBirth","","","","","","","","",""
"71","raw_otis_visit::otis_op2_mother_bp_no_skills","raw_otis_visit","","Ability","","Community","","Reason blood pressure not measured just before delivery","Reason for 'No'. Check all that apply. -> Ability","0","value","","yes","","","BetterBirth","","","","","","","","",""
"72","raw_otis_visit::otis_op2_mother_bp_no_motive","raw_otis_visit","","Motivation","","Community","","Reason blood pressure not measured just before delivery","Reason for 'No'. Check all that apply. -> Motivation","0","value","","yes","","","BetterBirth","","","","","","","","",""
"73","raw_otis_visit::otis_op2_mother_bp_no_opp","raw_otis_visit","","Opportunity","","Community","","Reason blood pressure not measured just before delivery","Reason for 'No'. Check all that apply. -> Opportunity","0","value","","yes","","","BetterBirth","","","","","","","","",""
"74","raw_otis_visit::otis_op2_towel","raw_otis_visit","","Clean towel prepared","","Community","","Observed activities just before delivery","Did birth attendant prepare a clean towel?","1","value","","yes","","","BetterBirth","","","","","","","","",""
"75","raw_otis_visit::otis_op2_towel_no_supplies","raw_otis_visit","","Supplies","","Community","","Reason no clean towel prepared just before delivery","Reason for 'No'. Check all that apply. -> Supplies","0","value","","yes","","","BetterBirth","","","","","","","","",""
"76","raw_otis_visit::otis_op2_towel_no_skills","raw_otis_visit","","Ability","","Community","","Reason no clean towel prepared just before delivery","Reason for 'No'. Check all that apply. -> Ability","0","value","","yes","","","BetterBirth","","","","","","","","",""
"77","raw_otis_visit::otis_op2_towel_no_motive","raw_otis_visit","","Motivation","","Community","","Reason no clean towel prepared just before delivery","Reason for 'No'. Check all that apply. -> Motivation","0","value","","yes","","","BetterBirth","","","","","","","","",""
"78","raw_otis_visit::otis_op2_towel_no_opp","raw_otis_visit","","Opportunity","","Community","","Reason no clean towel prepared just before delivery","Reason for 'No'. Check all that apply. -> Opportunity","0","value","","yes","","","BetterBirth","","","","","","","","",""
"79","raw_otis_visit::otis_op2_gloves","raw_otis_visit","","Clean gloves prepared","","Community","","Observed activites just before delivery","Did birth attendant prepare clean gloves?","1","value","","yes","","","BetterBirth","","","","","","","","",""
"80","raw_otis_visit::otis_op2_gloves_no_supplies","raw_otis_visit","","Supplies","","Community","","Reason no clean gloves prepared just before delivery","Reason for 'No'. Check all that apply. -> Supplies","0","value","","yes","","","BetterBirth","","","","","","","","",""
"81","raw_otis_visit::otis_op2_gloves_no_skills","raw_otis_visit","","Ability","","Community","","Reason no clean gloves prepared just before delivery","Reason for 'No'. Check all that apply. -> Ability","0","value","","yes","","","BetterBirth","","","","","","","","",""
"82","raw_otis_visit::otis_op2_gloves_no_motive","raw_otis_visit","","Motivation","","Community","","Reason no clean gloves prepared just before delivery","Reason for 'No'. Check all that apply. -> Motivation","0","value","","yes","","","BetterBirth","","","","","","","","",""
"83","raw_otis_visit::otis_op2_gloves_no_opp","raw_otis_visit","","Opportunity","","Community","","Reason no clean gloves prepared just before delivery","Reason for 'No'. Check all that apply. -> Opportunity","0","value","","yes","","","BetterBirth","","","","","","","","",""
"84","raw_otis_visit::otis_op2_pads","raw_otis_visit","","Pads prepared","","Community","","Observed activites just before delivery","Did birth attendant prepare pads for mother?","1","value","","yes","","","BetterBirth","","","","","","","","",""
"85","raw_otis_visit::otis_op2_pads_no_supplies","raw_otis_visit","","Supplies","","Community","","Reason no pads prepared just before delivery","Reason for 'No'. Check all that apply. -> Supplies","0","value","","yes","","","BetterBirth","","","","","","","","",""
"86","raw_otis_visit::otis_op2_pads_no_skills","raw_otis_visit","","Ability","","Community","","Reason no pads prepared just before delivery","Reason for 'No'. Check all that apply. -> Ability","0","value","","yes","","","BetterBirth","","","","","","","","",""
"87","raw_otis_visit::otis_op2_pads_no_motive","raw_otis_visit","","Motivation","","Community","","Reason no pads prepared just before delivery","Reason for 'No'. Check all that apply. -> Motivation","0","value","","yes","","","BetterBirth","","","","","","","","",""
"88","raw_otis_visit::otis_op2_pads_no_opp","raw_otis_visit","","Opportunity","","Community","","Reason no pads prepared just before delivery","Reason for 'No'. Check all that apply. -> Opportunity","0","value","","yes","","","BetterBirth","","","","","","","","",""
"89","raw_otis_visit::otis_op2_oxy","raw_otis_visit","","Oxytocin (10 U) prepared","","Community","","Observed activites just before delivery","Did birth attendant prepare Oxytocin (10 units in syringe)?","1","value","","yes","","","BetterBirth","","","","","","","","",""
"90","raw_otis_visit::otis_op2_oxytocin_no_supplies","raw_otis_visit","","Supplies","","Community","","Reason no oxytocin prepared just before delivery","Reason for 'No'. Check all that apply. -> Supplies","0","value","","yes","","","BetterBirth","","","","","","","","",""
"91","raw_otis_visit::otis_op2_oxytocin_no_skills","raw_otis_visit","","Ability","","Community","","Reason no oxytocin prepared just before delivery","Reason for 'No'. Check all that apply. -> Ability","0","value","","yes","","","BetterBirth","","","","","","","","",""
"92","raw_otis_visit::otis_op2_oxytocin_no_motive","raw_otis_visit","","Motivation","","Community","","Reason no oxytocin prepared just before delivery","Reason for 'No'. Check all that apply. -> Motivation","0","value","","yes","","","BetterBirth","","","","","","","","",""
"93","raw_otis_visit::otis_op2_oxytocin_no_opp","raw_otis_visit","","Opportunity","","Community","","Reason no oxytocin prepared just before delivery","Reason for 'No'. Check all that apply. -> Opportunity","0","value","","yes","","","BetterBirth","","","","","","","","",""
"94","raw_otis_visit::otis_op2_blade","raw_otis_visit","","Sterile scissors or blades prepared","","Community","","Observed activites just before delivery","Did birth attendant prepare Sterile scissors / blade to cut cord?","1","value","","yes","","","BetterBirth","","","","","","","","",""
"95","raw_otis_visit::otis_op2_blade_no_supplies","raw_otis_visit","","Supplies","","Community","","Reason no sterile scissors or blades prepared just before delivery","Reason for 'No'. Check all that apply. -> Supplies","0","value","","yes","","","BetterBirth","","","","","","","","",""
"96","raw_otis_visit::otis_op2_blade_no_skills","raw_otis_visit","","Ability","","Community","","Reason no sterile scissors or blades prepared just before delivery","Reason for 'No'. Check all that apply. -> Ability","0","value","","yes","","","BetterBirth","","","","","","","","",""
"97","raw_otis_visit::otis_op2_blade_no_motive","raw_otis_visit","","Motivation","","Community","","Reason no sterile scissors or blades prepared just before delivery","Reason for 'No'. Check all that apply. -> Motivation","0","value","","yes","","","BetterBirth","","","","","","","","",""
"98","raw_otis_visit::otis_op2_blade_no_opp","raw_otis_visit","","Opportunity","","Community","","Reason no sterile scissors or blades prepared just before delivery","Reason for 'No'. Check all that apply. -> Opportunity","0","value","","yes","","","BetterBirth","","","","","","","","",""
"99","raw_otis_visit::otis_op2_cord","raw_otis_visit","","Cord ligature or tie prepared","","Community","","Observed activites just before delivery","Did birth attendant prepare Cord ligature/tie?","1","value","","yes","","","BetterBirth","","","","","","","","",""
"100","raw_otis_visit::otis_op2_cord_no_supplies","raw_otis_visit","","Supplies","","Community","","Reason no cord ligature or tie prepared just before delivery","Reason for 'No'. Check all that apply. -> Supplies","0","value","","yes","","","BetterBirth","","","","","","","","",""
"101","raw_otis_visit::otis_op2_cord_no_skills","raw_otis_visit","","Ability","","Community","","Reason no cord ligature or tie prepared just before delivery","Reason for 'No'. Check all that apply. -> Ability","0","value","","yes","","","BetterBirth","","","","","","","","",""
"102","raw_otis_visit::otis_op2_cord_no_motive","raw_otis_visit","","Motivation","","Community","","Reason no cord ligature or tie prepared just before delivery","Reason for 'No'. Check all that apply. -> Motivation","0","value","","yes","","","BetterBirth","","","","","","","","",""
"103","raw_otis_visit::otis_op2_cord_no_opp","raw_otis_visit","","Opportunity","","Community","","Reason no cord ligature or tie prepared just before delivery","Reason for 'No'. Check all that apply. -> Opportunity","0","value","","yes","","","BetterBirth","","","","","","","","",""
"104","raw_otis_visit::otis_op2_suction","raw_otis_visit","","Suction machine or mucus extractor prepared","","Community","","Observed activites just before delivery","Did birth attendant prepare suction machine or mucus extractor?","1","value","","yes","","","BetterBirth","","","","","","","","",""
"105","raw_otis_visit::otis_op2_suction_no_supplies","raw_otis_visit","","Supplies","","Community","","Reason no suction machine or mucus extractor prepared just before delivery","Reason for 'No'. Check all that apply. -> Supplies","0","value","","yes","","","BetterBirth","","","","","","","","",""
"106","raw_otis_visit::otis_op2_suction_no_skills","raw_otis_visit","","Ability","","Community","","Reason no suction machine or mucus extractor prepared just before delivery","Reason for 'No'. Check all that apply. -> Ability","0","value","","yes","","","BetterBirth","","","","","","","","",""
"107","raw_otis_visit::otis_op2_suction_no_motive","raw_otis_visit","","Motivation","","Community","","Reason no suction machine or mucus extractor prepared just before delivery","Reason for 'No'. Check all that apply. -> Motivation","0","value","","yes","","","BetterBirth","","","","","","","","",""
"108","raw_otis_visit::otis_op2_suction_no_opp","raw_otis_visit","","Opportunity","","Community","","Reason no suction machine or mucus extractor prepared just before delivery","Reason for 'No'. Check all that apply. -> Opportunity","0","value","","yes","","","BetterBirth","","","","","","","","",""
"109","raw_otis_visit::otis_op2_bag","raw_otis_visit","","Neonatal bag and mask prepared","","Community","","Observed activites just before delivery","Did birth attendant prepare Neo-natal Bag and Mask","1","value","","yes","","","BetterBirth","","","","","","","","",""
"110","raw_otis_visit::otis_op2_bag_no_supplies","raw_otis_visit","","Supplies","","Community","","Reason no neonatal bag and mask prepared just before delivery","Reason for 'No'. Check all that apply. -> Supplies","0","value","","yes","","","BetterBirth","","","","","","","","",""
"111","raw_otis_visit::otis_op2_bag_no_skills","raw_otis_visit","","Ability","","Community","","Reason no neonatal bag and mask prepared just before delivery","Reason for 'No'. Check all that apply. -> Ability","0","value","","yes","","","BetterBirth","","","","","","","","",""
"112","raw_otis_visit::otis_op2_bag_no_motive","raw_otis_visit","","Motivation","","Community","","Reason no neonatal bag and mask prepared just before delivery","Reason for 'No'. Check all that apply. -> Motivation","0","value","","yes","","","BetterBirth","","","","","","","","",""
"113","raw_otis_visit::otis_op2_bag_no_opp","raw_otis_visit","","Opportunity","","Community","","Reason no neonatal bag and mask prepared just before delivery","Reason for 'No'. Check all that apply. -> Opportunity","0","value","","yes","","","BetterBirth","","","","","","","","",""
"114","raw_otis_visit::otis_op2_water","raw_otis_visit","","Hands cleaned with water","","Community","","Observed activites just before delivery","Was water used to clean hands?","1","value","","yes","","","BetterBirth","","","","","","","","",""
"115","raw_otis_visit::otis_op2_water_no_supplies","raw_otis_visit","","Supplies","","Community","","Reason hands not cleaned with water just before delivery","Reason for 'No'. Check all that apply. -> Supplies","0","value","","yes","","","BetterBirth","","","","","","","","",""
"116","raw_otis_visit::otis_op2_water_no_skills","raw_otis_visit","","Ability","","Community","","Reason hands not cleaned with water just before delivery","Reason for 'No'. Check all that apply. -> Ability","0","value","","yes","","","BetterBirth","","","","","","","","",""
"117","raw_otis_visit::otis_op2_water_no_motive","raw_otis_visit","","Motivation","","Community","","Reason hands not cleaned with water just before delivery","Reason for 'No'. Check all that apply. -> Motivation","0","value","","yes","","","BetterBirth","","","","","","","","",""
"118","raw_otis_visit::otis_op2_water_no_opp","raw_otis_visit","","Opportunity","","Community","","Reason hands not cleaned with water just before delivery","Reason for 'No'. Check all that apply. -> Opportunity","0","value","","yes","","","BetterBirth","","","","","","","","",""
"119","raw_otis_visit::otis_op2_soap","raw_otis_visit","","Hands cleaned with soap or alcohol rub","","Community","","Observed activites just before delivery","Was soap or alcohol rub used to clean hands ?","1","value","","yes","","","BetterBirth","","","","","","","","",""
"120","raw_otis_visit::otis_op2_soap_no_supplies","raw_otis_visit","","Supplies","","Community","","Reason hands not cleaned with soap or alcohol rub just before delivery","Reason for 'No'. Check all that apply. -> Supplies","0","value","","yes","","","BetterBirth","","","","","","","","",""
"121","raw_otis_visit::otis_op2_soap_no_skills","raw_otis_visit","","Ability","","Community","","Reason hands not cleaned with soap or alcohol rub just before delivery","Reason for 'No'. Check all that apply. -> Ability","0","value","","yes","","","BetterBirth","","","","","","","","",""
"122","raw_otis_visit::otis_op2_soap_no_motive","raw_otis_visit","","Motivation","","Community","","Reason hands not cleaned with soap or alcohol rub just before delivery","Reason for 'No'. Check all that apply. -> Motivation","0","value","","yes","","","BetterBirth","","","","","","","","",""
"123","raw_otis_visit::otis_op2_soap_no_opp","raw_otis_visit","","Opportunity","","Community","","Reason hands not cleaned with soap or alcohol rub just before delivery","Reason for 'No'. Check all that apply. -> Opportunity","0","value","","yes","","","BetterBirth","","","","","","","","",""
"124","raw_otis_visit::otis_op2_checklist","raw_otis_visit","","Used Safe Childbirth Checklist","","Community","","Observed activites just before delivery","Did birth attendant use the SCC just before pushing (or cesarean)?","1","value","","yes","","","BetterBirth","","","","","","","","",""
"125","raw_otis_visit::otis_op2_checklist_no_supplies","raw_otis_visit","","Supplies","","Community","","Reason Safe Childbirth Checklist not used just before delivery","Reason for 'No'. Check all that apply. -> Supplies","0","value","","yes","","","BetterBirth","","","","","","","","",""
"126","raw_otis_visit::otis_op2_checklist_no_skills","raw_otis_visit","","Ability","","Community","","Reason Safe Childbirth Checklist not used just before delivery","Reason for 'No'. Check all that apply. -> Ability","0","value","","yes","","","BetterBirth","","","","","","","","",""
"127","raw_otis_visit::otis_op2_checklist_no_motive","raw_otis_visit","","Motivation","","Community","","Reason Safe Childbirth Checklist not used just before delivery","Reason for 'No'. Check all that apply. -> Motivation","0","value","","yes","","","BetterBirth","","","","","","","","",""
"128","raw_otis_visit::otis_op2_checklist_no_opp","raw_otis_visit","","Opportunity","","Community","","Reason Safe Childbirth Checklist not used just before delivery","Reason for 'No'. Check all that apply. -> Opportunity","0","value","","yes","","","BetterBirth","","","","","","","","",""
"129","raw_otis_visit::otis_op3_gloves","raw_otis_visit","","Used clean gloves","","Community","","Observed activites during delivery","Were clean gloves used at birth?","1","value","","yes","","","BetterBirth","","","","","","","","",""
"130","raw_otis_visit::otis_op3_gloves_no_supplies","raw_otis_visit","","Supplies","","Community","","Reason clean gloves not used during delivery","Reason for 'No'. Check all that apply. -> Supplies","0","value","","yes","","","BetterBirth","","","","","","","","",""
"131","raw_otis_visit::otis_op3_gloves_no_skills","raw_otis_visit","","Ability","","Community","","Reason clean gloves not used during delivery","Reason for 'No'. Check all that apply. -> Ability","0","value","","yes","","","BetterBirth","","","","","","","","",""
"132","raw_otis_visit::otis_op3_gloves_no_motive","raw_otis_visit","","Motivation","","Community","","Reason clean gloves not used during delivery","Reason for 'No'. Check all that apply. -> Motivation","0","value","","yes","","","BetterBirth","","","","","","","","",""
"133","raw_otis_visit::otis_op3_gloves_no_opp","raw_otis_visit","","Opportunity","","Community","","Reason clean gloves not used during delivery","Reason for 'No'. Check all that apply. -> Opportunity","0","value","","yes","","","BetterBirth","","","","","","","","",""
"134","raw_otis_visit::otis_op3_eval_breathing","raw_otis_visit","","Evaluated infant's breathing","","Community","","Observed activites during delivery","Did birth attendant evaluate Baby<U+2019>s breathing?","1","value","","yes","","","BetterBirth","","","","","","","","",""
"135","raw_otis_visit::otis_op3_breathing_no_skills","raw_otis_visit","","Ability","","Community","","Reason infant's breathing not evaluated at delivery","Reason for 'No'. Check all that apply. -> Ability","0","value","","yes","","","BetterBirth","","","","","","","","",""
"136","raw_otis_visit::otis_op3_breathing_no_motive","raw_otis_visit","","Motivation","","Community","","Reason infant's breathing not evaluated at delivery","Reason for 'No'. Check all that apply. -> Motivation","0","value","","yes","","","BetterBirth","","","","","","","","",""
"137","raw_otis_visit::otis_op3_breathing_no_opp","raw_otis_visit","","Opportunity","","Community","","Reason infant's breathing not evaluated at delivery","Reason for 'No'. Check all that apply. -> Opportunity","0","value","","yes","","","BetterBirth","","","","","","","","",""
"138","raw_otis_visit::otis_op3_breathing","raw_otis_visit","","Infant breathing at delivery","","Community","","Health center delivery care","Was Baby breathing?","1","variable","","yes","","","BetterBirth","","","","","","","","",""
"139","raw_otis_visit::otis_op3_airway","raw_otis_visit","","Cleared infant's airway","","Community","","Observed activites during delivery","Was airway cleared?","1","value","","yes","","","BetterBirth","","","","","","","","",""
"140","raw_otis_visit::otis_op3_airway_no_supplies","raw_otis_visit","","Supplies","","Community","","Reason infant's airway not cleared at delivery","Reason for 'No'. Check all that apply. -> Supplies","0","value","","yes","","","BetterBirth","","","","","","","","",""
"141","raw_otis_visit::otis_op3_airway_no_skills","raw_otis_visit","","Ability","","Community","","Reason infant's airway not cleared at delivery","Reason for 'No'. Check all that apply. -> Ability","0","value","","yes","","","BetterBirth","","","","","","","","",""
"142","raw_otis_visit::otis_op3_airway_no_motive","raw_otis_visit","","Motivation","","Community","","Reason infant's airway not cleared at delivery","Reason for 'No'. Check all that apply. -> Motivation","0","value","","yes","","","BetterBirth","","","","","","","","",""
"143","raw_otis_visit::otis_op3_airway_no_opp","raw_otis_visit","","Opportunity","","Community","","Reason infant's airway not cleared at delivery","Reason for 'No'. Check all that apply. -> Opportunity","0","value","","yes","","","BetterBirth","","","","","","","","",""
"144","raw_otis_visit::otis_op3_bag","raw_otis_visit","","Used bag and mask on infant","","Community","","Observed activites during delivery","Was bag and mask used?","1","value","","yes","","","BetterBirth","","","","","","","","",""
"145","raw_otis_visit::otis_op3_bag_no_supplies","raw_otis_visit","","Supplies","","Community","","Reason bag and mask not used on infant at delivery","Reason for 'No'. Check all that apply. -> Supplies","0","value","","yes","","","BetterBirth","","","","","","","","",""
"146","raw_otis_visit::otis_op3_bag_no_skills","raw_otis_visit","","Ability","","Community","","Reason bag and mask not used on infant at delivery","Reason for 'No'. Check all that apply. -> Ability","0","value","","yes","","","BetterBirth","","","","","","","","",""
"147","raw_otis_visit::otis_op3_bag_no_motive","raw_otis_visit","","Motivation","","Community","","Reason bag and mask not used on infant at delivery","Reason for 'No'. Check all that apply. -> Motivation","0","value","","yes","","","BetterBirth","","","","","","","","",""
"148","raw_otis_visit::otis_op3_bag_no_opp","raw_otis_visit","","Opportunity","","Community","","Reason bag and mask not used on infant at delivery","Reason for 'No'. Check all that apply. -> Opportunity","0","value","","yes","","","BetterBirth","","","","","","","","",""
"149","raw_otis_visit::otis_op3_resuscitate_effort","raw_otis_visit","","Made effort to resuscitate infant for at least 20 minutes or until infant breathed","","Community","","Observed activites during delivery","Were efforts to resuscitate continued for at least 20 minutes, or until baby breathes?","1","value","","yes","","","BetterBirth","","","","","","","","",""
"150","raw_otis_visit::otis_op3_effort_no_supplies","raw_otis_visit","","Supplies","","Community","","Reason did not make effort to resuscitate infant for at least 20 minutes or until infant breathed at delivery","Reason for 'No'. Check all that apply. -> Supplies","0","value","","yes","","","BetterBirth","","","","","","","","",""
"151","raw_otis_visit::otis_op3_effort_no_skills","raw_otis_visit","","Ability","","Community","","Reason did not make effort to resuscitate infant for at least 20 minutes or until infant breathed at delivery","Reason for 'No'. Check all that apply. -> Ability","0","value","","yes","","","BetterBirth","","","","","","","","",""
"152","raw_otis_visit::otis_op3_effort_no_motive","raw_otis_visit","","Motivation","","Community","","Reason did not make effort to resuscitate infant for at least 20 minutes or until infant breathed at delivery","Reason for 'No'. Check all that apply. -> Motivation","0","value","","yes","","","BetterBirth","","","","","","","","",""
"153","raw_otis_visit::otis_op3_effort_no_opp","raw_otis_visit","","Opportunity","","Community","","Reason did not make effort to resuscitate infant for at least 20 minutes or until infant breathed at delivery","Reason for 'No'. Check all that apply. -> Opportunity","0","value","","yes","","","BetterBirth","","","","","","","","",""
"154","raw_otis_visit::otis_op3_skin_to_skin","raw_otis_visit","","Placed infant skin-to-skin with mother immediately","","Community","","Observed activites during delivery","Was Baby put immediately skin-to-skin?","1","value","","yes","","","BetterBirth","","","","","","","","",""
"155","raw_otis_visit::otis_op3_skin2skin_no_skills","raw_otis_visit","","Ability","","Community","","Reason infant not placed skin-to-skin with mother immediately","Reason for 'No'. Check all that apply. -> Ability","0","value","","yes","","","BetterBirth","","","","","","","","",""
"156","raw_otis_visit::otis_op3_skin2skin_no_motive","raw_otis_visit","","Motivation","","Community","","Reason infant not placed skin-to-skin with mother immediately","Reason for 'No'. Check all that apply. -> Motivation","0","value","","yes","","","BetterBirth","","","","","","","","",""
"157","raw_otis_visit::otis_op3_skin2skin_no_opp","raw_otis_visit","","Opportunity","","Community","","Reason infant not placed skin-to-skin with mother immediately","Reason for 'No'. Check all that apply. -> Opportunity","0","value","","yes","","","BetterBirth","","","","","","","","",""
"158","raw_otis_visit::otis_op3_oxy","raw_otis_visit","","Administered oxytocin right after delivery","","Community","","Observed activites during delivery","Oxytocin given right after birth?","1","value","","yes","","","BetterBirth","","","","","","","","",""
"159","raw_otis_visit::otis_op3_oxytocin_no_supplies","raw_otis_visit","","Supplies","","Community","","Reason oxytocin not administered right after delivery","Reason for 'No'. Check all that apply. -> Supplies","0","value","","yes","","","BetterBirth","","","","","","","","",""
"160","raw_otis_visit::otis_op3_oxytocin_no_skills","raw_otis_visit","","Ability","","Community","","Reason oxytocin not administered right after delivery","Reason for 'No'. Check all that apply. -> Ability","0","value","","yes","","","BetterBirth","","","","","","","","",""
"161","raw_otis_visit::otis_op3_oxytocin_no_motive","raw_otis_visit","","Motivation","","Community","","Reason oxytocin not administered right after delivery","Reason for 'No'. Check all that apply. -> Motivation","0","value","","yes","","","BetterBirth","","","","","","","","",""
"162","raw_otis_visit::otis_op3_oxytocin_no_opp","raw_otis_visit","","Opportunity","","Community","","Reason oxytocin not administered right after delivery","Reason for 'No'. Check all that apply. -> Opportunity","0","value","","yes","","","BetterBirth","","","","","","","","",""
"163","raw_otis_visit::otis_op4_bleeding","raw_otis_visit","","Checked bleeding","","Community","","Observed activities <1 hour after delivery","Did birth attendant check Mother<U+2019>s bleeding?","1","value","","yes","","","BetterBirth","","","","","","","","",""
"164","raw_otis_visit::otis_op4_bleeding_no_skills","raw_otis_visit","","Ability","","Community","","Reason bleeding not checked <1 hour after delivery","Reason for 'No'. Check all that apply. -> Ability","0","value","","yes","","","BetterBirth","","","","","","","","",""
"165","raw_otis_visit::otis_op4_bleeding_no_motive","raw_otis_visit","","Motivation","","Community","","Reason bleeding not checked <1 hour after delivery","Reason for 'No'. Check all that apply. -> Motivation","0","value","","yes","","","BetterBirth","","","","","","","","",""
"166","raw_otis_visit::otis_op4_bleeding_no_opp","raw_otis_visit","","Opportunity","","Community","","Reason bleeding not checked <1 hour after delivery","Reason for 'No'. Check all that apply. -> Opportunity","0","value","","yes","","","BetterBirth","","","","","","","","",""
"167","raw_otis_visit::otis_op4_mother_temp","raw_otis_visit","","Temperature measured","","Community","","Observed activities <1 hour after delivery","Did birth attendant take Mother<U+2019>s temperature?","1","value","","yes","","","BetterBirth","","","","","","","","",""
"168","raw_otis_visit::otis_op4_mother_temp_value","raw_otis_visit","","Patient temperature <1 hour after delivery","","Community","","Health center delivery care","Temperature Recorded (F)","0","variable","","yes","","","BetterBirth","F","","","","","","","",""
"169","raw_otis_visit::otis_op4_mother_temp_no_supplies","raw_otis_visit","","Supplies","","Community","","Reason temperature not measured <1 hour after delivery","Reason for 'No'. Check all that apply. -> Supplies","0","value","","yes","","","BetterBirth","","","","","","","","",""
"170","raw_otis_visit::otis_op4_mother_temp_no_skills","raw_otis_visit","","Ability","","Community","","Reason temperature not measured <1 hour after delivery","Reason for 'No'. Check all that apply. -> Ability","0","value","","yes","","","BetterBirth","","","","","","","","",""
"171","raw_otis_visit::otis_op4_mother_temp_no_motive","raw_otis_visit","","Motivation","","Community","","Reason temperature not measured <1 hour after delivery","Reason for 'No'. Check all that apply. -> Motivation","0","value","","yes","","","BetterBirth","","","","","","","","",""
"172","raw_otis_visit::otis_op4_mother_temp_no_opp","raw_otis_visit","","Opportunity","","Community","","Reason temperature not measured <1 hour after delivery","Reason for 'No'. Check all that apply. -> Opportunity","0","value","","yes","","","BetterBirth","","","","","","","","",""
"173","raw_otis_visit::otis_op4_mother_bp","raw_otis_visit","","Bloody pressure measured","","Community","","Observed activities <1 hour after delivery","Did birth attendant take Mother's blood pressure?","1","value","","yes","","","BetterBirth","","","","","","","","",""
"174","raw_otis_visit::otis_op4_mother_bp_systolic","raw_otis_visit","","Patient systolic blood pressure <1 hour after delivery","","Community","","Health center delivery care","Systolic","0","variable","","yes","","","BetterBirth","mmHg","","","","","","","",""
"175","raw_otis_visit::otis_op4_mother_bp_diastolic","raw_otis_visit","","Patient diastolic blood pressure <1 hour after delivery","","Community","","Health center delivery care","Diastolic","0","variable","","yes","","","BetterBirth","mmHg","","","","","","","",""
"176","raw_otis_visit::otis_op4_mother_bp_no_supplies","raw_otis_visit","","Supplies","","Community","","Reason blood pressure not measured <1 hour after delivery","Reason for 'No'. Check all that apply. -> Supplies","0","value","","yes","","","BetterBirth","","","","","","","","",""
"177","raw_otis_visit::otis_op4_mother_bp_no_skills","raw_otis_visit","","Ability","","Community","","Reason blood pressure not measured <1 hour after delivery","Reason for 'No'. Check all that apply. -> Ability","0","value","","yes","","","BetterBirth","","","","","","","","",""
"178","raw_otis_visit::otis_op4_mother_bp_no_motive","raw_otis_visit","","Motivation","","Community","","Reason blood pressure not measured <1 hour after delivery","Reason for 'No'. Check all that apply. -> Motivation","0","value","","yes","","","BetterBirth","","","","","","","","",""
"179","raw_otis_visit::otis_op4_mother_bp_no_opp","raw_otis_visit","","Opportunity","","Community","","Reason blood pressure not measured <1 hour after delivery","Reason for 'No'. Check all that apply. -> Opportunity","0","value","","yes","","","BetterBirth","","","","","","","","",""
"180","raw_otis_visit::otis_op4_baby_temp","raw_otis_visit","","Infant's temperature measured","","Community","","Observed activities <1 hour after delivery","Did birth attendant take baby's temperature?","1","value","","yes","","","BetterBirth","","","","","","","","",""
