colOrder,variable,dataFile,IRI,label,definition,category,parentIRI,parentLabel,codebookDescription,codebookValues,termType,notesForOnt,notesForProvider,notesForDL,repeated,is_temporal,mergeKey,dataSet,unitLabel,unitIRI,is_featured,hidden,scale,defaultDisplayRangeMin,defaultDisplayRangeMax,defaultBinWidth,forceStringType,type,example,dateTime,formatCode,values,uniqueValueCount,percentMissing,flag,variable_dataFile,uniqueVar
227,especie_tdr,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0021306,"Plasmodium species, by RDT",,Sample,http://purl.obolibrary.org/obo/EUPATH_0033308,Plasmodium in blood,Species detected in the rapid test,0 - Vivax,,,,,yes,,,Brazil Villa Assis,,,,,,,,,,chr,vivax,,,", falciparum, vivax",2,0.994281258,,especie_tdr,banco_assis_brasil_final::especie_tdr
228,ge,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0041029,Blood smear performed,Thick smear (microscopy),Sample,http://purl.obolibrary.org/obo/EUPATH_0021130,Blood eukaryote testing,Thick smear (microscopy),0 - No,,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,3,,,1 to 3,2,,,ge,banco_assis_brasil_final::ge
229,resultado_ge,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0024314,"Plasmodium, by thick smear microscopy",,Sample,http://purl.obolibrary.org/obo/EUPATH_0033308,Plasmodium in blood,Result thick smear,0 - Negative,,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,1,,,1 to 2,2,0.00831817,,resultado_ge,banco_assis_brasil_final::resultado_ge
230,especie_ge,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0023032,"Plasmodium species, by thick smear microscopy",,Sample,http://purl.obolibrary.org/obo/EUPATH_0033308,Plasmodium in blood,Species detected in thick smear,0 - Vivax,,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,1,,,1 to 3,3,0.988562516,,especie_ge,banco_assis_brasil_final::especie_ge
231,parasitemia_ge,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0066346,Plasmodium thick smear parasitemia,,Sample,http://purl.obolibrary.org/obo/EUPATH_0033308,Plasmodium in blood,Thick smear parasitemia,1 - < +/2,,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,1,,,1 to 3,3,0.988562516,,parasitemia_ge,banco_assis_brasil_final::parasitemia_ge
234,tubo_dna,banco_assis_brasil_final,http://purl.obolibrary.org/obo/CLINEPIDB_00068,DNA tube,,Sample,http://purl.obolibrary.org/obo/OBI_0000655,Blood sample,DNA tube,0 - No,,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,2,,,2 to 2,1,,,tubo_dna,banco_assis_brasil_final::tubo_dna
235,hemoglobina,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0064598,Hemocue collected,,Sample,http://purl.obolibrary.org/obo/OBI_0000655,Blood sample,Hemoglobin,0 - No,,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,2,,,1 to 2,2,0.011177541,,hemoglobina,banco_assis_brasil_final::hemoglobina
236,valor_hb,banco_assis_brasil_final,http://purl.obolibrary.org/obo/CMO_0000026,Hemoglobin,,Sample,http://purl.obolibrary.org/obo/OBI_0003040,Blood test,Hemoglobin value,Numeric,,,,,yes,,,Brazil Villa Assis,,,,,,,,,,dbl,13,,,1.3 to 20.1,105,0.274759553,,valor_hb,banco_assis_brasil_final::valor_hb
237,anemia01,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0020209,Anemia (hemoglobin <10 g/dL),,Sample,http://purl.obolibrary.org/obo/OBI_0003040,Blood test,Anemia (no/yes),0 - No,,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,,,,0 to 1,2,0.274759553,,anemia01,banco_assis_brasil_final::anemia01
238,qpcr_genero_campo,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0025125,"Plasmodium, by qPCR",,Sample,http://purl.obolibrary.org/obo/EUPATH_0033308,Plasmodium in blood,Result qPCR gender field,0 - Negative,,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,,,,0 to 1,2,0.01663634,,qpcr_genero_campo,banco_assis_brasil_final::qpcr_genero_campo
239,ct_campo,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0020166,"Plasmodium, by qPCR result",,Sample,http://purl.obolibrary.org/obo/OBI_0003263,Raw eukaryota data for blood,Ct qPCR gender field,Text,,,,,yes,,,Brazil Villa Assis,,,,,,,,,,chr,32,,,>10 unique values,25,0.907720302,,ct_campo,banco_assis_brasil_final::ct_campo
243,qpcr_genero_molec,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0066347,Molecular genus qPCR result,,Sample,http://purl.obolibrary.org/obo/EUPATH_0033308,Plasmodium in blood,Molecular gender qPCR result,Text,,,,,yes,,,Brazil Villa Assis,,,,,,,,,,chr,positivo,,,", Positivo, positivo",2,0.906160645,,qpcr_genero_molec,banco_assis_brasil_final::qpcr_genero_molec
244,ct_genero,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0066348,Ct qPCR molecular genus,,Sample,http://purl.obolibrary.org/obo/OBI_0003263,Raw eukaryota data for blood,Ct qPCR molecular gender,Numeric,,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,32,,,15 to 35,19,0.956849493,,ct_genero,banco_assis_brasil_final::ct_genero
246,qpcr_esp_mit_falcip,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0066349,Result qPCR falciparum species,,Sample,http://purl.obolibrary.org/obo/EUPATH_0033308,Plasmodium in blood,Result qPCR falciparum species,Text,,,,,yes,,,Brazil Villa Assis,,,,,,,,,,chr,Negativo,,,", Acima ct 38, CT acima de 38, Negativo, Plasmodium falciparum",4,0.906160645,,qpcr_esp_mit_falcip,banco_assis_brasil_final::qpcr_esp_mit_falcip
247,ct_esp_mit_falcip,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0066350,Ct falciparum species,,Sample,http://purl.obolibrary.org/obo/OBI_0003263,Raw eukaryota data for blood,Ct falciparum species,Numeric,,,,,yes,,,Brazil Villa Assis,,,,,,,,,,dbl,36.41292953,,,28.3954830169678 to 36186,23,0.994021315,,ct_esp_mit_falcip,banco_assis_brasil_final::ct_esp_mit_falcip
248,quantity_mean_falcip,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0066351,Quantity mean falciparum,,Sample,http://purl.obolibrary.org/obo/OBI_0003263,Raw eukaryota data for blood,Quantity mean falciparum,Numeric,,,,,yes,,,Brazil Villa Assis,,,,,,,,,,dbl,1.353037834,,,0.576 to 1075.70812988281,30,0.992201716,,quantity_mean_falcip,banco_assis_brasil_final::quantity_mean_falcip
249,copias_ul_dna_falcip,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0066352,Copies per microliter falciparum,,Sample,http://purl.obolibrary.org/obo/OBI_0003263,Raw eukaryota data for blood,Copies per microliter falciparum,Numeric,,,,,yes,,,Brazil Villa Assis,,,,,,,,,,dbl,4.846375656,,,1.107820797 to 430.283251953125,23,0.994021315,,copias_ul_dna_falcip,banco_assis_brasil_final::copias_ul_dna_falcip
250,qpcr_esp_mit_vivax,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0066353,Result qPCR vivax species,,Sample,http://purl.obolibrary.org/obo/EUPATH_0033308,Plasmodium in blood,Result qPCR vivax species,Text,,,,,yes,,,Brazil Villa Assis,,,,,,,,,,chr,Plasmodium vivax,,,", Acima CT 38, Acima ct 38, CT acima de 38, Negativo, Plasmodium vivax",5,0.90668053,,qpcr_esp_mit_vivax,banco_assis_brasil_final::qpcr_esp_mit_vivax
251,ct_esp_vivax,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0066354,Ct vivax species,,Sample,http://purl.obolibrary.org/obo/OBI_0003263,Raw eukaryota data for blood,Ct vivax species,Numeric,,,,,yes,,,Brazil Villa Assis,,,,,,,,,,dbl,36.608,,,19.2282123565674 to 39.9478569030762,271,0.927995841,,ct_esp_vivax,banco_assis_brasil_final::ct_esp_vivax
252,quantity_mean_vivax,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0066355,Quantity mean vivax,,Sample,http://purl.obolibrary.org/obo/OBI_0003263,Raw eukaryota data for blood,Quantity mean vivax,Numeric,,,,,yes,,,Brazil Villa Assis,,,,,,,,,,dbl,0.408,,,0.00250225723721087 to 1727380.625,270,0.928515727,,quantity_mean_vivax,banco_assis_brasil_final::quantity_mean_vivax
253,copias_ul_dna_vivax,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0066356,Copies per microliter vivax,,Sample,http://purl.obolibrary.org/obo/OBI_0003263,Raw eukaryota data for blood,Copies per microliter vivax,Numeric,,,,,yes,,,Brazil Villa Assis,,,,,,,,,,dbl,0.163162541,,,0 to 690952.25,273,0.922796985,,copias_ul_dna_vivax,banco_assis_brasil_final::copias_ul_dna_vivax
254,copias_ul_dna_vivax38,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0066357,Number of copies P. vivax,,Sample,http://purl.obolibrary.org/obo/OBI_0003263,Raw eukaryota data for blood,Number of copies P. vivax,Numeric,,,,,yes,,,Brazil Villa Assis,,,,,,,,,,dbl,0.163162544,,,0.0031790123321116 to 690952.25,208,0.945152067,,copias_ul_dna_vivax38,banco_assis_brasil_final::copias_ul_dna_vivax38
255,qpcr_genero01,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0066358,Result qPCR genus,,Sample,http://purl.obolibrary.org/obo/EUPATH_0033308,Plasmodium in blood,Result qPCR gender 0 and 1,0 – Negative,,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,,,,0 to 1,2,,,qpcr_genero01,banco_assis_brasil_final::qpcr_genero01
256,qpcr_esp_mit_vivax01,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0022059,"Plasmodium vivax, by qPCR result",,Sample,http://purl.obolibrary.org/obo/EUPATH_0033308,Plasmodium in blood,PCR positive for P. falciparum no/yes,0 - No,,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,,,,0 to 1,2,,,qpcr_esp_mit_vivax01,banco_assis_brasil_final::qpcr_esp_mit_vivax01
258,vivaxlab,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0066359,"Plasmodium vivax, by qPCR or microscopy result",,Sample,http://purl.obolibrary.org/obo/EUPATH_0033308,Plasmodium in blood,PCR or microscopy positive for P. vivax no/yes,0 - No,,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,,,,0 to 1,2,,,vivaxlab,banco_assis_brasil_final::vivaxlab
259,vivaxmal01,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0066360,Symptoms and Plasmodium vivax by PCR ,PCR positive for P. vivax + some symptom no/yes,Participant,http://purl.obolibrary.org/obo/EUPATH_0000309,Signs and symptoms,PCR positive for P. vivax + some symptom no/yes,0 - No,,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,,,,0 to 1,2,,,vivaxmal01,banco_assis_brasil_final::vivaxmal01
260,vivaxmaltriade,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0066361,Symptom triad and Plasmodium vivax by PCR ,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000309,Signs and symptoms,PCR positive for P. vivax + no/yes symptom triad,0 - No,,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,,,,0 to 1,2,,,vivaxmaltriade,banco_assis_brasil_final::vivaxmaltriade
261,vivaxmalfebre,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0066362,Fever and Plasmodium vivax by PCR ,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000309,Signs and symptoms,PCR positive for P. vivax + fever no/yes,0 - No,,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,,,,0 to 1,2,,,vivaxmalfebre,banco_assis_brasil_final::vivaxmalfebre
262,qpcr_esp_mit_falcip01,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0066363,"Plasmodium falciparum, by qPCR",,Sample,http://purl.obolibrary.org/obo/EUPATH_0033308,Plasmodium in blood,PCR positive for P. falciparum no/yes,0 - No,,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,,,,0 to 1,2,,,qpcr_esp_mit_falcip01,banco_assis_brasil_final::qpcr_esp_mit_falcip01
263,qpcr_esp_mit_mista01,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0066364,"Plasmodium mixed infection, by qPCR",,Sample,http://purl.obolibrary.org/obo/EUPATH_0033308,Plasmodium in blood,Result qPCR mixed species 0 and 1,0 - No,,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,,,,0 to 1,2,,,qpcr_esp_mit_mista01,banco_assis_brasil_final::qpcr_esp_mit_mista01
264,qpcr_esp_mit_mista38,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0066365,"Plasmodium vivax and falciparum, by qPCR",,Sample,http://purl.obolibrary.org/obo/EUPATH_0033308,Plasmodium in blood,PCR positive for P. vivax and P. falciparum no/yes,0 - No,,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,,,,0 to 1,2,,,qpcr_esp_mit_mista38,banco_assis_brasil_final::qpcr_esp_mit_mista38
265,pcrpos01,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0066366,"Plasmodium any species, by qPCR",,Sample,http://purl.obolibrary.org/obo/EUPATH_0033308,Plasmodium in blood,PCR positive only for P. falciparum no/yes,0 - No,,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,,,,0 to 1,2,,,PCRpos01,banco_assis_brasil_final::pcrpos01
266,qpcr_especie,banco_assis_brasil_final,http://purl.obolibrary.org/obo/OBI_0003044,"Plasmodium species, by qPCR",,Sample,http://purl.obolibrary.org/obo/EUPATH_0033308,Plasmodium in blood,Species detected,0 - Vivax,,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,,,,0 to 3,4,,,qpcr_especie,banco_assis_brasil_final::qpcr_especie
267,monoinfectionpv01,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0066367,"Plasmodium vivax only, by qPCR",,Sample,http://purl.obolibrary.org/obo/EUPATH_0033308,Plasmodium in blood,PCR positive only for P. vivax no/yes,0 - No,,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,,,,0 to 1,2,0.002079543,,monoinfectionPv01,banco_assis_brasil_final::monoinfectionpv01
268,vivaxmalmonoinfection01,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0066368,Symptom triad and Plasmodium vivax only by PCR ,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000309,Signs and symptoms,PCR positive for P. vivax only + no/yes symptom triad,0 - No,,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,,,,0 to 1,2,0.002079543,,vivaxmalmonoinfection01,banco_assis_brasil_final::vivaxmalmonoinfection01
269,monoinfectionpf01,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0066369,"Plasmodium falciparum only, by qPCR",,Sample,http://purl.obolibrary.org/obo/EUPATH_0033308,Plasmodium in blood,PCR positive only for P. falciparum no/yes,0 - No,,,,,yes,,,Brazil Villa Assis,,,,,,,,,,int,,,,0 to 1,2,0.002079543,,monoinfectionPf01,banco_assis_brasil_final::monoinfectionpf01
270,mm_precipitation_15d_before,banco_assis_brasil_final,http://purl.obolibrary.org/obo/EUPATH_0048287,Mean rainfall,,Household,http://purl.obolibrary.org/obo/ENVO_01001078,Weather,Precipitation (in the region) in the 15 days prior to the interview (?),Numeric,,,,,yes,,,Brazil Villa Assis,mm,,,,,,,,,dbl,37.40000153,,,37.4000015258789 to 109.930000305176,3,,,mm_precipitation_15d_before,banco_assis_brasil_final::mm_precipitation_15d_before
,,,http://purl.obolibrary.org/obo/EUPATH_0033308,Plasmodium in blood,,Sample,http://purl.obolibrary.org/obo/EUPATH_0000609,Sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,http://purl.obolibrary.org/obo/EUPATH_0000342,Employment,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,http://purl.obolibrary.org/obo/EUPATH_0000341,Household vector intervention,,Household,http://purl.obolibrary.org/obo/PCO_0000024,Household,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,http://purl.obolibrary.org/obo/EUPATH_0010037,Individuals related to participant,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,http://purl.obolibrary.org/obo/EUPATH_0011995,Household observation details,,Household,http://purl.obolibrary.org/obo/PCO_0000024,Household,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,http://purl.obolibrary.org/obo/PCO_0000024,Household,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,http://purl.obolibrary.org/obo/GAZ_00000448,Geographic location,,Household,http://purl.obolibrary.org/obo/PCO_0000024,Household,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,http://purl.obolibrary.org/obo/OBI_0000655,Blood sample,,Sample,http://purl.obolibrary.org/obo/EUPATH_0000609,Sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,http://purl.obolibrary.org/obo/EUPATH_0022066,Activity,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,http://purl.obolibrary.org/obo/EUPATH_0000304,Socioeconomic factors,,Household,http://purl.obolibrary.org/obo/PCO_0000024,Household,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,http://purl.obolibrary.org/obo/OBI_0003040,Blood test,,Sample,http://purl.obolibrary.org/obo/EUPATH_0000609,Sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,http://purl.obolibrary.org/obo/OMRSE_00000142,Travel details,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,http://purl.obolibrary.org/obo/EUPATH_0010032,Dwelling environment,,Household,http://purl.obolibrary.org/obo/PCO_0000024,Household,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,http://purl.obolibrary.org/obo/EUPATH_0021130,Blood eukaryote testing,,Sample,http://purl.obolibrary.org/obo/EUPATH_0000609,Sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,http://purl.obolibrary.org/obo/EUPATH_0000310,Observation details,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,http://purl.obolibrary.org/obo/OBI_0003263,Raw eukaryota data for blood,,Sample,http://purl.obolibrary.org/obo/EUPATH_0000609,Sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,http://purl.obolibrary.org/obo/EUPATH_0021097,Personal vector intervention,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,http://purl.obolibrary.org/obo/EUPATH_0000309,Signs and symptoms,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,http://purl.obolibrary.org/obo/EUPATH_0000303,Dwelling characteristics,,Household,http://purl.obolibrary.org/obo/PCO_0000024,Household,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,http://purl.obolibrary.org/obo/EUPATH_0043212,Geolocation,,Household,http://purl.obolibrary.org/obo/PCO_0000024,Household,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,http://purl.obolibrary.org/obo/EUPATH_0022068,Relocation,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,http://purl.obolibrary.org/obo/ENVO_01001078,Weather,,Household,http://purl.obolibrary.org/obo/PCO_0000024,Household,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,http://purl.obolibrary.org/obo/EUPATH_0000144,Assets,,Household,http://purl.obolibrary.org/obo/PCO_0000024,Household,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,http://purl.obolibrary.org/obo/EUPATH_0000609,Sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
