colOrder,overallOrder,displayOrder,variable,dataFile,IRI,label,definition,category,parentLabel,parentIRI,codebookDescription,codebookValues,termType,notesForOnt,notesForProvider,notesForDL,uniqueVar
775,775,,lcdial7,BC-3 mothers delivery database FINAL,http://purl.obolibrary.org/obo/ontoneo/ONTONEO_00000228,Cervical dilation (cm),Cervical dilation,Observation,Labor and delivery,http://purl.obolibrary.org/obo/EUPATH_0042002,Cervical dilatation7,,variable,,Flagged as within visit longitudinal,,lcdial7|BC-3 mothers delivery database FINAL
,,,,,http://purl.obolibrary.org/obo/EUPATH_0000724,Stool microbiology test,,,Laboratory test,http://purl.obolibrary.org/obo/OGMS_0000056,,,,,,,
,,,,,http://purl.obolibrary.org/obo/EUPATH_0020005,Blood microbiology test,,,Laboratory test,http://purl.obolibrary.org/obo/OGMS_0000056,,,,,,,
,,,,,,Blood test,,,Laboratory test,http://purl.obolibrary.org/obo/OGMS_0000056,,,,,,,
,,,,,,Urine test,,,Laboratory test,http://purl.obolibrary.org/obo/OGMS_0000056,,,,,,,
,,,,,http://purl.obolibrary.org/obo/EUPATH_0000309,Signs and Symptoms,,,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,,,,
,,,,,http://purl.obolibrary.org/obo/EUPATH_0000310,Observation details,,,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,,,,
312,312,,visittype,BC-3 enrollment database FINAL,http://purl.obolibrary.org/obo/EUPATH_0000311,Visit type,"specified whether the visit was enrollment, routine or non routine",Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,Type of visit,2 = Enrollment visit,variable,Routine visits are scheduled every four weeks and non routine visits are any where in between,,,visittype|BC-3 enrollment database FINAL
482,482,,visittype,BC-3 mothers all visits database FINAL,http://purl.obolibrary.org/obo/EUPATH_0000311,Visit type,"specified whether the visit was enrollment, routine or non routine",Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,Type of visit,"0=Non-routine visit,
1=Routine visit",variable,,,,visittype|BC-3 mothers all visits database FINAL
330,330,,visittype,BC-3 mothers expanded database FINAL,http://purl.obolibrary.org/obo/EUPATH_0000311,Visit type,"specified whether the visit was enrollment, routine or non routine",Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,Type of visit,"0=Non-routine visit, 1=Routine visit",variable,,,,visittype|BC-3 mothers expanded database FINAL
1075,1075,,visittype,BC-3 childs all visit database FINAL,http://purl.obolibrary.org/obo/EUPATH_0000311,Visit type,,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,Type of visit,"0=Non-routine visit,
1=Routine visit(1,4,6,8 nad every 4 weeks thereafter)",variable,,,,visittype|BC-3 childs all visit database FINAL
425,425,,visittype,BC-3 childs expanded database FINAL,http://purl.obolibrary.org/obo/EUPATH_0000311,Visit type,,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,Type of visit,"0=Non-routine visit, 1=Routine visit, 2=Birth",variable,,,,visittype|BC-3 childs expanded database FINAL
390,390,,agecat,BC-3 childs expanded database FINAL,http://purl.obolibrary.org/obo/EUPATH_0010367,Age group,,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,Age categories,,variable,,,,agecat|BC-3 childs expanded database FINAL
391,391,,uniqueid,BC-3 childs expanded database FINAL,http://purl.obolibrary.org/obo/EUPATH_0020244,Observation ID,,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,Unique ID number = participant ID number + date,id number + 5-digit number,variable,DROP,,,uniqueid|BC-3 childs expanded database FINAL
1074,1074,,uniqueid,BC-3 childs all visit database FINAL,http://purl.obolibrary.org/obo/EUPATH_0020244,Observation ID,,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,Unique ID number (Participant ID + date),id number + 5-digit number,variable,DROP,,,uniqueid|BC-3 childs all visit database FINAL
427,427,,wksage,BC-3 childs expanded database FINAL,http://purl.obolibrary.org/obo/EUPATH_0027001,Age (weeks),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,if routine visit weeks of age,,variable,,,,wksage|BC-3 childs expanded database FINAL
1076,1076,,wksage,BC-3 childs all visit database FINAL,http://purl.obolibrary.org/obo/EUPATH_0027001,Age (weeks),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,if routine visit weeks of age,,variable,,,,wksage|BC-3 childs all visit database FINAL
,,,,,http://purl.obolibrary.org/obo/EUPATH_0042002,Labor and delivery,,,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,,,,
,,,,,,Diagnosis,,,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,,,,
,,,,,,Hospitalization,,,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,,,,
,,,,,,Immediate clinical history,,,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,,,,
,,,,,,Personal vector intervention,,,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,,,,
,,,,,,Physical examination,,,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,,,,
472,472,,date,BC-3 mothers all visits database FINAL,http://purl.obolibrary.org/obo/EUPATH_0000091,Visit date,,Observation,Observation details,http://purl.obolibrary.org/obo/EUPATH_0000310,Visit date,date,variable,,,,date|BC-3 mothers all visits database FINAL
2,2,,date,BC-3 childs hospitalizations FINAL,http://purl.obolibrary.org/obo/EUPATH_0000091,Visit date,The date when the data was obtained,Observation,Observation details,http://purl.obolibrary.org/obo/EUPATH_0000310,Date form completed,date,variable,,,,date|BC-3 childs hospitalizations FINAL
1073,1073,,date,BC-3 childs all visit database FINAL,http://purl.obolibrary.org/obo/EUPATH_0000091,Visit date,,Observation,Observation details,http://purl.obolibrary.org/obo/EUPATH_0000310,Visit date,date,variable,,,,date|BC-3 childs all visit database FINAL
,,,visdate,BC3_Household_Survey_Data,http://purl.obolibrary.org/obo/EUPATH_0000091,Visit date,,Observation,Observation details,http://purl.obolibrary.org/obo/EUPATH_0000310,date of final visit,date,variable,,,,
376,376,,age,BC-3 mothers expanded database FINAL,http://purl.obolibrary.org/obo/EUPATH_0000113,Age at visit (years),,Observation,Observation details,http://purl.obolibrary.org/obo/EUPATH_0000310,Age in years,,variable,,,,age|BC-3 mothers expanded database FINAL
298,298,,AGE,BC-3 enrollment database FINAL,http://purl.obolibrary.org/obo/EUPATH_0000113,Age at visit (years),age in years,Observation,Observation details,http://purl.obolibrary.org/obo/EUPATH_0000310,age in years,,variable,,,,AGE|BC-3 enrollment database FINAL
392,392,,n,BC-3 childs expanded database FINAL,http://purl.obolibrary.org/obo/EUPATH_0000191,Days since enrollment,,Observation,Observation details,http://purl.obolibrary.org/obo/EUPATH_0000310,day of observation,,variable,,,,n|BC-3 childs expanded database FINAL
1211,1211,,date,BC-3 childs deaths FINAL,http://purl.obolibrary.org/obo/EUPATH_0004991,Date,Date the CRF was filled out,Participant,Observation details,http://purl.obolibrary.org/obo/EUPATH_0000310,Visit date,date,variable,,,,date|BC-3 childs deaths FINAL
328,328,,date,BC-3 mothers expanded database FINAL,http://purl.obolibrary.org/obo/EUPATH_0004991,Observation date,,Observation,Observation details,http://purl.obolibrary.org/obo/EUPATH_0000310,Date of observation,Date,variable,,,,date|BC-3 mothers expanded database FINAL
388,388,,date,BC-3 childs expanded database FINAL,http://purl.obolibrary.org/obo/EUPATH_0004991,Observation date,,Observation,Observation details,http://purl.obolibrary.org/obo/EUPATH_0000310,Date of observation,date,variable,,,,date|BC-3 childs expanded database FINAL
325,325,,duration,BC-3 mothers expanded database FINAL,http://purl.obolibrary.org/obo/EUPATH_0031210,Days from enrollment to follow-up,,Observation,Observation details,http://purl.obolibrary.org/obo/EUPATH_0000310,Duration of follow-up,,variable,,,,duration|BC-3 mothers expanded database FINAL
424,424,,duration,BC-3 childs expanded database FINAL,http://purl.obolibrary.org/obo/EUPATH_0031210,Days from enrollment to follow-up,,Observation,Observation details,http://purl.obolibrary.org/obo/EUPATH_0000310,Duration of follow-up,,variable,,,,duration|BC-3 childs expanded database FINAL
,,,,,,Treatment,,,Observation details,http://purl.obolibrary.org/obo/EUPATH_0000310,,,,,,,
692,692,,ldate2,BC-3 mothers delivery database FINAL,http://purl.obolibrary.org/obo/EFO_0004950,Birth date,Birth date for the participant's first pregnancy before joining the study,Participant,Obstetric history,http://purl.obolibrary.org/obo/ontoneo/ONTONEO_00000225,Date2,date,variable,,What does this mean? Please define,,ldate2|BC-3 mothers delivery database FINAL
706,706,,ldate3,BC-3 mothers delivery database FINAL,http://purl.obolibrary.org/obo/EFO_0004950,Birth date,Birth date for the participant's first pregnancy before joining the study,Participant,Obstetric history,http://purl.obolibrary.org/obo/ontoneo/ONTONEO_00000225,Date3,date,variable,,What does this mean? Please define,,ldate3|BC-3 mothers delivery database FINAL
720,720,,ldate4,BC-3 mothers delivery database FINAL,http://purl.obolibrary.org/obo/EFO_0004950,Birth date,Birth date for the participant's first pregnancy before joining the study,Participant,Obstetric history,http://purl.obolibrary.org/obo/ontoneo/ONTONEO_00000225,Date4,date,variable,,What does this mean? Please define,,ldate4|BC-3 mothers delivery database FINAL
734,734,,ldate5,BC-3 mothers delivery database FINAL,http://purl.obolibrary.org/obo/EFO_0004950,Birth date,Birth date for the participant's first pregnancy before joining the study,Participant,Obstetric history,http://purl.obolibrary.org/obo/ontoneo/ONTONEO_00000225,Date5,date,variable,,What does this mean? Please define,,ldate5|BC-3 mothers delivery database FINAL
748,748,,ldate6,BC-3 mothers delivery database FINAL,http://purl.obolibrary.org/obo/EFO_0004950,Birth date,Birth date for the participant's first pregnancy before joining the study,Participant,Obstetric history,http://purl.obolibrary.org/obo/ontoneo/ONTONEO_00000225,Date6,date,variable,,What does this mean? Please define,,ldate6|BC-3 mothers delivery database FINAL
762,762,,ldate7,BC-3 mothers delivery database FINAL,http://purl.obolibrary.org/obo/EFO_0004950,Birth date,Birth date for the participant's first pregnancy before joining the study,Participant,Obstetric history,http://purl.obolibrary.org/obo/ontoneo/ONTONEO_00000225,Date7,date,variable,,What does this mean? Please define,,ldate7|BC-3 mothers delivery database FINAL
89,89,,mode1,BC-3 enrollment database FINAL,http://purl.obolibrary.org/obo/EUPATH_0000581,Mode of delivery,"what was the mode of delivery in the participant's first delivery , viginal or Cesarean section",Participant,Obstetric history,http://purl.obolibrary.org/obo/ontoneo/ONTONEO_00000225,Mode,"0=Vigina, 1=Cesarean section",variable,,,,mode1|BC-3 enrollment database FINAL
101,101,,mode2,BC-3 enrollment database FINAL,http://purl.obolibrary.org/obo/EUPATH_0000581,"Mode of delivery, 2nd","what was the mode of delivery in the participant's 2nd delivery , viginal or Cesarean section",Participant,Obstetric history,http://purl.obolibrary.org/obo/ontoneo/ONTONEO_00000225,Mode,"0=Vigina, 1=Cesarean section",variable,,Should we do these as separate variables? First delivery second delivery etc.?,,mode2|BC-3 enrollment database FINAL
113,113,,mode3,BC-3 enrollment database FINAL,http://purl.obolibrary.org/obo/EUPATH_0000581,"Mode of delivery, 3rd","what was the mode of delivery in the participant's 3rd delivery , viginal or Cesarean section",Participant,Obstetric history,http://purl.obolibrary.org/obo/ontoneo/ONTONEO_00000225,Mode,"0=Vigina, 1=Cesarean section",variable,,Should we do these as separate variables? First delivery second delivery etc.?,,mode3|BC-3 enrollment database FINAL
125,125,,mode4,BC-3 enrollment database FINAL,http://purl.obolibrary.org/obo/EUPATH_0000581,"Mode of delivery, 4th","what was the mode of delivery in the participant's 4th delivery , viginal or Cesarean section",Participant,Obstetric history,http://purl.obolibrary.org/obo/ontoneo/ONTONEO_00000225,Mode,"0=Vigina, 1=Cesarean section",variable,,Should we do these as separate variables? First delivery second delivery etc.?,,mode4|BC-3 enrollment database FINAL
137,137,,mode5,BC-3 enrollment database FINAL,http://purl.obolibrary.org/obo/EUPATH_0000581,"Mode of delivery, 5th","what was the mode of delivery in the participant's 5th delivery , viginal or Cesarean section",Participant,Obstetric history,http://purl.obolibrary.org/obo/ontoneo/ONTONEO_00000225,Mode,"0=Vigina, 1=Cesarean section",variable,,Should we do these as separate variables? First delivery second delivery etc.?,,mode5|BC-3 enrollment database FINAL
149,149,,mode6,BC-3 enrollment database FINAL,http://purl.obolibrary.org/obo/EUPATH_0000581,"Mode of delivery, 6th","what was the mode of delivery in the participant's 6th delivery , viginal or Cesarean section",Participant,Obstetric history,http://purl.obolibrary.org/obo/ontoneo/ONTONEO_00000225,Mode,"0=Vigina, 1=Cesarean section",variable,,Should we do these as separate variables? First delivery second delivery etc.?,,mode6|BC-3 enrollment database FINAL
161,161,,mode7,BC-3 enrollment database FINAL,http://purl.obolibrary.org/obo/EUPATH_0000581,"Mode of delivery, 7th","what was the mode of delivery in the participant's seventh delivery , viginal or Cesarean section",Participant,Obstetric history,http://purl.obolibrary.org/obo/ontoneo/ONTONEO_00000225,Mode,"0=Vigina, 1=Cesarean section",variable,,Should we do these as separate variables? First delivery second delivery etc.?,,mode7|BC-3 enrollment database FINAL
307,307,,celective,BC-3 enrollment database FINAL,http://purl.obolibrary.org/obo/NCIT_C120835,Elective abortions,how many delibarate abortions has the participant had .,Participant,Obstetric history,http://purl.obolibrary.org/obo/ontoneo/ONTONEO_00000225,Elective,,variable,,,,celective|BC-3 enrollment database FINAL
306,306,,cspontan,BC-3 enrollment database FINAL,http://purl.obolibrary.org/obo/NCIT_C120837,Spontaneous abortions,How many miscarriages has the participant had,Participant,Obstetric history,http://purl.obolibrary.org/obo/ontoneo/ONTONEO_00000225,Spontaneous,,variable,,,,cspontan|BC-3 enrollment database FINAL
91,91,,comp11,BC-3 enrollment database FINAL,http://purl.obolibrary.org/obo/NCIT_C81236,Birth complications,What 1st complication did the participant have in her first delivery,Participant,Obstetric history,http://purl.obolibrary.org/obo/ontoneo/ONTONEO_00000225,Complications,"1=PPH,
2=Chorioamnionitis,
3=Chronic HTN,
4=Pre-eclapsia,
5=Placenta previa,
6=Postpartum endometritis,
7=Retained placenta,
8=Neonatal demise",variable,PPH - postpartum hemorrhage,,,comp11|BC-3 enrollment database FINAL
624,624,,gestage,BC-3 mothers all visits database FINAL,http://purl.obolibrary.org/obo/ontoneo/ONTONEO_00000255,Gestational age,,Observation,Obstetric history,http://purl.obolibrary.org/obo/ontoneo/ONTONEO_00000225,gestation age at next routine visit,"1=16wks,
2=20wks,
3=24wks,
4=28wks,
5=32wks,
6=36wks,
7=40wks",variable,,,,gestage|BC-3 mothers all visits database FINAL
483,483,,gestwks,BC-3 mothers all visits database FINAL,http://purl.obolibrary.org/obo/ontoneo/ONTONEO_00000255,Gestational age (weeks),,Observation,Obstetric history,http://purl.obolibrary.org/obo/ontoneo/ONTONEO_00000225,If routine visit weeks of gestation,,variable,,,,gestwks|BC-3 mothers all visits database FINAL
883,883,,gestwks,BC-3 mothers delivery database FINAL,http://purl.obolibrary.org/obo/ontoneo/ONTONEO_00000255,Gestational age (weeks),,Observation,Obstetric history,http://purl.obolibrary.org/obo/ontoneo/ONTONEO_00000225,Weeks of gestation,,variable,,,,gestwks|BC-3 mothers delivery database FINAL
331,331,,gestwks,BC-3 mothers expanded database FINAL,http://purl.obolibrary.org/obo/ontoneo/ONTONEO_00000255,Gestational age (weeks),,Observation,Obstetric history,http://purl.obolibrary.org/obo/ontoneo/ONTONEO_00000225,If routine visit weeks of gestation,"1=16wks,2=20wks,3=24wks,4=28wks,5=32wks,6=36wks,7=40wks",variable,,,,gestwks|BC-3 mothers expanded database FINAL
96,96,,sex1,BC-3 enrollment database FINAL,http://purl.obolibrary.org/obo/PATO_0001895,Child sex,What was the sex of the first child,Participant,Obstetric history,http://purl.obolibrary.org/obo/ontoneo/ONTONEO_00000225,Sex,"1=Male,
2=Female",variable,,,,sex1|BC-3 enrollment database FINAL
79,79,,dysuria,BC-3 enrollment database FINAL,http://purl.obolibrary.org/obo/HP_0100518,Dysuria,Does the participant have dysuria,Observation,Obstetric symptoms,http://purl.obolibrary.org/obo/EUPATH_0042003,Dysuria,"0=Not present, 1=Present",variable,,,,dysuria|BC-3 enrollment database FINAL
75,75,,contractn,BC-3 enrollment database FINAL,http://purl.obolibrary.org/obo/NCIT_C92867,Abdomical pain/contractions,Does the participant have abdominal pain/ contractions,Observation,Obstetric symptoms,http://purl.obolibrary.org/obo/EUPATH_0042003,Abdominal pain/contractions,"0=Not present, 1=Present",variable,,,,contractn|BC-3 enrollment database FINAL
495,495,,contractn,BC-3 mothers all visits database FINAL,http://purl.obolibrary.org/obo/NCIT_C92867,Abdomical pain/contractions,Regular abdominal contractions,Observation,Obstetric symptoms,http://purl.obolibrary.org/obo/EUPATH_0042003,Regular abdominal contractions,"0=Absent,
1=Present",variable,,,,contractn|BC-3 mothers all visits database FINAL
76,76,,vagnalbd,BC-3 enrollment database FINAL,http://purl.obolibrary.org/obo/NCIT_C92913,Vaginal bleeding,Does the participant have vaginal bleeding,Observation,Obstetric symptoms,http://purl.obolibrary.org/obo/EUPATH_0042003,Vaginal bleeding,"0=Not present, 1=Present",variable,,,,vagnalbd|BC-3 enrollment database FINAL
497,497,,vagnalbd,BC-3 mothers all visits database FINAL,http://purl.obolibrary.org/obo/NCIT_C92913,Vaginal bleeding,,Observation,Obstetric symptoms,http://purl.obolibrary.org/obo/EUPATH_0042003,Vaginal bleeding,"0=Absent,
1=Present",variable,,,,vagnalbd|BC-3 mothers all visits database FINAL
45,45,,id,BC-3 enrollment database FINAL,http://purl.obolibrary.org/obo/EUPATH_0000095,Participant ID,The unique identifier used within the study to identify a participant,Participant,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,Study ID,5-digit number,variable,,,,id|BC-3 enrollment database FINAL
470,470,,id,BC-3 mothers all visits database FINAL,http://purl.obolibrary.org/obo/EUPATH_0000095,Participant ID,,Participant,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,Study Id,5 digit number,variable,,,,id|BC-3 mothers all visits database FINAL
656,656,,id,BC-3 mothers delivery database FINAL,http://purl.obolibrary.org/obo/EUPATH_0000095,Participant ID,Participant ID,Participant,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,Study ID,5 digit number,variable,,,,id|BC-3 mothers delivery database FINAL
313,313,,id,BC-3 mothers expanded database FINAL,http://purl.obolibrary.org/obo/EUPATH_0000095,Participant ID,,Participant,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,Patient ID number,5-digit number,variable,,,,id|BC-3 mothers expanded database FINAL
912,912,,id,Individual level database FINAL,http://purl.obolibrary.org/obo/EUPATH_0000095,Participant ID,,Participant,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,Study ID,5 digits,variable,,,,id|Individual level database FINAL
1072,1072,,id,BC-3 childs all visit database FINAL,http://purl.obolibrary.org/obo/EUPATH_0000095,Participant ID,,Participant,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,Study Id,5 digits,variable,,,,id|BC-3 childs all visit database FINAL
386,386,,id,BC-3 childs expanded database FINAL,http://purl.obolibrary.org/obo/EUPATH_0000095,Participant ID,,Participant,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,Study ID,5 digit number,variable,,,,id|BC-3 childs expanded database FINAL
1026,1026,,id,BC-3 children individual level database FINAL,http://purl.obolibrary.org/obo/EUPATH_0000095,Participant ID,,Participant,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,Study ID,5 digits,variable,,,,id|BC-3 children individual level database FINAL
1210,1210,,id,BC-3 childs deaths FINAL,http://purl.obolibrary.org/obo/EUPATH_0000095,Participant ID,,Participant,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,Study Id,5 digits,variable,,,,id|BC-3 childs deaths FINAL
1,1,,id,BC-3 childs hospitalizations FINAL,http://purl.obolibrary.org/obo/EUPATH_0000095,Participant ID,The unique identifier used within the study to identify a participant,Participant,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,Study ID,numeric,variable,,,,id|BC-3 childs hospitalizations FINAL
473,473,,uniqueid,BC-3 mothers all visits database FINAL,http://purl.obolibrary.org/obo/EUPATH_0000095,Participant ID,,Participant,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,Unique ID number (id + date),id number + 5-digit number,variable,,,,uniqueid|BC-3 mothers all visits database FINAL
329,329,,uniqueid,BC-3 mothers expanded database FINAL,http://purl.obolibrary.org/obo/EUPATH_0000095,Participant ID,,Participant,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,Unique ID number = participant ID number + date,id number + 5-digit number,variable,,,,uniqueid|BC-3 mothers expanded database FINAL
,,,id,BC3_Household_Survey_Data,http://purl.obolibrary.org/obo/EUPATH_0000095,Participant ID,,Participant,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,"to ensure data integrity, please re-enter the participant id.",5 digits,variable,,,,
,,,,,http://purl.obolibrary.org/obo/EUPATH_0000307,Participant study details,,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,,,,,,,
,,,,,http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,,,,,,,
,,,,,,Administrative information ,,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,,,,,,,
,,,,,,Clinical history,,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,,,,,,,
915,915,,enrollage,Individual level database FINAL,http://purl.obolibrary.org/obo/EUPATH_0000120,Age at enrollment,,Participant,Participant study details,http://purl.obolibrary.org/obo/EUPATH_0000307,Age at enrollment in years,,variable,,,,enrollage|Individual level database FINAL
1030,1030,,enrollage,BC-3 children individual level database FINAL,http://purl.obolibrary.org/obo/EUPATH_0000120,Maternal age at enrollment,,Participant,Participant study details,http://purl.obolibrary.org/obo/EUPATH_0000307,Mothers age at enrollment in years,,variable,,,,enrollage|BC-3 children individual level database FINAL
327,327,,N,BC-3 mothers expanded database FINAL,http://purl.obolibrary.org/obo/EUPATH_0000138,Total days of observation,,Participant,Participant study details,http://purl.obolibrary.org/obo/EUPATH_0000307,total days of observation,,variable,,,,N|BC-3 mothers expanded database FINAL
393,393,,N,BC-3 childs expanded database FINAL,http://purl.obolibrary.org/obo/EUPATH_0000138,Total observation days,,Participant,Participant study details,http://purl.obolibrary.org/obo/EUPATH_0000307,total days of observation,,variable,,,,N|BC-3 childs expanded database FINAL
46,46,,date,BC-3 enrollment database FINAL,http://purl.obolibrary.org/obo/EUPATH_0000151,Enrollment date,The date the participant was enrolled,Participant,Participant study details,http://purl.obolibrary.org/obo/EUPATH_0000307,Date of Enrollment,date,variable,,,,date|BC-3 enrollment database FINAL
316,316,,enrolldate,BC-3 mothers expanded database FINAL,http://purl.obolibrary.org/obo/EUPATH_0000151,Enrollment date,,Participant,Participant study details,http://purl.obolibrary.org/obo/EUPATH_0000307,Date of enrollment,Date,variable,,,,enrolldate|BC-3 mothers expanded database FINAL
324,324,,enddate,BC-3 mothers expanded database FINAL,http://purl.obolibrary.org/obo/EUPATH_0000152,Last date observed,,Participant,Participant study details,http://purl.obolibrary.org/obo/EUPATH_0000307,Last day in the study,Date,variable,,,,enddate|BC-3 mothers expanded database FINAL
1056,1056,,enddate,BC-3 children individual level database FINAL,http://purl.obolibrary.org/obo/EUPATH_0000152,Last date observed,,Participant,Participant study details,http://purl.obolibrary.org/obo/EUPATH_0000307,Last day in the study,date,variable,,,,enddate|BC-3 children individual level database FINAL
934,934,,withdrawalreason,Individual level database FINAL,http://purl.obolibrary.org/obo/EUPATH_0000208,Reason for withdraw,,Participant,Participant study details,http://purl.obolibrary.org/obo/EUPATH_0000307,Reason for study withdrawal,"1=Participant unable to be located for > 60 days
2=Participant moved out of study area
3=Participant death (complete Death CRF)
4=Withdrawal of informed consent
5=Inability to comply with the study schedule and procedures
6=At the discretion of the site investigator if the study is not in the best interest of the participant
7=Subject or parent/guardian judged by the site investigator to be at significant risk ..
8=Women found to have become HIV-infected during pregnancy or at delivery (infants excluded from study)
9=Participant completed the study",variable,,,,withdrawalreason|Individual level database FINAL
1055,1055,,withdrawalreason,BC-3 children individual level database FINAL,http://purl.obolibrary.org/obo/EUPATH_0000208,Reason for withdraw,,Participant,Participant study details,http://purl.obolibrary.org/obo/EUPATH_0000307,Reason for study withdrawal,"1=Participant unable to be located for > 60 days
2=Participant moved out of study area
3=Participant death (complete Death CRF)
4=Withdrawal of informed consent
5=Inability to comply with the study schedule and procedures
6=At the discretion of the site investigator if the study is not in the best interest of the participant
7=Subject or parent/guardian judged by the site investigator to be at significant risk ..
8=Women found to have become HIV-infected during pregnancy or at delivery (infants excluded from study)
9=Participant completed the study",variable,,,,withdrawalreason|BC-3 children individual level database FINAL
323,323,,withdrawalreason,BC-3 mothers expanded database FINAL,http://purl.obolibrary.org/obo/EUPATH_0000208,Reason for withdrawal,,Participant,Participant study details,http://purl.obolibrary.org/obo/EUPATH_0000307,Reason for study withdrawal,"1=Participant unable to be located for > 60 days
2=Participant moved out of study area
3=Participant death (complete Death CRF)
4=Withdrawal of informed consent
5=Inability to comply with the study schedule and procedures
6=At the discretion of the site investigator if the study is not in the best interest of the participant
7=Subject or parent/guardian judged by the site investigator to be at significant risk ..
8=Women found to have become HIV-infected during pregnancy or at delivery (infants excluded from study)
9=Participant completed the study",variable,,Okay to drop even though distinct from individual database?,,withdrawalreason|BC-3 mothers expanded database FINAL
322,322,,withdrawaldate,BC-3 mothers expanded database FINAL,http://purl.obolibrary.org/obo/EUPATH_0005007,Withdraw date,,Participant,Participant study details,http://purl.obolibrary.org/obo/EUPATH_0000307,Date prematurely withdrawn from the study,Date,variable,,,,withdrawaldate|BC-3 mothers expanded database FINAL
1054,1054,,withdrawaldate,BC-3 children individual level database FINAL,http://purl.obolibrary.org/obo/EUPATH_0005007,Withdraw date,,Participant,Participant study details,http://purl.obolibrary.org/obo/EUPATH_0000307,Date prematurely withdrawn from the study,date,variable,DROP,Duplicate with enddate,,withdrawaldate|BC-3 children individual level database FINAL
319,319,,studydrugdate,BC-3 mothers expanded database FINAL,http://purl.obolibrary.org/obo/EUPATH_0042033,Study drug administration date,,Participant,Participant study details,http://purl.obolibrary.org/obo/EUPATH_0000307,Date study drugs first given,Date,variable,,,,studydrugdate|BC-3 mothers expanded database FINAL
332,332,,itn,BC-3 mothers expanded database FINAL,http://purl.obolibrary.org/obo/EUPATH_0000216,ITN last night,Did the woman sleep under an ITN last night,Observation,Personal vector intervention,http://purl.obolibrary.org/obo/EUPATH_0021097,Did the woman sleep under an ITN last night,"0=No,1=Yes",variable,,,,itn|BC-3 mothers expanded database FINAL
1077,1077,,itn,BC-3 childs all visit database FINAL,http://purl.obolibrary.org/obo/EUPATH_0000216,ITN last night,,Observation,Personal vector intervention,http://purl.obolibrary.org/obo/EUPATH_0021097,Did the child sleep under an ITN last night,"0=No,
1=Yes",variable,,,,itn|BC-3 childs all visit database FINAL
428,428,,itn,BC-3 childs expanded database FINAL,http://purl.obolibrary.org/obo/EUPATH_0000216,ITN last night,,Observation,Personal vector intervention,http://purl.obolibrary.org/obo/EUPATH_0021097,Did the child sleep under an ITN last night,"0=No,1=Yes",variable,,,,itn|BC-3 childs expanded database FINAL
310,310,,ITNlastnight,BC-3 enrollment database FINAL,http://purl.obolibrary.org/obo/EUPATH_0000216,ITN last night,5. Slept under ITN last night,Observation,Personal vector intervention,http://purl.obolibrary.org/obo/EUPATH_0021097,Slept under ITN last night,"0 = No,
1=Yes",variable,,,,ITNlastnight|BC-3 enrollment database FINAL
172,172,,bednet,BC-3 enrollment database FINAL,http://purl.obolibrary.org/obo/EUPATH_0024123,Bednets,1. Do you have a bednet?,Observation,Personal vector intervention,http://purl.obolibrary.org/obo/EUPATH_0021097,Do you have a bednet?,"0=No,
1=Yes,
9=Unknown",variable,,,,bednet|BC-3 enrollment database FINAL
