colOrder,overallOrder,displayOrder,variable,dataFile,IRI,label,definition,category,parentLabel,parentIRI,codebookDescription,codebookValues,termType,notesForOnt,notesForProvider,notesForDL
1141,1141,,other2::BC-3 childs all visit database FINAL,BC-3 childs all visit database FINAL,,"Other condition, 2",Other clinical assessment,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,Other2,,variable,,Define,
237,237,,other2dur::BC-3 enrollment database FINAL,BC-3 enrollment database FINAL,,"Other condition, 2 duration (days)",Other clinical assessment duration,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,Other Duration,,variable,,,
560,560,,other2dur::BC-3 mothers all visits database FINAL,BC-3 mothers all visits database FINAL,,"Other condition, 2 duration (days)",Other clinical assessment duration,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,Other2 Duration,,variable,,,
1143,1143,,other2dur::BC-3 childs all visit database FINAL,BC-3 childs all visit database FINAL,,"Other condition, 2 duration (days)",Other clinical assessment duration,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,Other2 Duration,,variable,,Define,
236,236,,other2grade::BC-3 enrollment database FINAL,BC-3 enrollment database FINAL,,"Other condition, 2 grade",Other clinical assessment grade,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,Other Grade,"0 = absent,
1 = mild,
2 = moderate,
3 = severe,
4 = life threatening,
9 = unable to assess",variable,,,
559,559,,other2grade::BC-3 mothers all visits database FINAL,BC-3 mothers all visits database FINAL,,"Other condition, 2 grade",Other clinical assessment grade,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,Other2 Grade,"0 = absent,
1 = mild,
2 = moderate,
3 = severe,
4 = life threatening,
9 = unable to assess",variable,,,
1142,1142,,other2grade::BC-3 childs all visit database FINAL,BC-3 childs all visit database FINAL,,"Other condition, 2 grade",Other clinical assessment grade,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,Other2 Grade,"0 = absent,
1 = mild,
2 = moderate,
3 = severe,
4 = life threatening,
9 = unable to assess",variable,,,
1144,1144,,other3::BC-3 childs all visit database FINAL,BC-3 childs all visit database FINAL,,"Other condition, 3",Other clinical assessment,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,Other3,,variable,,,
1146,1146,,other3dur::BC-3 childs all visit database FINAL,BC-3 childs all visit database FINAL,,"Other condition, 3 duration (days)",Other clinical assessment,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,Other3 Duration,,variable,,,
1145,1145,,other3grade::BC-3 childs all visit database FINAL,BC-3 childs all visit database FINAL,,"Other condition, 3 grade",,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,Other3 Grade,"0 = absent,
1 = mild,
2 = moderate,
3 = severe,
4 = life threatening,
9 = unable to assess",variable,,,
840,840,,otherdesc::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,,Other lab result described,,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,Other Lab,,variable,,,
842,842,,othergrade::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,,Other lab result described,,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,Other Lab grade,,variable,,,
5,5,,othhosp::BC-3 childs hospitalizations FINAL,BC-3 childs hospitalizations FINAL,http://purl.obolibrary.org/obo/EUPATH_0000318,Admitting hospital,Name of the hospital the participant was hospitalized,Observation,Hospitalization,http://purl.obolibrary.org/obo/EUPATH_0000308,Other hospital,text,variable,,,
1221,1221,,othinfospe::BC-3 childs deaths FINAL,BC-3 childs deaths FINAL,,"Death information, specify",,Participant,Demographics,http://purl.obolibrary.org/obo/EUPATH_0010981,information obtained as other specified,,variable,,,
583,583,,othlab1::BC-3 mothers all visits database FINAL,BC-3 mothers all visits database FINAL,,Other lab result 1,,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,Other result,,variable,,,
1160,1160,,othlab1::BC-3 childs all visit database FINAL,BC-3 childs all visit database FINAL,,Other lab result 1,,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,Other result,,variable,,,
582,582,,othlab1desc::BC-3 mothers all visits database FINAL,BC-3 mothers all visits database FINAL,,Other lab result 1 described,,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,Other description,,variable,,,
1159,1159,,othlab1desc::BC-3 childs all visit database FINAL,BC-3 childs all visit database FINAL,,Other lab result 1 described,,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,Other description,,variable,,,
584,584,,othlab1grade::BC-3 mothers all visits database FINAL,BC-3 mothers all visits database FINAL,,Other lab result 1 grade,,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,Other grade,"0 = no grade,
1 = grade 1,
2 = grade 2,
3 = grade 3,
4 = grade 4
",variable,,,
1161,1161,,othlab1grade::BC-3 childs all visit database FINAL,BC-3 childs all visit database FINAL,,Other lab result 1 grade,,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,Other grade,"0 = no grade,
1 = grade 1,
2 = grade 2,
3 = grade 3,
4 = grade 4
",variable,,,
586,586,,othlab2::BC-3 mothers all visits database FINAL,BC-3 mothers all visits database FINAL,,Other lab result 2,,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,other result,,variable,,,
1164,1164,,othlab2::BC-3 childs all visit database FINAL,BC-3 childs all visit database FINAL,,Other lab result 2,,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,Other result,,variable,,,
585,585,,othlab2desc::BC-3 mothers all visits database FINAL,BC-3 mothers all visits database FINAL,,Other lab result 2 described,,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,Other description,,variable,,,
1163,1163,,othlab2desc::BC-3 childs all visit database FINAL,BC-3 childs all visit database FINAL,,Other lab result 2 described,,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,other description,,variable,,,
587,587,,othlab2grade::BC-3 mothers all visits database FINAL,BC-3 mothers all visits database FINAL,,Other lab result 2 described,,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,other grade,"0 = no grade,
1 = grade 1,
2 = grade 2,
3 = grade 3,
4 = grade 4
",variable,,,
1165,1165,,othlab2grade::BC-3 childs all visit database FINAL,BC-3 childs all visit database FINAL,,Other lab result 2 described,,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,other grade,,variable,,,
660,660,,othlod::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,,"Delivery location other than Masafu, Tororo District Hospital or participant's home","Other delivery location other than Masafu, Tororo District Hospital or participant's home",Observation,Delivery,,Other,,variable,,,
9,9,,oxygen::BC-3 childs hospitalizations FINAL,BC-3 childs hospitalizations FINAL,,Oxygen therapy,Specified whether Oxygen therapy was done,Observation,Treatment,http://purl.obolibrary.org/obo/OGMS_0000090,Oxygen therapy,"0=No,
1=Yes",variable,,,
1170,1170,,pardens1::BC-3 childs all visit database FINAL,BC-3 childs all visit database FINAL,http://purl.obolibrary.org/obo/EUPATH_0010901,Parasite species count,,Observation,Test result summary,http://purl.obolibrary.org/obo/EUPATH_0011876,parasite density1,,variable,,"??'Asexual Plasmodium parasite density, by microscopy' <http://purl.obolibrary.org/obo/EUPATH_0000092>",
1171,1171,,pardens2::BC-3 childs all visit database FINAL,BC-3 childs all visit database FINAL,http://purl.obolibrary.org/obo/EUPATH_0010901,Parasite species count,,Observation,Test result summary,http://purl.obolibrary.org/obo/EUPATH_0011876,parasite density2,,variable,,"??'Asexual Plasmodium parasite density, by microscopy' <http://purl.obolibrary.org/obo/EUPATH_0000092>",
1172,1172,,pardens3::BC-3 childs all visit database FINAL,BC-3 childs all visit database FINAL,http://purl.obolibrary.org/obo/EUPATH_0010901,Parasite species count,,Observation,Test result summary,http://purl.obolibrary.org/obo/EUPATH_0011876,parasite density3,,variable,,"??'Asexual Plasmodium parasite density, by microscopy' <http://purl.obolibrary.org/obo/EUPATH_0000092>",
1169,1169,,parsdens::BC-3 childs all visit database FINAL,BC-3 childs all visit database FINAL,http://purl.obolibrary.org/obo/EUPATH_0010901,Parasite species count,,Observation,Test result summary,http://purl.obolibrary.org/obo/EUPATH_0011876,parasite density (/ul),,variable,,"??'Asexual Plasmodium parasite density, by microscopy' <http://purl.obolibrary.org/obo/EUPATH_0000092>",
446,446,,parsdens::BC-3 childs expanded database FINAL,BC-3 childs expanded database FINAL,http://purl.obolibrary.org/obo/EUPATH_0010901,Parasite species count,,Observation,Test result summary,http://purl.obolibrary.org/obo/EUPATH_0011876,parasite density (/ul),,variable,,"'Asexual Plasmodium parasite density, by microscopy' <http://purl.obolibrary.org/obo/EUPATH_0000092>",
810,810,,pbld1::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,,Placental cord blood collected,Was the placental blood collected if it was a single child,Observation,Blood sample collection process,http://purl.obolibrary.org/obo/EUPATH_0011482,Placental Blood1,"0=Not collect, 
1=Collected
",variable,Single child,,
813,813,,pbld2::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,,"Placental cord blood collected, 2nd dhild",Was the placental blood collected from the second child if any,Observation,Blood sample collection process,http://purl.obolibrary.org/obo/EUPATH_0011482,Placental Blood2,"0=Not collect, 
1=Collected
",variable,Twins,,
816,816,,pbld3::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,,"Placental cord blood collected, 3rd child",Was the placental blood collected from the third child if any,Observation,Blood sample collection process,http://purl.obolibrary.org/obo/EUPATH_0011482,Placental Blood3,"0=Not collect, 
1=Collected
",variable,Triplets,,
1223,1223,,pdeath::BC-3 childs deaths FINAL,BC-3 childs deaths FINAL,http://purl.obolibrary.org/obo/EUPATH_0010067,Place of death,,Participant,Death information,http://purl.obolibrary.org/obo/EUPATH_0000671,Where did the subject die,"1=home,2=health center,3=private clinic,
4=hospital, 5=other,9=Unknown",variable,,,
634,634,,peribs::BC-3 mothers all visits database FINAL,BC-3 mothers all visits database FINAL,http://purl.obolibrary.org/obo/EUPATH_0000537,"Plasmodium density (per uL blood), by microscopy",,Sample,Blood microbiology test,,peribs,,variable,,Peripheral blood smear result? Define. What type of data is this? Continuous,
847,847,,peribs::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,http://purl.obolibrary.org/obo/EUPATH_0000537,"Plasmodium density (per uL blood), by microscopy",,Sample,Blood microbiology test,,Peripheral blood smear,,variable,,Peripheral blood smear result? Define. What type of data is this? Continuous,
848,848,,perigame::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,http://purl.obolibrary.org/obo/EUPATH_0023018,"Plasmodium gametocytes present, by microscopy",,Sample,Plasmodium,http://purl.obolibrary.org/obo/NCBITaxon_5820,Peripheral Gametocytes,"1 = Present,
0 = Absent",variable,,Peripheral Gametocytes,
350,350,,pharm::BC-3 mothers expanded database FINAL,BC-3 mothers expanded database FINAL,,Pharmacy refferal,,Observation,Observation details,http://purl.obolibrary.org/obo/EUPATH_0000310,was mother referred to the pharmacy today for admnistration of study drugs,"0=Not referred,1=Referred",variable,,,
10,10,,photo::BC-3 childs hospitalizations FINAL,BC-3 childs hospitalizations FINAL,,Phototherapy,Specified Whether Phototherapy was done,Observation,Treatment,http://purl.obolibrary.org/obo/OGMS_0000090,Phototherapy,"0=No,
1=Yes",variable,,,
852,852,,plabs::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,,"Plasmodium density (per uL), by placental blood smear microscopy",placental smear,Sample,Plasmodium,http://purl.obolibrary.org/obo/NCBITaxon_5820,Placental smear ,,variable,,"do we need to distinguish between placental, peripheral and cord blood sample?",
853,853,,plabs2::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,,"Plasmodium density (per uL), by placental blood smear microscopy",placental smear,Sample,Plasmodium,http://purl.obolibrary.org/obo/NCBITaxon_5820,"Placental smear (placenta ""b"" if twins)",,variable,,"do we need to distinguish between placental, peripheral and cord blood sample?",
885,885,,placentalBSdich::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,,"Asexual Plasmodium parasites present, by placental blood smear microscopy ",,Sample,Plasmodium,http://purl.obolibrary.org/obo/NCBITaxon_5820,placental BS dichotomized,"0,1,2",variable,,"do we need to distinguish between placental, peripheral and cord blood sample?",
1043,1043,,placentalBSdich::BC-3 children individual level database FINAL,BC-3 children individual level database FINAL,,"Asexual Plasmodium parasites present, by placental blood smear microscopy ",,Sample,Plasmodium,http://purl.obolibrary.org/obo/NCBITaxon_5820,placental BS dichotomized,"0,1,2",variable,,,
886,886,,placentalLAMPdich::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,,"Asexual Plasmodium parasites present, by placental LAMP",,Sample,Plasmodium,http://purl.obolibrary.org/obo/NCBITaxon_5820,Placental blood LAMP,"0=Negative,1=Positive,9=No results",variable,,"do we need to distinguish between placental, peripheral and cord blood sample?",
1044,1044,,placentalLAMPdich::BC-3 children individual level database FINAL,BC-3 children individual level database FINAL,,"Asexual Plasmodium parasites present, by placental LAMP",,Sample,Plasmodium,http://purl.obolibrary.org/obo/NCBITaxon_5820,Placental blood LAMP,"0=Negative,1=Positive,9=No results",variable,,,
803,803,,placollect::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,,Placental blood collected,Were any placental specimens collected during delivery,Sample,Blood sample collection process,http://purl.obolibrary.org/obo/EUPATH_0011482,Were any placental specimens collected,"0=No, 
1=Yes",variable,,,
805,805,,plareas::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,,Reason for not collecting placental blood,Reason for not collecting the placenta or placentas,Sample,Blood sample collection process,http://purl.obolibrary.org/obo/EUPATH_0011482,"If no placentas collected, Reason","0=No, 
1=Yes",variable,,,
341,341,,plasma::BC-3 mothers expanded database FINAL,BC-3 mothers expanded database FINAL,,Plasma collected for PK,,Sample,Blood sample collection process,http://purl.obolibrary.org/obo/EUPATH_0011482,plasma for PK,"0=Not Indicated,1=Collected,2=Forgot to collect,3=Declined
",variable,,,
270,270,,plt::BC-3 enrollment database FINAL,BC-3 enrollment database FINAL,http://purl.obolibrary.org/obo/EFO_0004309,Platelet result (/mm3),Platelets results,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,Platelets,,variable,,,
834,834,,plt::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,http://purl.obolibrary.org/obo/EFO_0004309,Platelet result (/mm3),,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,Platelets,,variable,,,
344,344,,plt::BC-3 mothers expanded database FINAL,BC-3 mothers expanded database FINAL,http://purl.obolibrary.org/obo/EFO_0004309,Platelet result (/mm3),,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,platelets,,variable,,,
1155,1155,,plt::BC-3 childs all visit database FINAL,BC-3 childs all visit database FINAL,http://purl.obolibrary.org/obo/EFO_0004309,Platelet result (/mm3),,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,platelets,,variable,,,
440,440,,plt::BC-3 childs expanded database FINAL,BC-3 childs expanded database FINAL,http://purl.obolibrary.org/obo/EFO_0004309,Platelet result (/mm3),,Sample,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795,platelets,,variable,,,
271,271,,pltgrade::BC-3 enrollment database FINAL,BC-3 enrollment database FINAL,,Platelet result grade,The grade of the platelets results,Sample,Blood test,http://purl.obolibrary.org/obo/OGMS_0000058,Platelets grade,"0 = no grade,
1 = grade 1,
2 = grade 2,
3 = grade 3,
4 = grade 4
",variable,,,
577,577,,pltgrade::BC-3 mothers all visits database FINAL,BC-3 mothers all visits database FINAL,,Platelet result grade,,Sample,Blood test,http://purl.obolibrary.org/obo/OGMS_0000058,platelets grade,"0 = no grade,
1 = grade 1,
2 = grade 2,
3 = grade 3,
4 = grade 4
",variable,,,
835,835,,pltgrade::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,,Platelet result grade,,Sample,Blood test,http://purl.obolibrary.org/obo/OGMS_0000058,platelets grade,"0 = no grade,
1 = grade 1,
2 = grade 2,
3 = grade 3,
4 = grade 4
",variable,,,
1156,1156,,pltgrade::BC-3 childs all visit database FINAL,BC-3 childs all visit database FINAL,,Platelet result grade,,Sample,Blood test,http://purl.obolibrary.org/obo/OGMS_0000058,platelets grade,"0 = no grade,
1 = grade 1,
2 = grade 2,
3 = grade 3,
4 = grade 4
",variable,,,
898,898,,preterm::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,,Preterm birth (<37 weeks),Preterm delivery (< 37 weeks) if live birth,Observation,Delivery,,Preterm delivery (< 37 weeks) if live birth,"0=No,
1=Yes",variable,,,
1053,1053,,preterm::BC-3 children individual level database FINAL,BC-3 children individual level database FINAL,,Preterm birth (<37 weeks),Preterm delivery (< 37 weeks) if live birth,Observation,Delivery,,Preterm delivery (< 37 weeks),"0=No,
1=Yes",variable,,,
809,809,,ptiss1::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,,"Placental tissue collected, 1",Was the placental tissue collected if it was a single child,Sample,Placental sample collection process,,Placental tissue1,"0=Not collect, 
1=Collected
",variable,Single child,,
812,812,,ptiss2::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,,"Placental tissue collected, 2",Was the placental tissue collected from the second child if any,Sample,Placental sample collection process,,Placental tissue2,"0=Not collect, 
1=Collected
",variable,Twins,,
815,815,,ptiss3::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,,"Placental tissue collected, 3",Was the placental tissue collected from the third child if any,Sample,Placental sample collection process,,Placental tissue3,"0=Not collect, 
1=Collected
",variable,Triplets,,
384,384,,qPCRcat::BC-3 mothers expanded database FINAL,BC-3 mothers expanded database FINAL,,"Plasmodium categorization, by qPCR",qPCR parasite density categories,Sample,Plasmodium,http://purl.obolibrary.org/obo/NCBITaxon_5821,qPCR parasite density categories,"0=Negative, 1=0.001-<0.01, 2=0.01-<0.05, 3=0.05-<0.1, 4=0.1-<1, 5=1-<10, 6=10-<100, 7=100-<1000, 8=>1000",variable,,,
385,385,,qPCRdich::BC-3 mothers expanded database FINAL,BC-3 mothers expanded database FINAL,,"Plasmodium present, by qPCR",qPCR dichotomized,Sample,Plasmodium,http://purl.obolibrary.org/obo/NCBITaxon_5821,qPCR dichotomized,"0= Negative (<0.001), 1=Positive (>=0.001)",variable,,,
927,927,,qPCRdichenroll::Individual level database FINAL,Individual level database FINAL,,"Plasmodium present, by qPCR",,Sample,Plasmodium,http://purl.obolibrary.org/obo/NCBITaxon_5821,qPCR dichotomized,"0= Negative (<0.001), 1=Positive (>=0.001)",variable,,,
383,383,,qPCRparsdens::BC-3 mothers expanded database FINAL,BC-3 mothers expanded database FINAL,http://purl.obolibrary.org/obo/EUPATH_0020166,"Plasmodium density (per uL), by qPCR",,Sample,Plasmodium,http://purl.obolibrary.org/obo/NCBITaxon_5821,qPCR parasite density,,variable,,,
597,597,,rdist::BC-3 mothers all visits database FINAL,BC-3 mothers all visits database FINAL,http://purl.obolibrary.org/obo/EUPATH_0020252,Respiratory distress,Respiratory distress,Observation,Severe malaria signs,http://purl.obolibrary.org/obo/EUPATH_0020184,Respiratory distress,1=checked,variable,,NULL,
1188,1188,,rdist::BC-3 childs all visit database FINAL,BC-3 childs all visit database FINAL,http://purl.bioontology.org/ontology/MEDDRA/10009119,Respiratory distress,,Observation,Symptoms,http://purl.obolibrary.org/obo/EUPATH_0021002,Respiratory distress,1=checked,variable,,,
51,51,,renal::BC-3 enrollment database FINAL,BC-3 enrollment database FINAL,,Renal disease,Specified whether participant has renal disease,Participant,Clinical history,http://purl.obolibrary.org/obo/OGMS_0000015,Renal disease,"0 = No,
1=Yes",variable,,,
543,543,,resp::BC-3 mothers all visits database FINAL,BC-3 mothers all visits database FINAL,,Respiratory condition,,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,Resp,,variable,,,
1126,1126,,resp::BC-3 childs all visit database FINAL,BC-3 childs all visit database FINAL,,Respiratory condition,,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,Resp,,variable,,Difference betweenthis and resprate?,
222,222,,respdur::BC-3 enrollment database FINAL,BC-3 enrollment database FINAL,,Respiratory condition duration (days),Respiatory distress duration,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,Resp Duration,,variable,,,
545,545,,respdur::BC-3 mothers all visits database FINAL,BC-3 mothers all visits database FINAL,,Respiratory condition duration (days),Respiratory distress duration,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,Resp Duration,,variable,,,
1128,1128,,respdur::BC-3 childs all visit database FINAL,BC-3 childs all visit database FINAL,,Respiratory condition duration (days),Respiratory distress duration,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,Resp Duration,,variable,,,
221,221,,respgrade::BC-3 enrollment database FINAL,BC-3 enrollment database FINAL,,Respiratory condition grade,Respiatory distress grade,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,Resp Grade,"0 = absent,
1 = mild,
2 = moderate,
3 = severe,
4 = life threatening,
9 = unable to assess",variable,,Distress or more general?,
544,544,,respgrade::BC-3 mothers all visits database FINAL,BC-3 mothers all visits database FINAL,,Respiratory condition grade,Respiratory distress grade,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,Resp Grade,"0 = absent,
1 = mild,
2 = moderate,
3 = severe,
4 = life threatening,
9 = unable to assess",variable,,Distress or more general?,
1127,1127,,respgrade::BC-3 childs all visit database FINAL,BC-3 childs all visit database FINAL,,Respiratory condition grade,Respiratory distress grade,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,Resp Grade,"0 = absent,
1 = mild,
2 = moderate,
3 = severe,
4 = life threatening,
9 = unable to assess",variable,,,
1092,1092,,resprate::BC-3 childs all visit database FINAL,BC-3 childs all visit database FINAL,http://purl.obolibrary.org/obo/CMO_0000289,Respiratory rate (breaths/min),,Observation,Physical examination,http://purl.obolibrary.org/obo/OGMS_0000083,Respiratory rate,,variable,,Difference between this and resp?,
49,49,,rheumatic::BC-3 enrollment database FINAL,BC-3 enrollment database FINAL,,History of Rheumatic fever,Specified whether participant has a history of Rheumatic fever,Participant,Clinical history,http://purl.obolibrary.org/obo/OGMS_0000015,History of Rheumatic fever,"0 = No,
1=Yes",variable,,,
887,887,,rogerson::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,,Placental malaria by Rogerson criteria,,Sample,Placental test result,,Placental malaria by Rogerson criteria,"0=No parasites or pigment, 1=Parasites-no pigment in monocytes or fibrin, 2=Parasites-pigment in monocytes +/- fibrin, 3=parasites- pigment in fibrin only, 4=pigment only",variable,,,
941,941,,rogerson::Individual level database FINAL,Individual level database FINAL,,Placental malaria by Rogerson criteria,,Sample,Placental test result,,Placental malaria by Rogerson criteria,"0=No parasites or pigment, 1=Parasites-no pigment in monocytes or fibrin, 2=Parasites-pigment in monocytes +/- fibrin, 3=parasites- pigment in fibrin only, 4=pigment only",variable,,,
1045,1045,,rogerson::BC-3 children individual level database FINAL,BC-3 children individual level database FINAL,,Placental malaria by Rogerson criteria,,Sample,Placental test result,,Placental malaria by Rogerson criteria,"0=No parasites or pigment, 1=Parasites-no pigment in monocytes or fibrin, 2=Parasites-pigment in monocytes +/- fibrin, 3=parasites- pigment in fibrin only, 4=pigment only",variable,,,
426,426,,routineBS::BC-3 childs expanded database FINAL,BC-3 childs expanded database FINAL,,Routine visit with blood smear,,Observation,Observation details,,Routine visit when BS done,"0=No,1=Yes",variable,,,
469,469,,routinehb::BC-3 childs expanded database FINAL,BC-3 childs expanded database FINAL,,Date routine hemoglobin test,,Observation,Observation details,http://purl.obolibrary.org/obo/EUPATH_0000310,Date routine hemoglobin testing done,1,variable,,,
613,613,,rvisit::BC-3 mothers all visits database FINAL,BC-3 mothers all visits database FINAL,,Routine visit,,Observation,Observation details,http://purl.obolibrary.org/obo/EUPATH_0000310,is today a routine visit and therefore the mother due for study drugs,"0=No,
1=Yes",variable,,,
356,356,,sdelig::BC-3 mothers expanded database FINAL,BC-3 mothers expanded database FINAL,,Study drug eligibility,,Observation,Observation details,http://purl.obolibrary.org/obo/OGMS_0000073,Study drug eligibility,"0=Not enrolled,1=Dispensed,2=Missed visit,3=Delivery/Withdrawn",variable,,,
355,355,,sdgestage::BC-3 mothers expanded database FINAL,BC-3 mothers expanded database FINAL,,Gestational age for receipt of study drug,,Observation,Observation details,http://purl.obolibrary.org/obo/EUPATH_0000310,Gestational age for administering study drugs,"16,20,24,28,32,36,40",variable,,,
96,96,,sex1::BC-3 enrollment database FINAL,BC-3 enrollment database FINAL,,Child sex,What was the sex of the first child,Participant,Obstetric history,,Sex,"1=Male,
2=Female",variable,,,
108,108,,sex2::BC-3 enrollment database FINAL,BC-3 enrollment database FINAL,,"Child sex, 2",What was the sex of the 2nd child,Participant,Obstetric history,,Sex,"1=Male,
2=Female",variable,,Should we do these as separate variables? First delivery second delivery etc.?,
120,120,,sex3::BC-3 enrollment database FINAL,BC-3 enrollment database FINAL,,"Child sex, 3",What was the sex of the 3rd child,Participant,Obstetric history,,Sex,"1=Male,
2=Female",variable,,Should we do these as separate variables? First delivery second delivery etc.?,
132,132,,sex4::BC-3 enrollment database FINAL,BC-3 enrollment database FINAL,,"Child sex, 4",What was the sex of the 4th child,Participant,Obstetric history,,Sex,"1=Male,
2=Female",variable,,Should we do these as separate variables? First delivery second delivery etc.?,
144,144,,sex5::BC-3 enrollment database FINAL,BC-3 enrollment database FINAL,,"Child sex, 5",What was the sex of the 5th child,Participant,Obstetric history,,Sex,"1=Male,
2=Female",variable,,Should we do these as separate variables? First delivery second delivery etc.?,
156,156,,sex6::BC-3 enrollment database FINAL,BC-3 enrollment database FINAL,,"Child sex, 6",What was the sex of the 6th child,Participant,Obstetric history,,Sex,"1=Male,
2=Female",variable,,Should we do these as separate variables? First delivery second delivery etc.?,
168,168,,sex7::BC-3 enrollment database FINAL,BC-3 enrollment database FINAL,,"Child sex, 7",What was the sex of the 7th child,Participant,Obstetric history,,Sex,"1=Male,
2=Female",variable,,Should we do these as separate variables? First delivery second delivery etc.?,
899,899,,SGA::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,,Small for gestational age,,Observation,Delivery,,Small for gestational age if live birth,"0=No,
1=Yes",variable,,,
53,53,,sickled::BC-3 enrollment database FINAL,BC-3 enrollment database FINAL,,Sickle cell disease,Specified whether participant has sickle cell disease,Participant,Clinical history,http://purl.obolibrary.org/obo/OGMS_0000015,Sickle Cell disease,"0 = No,
1=Yes",variable,,,
214,214,,skin::BC-3 enrollment database FINAL,BC-3 enrollment database FINAL,,Skin condition,,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,Skin,,variable,,,
537,537,,skin::BC-3 mothers all visits database FINAL,BC-3 mothers all visits database FINAL,,Skin condition,,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,Skin,,variable,,,
1120,1120,,skin::BC-3 childs all visit database FINAL,BC-3 childs all visit database FINAL,,Skin condition,,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,Skin,,variable,,,
216,216,,skindur::BC-3 enrollment database FINAL,BC-3 enrollment database FINAL,,Skin condition duration (days),Skin Duration,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,Skin Duration,,variable,,,
