colOrder,variable,dataset,keepDiscard,notesForDL,codebookDescription,codebookValues,timeVarying,duplicated,dateTime,flag
721,F7_SEEK_CTR1,gems1a_case_control_study_data,keep,,If you sought care for Child's last episode of diarrhea where did you go? Hospital/Center of first choice,0,,,,
722,F7_SEEK_CTR1_CODE,gems1a_case_control_study_data,keep,,If you sought care for Child's last episode of diarrhea where did you go? Hospital/Center of first choice Code,,,,,
723,F7_SEEK_CTR1_SHC,gems1a_case_control_study_data,keep,,If you sought care for Child's last episode of diarrhea where did you go? Hospital/Center of first choice. SHC,0,,,,
724,F7_SEEK_CTR2,gems1a_case_control_study_data,keep,,If you sought care for Child's last episode of diarrhea where did you go? Hospital/Center of second choice,0,,,,
725,F7_SEEK_CTR2_CODE,gems1a_case_control_study_data,keep,,If you sought care for Child's last episode of diarrhea where did you go? Hospital/Center of second choice Code,Num,,,,
726,F7_SEEK_CTR2_SHC,gems1a_case_control_study_data,keep,,If you sought care for Child's last episode of diarrhea where did you go? Hospital/Center of second choice SHC,0,,,,
727,F7_SEEK_CTR3,gems1a_case_control_study_data,keep,,If you sought care for Child's last episode of diarrhea where did you go? Hospital/Center of third choice,0,,,,
728,F7_SEEK_CTR3_CODE,gems1a_case_control_study_data,keep,,If you sought care for Child's last episode of diarrhea where did you go? Hospital/Center of third choice Code,Num,,,,
729,F7_SEEK_CTR3_SHC,gems1a_case_control_study_data,keep,,If you sought care for Child's last episode of diarrhea where did you go? Hospital/Center of third choice SHC,0,,,,
730,F7_SEEK_OTHR,gems1a_case_control_study_data,keep,,If you sought care for Child's last episode of diarrhea where did you go? Other Hospital/Center,0,,,,
731,F7_SEEK_OTHR_SPEC,gems1a_case_control_study_data,drop,,If you sought care for Child's last episode of diarrhea where did you go? Other Hospital/Center specify,Char,,,,
732,F7_OFFR_DRINK,gems1a_case_control_study_data,keep,,"The last time Child had diarrhea, how much did you offer Child to drink?",0,,,,
733,F7_OFFR_EAT,gems1a_case_control_study_data,keep,,"The last time Child had diarrhea, how much did you offer Child to eat?",0,,,,
734,F7_WT_CHILD,gems1a_case_control_study_data,keep,,Physical findings: Weight 0-23 months Caretaker + Child,Num,,,,
735,F7_WT_CARE,gems1a_case_control_study_data,keep,,Physical findings: Weight 0-23 months Caretaker alone,Num,,,,
736,F7_WT,gems1a_case_control_study_data,keep,,Physical findings: Weight of Child Alone 24-59 Months,Num,,,,
737,F7_WEIGHT,gems1a_case_control_study_data,keep,,Physical findings: Calculated Weight,Num,,,,
738,F7_WAZ,gems1a_case_control_study_data,keep,,Physical findings: Weight for Age,Num,,,,
739,F7_WAZ_F,gems1a_case_control_study_data,keep,,Physical findings: Flag for _ZWAZ<-6 or _ZWAZ>5,0,,,,
740,F7_HT1,gems1a_case_control_study_data,keep,,Physical findings: 1b. Height 1st,Num,,,,
741,F7_HT2,gems1a_case_control_study_data,keep,,Physical findings: 1b. Height 2nd,Num,,,,
742,F7_HT3,gems1a_case_control_study_data,keep,,Physical findings: 1b. Height 3rd,Num,,,,
743,F7_HEIGHT,gems1a_case_control_study_data,keep,,Physical findings: Calculated mean height,Num,,,,
744,F7_HEIGHT_MEDIAN,gems1a_case_control_study_data,keep,,Physical findings: Calculated median height,Num,,,,
745,F7_HAZ,gems1a_case_control_study_data,keep,,Physical findings: Length/height-for-age z-score,Num,,,,
746,F7_HAZ_F,gems1a_case_control_study_data,keep,,Physical findings: Flag for _HAZ<-6 or _HAZ>6,0,,,,
747,F7_WHZ,gems1a_case_control_study_data,keep,,Physical findings: Weight-for-length/height z-score,Num,,,,
748,F7_WHZ_F,gems1a_case_control_study_data,keep,,Physical findings: Flag for _WHZ<-5 or _WHZ>5,0,,,,
749,F7_MED_HAZ,gems1a_case_control_study_data,keep,,Physical findings: Length/height-for-age z-score (median ht),Num,,,,
750,F7_MED_HAZ_F,gems1a_case_control_study_data,keep,,Physical findings: Flag for _HAZ<-6 or _HAZ>6 (median ht),0,,,,
751,F7_MED_WHZ,gems1a_case_control_study_data,keep,,Physical findings: Weight-for-length/height z-score (median ht),Num,,,,
752,F7_MED_WHZ_F,gems1a_case_control_study_data,keep,,Physical findings: Flag for _WHZ<-5 or _WHZ>5 (median ht),0,,,,
753,F7_MUAC1,gems1a_case_control_study_data,keep,,Physical findings: 1c. MUAC 1st,Num,,,,
754,F7_MUAC2,gems1a_case_control_study_data,keep,,Physical findings: 1c. MUAC 2nd,Num,,,,
755,F7_MUAC3,gems1a_case_control_study_data,keep,,Physical findings: 1c. MUAC 3rd,Num,,,,
756,F7_MUAC,gems1a_case_control_study_data,keep,,Physical findings: Calculated mean MUAC,Num,,,,
757,F7_MUAC_MEDIAN,gems1a_case_control_study_data,keep,,Physical findings: Calculated median MUAC,Num,,,,
758,F7_MUAC_AGEZ,gems1a_case_control_study_data,keep,,Physical findings: Arm circumference-for-age z score,Num,,,,
759,F7_MUAC_AGEZ_F,gems1a_case_control_study_data,keep,,Physical findings: Flag for _ZAC<-5 or _ZAC>5,0,,,,
760,F7_MED_MUAC_AGEZ,gems1a_case_control_study_data,keep,,Physical findings: Arm circumference-for-age z score (median ac),Num,,,,
761,F7_MED_MUAC_AGEZ_F,gems1a_case_control_study_data,keep,,Physical findings: Flag for _ZAC<-5 or _ZAC>5 (median ac),0,,,,
762,F7_BMI,gems1a_case_control_study_data,keep,,Physical findings: Calculated BMI=weight / squared(_CLENHEI),Num,,,,
763,F7_BMIZ,gems1a_case_control_study_data,keep,,Physical findings: BMI-for-age z-score,Num,,,,
764,F7_BMIZ_F,gems1a_case_control_study_data,keep,,Physical findings: Flag for _ZBMI<-5 or _ZBMI>5,0,,,,
765,F7_MED_BMI,gems1a_case_control_study_data,keep,,Physical findings: Calculated BMI=weight / squared(_CLENHEI) (median ht),Num,,,,
766,F7_MED_BMIZ,gems1a_case_control_study_data,keep,,Physical findings: BMI-for-age z-score (median ht),Num,,,,
767,F7_MED_BMIZ_F,gems1a_case_control_study_data,keep,,Physical findings: Flag for _ZBMI<-5 or _ZBMI>5 (median ht),0,,,,
768,F7_TEMP,gems1a_case_control_study_data,keep,,Physical findings: 1d. Axillary temperature,Num,,,,
769,F7_RESP1,gems1a_case_control_study_data,keep,,Physical findings:  1e. Respiratory rate per minute 1st,Num,,,,
770,F7_RESP2,gems1a_case_control_study_data,keep,,Physical findings:  1e. Respiratory rate per minute 2nd,Num,,,,
771,F7_RESP,gems1a_case_control_study_data,keep,,Physical findings:  Calculated resp rate,Num,,,,
772,F7_BIPEDAL,gems1a_case_control_study_data,keep,,Physical findings: Bipedal edema [Both feet],0,,,,
773,F7_ABN_HAIR,gems1a_case_control_study_data,keep,,"Physical findings: Abnormal hair: sparse, loose, straight",0,,,,
774,F7_UNDER_NUTR,gems1a_case_control_study_data,keep,,Physical findings: Undernutrition: wasted/very thin,0,,,,
775,F7_SKIN_FLAKY,gems1a_case_control_study_data,keep,,Physical findings: Skin has 'flaky paint' appearance,0,,,,
776,F7_SPECIMEN_ID,gems1a_case_control_study_data,keep,,,1,,,,
780,F11_DATE,gems1a_case_control_study_data,keep,,Visit date for Stool Collection,,,,,
782,F11_DATESTOOL,gems1a_case_control_study_data,keep,,Date first whole stool passed/excreted,Date,,,Yes,
783,F11_TIMESTOOL,gems1a_case_control_study_data,keep,,Time first whole stool passed/excreted,24 hr Time,,,Yes,
784,F11_CONSISTENCY,gems1a_case_control_study_data,keep,,Consistency of whole stool sample,1,,,,
785,F11_BLOOD,gems1a_case_control_study_data,keep,,Characterization of whole stool sample: Blood,0,,,,
786,F11_PUS,gems1a_case_control_study_data,keep,,Characterization of whole stool sample: Pus,0,,,,
787,F11_MUCUS,gems1a_case_control_study_data,keep,,Characterization of whole stool sample: Mucus,0,,,,
788,F11_ANTIBIOTIC,gems1a_case_control_study_data,keep,,"If the child is a case, did s/he receive antibiotics after arriving at the health cetner but before producing the whole stool specimen? If the child is a control, did s/he receive antibiotic during the 4 hours prior to stool collection?",0,,,,
789,F11_ANTI_AMPI,gems1a_case_control_study_data,keep,,If received antibiotic: Ampicillin?,0,,,,
790,F11_ANTI_NALI,gems1a_case_control_study_data,keep,,If received antibiotic: Nalidixic acid?,0,,,,
791,F11_ANTI_COTR,gems1a_case_control_study_data,keep,,If received antibiotic: Cotrimoxazole?,0,,,,
792,F11_ANTI_CIPR,gems1a_case_control_study_data,keep,,If received antibiotic: Ciprofloxacin/Norfloxacin/other fluroquinolone?,0,,,,
793,F11_ANTI_SELE,gems1a_case_control_study_data,keep,,If received antibiotic: Selexid/Pivimecillinam,0,,,,
794,F11_ANTI_GENT,gems1a_case_control_study_data,keep,,If received antibiotic: Gentamycin?,0,,,,
795,F11_ANTI_CHLO,gems1a_case_control_study_data,keep,,If received antibiotic: Chloramphenicol/Thiamphenicol?,0,,,,
796,F11_ANTI_ERYT,gems1a_case_control_study_data,keep,,If received antibiotic: Erythromycin?,0,,,,
797,F11_ANTI_AZIT,gems1a_case_control_study_data,keep,,If received antibiotic: Azithromycin?,0,,,,
798,F11_ANTI_MACR,gems1a_case_control_study_data,keep,,If received antibiotic: Other Macrolides?,0,,,,
799,F11_ANTI_PENI,gems1a_case_control_study_data,keep,,If received antibiotic: Penicillin?,0,,,,
800,F11_ANTI_AMOX,gems1a_case_control_study_data,keep,,If received antibiotic: Amoxicillin?,0,,,,
801,F11_ANTI_OTHER,gems1a_case_control_study_data,keep,,If received antibiotic: Other Antibiotic?,0,,,,
802,F11_ANTI_SPEC,gems1a_case_control_study_data,drop,,"If received antibiotic: Other antibiotic, specify",Char,,,,
803,F11_ANTI_DATE,gems1a_case_control_study_data,keep,,If antibiotic was given: Date of first antibiotic,Date,,,Yes,
804,F11_ANTI_TIME,gems1a_case_control_study_data,keep,,If antibiotic was given: Time of first antibiotic,Time 24 hr,,,Yes,
805,F11_RECTAL_SWAB,gems1a_case_control_study_data,keep,,"If the child is a case and was given antibiotics at the health center before the child produced a whole stool specimen, were rectal swabs collected form the child before the child received antibiotics?",0,,,,
806,F11_SWAB_DATE,gems1a_case_control_study_data,keep,,Date rectal swabs obtained,Date,,,Yes,
807,F11_SWAB_TIME,gems1a_case_control_study_data,keep,,Time rectal swabs obtained,Time 24 hr,,,Yes,
808,F11_DATESTAFF,gems1a_case_control_study_data,keep,,Date whole stool/rectal swab placed in transport media,Date,,,Yes,
809,F11_TIMESTAFF,gems1a_case_control_study_data,keep,,Time whole stool/rectal swab placed in transport media,Time 24 hr,,,Yes,
812,F11_SPECIMEN_ID,gems1a_case_control_study_data,keep,,Speciment ID,,,,,
827,F15_WT_VOL_ACT,gems1a_case_control_study_data,keep,,Actual weight,,,,,
846,F16_DATE,gems1a_case_control_study_data,keep,,Calculated Date of Test,Date,,,Yes,
851,F16_CAMPY_NONJEJ,gems1a_case_control_study_data,keep,,Bacteria Isolated: Campylobacter (not jejuni or coli),0,,,,
852,F16_CAMPY_NONSPEC,gems1a_case_control_study_data,keep,,Bacteria Isolated: Campylobacter (non-speciated),0,,,,
860,F16CORR_S_NONTYPE,gems1a_case_control_study_data,keep,,Bacteria Isolated: Shigella non-typeable,0,,,,
861,F16CORR_SHIG_1A,gems1a_case_control_study_data,keep,,Bacteria Isolated: Shigella flexneri Serotype 1A,0,,,,
862,F16CORR_SHIG_1B,gems1a_case_control_study_data,keep,,Bacteria Isolated: Shigella flexneri Serotype 1B,0,,,,
863,F16CORR_SHIG_2A,gems1a_case_control_study_data,keep,,Bacteria Isolated: Shigella flexneri Serotype 2A,0,,,,
864,F16CORR_SHIG_2B,gems1a_case_control_study_data,keep,,Bacteria Isolated: Shigella flexneri Serotype 2B,0,,,,
865,F16CORR_SHIG_3A,gems1a_case_control_study_data,keep,,Bacteria Isolated: Shigella flexneri Serotype 3A,0,,,,
866,F16CORR_SHIG_3B,gems1a_case_control_study_data,keep,,Bacteria Isolated: Shigella flexneri Serotype 3B,0,,,,
867,F16CORR_SHIG_4A,gems1a_case_control_study_data,keep,,Bacteria Isolated: Shigella flexneri Serotype 4A,0,,,,
868,F16CORR_SHIG_4B,gems1a_case_control_study_data,keep,,Bacteria Isolated: Shigella flexneri Serotype 4B,0,,,,
869,F16CORR_SHIG_4C,gems1a_case_control_study_data,keep,,Bacteria Isolated: Shigella flexneri Serotype 4C,0,,,,
870,F16CORR_SHIG_5A,gems1a_case_control_study_data,keep,,Bacteria Isolated: Shigella flexneri Serotype 5A,0,,,,
871,F16CORR_SHIG_5B,gems1a_case_control_study_data,keep,,Bacteria Isolated: Shigella flexneri Serotype 5B,0,,,,
872,F16CORR_SHIG_6,gems1a_case_control_study_data,keep,,Bacteria Isolated: Shigella flexneri Serotype 6,0,,,,
873,F16CORR_SHIG_7A,gems1a_case_control_study_data,keep,,Bacteria Isolated: Shigella flexneri serotype 7A,,,,,
874,F16CORR_SHIG_X,gems1a_case_control_study_data,keep,,Bacteria Isolated: Shigella flexneri Serotype X,0,,,,
875,F16CORR_SHIG_Y,gems1a_case_control_study_data,keep,,Bacteria Isolated: Shigella flexneri Serotype Y,0,,,,
876,F16CORR_SHIG_NONTYP,gems1a_case_control_study_data,keep,,Bacteria Isolated: Shigella flexneri Non-typeable,0,,,,
877,F16CORR_SHIG_DYSENT1,gems1a_case_control_study_data,keep,,Bacteria Isolated: Shigella dysenteriae serotype 1,0,,,,
878,F16_VIB_CHOLERAE,gems1a_case_control_study_data,keep,,Bacteria Isolated: Vibrio cholerae,0,,,,
879,F16_VIB_01,gems1a_case_control_study_data,keep,,Bacteria Isolated: Vibrio cholerae 01 Serotype,0,,,,
880,F16_VIB_0139,gems1a_case_control_study_data,keep,,Bacteria Isolated: Vibrio cholerae 0139 Serotype,0,,,,
881,F16_VIB_NON,gems1a_case_control_study_data,keep,,Bacteria Isolated: Vibrio cholerae Non01/0139 Serotype,0,,,,
882,F16_VIB_ELTORCLASS,gems1a_case_control_study_data,keep,,Bacteria isolated: Vibrio cholerae 01 El tor class,1,,,,
883,F16_VIB_INABAOGAWA,gems1a_case_control_study_data,keep,,Bacteria isolated: Vibrio 01,1,,,,
884,F16_VIB_PARAHAEM,gems1a_case_control_study_data,keep,,Bacteria Isolated: Vibrio parahaemolyticus,0,,,,
885,F16_VIB_OTHER,gems1a_case_control_study_data,keep,,Bacteria Isolated: Vibrio (other species),0,,,,
886,F16CORR_NONEPATHOS,gems1a_case_control_study_data,drop,,Bacteria Isolated: None of the above bacterial species isolated,0,,,,
887,F16CORR_ECOLI,gems1a_case_control_study_data,keep,,Bacteria Isolated: E. coli Isolated,0,,,,
893,F17_DATE,gems1a_case_control_study_data,drop,,Calculated Date or E.coli PCR Test,,,,Yes,
895,F17CORR_RESULT_ESTA,gems1a_case_control_study_data,keep,,estA (ST) PCR,0,,,,
896,F17CORR_RESULT_ELTB,gems1a_case_control_study_data,keep,,eltb (LT) PCR,0,,,,
897,F17CORR_RESULT_BFPA,gems1a_case_control_study_data,keep,,bfpa PCR,0,,,,
898,F17CORR_RESULT_AATA,gems1a_case_control_study_data,keep,,aatA PCR,0,,,,
899,F17CORR_RESULT_AAIC,gems1a_case_control_study_data,keep,,aaiC PCR,0,,,,
900,F17CORR_RESULT_EAE,gems1a_case_control_study_data,keep,,EAE PCR,0,,,,
901,F17CORR_EPEC_EAE,gems1a_case_control_study_data,keep,,PCR Duplex: EPEC eae,0,,,,
902,F17CORR_EAE_RESULTS,gems1a_case_control_study_data,keep,,PCR Duplex: EPEC eae results,0,,,,
903,F17CORR_EPEC_ST,gems1a_case_control_study_data,keep,,PCR Duplex: EPEC ST,0,,,,
904,F17CORR_ST_RESULTS,gems1a_case_control_study_data,keep,,PCR Duplex: EPEC ST,0,,,,
905,F17CORR_EPEC_BFPA,gems1a_case_control_study_data,keep,,bfpA monoplex PCR,0,,,,
906,F17CORR_BFPA_RESULTS,gems1a_case_control_study_data,keep,,bfpA monoplex PCR results,0,,,,
911,F17A_DATE,gems1a_case_control_study_data,keep,,Calculated Date of EPEC Polymerase Chain Reaction Test,Date,,,Yes,
913,F17A_STX2,gems1a_case_control_study_data,keep,,EPEC STX-2 PCR,0,,,,
914,F17A_SEN,gems1a_case_control_study_data,keep,,EPEC SEN PCR,0,,,,
915,F17A_STX1,gems1a_case_control_study_data,keep,,EPEC STX-1 PCR,0,,,,
916,F17A_EFA1,gems1a_case_control_study_data,keep,,EPEC EFA-1 ,0,,,,
921,F18_DATE,gems1a_case_control_study_data,drop,,Protozoal & Viral Immunoassays Test Date,,,,Yes,
944,F18_CLOSTR_GDH,gems1a_case_control_study_data,keep,,Clostridium GDH Ag ,0,,,,
945,F18_CLOSTR_TOXIN,gems1a_case_control_study_data,keep,,Clostridium difficile Toxin A/B,0,,,,
950,F19_DATE,gems1a_case_control_study_data,drop,,Test Date of RT-PCR for Viruses,,,,Yes,
958,F19_HELMIN_TEST,gems1a_case_control_study_data,keep,,Helminth Real Time PCR Test Completed,0,,,,
959,F19_HELMIN_ASCARIS,gems1a_case_control_study_data,keep,,Ascaris lumbridoides Real Time PCR,0,,,,
960,F19_HELMIN_STRONG,gems1a_case_control_study_data,keep,,Strongyloides stercoralis Real Time PCR,0,,,,
961,F19_HELMIN_ANCYL,gems1a_case_control_study_data,keep,,Ancylostoma duodenale Real Time PCR,0,,,,
962,F19_HELMIN_NECATOR,gems1a_case_control_study_data,keep,,Necator americanus Real Time PCR,0,,,,
965,F19_BFRAG_TESTNON,gems1a_case_control_study_data,keep,,B. fragilis test performed,0,,,,
966,F19_BFRAG_RESULTS,gems1a_case_control_study_data,keep,,B. fragilis test result,0,,,,
971,F5_DATE,gems1a_case_control_study_data,keep,,Visit Date for 60-Day Follow-Up (Cases & Controls),Date,,,Yes,
973,F5_AGE,gems1a_case_control_study_data,keep,,Age,Num,,,,
974,F5_CASE_CONTROL,gems1a_case_control_study_data,drop,,Choose one:,0,,,,
975,F5_STATUS,gems1a_case_control_study_data,keep,,What was the outcome of the follow-up interview?,0,,,,
976,F5_NOT_CONDUCT,gems1a_case_control_study_data,keep,,"If ""Not conducted"", what was the reason?",0,,,,
977,F5_NOT_CONDUCT_SPEC,gems1a_case_control_study_data,drop,,"If ""Not conducted"", what was the reason? Other specify.",Char,,,,
981,F5_RELATION,gems1a_case_control_study_data,keep,,What is your relationship to the Child?,1,,,,
982,F5_RELATION_SPEC,gems1a_case_control_study_data,drop,,"Other relation, specify",Char,,,,
983,F5_CHILD_HEALTH,gems1a_case_control_study_data,keep,,How is Childs health since the last study visit?,,,,,
984,F5_DATE_DEATH,gems1a_case_control_study_data,keep,,"If child died, what is the date of death?",Char,,,Yes,
985,F5_PLACE_DEATH,gems1a_case_control_study_data,keep,,"If child died, what was the place of death?",0,,,,
986,F5_DIED_FACILITY,gems1a_case_control_study_data,keep,,"If child died in health facility, health facility 3-digit code?",Num,,,,
987,F5_FACILITY_SPEC,gems1a_case_control_study_data,drop,,"If child died in health facility, specify.",Char,,,,
988,F5_EXP_DRH,gems1a_case_control_study_data,keep,,Since the last study visit has Child experienced any of the following illnesses: Diarrhea?,0,,,,
989,F5_EXP_DRH_VISIT,gems1a_case_control_study_data,keep,,"Since the last study visit if Child has experience illness, did they visit a health facility?",0,,,,
990,F5_EXP_DYS,gems1a_case_control_study_data,keep,,Since the last study visit has Child experienced any of the following illnesses: Dysentery?,0,,,,
991,F5_EXP_DYS_VISIT,gems1a_case_control_study_data,keep,,"Since the last study visit if Child has experience illness, did they visit a health facility?",0,,,,
992,F5_EXP_COU,gems1a_case_control_study_data,keep,,Since the last study visit has Child experienced any of the following illnesses: Cough with difficult breathing,0,,,,
993,F5_EXP_COU_VISIT,gems1a_case_control_study_data,keep,,"Since the last study visit if Child has experience illness, did they visit a health facility?",0,,,,
994,F5_EXP_FEVER,gems1a_case_control_study_data,keep,,Since the last study visit has Child experienced any of the following illnesses: Fever with unknown origin,0,,,,
995,F5_EXP_FEVER_VISIT,gems1a_case_control_study_data,keep,,"Since the last study visit if Child has experience illness, did they visit a health facility?",0,,,,
996,F5_EXP_OTHR,gems1a_case_control_study_data,keep,,Since the last study visit has Child experienced any of the following illnesses: Other?,0,,,,
997,F5_EXP_OTHR_VISIT,gems1a_case_control_study_data,keep,,"Since the last study visit if Child has experience illness, did they visit a health facility?",0,,,,
998,F5_EXP_SPEC,gems1a_case_control_study_data,drop,,Since the last study visit has Child experienced any of the following illnesses: Other Specify.,,,,,
999,F5_EXP_OTHR2,gems1a_case_control_study_data,keep,,"Since the last study visit if Child has experience illness, did they visit a health facility? Other 2?",0,,,,
1000,F5_EXP_OTHR2_VISIT,gems1a_case_control_study_data,keep,,"Since the last study visit if Child has experience illness, did they visit a health facility? Other 2?",0,,,,
1001,F5_EXP_SPEC2,gems1a_case_control_study_data,drop,,"Since the last study visit if Child has experience illness, did they visit a health facility? Other specify.",,,,,
1002,F5_DIAG_TYP,gems1a_case_control_study_data,keep,,"To your knowledge, was the child diagnosed with any of the following at a health center facility? Typhoid",0,,,,
1003,F5_DIAG_MAL,gems1a_case_control_study_data,keep,,"To your knowledge, was the child diagnosed with any of the following at a health center facility? Malaria",0,,,,
1004,F5_DIAG_PNE,gems1a_case_control_study_data,keep,,"To your knowledge, was the child diagnosed with any of the following at a health center facility? Pneumonia",0,,,,
1005,F5_DIAG_MENG,gems1a_case_control_study_data,keep,,"To your knowledge, was the child diagnosed with any of the following at a health center facility? Meningitis",0,,,,
1006,F5_DIAG_OTHR,gems1a_case_control_study_data,keep,,"To your knowledge, was the child diagnosed with any of the following at a health center facility? Other",0,,,,
1007,F5_DIAG_SPEC,gems1a_case_control_study_data,drop,,"To your knowledge, was the child diagnosed with any of the following at a health center facility? Other Specify",,,,,
1008,F5_EXP_RECTAL,gems1a_case_control_study_data,keep,,"Since the last study visit, has child experienced any of the following: Rectal prolapse",,,,,
1009,F5_EXP_CONVUL,gems1a_case_control_study_data,keep,,"Since the last study visit, has child experienced any of the following: Convulsions",,,,,
1010,F5_EXP_ARTHRITIS,gems1a_case_control_study_data,keep,,"Since the last study visit, has child experienced any of the following: Arthritis [Swollen, painful joins]",,,,,
1011,F5_WT_CHILD,gems1a_case_control_study_data,keep,,Physical findings: Weight 0-23 months Caretaker + Child,Num,,,,
1012,F5_WT_CARE,gems1a_case_control_study_data,keep,,Physical findings: Weight 0-23 months Caretaker alone,Num,,,,
1013,F5_WT,gems1a_case_control_study_data,keep,,Physical findings: Weight of Child Alone 24-59 Months,Num,,,,
1014,F5_WEIGHT,gems1a_case_control_study_data,keep,,Physical findings: Calculated Weight,Num,,,,
1015,F5_WAZ,gems1a_case_control_study_data,keep,,Physical findings: Weight for Age,Num,,,,
1016,F5_WAZ_F,gems1a_case_control_study_data,keep,,Physical findings: Flag for _ZWAZ<-6 or _ZWAZ>5,0,,,,
1017,F5_HT1,gems1a_case_control_study_data,keep,,Physical findings: 1b. Height 1st,Num,,,,
1018,F5_HT2,gems1a_case_control_study_data,keep,,Physical findings: 1b. Height 2nd,Num,,,,
1019,F5_HT3,gems1a_case_control_study_data,keep,,Physical findings: 1b. Height 3rd,Num,,,,
1020,F5_HEIGHT,gems1a_case_control_study_data,keep,,Physical findings: Calculated mean height,Num,,,,
1021,F5_HEIGHT_MEDIAN,gems1a_case_control_study_data,keep,,Physical findings: Calculated median height,Num,,,,
1022,F5_HAZ,gems1a_case_control_study_data,keep,,Physical findings: Length/height-for-age z-score,Num,,,,
1023,F5_HAZ_F,gems1a_case_control_study_data,keep,,Physical findings: Flag for _HAZ<-6 or _HAZ>6,0,,,,
1024,F5_WHZ,gems1a_case_control_study_data,keep,,Physical findings: Weight-for-length/height z-score,Num,,,,
1025,F5_WHZ_F,gems1a_case_control_study_data,keep,,Physical findings: Flag for _WHZ<-5 or _WHZ>5,0,,,,
1026,F5_MED_HAZ,gems1a_case_control_study_data,keep,,Physical findings: Length/height-for-age z-score (median ht),Num,,,,
1027,F5_MED_HAZ_F,gems1a_case_control_study_data,keep,,Physical findings: Flag for _HAZ<-6 or _HAZ>6 (median ht),0,,,,
1028,F5_MED_WHZ,gems1a_case_control_study_data,keep,,Physical findings: Weight-for-length/height z-score (median ht),Num,,,,
1029,F5_MED_WHZ_F,gems1a_case_control_study_data,keep,,Physical findings: Flag for _WHZ<-5 or _WHZ>5 (median ht),0,,,,
1030,F5_MUAC1,gems1a_case_control_study_data,keep,,Physical findings: 1c. MUAC 1st,Num,,,,
1031,F5_MUAC2,gems1a_case_control_study_data,keep,,Physical findings: 1c. MUAC 2nd,Num,,,,
1032,F5_MUAC3,gems1a_case_control_study_data,keep,,Physical findings: 1c. MUAC 3rd,Num,,,,
1033,F5_MUAC,gems1a_case_control_study_data,keep,,Physical findings: Calculated mean MUAC,Num,,,,
1034,F5_MUAC_MEDIAN,gems1a_case_control_study_data,keep,,Physical findings: Calculated median MUAC,Num,,,,
1035,F5_MUAC_AGEZ,gems1a_case_control_study_data,keep,,Physical findings: Arm circumference-for-age z score,Num,,,,
1036,F5_MUAC_AGEZ_F,gems1a_case_control_study_data,keep,,Physical findings: Flag for _ZAC<-5 or _ZAC>5,0,,,,
1037,F5_MED_MUAC_AGEZ,gems1a_case_control_study_data,keep,,Physical findings: Arm circumference-for-age z score (median ac),Num,,,,
1038,F5_MED_MUAC_AGEZ_F,gems1a_case_control_study_data,keep,,Physical findings: Flag for _ZAC<-5 or _ZAC>5 (median ac),0,,,,
1039,F5_BMI,gems1a_case_control_study_data,keep,,Physical findings: Calculated BMI=weight / squared(_CLENHEI),Num,,,,
1040,F5_BMIZ,gems1a_case_control_study_data,keep,,Physical findings: BMI-for-age z-score,Num,,,,
1041,F5_BMIZ_F,gems1a_case_control_study_data,keep,,Physical findings: Flag for _ZBMI<-5 or _ZBMI>5,0,,,,
1042,F5_MED_BMI,gems1a_case_control_study_data,keep,,Physical findings: Calculated BMI=weight / squared(_CLENHEI) (median ht),Num,,,,
1043,F5_MED_BMIZ,gems1a_case_control_study_data,keep,,Physical findings: BMI-for-age z-score (median ht),Num,,,,
1044,F5_MED_BMIZ_F,gems1a_case_control_study_data,keep,,Physical findings: Flag for _ZBMI<-5 or _ZBMI>5 (median ht),0,,,,
1045,F5_TEMP,gems1a_case_control_study_data,keep,,Physical findings: 1d. Axillary temperature,Num,,,,
1046,F5_RESP1,gems1a_case_control_study_data,keep,,Physical findings:  1e. Respiratory rate per minute 1st,Num,,,,
1047,F5_RESP2,gems1a_case_control_study_data,keep,,Physical findings:  1e. Respiratory rate per minute 2nd,Num,,,,
1048,F5_RESP,gems1a_case_control_study_data,keep,,Physical findings:  Calculated resp rate,Num,,,,
1049,F5_RECTAL,gems1a_case_control_study_data,keep,,Physical findings: Rectal prolapse,,,,,
1050,F5_BIPEDAL,gems1a_case_control_study_data,keep,,Physical findings: Bipedal edema [Both feet],0,,,,
1051,F5_ABN_HAIR,gems1a_case_control_study_data,keep,,"Physical findings: Abnormal hair: sparse, loose, straight",0,,,,
1052,F5_UNDER_NUTR,gems1a_case_control_study_data,keep,,Physical findings: Undernutrition: wasted/very thin,0,,,,
1053,F5_SKIN_FLAKY,gems1a_case_control_study_data,keep,,Physical findings: Skin has 'flaky paint' appearance,0,,,,
1054,F5_MS_WATER,gems1a_case_control_study_data,keep,,"During the last two weeks, what was the main source of drinking water for the members of your household? ",0,,,,
1055,F5_MAIN_SPEC,gems1a_case_control_study_data,drop,,"During the last two weeks, what was the main source of drinking water for the members of your household? Other",Char,,,,
1056,F5_MAIN_CONT,gems1a_case_control_study_data,keep,,Observed container(s) in use in the home?,0,,,,
1057,F5_MAIN_TYPE,gems1a_case_control_study_data,keep,,Main Type of Container Observed,0,,,,
1058,F5_MAIN_TYPE_SPEC,gems1a_case_control_study_data,drop,,"Main Type of Container Observed, Other Specify",Char,,,,
1059,F5_MAIN_CONTAINCOV,gems1a_case_control_study_data,keep,,Are containers covered?,0,,,,
