overallOrder,variable,dataFile,IRI,label,definition,category,parentLabel,parentIRI,codebookDescription,codebookValues,termType,notesForOnt
19,bc_9az,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 9A or 9V, by culture",,Sample,,,,,value,Blood microbiology test > Bacteria
21,bc_10a,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 10A, by culture",,Sample,,,,,value,Blood microbiology test > Bacteria
22,bc_10nt,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 10NT, by culture",,Sample,,,,,value,Blood microbiology test > Bacteria
23,bc_13,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 13, by culture",,Sample,,,,,value,Blood microbiology test > Bacteria
24,bc_14,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 14, by culture",,Sample,,,,,value,Blood microbiology test > Bacteria
25,bc_16f,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 16F, by culture",,Sample,,,,,value,Blood microbiology test > Bacteria
26,bc_23b,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 23B, by culture",,Sample,,,,,value,Blood microbiology test > Bacteria
27,bc_24,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 24, by culture",,Sample,,,,,value,Blood microbiology test > Bacteria
28,bc_35b,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 35B, by culture",,Sample,,,,,value,Blood microbiology test > Bacteria
29,bc_4,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 4, by culture",,Sample,,,,,value,Blood microbiology test > Bacteria
30,bc_46,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 46, by culture",,Sample,,,,,value,Blood microbiology test > Bacteria
31,bc_5,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 5, by culture",,Sample,,,,,value,Blood microbiology test > Bacteria
32,bc_6a,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 6A, by culture",,Sample,,,,,value,Blood microbiology test > Bacteria
33,bc_7f,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 7F, by culture",,Sample,,,,,value,Blood microbiology test > Bacteria
34,et_19a,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 19A, by culture",,Sample,,,,,value,Endotracheal tube aspirate microbiology test > Bacteria
35,et_23f,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 23F, by culture",,Sample,,,,,value,Endotracheal tube aspirate microbiology test > Bacteria
36,et_6a,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 6A, by culture",,Sample,,,,,value,Endotracheal tube aspirate microbiology test > Bacteria
37,is_19f,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 19F, by culture",,Sample,,,,,value,Induced sputum microbiology test > Bacteria
38,is_nt,_pneu_st.sas7bdat,,"Streptococcus pneumoniae non-typable, by culture",,Sample,,,,,value,Induced sputum microbiology test > Bacteria
39,is_19a,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 19A, by culture",,Sample,,,,,value,Induced sputum microbiology test > Bacteria
40,is_6a,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 6A, by culture",,Sample,,,,,value,Induced sputum microbiology test > Bacteria
41,is_16f,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 16F, by culture",,Sample,,,,,value,Induced sputum microbiology test > Bacteria
42,is_6b,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 6B, by culture",,Sample,,,,,value,Induced sputum microbiology test > Bacteria
43,is_35b,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 35B, by culture",,Sample,,,,,value,Induced sputum microbiology test > Bacteria
44,is_15b,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 15B, by culture",,Sample,,,,,value,Induced sputum microbiology test > Bacteria
45,is_23f,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 23F, by culture",,Sample,,,,,value,Induced sputum microbiology test > Bacteria
46,is_13,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 13, by culture",,Sample,,,,,value,Induced sputum microbiology test > Bacteria
47,is_14,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 14, by culture",,Sample,,,,,value,Induced sputum microbiology test > Bacteria
48,is_21,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 21, by culture",,Sample,,,,,value,Induced sputum microbiology test > Bacteria
49,is_15a,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 15A, by culture",,Sample,,,,,value,Induced sputum microbiology test > Bacteria
50,is_11a,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 11A, by culture",,Sample,,,,,value,Induced sputum microbiology test > Bacteria
51,is_15c,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 15C, by culture",,Sample,,,,,value,Induced sputum microbiology test > Bacteria
52,is_3,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 3, by culture",,Sample,,,,,value,Induced sputum microbiology test > Bacteria
53,is_23b,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 23B, by culture",,Sample,,,,,value,Induced sputum microbiology test > Bacteria
54,is_34,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 34, by culture",,Sample,,,,,value,Induced sputum microbiology test > Bacteria
55,is_11az,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 11AZ, by culture",,Sample,,,,,value,Induced sputum microbiology test > Bacteria
56,is_11dz,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 11DZ, by culture",,Sample,,,,,value,Induced sputum microbiology test > Bacteria
57,is_23a,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 23A, by culture",,Sample,,,,,value,Induced sputum microbiology test > Bacteria
58,is_10a,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 10A, by culture",,Sample,,,,,value,Induced sputum microbiology test > Bacteria
59,is_4,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 4, by culture",,Sample,,,,,value,Induced sputum microbiology test > Bacteria
60,is_17f,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 17F, by culture",,Sample,,,,,value,Induced sputum microbiology test > Bacteria
61,is_6az,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 6AZ, by culture",,Sample,,,,,value,Induced sputum microbiology test > Bacteria
62,is_7b,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 7B, by culture",,Sample,,,,,value,Induced sputum microbiology test > Bacteria
63,is_20,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 20, by culture",,Sample,,,,,value,Induced sputum microbiology test > Bacteria
64,is_8,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 8, by culture",,Sample,,,,,value,Induced sputum microbiology test > Bacteria
65,is_9v,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 9V, by culture",,Sample,,,,,value,Induced sputum microbiology test > Bacteria
66,is_29,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 29, by culture",,Sample,,,,,value,Induced sputum microbiology test > Bacteria
67,is_38,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 38, by culture",,Sample,,,,,value,Induced sputum microbiology test > Bacteria
68,is_35a,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 35A, by culture",,Sample,,,,,value,Induced sputum microbiology test > Bacteria
69,is_6c,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 6C, by culture",,Sample,,,,,value,Induced sputum microbiology test > Bacteria
70,is_7c,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 7C, by culture",,Sample,,,,,value,Induced sputum microbiology test > Bacteria
71,is_6cz,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 6CZ, by culture",,Sample,,,,,value,Induced sputum microbiology test > Bacteria
72,is_9n,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 9N, by culture",,Sample,,,,,value,Induced sputum microbiology test > Bacteria
73,is_1,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 1, by culture",,Sample,,,,,value,Induced sputum microbiology test > Bacteria
74,is_10f,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 10F, by culture",,Sample,,,,,value,Induced sputum microbiology test > Bacteria
75,is_12f,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 12F, by culture",,Sample,,,,,value,Induced sputum microbiology test > Bacteria
76,is_31,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 31, by culture",,Sample,,,,,value,Induced sputum microbiology test > Bacteria
77,is_6bz,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 6BZ, by culture",,Sample,,,,,value,Induced sputum microbiology test > Bacteria
78,is_19az,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 19AZ, by culture",,Sample,,,,,value,Induced sputum microbiology test > Bacteria
79,is_19b,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 19B, by culture",,Sample,,,,,value,Induced sputum microbiology test > Bacteria
80,is_6d,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 6D, by culture",,Sample,,,,,value,Induced sputum microbiology test > Bacteria
81,is_11f,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 11F, by culture",,Sample,,,,,value,Induced sputum microbiology test > Bacteria
83,is_18c,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 18C, by culture",,Sample,,,,,value,Induced sputum microbiology test > Bacteria
84,is_19fz,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 19FZ, by culture",,Sample,,,,,value,Induced sputum microbiology test > Bacteria
85,is_3b,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 3B, by culture",,Sample,,,,,value,Induced sputum microbiology test > Bacteria
86,is_5,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 5, by culture",,Sample,,,,,value,Induced sputum microbiology test > Bacteria
87,is_sg19,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype SG19, by culture",,Sample,,,,,value,Induced sputum microbiology test > Bacteria
88,is_unknown,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype unknown, by culture",Sample was missing or unable to be restested,Sample,,,,,value,Induced sputum microbiology test > Bacteria
89,is_11b,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 11B, by culture",,Sample,,,,,value,Induced sputum microbiology test > Bacteria
90,is_15cz,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 15B or 15C, by culture",,Sample,,,,,value,Induced sputum microbiology test > Bacteria
91,is_24f,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 24F, by culture",,Sample,,,,,value,Induced sputum microbiology test > Bacteria
92,is_33a,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 33A, by culture",,Sample,,,,,value,Induced sputum microbiology test > Bacteria
93,is_33b,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 33B, by culture",,Sample,,,,,value,Induced sputum microbiology test > Bacteria
94,is_33f,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 33F, by culture",,Sample,,,,,value,Induced sputum microbiology test > Bacteria
95,is_35f,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 35F, by culture",,Sample,,,,,value,Induced sputum microbiology test > Bacteria
96,is_39,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 39, by culture",,Sample,,,,,value,Induced sputum microbiology test > Bacteria
97,is_46,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 46, by culture",,Sample,,,,,value,Induced sputum microbiology test > Bacteria
98,is_7f,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 7F, by culture",,Sample,,,,,value,Induced sputum microbiology test > Bacteria
99,is_9a,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 9A, by culture",,Sample,,,,,value,Induced sputum microbiology test > Bacteria
100,is_9az,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 9A or 9V, by culture",,Sample,,,,,value,Induced sputum microbiology test > Bacteria
101,is_9l,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 9L, by culture",,Sample,,,,,value,Induced sputum microbiology test > Bacteria
103,is_11c,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 11C, by culture",,Sample,,,,,value,Induced sputum microbiology test > Bacteria
104,is_11z,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 11Z, by culture",,Sample,,,,,value,Induced sputum microbiology test > Bacteria
105,is_14z,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 14 or 16F, by culture",,Sample,,,,,value,Induced sputum microbiology test > Bacteria
106,is_15az,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 15A or 15B, by culture",,Sample,,,,,value,Induced sputum microbiology test > Bacteria
108,is_18,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 18, by culture",,Sample,,,,,value,Induced sputum microbiology test > Bacteria
109,is_18f,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 18F, by culture",,Sample,,,,,value,Induced sputum microbiology test > Bacteria
110,is_19,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 19, by culture",,Sample,,,,,value,Induced sputum microbiology test > Bacteria
111,is_19c,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 19C, by culture",,Sample,,,,,value,Induced sputum microbiology test > Bacteria
112,is_2,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 2, by culture",,Sample,,,,,value,Induced sputum microbiology test > Bacteria
113,is_22a,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 22A, by culture",,Sample,,,,,value,Induced sputum microbiology test > Bacteria
114,is_22az,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 22A or 22F, by culture",,Sample,,,,,value,Induced sputum microbiology test > Bacteria
116,is_24,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 24, by culture",,Sample,,,,,value,Induced sputum microbiology test > Bacteria
117,is_24a,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 24A, by culture",,Sample,,,,,value,Induced sputum microbiology test > Bacteria
118,is_25az,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 25A or 25F or 38, by culture",,Sample,,,,,value,Induced sputum microbiology test > Bacteria
120,is_28a,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 28A, by culture",,Sample,,,,,value,Induced sputum microbiology test > Bacteria
121,is_28f,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 28F, by culture",,Sample,,,,,value,Induced sputum microbiology test > Bacteria
122,is_35nt,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 35NT, by culture",,Sample,,,,,value,Induced sputum microbiology test > Bacteria
124,is_40,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 40, by culture",,Sample,,,,,value,Induced sputum microbiology test > Bacteria
126,is_42,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 42, by culture",,Sample,,,,,value,Induced sputum microbiology test > Bacteria
127,is_47,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 47, by culture",,Sample,,,,,value,Induced sputum microbiology test > Bacteria
128,is_6dz,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 6DZ, by culture",,Sample,,,,,value,Induced sputum microbiology test > Bacteria
129,is_7a,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 7A, by culture",,Sample,,,,,value,Induced sputum microbiology test > Bacteria
130,is_7bz,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 7B or 7C or 40, by culture",,Sample,,,,,value,Induced sputum microbiology test > Bacteria
132,is_9lz,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 9L or 9N, by culture",,Sample,,,,,value,Induced sputum microbiology test > Bacteria
134,la_1,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 1, by culture",,Sample,,,,,value,Lung aspirate microbiology test > Bacteria
135,la_12b,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 12B, by culture",,Sample,,,,,value,Lung aspirate microbiology test > Bacteria
136,la_20,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 20, by culture",,Sample,,,,,value,Lung aspirate microbiology test > Bacteria
137,la_5,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 5, by culture",,Sample,,,,,value,Lung aspirate microbiology test > Bacteria
138,la_6a,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 6A, by culture",,Sample,,,,,value,Lung aspirate microbiology test > Bacteria
139,np_19f,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 19F, by culture",,Sample,,,,,value,Nasopharyngeal/oropharyngeal swabs microbiology test > Bacteria
140,np_6a,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 6A, by culture",,Sample,,,,,value,Nasopharyngeal/oropharyngeal swabs microbiology test > Bacteria
141,np_nt,_pneu_st.sas7bdat,,"Streptococcus pneumoniae non-typable, by culture",,Sample,,,,,value,Nasopharyngeal/oropharyngeal swabs microbiology test > Bacteria
142,np_19a,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 19A, by culture",,Sample,,,,,value,Nasopharyngeal/oropharyngeal swabs microbiology test > Bacteria
143,np_15b,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 15B, by culture",,Sample,,,,,value,Nasopharyngeal/oropharyngeal swabs microbiology test > Bacteria
144,np_23f,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 23F, by culture",,Sample,,,,,value,Nasopharyngeal/oropharyngeal swabs microbiology test > Bacteria
145,np_6b,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 6B, by culture",,Sample,,,,,value,Nasopharyngeal/oropharyngeal swabs microbiology test > Bacteria
146,np_35b,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 35B, by culture",,Sample,,,,,value,Nasopharyngeal/oropharyngeal swabs microbiology test > Bacteria
147,np_13,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 13, by culture",,Sample,,,,,value,Nasopharyngeal/oropharyngeal swabs microbiology test > Bacteria
148,np_14,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 14, by culture",,Sample,,,,,value,Nasopharyngeal/oropharyngeal swabs microbiology test > Bacteria
149,np_16f,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 16F, by culture",,Sample,,,,,value,Nasopharyngeal/oropharyngeal swabs microbiology test > Bacteria
150,np_11a,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 11A, by culture",,Sample,,,,,value,Nasopharyngeal/oropharyngeal swabs microbiology test > Bacteria
151,np_15a,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 15A, by culture",,Sample,,,,,value,Nasopharyngeal/oropharyngeal swabs microbiology test > Bacteria
152,np_34,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 34, by culture",,Sample,,,,,value,Nasopharyngeal/oropharyngeal swabs microbiology test > Bacteria
153,np_21,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 21, by culture",,Sample,,,,,value,Nasopharyngeal/oropharyngeal swabs microbiology test > Bacteria
154,np_23b,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 23B, by culture",,Sample,,,,,value,Nasopharyngeal/oropharyngeal swabs microbiology test > Bacteria
155,np_10a,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 10A, by culture",,Sample,,,,,value,Nasopharyngeal/oropharyngeal swabs microbiology test > Bacteria
156,np_3,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 3, by culture",,Sample,,,,,value,Nasopharyngeal/oropharyngeal swabs microbiology test > Bacteria
157,np_15c,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 15C, by culture",,Sample,,,,,value,Nasopharyngeal/oropharyngeal swabs microbiology test > Bacteria
158,np_9v,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 9V, by culture",,Sample,,,,,value,Nasopharyngeal/oropharyngeal swabs microbiology test > Bacteria
159,np_6bz,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 6BZ, by culture",,Sample,,,,,value,Nasopharyngeal/oropharyngeal swabs microbiology test > Bacteria
160,np_6az,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 6AZ, by culture",,Sample,,,,,value,Nasopharyngeal/oropharyngeal swabs microbiology test > Bacteria
161,np_17f,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 17F, by culture",,Sample,,,,,value,Nasopharyngeal/oropharyngeal swabs microbiology test > Bacteria
162,np_23a,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 23A, by culture",,Sample,,,,,value,Nasopharyngeal/oropharyngeal swabs microbiology test > Bacteria
163,np_20,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 20, by culture",,Sample,,,,,value,Nasopharyngeal/oropharyngeal swabs microbiology test > Bacteria
164,np_7c,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 7C, by culture",,Sample,,,,,value,Nasopharyngeal/oropharyngeal swabs microbiology test > Bacteria
165,np_18c,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 18C, by culture",,Sample,,,,,value,Nasopharyngeal/oropharyngeal swabs microbiology test > Bacteria
166,np_6dz,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 6DZ, by culture",,Sample,,,,,value,Nasopharyngeal/oropharyngeal swabs microbiology test > Bacteria
167,np_19b,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 19B, by culture",,Sample,,,,,value,Nasopharyngeal/oropharyngeal swabs microbiology test > Bacteria
168,np_4,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 4, by culture",,Sample,,,,,value,Nasopharyngeal/oropharyngeal swabs microbiology test > Bacteria
169,np_15bz,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 15BZ, by culture",,Sample,,,,,value,Nasopharyngeal/oropharyngeal swabs microbiology test > Bacteria
170,np_neg,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype NEG, by culture",,Sample,,,,,value,Nasopharyngeal/oropharyngeal swabs microbiology test > Bacteria
171,np_15cz,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 15CZ, by culture",,Sample,,,,,value,Nasopharyngeal/oropharyngeal swabs microbiology test > Bacteria
172,np_6c,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 6C, by culture",,Sample,,,,,value,Nasopharyngeal/oropharyngeal swabs microbiology test > Bacteria
173,np_12f,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 12F, by culture",,Sample,,,,,value,Nasopharyngeal/oropharyngeal swabs microbiology test > Bacteria
174,np_unknown,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype unknown, by culture",Sample was missing or unable to be restested,Sample,,,,,value,Nasopharyngeal/oropharyngeal swabs microbiology test > Bacteria
175,np_35a,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 35A, by culture",,Sample,,,,,value,Nasopharyngeal/oropharyngeal swabs microbiology test > Bacteria
176,np_7b,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 7B, by culture",,Sample,,,,,value,Nasopharyngeal/oropharyngeal swabs microbiology test > Bacteria
177,np_38,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 38, by culture",,Sample,,,,,value,Nasopharyngeal/oropharyngeal swabs microbiology test > Bacteria
178,np_11dz,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 11DZ, by culture",,Sample,,,,,value,Nasopharyngeal/oropharyngeal swabs microbiology test > Bacteria
179,np_8,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 8, by culture",,Sample,,,,,value,Nasopharyngeal/oropharyngeal swabs microbiology test > Bacteria
180,np_11az,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 11AZ, by culture",,Sample,,,,,value,Nasopharyngeal/oropharyngeal swabs microbiology test > Bacteria
181,np_29,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 29, by culture",,Sample,,,,,value,Nasopharyngeal/oropharyngeal swabs microbiology test > Bacteria
182,np_31,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 31, by culture",,Sample,,,,,value,Nasopharyngeal/oropharyngeal swabs microbiology test > Bacteria
183,np_9n,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 9N, by culture",,Sample,,,,,value,Nasopharyngeal/oropharyngeal swabs microbiology test > Bacteria
184,np_22f,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 22F, by culture",,Sample,,,,,value,Nasopharyngeal/oropharyngeal swabs microbiology test > Bacteria
185,np_33d,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 33D, by culture",,Sample,,,,,value,Nasopharyngeal/oropharyngeal swabs microbiology test > Bacteria
186,np_35f,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 35F, by culture",,Sample,,,,,value,Nasopharyngeal/oropharyngeal swabs microbiology test > Bacteria
187,np_1,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 1, by culture",,Sample,,,,,value,Nasopharyngeal/oropharyngeal swabs microbiology test > Bacteria
188,np_18,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 18, by culture",,Sample,,,,,value,Nasopharyngeal/oropharyngeal swabs microbiology test > Bacteria
189,np_7f,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 7F, by culture",,Sample,,,,,value,Nasopharyngeal/oropharyngeal swabs microbiology test > Bacteria
190,np_10f,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 10F, by culture",,Sample,,,,,value,Nasopharyngeal/oropharyngeal swabs microbiology test > Bacteria
191,np_35nt,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 35NT, by culture",,Sample,,,,,value,Nasopharyngeal/oropharyngeal swabs microbiology test > Bacteria
192,np_6d,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 6D, by culture",,Sample,,,,,value,Nasopharyngeal/oropharyngeal swabs microbiology test > Bacteria
193,np_22a,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 22A, by culture",,Sample,,,,,value,Nasopharyngeal/oropharyngeal swabs microbiology test > Bacteria
194,np_18f,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 18F, by culture",,Sample,,,,,value,Nasopharyngeal/oropharyngeal swabs microbiology test > Bacteria
195,np_9a,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 9A, by culture",,Sample,,,,,value,Nasopharyngeal/oropharyngeal swabs microbiology test > Bacteria
196,np_9az,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 9AZ, by culture",,Sample,,,,,value,Nasopharyngeal/oropharyngeal swabs microbiology test > Bacteria
197,np_9vz,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 9VZ, by culture",,Sample,,,,,value,Nasopharyngeal/oropharyngeal swabs microbiology test > Bacteria
198,np_5,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 5, by culture",,Sample,,,,,value,Nasopharyngeal/oropharyngeal swabs microbiology test > Bacteria
199,np_25az,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 25A or 38, by culture",,Sample,,,,,value,Nasopharyngeal/oropharyngeal swabs microbiology test > Bacteria
200,np_28f,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 28F, by culture",,Sample,,,,,value,Nasopharyngeal/oropharyngeal swabs microbiology test > Bacteria
201,np_33b,_pneu_st.sas7bdat,,"Streptococcus pneumoniae serotype 33B, by culture",,Sample,,,,,value,Nasopharyngeal/oropharyngeal swabs microbiology test > Bacteria
