"IRI","label","displayOrder","variable","dataFile","definition","category","parentLabel","parentIRI","codebookDescription","codebookValues","termType","replaces","unitLabel","unitIRI"
"http://purl.obolibrary.org/obo/EUPATH_0033069","Parechovirus/Enterovirus Ct value, by multiplexed qPCR result","","pv_ev_ct_pfpcr","_lab_rev_de","","Sample","Raw virus data for pleural fluid","http://purl.obolibrary.org/obo/EUPATH_0032016","EV/PV PF PCR Ct value","","variable","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033071","Rhinovirus Ct value, by multiplexed qPCR result","","rhino_ct_pfpcr","_lab_rev_de","","Sample","Raw virus data for pleural fluid","http://purl.obolibrary.org/obo/EUPATH_0032016","Rhino PF PCR Ct value","","variable","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032623","Parainfluenza 1, by multiplexed qPCR","","para_1_ispcr","_lab_rev_de","","Sample","Respirovirus in induced sputum","http://purl.obolibrary.org/obo/EUPATH_0033290","Para1 induced sputum PCR positive","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032625","Parainfluenza 3, by multiplexed qPCR","","para_3_ispcr","_lab_rev_de","","Sample","Respirovirus in induced sputum","http://purl.obolibrary.org/obo/EUPATH_0033290","Para3 induced sputum PCR positive","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032729","Parainfluenza 1, by multiplexed qPCR","","para_1_lapcr","_lab_rev_de","","Sample","Respirovirus in lung aspirate","http://purl.obolibrary.org/obo/EUPATH_0033365","Para1 lung aspirate PCR positive","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032731","Parainfluenza 3, by multiplexed qPCR","","para_3_lapcr","_lab_rev_de","","Sample","Respirovirus in lung aspirate","http://purl.obolibrary.org/obo/EUPATH_0033365","Para3 lung aspirate PCR positive","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032821","Parainfluenza 1, by multiplexed qPCR","","para_1_nppcr","_lab_rev_de","","Sample","Respirovirus in nasopharyngeal/oropharyngeal swabs","http://purl.obolibrary.org/obo/EUPATH_0033325","Para1 NP PCR positive","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032823","Parainfluenza 3, by multiplexed qPCR","","para_3_nppcr","_lab_rev_de","","Sample","Respirovirus in nasopharyngeal/oropharyngeal swabs","http://purl.obolibrary.org/obo/EUPATH_0033325","Para3 NP PCR positive","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033086","Parainfluenza 1, by multiplexed qPCR","","para_1_pfpcr","_lab_rev_de","","Sample","Respirovirus in pleural fluid","http://purl.obolibrary.org/obo/EUPATH_0033351","Para1 pleural fluid PCR positive","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033088","Parainfluenza 3, by multiplexed qPCR","","para_3_pfpcr","_lab_rev_de","","Sample","Respirovirus in pleural fluid","http://purl.obolibrary.org/obo/EUPATH_0033351","Para3 pleural fluid PCR positive","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032624","Parainfluenza 2, by multiplexed qPCR","","para_2_ispcr","_lab_rev_de","","Sample","Rubulavirus in induced sputum","http://purl.obolibrary.org/obo/EUPATH_0033291","Para2 induced sputum PCR positive","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032626","Parainfluenza 4, by multiplexed qPCR","","para_4_ispcr","_lab_rev_de","","Sample","Rubulavirus in induced sputum","http://purl.obolibrary.org/obo/EUPATH_0033291","Para4 induced sputum PCR positive","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032730","Parainfluenza 2, by multiplexed qPCR","","para_2_lapcr","_lab_rev_de","","Sample","Rubulavirus in lung aspirate","http://purl.obolibrary.org/obo/EUPATH_0033366","Para2 lung aspirate PCR positive","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032732","Parainfluenza 4, by multiplexed qPCR","","para_4_lapcr","_lab_rev_de","","Sample","Rubulavirus in lung aspirate","http://purl.obolibrary.org/obo/EUPATH_0033366","Para4 lung aspirate PCR positive","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032822","Parainfluenza 2, by multiplexed qPCR","","para_2_nppcr","_lab_rev_de","","Sample","Rubulavirus in nasopharyngeal/oropharyngeal swabs","http://purl.obolibrary.org/obo/EUPATH_0033324","Para2 NP PCR positive","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032824","Parainfluenza 4, by multiplexed qPCR","","para_4_nppcr","_lab_rev_de","","Sample","Rubulavirus in nasopharyngeal/oropharyngeal swabs","http://purl.obolibrary.org/obo/EUPATH_0033324","Para4 NP PCR positive","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033087","Parainfluenza 2, by multiplexed qPCR","","para_2_pfpcr","_lab_rev_de","","Sample","Rubulavirus in pleural fluid","http://purl.obolibrary.org/obo/EUPATH_0033350","Para2 pleural fluid PCR positive","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033089","Parainfluenza 4, by multiplexed qPCR","","para_4_pfpcr","_lab_rev_de","","Sample","Rubulavirus in pleural fluid","http://purl.obolibrary.org/obo/EUPATH_0033350","Para4 pleural fluid PCR positive","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032219","Salmonella Paratyphi A, by culture","3","_spaa_bcx","_lab_rev_de","","Sample","Salmonella in blood","http://purl.obolibrary.org/obo/EUPATH_0033304","Salmonella Paratyphi A blood culture positive","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032220","Salmonella except Paratyphi A or Typhi, by culture","2","_sasp_bcx","_lab_rev_de","","Sample","Salmonella in blood","http://purl.obolibrary.org/obo/EUPATH_0033304","Salmonella Species blood culture positive","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032221","Salmonella typhi, by culture","4","_styp_bcx","_lab_rev_de","","Sample","Salmonella in blood","http://purl.obolibrary.org/obo/EUPATH_0033304","Salmonella Typhi blood culture positive","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032222","Salmonella, by culture","1","_sasp_gp_bcx","_lab_rev_de","Salmonella species, Salmonella typhi, and/or Salmonella paratyphi A","Sample","Salmonella in blood","http://purl.obolibrary.org/obo/EUPATH_0033304","Salmonella spp on blood culture (organism grouping: Salmonella species, Salmonella typhi, Salmonella paratyphi A)","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032364","Salmonella typhi, by bacteriology","","_styp_iscxg","_lab_rev_de","","Sample","Salmonella in induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032170","Salmonella typhi induced sputum culture gram strain confirmed","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032365","Salmonella typhi, by culture","","_styp_iscx","_lab_rev_de","","Sample","Salmonella in induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032170","Salmonella Typhi induced sputum culture positive","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032361","Salmonella, by bacteriology","","_sasp_iscxg","_lab_rev_de","","Sample","Salmonella in induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032170","Salmonella species induced sputum culture gram strain confirmed","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032362","Salmonella, by culture","","_sasp_iscx","_lab_rev_de","","Sample","Salmonella in induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032170","Salmonella Species induced sputum culture positive","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032363","Salmonella, by multiplexed qPCR","","sasp_ispcr","_lab_rev_de","","Sample","Salmonella in induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032170","Salmonella induced sputum PCR positive","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032647","Salmonella, by multiplexed qPCR","","sasp_lapcr","_lab_rev_de","","Sample","Salmonella in lung aspirate","http://purl.obolibrary.org/obo/EUPATH_0033310","Salmonella lung aspirate PCR positive","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032742","Salmonella, by multiplexed qPCR","","sasp_nppcr","_lab_rev_de","","Sample","Salmonella in nasopharyngeal/oropharyngeal swabs","http://purl.obolibrary.org/obo/EUPATH_0033316","Salmonella NP PCR positive","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033006","Salmonella, by multiplexed qPCR","","sasp_pfpcr","_lab_rev_de","","Sample","Salmonella in pleural fluid","http://purl.obolibrary.org/obo/EUPATH_0033339","Salmonella pleural fluid PCR positive","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/OBI_0000655","Blood sample","3","","","","Sample","Sample","http://purl.obolibrary.org/obo/EUPATH_0000609","","","category","","",""
"http://purl.obolibrary.org/obo/OBI_0002972","Endotracheal tube aspirate sample","","","","","Sample","Sample","http://purl.obolibrary.org/obo/EUPATH_0000609","","","category","","",""
"http://purl.obolibrary.org/obo/OBI_0002746","Induced sputum sample","","","","","Sample","Sample","http://purl.obolibrary.org/obo/EUPATH_0000609","","","category","","",""
"http://purl.obolibrary.org/obo/OGMS_0000056","Laboratory test","1","","","","Sample","Sample","http://purl.obolibrary.org/obo/EUPATH_0000609","","","category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032199","Nucleic acid extraction date","4","lrpnaedt","_lab_rev_de","","Sample","Sample","http://purl.obolibrary.org/obo/EUPATH_0000609","Nucleic acid extract date","","variable","","",""
"http://purl.obolibrary.org/obo/OBI_0000659","Sample collection","2","","","","Sample","Sample","http://purl.obolibrary.org/obo/EUPATH_0000609","","","category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0011482","Blood sample collection process","1","","","","Sample","Sample collection","http://purl.obolibrary.org/obo/OBI_0000659","","","category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032043","Endotracheal tube aspirate collection process","6","","","","Sample","Sample collection","http://purl.obolibrary.org/obo/OBI_0000659","","","category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032045","Gastric aspirate collection process","7","","","","Sample","Sample collection","http://purl.obolibrary.org/obo/OBI_0000659","","","category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032044","Induced sputum collection process","5","","","","Sample","Sample collection","http://purl.obolibrary.org/obo/OBI_0000659","","","category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032046","Lung aspirate collection process","3","","","","Sample","Sample collection","http://purl.obolibrary.org/obo/OBI_0000659","","","category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032042","Nasopharyngeal/oropharyngeal swab collection process","2","","","","Sample","Sample collection","http://purl.obolibrary.org/obo/OBI_0000659","","","category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032047","Pleural fluid collection process","4","","","","Sample","Sample collection","http://purl.obolibrary.org/obo/OBI_0000659","","","category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033252","TB results reported","9","_avail_tb","_lab_rev_de","From any sample","Sample","Sample collection","http://purl.obolibrary.org/obo/OBI_0000659","TB result available","0 = No 1 = Yes","variable","","",""
"http://purl.obolibrary.org/obo/EUPATH_0011473","Urine sample collection process","8","","","","Sample","Sample collection","http://purl.obolibrary.org/obo/OBI_0000659","","","category","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032366","Serratia marcescens, by bacteriology","3","_sema_iscxg","_lab_rev_de","","Sample","Serratia in induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032172","Serratia marcescens induced sputum culture gram strain confirmed","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032367","Serratia marcescens, by culture","4","_sema_iscx","_lab_rev_de","","Sample","Serratia in induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032172","Serratia Marcescens induced sputum culture positive","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032368","Serratia, by bacteriology","1","_sesp_iscxg","_lab_rev_de","","Sample","Serratia in induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032172","SESP ISCx gram stain confirmed","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032369","Serratia, by culture","2","_sesp_iscx","_lab_rev_de","","Sample","Serratia in induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032172","Serratia Species induced sputum culture positive","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032223","Staphylococcus aureus, by culture","","_saur_bcx","_lab_rev_de","","Sample","Staphylococcus in blood","http://purl.obolibrary.org/obo/EUPATH_0033302","Staphylococcus Aureus blood culture positive","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032284","Coagulase-negative Staphylococcus, by bacteriology","","_stcn_iscxg","_lab_rev_de","","Sample","Staphylococcus in induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032174","Staphylococcus coagulase negative induced sputum culture gram strain confirmed","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032285","Coagulase-negative Staphylococcus, by culture","","_stcn_iscx","_lab_rev_de","","Sample","Staphylococcus in induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032174","Staphylococcus Coagulase Negative induced sputum culture positive","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032370","Staphylococcus aureus, by bacteriology","","_saur_iscxg","_lab_rev_de","","Sample","Staphylococcus in induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032174","Staphylococcus aureus induced sputum culture gram strain confirmed","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032371","Staphylococcus aureus, by culture","","_saur_iscx","_lab_rev_de","","Sample","Staphylococcus in induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032174","Staphylococcus Aureus induced sputum culture positive","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032372","Staphylococcus aureus, by multiplexed qPCR","","saur_ispcr","_lab_rev_de","","Sample","Staphylococcus in induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032174","S.aur induced sputum PCR positive","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032373","Staphylococcus epidermidis, by bacteriology","","_sepi_iscxg","_lab_rev_de","","Sample","Staphylococcus in induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032174","Staphylococcus epidermidis induced sputum culture gram strain confirmed","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032374","Staphylococcus epidermidis, by culture","","_sepi_iscx","_lab_rev_de","","Sample","Staphylococcus in induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032174","Staphylococcus Epidermidis induced sputum culture positive","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032637","Coagulase-negative Staphylococcus, by culture","","_stcn_lacx","_lab_rev_de","","Sample","Staphylococcus in lung aspirate","http://purl.obolibrary.org/obo/EUPATH_0032189","Staphylococcus Coagulase Negative lung aspirate culture positive","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032648","Staphylococcus aureus, by culture","","_saur_lacx","_lab_rev_de","","Sample","Staphylococcus in lung aspirate","http://purl.obolibrary.org/obo/EUPATH_0032189","Staphylococcus Aureus lung aspirate culture positive","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032649","Staphylococcus aureus, by multiplexed qPCR","","saur_lapcr","_lab_rev_de","","Sample","Staphylococcus in lung aspirate","http://purl.obolibrary.org/obo/EUPATH_0032189","S.aur lung aspirate PCR positive","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032743","Staphylococcus aureus, by multiplexed qPCR","","saur_nppcr","_lab_rev_de","","Sample","Staphylococcus in nasopharyngeal/oropharyngeal swabs","http://purl.obolibrary.org/obo/EUPATH_0033318","S.aur NP PCR positive","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033007","Staphylococcus aureus, by culture","","_saur_pfcx","_lab_rev_de","","Sample","Staphylococcus in pleural fluid","http://purl.obolibrary.org/obo/EUPATH_0033338","Staphylococcus Aureus pleural fluid culture positive","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033008","Staphylococcus aureus, by multiplexed qPCR","","saur_pfpcr","_lab_rev_de","","Sample","Staphylococcus in pleural fluid","http://purl.obolibrary.org/obo/EUPATH_0033338","S.aur pleural fluid PCR positive","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032375","Stenotrophomonas maltophilia, by bacteriology","","_stma_iscxg","_lab_rev_de","","Sample","Stenotrophomonas in induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032176","Stenotrophomonas maltophilia induced sputum culture gram strain confirmed","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032376","Stenotrophomonas maltophilia, by culture","","_stma_iscx","_lab_rev_de","","Sample","Stenotrophomonas in induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032176","Stenotrophomonas Maltophilia induced sputum culture positive","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032224","Streptococcus group A (Streptococcus pyogenes), by culture","1","_stra_bcx","_lab_rev_de","","Sample","Streptococcus in blood","http://purl.obolibrary.org/obo/EUPATH_0033305","Streptococcus Group A (Pyogenes) blood culture positive","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032200","Streptococcus pneumoniae lytA-pos, by absolute qPCR","3","_pneu_thr_wbpcr","_lab_rev_de","S. pneumoniae density (whole blood) above 2.2 log units (10^2.2) copies/mL","Sample","Streptococcus in blood","http://purl.obolibrary.org/obo/EUPATH_0033305","S. Pneu density (Whole Blood) above 2.2 log units (10^2.2) copies/ml","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032225","Streptococcus pneumoniae lytA-pos, by qPCR","4","_pneu_wblyta","_lab_rev_de","","Sample","Streptococcus in blood","http://purl.obolibrary.org/obo/EUPATH_0033305","Whole blood lytA positive (for S. pneumoniae)","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032248","Streptococcus pneumoniae, by culture","2","_pneu_bcx","_lab_rev_de","","Sample","Streptococcus in blood","http://purl.obolibrary.org/obo/EUPATH_0033305","Streptococcus Pneumoniae blood culture positive","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032270","Alpha-hemolytic Streptococcus (viridans), by bacteriology","3","_ahst_iscxg","_lab_rev_de","","Sample","Streptococcus in induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032177","Streptococcus alpha-haemolytic (viridans) induced sputum culture gram strain confirmed","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032271","Alpha-hemolytic Streptococcus (viridans), by culture","4","_ahst_iscx","_lab_rev_de","","Sample","Streptococcus in induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032177","Streptococcus, Alpha-Haemolytic (Viridans) induced sputum culture positive","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032274","Beta-hemolytic Streptococcus, by bacteriology","5","_bhst_iscxg","_lab_rev_de","","Sample","Streptococcus in induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032177","Streptococcus beta-haemolytic induced sputum culture gram strain confirmed","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032275","Beta-hemolytic Streptococcus, by culture","6","_bhst_iscx","_lab_rev_de","","Sample","Streptococcus in induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032177","Streptococcus Beta-Haemolytic induced sputum culture positive","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032377","Streptococcus anginosus group (Streptococcus milleri group), by bacteriology","7","_smil_iscxg","_lab_rev_de","","Sample","Streptococcus in induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032177","Streptococcus anginosus (milleri) group induced sputum culture gram strain confirmed","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032378","Streptococcus anginosus group (Streptococcus milleri group), by culture","8","_smil_iscx","_lab_rev_de","","Sample","Streptococcus in induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032177","Streptococcus Anginosus (Milleri) Group induced sputum culture positive","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032379","Streptococcus group A (Streptococcus pyogenes), by bacteriology","9","_stra_iscxg","_lab_rev_de","","Sample","Streptococcus in induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032177","Streptococcus group A (pyogenes) induced sputum culture gram strain confirmed","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032380","Streptococcus group A (Streptococcus pyogenes), by culture","10","_stra_iscx","_lab_rev_de","","Sample","Streptococcus in induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032177","Streptococcus Group A (Pyogenes) induced sputum culture positive","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032381","Streptococcus group C, by bacteriology","11","_strc_iscxg","_lab_rev_de","","Sample","Streptococcus in induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032177","Streptococcus group C induced sputum culture gram strain confirmed","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032382","Streptococcus group C, by culture","12","_strc_iscx","_lab_rev_de","","Sample","Streptococcus in induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032177","Streptococcus Group C induced sputum culture positive","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032383","Streptococcus group G, by bacteriology","13","_strg_iscxg","_lab_rev_de","","Sample","Streptococcus in induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032177","STRG ISCx gram stain confirmed","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032384","Streptococcus group G, by culture","14","_strg_iscx","_lab_rev_de","","Sample","Streptococcus in induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032177","Streptococcus Group G induced sputum culture positive","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032473","Streptococcus pneumoniae, by bacteriology","15","_pneu_iscxg","_lab_rev_de","","Sample","Streptococcus in induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032177","Streptococcus pneumoniae induced sputum culture gram strain confirmed","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032474","Streptococcus pneumoniae, by culture","16","_pneu_iscx","_lab_rev_de","","Sample","Streptococcus in induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032177","Streptococcus Pneumoniae induced sputum culture positive","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032475","Streptococcus pneumoniae, by multiplexed qPCR","17","pneu_ispcr","_lab_rev_de","","Sample","Streptococcus in induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032177","S.pneu induced sputum PCR positive","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032476","Streptococcus, by bacteriology","1","_stsp_iscxg","_lab_rev_de","","Sample","Streptococcus in induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032177","Streptococcus species induced sputum culture gram strain confirmed","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032477","Streptococcus, by culture","2","_stsp_iscx","_lab_rev_de","","Sample","Streptococcus in induced sputum","http://purl.obolibrary.org/obo/EUPATH_0032177","Streptococcus Species induced sputum culture positive","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032655","Streptococcus pneumoniae, by culture","1","_pneu_lacx","_lab_rev_de","","Sample","Streptococcus in lung aspirate","http://purl.obolibrary.org/obo/EUPATH_0032190","Streptococcus Pneumoniae lung aspirate culture positive","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032656","Streptococcus pneumoniae, by multiplexed qPCR","2","pneu_lapcr","_lab_rev_de","","Sample","Streptococcus in lung aspirate","http://purl.obolibrary.org/obo/EUPATH_0032190","S.pneu lung aspirate PCR positive","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032981","Streptococcus pneumoniae, by absolute qPCR","3","_pneu_thr_nppcr","_lab_rev_de","S. pneumonaie density (NP) above 6.9 log units (10^6.9) copies/mL","Sample","Streptococcus in nasopharyngeal/oropharyngeal swabs","http://purl.obolibrary.org/obo/EUPATH_0032196","S. pneu density (NP) above 6.9 log units (10^6.9) copies/ml","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032976","Streptococcus pneumoniae, by culture","1","_pneu_npcx","_lab_rev_de","","Sample","Streptococcus in nasopharyngeal/oropharyngeal swabs","http://purl.obolibrary.org/obo/EUPATH_0032196","PNEU NP culture positive","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032748","Streptococcus pneumoniae, by multiplexed qPCR","2","pneu_nppcr","_lab_rev_de","","Sample","Streptococcus in nasopharyngeal/oropharyngeal swabs","http://purl.obolibrary.org/obo/EUPATH_0032196","S.pneu NP PCR positive","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033009","Streptococcus group F, by culture","1","_strf_pfcx","_lab_rev_de","","Sample","Streptococcus in pleural fluid","http://purl.obolibrary.org/obo/EUPATH_0033337","Streptococcus Group F pleural fluid culture positive","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032975","Streptococcus pneumoniae, by BinaxNOW RDT","4","_pneu_pfbinax","_lab_rev_de","","Sample","Streptococcus in pleural fluid","http://purl.obolibrary.org/obo/EUPATH_0033337","PNEU BinaxNow positive","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033011","Streptococcus pneumoniae, by culture","2","_pneu_pfcx","_lab_rev_de","","Sample","Streptococcus in pleural fluid","http://purl.obolibrary.org/obo/EUPATH_0033337","Streptococcus Pneumoniae pleural fluid culture positive","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033012","Streptococcus pneumoniae, by multiplexed qPCR","3","pneu_pfpcr","_lab_rev_de","","Sample","Streptococcus in pleural fluid","http://purl.obolibrary.org/obo/EUPATH_0033337","S.pneu pleural fluid PCR positive","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032983","Pathogen count","","_numpath_nppcr","_lab_rev_de","Number of pathogens detected on nasopharyngeal/oropharyngeal PCR.","Sample","Test result summary for nasopharyngeal/oropharyngeal swabs","http://purl.obolibrary.org/obo/EUPATH_0032029","Number of pathogens detected on NPPCR, any detection","0 = No 1 = Yes","variable","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032984","Pathogen count, by normalized PCR","","_numpath_thr_nppcr","_lab_rev_de","Number of pathogens detected on nasopharyngeal/oropharyngeal PCR, after applying the quantitative density threshold for the following pathogens: Pneumocystis jirovecii - 4 log10 copies/mL; Haemophilus influenzae - 5.9 log10 copies/mL; cytomegalovirus - 4.9 log10 copies/mL; Streptococcus pneumoniae - 6.9 log10 copies/mL.","Sample","Test result summary for nasopharyngeal/oropharyngeal swabs","http://purl.obolibrary.org/obo/EUPATH_0032029","Number of pathogens detected on NPPCR, above threshold","0 = No 1 = Yes","variable","","",""
