variable	IRI	values	mappedTerm
BC3_Household_Survey_Data.dta::wheren10	BC3_Household_Survey_Data.dta::wheren10	2	Gov't health center
BC3_Household_Survey_Data.dta::wheren10	BC3_Household_Survey_Data.dta::wheren10	3	Private hospital/clinic
BC3_Household_Survey_Data.dta::wheren10	BC3_Household_Survey_Data.dta::wheren10	4	Private pharmacy
BC3_Household_Survey_Data.dta::wheren10	BC3_Household_Survey_Data.dta::wheren10	5	Shop
BC3_Household_Survey_Data.dta::wheren10	BC3_Household_Survey_Data.dta::wheren10	6	Open market
BC3_Household_Survey_Data.dta::wheren10	BC3_Household_Survey_Data.dta::wheren10	7	Hawker
BC3_Household_Survey_Data.dta::wheren10	BC3_Household_Survey_Data.dta::wheren10	8	 Project/ngo
BC3_Household_Survey_Data.dta::wheren10	BC3_Household_Survey_Data.dta::wheren10	9	Campaign/VHT
BC3_Household_Survey_Data.dta::wheren10	BC3_Household_Survey_Data.dta::wheren10	10	Church
BC3_Household_Survey_Data.dta::wheren10	BC3_Household_Survey_Data.dta::wheren10	11	Friend/Relative
BC3_Household_Survey_Data.dta::wheren10	BC3_Household_Survey_Data.dta::wheren10	12	Village Leader
BC3_Household_Survey_Data.dta::wheren10	BC3_Household_Survey_Data.dta::wheren10	96	Other
BC3_Household_Survey_Data.dta::wheren10	BC3_Household_Survey_Data.dta::wheren10	98	Does not know
BC3_Household_Survey_Data.dta::wheren10	BC3_Household_Survey_Data.dta::wheren10	99	Refused to answer
BC3_Household_Survey_Data.dta::brand10	BC3_Household_Survey_Data.dta::brand10	-9	skipped
BC3_Household_Survey_Data.dta::brand10	BC3_Household_Survey_Data.dta::brand10	11	permanet
BC3_Household_Survey_Data.dta::brand10	BC3_Household_Survey_Data.dta::brand10	12	duranet
BC3_Household_Survey_Data.dta::brand10	BC3_Household_Survey_Data.dta::brand10	13	interceptor
BC3_Household_Survey_Data.dta::brand10	BC3_Household_Survey_Data.dta::brand10	14	netprotect
BC3_Household_Survey_Data.dta::brand10	BC3_Household_Survey_Data.dta::brand10	15	olyset
BC3_Household_Survey_Data.dta::brand10	BC3_Household_Survey_Data.dta::brand10	21	ko net
BC3_Household_Survey_Data.dta::brand10	BC3_Household_Survey_Data.dta::brand10	22	kooper net
BC3_Household_Survey_Data.dta::brand10	BC3_Household_Survey_Data.dta::brand10	23	iconet
BC3_Household_Survey_Data.dta::brand10	BC3_Household_Survey_Data.dta::brand10	24	safi net
BC3_Household_Survey_Data.dta::brand10	BC3_Household_Survey_Data.dta::brand10	31	B52
BC3_Household_Survey_Data.dta::brand10	BC3_Household_Survey_Data.dta::brand10	32	bamboo hut
BC3_Household_Survey_Data.dta::brand10	BC3_Household_Survey_Data.dta::brand10	33	century
BC3_Household_Survey_Data.dta::brand10	BC3_Household_Survey_Data.dta::brand10	34	lucky net
BC3_Household_Survey_Data.dta::brand10	BC3_Household_Survey_Data.dta::brand10	35	victoria
BC3_Household_Survey_Data.dta::brand10	BC3_Household_Survey_Data.dta::brand10	41	homemade net
BC3_Household_Survey_Data.dta::brand10	BC3_Household_Survey_Data.dta::brand10	96	other
BC3_Household_Survey_Data.dta::brand10	BC3_Household_Survey_Data.dta::brand10	98	Don't know brand
BC3_Household_Survey_Data.dta::brand10	BC3_Household_Survey_Data.dta::brand10	99	Refused to answer
BC3_Household_Survey_Data.dta::smnet10	BC3_Household_Survey_Data.dta::smnet10	-9	skipped
BC3_Household_Survey_Data.dta::smnet10	BC3_Household_Survey_Data.dta::smnet10	1	Yes
BC3_Household_Survey_Data.dta::smnet10	BC3_Household_Survey_Data.dta::smnet10	2	No
BC3_Household_Survey_Data.dta::smnet10	BC3_Household_Survey_Data.dta::smnet10	8	Not sure
BC3_Household_Survey_Data.dta::smnet10	BC3_Household_Survey_Data.dta::smnet10	9	Refused to answer
BC3_Household_Survey_Data.dta::slpnet10	BC3_Household_Survey_Data.dta::slpnet10	-9	skipped
BC3_Household_Survey_Data.dta::slpnet10	BC3_Household_Survey_Data.dta::slpnet10	1	Yes
BC3_Household_Survey_Data.dta::slpnet10	BC3_Household_Survey_Data.dta::slpnet10	2	No
BC3_Household_Survey_Data.dta::slpnet10	BC3_Household_Survey_Data.dta::slpnet10	8	Not sure
BC3_Household_Survey_Data.dta::slpnet10	BC3_Household_Survey_Data.dta::slpnet10	9	Refused to answer
BC3_Household_Survey_Data.dta::nuseda10	BC3_Household_Survey_Data.dta::nuseda10	-9	skipped
BC3_Household_Survey_Data.dta::nuseda10	BC3_Household_Survey_Data.dta::nuseda10	1	Yes
BC3_Household_Survey_Data.dta::nuseda10	BC3_Household_Survey_Data.dta::nuseda10	2	No
BC3_Household_Survey_Data.dta::nuseda10	BC3_Household_Survey_Data.dta::nuseda10	99	Refused to answer
BC3_Household_Survey_Data.dta::nusedb10	BC3_Household_Survey_Data.dta::nusedb10	-9	skipped
BC3_Household_Survey_Data.dta::nusedb10	BC3_Household_Survey_Data.dta::nusedb10	1	Yes
BC3_Household_Survey_Data.dta::nusedb10	BC3_Household_Survey_Data.dta::nusedb10	2	No
BC3_Household_Survey_Data.dta::nusedb10	BC3_Household_Survey_Data.dta::nusedb10	99	Refused to answer
BC3_Household_Survey_Data.dta::nusedc10	BC3_Household_Survey_Data.dta::nusedc10	-9	skipped
BC3_Household_Survey_Data.dta::nusedc10	BC3_Household_Survey_Data.dta::nusedc10	1	Yes
BC3_Household_Survey_Data.dta::nusedc10	BC3_Household_Survey_Data.dta::nusedc10	2	No
BC3_Household_Survey_Data.dta::nusedc10	BC3_Household_Survey_Data.dta::nusedc10	99	Refused to answer
BC3_Household_Survey_Data.dta::nusedd10	BC3_Household_Survey_Data.dta::nusedd10	-9	skipped
BC3_Household_Survey_Data.dta::nusedd10	BC3_Household_Survey_Data.dta::nusedd10	1	Yes
BC3_Household_Survey_Data.dta::nusedd10	BC3_Household_Survey_Data.dta::nusedd10	2	No
BC3_Household_Survey_Data.dta::nusedd10	BC3_Household_Survey_Data.dta::nusedd10	99	Refused to answer
BC3_Household_Survey_Data.dta::nusede10	BC3_Household_Survey_Data.dta::nusede10	-9	skipped
BC3_Household_Survey_Data.dta::nusede10	BC3_Household_Survey_Data.dta::nusede10	1	Yes
BC3_Household_Survey_Data.dta::nusede10	BC3_Household_Survey_Data.dta::nusede10	2	No
BC3_Household_Survey_Data.dta::nusede10	BC3_Household_Survey_Data.dta::nusede10	99	Refused to answer
BC3_Household_Survey_Data.dta::nusedf10	BC3_Household_Survey_Data.dta::nusedf10	-9	skipped
BC3_Household_Survey_Data.dta::nusedf10	BC3_Household_Survey_Data.dta::nusedf10	1	Yes
BC3_Household_Survey_Data.dta::nusedf10	BC3_Household_Survey_Data.dta::nusedf10	2	No
BC3_Household_Survey_Data.dta::nusedf10	BC3_Household_Survey_Data.dta::nusedf10	99	Refused to answer
BC3_Household_Survey_Data.dta::nusedg10	BC3_Household_Survey_Data.dta::nusedg10	-9	skipped
BC3_Household_Survey_Data.dta::nusedg10	BC3_Household_Survey_Data.dta::nusedg10	1	Yes
BC3_Household_Survey_Data.dta::nusedg10	BC3_Household_Survey_Data.dta::nusedg10	2	No
BC3_Household_Survey_Data.dta::nusedg10	BC3_Household_Survey_Data.dta::nusedg10	99	Refused to answer
BC3_Household_Survey_Data.dta::nusedh10	BC3_Household_Survey_Data.dta::nusedh10	-9	skipped
BC3_Household_Survey_Data.dta::nusedh10	BC3_Household_Survey_Data.dta::nusedh10	1	Yes
BC3_Household_Survey_Data.dta::nusedh10	BC3_Household_Survey_Data.dta::nusedh10	2	No
BC3_Household_Survey_Data.dta::nusedh10	BC3_Household_Survey_Data.dta::nusedh10	99	Refused to answer
BC3_Household_Survey_Data.dta::nusedi10	BC3_Household_Survey_Data.dta::nusedi10	-9	skipped
BC3_Household_Survey_Data.dta::nusedi10	BC3_Household_Survey_Data.dta::nusedi10	1	Yes
BC3_Household_Survey_Data.dta::nusedi10	BC3_Household_Survey_Data.dta::nusedi10	2	No
BC3_Household_Survey_Data.dta::nusedi10	BC3_Household_Survey_Data.dta::nusedi10	99	Refused to answer
BC3_Household_Survey_Data.dta::nthung10	BC3_Household_Survey_Data.dta::nthung10	-9	skipped
BC3_Household_Survey_Data.dta::nthung10	BC3_Household_Survey_Data.dta::nthung10	1	Nowhere to hang
BC3_Household_Survey_Data.dta::nthung10	BC3_Household_Survey_Data.dta::nthung10	2	Don't know how to hang net
BC3_Household_Survey_Data.dta::nthung10	BC3_Household_Survey_Data.dta::nthung10	3	No tools to hang net
BC3_Household_Survey_Data.dta::nthung10	BC3_Household_Survey_Data.dta::nthung10	4	Shape did not fit
BC3_Household_Survey_Data.dta::nthung10	BC3_Household_Survey_Data.dta::nthung10	5	Size did not fit
BC3_Household_Survey_Data.dta::nthung10	BC3_Household_Survey_Data.dta::nthung10	6	Don't want to hang
BC3_Household_Survey_Data.dta::nthung10	BC3_Household_Survey_Data.dta::nthung10	7	Extra net/Used for Visitor/ Owner not home
BC3_Household_Survey_Data.dta::nthung10	BC3_Household_Survey_Data.dta::nthung10	96	other
BC3_Household_Survey_Data.dta::nthung10	BC3_Household_Survey_Data.dta::nthung10	98	not sure
BC3_Household_Survey_Data.dta::nthung10	BC3_Household_Survey_Data.dta::nthung10	99	Refused to answer
BC3_Household_Survey_Data.dta::vstatus	BC3_Household_Survey_Data.dta::vstatus	1	Completed
BC3_Household_Survey_Data.dta::vstatus	BC3_Household_Survey_Data.dta::vstatus	2	No household member at home or no competent respondent at home at time of visit
BC3_Household_Survey_Data.dta::vstatus	BC3_Household_Survey_Data.dta::vstatus	3	Entire household absent for extended period of time
BC3_Household_Survey_Data.dta::vstatus	BC3_Household_Survey_Data.dta::vstatus	5	Refused
BC3_Household_Survey_Data.dta::vstatus	BC3_Household_Survey_Data.dta::vstatus	6	Dwelling vacant or address not a dwelling
BC3_Household_Survey_Data.dta::vstatus	BC3_Household_Survey_Data.dta::vstatus	7	Dwelling destroyed
BC3_Household_Survey_Data.dta::vstatus	BC3_Household_Survey_Data.dta::vstatus	8	Dwelling not found
BC3_Household_Survey_Data.dta::vstatus	BC3_Household_Survey_Data.dta::vstatus	9	Other
BC3_Household_Survey_Data.dta::senergydich	BC3_Household_Survey_Data.dta::senergydich	0	Other
BC3_Household_Survey_Data.dta::senergydich	BC3_Household_Survey_Data.dta::senergydich	1	electricity or solar
BC3_Household_Survey_Data.dta::numalandcat	BC3_Household_Survey_Data.dta::numalandcat	0	None
BC3_Household_Survey_Data.dta::numalandcat	BC3_Household_Survey_Data.dta::numalandcat	1	<= 2
BC3_Household_Survey_Data.dta::numalandcat	BC3_Household_Survey_Data.dta::numalandcat	2	3 or more
BC3_Household_Survey_Data.dta::numaland	BC3_Household_Survey_Data.dta::numaland -9	:::UNDEF:::
BC3_Household_Survey_Data.dta::numaland	BC3_Household_Survey_Data.dta::numaland 9999	:::UNDEF:::
BC3_Household_Survey_Data.dta::ovstatus	BC3_Household_Survey_Data.dta::ovstatus	-9	:::UNDEF:::
BC3_Household_Survey_Data.dta::vstatus	BC3_Household_Survey_Data.dta::vstatus	-9	:::UNDEF:::
BC3_Household_Survey_Data.dta::mmroof	BC3_Household_Survey_Data.dta::mmroof	.	:::UNDEF:::
BC3_Household_Survey_Data.dta::othermmr	BC3_Household_Survey_Data.dta::mmroof	.	:::UNDEF:::
BC3_Household_Survey_Data.dta::mmfloordich	BC3_Household_Survey_Data.dta::mmfloordich	.	:::UNDEF:::
BC3_Household_Survey_Data.dta::srentry	BC3_Household_Survey_Data.dta::srentry	-9	:::UNDEF:::
BC3_Household_Survey_Data.dta::srwindow	BC3_Household_Survey_Data.dta::srwindow -9	:::UNDEF:::
BC3_Household_Survey_Data.dta::hhspaces	BC3_Household_Survey_Data.dta::hhspaces	-9	:::UNDEF:::
BC3_Household_Survey_Data.dta::hhrooms	BC3_Household_Survey_Data.dta::hhrooms	-9	:::UNDEF:::
BC3_Household_Survey_Data.dta::mmewalls	BC3_Household_Survey_Data.dta::mmewalls	.	:::UNDEF:::
BC3_Household_Survey_Data.dta::othermme	BC3_Household_Survey_Data.dta::mmewalls	.	:::UNDEF:::
BC3_Household_Survey_Data.dta::othereng	BC3_Household_Survey_Data.dta::othereng	.	:::UNDEF:::
BC3_Household_Survey_Data.dta::senergy	BC3_Household_Survey_Data.dta::senergy	.	:::UNDEF:::
BC3_Household_Survey_Data.dta::otherfcy	BC3_Household_Survey_Data.dta::otherfcy	.	:::UNDEF:::
BC3_Household_Survey_Data.dta::tfaclty	BC3_Household_Survey_Data.dta::tfaclty	.	:::UNDEF:::
BC3_Household_Survey_Data.dta::mspray	BC3_Household_Survey_Data.dta::mspray	-9	:::UNDEF:::
BC3_Household_Survey_Data.dta::tspray	BC3_Household_Survey_Data.dta::tspray	-9	:::UNDEF:::
BC3_Household_Survey_Data.dta::otherscs	BC3_Household_Survey_Data.dta::otherscs	.	:::UNDEF:::
BC3_Household_Survey_Data.dta::swater	BC3_Household_Survey_Data.dta::swater	.	:::UNDEF:::
BC3_Household_Survey_Data.dta::saslnum5	BC3_Household_Survey_Data.dta::saslnum5	-9	:::UNDEF:::
BC3_Household_Survey_Data.dta::srslnum5	BC3_Household_Survey_Data.dta::srslnum5 -9	:::UNDEF:::
BC3_Household_Survey_Data.dta::srslnum	BC3_Household_Survey_Data.dta::srslnum -9	:::UNDEF:::
BC3_Household_Survey_Data.dta::slareas	BC3_Household_Survey_Data.dta::slareas -9	:::UNDEF:::
BC3_Household_Survey_Data.dta::hhmeals	BC3_Household_Survey_Data.dta::hhmeals -9	:::UNDEF:::
BC3_Household_Survey_Data.dta::hhnumt	BC3_Household_Survey_Data.dta::hhnumt -9	:::UNDEF:::
BC3_Household_Survey_Data.dta::hhnumt	BC3_Household_Survey_Data.dta::hhnumt 9	:::UNDEF:::
BC-3 enrollment database FINAL.dta::urine	BC-3 enrollment database FINAL.dta::urine	0	:::UNDEF:::
BC-3 enrollment database FINAL.dta::urine	BC-3 enrollment database FINAL.dta::urine	1	:::UNDEF:::
BC-3 mothers all visits database FINAL.dta::mhosp	BC-3 mothers all visits database FINAL.dta::mhosp	0	:::UNDEF:::
BC-3 mothers all visits database FINAL.dta::mhosp	BC-3 mothers all visits database FINAL.dta::mhosp	1	:::UNDEF:::
BC-3 enrollment database FINAL.dta::	BC-3 enrollment database FINAL.dta::endo	0	:::UNDEF:::
BC-3 mothers all visits database FINAL.dta::endo	BC-3 mothers all visits database FINAL.dta::endo	0	:::UNDEF:::
BC-3 enrollment database FINAL.dta::eye	BC-3 enrollment database FINAL.dta::eye	123	:::UNDEF:::
BC-3 mothers all visits database FINAL.dta::eye	BC-3 mothers all visits database FINAL.dta::eye	123	:::UNDEF:::
BC-3 enrollment database FINAL.dta::eye	BC-3 enrollment database FINAL.dta::eye	203	:::UNDEF:::
BC-3 mothers all visits database FINAL.dta::eye	BC-3 mothers all visits database FINAL.dta::eye	203	:::UNDEF:::
BC-3 enrollment database FINAL.dta::gi	BC-3 enrollment database FINAL.dta::gi	42	:::UNDEF:::
BC-3 mothers all visits database FINAL.dta::gi	BC-3 enrollment database FINAL.dta::gi	42	:::UNDEF:::
BC-3 enrollment database FINAL.dta::gi	BC-3 enrollment database FINAL.dta::gi	47	:::UNDEF:::
BC-3 mothers all visits database FINAL.dta::gi	BC-3 enrollment database FINAL.dta::gi	47	:::UNDEF:::
BC-3 enrollment database FINAL.dta::gi	BC-3 enrollment database FINAL.dta::gi	302	:::UNDEF:::
BC-3 mothers all visits database FINAL.dta::gi	BC-3 enrollment database FINAL.dta::gi	302	:::UNDEF:::
BC-3 enrollment database FINAL.dta::gu	BC-3 enrollment database FINAL.dta::gu	7	:::UNDEF:::
BC-3 mothers all visits database FINAL.dta::gu	BC-3 mothers all visits database FINAL.dta::gu	7	:::UNDEF:::
BC-3 enrollment database FINAL.dta::gu	BC-3 enrollment database FINAL.dta::gu	81	:::UNDEF:::
BC-3 mothers all visits database FINAL.dta::gu	BC-3 mothers all visits database FINAL.dta::gu	81	:::UNDEF:::
BC-3 enrollment database FINAL.dta::gu	BC-3 enrollment database FINAL.dta::gu	84	:::UNDEF:::
BC-3 mothers all visits database FINAL.dta::gu	BC-3 mothers all visits database FINAL.dta::gu	84	:::UNDEF:::
BC-3 enrollment database FINAL.dta::gu	BC-3 enrollment database FINAL.dta::gu	89	:::UNDEF:::
BC-3 mothers all visits database FINAL.dta::gu	BC-3 mothers all visits database FINAL.dta::gu	89	:::UNDEF:::
BC-3 enrollment database FINAL.dta::gu	BC-3 enrollment database FINAL.dta::gu	192	:::UNDEF:::
BC-3 mothers all visits database FINAL.dta::gu	BC-3 mothers all visits database FINAL.dta::gu	192	:::UNDEF:::
BC-3 enrollment database FINAL.dta::gu	BC-3 enrollment database FINAL.dta::gu	301	:::UNDEF:::
BC-3 mothers all visits database FINAL.dta::gu	BC-3 mothers all visits database FINAL.dta::gu	301	:::UNDEF:::
BC-3 enrollment database FINAL.dta::msk	BC-3 enrollment database FINAL.dta::msk	63	:::UNDEF:::
BC-3 mothers all visits database FINAL.dta::msk	BC-3 mothers all visits database FINAL.dta::msk	63	:::UNDEF:::
BC-3 enrollment database FINAL.dta::neuro	BC-3 enrollment database FINAL.dta::neuro	71	:::UNDEF:::
BC-3 mothers all visits database FINAL.dta::neuro	BC-3 mothers all visits database FINAL.dta::neuro	25	:::UNDEF:::
BC-3 mothers all visits database FINAL.dta::resp	BC-3 mothers all visits database FINAL.dta::resp	25	:::UNDEF:::
BC-3 enrollment database FINAL.dta::skin	BC-3 enrollment database FINAL.dta::skin	47	:::UNDEF:::
BC-3 mothers all visits database FINAL.dta::skin	BC-3 mothers all visits database FINAL.dta::skin	47	:::UNDEF:::
BC-3 enrollment database FINAL.dta::comp11	BC-3 enrollment database FINAL.dta::comp11	1	:::UNDEF:::
BC-3 enrollment database FINAL.dta::comp11	BC-3 enrollment database FINAL.dta::comp11	8	:::UNDEF:::
BC-3 enrollment database FINAL.dta::sex1	BC-3 enrollment database FINAL.dta::sex1	1	:::UNDEF:::
BC-3 enrollment database FINAL.dta::sex1	BC-3 enrollment database FINAL.dta::sex1	2	:::UNDEF:::
BC-3 enrollment database FINAL.dta::celective	BC-3 enrollment database FINAL.dta::celective	0	:::UNDEF:::
BC-3 enrollment database FINAL.dta::celective	BC-3 enrollment database FINAL.dta::celective	1	:::UNDEF:::
BC-3 enrollment database FINAL.dta::mode1	BC-3 enrollment database FINAL.dta::mode1	0	:::UNDEF:::
BC-3 enrollment database FINAL.dta::mode2	BC-3 enrollment database FINAL.dta::mode2	0	:::UNDEF:::
BC-3 enrollment database FINAL.dta::mode3	BC-3 enrollment database FINAL.dta::mode3	0	:::UNDEF:::
BC-3 enrollment database FINAL.dta::mode4	BC-3 enrollment database FINAL.dta::mode4	0	:::UNDEF:::
BC-3 enrollment database FINAL.dta::mode5	BC-3 enrollment database FINAL.dta::mode5	0	:::UNDEF:::
BC-3 enrollment database FINAL.dta::mode6	BC-3 enrollment database FINAL.dta::mode6	0	:::UNDEF:::
BC-3 enrollment database FINAL.dta::mode7	BC-3 enrollment database FINAL.dta::mode7	0	:::UNDEF:::
BC-3 enrollment database FINAL.dta::mode1	BC-3 enrollment database FINAL.dta::mode1	1	:::UNDEF:::
BC-3 enrollment database FINAL.dta::mode2	BC-3 enrollment database FINAL.dta::mode2	1	:::UNDEF:::
BC-3 enrollment database FINAL.dta::mode3	BC-3 enrollment database FINAL.dta::mode3	1	:::UNDEF:::
BC-3 enrollment database FINAL.dta::mode4	BC-3 enrollment database FINAL.dta::mode4	1	:::UNDEF:::
BC-3 enrollment database FINAL.dta::mode5	BC-3 enrollment database FINAL.dta::mode5	1	:::UNDEF:::
BC-3 enrollment database FINAL.dta::mode6	BC-3 enrollment database FINAL.dta::mode6	1	:::UNDEF:::
BC-3 enrollment database FINAL.dta::mode7	BC-3 enrollment database FINAL.dta::mode7	1	:::UNDEF:::
BC-3 enrollment database FINAL.dta::cspontan	BC-3 enrollment database FINAL.dta::cspontan	0	:::UNDEF:::
BC-3 enrollment database FINAL.dta::cspontan	BC-3 enrollment database FINAL.dta::cspontan	1	:::UNDEF:::
BC-3 enrollment database FINAL.dta::cspontan	BC-3 enrollment database FINAL.dta::cspontan	2	:::UNDEF:::
BC-3 enrollment database FINAL.dta::cspontan	BC-3 enrollment database FINAL.dta::cspontan	3	:::UNDEF:::
BC-3 enrollment database FINAL.dta::cspontan	BC-3 enrollment database FINAL.dta::cspontan	4	:::UNDEF:::
BC-3 mothers delivery database FINAL.dta::neonataldeath	BC-3 mothers delivery database FINAL.dta::neonataldeath	0	:::UNDEF:::
BC-3 mothers delivery database FINAL.dta::neonataldeath	BC-3 mothers delivery database FINAL.dta::neonataldeath	1	:::UNDEF:::
BC-3 mothers delivery database FINAL.dta::cpeclam	BC-3 mothers delivery database FINAL.dta::cpeclam	0	:::UNDEF:::
BC-3 mothers delivery database FINAL.dta::cpeclam	BC-3 mothers delivery database FINAL.dta::cpeclam	1	:::UNDEF:::
BC-3 mothers delivery database FINAL.dta::cpeclam	BC-3 mothers delivery database FINAL.dta::cpeclam	2	:::UNDEF:::
BC-3 mothers delivery database FINAL.dta::lfheart1	BC-3 mothers delivery database FINAL.dta::lfheart1	0	:::UNDEF:::
BC-3 mothers delivery database FINAL.dta::lfheart2	BC-3 mothers delivery database FINAL.dta::lfheart2	0	:::UNDEF:::
BC-3 mothers delivery database FINAL.dta::lfheart3	BC-3 mothers delivery database FINAL.dta::lfheart3	0	:::UNDEF:::
BC-3 mothers delivery database FINAL.dta::lfheart4	BC-3 mothers delivery database FINAL.dta::lfheart4	0	:::UNDEF:::
BC-3 mothers delivery database FINAL.dta::lfheart5	BC-3 mothers delivery database FINAL.dta::lfheart5	0	:::UNDEF:::
BC-3 mothers delivery database FINAL.dta::lfheart6	BC-3 mothers delivery database FINAL.dta::lfheart6	0	:::UNDEF:::
BC-3 mothers delivery database FINAL.dta::lfheart7	BC-3 mothers delivery database FINAL.dta::lfheart7	0	:::UNDEF:::
BC-3 mothers delivery database FINAL.dta::lfheart1	BC-3 mothers delivery database FINAL.dta::lfheart1	1	:::UNDEF:::
BC-3 mothers delivery database FINAL.dta::lfheart2	BC-3 mothers delivery database FINAL.dta::lfheart2	1	:::UNDEF:::
BC-3 mothers delivery database FINAL.dta::lfheart3	BC-3 mothers delivery database FINAL.dta::lfheart3	1	:::UNDEF:::
BC-3 mothers delivery database FINAL.dta::lfheart4	BC-3 mothers delivery database FINAL.dta::lfheart4	1	:::UNDEF:::
BC-3 mothers delivery database FINAL.dta::lfheart5	BC-3 mothers delivery database FINAL.dta::lfheart5	1	:::UNDEF:::
BC-3 mothers delivery database FINAL.dta::lfheart6	BC-3 mothers delivery database FINAL.dta::lfheart6	1	:::UNDEF:::
BC-3 mothers delivery database FINAL.dta::lfheart7	BC-3 mothers delivery database FINAL.dta::lfheart7	1	:::UNDEF:::
BC-3 mothers delivery database FINAL.dta::ldhead1	BC-3 mothers delivery database FINAL.dta::ldhead1	0	:::UNDEF:::
BC-3 mothers delivery database FINAL.dta::ldhead2	BC-3 mothers delivery database FINAL.dta::ldhead2	0	:::UNDEF:::
BC-3 mothers delivery database FINAL.dta::ldhead3	BC-3 mothers delivery database FINAL.dta::ldhead3	0	:::UNDEF:::
BC-3 mothers delivery database FINAL.dta::ldhead4	BC-3 mothers delivery database FINAL.dta::ldhead4	0	:::UNDEF:::
BC-3 mothers delivery database FINAL.dta::ldhead5	BC-3 mothers delivery database FINAL.dta::ldhead5	0	:::UNDEF:::
BC-3 mothers delivery database FINAL.dta::ldhead6	BC-3 mothers delivery database FINAL.dta::ldhead6	0	:::UNDEF:::
BC-3 mothers delivery database FINAL.dta::ldhead7	BC-3 mothers delivery database FINAL.dta::ldhead7	0	:::UNDEF:::
BC-3 mothers delivery database FINAL.dta::ldhead1	BC-3 mothers delivery database FINAL.dta::ldhead1	1	:::UNDEF:::
BC-3 mothers delivery database FINAL.dta::ldhead2	BC-3 mothers delivery database FINAL.dta::ldhead2	1	:::UNDEF:::
BC-3 mothers delivery database FINAL.dta::ldhead3	BC-3 mothers delivery database FINAL.dta::ldhead3	1	:::UNDEF:::
BC-3 mothers delivery database FINAL.dta::ldhead4	BC-3 mothers delivery database FINAL.dta::ldhead4	1	:::UNDEF:::
BC-3 mothers delivery database FINAL.dta::ldhead5	BC-3 mothers delivery database FINAL.dta::ldhead5	1	:::UNDEF:::
BC-3 mothers delivery database FINAL.dta::ldhead6	BC-3 mothers delivery database FINAL.dta::ldhead6	1	:::UNDEF:::
BC-3 mothers delivery database FINAL.dta::ldhead7	BC-3 mothers delivery database FINAL.dta::ldhead7	1	:::UNDEF:::
BC-3 mothers delivery database FINAL.dta::ldhead1	BC-3 mothers delivery database FINAL.dta::ldhead1	2	:::UNDEF:::
BC-3 mothers delivery database FINAL.dta::ldhead2	BC-3 mothers delivery database FINAL.dta::ldhead2	2	:::UNDEF:::
BC-3 mothers delivery database FINAL.dta::ldhead3	BC-3 mothers delivery database FINAL.dta::ldhead3	2	:::UNDEF:::
BC-3 mothers delivery database FINAL.dta::ldhead4	BC-3 mothers delivery database FINAL.dta::ldhead4	2	:::UNDEF:::
BC-3 mothers delivery database FINAL.dta::ldhead5	BC-3 mothers delivery database FINAL.dta::ldhead5	2	:::UNDEF:::
BC-3 mothers delivery database FINAL.dta::ldhead6	BC-3 mothers delivery database FINAL.dta::ldhead6	2	:::UNDEF:::
BC-3 mothers delivery database FINAL.dta::ldhead7	BC-3 mothers delivery database FINAL.dta::ldhead7	2	:::UNDEF:::
BC-3 mothers delivery database FINAL.dta::ldhead1	BC-3 mothers delivery database FINAL.dta::ldhead1	3	:::UNDEF:::
BC-3 mothers delivery database FINAL.dta::ldhead2	BC-3 mothers delivery database FINAL.dta::ldhead2	3	:::UNDEF:::
BC-3 mothers delivery database FINAL.dta::ldhead3	BC-3 mothers delivery database FINAL.dta::ldhead3	3	:::UNDEF:::
BC-3 mothers delivery database FINAL.dta::ldhead4	BC-3 mothers delivery database FINAL.dta::ldhead4	3	:::UNDEF:::
BC-3 mothers delivery database FINAL.dta::ldhead5	BC-3 mothers delivery database FINAL.dta::ldhead5	3	:::UNDEF:::
BC-3 mothers delivery database FINAL.dta::ldhead6	BC-3 mothers delivery database FINAL.dta::ldhead6	3	:::UNDEF:::
BC-3 mothers delivery database FINAL.dta::ldhead7	BC-3 mothers delivery database FINAL.dta::ldhead7	3	:::UNDEF:::
BC-3 mothers delivery database FINAL.dta::ldhead1	BC-3 mothers delivery database FINAL.dta::ldhead1	4	:::UNDEF:::
BC-3 mothers delivery database FINAL.dta::ldhead2	BC-3 mothers delivery database FINAL.dta::ldhead2	4	:::UNDEF:::
BC-3 mothers delivery database FINAL.dta::ldhead3	BC-3 mothers delivery database FINAL.dta::ldhead3	4	:::UNDEF:::
BC-3 mothers delivery database FINAL.dta::ldhead4	BC-3 mothers delivery database FINAL.dta::ldhead4	4	:::UNDEF:::
BC-3 mothers delivery database FINAL.dta::ldhead5	BC-3 mothers delivery database FINAL.dta::ldhead5	4	:::UNDEF:::
BC-3 mothers delivery database FINAL.dta::ldhead6	BC-3 mothers delivery database FINAL.dta::ldhead6	4	:::UNDEF:::
BC-3 mothers delivery database FINAL.dta::ldhead7	BC-3 mothers delivery database FINAL.dta::ldhead7	4	:::UNDEF:::
BC-3 mothers delivery database FINAL.dta::ldhead1	BC-3 mothers delivery database FINAL.dta::ldhead1	5	:::UNDEF:::
BC-3 mothers delivery database FINAL.dta::ldhead2	BC-3 mothers delivery database FINAL.dta::ldhead2	5	:::UNDEF:::
BC-3 mothers delivery database FINAL.dta::ldhead3	BC-3 mothers delivery database FINAL.dta::ldhead3	5	:::UNDEF:::
