# version-2			
health_facility::country	uganda	Uganda	
hh_member_24m::schoolname	LAYIBI COLLEGE SS	Layibi College Secondary School	
hh_member_24m::schoolname	LAYIBI P/S	Layibi Primary School	
hh_member_24m::schoolname	LAYIBI TEKER P/S	Layibi Teker Primary School	
hh_member_24m::schoolname	LAYIYA P/S	Layiya Primary School	
hh_member_24m::schoolname	LECU PRIMARY SCHOOL	Lecu Primary School	
hh_member_24m::schoolname	LEFORI PARENTS NURSERY	Lefori Parents Nursery	
hh_member_24m::schoolname	LEFORI PARENTS PRIMARY SCHOOL	Lefori Parents Primary School	
hh_member_24m::schoolname	LEFORI PARENTS SCHOOL	Lefori Parents School	
hh_member_24m::schoolname	LEFORI PRI MARY SCHOOL	Lefori Primary School	
hh_member_24m::schoolname	LEFORI PRIMARY SCHOOL	Lefori Primary School	
hh_member_24m::schoolname	LEFORI PRIMSARY SCHOOL	Lefori Primary School	
hh_member_24m::schoolname	LEO ATUBU COLLEGE	Leo Atubu College	
hh_member_24m::schoolname	LEOS JUNIOR	Leos Junior	
hh_member_24m::schoolname	LEPANTO MISSION NURSERY SCHOOL	Lepanto Mission Nursery School	
hh_member_24m::schoolname	LIFE FOR ALL NURSERY AND PRIMARY SCHOOL BWEYALE	Life For All Nursery and Primary School Bweyale	
hh_member_24m::schoolname	LIFELINE BUKEDEA SECONDARY SCHOOL	Lifeline Bukedea Secondary School	
hh_member_24m::schoolname	LIGHT ANGEL NURSERY AND P/S	Light Angel Nursery and Primary School	
hh_member_24m::schoolname	LIGILIGI PRIMARY SCHOOL	Ligiligi Primary School	
hh_member_24m::schoolname	LILA PRIMARY SCHOOL	Lila Primary School	
hh_member_24m::schoolname	LIRA INTERGRATED PRIMARY SCHOOL	Lira Intergrated Primary School	
hh_member_24m::schoolname	LIRA KATO PRIMARY SCHOOL	Lira Kato Primary School	
hh_member_24m::schoolname	LIRA KATO PRIMARY SCHOOOL	Lira Kato Primary Schoool	
hh_member_24m::schoolname	LIRA KATO PRIMARY SHOOL	Lira Kato Primary Shool	
hh_member_24m::schoolname	LIRA P.7 PRIMARY SCHOOL	Lira P.7 Primary School	
hh_member_24m::schoolname	LIRA PALUO SENIOR SECONDARY SCHOOL	Lira Paluo Senior Secondary School	
hh_member_24m::schoolname	LIRA PRIMARY SCHOOL	Lira Primary School	
hh_member_24m::schoolname	LIRA SCHOOL OF NURSING	Lira School Of Nursing	
hh_member_24m::schoolname	LIRA TOWN COLLEGE	Lira Town College	
hh_member_24m::schoolname	LITTLE ROCK NURSERY SCHOOL	Little Rock Nursery School	
hh_member_24m::schoolname	LITTLE ROCK PRIMARY SCHOOL	Little Rock Primary School	
hh_member_24m::schoolname	LIVING HOPE EDUCATION CENTRE	Living Hope Education Centre	
hh_member_24m::schoolname	LIVING WATER P/S	Living Water Primary School	
hh_member_24m::schoolname	LOBULE NURSERY SCHOOL	Lobule Nursery School	
hh_member_24m::schoolname	LOBULE PRIMARY SCHHOOL	Lobule Primary Schhool	
hh_member_24m::schoolname	LOBULE PRIMARY SCHOOL	Lobule Primary School	
hh_member_24m::schoolname	LOBULE PRIMRY SCHOOL	Lobule Primary School	
hh_member_24m::schoolname	LOBULE PRIMARY SHOOL	Lobule Primary Shool	
hh_member_24m::schoolname	LOKOLIA PRIMARY SCHOOL	Lokolia Primary School	
hh_member_24m::schoolname	LOKOLIA PRMARY SCHOOL	Lokolia Primary School	
hh_member_24m::schoolname	LORO CENTRAL NURSERY AND PRIMARY SCHOOL	Loro Central Nursery and Primary School	
hh_member_24m::schoolname	LORO SECONDARY SCHOOL	Loro Secondary School	
hh_member_24m::schoolname	LUBANY SS	Lubany Secondary School	
hh_member_24m::schoolname	LUBANYI P/S	Lubanyi Primary School	
hh_member_24m::schoolname	LUBANYI SS	Lubanyi Secondary School	
hh_member_24m::schoolname	LUKAI NURSERY AND PRIMARY SCHOOL	Lukai Nursery and Primary School	
hh_member_24m::schoolname	LUKAI NURSERY SCHOOL	Lukai Nursery School	
hh_member_24m::schoolname	LUKUTU PARENTS PRIMARY SCHOOL	Lukutu Parents Primary School	
hh_member_24m::schoolname	LUKWA P/S	Lukwa Primary School	
hh_member_24m::schoolname	LUKWA PRIMARY SCHOOL	Lukwa Primary School	
hh_member_24m::schoolname	LUKWA Secondary School	Lukwa Secondary School	
hh_member_24m::schoolname	LUKWA S/S	Lukwa Secondary School	
hh_member_24m::schoolname	LUKWA SS	Lukwa Secondary School	
hh_member_24m::schoolname	LUNA PRIMARY SCHOOL	Luna Primary School	
hh_member_24m::schoolname	LUNAR INTERNATIONAL SCHOOL	Lunar International School	
hh_member_24m::schoolname	LUNGUMA PRIMARY SCHOOL	Lunguma Primary School	
hh_member_24m::schoolname	LUPAYI NURSERY SCHOOL	Lupayi Nursery School	
hh_member_24m::schoolname	LUWERO SENIOR SECONDARY SCHOOL	Luwero Senior Secondary School	
hh_member_24m::schoolname	LUZIRA SS	Luzira Secondary School	
hh_member_24m::schoolname	MAAMA DESPINA PRIMARY SCHOOL	Maama Despina Primary School	
hh_member_24m::schoolname	MACHEAL PRIMARY SCHOOL	Macheal Primary School	
hh_member_24m::schoolname	MACHEL	Machel	
hh_member_24m::schoolname	MACHEL PRIMARY	Machel Primary School	
hh_member_24m::schoolname	MADERA GIRLS SCHOOL SOROTI	Madera Girls School Soroti	
hh_member_24m::schoolname	MADI OPEI PRIMARY	Madi Opei Primary School	
hh_member_24m::schoolname	MADI OPEI PRIMARY SCHOOL	Madi Opei Primary School	
hh_member_24m::schoolname	MADI OPEI SEED SECONDARY SCHOOL	Madi Opei Seed Secondary School	
hh_member_24m::schoolname	MADIBIRA P/S	Madibira Primary School	
hh_member_24m::schoolname	MADINA ISLAMIC	Madina Islamic	
hh_member_24m::schoolname	MADINA P/S	Madina Primary School	
hh_member_24m::schoolname	MAGAMAGA VOCATIONAL INSTITUTE	Magamaga Vocational Institute	
hh_member_24m::schoolname	MAKO NURSERY AND PRIMARY SCHOOL	Mako Nursery and Primary School	
hh_member_24m::schoolname	MAKO PRIMARY SCHOOL	Mako Primary School	
hh_member_24m::schoolname	MALISA PRIMARY SCHOOL	Malisa Primary School	
hh_member_24m::schoolname	MAMA JUNIOR LABORO P/S	Mama Junior Laboro Primary School	
hh_member_24m::schoolname	MANTOR DAY AND BOARDING P/SCHOOL, LIRA CITY	Mantor Day and Boarding Primary School, Lira City	
hh_member_24m::schoolname	MAPEERA PRIMARY SCHOOL	Mapeera Primary School	
hh_member_24m::schoolname	MARIOSHION NURSARY AND PRIMARY SCHOOL	Marioshion Nursary and Primary School	
hh_member_24m::schoolname	MARIOSHION PRIMARY SCHOOL	Marioshion Primary School	
hh_member_24m::schoolname	MARIOSHIONA PRIMARY SCHOOL	Marioshiona Primary School	
hh_member_24m::schoolname	MARISHION PRIMARY SCHOOL	Marishion Primary School	
hh_member_24m::schoolname	MARK AND MAU PRIMARY SCHOOL	Mark and Mau Primary School	
hh_member_24m::schoolname	MARK MAC PRIMARY SCHOOL	Mark Mac Primary School	
hh_member_24m::schoolname	MARTAL PRIMARY SCHOOL	Martal Primary School	
hh_member_24m::schoolname	MARTHAL NURSERY AND PRIMARY SCHOOL	Marthal Nursery and Primary School	
hh_member_24m::schoolname	MARTHAL PRIMARY AND NURSERY	Marthal Nursery and Primary School	
hh_member_24m::schoolname	MARTHAL PRIMARY AND NURSERY SCHOOL	Marthal Primary and Nursery School	
hh_member_24m::schoolname	MARTHAL PRIMARY SCHOOL	Marthal Primary School	
hh_member_24m::schoolname	MARTHEAL NURSERY AND PRIMARY SCHOOL	Martheal Nursery and Primary School	
hh_member_24m::schoolname	MARTHEAL PRIMARY AND NURSERY SCHOOL	Martheal Nursery and Primary School	
hh_member_24m::schoolname	MARTHEAL PRIMARY SCHOOL	Martheal Primary School	
hh_member_24m::schoolname	MARTIN'S JUNIOR BBAALE	Martin's Junior Bbaale	
hh_member_24m::schoolname	MARUSHION PRIMARY SCHOOL	Marushion Primary School	
hh_member_24m::schoolname	MARY IMMACULATE NURSERY AND PRIMARY SCHOOL	Mary Immaculate Nursery and Primary School	
hh_member_24m::schoolname	MARY MOTHER OF GOD NURSERY AND PRIMARY SCHOOL	Mary Mother Of God Nursery and Primary School	
hh_member_24m::schoolname	MARY MOTHER OF GOD NURSERYAND PRIMARY SCHOOL	Mary Mother Of God Nursery and Primary School	
hh_member_24m::schoolname	MARY MOTHER OF GOD P/S	Mary Mother Of God Primary School	
hh_member_24m::schoolname	MARYCONS NURSERY SCHOOL	Marycons Nursery School	
hh_member_24m::schoolname	MASA LOA PRIMARY SCHOOL	Masa Loa Primary School	
hh_member_24m::schoolname	MASAKA SS	Masaka Secondary School	
hh_member_24m::schoolname	MASAKA SECONDARY SCHOOL	Masaka Secondary School	
hh_member_24m::schoolname	MASENIKO PRIMARY SCHOOL	Maseniko Primary School	
hh_member_24m::schoolname	MASINDI P/S	Masindi Primary School	
hh_member_24m::schoolname	MBALE SCHOOL OF THE DEAF	Mbale School Of The Deaf	
hh_member_24m::schoolname	MBALE SS	Mbale Secondary School	
hh_member_24m::schoolname	MELODY	Melody	
hh_member_24m::schoolname	MELODY P/S	Melody Primary School	
hh_member_24m::schoolname	MENGO NURSERY SCHOOL	Mengo Nursery School	
hh_member_24m::schoolname	MERRYLAND P/SCHOOL	Merryland Primary School	
hh_member_24m::schoolname	META PRIMARY SCHOOL	Meta Primary School	
hh_member_24m::schoolname	META PRIMARY SCHOOL ICEME	Meta Primary School Iceme	
hh_member_24m::schoolname	MICHEAL NUSERY SCHOOL	Micheal Nusery School	
hh_member_24m::schoolname	MICHEAL PRIMARY SCHOOL	Micheal Primary School	
hh_member_24m::schoolname	MID LAND SENIOR SECONDARY SCHOOL	Mid Land Senior Secondary School	
hh_member_24m::schoolname	MIDLAND PRIMARY SCHOOL	Midland Primary School	
hh_member_24m::schoolname	MINAKULU GOLDEN PRIMARY SHOOL	Minakulu Golden Primary Shool	
hh_member_24m::schoolname	MINAKULU NURSERY SCHOOL	Minakulu Nursery School	
hh_member_24m::schoolname	MINJA PRIMARY SCHOOL	Minja Primary School	
hh_member_24m::schoolname	MIRACLE NURSERY SCHOOL	Miracle Nursery School	
hh_member_24m::schoolname	MIRACLE PRIMARY SCHOOL	Miracle Primary School	
hh_member_24m::schoolname	MITYANA CENTRAL	Mityana Central	
hh_member_24m::schoolname	MONTESS0RI P/S	Montessori Primary School	
hh_member_24m::schoolname	MONTESSORI P/S	Montessori Primary School	
hh_member_24m::schoolname	MOO DEGE PRIMARY SCHOOL	Moo Dege Primary School	
hh_member_24m::schoolname	MOO DEGEE	Moo Degee	
hh_member_24m::schoolname	MOO DEGEE PRIMARY SCHOOL	Moo Degee Primary School	
hh_member_24m::schoolname	MORNIG STAR P/S	Morning Star Primary School	
hh_member_24m::schoolname	MOROTO PRIMARY SCHOOL	Moroto Primary School	
hh_member_24m::schoolname	MORUNGATUNY SEED SECONDARY SCHOOL	Morungatuny Seed Secondary School	
hh_member_24m::schoolname	MOSLIM UMEA P/S	Moslim Umea Primary School	
hh_member_24m::schoolname	MOTHER ANGIOLETTA PRIMARY SCHOOL	Mother Angioletta Primary School	
hh_member_24m::schoolname	MOTHER CLARE	Mother Clare	
hh_member_24m::schoolname	MOTHER CLARE P/S	Mother Clare Primary School	
hh_member_24m::schoolname	MOTHER LODIA PRIMARY SCHOOL -GULU	Mother Lodia Primary School -Gulu	
hh_member_24m::schoolname	MOTHER TEREZA PRIMARY SCHOOL	Mother Tereza Primary School	
hh_member_24m::schoolname	MOTHER'S PREPARATORY	Mother's Preparatory School	
hh_member_24m::schoolname	MOTHERS PREPARATORY NURSERY AND PRIMARY SCHOOL	Mother's Preparatory Nursery and Primary School	
hh_member_24m::schoolname	MOTHERS PREPAROTORY NURSERY AND PRIMARY SCHOOL	Mother's Preparatory Nursery and Primary School	
hh_member_24m::schoolname	MOTHER'S PREPARATORY PRIMARY SCHOOL	Mother's Preparatory Primary School	
hh_member_24m::schoolname	MOTHERS PREPARATORY PRIMARY SCHOOL	Mother's Preparatory Primary School	
hh_member_24m::schoolname	MOTHERS PREPARATORY SCHOOL	Mother's Preparatory School	
hh_member_24m::schoolname	MOYO ARMY PRIMARY SCHOOL	Moyo Army Primary School	
hh_member_24m::schoolname	MPERERWE P/S	Mpererwe Primary School	
hh_member_24m::schoolname	MUBENDE LIGHT SS	Mubende Light Secondary School	
hh_member_24m::schoolname	MUBENDE PARENTS	Mubende Parents	
hh_member_24m::schoolname	MUBENDE SS	Mubende Secondary School	
hh_member_24m::schoolname	MULONDO JUNIOR SCHOOL	Mulondo Junior School	
hh_member_24m::schoolname	MULONOD JUNIOR SCHOOL	Mulonod Junior School	
hh_member_24m::schoolname	MURO P/S	Muro Primary School	
hh_member_24m::schoolname	MUTUNDA SS	Mutunda Secondary School	
hh_member_24m::schoolname	NABABIRYE PARENTS	Nababirye Parents	
hh_member_24m::schoolname	NABITULA PRIMARY SCHOOL	Nabitula Primary School	
hh_member_24m::schoolname	NABIYONGA PRIMARY SCHOOL	Nabiyonga Primary School	
hh_member_24m::schoolname	NAGABITA P/S	Nagabita Primary School	
hh_member_24m::schoolname	NAIWAIKOKE MIXED NURSARY	Naiwaikoke Mixed Nursary School	
hh_member_24m::schoolname	NAKIDUBULI WANDAWA P/SCHOOL	Nakidubuli Wandawa Primary School	
hh_member_24m::schoolname	NAKISENYE P/S	Nakisenye Primary School	
hh_member_24m::schoolname	NAMAGERA P/S	Namagera Primary School	
hh_member_24m::schoolname	NAMAGERE P/S	Namagere Primary School	
hh_member_24m::schoolname	NAMATALE P/S	Namatale Primary School	
hh_member_24m::schoolname	NAMOKORA PRIMARY SCHOOL	Namokora Primary School	
hh_member_24m::schoolname	NAMOKORA PRIMARY SHOOL	Namokora Primary School	
hh_member_24m::schoolname	NAMUGERA P/S	Namugera Primary School	
hh_member_24m::schoolname	NAMULIKYA NURSERY AND PRIMARY SCHOOL	Namulikya Nursery and Primary School	
hh_member_24m::schoolname	NAMULIKYA PRIMARY SCHOOL	Namulikya Primary School	
hh_member_24m::schoolname	NAMULIKYA SS	Namulikya Secondary School	
hh_member_24m::schoolname	NAWAIKOKE ISLAMIC PRIMARY SCHOOL	Nawaikoke Islamic Primary School	
hh_member_24m::schoolname	NAWAIKOKE ISLAMIC SCHOOL	Nawaikoke Islamic School	
hh_member_24m::schoolname	NAWAIKOKE MIXED	Nawaikoke Mixed	
hh_member_24m::schoolname	NAWAIKOKE MIXED NURSARY AND  P/S	Nawaikoke Mixed Nursery and Primary School	
hh_member_24m::schoolname	NAWAIKOKE MIXED P/S	Nawaikoke Mixed Primary School	
hh_member_24m::schoolname	NAWAIKOKE MIXED PRIMARY SCHOOL	Nawaikoke Mixed Primary School	
hh_member_24m::schoolname	NAWAIKOKE MIXED SCHOOL	Nawaikoke Mixed School	
hh_member_24m::schoolname	NAWAIKOKE MODEL	Nawaikoke Model	
hh_member_24m::schoolname	NAWAIKOKE MODEL NURSARY	Nawaikoke Model Nursery School	
hh_member_24m::schoolname	NAWAIKOKE MODEL PS	Nawaikoke Model Primary	
hh_member_24m::schoolname	NAWAIKOKE NURSARY AND P/S	Nawaikoke Nursary and Primary School	
hh_member_24m::schoolname	NAWAIKOKE NURSARY	Nawaikoke Nursery School	
hh_member_24m::schoolname	NAWAIKOKE NURSERY SCHOOL	Nawaikoke Nursery School	
hh_member_24m::schoolname	NAWAIKOKE P7 SCH	Nawaikoke P7 School	
hh_member_24m::schoolname	NAWAIKOKE P/S	Nawaikoke Primary School	
hh_member_24m::schoolname	NAWAIKOKE PRIMARY SCHOOL	Nawaikoke Primary School	
hh_member_24m::schoolname	NAWAIKOKEMIXED SCHOOL	Nawaikokemixed School	
hh_member_24m::schoolname	NAWIAKOKE MIXED P/S	Nawiakoke Mixed Primary School	
hh_member_24m::schoolname	NDIRIA PRIMARY SCHOOL	Ndiria Primary School	
hh_member_24m::schoolname	NDIRIA PRIMARY SCSHOOL	Ndiria Primary School	
hh_member_24m::schoolname	NDIRIA PRIMRY SCHOOL	Ndiria Primry School	
hh_member_24m::schoolname	NEGRI COLLEGE SECONDARY SCHOOL	Negri College Secondary School	
hh_member_24m::schoolname	NEGRI PRIMARY SCHOOL	Negri Primary School	
hh_member_24m::schoolname	NEGRI PRIMARY SCHOOL IKWERA	Negri Primary School Ikwera	
hh_member_24m::schoolname	NEW ABC DEVINE FOUNDATION	New ABC Devine Foundation	
hh_member_24m::schoolname	NEW CHAPTER NUSERY SCHOOL	New Chapter Nusery School	
hh_member_24m::schoolname	NEW COVENANT PRIMARY SCHOOL	New Covenant Primary School	
hh_member_24m::schoolname	NEW GARDEN P/S	New Garden Primary School	
hh_member_24m::schoolname	NEW GOOD FOUNDATION SCHOOL	New Good Foundation School	
hh_member_24m::schoolname	NEW HOPE JUNIOR SCHOOL	New Hope Junior School	
hh_member_24m::schoolname	NEW STEP P/S	New Step Primary School	
hh_member_24m::schoolname	NEWLIFE P/S	Newlife Primary School	
hh_member_24m::schoolname	NGORA HIGH SCHOOL	Ngora High School	
hh_member_24m::schoolname	NGORA PRIMARY SCHOOL	Ngora Primary School	
hh_member_24m::schoolname	NILE HIGH SCHOOL	Nile High School	
hh_member_24m::schoolname	NILE SECONDARY SCHOOL	Nile Secondary School	
hh_member_24m::schoolname	NIMARO NURSARY	Nimaro Nursary School	
hh_member_24m::schoolname	NIMARO NURSARY SCH.	Nimaro Nursary School	
hh_member_24m::schoolname	NSANGI P/S	Nsangi Primary School	
hh_member_24m::schoolname	NSANI NUSERY AND PRIMARY SCHOOL	Nsani Nusery and Primary School	
hh_member_24m::schoolname	NSANI PRIMARY SCHOOL	Nsani Primary School	
hh_member_24m::schoolname	NTOOMA MORDERN	Ntooma Mordern	
hh_member_24m::schoolname	NTOOMA P/S	Ntooma Primary School	
hh_member_24m::schoolname	NWOYA SS	Nwoya Secondary School	
hh_member_24m::schoolname	NYAII SECONDARY SCHOOL	Nyaii Secondary School	
hh_member_24m::schoolname	NYAMIGISA P/S	Nyamigisa Primary School	
hh_member_24m::schoolname	NYERO ARK PEACE SECONDARY SCHOOL	Nyero Ark Peace Secondary School	
hh_member_24m::schoolname	NYOJO PRIMARY SCHOOL	Nyojo Primary School	
hh_member_24m::schoolname	NYONJO PRIMARY SCHOOL	Nyonjo Primary School	
hh_member_24m::schoolname	OBALANG PRIMARY SCHOOL	Obalang Primary School	
hh_member_24m::schoolname	OBALANGA COMPREHENSIVE	Obalanga Comprehensive	
hh_member_24m::schoolname	OBALANGA COMPREHESSIVE	Obalanga Comprehessive	
hh_member_24m::schoolname	OBALANGA PRIMARY	Obalanga Primary School	
hh_member_24m::schoolname	OBALANGA PRIMARY SCHOOL	Obalanga Primary School	
hh_member_24m::schoolname	OBALANGA TOWNSHIP	Obalanga Township	
hh_member_24m::schoolname	OBALANGA TOWNSHIP PRIMARY SCHOOL	Obalanga Township Primary School	
hh_member_24m::schoolname	OBALNGA TOWNSHIP NURSERY	Obalnga Township Nursery School	
hh_member_24m::schoolname	OBOLISO PRIMARY SCHOOL	Oboliso Primary School	
hh_member_24m::schoolname	OBOLISO TWO PRIMARY SCHOOL	Oboliso Two Primary School	
hh_member_24m::schoolname	OCER CAMPION JESUIT COLLEGE SS GULU	Ocer Campion Jesuit College Secondary School Gulu	
hh_member_24m::schoolname	OCHE SECONDARY SCHOOL	Oche Secondary School	
hh_member_24m::schoolname	OCOCIA PRIMARY SCHOOL	Ococia Primary School	
hh_member_24m::schoolname	OCOCIA SECONDARY SCHOOL	Ococia Secondary School	
hh_member_24m::schoolname	OCOKO MODERN SENIOR SECONDARY SCHOOL	Ocoko Modern Senior Secondary School	
hh_member_24m::schoolname	ODEKERE PRIMARY SCHOOL	Odekere Primary School	
hh_member_24m::schoolname	ODITEL PRIMARY	Oditel Primary School	
hh_member_24m::schoolname	ODITEL PRIMARY SCHOOL	Oditel Primary School	
hh_member_24m::schoolname	OGANGAI NURSERY SCHOOL	Ogangai Nursery School	
hh_member_24m::schoolname	OGANGAI PRIMARY SCHOOL	Ogangai Primary School	
hh_member_24m::schoolname	OGORO P/S	Ogoro Primary School	
hh_member_24m::schoolname	OJIE MEMORIAL SECONDARY SCHOOL	Ojie Memorial Secondary School	
hh_member_24m::schoolname	OKEMER PRIMARY SCHOOL	Okemer Primary School	
hh_member_24m::schoolname	OKIDI PRIMARY SCHOOL	Okidi Primary School	
hh_member_24m::schoolname	OKOLE P/SCHOOL KOLE	Okole Primary School Kole	
hh_member_24m::schoolname	OKWERE MEMORIAL NURSERY AND PRIMARY SCHOOL	Okwere Memorial Nursery and Primary School	
hh_member_24m::schoolname	OLIM NURSERY AND PRIMARY SCHOOL	Olim Nursery and Primary School	
hh_member_24m::schoolname	OLIYA NURERY	Oliya Nurery School	
hh_member_24m::schoolname	OLIYA PRIMARY SCHOOL	Oliya Primary School	
hh_member_24m::schoolname	OLIYA P/S	Oliya Primary School	
hh_member_24m::schoolname	OLWO NGUR PRIMARY SCHOOL	Olwo Ngur Primary School	
hh_member_24m::schoolname	OLWONGU PRIMARY SCHOOL	Olwongu Primary School	
hh_member_24m::schoolname	OLYA PRIMARY SCHOOL	Olya Primary School	
hh_member_24m::schoolname	OMARE PRIMARY SCHOOL	Omare Primary School	
hh_member_24m::schoolname	OMATENGA PRIMARY	Omatenga Primary School	
hh_member_24m::schoolname	OMATENGA PRIMARY SCHOOL	Omatenga Primary School	
hh_member_24m::schoolname	OMIAPACWA VACATIONAL SCHOOL	Omiapacwa Vacational School	
hh_member_24m::schoolname	OMIYA ANYIM PRIMARY SCHOOL	Omiya Anyim Primary School	
hh_member_24m::schoolname	OMOTI HILL P/S	Omoti Hill Primary School	
hh_member_24m::schoolname	OMUGE PRIMARY SCHOOL	Omuge Primary School	
hh_member_24m::schoolname	ONE WAY NURSARY AND P/S	One Way Nursary and Primary School	
hh_member_24m::schoolname	ONE WAY P/S	One Way Primary School	
hh_member_24m::schoolname	ONYAKELO PRIMARY SCHOOL	Onyakelo Primary School	
hh_member_24m::schoolname	ONYAKELO PRIMAY SCHOOL	Onyakelo Primay School	
hh_member_24m::schoolname	ONYAKRLO PRIMARY SCHOOL	Onyakrlo Primary School	
hh_member_24m::schoolname	OOGORIA PRIMARY	Oogoria Primary School	
hh_member_24m::schoolname	OOGORIA PRIMARY SCHOOL	Oogoria Primary School	
hh_member_24m::schoolname	OOGORIA PRIMARYSCHOOL	Oogoria Primary School	
hh_member_24m::schoolname	OPANG VOCATIONAL INSTITUTE	Opang Vocational Institute	
hh_member_24m::schoolname	OPAYA P/S	Opaya Primary School	
hh_member_24m::schoolname	OPIA PRIMARY SCHOOL	Opia Primary School	
hh_member_24m::schoolname	OPIA PRIMRY SCHOOL	Opia Primray School	
hh_member_24m::schoolname	OPIT MODERN P/S	Opit Modern Primary School	
hh_member_24m::schoolname	OPIT Secondary School	Opit Secondary School	
hh_member_24m::schoolname	OPOT COMPREHESSIVE OBALANGA	Opot Comprehessive Obalanga	
hh_member_24m::schoolname	OPOT PRIMARY SCHOOL	Opot Primary School	
hh_member_24m::schoolname	OPOTU PRIMARY SCHOOL	Opotu Primary School	
hh_member_24m::schoolname	OPUNYA NURSERY AND PRIMARY SCHOOL	Opunya Nursery and Primary School	
hh_member_24m::schoolname	OPUNYA PRIMARY SCHOOL	Opunya Primary School	
hh_member_24m::schoolname	OPUNYURA NURSERY AND PRIMARY SCHOO	Opunyura Nursery and Primary School	
hh_member_24m::schoolname	OPUNYURA NURSERY AND PRIMARY SCHOOL	Opunyura Nursery and Primary School	
hh_member_24m::schoolname	OPUNYURA PRIMARY SCHOOL	Opunyura Primary School	
hh_member_24m::schoolname	OPUNYURE NURSERY AND PRIMARY SCHOOL	Opunyure Nursery and Primary School	
hh_member_24m::schoolname	OPUNYURO NURSERY AND PRIMRY SCHOOL	Opunyuro Nursery and Primry School	
hh_member_24m::schoolname	OPUTO PRIMARY SCHOOL	Oputo Primary School	
hh_member_24m::schoolname	OPWELO PRIMARY SCHOOL	Opwelo Primary School	
hh_member_24m::schoolname	OREYBO PRIMARY SCHOOL	Oreybo Primary School	
hh_member_24m::schoolname	ORUNGO PARENTS PRIMARY SCHOOL	Orungo Parents Primary School	
hh_member_24m::schoolname	ORYEBO PRIMARY SCHOOL	Oryebo Primary School	
hh_member_24m::schoolname	OSEOO PRIMARY SCHOOL	Oseoo Primary School	
hh_member_24m::schoolname	OTOLUT PRIMARY SCHOOL	Otolut Primary School	
hh_member_24m::schoolname	OTWAL PRIMARY SCHOOL	Otwal Primary School	
hh_member_24m::schoolname	OTWAL PRIMARY SHOOL	Otwal Primary Shool	
hh_member_24m::schoolname	OTWER MODERN PRIMARY SCHOOL	Otwer Modern Primary School	
hh_member_24m::schoolname	OUR CITIZEN PRIMARY AND BOARDING SCHOOL	Our Citizen Primary and Boarding School	
hh_member_24m::schoolname	OXFORD SECONDARY	Oxford Secondary	
hh_member_24m::schoolname	OXFORD SECONDARY SCHOOL	Oxford Secondary School	
hh_member_24m::schoolname	Oyam Central primary school	Oyam Central Primary School	
hh_member_24m::schoolname	OYAM CENTRAL PRIMARY SCHOOL	Oyam Central Primary School	
hh_member_24m::schoolname	OYAM JUNIOR PRIMARY	Oyam Junior Primary School	
hh_member_24m::schoolname	OYAM JUNIOR PRIMARY SCHOOL	Oyam Junior Primary School	
hh_member_24m::schoolname	OYAM JUNIOR	Oyam Junior School	
hh_member_24m::schoolname	OYAM JUNIOR SCHOOL	Oyam Junior School	
hh_member_24m::schoolname	OYAM JUNIOUR SCHOOL	Oyam Junior School	
hh_member_24m::schoolname	OYAM SALOON	Oyam Saloon	
hh_member_24m::schoolname	OYO PRIMARY SCHOOL	Oyo Primary School	
hh_member_24m::schoolname	OYOO PRIMARY SCHOOL	Oyoo Primary School	
hh_member_24m::schoolname	P2	P2	
hh_member_24m::schoolname	PADET JUNIOR SCHOOL	Padet Junior School	
hh_member_24m::schoolname	PADIBE BOYS PRIMARY SCHOOL	Padibe Boys Primary School	
hh_member_24m::schoolname	PADIBE GIRLS COMPREHENSIVE	Padibe Girls Comprehensive	
hh_member_24m::schoolname	PADIBE GIRLS COMPREHENSIVE COLLAGE	Padibe Girls Comprehensive Collage	
hh_member_24m::schoolname	PADIBE GIRLS COMPREHENSIVE SECONDARY SCHOOL	Padibe Girls Comprehensive Secondary School	
hh_member_24m::schoolname	PADIBE GIRLS COMPREHENSIVE SS	Padibe Girls Comprehensive Secondary School	
hh_member_24m::schoolname	PADIBE GIRLS PRIMARY	Padibe Girls Primary School	
hh_member_24m::schoolname	PADIBE GIRLS PRIMARY SCHOOL	Padibe Girls Primary School	
hh_member_24m::schoolname	PADIBE GIRLS SECONDARY SCHOOL	Padibe Girls Secondary School	
hh_member_24m::schoolname	PADIBE PRIMARY SCHOOL	Padibe Primary School	
hh_member_24m::schoolname	PAJULE PRIMARY SCHOOL	Pajule Primary School	
hh_member_24m::schoolname	PAJULE Secondary School	Pajule Secondary School	
hh_member_24m::schoolname	PALABIR PRIMARY SCHOOL	Palabir Primary School	
hh_member_24m::schoolname	PALAKA MODERN P/S	Palaka Modern Primary School	
hh_member_24m::schoolname	PALAKA MODERN PRIMARY SCHOOL	Palaka Modern Primary School	
hh_member_24m::schoolname	PALAKA PRIMARY SCHOOL	Palaka Primary School	
hh_member_24m::schoolname	PALAYET PRIMARY SCHOOL	Palayet Primary School	
hh_member_24m::schoolname	PANYAKWORO P/S	Panyakworo Primary School	
hh_member_24m::schoolname	PANYIKORO P/S	Panyikoro Primary School	
hh_member_24m::schoolname	PANYKWORO P/S	Panykworo Primary School	
hh_member_24m::schoolname	PARAJWOKI PRIMARY SCHOOL	Parajwoki Primary School	
