uniqueVar,dataSet,variable,dataFile,variable_dataFile,file,colOrder,type,example,dateTime,formatCode,minValue,maxValue,values,uniqueValueCount,percentMissing,timeVarying,flag,keepDiscard
ext_lab_bv_sspabm::comnt,PROVIDE,comnt,ext_lab_bv_sspabm,COMNT,ext_lab_bv_sspabm.txt,21,chr,OK,NA,NA,n/a,n/a,OK,1,0,once,duplicated variable,discard
ext_lab_bv_sspabm::decode,PROVIDE,decode,ext_lab_bv_sspabm,DECODE,ext_lab_bv_sspabm.txt,22,chr,AU,NA,NA,n/a,n/a,"AU, SM",2,0,once,NA,discard
ext_lab_bv_sspabm::batch,PROVIDE,batch,ext_lab_bv_sspabm,BATCH,ext_lab_bv_sspabm.txt,23,int,1,NA,NA,1,1,1 to 1,1,0,once,duplicated variable,discard
ext_lab_bv_sspabm::version,PROVIDE,version,ext_lab_bv_sspabm,VERSION,ext_lab_bv_sspabm.txt,24,int,1,NA,NA,1,1,1 to 1,1,0,once,duplicated variable,discard
ext_lab_bv_tac::pid,PROVIDE,pid,ext_lab_bv_tac,pid,ext_lab_bv_tac.txt,1,chr,BP1005,NA,NA,n/a,n/a,>10 unique values,357,0,once,duplicated variable,keep
ext_lab_bv_tac::specnum,PROVIDE,specnum,ext_lab_bv_tac,specnum,ext_lab_bv_tac.txt,2,int,10,NA,NA,10,11,10 to 11,2,0,once,duplicated variable,discard
ext_lab_bv_tac::specseq,PROVIDE,specseq,ext_lab_bv_tac,specseq,ext_lab_bv_tac.txt,3,int,2,NA,NA,2,16,2 to 16,4,0,repeated,duplicated variable,discard
ext_lab_bv_tac::spectype,PROVIDE,spectype,ext_lab_bv_tac,spectype,ext_lab_bv_tac.txt,4,chr,ClinicalStool,NA,NA,n/a,n/a,"ClinicalStool, ViralShedPolio",2,0,once,duplicated variable,keep
ext_lab_bv_tac::vstnum,PROVIDE,vstnum,ext_lab_bv_tac,vstnum,ext_lab_bv_tac.txt,5,int,2,NA,NA,2,3,2 to 3,2,0,repeated,duplicated variable,keep
ext_lab_bv_tac::vstwk,PROVIDE,vstwk,ext_lab_bv_tac,vstwk,ext_lab_bv_tac.txt,6,chr,Week 6,NA,NA,n/a,n/a,"Week 10, Week 6",2,0,repeated,duplicated variable,discard
ext_lab_bv_tac::vstdetail,PROVIDE,vstdetail,ext_lab_bv_tac,vstdetail,ext_lab_bv_tac.txt,7,chr,-9,NA,NA,n/a,n/a,"-9, PreVax",2,0,once,duplicated variable,discard
ext_lab_bv_tac::specdt,PROVIDE,specdt,ext_lab_bv_tac,specdt,ext_lab_bv_tac.txt,8,chr,8/21/11 0:00,date?,NA,n/a,n/a,>10 unique values,303,0,repeated,duplicated variable,keep
ext_lab_bv_tac::assydt,PROVIDE,assydt,ext_lab_bv_tac,assydt,ext_lab_bv_tac.txt,9,chr,7/7/13 0:00,date?,NA,n/a,n/a,>10 unique values,38,0,repeated,duplicated variable,discard
ext_lab_bv_tac::x16s,PROVIDE,x16s,ext_lab_bv_tac,X16s,ext_lab_bv_tac.txt,10,dbl,30.32,NA,NA,0,38.4,0 to 38.4,452,0,repeated,duplicated variable,keep
ext_lab_bv_tac::adenopan,PROVIDE,adenopan,ext_lab_bv_tac,adenopan,ext_lab_bv_tac.txt,11,dbl,0,NA,NA,0,44.8,0 to 44.8,127,0,repeated,NA,keep
ext_lab_bv_tac::aden4041,PROVIDE,aden4041,ext_lab_bv_tac,aden4041,ext_lab_bv_tac.txt,12,dbl,0,NA,NA,0,44.93,0 to 44.93,95,0,repeated,NA,keep
ext_lab_bv_tac::aero,PROVIDE,aero,ext_lab_bv_tac,aero,ext_lab_bv_tac.txt,13,dbl,0,NA,NA,0,43.78,0 to 43.78,51,0,repeated,duplicated variable,keep
ext_lab_bv_tac::ancyc,PROVIDE,ancyc,ext_lab_bv_tac,ancyc,ext_lab_bv_tac.txt,14,dbl,0,NA,NA,0,44.82,0 to 44.82,9,0,repeated,duplicated variable,keep
ext_lab_bv_tac::al,PROVIDE,al,ext_lab_bv_tac,al,ext_lab_bv_tac.txt,15,dbl,0,NA,NA,0,33.87,0 to 33.87,4,0,repeated,duplicated variable,keep
ext_lab_bv_tac::astro,PROVIDE,astro,ext_lab_bv_tac,astro,ext_lab_bv_tac.txt,16,dbl,0,NA,NA,0,42.39,0 to 42.39,110,0,repeated,duplicated variable,keep
ext_lab_bv_tac::bfragi,PROVIDE,bfragi,ext_lab_bv_tac,bfragi,ext_lab_bv_tac.txt,17,dbl,0,NA,NA,0,42.01,0 to 42.01,31,0,repeated,duplicated variable,keep
ext_lab_bv_tac::cdiffic,PROVIDE,cdiffic,ext_lab_bv_tac,cdiffic,ext_lab_bv_tac.txt,18,dbl,35.06,NA,NA,0,45,0 to 45,28,0,repeated,duplicated variable,keep
ext_lab_bv_tac::cjeju,PROVIDE,cjeju,ext_lab_bv_tac,cjeju,ext_lab_bv_tac.txt,19,dbl,23.69,NA,NA,0,43.8,0 to 43.8,55,0,repeated,duplicated variable,keep
ext_lab_bv_tac::campy,PROVIDE,campy,ext_lab_bv_tac,campy,ext_lab_bv_tac.txt,20,dbl,18.48,NA,NA,0,44.78,0 to 44.78,121,0,repeated,duplicated variable,keep
ext_lab_bv_tac::cryphom,PROVIDE,cryphom,ext_lab_bv_tac,cryphom,ext_lab_bv_tac.txt,21,dbl,33.67,NA,NA,0,43.59,0 to 43.59,5,0,repeated,duplicated variable,keep
ext_lab_bv_tac::cryppar,PROVIDE,cryppar,ext_lab_bv_tac,cryppar,ext_lab_bv_tac.txt,22,dbl,0,NA,NA,0,43.92,0 to 43.92,10,0,repeated,duplicated variable,keep
ext_lab_bv_tac::cryp,PROVIDE,cryp,ext_lab_bv_tac,cryp,ext_lab_bv_tac.txt,23,dbl,0,NA,NA,0,42.68,0 to 42.68,62,0,repeated,duplicated variable,keep
ext_lab_bv_tac::cyclo,PROVIDE,cyclo,ext_lab_bv_tac,cyclo,ext_lab_bv_tac.txt,24,dbl,43.49,NA,NA,0,44.99,0 to 44.99,45,0,repeated,duplicated variable,keep
ext_lab_bv_tac::ebien,PROVIDE,ebien,ext_lab_bv_tac,ebien,ext_lab_bv_tac.txt,25,dbl,0,NA,NA,0,44.84,0 to 44.84,13,0,repeated,duplicated variable,keep
ext_lab_bv_tac::eh,PROVIDE,eh,ext_lab_bv_tac,eh,ext_lab_bv_tac.txt,26,dbl,36.86,NA,NA,0,43.81,0 to 43.81,97,0,repeated,duplicated variable,keep
ext_lab_bv_tac::eint,PROVIDE,eint,ext_lab_bv_tac,eint,ext_lab_bv_tac.txt,27,dbl,0,NA,NA,0,42.76,0 to 42.76,8,0,repeated,duplicated variable,keep
ext_lab_bv_tac::eaecic,PROVIDE,eaecic,ext_lab_bv_tac,eaecic,ext_lab_bv_tac.txt,28,dbl,35.72,NA,NA,0,44.82,0 to 44.82,162,0,repeated,duplicated variable,keep
ext_lab_bv_tac::eaecat,PROVIDE,eaecat,ext_lab_bv_tac,eaecat,ext_lab_bv_tac.txt,29,dbl,0,NA,NA,0,44.41,0 to 44.41,287,0,repeated,duplicated variable,keep
ext_lab_bv_tac::eiecsh,PROVIDE,eiecsh,ext_lab_bv_tac,eiecsh,ext_lab_bv_tac.txt,30,dbl,0,NA,NA,0,43.48,0 to 43.48,45,0,repeated,duplicated variable,keep
ext_lab_bv_tac::entero,PROVIDE,entero,ext_lab_bv_tac,entero,ext_lab_bv_tac.txt,31,dbl,34.07,NA,NA,0,44.87,0 to 44.87,389,0,repeated,duplicated variable,keep
ext_lab_bv_tac::epecbf,PROVIDE,epecbf,ext_lab_bv_tac,epecbf,ext_lab_bv_tac.txt,32,dbl,0,NA,NA,0,44.85,0 to 44.85,27,0,repeated,duplicated variable,keep
ext_lab_bv_tac::epecea,PROVIDE,epecea,ext_lab_bv_tac,epecea,ext_lab_bv_tac.txt,33,dbl,0,NA,NA,0,43.43,0 to 43.43,86,0,repeated,duplicated variable,keep
ext_lab_bv_tac::eteclt,PROVIDE,eteclt,ext_lab_bv_tac,eteclt,ext_lab_bv_tac.txt,34,dbl,0,NA,NA,0,43.66,0 to 43.66,85,0,repeated,duplicated variable,keep
ext_lab_bv_tac::etecsth,PROVIDE,etecsth,ext_lab_bv_tac,etecsth,ext_lab_bv_tac.txt,35,dbl,0,NA,NA,0,41.33,0 to 41.33,70,0,repeated,duplicated variable,keep
ext_lab_bv_tac::etecstp,PROVIDE,etecstp,ext_lab_bv_tac,etecstp,ext_lab_bv_tac.txt,36,dbl,0,NA,NA,0,43.36,0 to 43.36,21,0,repeated,duplicated variable,keep
ext_lab_bv_tac::giar,PROVIDE,giar,ext_lab_bv_tac,giar,ext_lab_bv_tac.txt,37,dbl,39.17,NA,NA,0,43.98,0 to 43.98,58,0,repeated,duplicated variable,keep
ext_lab_bv_tac::giarta,PROVIDE,giarta,ext_lab_bv_tac,giarta,ext_lab_bv_tac.txt,38,dbl,0,NA,NA,0,44.53,0 to 44.53,10,0,repeated,duplicated variable,keep
ext_lab_bv_tac::giartb,PROVIDE,giartb,ext_lab_bv_tac,giartb,ext_lab_bv_tac.txt,39,dbl,0,NA,NA,0,44.84,0 to 44.84,21,0,repeated,duplicated variable,keep
ext_lab_bv_tac::hpylo,PROVIDE,hpylo,ext_lab_bv_tac,hpylo,ext_lab_bv_tac.txt,40,dbl,0,NA,NA,0,42.67,0 to 42.67,4,0,repeated,duplicated variable,keep
ext_lab_bv_tac::hs99s1,PROVIDE,hs99s1,ext_lab_bv_tac,hs99s1,ext_lab_bv_tac.txt,41,dbl,20.24,NA,NA,13.14,29.1,13.14 to 29.1,508,0,repeated,duplicated variable,keep
ext_lab_bv_tac::isospo,PROVIDE,isospo,ext_lab_bv_tac,isospo,ext_lab_bv_tac.txt,42,dbl,0,NA,NA,0,44.89,0 to 44.89,10,0,repeated,duplicated variable,keep
ext_lab_bv_tac::mtb,PROVIDE,mtb,ext_lab_bv_tac,mtb,ext_lab_bv_tac.txt,43,dbl,0,NA,NA,0,44.83,0 to 44.83,19,0,repeated,duplicated variable,keep
ext_lab_bv_tac::ms2,PROVIDE,ms2,ext_lab_bv_tac,ms2,ext_lab_bv_tac.txt,44,dbl,27.38,NA,NA,0,42.65,0 to 42.65,522,0,repeated,duplicated variable,keep
ext_lab_bv_tac::necato,PROVIDE,necato,ext_lab_bv_tac,necato,ext_lab_bv_tac.txt,45,dbl,0,NA,NA,0,44.02,0 to 44.02,8,0,repeated,duplicated variable,keep
ext_lab_bv_tac::norog1,PROVIDE,norog1,ext_lab_bv_tac,norog1,ext_lab_bv_tac.txt,46,dbl,0,NA,NA,0,40.77,0 to 40.77,44,0,repeated,duplicated variable,keep
ext_lab_bv_tac::norog2,PROVIDE,norog2,ext_lab_bv_tac,norog2,ext_lab_bv_tac.txt,47,dbl,0,NA,NA,0,42.52,0 to 42.52,78,0,repeated,duplicated variable,keep
ext_lab_bv_tac::phhv,PROVIDE,phhv,ext_lab_bv_tac,phhv,ext_lab_bv_tac.txt,48,dbl,32.85,NA,NA,0,38.22,0 to 38.22,462,0,repeated,duplicated variable,keep
ext_lab_bv_tac::rota,PROVIDE,rota,ext_lab_bv_tac,rota,ext_lab_bv_tac.txt,49,dbl,0,NA,NA,0,44.78,0 to 44.78,261,0,repeated,duplicated variable,keep
ext_lab_bv_tac::salmo,PROVIDE,salmo,ext_lab_bv_tac,salmo,ext_lab_bv_tac.txt,50,dbl,0,NA,NA,0,44.59,0 to 44.59,42,0,repeated,duplicated variable,keep
ext_lab_bv_tac::sapo,PROVIDE,sapo,ext_lab_bv_tac,sapo,ext_lab_bv_tac.txt,51,dbl,36.36,NA,NA,0,43.22,0 to 43.22,61,0,repeated,duplicated variable,keep
ext_lab_bv_tac::stecst1,PROVIDE,stecst1,ext_lab_bv_tac,stecst1,ext_lab_bv_tac.txt,52,dbl,0,NA,NA,0,44.99,0 to 44.99,28,0,repeated,duplicated variable,keep
ext_lab_bv_tac::stecst2,PROVIDE,stecst2,ext_lab_bv_tac,stecst2,ext_lab_bv_tac.txt,53,dbl,0,NA,NA,0,44.02,0 to 44.02,10,0,repeated,duplicated variable,keep
ext_lab_bv_tac::strongy,PROVIDE,strongy,ext_lab_bv_tac,strongy,ext_lab_bv_tac.txt,54,dbl,0,NA,NA,0,43.97,0 to 43.97,7,0,repeated,duplicated variable,keep
ext_lab_bv_tac::tt,PROVIDE,tt,ext_lab_bv_tac,tt,ext_lab_bv_tac.txt,55,dbl,0,NA,NA,0,44.16,0 to 44.16,34,0,repeated,duplicated variable,keep
ext_lab_bv_tac::vchol,PROVIDE,vchol,ext_lab_bv_tac,vchol,ext_lab_bv_tac.txt,56,dbl,0,NA,NA,0,40.57,0 to 40.57,8,0,repeated,duplicated variable,keep
ext_lab_bv_tac::rept,PROVIDE,rept,ext_lab_bv_tac,rept,ext_lab_bv_tac.txt,57,int,2,NA,NA,2,2,2 to 2,1,0,once,duplicated variable,discard
ext_lab_bv_tac::resn,PROVIDE,resn,ext_lab_bv_tac,resn,ext_lab_bv_tac.txt,58,int,-9,NA,NA,-9,-9,-9 to -9,1,0,once,duplicated variable,discard
ext_lab_bv_tac::comnt,PROVIDE,comnt,ext_lab_bv_tac,comnt,ext_lab_bv_tac.txt,59,chr,OK,NA,NA,n/a,n/a,OK,1,0,once,duplicated variable,discard
ext_lab_bv_tac::batch,PROVIDE,batch,ext_lab_bv_tac,batch,ext_lab_bv_tac.txt,60,int,1,NA,NA,1,2,1 to 2,2,0,repeated,duplicated variable,discard
ext_lab_bv_tac::version,PROVIDE,version,ext_lab_bv_tac,version,ext_lab_bv_tac.txt,61,int,2,NA,NA,2,2,2 to 2,1,0,once,duplicated variable,discard
ext_lab_bv_tacd::pid,PROVIDE,pid,ext_lab_bv_tacd,pid,ext_lab_bv_tacd.txt,1,chr,BP1005,NA,NA,n/a,n/a,>10 unique values,570,0,once,duplicated variable,keep
ext_lab_bv_tacd::specnum,PROVIDE,specnum,ext_lab_bv_tacd,specnum,ext_lab_bv_tacd.txt,2,int,12,NA,NA,12,12,12 to 12,1,0,once,duplicated variable,discard
ext_lab_bv_tacd::specseq,PROVIDE,specseq,ext_lab_bv_tacd,specseq,ext_lab_bv_tacd.txt,3,int,1,NA,NA,1,20,1 to 20,20,0,repeated,duplicated variable,discard
ext_lab_bv_tacd::spectype,PROVIDE,spectype,ext_lab_bv_tacd,spectype,ext_lab_bv_tacd.txt,4,chr,DiarrStool,NA,NA,n/a,n/a,DiarrStool,1,0,once,duplicated variable,keep
ext_lab_bv_tacd::vstnum,PROVIDE,vstnum,ext_lab_bv_tacd,vstnum,ext_lab_bv_tacd.txt,5,chr,NULL,NA,NA,n/a,n/a,NULL,1,0,once,duplicated variable,keep
ext_lab_bv_tacd::vstwk,PROVIDE,vstwk,ext_lab_bv_tacd,vstwk,ext_lab_bv_tacd.txt,6,chr,NULL,NA,NA,n/a,n/a,NULL,1,0,once,duplicated variable,discard
ext_lab_bv_tacd::vstdetail,PROVIDE,vstdetail,ext_lab_bv_tacd,vstdetail,ext_lab_bv_tacd.txt,7,int,-9,NA,NA,-9,-9,-9 to -9,1,0,once,duplicated variable,discard
ext_lab_bv_tacd::specdt,PROVIDE,specdt,ext_lab_bv_tacd,specdt,ext_lab_bv_tacd.txt,8,chr,2/22/12 0:00,date?,NA,n/a,n/a,>10 unique values,602,0,repeated,duplicated variable,keep
ext_lab_bv_tacd::assydt,PROVIDE,assydt,ext_lab_bv_tacd,assydt,ext_lab_bv_tacd.txt,9,chr,5/5/14 0:00,date?,NA,n/a,n/a,>10 unique values,91,0,repeated,duplicated variable,discard
ext_lab_bv_tacd::x16s,PROVIDE,x16s,ext_lab_bv_tacd,X16s,ext_lab_bv_tacd.txt,10,dbl,32.89,NA,NA,-9,35,-9 to 35,956,0,repeated,duplicated variable,keep
ext_lab_bv_tacd::al,PROVIDE,al,ext_lab_bv_tacd,al,ext_lab_bv_tacd.txt,11,dbl,-9,NA,NA,-9,35,-9 to 35,16,0,repeated,duplicated variable,keep
ext_lab_bv_tacd::tt,PROVIDE,tt,ext_lab_bv_tacd,tt,ext_lab_bv_tacd.txt,12,dbl,-9,NA,NA,-9,35,-9 to 35,16,0,repeated,duplicated variable,keep
ext_lab_bv_tacd::ebien,PROVIDE,ebien,ext_lab_bv_tacd,ebien,ext_lab_bv_tacd.txt,13,dbl,-9,NA,NA,-9,35,-9 to 35,55,0,repeated,duplicated variable,keep
ext_lab_bv_tacd::eint,PROVIDE,eint,ext_lab_bv_tacd,eint,ext_lab_bv_tacd.txt,14,int,-9,NA,NA,-9,35,-9 to 35,2,0,repeated,duplicated variable,keep
ext_lab_bv_tacd::phhv,PROVIDE,phhv,ext_lab_bv_tacd,phhv,ext_lab_bv_tacd.txt,15,dbl,35,NA,NA,25.34,35,25.34 to 35,603,0,repeated,duplicated variable,keep
ext_lab_bv_tacd::giar,PROVIDE,giar,ext_lab_bv_tacd,giar,ext_lab_bv_tacd.txt,16,int,-9,NA,NA,-9,35,-9 to 35,25,0,repeated,duplicated variable,keep
ext_lab_bv_tacd::cryp,PROVIDE,cryp,ext_lab_bv_tacd,cryp,ext_lab_bv_tacd.txt,17,dbl,-9,NA,NA,-9,35,-9 to 35,181,0,repeated,duplicated variable,keep
ext_lab_bv_tacd::stecst1,PROVIDE,stecst1,ext_lab_bv_tacd,stecst1,ext_lab_bv_tacd.txt,18,int,-9,NA,NA,-9,35,-9 to 35,9,0,repeated,duplicated variable,keep
ext_lab_bv_tacd::stecst2,PROVIDE,stecst2,ext_lab_bv_tacd,stecst2,ext_lab_bv_tacd.txt,19,int,-9,NA,NA,-9,35,-9 to 35,9,0,repeated,duplicated variable,keep
ext_lab_bv_tacd::epecea,PROVIDE,epecea,ext_lab_bv_tacd,epecea,ext_lab_bv_tacd.txt,20,dbl,32.73,NA,NA,-9,35,-9 to 35,711,0,repeated,duplicated variable,keep
ext_lab_bv_tacd::etecsth,PROVIDE,etecsth,ext_lab_bv_tacd,etecsth,ext_lab_bv_tacd.txt,21,dbl,29.91,NA,NA,-9,35,-9 to 35,464,0,repeated,duplicated variable,keep
ext_lab_bv_tacd::etecstp,PROVIDE,etecstp,ext_lab_bv_tacd,etecstp,ext_lab_bv_tacd.txt,22,dbl,-9,NA,NA,-9,35,-9 to 35,169,0,repeated,duplicated variable,keep
ext_lab_bv_tacd::eaecic,PROVIDE,eaecic,ext_lab_bv_tacd,eaecic,ext_lab_bv_tacd.txt,23,dbl,-9,NA,NA,-9,35,-9 to 35,622,0,repeated,duplicated variable,keep
ext_lab_bv_tacd::eaecat,PROVIDE,eaecat,ext_lab_bv_tacd,eaecat,ext_lab_bv_tacd.txt,24,dbl,-9,NA,NA,-9,35,-9 to 35,846,0,repeated,duplicated variable,keep
ext_lab_bv_tacd::hs99s1,PROVIDE,hs99s1,ext_lab_bv_tacd,hs99s1,ext_lab_bv_tacd.txt,25,dbl,22.3,NA,NA,11.61,35,11.61 to 35,1124,0,repeated,duplicated variable,keep
ext_lab_bv_tacd::salmo,PROVIDE,salmo,ext_lab_bv_tacd,salmo,ext_lab_bv_tacd.txt,26,int,-9,NA,NA,-9,35,-9 to 35,8,0,repeated,duplicated variable,keep
ext_lab_bv_tacd::hpylo,PROVIDE,hpylo,ext_lab_bv_tacd,hpylo,ext_lab_bv_tacd.txt,27,int,-9,NA,NA,-9,35,-9 to 35,8,0,repeated,duplicated variable,keep
ext_lab_bv_tacd::cjeju,PROVIDE,cjeju,ext_lab_bv_tacd,cjeju,ext_lab_bv_tacd.txt,28,dbl,-9,NA,NA,-9,35,-9 to 35,483,0,repeated,duplicated variable,keep
ext_lab_bv_tacd::bfragi,PROVIDE,bfragi,ext_lab_bv_tacd,bfragi,ext_lab_bv_tacd.txt,29,dbl,-9,NA,NA,-9,35,-9 to 35,136,0,repeated,duplicated variable,keep
ext_lab_bv_tacd::cdiffic,PROVIDE,cdiffic,ext_lab_bv_tacd,cdiffic,ext_lab_bv_tacd.txt,30,int,-9,NA,NA,-9,35,-9 to 35,15,0,repeated,duplicated variable,keep
ext_lab_bv_tacd::adeno40,PROVIDE,adeno40,ext_lab_bv_tacd,adeno40,ext_lab_bv_tacd.txt,31,dbl,-9,NA,NA,-9,35,-9 to 35,525,0,repeated,NA,keep
ext_lab_bv_tacd::adeno,PROVIDE,adeno,ext_lab_bv_tacd,adeno,ext_lab_bv_tacd.txt,32,dbl,31.58,NA,NA,-9,35,-9 to 35,648,0,repeated,NA,keep
ext_lab_bv_tacd::norog1,PROVIDE,norog1,ext_lab_bv_tacd,norog1,ext_lab_bv_tacd.txt,33,dbl,35,NA,NA,-9,35,-9 to 35,117,0,repeated,duplicated variable,keep
ext_lab_bv_tacd::norog2,PROVIDE,norog2,ext_lab_bv_tacd,norog2,ext_lab_bv_tacd.txt,34,dbl,35,NA,NA,-9,35,-9 to 35,401,0,repeated,duplicated variable,keep
ext_lab_bv_tacd::opv1,PROVIDE,opv1,ext_lab_bv_tacd,opv1,ext_lab_bv_tacd.txt,35,int,35,NA,NA,-9,35,-9 to 35,19,0,repeated,NA,keep
ext_lab_bv_tacd::astro,PROVIDE,astro,ext_lab_bv_tacd,astro,ext_lab_bv_tacd.txt,36,dbl,35,NA,NA,-9,35,-9 to 35,287,0,repeated,duplicated variable,keep
ext_lab_bv_tacd::ms2,PROVIDE,ms2,ext_lab_bv_tacd,ms2,ext_lab_bv_tacd.txt,37,dbl,28.11,NA,NA,23.57,35,23.57 to 35,620,0,repeated,duplicated variable,keep
ext_lab_bv_tacd::rotap11,PROVIDE,rotap11,ext_lab_bv_tacd,rotap11,ext_lab_bv_tacd.txt,38,int,35,NA,NA,-9,35,-9 to 35,2,0,repeated,NA,keep
ext_lab_bv_tacd::rotap8,PROVIDE,rotap8,ext_lab_bv_tacd,rotap8,ext_lab_bv_tacd.txt,39,dbl,35,NA,NA,-9,35,-9 to 35,210,0,repeated,NA,keep
ext_lab_bv_tacd::rotap10,PROVIDE,rotap10,ext_lab_bv_tacd,rotap10,ext_lab_bv_tacd.txt,40,int,35,NA,NA,-9,35,-9 to 35,2,0,repeated,NA,keep
ext_lab_bv_tacd::rotap6,PROVIDE,rotap6,ext_lab_bv_tacd,rotap6,ext_lab_bv_tacd.txt,41,dbl,35,NA,NA,-9,35,-9 to 35,50,0,repeated,NA,keep
ext_lab_bv_tacd::rotap4,PROVIDE,rotap4,ext_lab_bv_tacd,rotap4,ext_lab_bv_tacd.txt,42,int,29,NA,NA,-9,35,-9 to 35,22,0,repeated,NA,keep
ext_lab_bv_tacd::rotap9,PROVIDE,rotap9,ext_lab_bv_tacd,rotap9,ext_lab_bv_tacd.txt,43,int,35,NA,NA,-9,35,-9 to 35,3,0,repeated,NA,keep
ext_lab_bv_tacd::rota,PROVIDE,rota,ext_lab_bv_tacd,rota,ext_lab_bv_tacd.txt,44,dbl,28.16,NA,NA,-9,35,-9 to 35,441,0,repeated,duplicated variable,keep
ext_lab_bv_tacd::ancyc,PROVIDE,ancyc,ext_lab_bv_tacd,ancyc,ext_lab_bv_tacd.txt,45,int,-9,NA,NA,-9,35,-9 to 35,6,0,repeated,duplicated variable,keep
ext_lab_bv_tacd::necato,PROVIDE,necato,ext_lab_bv_tacd,necato,ext_lab_bv_tacd.txt,46,int,-9,NA,NA,-9,35,-9 to 35,2,0,repeated,duplicated variable,keep
ext_lab_bv_tacd::strongy,PROVIDE,strongy,ext_lab_bv_tacd,strongy,ext_lab_bv_tacd.txt,47,int,-9,NA,NA,-9,35,-9 to 35,2,0,repeated,duplicated variable,keep
ext_lab_bv_tacd::cyclo,PROVIDE,cyclo,ext_lab_bv_tacd,cyclo,ext_lab_bv_tacd.txt,48,int,-9,NA,NA,-9,35,-9 to 35,7,0,repeated,duplicated variable,keep
ext_lab_bv_tacd::isospo,PROVIDE,isospo,ext_lab_bv_tacd,isospo,ext_lab_bv_tacd.txt,49,int,-9,NA,NA,-9,35,-9 to 35,8,0,repeated,duplicated variable,keep
ext_lab_bv_tacd::giarta,PROVIDE,giarta,ext_lab_bv_tacd,giarta,ext_lab_bv_tacd.txt,50,int,-9,NA,NA,-9,35,-9 to 35,3,0,repeated,duplicated variable,keep
ext_lab_bv_tacd::giartb,PROVIDE,giartb,ext_lab_bv_tacd,giartb,ext_lab_bv_tacd.txt,51,int,-9,NA,NA,-9,35,-9 to 35,12,0,repeated,duplicated variable,keep
ext_lab_bv_tacd::cryphom,PROVIDE,cryphom,ext_lab_bv_tacd,cryphom,ext_lab_bv_tacd.txt,52,int,-9,NA,NA,-9,35,-9 to 35,16,0,repeated,duplicated variable,keep
ext_lab_bv_tacd::cryppar,PROVIDE,cryppar,ext_lab_bv_tacd,cryppar,ext_lab_bv_tacd.txt,53,int,-9,NA,NA,-9,35,-9 to 35,2,0,repeated,duplicated variable,keep
ext_lab_bv_tacd::eh,PROVIDE,eh,ext_lab_bv_tacd,eh,ext_lab_bv_tacd.txt,54,dbl,-9,NA,NA,-9,35,-9 to 35,7,0,repeated,duplicated variable,keep
ext_lab_bv_tacd::epecbf,PROVIDE,epecbf,ext_lab_bv_tacd,epecbf,ext_lab_bv_tacd.txt,55,dbl,-9,NA,NA,-9,35,-9 to 35,486,0,repeated,duplicated variable,keep
ext_lab_bv_tacd::eteclt,PROVIDE,eteclt,ext_lab_bv_tacd,eteclt,ext_lab_bv_tacd.txt,56,dbl,29.02,NA,NA,-9,35,-9 to 35,625,0,repeated,duplicated variable,keep
ext_lab_bv_tacd::eaecar,PROVIDE,eaecar,ext_lab_bv_tacd,eaecar,ext_lab_bv_tacd.txt,57,dbl,33.89,NA,NA,-9,35,-9 to 35,884,0,repeated,NA,keep
ext_lab_bv_tacd::eaecag,PROVIDE,eaecag,ext_lab_bv_tacd,eaecag,ext_lab_bv_tacd.txt,58,dbl,32.39,NA,NA,-9,35,-9 to 35,748,0,repeated,NA,keep
ext_lab_bv_tacd::mtb,PROVIDE,mtb,ext_lab_bv_tacd,mtb,ext_lab_bv_tacd.txt,59,int,35,NA,NA,-9,35,-9 to 35,4,0,repeated,duplicated variable,keep
ext_lab_bv_tacd::vchol,PROVIDE,vchol,ext_lab_bv_tacd,vchol,ext_lab_bv_tacd.txt,60,int,-9,NA,NA,-9,35,-9 to 35,12,0,repeated,duplicated variable,keep
ext_lab_bv_tacd::eiecsh,PROVIDE,eiecsh,ext_lab_bv_tacd,eiecsh,ext_lab_bv_tacd.txt,61,dbl,-9,NA,NA,-9,35,-9 to 35,234,0,repeated,duplicated variable,keep
ext_lab_bv_tacd::campy,PROVIDE,campy,ext_lab_bv_tacd,campy,ext_lab_bv_tacd.txt,62,dbl,29.89,NA,NA,-9,35,-9 to 35,590,0,repeated,duplicated variable,keep
ext_lab_bv_tacd::aero,PROVIDE,aero,ext_lab_bv_tacd,aero,ext_lab_bv_tacd.txt,63,int,-9,NA,NA,-9,35,-9 to 35,12,0,repeated,duplicated variable,keep
ext_lab_bv_tacd::sapo,PROVIDE,sapo,ext_lab_bv_tacd,sapo,ext_lab_bv_tacd.txt,64,dbl,35,NA,NA,-9,35,-9 to 35,410,0,repeated,duplicated variable,keep
ext_lab_bv_tacd::opv2,PROVIDE,opv2,ext_lab_bv_tacd,opv2,ext_lab_bv_tacd.txt,65,dbl,35,NA,NA,-9,35,-9 to 35,124,0,repeated,NA,keep
ext_lab_bv_tacd::opv3,PROVIDE,opv3,ext_lab_bv_tacd,opv3,ext_lab_bv_tacd.txt,66,dbl,35,NA,NA,-9,35,-9 to 35,128,0,repeated,NA,keep
ext_lab_bv_tacd::entero,PROVIDE,entero,ext_lab_bv_tacd,entero,ext_lab_bv_tacd.txt,67,dbl,35,NA,NA,-9,35,-9 to 35,749,0,repeated,duplicated variable,keep
