colOrder,variable,dataFile,discard,definition,category,codebookDescription,codebookValues,termType,notesForOnt,notesForProvider,notesForDL,variable_dataFile,uniqueVar,type,example,dateTime,formatCode,values,uniqueValueCount,timeVarying,percentMissing,flag
50,vfdto,ext_mgmt_rta,discard,,,Date of Onset,9/9/99,,,,loading from ext_mgmt_bv_aed,vfdto,ext_mgmt_rta::vfdto,chr,NA,date?,NA,>10 unique values,18,once,0,duplicated variable
51,vfsev,ext_mgmt_rta,discard,,,Severity,"1 = Mild, 2 = Moderate; 3= severe",,,,loading from ext_mgmt_bv_aed,vfsev,ext_mgmt_rta::vfsev,int,NA,NA,NA,1 to 2,2,once,0,duplicated variable
52,vfrlt,ext_mgmt_rta,discard,,,Relationship,1=  Definitely; 2= Possibly; 3= Unrelated,,,,loading from ext_mgmt_bv_aed,vfrlt,ext_mgmt_rta::vfrlt,int,NA,NA,NA,1 to 2,2,once,0,duplicated variable
53,vfact,ext_mgmt_rta,discard,,,Action,"1 = None; 2 = Remedial therapy; 3 = Discontinuation 4= Hospitalization
5 = Other",,,,loading from ext_mgmt_bv_aed,vfact,ext_mgmt_rta::vfact,int,NA,NA,NA,2 to 2,1,once,0,duplicated variable
54,vfout,ext_mgmt_rta,discard,,,Outcome,1 = Resolved; 2 = Continuing; 3 = Death;  4= Unknown/Lost to FU,,,,loading from ext_mgmt_bv_aed,vfout,ext_mgmt_rta::vfout,int,NA,NA,NA,1 to 1,1,once,0,duplicated variable
55,vfdtr,ext_mgmt_rta,discard,,,Date of Resolution,9/9/99,,,,loading from ext_mgmt_bv_aed,vfdtr,ext_mgmt_rta::vfdtr,chr,NA,date?,NA,>10 unique values,19,once,0,duplicated variable
56,vswdsc,ext_mgmt_rta,discard,,,Post-Vaccination 2. Swelling,NA,,,,loading from ext_mgmt_bv_aed,vswdsc,ext_mgmt_rta::vswdsc,chr,2. Swelling,NA,NA,2. Swelling,1,once,0,duplicated variable
57,vswdto,ext_mgmt_rta,discard,,,Date of Onset,9/9/99,,,,loading from ext_mgmt_bv_aed,vswdto,ext_mgmt_rta::vswdto,chr,NA,date?,NA,"7/31/2012, NA",1,once,0,duplicated variable
58,vswsev,ext_mgmt_rta,discard,,,Severity,"1 = Mild, 2 = Moderate; 3= severe",,,,loading from ext_mgmt_bv_aed,vswsev,ext_mgmt_rta::vswsev,int,NA,NA,NA,2 to 2,1,once,0,duplicated variable
59,vswrlt,ext_mgmt_rta,discard,,,Relationship,1=  Definitely; 2= Possibly; 3= Unrelated,,,,loading from ext_mgmt_bv_aed,vswrlt,ext_mgmt_rta::vswrlt,int,NA,NA,NA,1 to 1,1,once,0,duplicated variable
60,vswact,ext_mgmt_rta,discard,,,Action,"1 = None; 2 = Remedial therapy; 3 = Discontinuation 4= Hospitalization
5 = Other",,,,loading from ext_mgmt_bv_aed,vswact,ext_mgmt_rta::vswact,int,NA,NA,NA,2 to 2,1,once,0,duplicated variable
61,vswout,ext_mgmt_rta,discard,,,Outcome,1 = Resolved; 2 = Continuing; 3 = Death;  4= Unknown/Lost to FU,,,,loading from ext_mgmt_bv_aed,vswout,ext_mgmt_rta::vswout,int,NA,NA,NA,1 to 1,1,once,0,duplicated variable
62,vswdtr,ext_mgmt_rta,discard,,,Date of Resolution,9/9/99,,,,loading from ext_mgmt_bv_aed,vswdtr,ext_mgmt_rta::vswdtr,chr,NA,date?,NA,"8/9/2012, NA",1,once,0,duplicated variable
63,vrddsc,ext_mgmt_rta,discard,,,Post-Vaccination 3. Redness,NA,,,,loading from ext_mgmt_bv_aed,vrddsc,ext_mgmt_rta::vrddsc,chr,3. Redness,NA,NA,3. Redness,1,once,0,duplicated variable
64,vrddto,ext_mgmt_rta,discard,,,Date of Onset,9/9/99,,,,loading from ext_mgmt_bv_aed,vrddto,ext_mgmt_rta::vrddto,chr,NA,date?,NA,"7/31/2012, 9/15/2011, NA",2,once,0,duplicated variable
65,vrdsev,ext_mgmt_rta,discard,,,Severity,"1 = Mild, 2 = Moderate; 3= severe",,,,loading from ext_mgmt_bv_aed,vrdsev,ext_mgmt_rta::vrdsev,int,NA,NA,NA,1 to 2,2,once,0,duplicated variable
66,vrdrlt,ext_mgmt_rta,discard,,,Relationship,1=  Definitely; 2= Possibly; 3= Unrelated,,,,loading from ext_mgmt_bv_aed,vrdrlt,ext_mgmt_rta::vrdrlt,int,NA,NA,NA,1 to 1,1,once,0,duplicated variable
67,vrdact,ext_mgmt_rta,discard,,,Action,"1 = None; 2 = Remedial therapy; 3 = Discontinuation 4= Hospitalization
5 = Other",,,,loading from ext_mgmt_bv_aed,vrdact,ext_mgmt_rta::vrdact,int,NA,NA,NA,2 to 2,1,once,0,duplicated variable
68,vrdout,ext_mgmt_rta,discard,,,Outcome,1 = Resolved; 2 = Continuing; 3 = Death;  4= Unknown/Lost to FU,,,,loading from ext_mgmt_bv_aed,vrdout,ext_mgmt_rta::vrdout,int,NA,NA,NA,1 to 1,1,once,0,duplicated variable
69,vrddtr,ext_mgmt_rta,discard,,,Date of Resolution,9/9/99,,,,loading from ext_mgmt_bv_aed,vrddtr,ext_mgmt_rta::vrddtr,chr,NA,date?,NA,"8/9/2012, 9/17/2011, NA",2,once,0,duplicated variable
70,vvmdsc,ext_mgmt_rta,discard,,,Post-Vaccination 4. Vomiting,NA,,,,loading from ext_mgmt_bv_aed,vvmdsc,ext_mgmt_rta::vvmdsc,chr,4. Vomiting,NA,NA,4. Vomiting,1,once,0,duplicated variable
71,vvmdto,ext_mgmt_rta,discard,,,Date of Onset,9/9/99,,,,loading from ext_mgmt_bv_aed,vvmdto,ext_mgmt_rta::vvmdto,lgl,NA,date?,NA,n/a,0,no data,0,duplicated variable
72,vvmsev,ext_mgmt_rta,discard,,,Severity,"1 = Mild, 2 = Moderate; 3= severe",,,,loading from ext_mgmt_bv_aed,vvmsev,ext_mgmt_rta::vvmsev,lgl,NA,NA,NA,n/a,0,no data,0,duplicated variable
73,vvmrlt,ext_mgmt_rta,discard,,,Relationship,1=  Definitely; 2= Possibly; 3= Unrelated,,,,loading from ext_mgmt_bv_aed,vvmrlt,ext_mgmt_rta::vvmrlt,lgl,NA,NA,NA,n/a,0,no data,0,duplicated variable
74,vvmact,ext_mgmt_rta,discard,,,Action,"1 = None; 2 = Remedial therapy; 3 = Discontinuation 4= Hospitalization
5 = Other",,,,loading from ext_mgmt_bv_aed,vvmact,ext_mgmt_rta::vvmact,lgl,NA,NA,NA,n/a,0,no data,0,duplicated variable
75,vvmout,ext_mgmt_rta,discard,,,Outcome,1 = Resolved; 2 = Continuing; 3 = Death;  4= Unknown/Lost to FU,,,,loading from ext_mgmt_bv_aed,vvmout,ext_mgmt_rta::vvmout,lgl,NA,NA,NA,n/a,0,no data,0,duplicated variable
76,vvmdtr,ext_mgmt_rta,discard,,,Date of Resolution,9/9/99,,,,loading from ext_mgmt_bv_aed,vvmdtr,ext_mgmt_rta::vvmdtr,lgl,NA,date?,NA,n/a,0,no data,0,duplicated variable
77,vdrdsc,ext_mgmt_rta,discard,,,Post-Vaccination: 5. Diarrhea,,,,,loading from ext_mgmt_bv_aed,vdrdsc,ext_mgmt_rta::vdrdsc,chr,5. Diarrhea,NA,NA,5. Diarrhea,1,once,0,duplicated variable
78,vdrdto,ext_mgmt_rta,discard,,,Date of Onset,9/9/99,,,,loading from ext_mgmt_bv_aed,vdrdto,ext_mgmt_rta::vdrdto,chr,NA,date?,NA,"10/24/2012, 8/12/2011, NA",2,once,0,duplicated variable
79,vdrsev,ext_mgmt_rta,discard,,,Severity,"1 = Mild, 2 = Moderate; 3= severe",,,,loading from ext_mgmt_bv_aed,vdrsev,ext_mgmt_rta::vdrsev,int,NA,NA,NA,2 to 2,1,once,0,duplicated variable
80,vdrrlt,ext_mgmt_rta,discard,,,Relationship,1=  Definitely; 2= Possibly; 3= Unrelated,,,,loading from ext_mgmt_bv_aed,vdrrlt,ext_mgmt_rta::vdrrlt,int,NA,NA,NA,1 to 2,2,once,0,duplicated variable
81,vdract,ext_mgmt_rta,discard,,,Action,"1 = None; 2 = Remedial therapy; 3 = Discontinuation 4= Hospitalization
5 = Other",,,,loading from ext_mgmt_bv_aed,vdract,ext_mgmt_rta::vdract,int,NA,NA,NA,2 to 2,1,once,0,duplicated variable
82,vdrout,ext_mgmt_rta,discard,,,Outcome,1 = Resolved; 2 = Continuing; 3 = Death;  4= Unknown/Lost to FU,,,,loading from ext_mgmt_bv_aed,vdrout,ext_mgmt_rta::vdrout,int,NA,NA,NA,1 to 1,1,once,0,duplicated variable
83,vdrdtr,ext_mgmt_rta,discard,,,Date of Resolution,9/9/99,,,,loading from ext_mgmt_bv_aed,vdrdtr,ext_mgmt_rta::vdrdtr,chr,NA,date?,NA,"10/27/2012, 8/14/2011, NA",2,once,0,duplicated variable
84,vbrdsc,ext_mgmt_rta,discard,,,Post-Vaccination: 6. Bronchospasm,,,,,loading from ext_mgmt_bv_aed,vbrdsc,ext_mgmt_rta::vbrdsc,chr,6. Bronchospasm,NA,NA,6. Bronchospasm,1,once,0,duplicated variable
85,vbrdto,ext_mgmt_rta,discard,,,Date of Onset,9/9/99,,,,loading from ext_mgmt_bv_aed,vbrdto,ext_mgmt_rta::vbrdto,lgl,NA,date?,NA,n/a,0,no data,0,duplicated variable
86,vbrsev,ext_mgmt_rta,discard,,,Severity,"1 = Mild, 2 = Moderate; 3= severe",,,,loading from ext_mgmt_bv_aed,vbrsev,ext_mgmt_rta::vbrsev,lgl,NA,NA,NA,n/a,0,no data,0,duplicated variable
87,vbrrlt,ext_mgmt_rta,discard,,,Relationship,1=  Definitely; 2= Possibly; 3= Unrelated,,,,loading from ext_mgmt_bv_aed,vbrrlt,ext_mgmt_rta::vbrrlt,lgl,NA,NA,NA,n/a,0,no data,0,duplicated variable
88,vbract,ext_mgmt_rta,discard,,,Action,"1 = None; 2 = Remedial therapy; 3 = Discontinuation 4= Hospitalization
5 = Other",,,,loading from ext_mgmt_bv_aed,vbract,ext_mgmt_rta::vbract,lgl,NA,NA,NA,n/a,0,no data,0,duplicated variable
89,vbrout,ext_mgmt_rta,discard,,,Outcome,1 = Resolved; 2 = Continuing; 3 = Death;  4= Unknown/Lost to FU,,,,loading from ext_mgmt_bv_aed,vbrout,ext_mgmt_rta::vbrout,lgl,NA,NA,NA,n/a,0,no data,0,duplicated variable
90,vbrdtr,ext_mgmt_rta,discard,,,Date of Resolution,9/9/99,,,,loading from ext_mgmt_bv_aed,vbrdtr,ext_mgmt_rta::vbrdtr,lgl,NA,date?,NA,n/a,0,no data,0,duplicated variable
91,vomdsc,ext_mgmt_rta,discard,,,Post-Vaccination: 7.  Otitis Media,,,,,loading from ext_mgmt_bv_aed,vomdsc,ext_mgmt_rta::vomdsc,chr,7. Otitis Media,NA,NA,7. Otitis Media,1,once,0,duplicated variable
92,vomdto,ext_mgmt_rta,discard,,,Date of Onset,9/9/99,,,,loading from ext_mgmt_bv_aed,vomdto,ext_mgmt_rta::vomdto,lgl,NA,date?,NA,n/a,0,no data,0,duplicated variable
93,vomsev,ext_mgmt_rta,discard,,,Severity,"1 = Mild, 2 = Moderate; 3= severe",,,,loading from ext_mgmt_bv_aed,vomsev,ext_mgmt_rta::vomsev,lgl,NA,NA,NA,n/a,0,no data,0,duplicated variable
94,vbrvom,ext_mgmt_rta,discard,,,Incorrect variable - not data entered,NA,,,,loading from ext_mgmt_bv_aed,vbrvom,ext_mgmt_rta::vbrvom,lgl,NA,NA,NA,n/a,0,no data,0,duplicated variable
95,vomrlt,ext_mgmt_rta,discard,,,Relationship,1=  Definitely; 2= Possibly; 3= Unrelated,,,,loading from ext_mgmt_bv_aed,vomrlt,ext_mgmt_rta::vomrlt,lgl,NA,NA,NA,n/a,0,no data,0,duplicated variable
96,vomact,ext_mgmt_rta,discard,,,Action,"1 = None; 2 = Remedial therapy; 3 = Discontinuation 4= Hospitalization
5 = Other",,,,loading from ext_mgmt_bv_aed,vomact,ext_mgmt_rta::vomact,lgl,NA,NA,NA,n/a,0,no data,0,duplicated variable
97,vomout,ext_mgmt_rta,discard,,,Outcome,1 = Resolved; 2 = Continuing; 3 = Death;  4= Unknown/Lost to FU,,,,loading from ext_mgmt_bv_aed,vomout,ext_mgmt_rta::vomout,lgl,NA,NA,NA,n/a,0,no data,0,duplicated variable
98,vomdtr,ext_mgmt_rta,discard,,,Date of Resolution,9/9/99,,,,loading from ext_mgmt_bv_aed,vomdtr,ext_mgmt_rta::vomdtr,lgl,NA,date?,NA,n/a,0,no data,0,duplicated variable
99,vnpdsc,ext_mgmt_rta,discard,,,Post-Vaccination: 8. Naso-pharyngitis,,,,,loading from ext_mgmt_bv_aed,vnpdsc,ext_mgmt_rta::vnpdsc,chr,8. Naso-pharyngitis,NA,NA,8. Naso-pharyngitis,1,once,0,duplicated variable
100,vnpdto,ext_mgmt_rta,discard,,,Date of Onset,9/9/99,,,,loading from ext_mgmt_bv_aed,vnpdto,ext_mgmt_rta::vnpdto,lgl,NA,date?,NA,n/a,0,no data,0,duplicated variable
101,vnpsev,ext_mgmt_rta,discard,,,Severity,"1 = Mild, 2 = Moderate; 3= severe",,,,loading from ext_mgmt_bv_aed,vnpsev,ext_mgmt_rta::vnpsev,lgl,NA,NA,NA,n/a,0,no data,0,duplicated variable
102,vnprlt,ext_mgmt_rta,discard,,,Relationship,1=  Definitely; 2= Possibly; 3= Unrelated,,,,loading from ext_mgmt_bv_aed,vnprlt,ext_mgmt_rta::vnprlt,lgl,NA,NA,NA,n/a,0,no data,0,duplicated variable
103,vnpact,ext_mgmt_rta,discard,,,Action,"1 = None; 2 = Remedial therapy; 3 = Discontinuation 4= Hospitalization
5 = Other",,,,loading from ext_mgmt_bv_aed,vnpact,ext_mgmt_rta::vnpact,lgl,NA,NA,NA,n/a,0,no data,0,duplicated variable
104,vnpout,ext_mgmt_rta,discard,,,Outcome,1 = Resolved; 2 = Continuing; 3 = Death;  4= Unknown/Lost to FU,,,,loading from ext_mgmt_bv_aed,vnpout,ext_mgmt_rta::vnpout,lgl,NA,NA,NA,n/a,0,no data,0,duplicated variable
105,vnpdtr,ext_mgmt_rta,discard,,,Date of Resolution,9/9/99,,,,loading from ext_mgmt_bv_aed,vnpdtr,ext_mgmt_rta::vnpdtr,lgl,NA,date?,NA,n/a,0,no data,0,duplicated variable
106,votdsc,ext_mgmt_rta,discard,,,Post-Vaccination: 9. Other,,,,,loading from ext_mgmt_bv_aed,votdsc,ext_mgmt_rta::votdsc,chr,9. Other,NA,NA,9. Other,1,once,0,duplicated variable
107,votdto,ext_mgmt_rta,discard,,,Date of Onset,9/9/99,,,,loading from ext_mgmt_bv_aed,votdto,ext_mgmt_rta::votdto,lgl,NA,date?,NA,n/a,0,no data,0,duplicated variable
108,votsev,ext_mgmt_rta,discard,,,Severity,"1 = Mild, 2 = Moderate; 3= severe",,,,loading from ext_mgmt_bv_aed,votsev,ext_mgmt_rta::votsev,lgl,NA,NA,NA,n/a,0,no data,0,duplicated variable
109,votrlt,ext_mgmt_rta,discard,,,Relationship,1=  Definitely; 2= Possibly; 3= Unrelated,,,,loading from ext_mgmt_bv_aed,votrlt,ext_mgmt_rta::votrlt,lgl,NA,NA,NA,n/a,0,no data,0,duplicated variable
110,votact,ext_mgmt_rta,discard,,,Action,"1 = None; 2 = Remedial therapy; 3 = Discontinuation 4= Hospitalization
5 = Other",,,,loading from ext_mgmt_bv_aed,votact,ext_mgmt_rta::votact,lgl,NA,NA,NA,n/a,0,no data,0,duplicated variable
111,votout,ext_mgmt_rta,discard,,,Outcome,1 = Resolved; 2 = Continuing; 3 = Death;  4= Unknown/Lost to FU,,,,loading from ext_mgmt_bv_aed,votout,ext_mgmt_rta::votout,lgl,NA,NA,NA,n/a,0,no data,0,duplicated variable
112,votdtr,ext_mgmt_rta,discard,,,Date of Resolution,9/9/99,,,,loading from ext_mgmt_bv_aed,votdtr,ext_mgmt_rta::votdtr,lgl,NA,date?,NA,n/a,0,no data,0,duplicated variable
113,lmvdsc,ext_mgmt_rta,discard,,,NA,,,,,loading from ext_mgmt_bv_aed,lmvdsc,ext_mgmt_rta::lmvdsc,chr,1. Vomiting,NA,NA,1. Vomiting,1,once,0,duplicated variable
114,lmvdto,ext_mgmt_rta,discard,,,Date of Onset,9/9/99,,,,loading from ext_mgmt_bv_aed,lmvdto,ext_mgmt_rta::lmvdto,chr,NA,date?,NA,"2/9/2012, 3/19/2013, 9/13/2011, NA",3,once,0,duplicated variable
115,lmvsev,ext_mgmt_rta,discard,,,Severity,"1 = Mild, 2 = Moderate; 3= severe",,,,loading from ext_mgmt_bv_aed,lmvsev,ext_mgmt_rta::lmvsev,int,NA,NA,NA,1 to 1,1,once,0,duplicated variable
116,lmvrlt,ext_mgmt_rta,discard,,,Relationship,1=  Definitely; 2= Possibly; 3= Unrelated,,,,loading from ext_mgmt_bv_aed,lmvrlt,ext_mgmt_rta::lmvrlt,int,NA,NA,NA,2 to 2,1,once,0,duplicated variable
117,lmvact,ext_mgmt_rta,discard,,,Action,"1 = None; 2 = Remedial therapy; 3 = Discontinuation 4= Hospitalization
5 = Other",,,,loading from ext_mgmt_bv_aed,lmvact,ext_mgmt_rta::lmvact,int,NA,NA,NA,2 to 2,1,once,0,duplicated variable
118,lmvout,ext_mgmt_rta,discard,,,Outcome,1 = Resolved; 2 = Continuing; 3 = Death;  4= Unknown/Lost to FU,,,,loading from ext_mgmt_bv_aed,lmvout,ext_mgmt_rta::lmvout,int,NA,NA,NA,1 to 1,1,once,0,duplicated variable
119,lmvdtr,ext_mgmt_rta,discard,,,Date of Resolution,9/9/99,,,,loading from ext_mgmt_bv_aed,lmvdtr,ext_mgmt_rta::lmvdtr,chr,NA,date?,NA,"2/10/2012, 4/5/2013, 9/16/2011, NA",3,once,0,duplicated variable
120,lmldsc,ext_mgmt_rta,discard,,,Post-L/M solution: 2.  Loose stools,,,,,loading from ext_mgmt_bv_aed,lmldsc,ext_mgmt_rta::lmldsc,chr,2. Loose stools,NA,NA,2. Loose stools,1,once,0,duplicated variable
121,lmldto,ext_mgmt_rta,discard,,,Date of Onset,9/9/99,,,,loading from ext_mgmt_bv_aed,lmldto,ext_mgmt_rta::lmldto,chr,8/4/13,date?,NA,>10 unique values,68,repeated,0,duplicated variable
122,lmlsev,ext_mgmt_rta,discard,,,Severity,"1 = Mild, 2 = Moderate; 3= severe",,,,loading from ext_mgmt_bv_aed,lmlsev,ext_mgmt_rta::lmlsev,int,1,NA,NA,1 to 3,3,repeated,0,duplicated variable
123,lmlrlt,ext_mgmt_rta,discard,,,Relationship,1=  Definitely; 2= Possibly; 3= Unrelated,,,,loading from ext_mgmt_bv_aed,lmlrlt,ext_mgmt_rta::lmlrlt,int,2,NA,NA,1 to 2,2,once,0,duplicated variable
124,lmlact,ext_mgmt_rta,discard,,,Action,"1 = None; 2 = Remedial therapy; 3 = Discontinuation 4= Hospitalization
5 = Other",,,,loading from ext_mgmt_bv_aed,lmlact,ext_mgmt_rta::lmlact,int,2,NA,NA,1 to 2,2,once,0,duplicated variable
125,lmlout,ext_mgmt_rta,discard,,,Outcome,1 = Resolved; 2 = Continuing; 3 = Death;  4= Unknown/Lost to FU,,,,loading from ext_mgmt_bv_aed,lmlout,ext_mgmt_rta::lmlout,int,1,NA,NA,1 to 1,1,once,0,duplicated variable
126,lmldtr,ext_mgmt_rta,discard,,,Date of Resolution,9/9/99,,,,loading from ext_mgmt_bv_aed,lmldtr,ext_mgmt_rta::lmldtr,chr,8/5/13,date?,NA,>10 unique values,68,repeated,0,duplicated variable
1,pid,ext_mgmt_rtf,discard,,,Child Identification,NA,,,,NA,pid,ext_mgmt_rtf::pid,chr,BP1005,NA,NA,>10 unique values,600,once,0,duplicated variable
2,rotaarm,ext_mgmt_rtf,discard,,,Randomized to receive rotarix vaccine,0=No; 1=Yes,,,,loading from ext_mgmt_bv_mib,rotaarm,ext_mgmt_rtf::rotaarm,int,1,NA,NA,0 to 1,2,once,0,duplicated variable
3,epinum,ext_mgmt_rtf,discard,,,Diarrheal stool episode # assigned in sequence to each episode,"0 =Infant had no episode, 1= first episode, 2= second episode and so on",,,,NA,epinum,ext_mgmt_rtf::epinum,int,1,NA,NA,1 to 19,19,repeated,0,duplicated variable
4,epidate,ext_mgmt_rtf,discard,,,Date of onset of each diarrheal episode,NA,,,,36412,epidate,ext_mgmt_rtf::epidate,chr,2/22/12 0:00,date?,NA,>10 unique values,735,repeated,0,duplicated variable
5,daysenc,ext_mgmt_rtf,discard,,,Days since enrollment for each episode,NA,,,,NA,daysenc,ext_mgmt_rtf::daysenc,int,223,NA,NA,0 to 363,362,repeated,0,duplicated variable
6,srvydays,ext_mgmt_rtf,discard,,,Days of observation,NA,,,,NA,srvydays,ext_mgmt_rtf::srvydays,int,736,NA,NA,30 to 760,76,once,0,duplicated variable
7,lstvstwk,ext_mgmt_rtf,discard,,,Last study visit completed,NA,,,,NA,lstvstwk,ext_mgmt_rtf::lstvstwk,chr,Week 24,NA,NA,>10 unique values,12,repeated,0,duplicated variable
8,lstvstdt,ext_mgmt_rtf,discard,,,Date of last study visit week completed,NA,,,,36412,lstvstdt,ext_mgmt_rtf::lstvstdt,chr,1/8/12 0:00,date?,NA,>10 unique values,473,repeated,0,duplicated variable
9,specyes,ext_mgmt_rtf,discard,,,Whether stool specimen collected or not,NA,,,,NA,specyes,ext_mgmt_rtf::specyes,chr,Yes,NA,NA,"No, Yes",2,repeated,0,duplicated variable
10,epidays,ext_mgmt_rtf,discard,,,Duration of each diarrheal episode,NA,,,,NA,epidays,ext_mgmt_rtf::epidays,int,3,NA,NA,1 to 36,29,repeated,0,duplicated variable
11,episevrt,ext_mgmt_rtf,discard,,,Severity of Diarrhea during each episode (# of diarrheal stool/24 hours),NA,,,,NA,episevrt,ext_mgmt_rtf::episevrt,int,15,NA,NA,3 to 35,21,repeated,0,duplicated variable
12,intcode,ext_mgmt_rtf,discard,,,Interviewer's code - included for training purpose,NA,,,,NA,intcode,ext_mgmt_rtf::intcode,chr,106,NA,NA,>10 unique values,37,repeated,0,duplicated variable
13,vomtdays,ext_mgmt_rtf,discard,,,Duration of vomiting during the Diarrheal episode,NA,,,,NA,vomtdays,ext_mgmt_rtf::vomtdays,int,0,NA,NA,0 to 31,19,repeated,0,duplicated variable
14,vomsevrt,ext_mgmt_rtf,discard,,,Severity of vomiting (# of vomting/24 hours),NA,,,,NA,vomsevrt,ext_mgmt_rtf::vomsevrt,int,0,NA,NA,0 to 20,15,repeated,0,duplicated variable
15,temp,ext_mgmt_rtf,discard,,,Temperature recorded during that episode,NA,,,,99.9,temp,ext_mgmt_rtf::temp,dbl,37.6,NA,NA,35.5 to 40,39,repeated,0,duplicated variable
16,dehyd,ext_mgmt_rtf,discard,,,"5.  Dehydration assessment 
(points for Ruuska score)
","1 = None (0 points); 2 = Any one of the following symptoms (2 points): Skin tenting,Sunken eyes, Dry mucus membranes; 3 = More than one of the above symptoms (3 points)",,,,9,dehyd,ext_mgmt_rtf::dehyd,int,1,NA,NA,1 to 2,2,repeated,0,duplicated variable
17,rehyd,ext_mgmt_rtf,discard,,,Rehydration treatment prescribed during that episode,"1 = None (0 points); 2 = ORS (1 point); 3 =  I.V. fluid (2 points), NA=Not available",,,,NA=Not available,rehyd,ext_mgmt_rtf::rehyd,int,2,NA,NA,1 to 2,2,repeated,0,duplicated variable
18,diadursc,ext_mgmt_rtf,discard,,,Score assigned to variable duration of diarrheal episode to derive RUUSKA: A,"1 = 1 <U+2013> 4 days; 2 = 5 days ; 3 = <U+2265> 6 days
",,,,NA,diadursc,ext_mgmt_rtf::diadursc,int,1,NA,NA,1 to 3,3,repeated,0,duplicated variable
19,mxdrnosc,ext_mgmt_rtf,discard,,,Score assigned to variable Severity of diarrhea to derive RUUSKA : B,"1 = 1 <U+2013> 3 ; 2 = 4 <U+2013> 5,3 = <U+2265> 6 
",,,,NA,mxdrnosc,ext_mgmt_rtf::mxdrnosc,int,3,NA,NA,1 to 3,3,repeated,0,duplicated variable
20,vomdursc,ext_mgmt_rtf,discard,,,Score assigned to variable Duration of vomiting to derive RUUSKA : C,"1 = 1 day; 2 = 2 days; 3 = <U+2265> 3 days
",,,,NA,vomdursc,ext_mgmt_rtf::vomdursc,int,0,NA,NA,0 to 3,4,repeated,0,duplicated variable
21,mxvomtsc,ext_mgmt_rtf,discard,,,Score assigned to variable Severity of vomiting  to derive RUUSKA : D,"1 = 1; 2 = 2 <U+2013> 4; 3 = <U+2265> 5
",,,,NA,mxvomtsc,ext_mgmt_rtf::mxvomtsc,int,0,NA,NA,0 to 3,4,repeated,0,duplicated variable
22,feversc,ext_mgmt_rtf,discard,,,Score assigned to variable Temp to derive RUUSKA: E . *If more than one clinical form is completed- used the maximum fever code for that episode,0 = <U+2264> 37 <U+00B0>C; 1 = 37.1-38.4 <U+00B0>C; 2 = 38.5-38.9 <U+00B0>C; 3 = <U+2265> 39 <U+00B0>C,,,,-9,feversc,ext_mgmt_rtf::feversc,int,1,NA,NA,0 to 3,4,repeated,0,duplicated variable
23,dehydsc,ext_mgmt_rtf,discard,,,Score assigned to variable dehydration to derive RUUSKA : F,"1 = 0 points; 2 = (2 points);       
3 = 3 points
",,,,NA=Not available,dehydsc,ext_mgmt_rtf::dehydsc,int,0,NA,NA,0 to 2,2,repeated,0,duplicated variable
24,rehydsc,ext_mgmt_rtf,discard,,,Score assigned to variable rehydration prescribed during that episode to derive RUUSKA : G,"1 = 0 points; 2 = 1 point; 3 =  2 points
",,,,NA=Not available,rehydsc,ext_mgmt_rtf::rehydsc,int,1,NA,NA,0 to 1,2,repeated,0,duplicated variable
25,ruuska,ext_mgmt_rtf,discard,,,"Peak score (A+ B + C + D + E + F + G) per episode/ updated from 21 point to 20 point score; Ref: Scand J Infec Dis 22: 259-267, 1990",NA,,,,-9,ruuska,ext_mgmt_rtf::ruuska,int,6,NA,NA,3 to 15,13,repeated,0,duplicated variable
26,epiexlbf,ext_mgmt_rtf,discard,,,Number of exclusive breastfeeding days prior to the episode,NA,,,,NA,epiexlbf,ext_mgmt_rtf::epiexlbf,int,129,NA,NA,0 to 264,217,repeated,0,duplicated variable
27,daysbirth,ext_mgmt_rtf,discard,,,days since birth to the episode,NA,,,,NA,daysbirth,ext_mgmt_rtf::daysbirth,int,227,NA,NA,5 to 365,358,repeated,0,duplicated variable
28,specseq,ext_mgmt_rtf,discard,,,Specimen sequence,NA,,,,NA,specseq,ext_mgmt_rtf::specseq,int,1,NA,NA,1 to 19,19,repeated,0,duplicated variable
29,specdt,ext_mgmt_rtf,discard,,,Date of Specimen Collection dd/mm/yy,NA,,,,36412,specdt,ext_mgmt_rtf::specdt,chr,2/22/12 0:00,date?,NA,>10 unique values,574,repeated,0.1996,duplicated variable
30,epistool,ext_mgmt_rtf,discard,,,Episode stool collected,1= yes,,,,NA=Not available,epistool,ext_mgmt_rtf::epistool,int,1,NA,NA,1 to 1,1,once,0,duplicated variable
31,rotads,ext_mgmt_rtf,discard,,,Rotavirus in diarrheal stool by ELISA,"1= Positive, 2= Negative,  3= Inconclusive, -9 = Missing",,,,-9,rotads,ext_mgmt_rtf::rotads,int,1,NA,NA,1 to 2,2,repeated,0,duplicated variable
1,pid,ext_mgmt_rtf2,discard,,,Child Identification,NA,,,,NA,pid,ext_mgmt_rtf2::pid,chr,BP1005,NA,NA,>10 unique values,631,once,0,duplicated variable
2,rotaarm,ext_mgmt_rtf2,discard,,,Randomized to receive rotarix vaccine,0=No; 1=Yes,,,,loading from ext_mgmt_bv_mib,rotaarm,ext_mgmt_rtf2::rotaarm,int,1,NA,NA,0 to 1,2,once,0,duplicated variable
