colOrder,IRI,label,variable,displayOrder,dataFile,definition,category,parentIRI,parentLabel,codebookDescription,codebookValues,termType,notes,repeated,is_temporal,mergeKey,dataSet,unitLabel,unitIRI,is_featured,hidden,scale,defaultDisplayRangeMin,defaultDisplayRangeMax,defaultBinWidth,forceStringType
86,http://purl.obolibrary.org/obo/EUPATH_0064455,Sheet metal,household_survey_f_arm_2020_reshaped::roof_hsc_v2_v2___7,,household_survey_f_arm_2020_reshaped,,Household,http://purl.obolibrary.org/obo/EUPATH_0000003,Roof material,,,value,,yes,,,RIMDAMAL,,,,,,,,,
28,http://purl.obolibrary.org/obo/EUPATH_0064456,Straw,household_survey_f_arm_reshaped::roof_hsc___4,,household_survey_f_arm_reshaped,,Household,http://purl.obolibrary.org/obo/EUPATH_0000003,Roof material,,,value,,yes,,,RIMDAMAL,,,,,,,,,
81,http://purl.obolibrary.org/obo/EUPATH_0064456,Straw,household_survey_f_arm_reshaped::roof_hsc_v2___4,,household_survey_f_arm_reshaped,,Household,http://purl.obolibrary.org/obo/EUPATH_0000003,Roof material,,,value,,yes,,,RIMDAMAL,,,,,,,,,
28,http://purl.obolibrary.org/obo/EUPATH_0064456,Straw,household_survey_f_arm_2020_reshaped::roof_hsc_v2_d88dc0___4,,household_survey_f_arm_2020_reshaped,,Household,http://purl.obolibrary.org/obo/EUPATH_0000003,Roof material,,,value,,yes,,,RIMDAMAL,,,,,,,,,
83,http://purl.obolibrary.org/obo/EUPATH_0064456,Straw,household_survey_f_arm_2020_reshaped::roof_hsc_v2_v2___4,,household_survey_f_arm_2020_reshaped,,Household,http://purl.obolibrary.org/obo/EUPATH_0000003,Roof material,,,value,,yes,,,RIMDAMAL,,,,,,,,,
25,http://purl.obolibrary.org/obo/EUPATH_0021008,Thatched,household_survey_f_arm_reshaped::roof_hsc___1,,household_survey_f_arm_reshaped,,Household,http://purl.obolibrary.org/obo/EUPATH_0000003,Roof material,,,value,,yes,,,RIMDAMAL,,,,,,,,,
78,http://purl.obolibrary.org/obo/EUPATH_0021008,Thatched,household_survey_f_arm_reshaped::roof_hsc_v2___1,,household_survey_f_arm_reshaped,,Household,http://purl.obolibrary.org/obo/EUPATH_0000003,Roof material,,,value,,yes,,,RIMDAMAL,,,,,,,,,
25,http://purl.obolibrary.org/obo/EUPATH_0021008,Thatched,household_survey_f_arm_2020_reshaped::roof_hsc_v2_d88dc0___1,,household_survey_f_arm_2020_reshaped,,Household,http://purl.obolibrary.org/obo/EUPATH_0000003,Roof material,,,value,,yes,,,RIMDAMAL,,,,,,,,,
80,http://purl.obolibrary.org/obo/EUPATH_0021008,Thatched,household_survey_f_arm_2020_reshaped::roof_hsc_v2_v2___1,,household_survey_f_arm_2020_reshaped,,Household,http://purl.obolibrary.org/obo/EUPATH_0000003,Roof material,,,value,,yes,,,RIMDAMAL,,,,,,,,,
30,http://purl.obolibrary.org/obo/EUPATH_0064457,Wood,household_survey_f_arm_reshaped::roof_hsc___6,,household_survey_f_arm_reshaped,,Household,http://purl.obolibrary.org/obo/EUPATH_0000003,Roof material,,,value,,yes,,,RIMDAMAL,,,,,,,,,
83,http://purl.obolibrary.org/obo/EUPATH_0064457,Wood,household_survey_f_arm_reshaped::roof_hsc_v2___6,,household_survey_f_arm_reshaped,,Household,http://purl.obolibrary.org/obo/EUPATH_0000003,Roof material,,,value,,yes,,,RIMDAMAL,,,,,,,,,
30,http://purl.obolibrary.org/obo/EUPATH_0064457,Wood,household_survey_f_arm_2020_reshaped::roof_hsc_v2_d88dc0___6,,household_survey_f_arm_2020_reshaped,,Household,http://purl.obolibrary.org/obo/EUPATH_0000003,Roof material,,,value,,yes,,,RIMDAMAL,,,,,,,,,
85,http://purl.obolibrary.org/obo/EUPATH_0064457,Wood,household_survey_f_arm_2020_reshaped::roof_hsc_v2_v2___6,,household_survey_f_arm_2020_reshaped,,Household,http://purl.obolibrary.org/obo/EUPATH_0000003,Roof material,,,value,,yes,,,RIMDAMAL,,,,,,,,,
,http://purl.obolibrary.org/obo/OBI_0000655,Blood sample,,,,,Sample,http://purl.obolibrary.org/obo/EUPATH_0000609,Sample,,,category,,,,,RIMDAMAL,,,,,,,,,
,http://purl.obolibrary.org/obo/OBI_0000659,Sample collection process,,,,,Sample,http://purl.obolibrary.org/obo/EUPATH_0000609,Sample,,,category,,,,,RIMDAMAL,,,,,,,,,
,http://purl.obolibrary.org/obo/OBI_0000070,Laboratory test,,,,,Sample,http://purl.obolibrary.org/obo/EUPATH_0000609,Sample,,,category,,,,,RIMDAMAL,,,,,,,,,
,http://purl.obolibrary.org/obo/EUPATH_0011482,Blood sample collection process,,,,,Sample,http://purl.obolibrary.org/obo/OBI_0000659,Sample collection process,,,category,,,,,RIMDAMAL,,,,,,,,,
31,http://purl.obolibrary.org/obo/EUPATH_0064521,Abnormal bleeding,active_case_detect_arm_reshaped::malaria_acd___10,,active_case_detect_arm_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0020184,Severe malaria signs,Abnormal bleeding,,value,,yes,,,RIMDAMAL,,,,,,,,,
31,http://purl.obolibrary.org/obo/EUPATH_0064521,Abnormal bleeding,active_case_detect_arm_2020_reshaped::malaria_acd_v2___10,,active_case_detect_arm_2020_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0020184,Severe malaria signs,,,value,,yes,,,RIMDAMAL,,,,,,,,,
29,http://purl.obolibrary.org/obo/EUPATH_0064522,"Acute pulmonary edema and adult respiratory
distress syndrome (ARDS)",active_case_detect_arm_reshaped::malaria_acd___8,,active_case_detect_arm_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0020184,Severe malaria signs,"Acute pulmonary edema and adult respiratory
distress syndrome (ARDS)",,value,,yes,,,RIMDAMAL,,,,,,,,,
29,http://purl.obolibrary.org/obo/EUPATH_0064522,"Acute pulmonary edema and adult respiratory
distress syndrome (ARDS)",active_case_detect_arm_2020_reshaped::malaria_acd_v2___8,,active_case_detect_arm_2020_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0020184,Severe malaria signs,,,value,,yes,,,RIMDAMAL,,,,,,,,,
28,http://purl.obolibrary.org/obo/EUPATH_0064523,Acute renal failure,active_case_detect_arm_reshaped::malaria_acd___7,,active_case_detect_arm_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0020184,Severe malaria signs,Acute renal failure,,value,,yes,,,RIMDAMAL,,,,,,,,,
28,http://purl.obolibrary.org/obo/EUPATH_0064523,Acute renal failure,active_case_detect_arm_2020_reshaped::malaria_acd_v2___7,,active_case_detect_arm_2020_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0020184,Severe malaria signs,,,value,,yes,,,RIMDAMAL,,,,,,,,,
38,http://purl.obolibrary.org/obo/EUPATH_0064524,Anuria,malaria_arm_2020_reshaped::com_malaria_crit___9,,malaria_arm_2020_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0020184,Severe malaria signs,anuria,,value,,yes,,,RIMDAMAL,,,,,,,,,
37,http://purl.obolibrary.org/obo/EUPATH_0064524,Anuria,malaria_arm_reshaped::com_malaria_crit___9,,malaria_arm_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0020184,Severe malaria signs,anuria,,value,,yes,,,RIMDAMAL,,,,,,,,,
34,http://purl.obolibrary.org/obo/EUPATH_0064525,Breathing associated with acidosis and respiratory distress,malaria_arm_2020_reshaped::com_malaria_crit___5,,malaria_arm_2020_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0020184,Severe malaria signs,Breathing associated with acidosis and respiratory distress,,value,,yes,,,RIMDAMAL,,,,,,,,,
33,http://purl.obolibrary.org/obo/EUPATH_0064525,Breathing associated with acidosis and respiratory distress,malaria_arm_reshaped::com_malaria_crit___5,,malaria_arm_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0020184,Severe malaria signs,Breathing associated with acidosis and respiratory distress,,value,,yes,,,RIMDAMAL,,,,,,,,,
37,http://purl.obolibrary.org/obo/EUPATH_0064526,Cardiovascular collapse or shock,malaria_arm_2020_reshaped::com_malaria_crit___8,,malaria_arm_2020_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0020184,Severe malaria signs,cardiovascular collapse or shock,,value,,yes,,,RIMDAMAL,,,,,,,,,
36,http://purl.obolibrary.org/obo/EUPATH_0064526,Cardiovascular collapse or shock,malaria_arm_reshaped::com_malaria_crit___8,,malaria_arm_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0020184,Severe malaria signs,cardiovascular collapse or shock,,value,,yes,,,RIMDAMAL,,,,,,,,,
22,http://purl.obolibrary.org/obo/EUPATH_0020057,Cerebral malaria,active_case_detect_arm_reshaped::malaria_acd___1,,active_case_detect_arm_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0020184,Severe malaria signs,Cerebral malaria - defined as unarousable coma not attributable to any other cause in a patient with falciparum malaria,,value,,yes,,,RIMDAMAL,,,,,,,,,
22,http://purl.obolibrary.org/obo/EUPATH_0020057,Cerebral malaria,active_case_detect_arm_2020_reshaped::malaria_acd_v2___1,,active_case_detect_arm_2020_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0020184,Severe malaria signs,,,value,,yes,,,RIMDAMAL,,,,,,,,,
30,http://purl.obolibrary.org/obo/EUPATH_0064527,"Circulatory collapse, shock, septicemia (""algid malaria"")",active_case_detect_arm_reshaped::malaria_acd___9,,active_case_detect_arm_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0020184,Severe malaria signs,"Circulatory collapse, shock, septicemia (""algid malaria"")",,value,,yes,,,RIMDAMAL,,,,,,,,,
30,http://purl.obolibrary.org/obo/EUPATH_0064527,"Circulatory collapse, shock, septicemia (""algid malaria"")",active_case_detect_arm_2020_reshaped::malaria_acd_v2___9,,active_case_detect_arm_2020_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0020184,Severe malaria signs,,,value,,yes,,,RIMDAMAL,,,,,,,,,
33,http://purl.obolibrary.org/obo/EUPATH_0064528,Convulsions (>2) over 24 hours,malaria_arm_2020_reshaped::com_malaria_crit___4,,malaria_arm_2020_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0020184,Severe malaria signs,"multiple seizures (i.e., more than two episodes in 24 hours)",,value,,yes,,,RIMDAMAL,,,,,,,,,
32,http://purl.obolibrary.org/obo/EUPATH_0064528,Convulsions (>2) over 24 hours,malaria_arm_reshaped::com_malaria_crit___4,,malaria_arm_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0020184,Severe malaria signs,"multiple seizures (i.e., more than two episodes in 24 hours)",,value,,yes,,,RIMDAMAL,,,,,,,,,
23,http://purl.obolibrary.org/obo/EUPATH_0020109,Convulsions (>3) over 24 hours,active_case_detect_arm_reshaped::malaria_acd___2,,active_case_detect_arm_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0020184,Severe malaria signs,Generalized convulsions (? 3 convulsions over 24 hour period,,value,,yes,,,RIMDAMAL,,,,,,,,,
23,http://purl.obolibrary.org/obo/EUPATH_0020109,Convulsions (>3) over 24 hours,active_case_detect_arm_2020_reshaped::malaria_acd_v2___2,,active_case_detect_arm_2020_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0020184,Severe malaria signs,,,value,,yes,,,RIMDAMAL,,,,,,,,,
33,http://purl.obolibrary.org/obo/EUPATH_0064529,Danger Signs (any of the following): Current or previous convulsions; Vomiting everything that is consumed / Uncontrollable vomiting; Lethargy / Unconciousness; Inability to drink or suckle,active_case_detect_arm_reshaped::malaria_acd___12,,active_case_detect_arm_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0020184,Severe malaria signs,Danger Signs (any of the following): Current or previous convulsions; Vomiting everything that is consumed / Uncontrollable vomiting; Lethargy / Unconciousness; Inability to drink or suckle,,value,,yes,,,RIMDAMAL,,,,,,,,,
33,http://purl.obolibrary.org/obo/EUPATH_0064529,Danger Signs (any of the following): Current or previous convulsions; Vomiting everything that is consumed / Uncontrollable vomiting; Lethargy / Unconciousness; Inability to drink or suckle,active_case_detect_arm_2020_reshaped::malaria_acd_v2___12,,active_case_detect_arm_2020_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0020184,Severe malaria signs,,,value,,yes,,,RIMDAMAL,,,,,,,,,
32,http://purl.obolibrary.org/obo/EUPATH_0064530,Exhaustion,malaria_arm_2020_reshaped::com_malaria_crit___3,,malaria_arm_2020_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0020184,Severe malaria signs,"exhaustion (i.e., unable to sit, stand or walk without assistance)",,value,,yes,,,RIMDAMAL,,,,,,,,,
31,http://purl.obolibrary.org/obo/EUPATH_0064530,Exhaustion,malaria_arm_reshaped::com_malaria_crit___3,,malaria_arm_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0020184,Severe malaria signs,"exhaustion (i.e., unable to sit, stand or walk without assistance)",,value,,yes,,,RIMDAMAL,,,,,,,,,
27,http://purl.obolibrary.org/obo/EUPATH_0064531,Fluid and electrolyte disturbances,active_case_detect_arm_reshaped::malaria_acd___6,,active_case_detect_arm_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0020184,Severe malaria signs,Fluid and electrolyte disturbances,,value,,yes,,,RIMDAMAL,,,,,,,,,
27,http://purl.obolibrary.org/obo/EUPATH_0064531,Fluid and electrolyte disturbances,active_case_detect_arm_2020_reshaped::malaria_acd_v2___6,,active_case_detect_arm_2020_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0020184,Severe malaria signs,,,value,,yes,,,RIMDAMAL,,,,,,,,,
44,http://purl.obolibrary.org/obo/HP_0003641,Hemoglobinuria,malaria_arm_2020_reshaped::com_malaria_crit___15,,malaria_arm_2020_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0020184,Severe malaria signs,hemoglobinuria,,value,,yes,,,RIMDAMAL,,,,,,,,,
43,http://purl.obolibrary.org/obo/HP_0003641,Hemoglobinuria,malaria_arm_reshaped::com_malaria_crit___15,,malaria_arm_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0020184,Severe malaria signs,hemoglobinuria,,value,,yes,,,RIMDAMAL,,,,,,,,,
45,http://purl.obolibrary.org/obo/EUPATH_0064532,Hyperlactatemia (lactate >5mmol/l),malaria_arm_2020_reshaped::com_malaria_crit___16,,malaria_arm_2020_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0020184,Severe malaria signs,hyperlactatemia (lactate >5mmol/l),,value,,yes,,,RIMDAMAL,mmol/l,http://purl.obolibrary.org/obo/NCIT_C64387,,,,,,,
44,http://purl.obolibrary.org/obo/EUPATH_0064532,Hyperlactatemia (lactate >5mmol/l),malaria_arm_reshaped::com_malaria_crit___16,,malaria_arm_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0020184,Severe malaria signs,hyperlactatemia (lactate >5mmol/l),,value,,yes,,,RIMDAMAL,mmol/l,http://purl.obolibrary.org/obo/NCIT_C64387,,,,,,,
25,http://purl.obolibrary.org/obo/HP_0001943,Hypoglycemia,active_case_detect_arm_reshaped::malaria_acd___4,,active_case_detect_arm_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0020184,Severe malaria signs,Hypoglycemia,,value,,yes,,,RIMDAMAL,,,,,,,,,
25,http://purl.obolibrary.org/obo/HP_0001943,Hypoglycemia,active_case_detect_arm_2020_reshaped::malaria_acd_v2___4,,active_case_detect_arm_2020_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0020184,Severe malaria signs,,,value,,yes,,,RIMDAMAL,,,,,,,,,
41,http://purl.obolibrary.org/obo/EUPATH_0027055,Hypoglycemia (<40 mg/dL),malaria_arm_2020_reshaped::com_malaria_crit___12,,malaria_arm_2020_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0020184,Severe malaria signs,hypoglycaemia (< 2.2 mmol/lor < 40 mg/dl),,value,,yes,,,RIMDAMAL,mg/dL,http://purl.obolibrary.org/obo/NCIT_C67015,,,,,,,
40,http://purl.obolibrary.org/obo/EUPATH_0027055,Hypoglycemia (<40 mg/dL),malaria_arm_reshaped::com_malaria_crit___12,,malaria_arm_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0020184,Severe malaria signs,hypoglycaemia (< 2.2 mmol/lor < 40 mg/dl),,value,,yes,,,RIMDAMAL,mg/dL,http://purl.obolibrary.org/obo/NCIT_C67015,,,,,,,
39,http://purl.obolibrary.org/obo/EUPATH_0020256,Jaundice,malaria_arm_2020_reshaped::com_malaria_crit___10,,malaria_arm_2020_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0020184,Severe malaria signs,jaundice,,value,,yes,,,RIMDAMAL,,,,,,,,,
38,http://purl.obolibrary.org/obo/EUPATH_0020256,Jaundice,malaria_arm_reshaped::com_malaria_crit___10,,malaria_arm_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0020184,Severe malaria signs,jaundice,,value,,yes,,,RIMDAMAL,,,,,,,,,
32,http://purl.obolibrary.org/obo/EUPATH_0020256,Jaundice,active_case_detect_arm_reshaped::malaria_acd___11,,active_case_detect_arm_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0020184,Severe malaria signs,Jaundice,,value,,yes,,,RIMDAMAL,,,,,,,,,
32,http://purl.obolibrary.org/obo/EUPATH_0020256,Jaundice,active_case_detect_arm_2020_reshaped::malaria_acd_v2___11,,active_case_detect_arm_2020_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0020184,Severe malaria signs,,,value,,yes,,,RIMDAMAL,,,,,,,,,
42,http://purl.obolibrary.org/obo/EUPATH_0064533,Metabolic acidosis (plasma bicarbonate <15 mmol/l),malaria_arm_2020_reshaped::com_malaria_crit___13,,malaria_arm_2020_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0020184,Severe malaria signs,metabolic acidosis (plasma bicarbonate <15 mmol/l),,value,,yes,,,RIMDAMAL,mmol/l,http://purl.obolibrary.org/obo/NCIT_C64387,,,,,,,
41,http://purl.obolibrary.org/obo/EUPATH_0064533,Metabolic acidosis (plasma bicarbonate <15 mmol/l),malaria_arm_reshaped::com_malaria_crit___13,,malaria_arm_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0020184,Severe malaria signs,metabolic acidosis (plasma bicarbonate <15 mmol/l),,value,,yes,,,RIMDAMAL,mmol/l,http://purl.obolibrary.org/obo/NCIT_C64387,,,,,,,
26,http://purl.obolibrary.org/obo/EUPATH_0064534,Metabolic acidosis with respiratory distress,active_case_detect_arm_reshaped::malaria_acd___5,,active_case_detect_arm_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0020184,Severe malaria signs,Metabolic acidosis with respiratory distress,,value,,yes,,,RIMDAMAL,,,,,,,,,
26,http://purl.obolibrary.org/obo/EUPATH_0064534,Metabolic acidosis with respiratory distress,active_case_detect_arm_2020_reshaped::malaria_acd_v2___5,,active_case_detect_arm_2020_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0020184,Severe malaria signs,,,value,,yes,,,RIMDAMAL,,,,,,,,,
34,http://purl.obolibrary.org/obo/EUPATH_0064535,None of the above,active_case_detect_arm_2020_reshaped::malaria_acd_v2___13,,active_case_detect_arm_2020_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0020184,Severe malaria signs,,,value,,yes,,,RIMDAMAL,,,,,,,,,
30,http://purl.obolibrary.org/obo/EUPATH_0064536,"Parasite density >500,000/uL blood",malaria_arm_2020_reshaped::com_malaria_crit___1,,malaria_arm_2020_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0020184,Severe malaria signs,"parasite density greater than 500,000 parasites / uL",,value,,yes,,,RIMDAMAL,uL,http://purl.obolibrary.org/obo/UO_0000101,,,,,,,
29,http://purl.obolibrary.org/obo/EUPATH_0064536,"Parasite density >500,000/uL blood",malaria_arm_reshaped::com_malaria_crit___1,,malaria_arm_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0020184,Severe malaria signs,"parasite density greater than 500,000 parasites / uL",,value,,yes,,,RIMDAMAL,uL,http://purl.obolibrary.org/obo/UO_0000101,,,,,,,
46,http://purl.obolibrary.org/obo/EUPATH_0064537,Renal insufficiency (serum creatinine >265 mol/l),malaria_arm_2020_reshaped::com_malaria_crit___17,,malaria_arm_2020_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0020184,Severe malaria signs,renal insufficiency (serum creatinine >265 ?mol/l),,value,,yes,,,RIMDAMAL,mol/l,http://purl.obolibrary.org/obo/NCIT_C48555,,,,,,,
45,http://purl.obolibrary.org/obo/EUPATH_0064537,Renal insufficiency (serum creatinine >265 mol/l),malaria_arm_reshaped::com_malaria_crit___17,,malaria_arm_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0020184,Severe malaria signs,renal insufficiency (serum creatinine >265 ?mol/l),,value,,yes,,,RIMDAMAL,mol/l,http://purl.obolibrary.org/obo/NCIT_C48555,,,,,,,
47,http://purl.obolibrary.org/obo/EUPATH_0064538,Serious signs,malaria_arm_2020_reshaped::com_malaria_crit___18,,malaria_arm_2020_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0020184,Severe malaria signs,serious signs,,value,,yes,,,RIMDAMAL,,,,,,,,,
46,http://purl.obolibrary.org/obo/EUPATH_0064538,Serious signs,malaria_arm_reshaped::com_malaria_crit___18,,malaria_arm_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0020184,Severe malaria signs,serious signs,,value,,yes,,,RIMDAMAL,,,,,,,,,
21,http://purl.obolibrary.org/obo/EUPATH_0020182,Severe anemia (hemoglobin <5 mg/dL),malaria_arm_2020_reshaped::hb_less5,,malaria_arm_2020_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0020184,Severe malaria signs,Is the hemoglobin value at or below 5 g/dL ?,,variable,,,,,RIMDAMAL,mg/dL,http://purl.obolibrary.org/obo/NCIT_C67015,,,,,,,
24,http://purl.obolibrary.org/obo/EUPATH_0020182,Severe anemia (hemoglobin <5 mg/dL),active_case_detect_arm_reshaped::malaria_acd___3,,active_case_detect_arm_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0020184,Severe malaria signs,Severe normocytic anemia (Hb < 5 gm/dL),,value,,yes,,,RIMDAMAL,mg/dL,http://purl.obolibrary.org/obo/NCIT_C67015,,,,,,,
24,http://purl.obolibrary.org/obo/EUPATH_0020182,Severe anemia (hemoglobin <5 mg/dL),active_case_detect_arm_2020_reshaped::malaria_acd_v2___3,,active_case_detect_arm_2020_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0020184,Severe malaria signs,,,value,,yes,,,RIMDAMAL,mg/dL,http://purl.obolibrary.org/obo/NCIT_C67015,,,,,,,
,http://purl.obolibrary.org/obo/EUPATH_0020184,Severe malaria signs,,,,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000309,Signs and symptoms,,,multifilter,,,,,RIMDAMAL,,,,,,,,,
,http://purl.obolibrary.org/obo/EUPATH_0020184,Severe malaria signs,,,,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000309,Signs and symptoms,"This person has malaria and should be managed according to the SOP for uncomplicated malaria, EXCEPT if any of the following symptoms are present (please check which symptoms or leave blank if none are present)",,multifilter,,,,,RIMDAMAL,,,,,,,,,
,http://purl.obolibrary.org/obo/EUPATH_0021002,Symptoms,,,,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000309,Signs and symptoms,Is the patient presenting with the following symptoms? ,"1, fever | 2, shivers | 3, Fatigue / malaise | 4, Anorexia | 5, shortness of breath | 6, Vomitting | 7, Diarrhea  | 8, Coughs | 9, Convulsions | 10, Headache | 11, Jaundice | 12, Abdominal Pains | 13, All other pains | 14, Palor",multifilter,,,,,RIMDAMAL,,,,,,,,,
,http://purl.obolibrary.org/obo/EUPATH_0020184,Severe malaria signs,,,,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000309,Signs and symptoms,,,category,,,,,RIMDAMAL,,,,,,,,,
,http://purl.obolibrary.org/obo/EUPATH_0021002,Symptoms,,,,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000309,Signs and symptoms,,,category,,,,,RIMDAMAL,,,,,,,,,
,http://purl.obolibrary.org/obo/EUPATH_0024011,Symptoms in past day,,,,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000309,Signs and symptoms,,,category,,,,,RIMDAMAL,,,,,,,,,
34,http://purl.obolibrary.org/obo/EUPATH_0042026,Persons sleeping in same room count,household_survey_f_arm_reshaped::total_in_room_hsc,,household_survey_f_arm_reshaped,,Household,http://purl.obolibrary.org/obo/EUPATH_0000304,Socioeconomic factors,How many people sleep in the room?,,variable,,,,,RIMDAMAL,,,,,,,,,
34,http://purl.obolibrary.org/obo/EUPATH_0042026,Persons sleeping in same room count,household_survey_f_arm_2020_reshaped::total_in_room_hsc_v2,,household_survey_f_arm_2020_reshaped,,Household,http://purl.obolibrary.org/obo/EUPATH_0000304,Socioeconomic factors,How many people sleep in the room?,,variable,,,,,RIMDAMAL,,,,,,,,,
17,http://purl.obolibrary.org/obo/HP_0002027,Abdominal pain,malaria_arm_2020_reshaped::unc_malaria_symptoms___12,,malaria_arm_2020_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0021002,Symptoms,,,value,,yes,,,RIMDAMAL,,,,,,,,,
17,http://purl.obolibrary.org/obo/HP_0002027,Abdominal pain,malaria_arm_reshaped::unc_malaria_symptoms___12,,malaria_arm_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0021002,Symptoms,,,value,,yes,,,RIMDAMAL,,,,,,,,,
40,http://purl.obolibrary.org/obo/HP_0001892,Abnormal bleeding,malaria_arm_2020_reshaped::com_malaria_crit___11,,malaria_arm_2020_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0021002,Symptoms,abnormal bleeding,,value,,yes,,,RIMDAMAL,,,,,,,,,
39,http://purl.obolibrary.org/obo/HP_0001892,Abnormal bleeding,malaria_arm_reshaped::com_malaria_crit___11,,malaria_arm_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0021002,Symptoms,abnormal bleeding,,value,,yes,,,RIMDAMAL,,,,,,,,,
35,http://purl.bioontology.org/ontology/SNOMEDCT/40541001,Acute pulmonary edema,malaria_arm_2020_reshaped::com_malaria_crit___6,,malaria_arm_2020_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0021002,Symptoms,acute pulmonary edema,,value,,yes,,,RIMDAMAL,,,,,,,,,
34,http://purl.bioontology.org/ontology/SNOMEDCT/40541001,Acute pulmonary edema,malaria_arm_reshaped::com_malaria_crit___6,,malaria_arm_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0021002,Symptoms,acute pulmonary edema,,value,,yes,,,RIMDAMAL,,,,,,,,,
36,http://purl.obolibrary.org/obo/DOID_11394,Acute respiratory distress syndrome,malaria_arm_2020_reshaped::com_malaria_crit___7,,malaria_arm_2020_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0021002,Symptoms,Acute respiratory distress syndrome,,value,,yes,,,RIMDAMAL,,,,,,,,,
35,http://purl.obolibrary.org/obo/DOID_11394,Acute respiratory distress syndrome,malaria_arm_reshaped::com_malaria_crit___7,,malaria_arm_reshaped,,Participant,http://purl.obolibrary.org/obo/EUPATH_0021002,Symptoms,Acute respiratory distress syndrome,,value,,yes,,,RIMDAMAL,,,,,,,,,
