ID,label,datasets,contain_unit
EUPATH_0048126,SHINE_Maternal_Baseline_Data_19 Jun 2020_RN::pts,gates_shine,No
EUPATH_0048134,SHINE_Month12_Intervention_Uptake_Data_editSWS::LNS_no_of_Expect_deliv,gates_shine,No
EUPATH_0048135,SHINE_Month12_Intervention_Uptake_Data_editSWS::LS_no_of_Expect_deliv,gates_shine,No
EUPATH_0048157,SHINE_Month12_Intervention_Uptake_Data_editSWS::WG_no_of_Expect_deliv,gates_shine,No
EUPATH_0048127,SHINE_Month12_Intervention_Uptake_Data_editSWS::cc01,gates_shine,No
EUPATH_0048128,SHINE_Month12_Intervention_Uptake_Data_editSWS::cc11,gates_shine,No
EUPATH_0048129,SHINE_Month12_Intervention_Uptake_Data_editSWS::cc15,gates_shine,No
EUPATH_0048130,SHINE_Month12_Intervention_Uptake_Data_editSWS::cc21,gates_shine,No
EUPATH_0048131,SHINE_Month12_Intervention_Uptake_Data_editSWS::ec03_04_cat,gates_shine,No
EUPATH_0048132,SHINE_Month12_Intervention_Uptake_Data_editSWS::exp_modules_done,gates_shine,No
EUPATH_0048133,SHINE_Month12_Intervention_Uptake_Data_editSWS::gb44_3,gates_shine,No
EUPATH_0048145,SHINE_Month12_Intervention_Uptake_Data_editSWS::m12_LNS_no_of_deliveries,gates_shine,No
EUPATH_0048136,SHINE_Month12_Intervention_Uptake_Data_editSWS::m12_latrine_present,gates_shine,No
EUPATH_0048144,SHINE_Month12_Intervention_Uptake_Data_editSWS::m12_liquidsoap_deliveries,gates_shine,No
EUPATH_0048146,SHINE_Month12_Intervention_Uptake_Data_editSWS::m12_playmat_received,gates_shine,No
EUPATH_0048147,SHINE_Month12_Intervention_Uptake_Data_editSWS::m12_playyard_received,gates_shine,No
EUPATH_0048148,SHINE_Month12_Intervention_Uptake_Data_editSWS::m12_tippytape_present,gates_shine,No
EUPATH_0048149,SHINE_Month12_Intervention_Uptake_Data_editSWS::m12_total_modules_done,gates_shine,No
EUPATH_0048150,SHINE_Month12_Intervention_Uptake_Data_editSWS::m12_waterguard_deliveries,gates_shine,No
EUPATH_0048152,SHINE_Month12_Intervention_Uptake_Data_editSWS::m12opendef_age0_less3,gates_shine,No
EUPATH_0048153,SHINE_Month12_Intervention_Uptake_Data_editSWS::m12opendef_age18_less70,gates_shine,No
EUPATH_0048154,SHINE_Month12_Intervention_Uptake_Data_editSWS::m12opendef_age3_less6,gates_shine,No
EUPATH_0048155,SHINE_Month12_Intervention_Uptake_Data_editSWS::m12opendef_age6_less18,gates_shine,No
EUPATH_0048151,SHINE_Month12_Intervention_Uptake_Data_editSWS::m12opendef_age_70plus,gates_shine,No
EUPATH_0048156,SHINE_Month12_Intervention_Uptake_Data_editSWS::m12opendef_hhtotal,gates_shine,No
EUPATH_0048158,SHINE_Month12_Intervention_Uptake_Data_editSWS::xb44,gates_shine,No
EUPATH_0031130,SS/XLD agar,gates_vida,No
EUPATH_0015398,"STEC Ct value, by TAC result",gates_gems | gates_vida | gates_maled_phase3,No
EUPATH_0015384,"STEC stx1 Ct value, by TAC result",gates_gems | gates_vida | gates_maled_phase3 | gates_provide,No
EUPATH_0010687,"STEC stx1-pos, by PCR result",gates_gems1a | gates_gems | gates_vida | gates_maled_phase3,No
EUPATH_0015385,"STEC stx2 Ct value, by TAC result",gates_gems | gates_vida | gates_maled_phase3 | gates_provide,No
EUPATH_0010691,"STEC stx2-pos, by PCR result",gates_gems1a | gates_gems | gates_vida | gates_maled_phase3,No
EUPATH_0048045,Salary,gates_shine,No
EUPATH_0036112,Saliva collected,gates_provide,No
EUPATH_0036349,Saliva collection date,gates_provide,No
EUPATH_0036350,Saliva quantity sufficient,gates_provide,No
EUPATH_0015381,"Salmonella Ct value, by TAC result",gates_gems | gates_vida | gates_maled_phase3 | gates_provide,No
EUPATH_0032550,"Salmonella Ct value, by multiplexed qPCR result",gates_perch,No
EUPATH_0032673,"Salmonella Ct value, by multiplexed qPCR result",gates_perch,No
EUPATH_0032765,"Salmonella Ct value, by multiplexed qPCR result",gates_perch,No
EUPATH_0033029,"Salmonella Ct value, by multiplexed qPCR result",gates_perch,No
EUPATH_0031368,"Salmonella ampicillin resistance, colony 1",gates_vida,No
EUPATH_0031369,"Salmonella ampicillin resistance, colony 2",gates_vida,No
EUPATH_0031370,"Salmonella ceftriaxone resistance, colony 1",gates_vida,No
EUPATH_0031371,"Salmonella ceftriaxone resistance, colony 2",gates_vida,No
EUPATH_0031372,"Salmonella chloramphenicol resistance, colony 1",gates_vida,No
EUPATH_0031373,"Salmonella chloramphenicol resistance, colony 2",gates_vida,No
EUPATH_0031374,"Salmonella ciprofloxacin resistance, colony 1",gates_vida,No
EUPATH_0031375,"Salmonella ciprofloxacin resistance, colony 2",gates_vida,No
EUPATH_0021220,"Salmonella enterica, by Widal",icemr_india_gujarat,No
EUPATH_0031378,"Salmonella gentamicin resistance, colony 1",gates_vida,No
EUPATH_0031379,"Salmonella gentamicin resistance, colony 2",gates_vida,No
EUPATH_0031392,"Salmonella serotype, by colony",gates_vida,No
EUPATH_0031393,"Salmonella serotype, by colony 2",gates_vida,No
EUPATH_0031376,"Salmonella trimethoprim-sulfamethoxazole resistance, colony 1",gates_vida,No
EUPATH_0031377,"Salmonella trimethoprim-sulfamethoxazole resistance, colony 2",gates_vida,No
EUPATH_0021137,"Salmonella typhi, by PCR",icemr_india_feverSurv,No
EUPATH_0031391,"Salmonella, by any method",gates_vida,No
EUPATH_0010632,"Salmonella, by bacteriology result",gates_maled_phase3,No
EUPATH_0032551,"Salmonella, by culture result",gates_perch,No
EUPATH_0031069,Same community as case,gates_vida,No
EUPATH_0031070,Same sex as case,gates_vida,No
OBI_0001616,Sample ID,gates_vida | gates_maled_phase3,No
EUPATH_0010859,Sample ID for 1st recollection,gates_maled_phase3,No
EUPATH_0010860,Sample ID for 2nd recollection,gates_maled_phase3,No
EUPATH_0010861,Sample ID for 3rd recollection,gates_maled_phase3,No
OBI_0001619,Sample collection date,gates_gems1a | gates_gems | icemr_southAsia | gates_vida | icemr_india_feverSurv | icemr_india_behavior,No
EUPATH_0023038,Sample collection time,icemr_southAsia | general/general_crompton,No
EUPATH_0030154,"Sample mean Ascaris lumbricoides eggs per gram, by microscopy",gates_scoreBurundi | gates_scoreRwanda,No
EUPATH_0030153,"Sample mean Hookworm eggs per gram, by microscopy",gates_scoreBurundi | gates_scoreRwanda,No
EUPATH_0030155,Sample mean Schistosoma mansoni eggs per gram by microscopy,gates_scoreBurundi | gates_scoreRwanda | gates_scoreFiveCountry,No
EUPATH_0030158,"Sample mean Trichuris trichuria eggs per gram, by microscopy",gates_scoreBurundi | gates_scoreRwanda,No
OBI_0100051,Sample type,icemr_prism2 | gates_maled_phase3 | icemr_prism,No
EUPATH_0036137,Sang with child,gates_provide,No
EUPATH_0011617,Sanitation and drinking water score,gates_maled_phase3,No
EUPATH_0011607,Sanitation score,gates_maled_phase3,No
EUPATH_0022245,Sanitation system,icemr_amazoniaBrazil,No
EUPATH_0015382,"Sapovirus Ct value, by TAC result",gates_gems | gates_vida | gates_maled_phase3 | gates_provide,No
EUPATH_0036319,"Sapovirus Ct value, by qPCR result",gates_provide,No
EUPATH_0036315,"Sapovirus, by qPCR",gates_provide,No
EUPATH_0036423,Scarf sign,gates_provide,No
EUPATH_0011870,"Schistosoma Ct value, by TAC result",gates_maled_phase3,No
EUPATH_0030123,"Schistosoma haematobium, by microscopy",gates_scoreNig | gates_scoreMoz | gates_scoreSeasonal | gates_scoreFiveCountry | gates_scoreZanzibar,No
EUPATH_0030157,"Schistosoma mansoni, by CCA",gates_scoreBurundi | gates_scoreRwanda | gates_scoreFiveCountry,No
EUPATH_0030159,"Schistosoma mansoni, by CCA result",gates_scoreBurundi | gates_scoreRwanda,No
EUPATH_0030121,"Schistosoma mansoni, by microscopy",gates_scoreBurundi | gates_scoreRwanda | gates_scoreSeasonal | gates_scoreFiveCountry,No
EUPATH_0030156,"Schistosoma mansoni, by microscopy field decision",gates_scoreBurundi,No
EUPATH_0030127,School,gates_scoreZanzibar,No
EUPATH_0030145,School ID,gates_scoreBurundi | gates_scoreRwanda | gates_scoreFiveCountry,No
EUPATH_0030167,School based Kato-Katz assessment,gates_scoreRwanda,No
EUPATH_0030150,School eco-epidemiological risk zone,gates_scoreBurundi,No
EUPATH_0030172,School schistosomiasis risk,gates_scoreRwanda,No
EUPATH_0022105,School year,icemr_amazoniaBrazil,No
EUPATH_0044114,Screened external doors,gates_llineup,No
EUPATH_0025048,Screened windows,icemr_malawi,No
EUPATH_0021127,"Scrub typhus OD value, by DetectTM IgM ELISA result",icemr_india_feverSurv,No
EUPATH_0021126,"Scrub typhus, by DetectTM IgM ELISA",icemr_india_feverSurv,No
EUPATH_0021292,Seasonal change in activites before 6 am,icemr_india_behavior,No
EUPATH_0021293,Seasonal change in activites before 6 am description,icemr_india_behavior,No
EUPATH_0021287,Seasonal change in activities before bedtime,icemr_india_behavior,No
EUPATH_0021288,Seasonal change in activities before bedtime description,icemr_india_behavior,No
EUPATH_0015492,Second choice health center when child sick with diarrhea,gates_gems_huas,No
EUPATH_0022183,Second dwelling community,icemr_amazoniaBrazil,No
EUPATH_0022174,Second household ID,icemr_amazoniaBrazil,No
EUPATH_0000355,Secondary occupation,icemr_amazoniaBrazil | icemr_amazoniaPeru_long,No
EUPATH_0022117,Secondary occupation location,icemr_amazoniaBrazil,No
EUPATH_0000361,Secondary occupation payment frequency,icemr_amazoniaPeru_long,No
EUPATH_0024294,Seek cough care,icemr_southernAfrica,No
EUPATH_0024215,Seek diarrhea care,icemr_southernAfrica,No
EUPATH_0021222,Seek malaria care,icemr_india_gujarat,No
EUPATH_0015709,Seek outside care,gates_gems_huas | gates_gems1a_huas,No
EUPATH_0011654,"Semi solid, mashed, or solid foods",gates_maled_phase3,No
EUPATH_0044103,Semigravid Anopheles funestus count,gates_llineup,No
EUPATH_0044105,Semigravid Anopheles gambiae count,gates_llineup,No
EUPATH_0030146,Sentinel site,gates_scoreBurundi | gates_scoreRwanda,No
EUPATH_0011586,Separate kitchen,gates_maled_phase3,No
EUPATH_0041169,Serious adverse event,gates_provide | general/general_crompton,No
EUPATH_0036556,Serious adverse event hospitalization date,gates_provide,No
EUPATH_0036555,Seriousness criteria,gates_provide,No
EUPATH_0032552,"Serratia marcescens, by culture result",gates_perch,No
EUPATH_0032553,"Serratia, by culture result",gates_perch,No
EUPATH_0036144,Serum collected,gates_provide,No
EUPATH_0033165,Serum sample,gates_perch | general/general_promote_mothers,No
EUPATH_0045033,Service rank,general/general_nhs,No
EUPATH_0045034,Service type,general/general_nhs,No
EUPATH_0022001,Settlement,icemr_amazoniaBrazil | icemr_amazoniaPeru_long,No
EUPATH_0044004,"Severe acute respiratory syndrome coronavirus 2 Ct value, by qRT-PCR result",general/general_hcq_non_randomized,No
EUPATH_0044005,"Severe acute respiratory syndrome coronavirus 2, by qRT-PCR",general/general_hcq_non_randomized,No
EUPATH_0000043,Severe malaria,icemr_india_gujarat,No
EUPATH_0000046,Severe malaria criteria,icemr_prism,No
EUPATH_0035061,Severely stunted,gates_washbKenya | gates_washbBangladesh,No
EUPATH_0035065,Severely underweight,gates_washbBangladesh,No
EUPATH_0035063,Severely wasted,gates_washbBangladesh,No
PATO_0000047,Sex,general/general_umsp | gates_scoreNig | icemr_india_gujarat | gates_gems_huas | icemr_indian_cx | gates_gems1a | icemr_amazoniaBrazil | gates_gems | icemr_southAsia | gates_scoreBurundi | gates_vida | gates_scoreMoz | icemr_southernAfrica | general/general_hcq_non_randomized | gates_gems1a_huas | gates_perch | icemr_malawi | gates_scoreCrosssect | gates_scoreRwanda | icemr_india_feverSurv | gates_vida_hucs_kenya | gates_washbKenya | icemr_southeastAsia | icemr_prism2 | gates_shine | icemr_amazoniaPeru_long | gates_maled_phase3 | icemr_india_behavior | gates_scoreSeasonal | icemr_prism | gates_provide | gates_scoreFiveCountry | gates_scoreZanzibar | gates_llineup | gates_vida_hucs_gambia_mali | gates_scoreSmCohort | icemr_westAfrica | gates_washbBangladesh | general/general_crompton | icemr_indian,No
EUPATH_0010405,"Sex, matched case",gates_gems1a | gates_gems,No
EUPATH_0035004,Shallow tube well for compound's primary drinking water source,gates_washbBangladesh,No
EUPATH_0036517,Shared human waste facilities,gates_provide | gates_ganc,No
EUPATH_0048090,Shared latrine,gates_shine,No
EUPATH_0048014,Shared latrine path,gates_shine,No
EUPATH_0036449,Shed poliovirus at 14 weeks,gates_provide,No
EUPATH_0036450,Shed poliovirus at 52 weeks,gates_provide,No
EUPATH_0036451,"Shed poliovirus at 52 weeks, by qRT-PCR",gates_provide,No
EUPATH_0036452,Shed poliovirus serotype 1 at 14 weeks,gates_provide,No
EUPATH_0036453,Shed poliovirus serotype 1 at 52 weeks,gates_provide,No
EUPATH_0036454,"Shed poliovirus serotype 1 at 52 weeks, by qRT-PCR",gates_provide,No
EUPATH_0036455,Shed poliovirus serotype 2 at 14 weeks,gates_provide,No
EUPATH_0036456,Shed poliovirus serotype 2 at 52 weeks,gates_provide,No
EUPATH_0036457,"Shed poliovirus serotype 2 at 52 weeks, by qRT-PCR",gates_provide,No
EUPATH_0036458,Shed poliovirus serotype 3 at 14 weeks,gates_provide,No
EUPATH_0036459,Shed poliovirus serotype 3 at 52 weeks,gates_provide,No
EUPATH_0036460,"Shed poliovirus serotype 3 at 52 weeks, by qRT-PCR",gates_provide,No
EUPATH_0030128,Shehia of school,gates_scoreZanzibar,No
EUPATH_0031348,"Shigella ampicillin resistance, colony 1",gates_vida,No
EUPATH_0031349,"Shigella ampicillin resistance, colony 2",gates_vida,No
EUPATH_0031350,"Shigella ampicillin resistance, colony 3",gates_vida,No
EUPATH_0031351,"Shigella ampicillin resistance, colony 4",gates_vida,No
EUPATH_0031380,"Shigella azithromycin resistance, colony 1 diameter",gates_vida,No
EUPATH_0031381,"Shigella azithromycin resistance, colony 2 diameter",gates_vida,No
EUPATH_0031382,"Shigella azithromycin resistance, colony 3 diameter",gates_vida,No
EUPATH_0031383,"Shigella azithromycin resistance, colony 4 diameter",gates_vida,No
EUPATH_0031352,"Shigella ceftriaxone resistance, colony 1",gates_vida,No
EUPATH_0031353,"Shigella ceftriaxone resistance, colony 2",gates_vida,No
EUPATH_0031354,"Shigella ceftriaxone resistance, colony 3",gates_vida,No
EUPATH_0031355,"Shigella ceftriaxone resistance, colony 4",gates_vida,No
EUPATH_0031356,"Shigella ciprofloxacin resistance, colony 1",gates_vida,No
EUPATH_0031357,"Shigella ciprofloxacin resistance, colony 2",gates_vida,No
EUPATH_0031358,"Shigella ciprofloxacin resistance, colony 3",gates_vida,No
EUPATH_0031359,"Shigella ciprofloxacin resistance, colony 4",gates_vida,No
EUPATH_0015441,"Shigella dysenteriae serotype 1, by bacteriology result",gates_gems1a,No
EUPATH_0031384,"Shigella flexneri azithromycin resistance, colony 1",gates_vida,No
EUPATH_0031385,"Shigella flexneri azithromycin resistance, colony 2",gates_vida,No
EUPATH_0031386,"Shigella flexneri azithromycin resistance, colony 3",gates_vida,No
EUPATH_0015304,"Shigella flexneri non-typeable, by bacteriology result",gates_gems1a | gates_gems,No
EUPATH_0015442,"Shigella flexneri serotype 7, by bacteriology result",gates_gems1a,No
EUPATH_0031360,"Shigella nalidixic acid resistance, colony 1",gates_vida,No
EUPATH_0031361,"Shigella nalidixic acid resistance, colony 2",gates_vida,No
EUPATH_0031362,"Shigella nalidixic acid resistance, colony 3",gates_vida,No
EUPATH_0031363,"Shigella nalidixic acid resistance, colony 4",gates_vida,No
EUPATH_0015383,"Shigella or EIEC Ct value, by TAC result",gates_gems | gates_vida | gates_maled_phase3 | gates_provide,No
EUPATH_0031395,"Shigella serotype, by colony",gates_vida,No
EUPATH_0031396,"Shigella serotype, by colony 2",gates_vida,No
EUPATH_0031397,"Shigella serotype, by colony 3",gates_vida,No
EUPATH_0031398,"Shigella serotype, by colony 4",gates_vida,No
EUPATH_0031387,"Shigella sonnei azithromycin resistance, colony 1",gates_vida,No
EUPATH_0031388,"Shigella sonnei azithromycin resistance, colony 2",gates_vida,No
EUPATH_0031389,"Shigella sonnei azithromycin resistance, colony 3",gates_vida,No
EUPATH_0031390,"Shigella sonnei azithromycin resistance, colony 4",gates_vida,No
EUPATH_0031364,"Shigella trimethoprim-sulfamethoxazole resistance, colony 1",gates_vida,No
EUPATH_0031365,"Shigella trimethoprim-sulfamethoxazole resistance, colony 2",gates_vida,No
EUPATH_0031366,"Shigella trimethoprim-sulfamethoxazole resistance, colony 3",gates_vida,No
EUPATH_0031367,"Shigella trimethoprim-sulfamethoxazole resistance, colony 4",gates_vida,No
EUPATH_0010633,"Shigella, by bacteriology result",gates_maled_phase3,No
EUPATH_0010539,"Shortness of breath, caregiver report",gates_maled_phase3,No
EUPATH_0037019,Sibling/neighbor participant born after enrollment,gates_washbKenya,No
EUPATH_0036224,Siblings <5 years count,gates_provide,No
EUPATH_0036424,Skin,gates_provide,No
HP_0001574,Skin,general/general_promote_mothers,No
DOID_37,Skin condition,general/general_crompton,No
EUPATH_0041036,Skin condition end date,general/general_crompton,No
EUPATH_0041038,Skin condition start date,general/general_crompton,No
EUPATH_0015120,Skin has 'flaky paint' appearance,gates_gems1a | gates_gems | gates_vida,No
EUPATH_0010293,Skin pinch,gates_gems1a | gates_gems | gates_vida,No
EUPATH_0042168,Skin symptom,general/general_promote_mothers,No
EUPATH_0022249,Sleep by river,icemr_amazoniaBrazil,No
EUPATH_0022194,Sleep with window open,icemr_amazoniaBrazil,No
EUPATH_0020169,Sleeping area ID,icemr_prism2,No
EUPATH_0021289,Sleeping location,icemr_india_behavior,No
EUPATH_0000201,Sleeping places count,icemr_prism2 | icemr_amazoniaPeru_long | general/general_promote_mothers | icemr_prism | gates_llineup,No
EUPATH_0020170,Sleeping room number,icemr_prism2,No
EUPATH_0000025,Sleeping rooms in dwelling,gates_gems_huas | gates_gems1a | gates_gems | gates_vida | icemr_prism2 | icemr_amazoniaPeru_long | general/general_promote_mothers | icemr_prism | gates_llineup | gates_ganc,No
EUPATH_0044119,Sleeping rooms used last night,gates_llineup,No
EUPATH_0020171,Sleeping rooms with windows,icemr_prism2,No
EUPATH_0024186,Slept elsewhere in last 4 weeks,icemr_southernAfrica,No
EUPATH_0020268,Slept in dwelling last night,icemr_prism2,No
EUPATH_0027008,Slide reading number,icemr_westAfrica,No
HP_0001518,Small for gestational age,general/general_promote_mothers,No
EUPATH_0036195,Small intestine bacterial overgrowth,gates_provide,No
EUPATH_0036196,Small intestine bacterial overgrowth test date,gates_provide,No
EUPATH_0036197,Small intestine bacterial overgrowth treatment,gates_provide,No
EUPATH_0036098,So unhappy that you have been crying in the past 7 days,gates_provide,No
EUPATH_0035035,Soap at compound's hand washing location,gates_washbBangladesh,No
EUPATH_0048092,Social Score,gates_shine,No
EUPATH_0036047,Social-emotional composite score,gates_provide,No
EUPATH_0036048,Social-emotional raw score,gates_provide,No
EUPATH_0036049,Social-emotional scaled score,gates_provide,No
EUPATH_0011157,Soluble transferrin receptor level,gates_maled_phase3,No
EUPATH_0025141,Sore throat duration,icemr_malawi,No
EUPATH_0025142,Sore throat duration units,icemr_malawi,No
EUPATH_0015548,Sought care on day 1-7 of diarrhea,gates_gems_huas,No
EUPATH_0027003,Spleen size,icemr_westAfrica,No
EUPATH_0042143,"Spontaneous abortion, still birth, or neonatal death",general/general_promote_mothers,No
EUPATH_0000441,Sprayed in the last 12 months,icemr_india_gujarat | icemr_prism2 | general/general_promote_mothers | gates_llineup | icemr_indian,No
EUPATH_0020250,Sprayed in the last 12 months categorization,icemr_prism2 | gates_llineup,No
EUPATH_0025143,Spring drinking water source,icemr_malawi,No
EUPATH_0033239,Sputum culture positive,gates_perch,No
EUPATH_0036425,Square window,gates_provide,No
EUPATH_0010295,Staff observed stool sample,gates_gems1a | gates_gems | gates_vida,No
EUPATH_0032555,"Staphylococcus aureus Ct value, by multiplexed qPCR result",gates_perch,No
EUPATH_0032675,"Staphylococcus aureus Ct value, by multiplexed qPCR result",gates_perch,No
EUPATH_0032767,"Staphylococcus aureus Ct value, by multiplexed qPCR result",gates_perch,No
EUPATH_0033031,"Staphylococcus aureus Ct value, by multiplexed qPCR result",gates_perch,No
EUPATH_0032556,"Staphylococcus aureus, by culture result",gates_perch,No
EUPATH_0032557,"Staphylococcus epidermidis, by culture result",gates_perch,No
EUPATH_0021095,State,icemr_indian_cx | icemr_southAsia | icemr_indian,No
EUPATH_0022177,State lived in previously,icemr_amazoniaBrazil,No
EUPATH_0022178,"State lived in previously, 2nd",icemr_amazoniaBrazil,No
EUPATH_0022179,"State lived in previously, 3rd",icemr_amazoniaBrazil,No
EUPATH_0022180,"State lived in previously, 4th",icemr_amazoniaBrazil,No
EUPATH_0022181,"State lived in previously, 5th",icemr_amazoniaBrazil,No
EUPATH_0023042,State moved from in last month,icemr_southAsia,No
EUPATH_0000442,State of birth,icemr_indian_cx | icemr_southAsia | icemr_indian,No
EUPATH_0000447,State visited,icemr_india_gujarat | icemr_indian_cx | icemr_india_feverSurv | icemr_indian,No
EUPATH_0023043,State visited in last month,icemr_southAsia,No
EUPATH_0023044,States moved from in last 12 months,icemr_southAsia,No
EUPATH_0023047,States visited in last 12 months,icemr_southAsia,No
EUPATH_0032558,"Stenotrophomonas maltophilia, by culture result",gates_perch,No
EUPATH_0011761,Stool bacteria testing,gates_gems1a | gates_vida | gates_maled_phase3,No
EUPATH_0015217,Stool blood present,gates_gems1a | gates_gems | gates_vida | gates_maled_phase3 | gates_provide,No
EUPATH_0041019,Stool collected,gates_provide | general/general_crompton,No
EUPATH_0010559,Stool collected 1 day after surveillance ended,gates_maled_phase3,No
EUPATH_0010873,Stool collected in target window,gates_maled_phase3,No
EUPATH_0036346,Stool collection comment,gates_provide,No
EUPATH_0036072,Stool collection date,gates_provide | general/general_crompton,No
EUPATH_0010217,Stool consistency,gates_gems1a | gates_gems | gates_vida | gates_maled_phase3 | gates_provide,No
EUPATH_0036053,"Stool consistency, caregiver report",gates_provide,No
EUPATH_0000711,Stool mucus present,gates_gems1a | gates_gems | gates_maled_phase3 | gates_provide,No
EUPATH_0010296,Stool nature,gates_gems1a | gates_gems | gates_vida,No
EUPATH_0015218,Stool pus present,gates_gems1a | gates_gems | gates_vida,No
EUPATH_0010587,Stool test count,gates_maled_phase3,No
EUPATH_0036143,Stool timeline,gates_provide,No
EUPATH_0010869,Stool type,gates_maled_phase3 | gates_provide,No
EUPATH_0010870,"Stool type, 14 day window",gates_maled_phase3,No
EUPATH_0010871,"Stool type, 28 day window",gates_maled_phase3,No
EUPATH_0010872,"Stool type, 7 day window",gates_maled_phase3,No
EUPATH_0011745,"Stool type, gut function",gates_maled_phase3,No
EUPATH_0010849,"Stool type, physiologic",gates_maled_phase3,No
EUPATH_0010853,"Stool type, severe diarrhea",gates_maled_phase3,No
EUPATH_0011746,Stool used for environmental enteropathy analysis,gates_maled_phase3,No
EUPATH_0032561,"Streptococcus group C, by culture result",gates_perch,No
EUPATH_0032562,"Streptococcus group G, by culture result",gates_perch,No
EUPATH_0032564,"Streptococcus pneumoniae Ct value, by multiplexed qPCR result",gates_perch,No
EUPATH_0032677,"Streptococcus pneumoniae Ct value, by multiplexed qPCR result",gates_perch,No
EUPATH_0032769,"Streptococcus pneumoniae Ct value, by multiplexed qPCR result",gates_perch,No
EUPATH_0033033,"Streptococcus pneumoniae Ct value, by multiplexed qPCR result",gates_perch,No
EUPATH_0032253,"Streptococcus pneumoniae lytA Ct value, by qPCR result",gates_perch,No
EUPATH_0033229,Streptococcus pneumoniae lytA qPCR reported,gates_perch,No
EUPATH_0032629,"Streptococcus pneumoniae serotype 2, by culture result",gates_perch,No
EUPATH_0032744,"Streptococcus pneumoniae serotype 2, by culture result",gates_perch,No
EUPATH_0032745,"Streptococcus pneumoniae serotype 3, by culture result",gates_perch,No
EUPATH_0032746,"Streptococcus pneumoniae serotype 4, by culture result",gates_perch,No
EUPATH_0032247,"Streptococcus pneumoniae serotype, by culture result",gates_perch,No
EUPATH_0032630,"Streptococcus pneumoniae serotype, by culture result",gates_perch,No
EUPATH_0032747,"Streptococcus pneumoniae serotype, by culture result",gates_perch,No
EUPATH_0033092,"Streptococcus pneumoniae serotype, by culture result",gates_perch,No
EUPATH_0033446,"Streptococcus pneumoniae serotype, by culture result",gates_perch,No
EUPATH_0033449,"Streptococcus pneumoniae serotype, by culture result",gates_perch,No
EUPATH_0032770,"Streptococcus pneumoniae serotype, by microarray result",gates_perch,No
EUPATH_0032565,"Streptococcus pneumoniae, by culture result",gates_perch,No
EUPATH_0032566,"Streptococcus, by culture result",gates_perch,No
EUPATH_0015386,"Strongyloides Ct value, by TAC result",gates_gems | gates_vida | gates_maled_phase3 | gates_provide,No
EUPATH_0015455,"Strongyloides stercoralis, by RT-PCR result",gates_gems1a,No
EUPATH_0015457,Study arm,general/general_hcq_non_randomized | general/general_promote_mothers | gates_ganc,No
EUPATH_0010047,Study center,gates_gems1a | gates_gems,No
EUPATH_0036113,Study completion date,gates_provide,No
EUPATH_0021104,Study completion status,icemr_india_feverSurv | general/general_crompton,No
EUPATH_0042033,Study drug administration date,general/general_promote_mothers,No
EUPATH_0042145,Study medication dispensed,general/general_promote_mothers,No
EUPATH_0042146,Study medication dispensed at last visit,general/general_promote_mothers,No
EUPATH_0042147,Study medication dose 2 taken for last visit,general/general_promote_mothers,No
EUPATH_0042148,Study medication dose 3 taken for last visit,general/general_promote_mothers,No
EUPATH_0022173,Study period during move to 2nd dwelling,icemr_amazoniaBrazil,No
EUPATH_0022175,Study period during move to 3rd dwelling,icemr_amazoniaBrazil,No
EUPATH_0021094,Study site,icemr_indian_cx | icemr_southAsia | gates_vida | icemr_southernAfrica | gates_perch | icemr_amazoniaPeru_long | gates_vida_hucs_gambia_mali | icemr_indian,No
OBI_0001508,Study timepoint,gates_scoreNig | icemr_amazoniaBrazil | gates_gems | gates_scoreMoz | gates_scoreCrosssect | gates_washbKenya | gates_scoreSeasonal | gates_scoreZanzibar | gates_llineup | gates_scoreSmCohort | gates_washbBangladesh,No
EUPATH_0030002,Study type,gates_scoreNig | gates_gems_huas | gates_gems1a_huas,No
EUPATH_0010506,Study-defined ALRI,gates_maled_phase3,No
EUPATH_0000665,Study-defined diarrhea,gates_maled_phase3,No
EUPATH_0035062,Stunted,gates_washbKenya | gates_shine | gates_washbBangladesh,No
EUPATH_0000054,Sub-county in Uganda,general/general_umsp | icemr_prism,No
EUPATH_0026002,Subdistrict,icemr_southeastAsia,No
EUPATH_0000100,Subjective fever,general/general_umsp | icemr_malawi | icemr_prism2 | icemr_amazoniaPeru_long | general/general_promote_mothers | icemr_prism | icemr_westAfrica,No
EUPATH_0000487,"Submicroscopic Plasmodium, by LAMP",icemr_prism,No
EUPATH_0031131,Sufficient weight/volume,gates_vida,No
EUPATH_0010291,Sunken eyes,gates_gems1a | gates_gems | gates_vida,No
EUPATH_0024305,Sunken eyes,icemr_southernAfrica,No
EUPATH_0015517,Sunken eyes and loss of skin turgor,gates_gems_huas,No
EUPATH_0011204,Suspected measles infection,gates_maled_phase3,No
EUPATH_0011307,Suspected measles infection prior to blood draw,gates_maled_phase3,No
EUPATH_0011205,Suspected pertussis infection,gates_maled_phase3,No
EUPATH_0011395,Suspected pertussis infection prior to blood draw,gates_maled_phase3,No
EUPATH_0031136,Swab in buffered glycerol saline,gates_vida,No
EUPATH_0011669,Sweets,gates_maled_phase3,No
EUPATH_0011082,Sweets count,gates_maled_phase3,No
EUPATH_0045022,"Symptom discriminator, DoS",general/general_nhs,No
EUPATH_0045023,"Symptom discriminator, pathways",general/general_nhs,No
EUPATH_0022193,Symptom end date,icemr_amazoniaBrazil,No
EUPATH_0045020,"Symptom group, DoS",general/general_nhs,No
