entity,Num_datasets,labels,PARENT,direct_parent,category,termType
http://purl.obolibrary.org/obo/EUPATH_0036332,1,"Poliovirus serotype 2 Ct value, by multiplexed qRT-PCR result",Laboratory test,Raw virus data for stool,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0036441,1,"Poliovirus serotype 2 normalized copy number, by multiplexed qRT-PCR result",Laboratory test,Raw virus data for stool,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0036333,1,"Poliovirus serotype 3 Ct value, by multiplexed qRT-PCR result",Laboratory test,Raw virus data for stool,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0036442,1,"Poliovirus serotype 3 normalized copy number, by multiplexed qRT-PCR result",Laboratory test,Raw virus data for stool,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0036328,1,"Poliovirus serotype Sabin 1, by multiplexed qRT-PCR",Laboratory test,Enterovirus in stool,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0036329,1,"Poliovirus serotype Sabin 2, by multiplexed qRT-PCR",Laboratory test,Enterovirus in stool,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0036330,1,"Poliovirus serotype Sabin 3, by multiplexed qRT-PCR",Laboratory test,Enterovirus in stool,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0036327,1,"Poliovirus vaccine serotype, by rRT-PCR",Laboratory test,Enterovirus in stool,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0036325,1,"Poliovirus, by culture",Laboratory test,Enterovirus in stool,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0021215,1,Potassium (mEq/L),Laboratory test,Blood test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032165,1,Proteus in induced sputum,Laboratory test,Bacteria in induced sputum,sample,multifilter category
http://purl.obolibrary.org/obo/EUPATH_0032351,1,"Proteus mirabilis, by bacteriology",Laboratory test,Proteus in induced sputum,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032352,1,"Proteus mirabilis, by culture",Laboratory test,Proteus in induced sputum,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032544,1,"Proteus mirabilis, by culture result",Laboratory test,Raw bacteria data for induced sputum,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0010593,1,Protozoa ELISA testing completed,Laboratory test,Protozoa ELISA tests,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0011812,1,Protozoa ELISA tests,Laboratory test,Stool eukaryote testing,sample,category
http://purl.obolibrary.org/obo/EUPATH_0032353,1,"Pseudomonas aeruginosa, by bacteriology",Laboratory test,Pseudomonas in induced sputum,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032218,1,"Pseudomonas aeruginosa, by culture",Laboratory test,Pseudomonas in blood,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032354,1,"Pseudomonas aeruginosa, by culture",Laboratory test,Pseudomonas in induced sputum,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032545,1,"Pseudomonas aeruginosa, by culture result",Laboratory test,Raw bacteria data for induced sputum,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032355,1,"Pseudomonas fluorescens, by bacteriology",Laboratory test,Pseudomonas in induced sputum,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032356,1,"Pseudomonas fluorescens, by culture",Laboratory test,Pseudomonas in induced sputum,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032546,1,"Pseudomonas fluorescens, by culture result",Laboratory test,Raw bacteria data for induced sputum,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0033306,1,Pseudomonas in blood,Laboratory test,Bacteria in blood,sample,multifilter category
http://purl.obolibrary.org/obo/EUPATH_0032166,1,Pseudomonas in induced sputum,Laboratory test,Bacteria in induced sputum,sample,multifilter category
http://purl.obolibrary.org/obo/EUPATH_0032359,1,"Pseudomonas stutzeri, by bacteriology",Laboratory test,Pseudomonas in induced sputum,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032360,1,"Pseudomonas stutzeri, by culture",Laboratory test,Pseudomonas in induced sputum,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032548,1,"Pseudomonas stutzeri, by culture result",Laboratory test,Raw bacteria data for induced sputum,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032357,1,"Pseudomonas, by bacteriology",Laboratory test,Pseudomonas in induced sputum,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032358,1,"Pseudomonas, by culture",Laboratory test,Pseudomonas in induced sputum,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032547,1,"Pseudomonas, by culture result",Laboratory test,Raw bacteria data for induced sputum,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0036057,1,Pus cell (count),Laboratory test,Stool test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0036287,1,RANTES (pg/mL),Laboratory test,Maternal breast milk test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0021219,1,RDT,Laboratory test,Plasmodium test type,sample,value
http://purl.obolibrary.org/obo/EUPATH_0025132,1,RDT analysis date,Laboratory test,Blood eukaryote testing,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0021218,1,Random blood sugar (mg/dL),Laboratory test,Blood test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0033439,1,Raw bacteria data for endotracheal tube aspirate,Laboratory test,Raw test result for endotracheal tube aspirate,sample,category
http://purl.obolibrary.org/obo/EUPATH_0032006,1,Raw bacteria data for induced sputum,Laboratory test,Raw test result for induced sputum,sample,category
http://purl.obolibrary.org/obo/EUPATH_0032022,1,Raw bacteria data for lung aspirate,Laboratory test,Raw test result for lung aspirate,sample,category
http://purl.obolibrary.org/obo/EUPATH_0032127,1,Raw bacteria data for nasopharyngeal/oropharyngeal swabs,Laboratory test,Raw test result for nasopharyngeal/oropharyngeal swabs,sample,category
http://purl.obolibrary.org/obo/EUPATH_0032014,1,Raw bacteria data for pleural fluid,Laboratory test,Raw test result for pleural fluid,sample,category
http://purl.obolibrary.org/obo/EUPATH_0032007,1,Raw eukaryota data for induced sputum,Laboratory test,Raw test result for induced sputum,sample,category
http://purl.obolibrary.org/obo/EUPATH_0032023,1,Raw eukaryota data for lung aspirate,Laboratory test,Raw test result for lung aspirate,sample,category
http://purl.obolibrary.org/obo/EUPATH_0032128,1,Raw eukaryota data for nasopharyngeal/oropharyngeal swabs,Laboratory test,Raw test result for nasopharyngeal/oropharyngeal swabs,sample,category
http://purl.obolibrary.org/obo/EUPATH_0032015,1,Raw eukaryota data for pleural fluid,Laboratory test,Raw test result for pleural fluid,sample,category
http://purl.obolibrary.org/obo/EUPATH_0033448,1,Raw test result for endotracheal tube aspirate,Laboratory test,Endotracheal tube aspirate microbiology test,,category
http://purl.obolibrary.org/obo/EUPATH_0032005,1,Raw test result for induced sputum,Laboratory test,Induced sputum microbiology test,sample,category
http://purl.obolibrary.org/obo/EUPATH_0032021,1,Raw test result for lung aspirate,Laboratory test,Lung aspirate microbiology test,sample,category
http://purl.obolibrary.org/obo/EUPATH_0032013,1,Raw test result for pleural fluid,Laboratory test,Pleural fluid microbiology test,sample,category
http://purl.obolibrary.org/obo/EUPATH_0021003,1,Raw virus data for blood,Laboratory test,Raw test result for blood,,category
http://purl.obolibrary.org/obo/EUPATH_0032008,1,Raw virus data for induced sputum,Laboratory test,Raw test result for induced sputum,sample,category
http://purl.obolibrary.org/obo/EUPATH_0032024,1,Raw virus data for lung aspirate,Laboratory test,Raw test result for lung aspirate,sample,category
http://purl.obolibrary.org/obo/EUPATH_0032016,1,Raw virus data for pleural fluid,Laboratory test,Raw test result for pleural fluid,sample,category
http://purl.obolibrary.org/obo/EUPATH_0025134,1,Reason microscopy not performed,Laboratory test,Blood eukaryote testing,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0036058,1,Red blood cell (count),Laboratory test,Stool test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0036337,1,Regenerating family member 1 beta (ug/mL),Laboratory test,Stool intestinal inflammation test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0033290,1,Respirovirus in induced sputum,Laboratory test,Virus in induced sputum,sample,multifilter category
http://purl.obolibrary.org/obo/EUPATH_0033365,1,Respirovirus in lung aspirate,Laboratory test,Virus in lung aspirate,sample,multifilter category
http://purl.obolibrary.org/obo/EUPATH_0033325,1,Respirovirus in nasopharyngeal/oropharyngeal swabs,Laboratory test,Virus in nasopharyngeal/oropharyngeal swabs,sample,multifilter category
http://purl.obolibrary.org/obo/EUPATH_0033351,1,Respirovirus in pleural fluid,Laboratory test,Virus in pleural fluid,sample,multifilter category
http://purl.obolibrary.org/obo/EUPATH_0011275,1,Results from all gut inflammation tests available,Laboratory test,Stool intestinal inflammation test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0011875,1,Retinol (ug/dL),Laboratory test,Blood test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0036336,1,Retinol Binding Protein (ng/ml),Laboratory test,Blood test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032607,1,"Rhinovirus (copies/mL), by multiplexed qPCR result",Laboratory test,Raw virus data for induced sputum,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032807,1,"Rhinovirus (copies/mL), by multiplexed qPCR result",Laboratory test,Raw virus data for nasopharyngeal/oropharyngeal swabs,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032608,1,"Rhinovirus Ct value, by multiplexed qPCR result",Laboratory test,Raw virus data for induced sputum,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032715,1,"Rhinovirus Ct value, by multiplexed qPCR result",Laboratory test,Raw virus data for lung aspirate,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032808,1,"Rhinovirus Ct value, by multiplexed qPCR result",Laboratory test,Raw virus data for nasopharyngeal/oropharyngeal swabs,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0033071,1,"Rhinovirus Ct value, by multiplexed qPCR result",Laboratory test,Raw virus data for pleural fluid,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032628,1,"Rhinovirus, by multiplexed qPCR",Laboratory test,Enterovirus in induced sputum,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032734,1,"Rhinovirus, by multiplexed qPCR",Laboratory test,Enterovirus in lung aspirate,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032826,1,"Rhinovirus, by multiplexed qPCR",Laboratory test,Enterovirus in nasopharyngeal/oropharyngeal swabs,sample,value
http://purl.obolibrary.org/obo/EUPATH_0033091,1,"Rhinovirus, by multiplexed qPCR",Laboratory test,Enterovirus in pleural fluid,sample,value
http://purl.obolibrary.org/obo/EUPATH_0031265,1,"RotaTeq Ct value, by TAC result",Laboratory test,Raw virus data for stool,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0031264,1,"Rotarix Ct value, by TAC result",Laboratory test,Raw virus data for stool,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0011869,1,"Rotavirus (post-vax corrected) Ct value, by TAC result",Laboratory test,Raw virus data for stool,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0011993,1,"Rotavirus (post-vax corrected), by ELISA",Laboratory test,Rotavirus in stool,sample,value
http://purl.obolibrary.org/obo/EUPATH_0036318,1,"Rotavirus Ct value, by qPCR result",Laboratory test,Raw virus data for stool,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0036290,1,"Rotavirus G genotype, by qRT-PCR result",Laboratory test,Raw virus data for stool,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0036335,1,"Rotavirus IgA titer, by ELISA result",Laboratory test,Maternal breast milk raw antibody titer test result,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0036490,1,"Rotavirus IgA titer, by ELISA result",Laboratory test,Raw antibody titer test result,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0036334,1,"Rotavirus IgA titer, by antibodies in lymphocyte supernatant result",Laboratory test,Raw antibody titer test result,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0011515,1,"Rotavirus IgG titer (U/mL), by ELISA result",Laboratory test,Raw antibody titer test result,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0036339,1,"Rotavirus IgG titer, by ELISA result",Laboratory test,Raw antibody titer test result,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0036291,1,"Rotavirus P genotype, by qRT-PCR result",Laboratory test,Raw virus data for stool,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0011814,1,Rotavirus aggregate data,Laboratory test,Aggregate data for virus detection in stool,sample,category
http://purl.obolibrary.org/obo/EUPATH_0011423,1,"Rotavirus antibodies, by ELISA",Laboratory test,Antibodies,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0010721,1,"Rotavirus, by ELISA result",Laboratory test,Raw virus data for stool,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0036314,1,"Rotavirus, by qPCR",Laboratory test,Rotavirus in stool,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0033291,1,Rubulavirus in induced sputum,Laboratory test,Virus in induced sputum,sample,multifilter category
http://purl.obolibrary.org/obo/EUPATH_0033366,1,Rubulavirus in lung aspirate,Laboratory test,Virus in lung aspirate,sample,multifilter category
http://purl.obolibrary.org/obo/EUPATH_0033324,1,Rubulavirus in nasopharyngeal/oropharyngeal swabs,Laboratory test,Virus in nasopharyngeal/oropharyngeal swabs,sample,multifilter category
http://purl.obolibrary.org/obo/EUPATH_0033350,1,Rubulavirus in pleural fluid,Laboratory test,Virus in pleural fluid,sample,multifilter category
http://purl.obolibrary.org/obo/EUPATH_0031085,1,"STEC stx-pos, by PCR",Laboratory test,Escherichia in stool,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032549,1,"Salmonella (copies/mL), by multiplexed qPCR result",Laboratory test,Raw bacteria data for induced sputum,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032764,1,"Salmonella (copies/mL), by multiplexed qPCR result",Laboratory test,Raw bacteria data for nasopharyngeal/oropharyngeal swabs,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032550,1,"Salmonella Ct value, by multiplexed qPCR result",Laboratory test,Raw bacteria data for induced sputum,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032673,1,"Salmonella Ct value, by multiplexed qPCR result",Laboratory test,Raw bacteria data for lung aspirate,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032765,1,"Salmonella Ct value, by multiplexed qPCR result",Laboratory test,Raw bacteria data for nasopharyngeal/oropharyngeal swabs,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0033029,1,"Salmonella Ct value, by multiplexed qPCR result",Laboratory test,Raw bacteria data for pleural fluid,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032219,1,"Salmonella Paratyphi A, by culture",Laboratory test,Salmonella in blood,sample,value
http://purl.obolibrary.org/obo/EUPATH_0011815,1,Salmonella aggregate data,Laboratory test,Aggregate data for bacteria detection in stool,sample,category
http://purl.obolibrary.org/obo/EUPATH_0021220,1,"Salmonella enterica, by Widal",Laboratory test,Salmonella in blood,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032220,1,"Salmonella except Paratyphi A or Typhi, by culture",Laboratory test,Salmonella in blood,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032170,1,Salmonella in induced sputum,Laboratory test,Bacteria in induced sputum,sample,multifilter category
http://purl.obolibrary.org/obo/EUPATH_0033310,1,Salmonella in lung aspirate,Laboratory test,Bacteria in lung aspirate,sample,multifilter category
http://purl.obolibrary.org/obo/EUPATH_0033316,1,Salmonella in nasopharyngeal/oropharyngeal swabs,Laboratory test,Bacteria in nasopharyngeal/oropharyngeal swabs,sample,multifilter category
http://purl.obolibrary.org/obo/EUPATH_0033339,1,Salmonella in pleural fluid,Laboratory test,Bacteria in pleural fluid,sample,multifilter category
http://purl.obolibrary.org/obo/EUPATH_0021137,1,"Salmonella typhi, by PCR",Laboratory test,Salmonella in blood,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032364,1,"Salmonella typhi, by bacteriology",Laboratory test,Salmonella in induced sputum,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032221,1,"Salmonella typhi, by culture",Laboratory test,Salmonella in blood,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032365,1,"Salmonella typhi, by culture",Laboratory test,Salmonella in induced sputum,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032361,1,"Salmonella, by bacteriology",Laboratory test,Salmonella in induced sputum,sample,value
http://purl.obolibrary.org/obo/EUPATH_0010797,1,"Salmonella, by bacteriology",Laboratory test,Salmonella in stool,sample,value
http://purl.obolibrary.org/obo/EUPATH_0010632,1,"Salmonella, by bacteriology result",Laboratory test,Raw bacteria data for stool,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032222,1,"Salmonella, by culture",Laboratory test,Salmonella in blood,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032362,1,"Salmonella, by culture",Laboratory test,Salmonella in induced sputum,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032551,1,"Salmonella, by culture result",Laboratory test,Raw bacteria data for induced sputum,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032363,1,"Salmonella, by multiplexed qPCR",Laboratory test,Salmonella in induced sputum,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032647,1,"Salmonella, by multiplexed qPCR",Laboratory test,Salmonella in lung aspirate,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032742,1,"Salmonella, by multiplexed qPCR",Laboratory test,Salmonella in nasopharyngeal/oropharyngeal swabs,sample,value
http://purl.obolibrary.org/obo/EUPATH_0033006,1,"Salmonella, by multiplexed qPCR",Laboratory test,Salmonella in pleural fluid,sample,value
http://purl.obolibrary.org/obo/EUPATH_0036319,1,"Sapovirus Ct value, by qPCR result",Laboratory test,Raw virus data for stool,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0036315,1,"Sapovirus, by qPCR",Laboratory test,Sapovirus in stool,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0011870,1,"Schistosoma Ct value, by TAC result",Laboratory test,Raw eukaryota data for stool,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0011819,1,Schistosoma aggregate data,Laboratory test,Aggregate data for eukaryota detection in stool,sample,category
http://purl.obolibrary.org/obo/EUPATH_0030116,1,Schistosoma in stool aggregate data,Laboratory test,Eukaryote in stool detection aggregate data,sample,category
http://purl.obolibrary.org/obo/EUPATH_0030107,1,Schistosoma in urine aggregate data,Laboratory test,Eukaryote in urine detection aggregate data,sample,category
http://purl.obolibrary.org/obo/EUPATH_0030121,1,"Schistosoma mansoni, by microscopy",Laboratory test,Schistosoma in stool,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0010801,1,"Schistosoma, by microscopy",Laboratory test,Schistosoma in stool,sample,value
http://purl.obolibrary.org/obo/EUPATH_0021127,1,"Scrub typhus OD value, by DetectTM IgM ELISA result",Laboratory test,Raw bacteria data for blood,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0021126,1,"Scrub typhus, by DetectTM IgM ELISA",Laboratory test,Typhus in blood,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032172,1,Serratia in induced sputum,Laboratory test,Bacteria in induced sputum,sample,multifilter category
http://purl.obolibrary.org/obo/EUPATH_0032366,1,"Serratia marcescens, by bacteriology",Laboratory test,Serratia in induced sputum,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032367,1,"Serratia marcescens, by culture",Laboratory test,Serratia in induced sputum,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032552,1,"Serratia marcescens, by culture result",Laboratory test,Raw bacteria data for induced sputum,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032368,1,"Serratia, by bacteriology",Laboratory test,Serratia in induced sputum,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032369,1,"Serratia, by culture",Laboratory test,Serratia in induced sputum,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032553,1,"Serratia, by culture result",Laboratory test,Raw bacteria data for induced sputum,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0044004,1,"Severe acute respiratory syndrome coronavirus 2 Ct value, by qRT-PCR result",Laboratory test,Raw virus data for nasopharyngeal/oropharyngeal swabs,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0044005,1,"Severe acute respiratory syndrome coronavirus 2, by qRT-PCR",Laboratory test,Betacoronavirus in nasopharyngeal/oropharyngeal swabs,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0011190,1,Severe anemia (hemoglobin less than 7g/dL),Laboratory test,Blood test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0011816,1,Shigatoxin producing Escherichia coli (STEC) aggregate data,Laboratory test,Escherichia coli aggregate data,sample,category
http://purl.obolibrary.org/obo/EUPATH_0011818,1,Shigella aggregate data,Laboratory test,Aggregate data for bacteria detection in stool,sample,category
http://purl.obolibrary.org/obo/EUPATH_0015441,1,"Shigella dysenteriae serotype 1, by bacteriology result",Laboratory test,Raw bacteria data for stool,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0015449,1,"Shigella flexneri 3C, by bacteriology",Laboratory test,Shigella in stool,sample,value
http://purl.obolibrary.org/obo/EUPATH_0015450,1,"Shigella flexneri 7A, by bacteriology",Laboratory test,Shigella in stool,sample,value
http://purl.obolibrary.org/obo/EUPATH_0031282,1,"Shigella flexneri serotype 1C, by bacteriology",Laboratory test,Shigella in stool,sample,value
http://purl.obolibrary.org/obo/EUPATH_0031283,1,"Shigella flexneri serotype 1D, by bacteriology",Laboratory test,Shigella in stool,sample,value
http://purl.obolibrary.org/obo/EUPATH_0015442,1,"Shigella flexneri serotype 7, by bacteriology result",Laboratory test,Raw bacteria data for stool,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0015305,1,"Shigella non-typeable, by bacteriology",Laboratory test,Shigella in stool,sample,value
http://purl.obolibrary.org/obo/EUPATH_0015451,1,"Shigella non-typeable, by bacteriology",Laboratory test,Shigella in stool,sample,value
http://purl.obolibrary.org/obo/EUPATH_0010633,1,"Shigella, by bacteriology result",Laboratory test,Raw bacteria data for stool,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0027008,1,Slide reading number,Laboratory test,Blood eukaryote testing,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0021223,1,Sodium (mEq/L),Laboratory test,Blood test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0036344,1,Soluble CD14 (ng/mL),Laboratory test,Blood test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0011156,1,Soluble transferrin receptor (ug/mL),Laboratory test,Blood test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0011157,1,Soluble transferrin receptor level,Laboratory test,Blood test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0033239,1,Sputum culture positive,Laboratory test,Induced sputum microbiology test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032554,1,"Staphylococcus aureus (copies/mL), by multiplexed qPCR result",Laboratory test,Raw bacteria data for induced sputum,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032766,1,"Staphylococcus aureus (copies/mL), by multiplexed qPCR result",Laboratory test,Raw bacteria data for nasopharyngeal/oropharyngeal swabs,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0033030,1,"Staphylococcus aureus (copies/mL), by multiplexed qPCR result",Laboratory test,Raw bacteria data for pleural fluid,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032555,1,"Staphylococcus aureus Ct value, by multiplexed qPCR result",Laboratory test,Raw bacteria data for induced sputum,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032675,1,"Staphylococcus aureus Ct value, by multiplexed qPCR result",Laboratory test,Raw bacteria data for lung aspirate,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032767,1,"Staphylococcus aureus Ct value, by multiplexed qPCR result",Laboratory test,Raw bacteria data for nasopharyngeal/oropharyngeal swabs,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0033031,1,"Staphylococcus aureus Ct value, by multiplexed qPCR result",Laboratory test,Raw bacteria data for pleural fluid,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032370,1,"Staphylococcus aureus, by bacteriology",Laboratory test,Staphylococcus in induced sputum,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032223,1,"Staphylococcus aureus, by culture",Laboratory test,Staphylococcus in blood,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032371,1,"Staphylococcus aureus, by culture",Laboratory test,Staphylococcus in induced sputum,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032648,1,"Staphylococcus aureus, by culture",Laboratory test,Staphylococcus in lung aspirate,sample,value
http://purl.obolibrary.org/obo/EUPATH_0033007,1,"Staphylococcus aureus, by culture",Laboratory test,Staphylococcus in pleural fluid,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032556,1,"Staphylococcus aureus, by culture result",Laboratory test,Raw bacteria data for induced sputum,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032372,1,"Staphylococcus aureus, by multiplexed qPCR",Laboratory test,Staphylococcus in induced sputum,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032649,1,"Staphylococcus aureus, by multiplexed qPCR",Laboratory test,Staphylococcus in lung aspirate,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032743,1,"Staphylococcus aureus, by multiplexed qPCR",Laboratory test,Staphylococcus in nasopharyngeal/oropharyngeal swabs,sample,value
http://purl.obolibrary.org/obo/EUPATH_0033008,1,"Staphylococcus aureus, by multiplexed qPCR",Laboratory test,Staphylococcus in pleural fluid,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032373,1,"Staphylococcus epidermidis, by bacteriology",Laboratory test,Staphylococcus in induced sputum,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032374,1,"Staphylococcus epidermidis, by culture",Laboratory test,Staphylococcus in induced sputum,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032557,1,"Staphylococcus epidermidis, by culture result",Laboratory test,Raw bacteria data for induced sputum,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0033302,1,Staphylococcus in blood,Laboratory test,Bacteria in blood,sample,multifilter category
http://purl.obolibrary.org/obo/EUPATH_0032174,1,Staphylococcus in induced sputum,Laboratory test,Bacteria in induced sputum,sample,multifilter category
http://purl.obolibrary.org/obo/EUPATH_0032189,1,Staphylococcus in lung aspirate,Laboratory test,Bacteria in lung aspirate,sample,multifilter category
http://purl.obolibrary.org/obo/EUPATH_0033318,1,Staphylococcus in nasopharyngeal/oropharyngeal swabs,Laboratory test,Bacteria in nasopharyngeal/oropharyngeal swabs,sample,multifilter category
http://purl.obolibrary.org/obo/EUPATH_0033338,1,Staphylococcus in pleural fluid,Laboratory test,Bacteria in pleural fluid,sample,multifilter category
http://purl.obolibrary.org/obo/EUPATH_0036253,1,Stearic acid (%),Laboratory test,Maternal breast milk test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032176,1,Stenotrophomonas in induced sputum,Laboratory test,Bacteria in induced sputum,sample,multifilter category
http://purl.obolibrary.org/obo/EUPATH_0032375,1,"Stenotrophomonas maltophilia, by bacteriology",Laboratory test,Stenotrophomonas in induced sputum,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032376,1,"Stenotrophomonas maltophilia, by culture",Laboratory test,Stenotrophomonas in induced sputum,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032558,1,"Stenotrophomonas maltophilia, by culture result",Laboratory test,Raw bacteria data for induced sputum,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0036568,1,Stool test,Laboratory test,Laboratory test,,
http://purl.obolibrary.org/obo/EUPATH_0010587,1,Stool test count,Laboratory test,Stool microbiology test procedures,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032377,1,"Streptococcus anginosus group (Streptococcus milleri group), by bacteriology",Laboratory test,Streptococcus in induced sputum,sample,value
