variable	variable2	values	mappedTerm	X
227plate005::pedesc.1	EUPATH_0041087	CANDIDOSE BUCCALE+AMYGDALITE SOUS TRAITEMENT	Buccal candidosis	
227plate005::pedesc.1	EUPATH_0041087	CANDIDOSE BUCCALES	Buccal candidosis	
227plate005::pedesc.1	EUPATH_0041087	CANDIDOSE BUCCALES AMYGDALITE	Buccal candidosis	
227plate005::pedesc.1	EUPATH_0041087	CARACTE	Cataract	
227plate005::pedesc.1	EUPATH_0041087	CARACTE BLANCHE DE L'OEIL GAUCHE AVEC OEIL DROIT OPERE (CICATRICE)	Cataract	
227plate005::pedesc.1	EUPATH_0041087	CARIE D'UNE MOLAIRE INFERIEURE	Infected dental caries	
227plate005::pedesc.1	EUPATH_0041087	CARIE DE LA DERNIERE MOLAIRE GAUCHE INFERIEURE	Infected dental caries	
227plate005::pedesc.1	EUPATH_0041087	CARIE DENTAIRE SUR INFECTEE	Infected dental caries	
227plate005::pedesc.1	EUPATH_0041087	CARIE DENTAIRE SURINFATEE	Infected dental caries	
227plate005::pedesc.1	EUPATH_0041087	CARIE DENTAIRE(INCISIVE) ADENOPHATHIE CERVICALE	Infected dental caries	
227plate005::pedesc.1	EUPATH_0041087	CARIE INFECTEE	Infected dental caries	
227plate005::pedesc.1	EUPATH_0041087	CARIE INFECTEES	Infected dental caries	
227plate005::pedesc.1	EUPATH_0041087	CATANACTE OEIL GAUCHE	Cataract	
227plate005::pedesc.1	EUPATH_0041087	CATARACTE	Cataract	
227plate005::pedesc.1	EUPATH_0041087	CATARACTE BLANCHE TOTALE DE L'OEIL GAUCHE AVEC OEIL DROIT OPERE	Cataract	
227plate005::pedesc.1	EUPATH_0041087	CATARACTE OEIL GAUCHE	Cataract	
227plate005::pedesc.1	EUPATH_0041087	CATARADE OEIL GAUCHE	Cataract	
227plate005::pedesc.1	EUPATH_0041087	CATARATE	Cataract	
227plate005::pedesc.1	EUPATH_0041087	CATARATE OEIL GAUCHE	Cataract	
227plate005::pedesc.1	EUPATH_0041087	CATUACTE	Cataract	
227plate005::pedesc.1	EUPATH_0041087	CHALAZION A L'OEIL DROIT A LA PAUPIERE SUPERIEURE	Eye chalazion	
227plate005::pedesc.1	EUPATH_0041087	CHALAZION DE LA PAUPIERE SUPERIEURE DROITE	Eye chalazion	
227plate005::pedesc.1	EUPATH_0041087	CHEITITE	Eye cheilitis	
227plate005::pedesc.1	EUPATH_0041087	CONGIVITE	Gingivitis	
227plate005::pedesc.1	EUPATH_0041087	CONJONCTIVE BACTERIENNE	Conjunctivitis	
227plate005::pedesc.1	EUPATH_0041087	CONJONCTIVITE ALLERGIQUE	Conjunctivitis	
227plate005::pedesc.1	EUPATH_0041087	CONJONCTIVITE BACTERIENNE	Conjunctivitis	
227plate005::pedesc.1	EUPATH_0041087	CONJONCTIVITE BACTERIENSE	Conjunctivitis	
227plate005::pedesc.1	EUPATH_0041087	CONJONCTIVITE DACTERIENNE	Conjunctivitis	
227plate005::pedesc.1	EUPATH_0041087	CONJONCTIVITE INFETIEUSE	Conjunctivitis	
227plate005::pedesc.1	EUPATH_0041087	CONJONCTIVITE RHINITE	Conjunctivitis, rhinitis	
227plate005::pedesc.1	EUPATH_0041087	CONJONCTIVITES	Conjunctivitis	
227plate005::pedesc.1	EUPATH_0041087	CONJONTIVITE ALLERGIQUE	Conjunctivitis	
227plate005::pedesc.1	EUPATH_0041087	CONJONTIVITE BACTETIENNE	Conjunctivitis	
227plate005::pedesc.1	EUPATH_0041087	CONTUSION OCULAIRE DROITE	Eye contusion	
227plate005::pedesc.1	EUPATH_0041087	DEBUT DE FURONCLE AU FRONT	Head boil	
227plate005::pedesc.1	EUPATH_0041087	DENTS CARIES SURINFECTEES	Infected dental caries	
227plate005::pedesc.1	EUPATH_0041087	DEPOT DE CARUMEN DANS L'OREILLE DROITE	Cerumen cap	
227plate005::pedesc.1	EUPATH_0041087	DERMATITE A LA JAMBRE GAUCHE	Dermatitis	
227plate005::pedesc.1	EUPATH_0041087	DERMATITE MENTENNIERE	Dermatitis	
227plate005::pedesc.1	EUPATH_0041087	DERMATITE SURINFECTEE DU VISAGE	Dermatitis	
227plate005::pedesc.1	EUPATH_0041087	DERMATOSE CUIR CHEVELU	Dermatitis	
227plate005::pedesc.1	EUPATH_0041087	DERMATOSE DU CUIRE AURICULAIRE	Dermatitis	
227plate005::pedesc.1	EUPATH_0041087	DERMATOSE SUR LE VISAGE	Dermatitis	
227plate005::pedesc.1	EUPATH_0041087	DERMITE DU CUIR CHEVELU	Dermatitis	
227plate005::pedesc.1	EUPATH_0041087	DOULEUR A LA PALPATION DE LA PAROTIDE + AMYGDALITE	Tonsil infection, pain on physical examination	
227plate005::pedesc.1	EUPATH_0041087	DOULEUR EPIGASTRIQUE	Epigastritis pain	
227plate005::pedesc.1	EUPATH_0041087	DYSPHONIR	Dysphony	
227plate005::pedesc.1	EUPATH_0041087	ECET	Ecet	
227plate005::pedesc.1	EUPATH_0041087	ECOULEMENT PURULENT DES OREILLES	Otitis	
227plate005::pedesc.1	EUPATH_0041087	ENGINE DE GORGE	Dysphagia	
227plate005::pedesc.1	EUPATH_0041087	ERUPTION D'INCISIVES INFERIEURES	Tooth eruption	
227plate005::pedesc.1	EUPATH_0041087	ERUPTION DENTAIRE + RHINITE	Rhinitis	
227plate005::pedesc.1	EUPATH_0041087	ERUPTION DENTAIRES	Tooth eruption	
227plate005::pedesc.1	EUPATH_0041087	FRUPTION DENTAIRE	Tooth eruption	
227plate005::pedesc.1	EUPATH_0041087	FURMELE FOMTALE	Furmele fomtale	
227plate005::pedesc.1	EUPATH_0041087	FUROCULOSE	Boils	
227plate005::pedesc.1	EUPATH_0041087	FURONCLE DE L'AILE GAUCHE DU NEZ	Nose boil	
227plate005::pedesc.1	EUPATH_0041087	FURONCLE DU CONDAIT AUDITIF	Ear boil	
227plate005::pedesc.1	EUPATH_0041087	FURONCLE FRONTAL	Head boil	
227plate005::pedesc.1	EUPATH_0041087	FURONCLE LABIALE SUPERIEURE	Mouth boil	
227plate005::pedesc.1	EUPATH_0041087	FURONCLE PARA ORBITAIRE DROITE	Orbital boil	
227plate005::pedesc.1	EUPATH_0041087	FURONCLE SOUS MENTONNIER	Head boil	
227plate005::pedesc.1	EUPATH_0041087	FURONCLE SUR LA VISAGE	Head boil	
227plate005::pedesc.1	EUPATH_0041087	FURONCLE SUR LE NEZ	Nose boil	
227plate005::pedesc.1	EUPATH_0041087	FURONCLE SUR LE VISAGE	Head boil	
227plate005::pedesc.1	EUPATH_0041087	FURONCLE SUR VISAGE	Head boil	
227plate005::pedesc.1	EUPATH_0041087	FURONCLE, RHINITES	Head boil, rhinitis	
227plate005::pedesc.1	EUPATH_0041087	FURONCLES DU VISAGE	Face boils	
227plate005::pedesc.1	EUPATH_0041087	FURONCOLOSE INFECTEE	Boils	
227plate005::pedesc.1	EUPATH_0041087	FURONCULOSE	Boils	
227plate005::pedesc.1	EUPATH_0041087	FURONCULSE DU CUIR CHEVELU(SOUS TRAITEMENT)	Scalp hyperkeratosis	
227plate005::pedesc.1	EUPATH_0041087	GANGLIONS ARVICOLES	Cervical adenopathies	
227plate005::pedesc.1	EUPATH_0041087	GANGLIONS CERETICAUX	Cervical adenopathies	
227plate005::pedesc.1	EUPATH_0041087	GANGLIONS CERVICALES	Cervical adenopathies	
227plate005::pedesc.1	EUPATH_0041087	GANGLIONS CERVICALES, AMYGDALITE	Tonsil infection, cervical adenopathy	
227plate005::pedesc.1	EUPATH_0041087	GANGLIONS CERVICAUX	Cervical adenopathies	
227plate005::pedesc.1	EUPATH_0041087	GANGLIONS CONVICAUX	Cervical adenopathies	
227plate005::pedesc.1	EUPATH_0041087	GENGLIONS CERVICAUX	Cervical adenopathies	
227plate005::pedesc.1	EUPATH_0041087	HERPES LABIALE	Mouth herpes	
227plate005::pedesc.1	EUPATH_0041087	HERPES LABIALE RHINITE	Mouth herpes, rhinitis	
227plate005::pedesc.1	EUPATH_0041087	INFLAMMATION DES AMYGALES	Tonsil infection	
227plate005::pedesc.1	EUPATH_0041087	INFLAMMATION DES AMYGDALITE+ RHINITE	Tonsil infection, rhinitis	
227plate005::pedesc.1	EUPATH_0041087	INFLAMMATION DES AMYGLITES	Tonsil infection	
227plate005::pedesc.1	EUPATH_0041087	INFLAMMATION DES AMYGOLARES	Tonsil infection	
227plate005::pedesc.1	EUPATH_0041087	KYSTE SOUS MANDIBULAIRE	Mandibula cyst	
227plate005::pedesc.1	EUPATH_0041087	LARMOIEMENT UNILATERAL DROITE	Epiphora	
227plate005::pedesc.1	EUPATH_0041087	LCET STADEI	Tropical endemic conjunctivitis	
227plate005::pedesc.1	EUPATH_0041087	LESIONS TRAUMATIQUES A LA PAUPIERE GAUCHE	Left eyelid injury	
227plate005::pedesc.1	EUPATH_0041087	LESSIONS TRAUMATIQUE	Lesions	
227plate005::pedesc.1	EUPATH_0041087	LEUCOME OEIL GAUCHE	Left eye tumefaction	
227plate005::pedesc.1	EUPATH_0041087	LIMBE CONJONCTIVITE	Tropical endemic conjunctivitis	
227plate005::pedesc.1	EUPATH_0041087	LIMBO COMJONCTIVITE	Tropical endemic conjunctivitis	
227plate005::pedesc.1	EUPATH_0041087	LIMBO CONJONCTIVITE ENDEMIQUE TROPICALE	Tropical endemic conjunctivitis	
227plate005::pedesc.1	EUPATH_0041087	LIMBO CONJONCTIVITE ENDEMIQUE TROPICALE(LCET)	Tropical endemic conjunctivitis	
227plate005::pedesc.1	EUPATH_0041087	LIMBO-CONJONCTIVITE ENDEMIQUE TROPICALE (LCET)	Tropical endemic conjunctivitis	
227plate005::pedesc.1	EUPATH_0041087	LIMBO-CONJONCTIVITE ENDEMIQUE TROPICALE SR+STADE II	Tropical endemic conjunctivitis	
227plate005::pedesc.1	EUPATH_0041087	LIMBOCEYOSE TIVITE	Tropical endemic conjunctivitis	
227plate005::pedesc.1	EUPATH_0041087	LIMBOCONJONCTIVITE ENDEMIQUE TROPICALES	Tropical endemic conjunctivitis	
227plate005::pedesc.1	EUPATH_0041087	LIMBOCONJONCTIVITE TROPICALE	Tropical endemic conjunctivitis	
227plate005::pedesc.1	EUPATH_0041087	LIMBROCONJONCTIVITE	Tropical endemic conjunctivitis	
227plate005::pedesc.1	EUPATH_0041087	LIMNO CONJONCTIVITE	Tropical endemic conjunctivitis	
227plate005::pedesc.1	EUPATH_0041087	LIPOME AU COU	Neck lipoma	
227plate005::pedesc.1	EUPATH_0041087	LIPOME AU CUIR	Scalp lipoma	
227plate005::pedesc.1	EUPATH_0041087	LIPOME DU COU	Neck lipoma	
227plate005::pedesc.1	EUPATH_0041087	MUGET BUCCALE	Buccal candidosis	
227plate005::pedesc.1	EUPATH_0041087	MUGUET BUCCAL	Buccal candidosis	
227plate005::pedesc.1	EUPATH_0041087	OBSTRUCTION NASALE	Rhinitis	
227plate005::pedesc.1	EUPATH_0041087	OBSTRUCTION NAZALE	Rhinitis	
227plate005::pedesc.1	EUPATH_0041087	ODENOPATHIE CERVICALE	Cervical adenopathy	
227plate005::pedesc.1	EUPATH_0041087	OEDEME INDOLORE POUR DROITE	Right foot edema	
227plate005::pedesc.1	EUPATH_0041087	ORCHITE OURLIENNE	Mumps	
227plate005::pedesc.1	EUPATH_0041087	ORGELET GAUCHE	Upper eyelid infection	
227plate005::pedesc.1	EUPATH_0041087	ORGELET OEIL DROITE	Upper eyelid infection	
227plate005::pedesc.1	EUPATH_0041087	ORO PHARYNGITE	Tonsil infection	
227plate005::pedesc.1	EUPATH_0041087	OTITE EXTERNE	Otitis	
227plate005::pedesc.1	EUPATH_0041087	OTITE MOYENNE CHRONIQUE	Otitis	
227plate005::pedesc.1	EUPATH_0041087	OTITE MOYENNE PURULENTE	Otitis	
227plate005::pedesc.1	EUPATH_0041087	OTITE PURULENTE	Otitis	
227plate005::pedesc.1	EUPATH_0041087	OTITE PURULENTE BILATINE	Otitis	
227plate005::pedesc.1	EUPATH_0041087	OTITE PURULENTE OREILLE GAUCHE	Otitis	
227plate005::pedesc.1	EUPATH_0041087	OTITE SOUS TRAITEMENT	Otitis	
227plate005::pedesc.1	EUPATH_0041087	OTITGE SUPPUREE	Otitis	
227plate005::pedesc.1	EUPATH_0041087	PALIE PERI AURICULAIRE  INFECTEE	Finger wound infected	
227plate005::pedesc.1	EUPATH_0041087	PANSEMENT SUR OEIL GAUCHE	Left eye injury	
227plate005::pedesc.1	EUPATH_0041087	PARADONDITE	Periondontitis	
227plate005::pedesc.1	EUPATH_0041087	PARODANTITE	Periondontitis	
227plate005::pedesc.1	EUPATH_0041087	PARODONTITE	Periondontitis	
227plate005::pedesc.1	EUPATH_0041087	PARODONTITE OURLIENNE	Mumps	
227plate005::pedesc.1	EUPATH_0041087	PAROTIDE DU COTE DROIT	Mumps	
227plate005::pedesc.1	EUPATH_0041087	PAROTIDITE	Mumps	
227plate005::pedesc.1	EUPATH_0041087	PAROTIDITEBILATERALE TRAITEMENTS EN COURS	Mumps	
227plate005::pedesc.1	EUPATH_0041087	PERFORUTION CORNEENNE SOUS TRAITEMENT	Corneal perforation	
227plate005::pedesc.1	EUPATH_0041087	PHANRYNGITE	Tonsil infection	
227plate005::pedesc.1	EUPATH_0041087	PHARYNGITE	Tonsil infection	
227plate005::pedesc.1	EUPATH_0041087	PHARYNGITE CANDIDOSE BUCCALE CREPITANS PULMONAIRES	Tonsil infection, buccal candidosis, pneumopathy	
227plate005::pedesc.1	EUPATH_0041087	PHARYNGITE RHINITE	Tonsil infection, rhinitis	
227plate005::pedesc.1	EUPATH_0041087	PHARYNGITE RHINORRHEE	Tonsil infection, rhinitis	
227plate005::pedesc.1	EUPATH_0041087	PHARYNGITE TEIGNE	Tonsil infection, dermatitis	
227plate005::pedesc.1	EUPATH_0041087	PHARYNGITE, AMYGDALITE	Tonsil infection	
227plate005::pedesc.1	EUPATH_0041087	PHARYNITE	Tonsil infection	
227plate005::pedesc.1	EUPATH_0041087	PHARYNPITE SOUS TRAITEMENT	Tonsil infection	
227plate005::pedesc.1	EUPATH_0041087	PHINOPHARYNGITE	Rhinopharyngitis	
227plate005::pedesc.1	EUPATH_0041087	PHLEGMON SOUS MONDIBULAIRE DROITE	Mandibula severe infection	
227plate005::pedesc.1	EUPATH_0041087	PHORYGITE	Pharyngitis	
227plate005::pedesc.1	EUPATH_0041087	PHORYNGITE	Pharyngitis	
227plate005::pedesc.1	EUPATH_0041087	PHYSISIS DU VISAGE	Physisis du visage	
227plate005::pedesc.1	EUPATH_0041087	PITURIASIS VERSICOLOR DU VISAGE	Dermatitis	
227plate005::pedesc.1	EUPATH_0041087	PITYRIASIS VERSICOLOR	Dermatitis	
227plate005::pedesc.1	EUPATH_0041087	PLAIE A LA JOUE DROITE	Right cheek wound	
227plate005::pedesc.1	EUPATH_0041087	PLAIE BUCCALE	Mouth herpes	
227plate005::pedesc.1	EUPATH_0041087	PLAIE DE L'AXCARDE DROIT (TRAITEMENT EN COURS)	Right eyelid wound	
227plate005::pedesc.1	EUPATH_0041087	PLAIE DE L'OEIL DU NEZ SOUS TRAITEMENTS	Eye and nose wound	
227plate005::pedesc.1	EUPATH_0041087	PLAIE INFECTE SUR LES DEUX OREILLES	Ear wound	
227plate005::pedesc.1	EUPATH_0041087	PLAIE LABIALE TRAUMATIQUE	Lip wound by trauma	
227plate005::pedesc.1	EUPATH_0041087	PLAIE PAREETALE	Head wound	
227plate005::pedesc.1	EUPATH_0041087	PLAIE RETRO AUCULAIRE INFECTE	Ear wound infected	
227plate005::pedesc.1	EUPATH_0041087	PLAIE SOUS ORBITAIRE SOUS TRAITEMENT	Orbital wound	
227plate005::pedesc.1	EUPATH_0041087	PLAIE SOUS TRAITEMENT	Orbital wound	
227plate005::pedesc.1	EUPATH_0041087	PLAIE SUR LE VISAGE	Face wound	
227plate005::pedesc.1	EUPATH_0041087	PLAIE TRAMATIQUE PERINARINAIN INFECTE	Nose wound by trauma	
227plate005::pedesc.1	EUPATH_0041087	PLERYGION STADEI DE L'EIL GAUCHE	Occular infection	
227plate005::pedesc.1	EUPATH_0041087	PLERYGOIDE INFLAMMATOIRE	Occular infection	
227plate005::pedesc.1	EUPATH_0041087	PTERYGOIDE INFLAMMATOIRE	Eyes inflammation	
227plate005::pedesc.1	EUPATH_0041087	PTERYGOIDE INFLAMMATOIRE AUX DEUX YEUX	Eye inflammation	
227plate005::pedesc.1	EUPATH_0041087	PTERYGOIDE INFLAMMATOIRE SURINFECTION DE L'OEIL GAUCHE	Eye inflammation	
227plate005::pedesc.1	EUPATH_0041087	PTYRIASIS VERAICODOR DU VISAGE	Dermatitis	
227plate005::pedesc.1	EUPATH_0041087	PUSTILES AU NIVEAU DE LA TETE	Dermatitis	
227plate005::pedesc.1	EUPATH_0041087	PUSTULE DU CUIR CHEVELU	Dermatitis	
227plate005::pedesc.1	EUPATH_0041087	PUSTULES	Dermatitis	
227plate005::pedesc.1	EUPATH_0041087	PUSTULES DE TAILLE MOYENNE DU CUIR CHEVELU	Dermatitis	
227plate005::pedesc.1	EUPATH_0041087	PUSTULES DU CUIR CHEVELU	Dermatitis	
227plate005::pedesc.1	EUPATH_0041087	PYIDERMITES AU COU	Dermatitis	
227plate005::pedesc.1	EUPATH_0041087	PYODERMINTE DU CUIR CHEVELU	Pyodermyditis	
227plate005::pedesc.1	EUPATH_0041087	PYODERMITE DE LA FACE	Pyodermyditis	
227plate005::pedesc.1	EUPATH_0041087	PYODERMITE DU CUIR CHEVELU CHOTAZION DU GAUCHE	Pyodermyditis	
227plate005::pedesc.1	EUPATH_0041087	RALES CREPITANTS	Pneumopathy	
227plate005::pedesc.1	EUPATH_0041087	RALES CREPITANTS DANS LE CHAMP PULMONAIRE GAUCHE	Pneumopathy	
227plate005::pedesc.1	EUPATH_0041087	RHARYNGITE	Pharyngitis	
227plate005::pedesc.1	EUPATH_0041087	RHENOPHARYNGITE	Rhinopharyngitis	
227plate005::pedesc.1	EUPATH_0041087	RHINAPHARYNGITE	Rhinopharyngitis	
227plate005::pedesc.1	EUPATH_0041087	RHINEPHARYNGITE	Rhinopharyngitis	
227plate005::pedesc.1	EUPATH_0041087	RHININORRHEE	Rhinitis	
227plate005::pedesc.1	EUPATH_0041087	RHINIPHARYNGITE	Rhinopharyngitis	
227plate005::pedesc.1	EUPATH_0041087	RHINIS	Rhinitis	
227plate005::pedesc.1	EUPATH_0041087	RHINITE + AMYDALITE SOUS TRAITEMENT	Tonsil infection, rhinitis	
227plate005::pedesc.1	EUPATH_0041087	RHINITE AMYGDALITE	Tonsil infection, rhinitis	
227plate005::pedesc.1	EUPATH_0041087	RHINITE ERUPTION DENTAIRE	Rhinitis	
227plate005::pedesc.1	EUPATH_0041087	RHINITE GANGLIANS CERVICALES	Cervical adenopathies, rhinitis	
227plate005::pedesc.1	EUPATH_0041087	RHINITE SOUS TRAITEMENT	Rhinitis	
227plate005::pedesc.1	EUPATH_0041087	RHINITE TRAITEMENTES  COURS	Rhinitis	
227plate005::pedesc.1	EUPATH_0041087	RHINITE, AMYDALITE SOUS TRAITEMENT	Tonsil infection, rhinitis	
227plate005::pedesc.1	EUPATH_0041087	RHINITE, AMYGDALITE	Tonsil infection, rhinitis	
227plate005::pedesc.1	EUPATH_0041087	RHINITE/AMYGDALITE	Tonsil infection, rhinitis	
227plate005::pedesc.1	EUPATH_0041087	RHINITES CONJONCTIVITE	Conjunctivitis, rhinitis	
227plate005::pedesc.1	EUPATH_0041087	RHINITTE (TRAITEMENT EN COURS)	Rhinitis	
227plate005::pedesc.1	EUPATH_0041087	RHINO PHARYGNIGITE	Rhinopharyngitis	
227plate005::pedesc.1	EUPATH_0041087	RHINO PHARYNGITE	Rhinopharyngitis	
227plate005::pedesc.1	EUPATH_0041087	RHINOPHANGITE	Rhinopharyngitis	
227plate005::pedesc.1	EUPATH_0041087	RHINOPHANRYNGITE	Rhinopharyngitis	
227plate005::pedesc.1	EUPATH_0041087	RHINOPHARGITE	Rhinopharyngitis	
227plate005::pedesc.1	EUPATH_0041087	RHINOPHARYNGITE	Rhinopharyngitis	
227plate005::pedesc.1	EUPATH_0041087	RHINOPHARYNGITE SOUS TRAITEMENTS	Rhinopharyngitis	
227plate005::pedesc.1	EUPATH_0041087	RHINORHEE CLAIRE	Rhinitis	
227plate005::pedesc.1	EUPATH_0041087	RHINORHEE CLAIRE ANTERIEURE	Rhinitis	
227plate005::pedesc.1	EUPATH_0041087	RHINORPHARYNGITE	Rhinopharyngitis	
227plate005::pedesc.1	EUPATH_0041087	RHINORRHE	Rhinitis	
227plate005::pedesc.1	EUPATH_0041087	RHINORRHE AMYGDALITE	Tonsil infection, rhinitis	
227plate005::pedesc.1	EUPATH_0041087	RHINORRHE ANTERIEURE	Rhinitis	
227plate005::pedesc.1	EUPATH_0041087	RHINORRHEE + GANGLIONS CESVICAUX	Cervical adenopathies, rhinitis	
227plate005::pedesc.1	EUPATH_0041087	RHINORRHEE AMYDALITE	Tonsil infection, rhinitis	
227plate005::pedesc.1	EUPATH_0041087	RHINORRHEE AMYGDALITE	Tonsil infection, rhinitis	
227plate005::pedesc.1	EUPATH_0041087	RHINORRHEE AMYGDALITES	Tonsil infection, rhinitis	
227plate005::pedesc.1	EUPATH_0041087	RHINORRHEE ANTERIEURE	Rhinitis	
227plate005::pedesc.1	EUPATH_0041087	RHINORRHEE CLAIRE	Rhinitis	
227plate005::pedesc.1	EUPATH_0041087	RHINORRHEE CLAIRE ANTERIEUR	Rhinitis	
227plate005::pedesc.1	EUPATH_0041087	RHINORRHEE CLAIRE ANTERIEURE	Rhinitis	
227plate005::pedesc.1	EUPATH_0041087	RHINORRHEE CLAIRE ANTERIEURE LIMBO-CONJONCTIVITE	Tropical endemic conjunctivitis, rhinitis	
227plate005::pedesc.1	EUPATH_0041087	RHINORRHEE CLAISE	Rhinitis	
227plate005::pedesc.1	EUPATH_0041087	RHINORRHEE DROITE	Rhinitis	
227plate005::pedesc.1	EUPATH_0041087	RHINORRHEE PHARYNGITE	Rhinopharyngitis	
227plate005::pedesc.1	EUPATH_0041087	RHINORRHEE POSTERIEURE	Rhinitis	
227plate005::pedesc.1	EUPATH_0041087	RHINORRHEE, AMYGDALITE	Tonsil infection, rhinitis	
227plate005::pedesc.1	EUPATH_0041087	RHINORRHEE, AMYGDALITES	Tonsil infection, rhinitis	
227plate005::pedesc.1	EUPATH_0041087	RHINORRHEE,AMYGDALITE	Tonsil infection, rhinitis	
227plate005::pedesc.1	EUPATH_0041087	RHINORRHEE/RHINITE	Rhinitis	
227plate005::pedesc.1	EUPATH_0041087	RHINORRHEES AMYGDALITES	Tonsil infection, rhinitis	
227plate005::pedesc.1	EUPATH_0041087	RHINPHARYNGITE	Rhinopharyngitis	
227plate005::pedesc.1	EUPATH_0041087	RHINTE	Rhinitis	
227plate005::pedesc.1	EUPATH_0041087	RHINUHEE	Rhinitis	
227plate005::pedesc.1	EUPATH_0041087	RHNOPHARYNGITE	Rhinopharyngitis	
227plate005::pedesc.1	EUPATH_0041087	STABISME CONVERGENT	Congenital occular abnormality	
227plate005::pedesc.1	EUPATH_0041087	STRABISME	Congenital occular abnormality	
227plate005::pedesc.1	EUPATH_0041087	SUBICTERE	Conjunctival icterus	
227plate005::pedesc.1	EUPATH_0041087	SUPPURATION DE L'OEILLE INTERNE GAUCHE (TRAITEMENT EN COURS)	Purulent conjonctivitis	
227plate005::pedesc.1	EUPATH_0041087	TEEIGNE TONDANLE DU CUIR	Scalp dermatitis	
227plate005::pedesc.1	EUPATH_0041087	TEIGNE AMYGDALITE	Tonsil infection, scalp dermatitis	
227plate005::pedesc.1	EUPATH_0041087	TEIGNE AU CUIR CHEVELU	Scalp dermatitis	
227plate005::pedesc.1	EUPATH_0041087	TEIGNE DE CUIR CHEVELU SUPPUREE SOUS ERYTHROMYCINE	Scalp dermatitis	
227plate005::pedesc.1	EUPATH_0041087	TEIGNE DE CUIR DE CHEVELU	Scalp dermatitis	
227plate005::pedesc.1	EUPATH_0041087	TEIGNE DE LA PEAU GLABRE SOUS TRAITEMENTS	Dermatitis	
227plate005::pedesc.1	EUPATH_0041087	TEIGNE DU CUIE CHEVELI	Scalp dermatitis	
227plate005::pedesc.1	EUPATH_0041087	TEIGNE DU CUIR CHEVALU	Scalp dermatitis	
227plate005::pedesc.1	EUPATH_0041087	TEIGNE DU CUIR CHEVELU EN VOIE DE CICATRISATION	Scalp dermatitis	
227plate005::pedesc.1	EUPATH_0041087	TEIGNE DU CUIR CHEVELU ET DE LA PEAU GLAIRE	Dermatitis	
227plate005::pedesc.1	EUPATH_0041087	TEIGNE DU CUIR CHEVELU GANGLIONS CERVICAUX	Cervical adenopathies, scalp dermatitis	
227plate005::pedesc.1	EUPATH_0041087	TEIGNE DU CUIR CHEVELU RHINITE	Scalp dermatitis, rhinitis	
227plate005::pedesc.1	EUPATH_0041087	TEIGNE DU CUIR CHEVELUR	Scalp dermatitis	
227plate005::pedesc.1	EUPATH_0041087	TEIGNE DU CUIR CHEVELURE SOUS TRAITEMENTS	Scalp dermatitis	
227plate005::pedesc.1	EUPATH_0041087	TEIGNE DU CUIR CHEVU	Scalp dermatitis	
227plate005::pedesc.1	EUPATH_0041087	TEIGNE DU CUR CHEVELU	Scalp dermatitis	
227plate005::pedesc.1	EUPATH_0041087	TEIGNE DU CURCHEVELU	Scalp dermatitis	
227plate005::pedesc.1	EUPATH_0041087	TEIGNE INFECTEE DU CRUIR CHEVELU	Scalp dermatitis	
227plate005::pedesc.1	EUPATH_0041087	TEIGNE SUR L'OS OCCIPITAL	Scalp dermatitis	
227plate005::pedesc.1	EUPATH_0041087	TEIGNE TONDANTE AU NIVERAU DE L'OSEXIPITAL	Scalp dermatitis	
227plate005::pedesc.1	EUPATH_0041087	TEIGNE TONDANTE DU CUIR CHERCLU	Scalp dermatitis	
227plate005::pedesc.1	EUPATH_0041087	TEIGNE TONDANTE DU CUIR CHEVELU	Scalp dermatitis	
227plate005::pedesc.1	EUPATH_0041087	TEIGNE, DERMATITE OTAPIQUE	Scalp dermatitis	
227plate005::pedesc.1	EUPATH_0041087	TEIGNES INFECTEES	Scalp dermatitis	
227plate005::pedesc.1	EUPATH_0041087	TEINGNE SUPPUREE DE LA TETE SOUS TRAITEMENT	Scalp dermatitis	
227plate005::pedesc.1	EUPATH_0041087	THINITES	Rhinitis	
227plate005::pedesc.1	EUPATH_0041087	THINOPHARYNGITE	Rhinopharyngitis	
227plate005::pedesc.1	EUPATH_0041087	TORTICOLIS	Torticollis	
227plate005::pedesc.1	EUPATH_0041087	TRAUMATISME OCULAIRE SOUS TRAITEMENT	Occular trauma	
227plate005::pedesc.1	EUPATH_0041087	TUMEFACTION SOUS MADIBULAIRE	Mandibula swelling	
227plate005::pedesc.1	EUPATH_0041087	TYSTE SOUS MANDIBULAIRE	Mandibula cyst	
227plate005::pedesc.2	EUPATH_0041090	ABOLITIONDES MURMURES VESICULAIRES	Abnormal breathing  sounds	
227plate005::pedesc.2	EUPATH_0041090	BRONCHIOLITE(SOUS TRAITEMENT)	Pneumopathy	
227plate005::pedesc.2	EUPATH_0041090	BRONCHITE	Pneumopathy	
227plate005::pedesc.2	EUPATH_0041090	CREPITANT PULMONAIRES	Pneumopathy	
227plate005::pedesc.2	EUPATH_0041090	CREPITANTS CHAMP PULMONAIRE DROIT	Pneumopathy	
227plate005::pedesc.2	EUPATH_0041090	CREPITANTS DANS LE CHAMPS PULMONAIRE DROIT	Pneumopathy	
227plate005::pedesc.2	EUPATH_0041090	CREPITANTS PULMNAIRES	Pneumopathy	
227plate005::pedesc.2	EUPATH_0041090	CREPITANTS PULMONAIRES	Pneumopathy	
