colOrder,variable,dataFile,IRI,label,definition,category,codebookDescription,codebookValues,termType,parentIRI,parentLabel,notesForOnt,notesForProvider,notesForDL,variable_dataFile,uniqueVar,type,example,dateTime,formatCode,values,uniqueValueCount,percentMissing,flag
398,currently_using_it,groupanc_kenyanigeria_combined_final,,Currently using family planning method,Are you currently using it?,Observation,71. Are you currently using it?,1 = Yes | 2 = No,,Needs one,Post-Partum Family Planning,Would need a new term under contraception.,NA,NA,currently_using_it,groupanc_kenyanigeria_combined_final::currently_using_it,int,2,NA,NA,1 to 2,2,0.921309638,NA
399,why_didnot_select_fp,groupanc_kenyanigeria_combined_final,,Reason for not selecting family planning method,Why didnt you select a method of birth spacing during antenatal care?,Observation,74. Why didnt you select a method of birth spacing during antenatal care?,1 = I dont want to space my next pregnancy/want to get pregnant again right away | 2 = I didnt know what the options were/wasnt counseled/my provider didnt talk to me about it | 3 = I couldnt decide | 4 = Other,,Needs one,Post-Partum Family Planning,Would need a new term under contraception.,NA,NA,why_didnot_select_fp,groupanc_kenyanigeria_combined_final::why_didnot_select_fp,int,3,NA,NA,1 to 4,4,0.930915786,NA
400,anc_survey_recently_delivered_women_complete,groupanc_kenyanigeria_combined_final,,ANC survey of recently delivered woman complete,,Participant,Complete?,0 = Incomplete | 1 = Unverified | 2 = Complete,,EUPATH_0010035,Administrative information,NA,NA,NA,anc_survey_recently_delivered_women_complete,groupanc_kenyanigeria_combined_final::anc_survey_recently_delivered_women_complete,int,2,NA,NA,0 to 2,3,0.832612872,NA
401,how_many_anc_visits,groupanc_kenyanigeria_combined_final,,Number of ANC visits,,Observation,How many ANC visits,NA,,Needs one,Antenatal care,NA,NA,NA,how_many_anc_visits,groupanc_kenyanigeria_combined_final::how_many_anc_visits,int,4,NA,NA,0 to 14,13,0.852785783,NA
402,went_with_book,groupanc_kenyanigeria_combined_final,,Took mother and child health booklet to ANC visits,,Observation,3. Did you take the same mother and child health booklet (Kenya)/ ANC card (Nigeria) to all your ANC visits?,0 = No | 1 = Yes | 3 = Unsure,,Needs one,Antenatal care,NA,NA,NA,went_with_book,groupanc_kenyanigeria_combined_final::went_with_book,int,1,NA,NA,0 to 3,3,0.929795069,NA
403,book_card_available,groupanc_kenyanigeria_combined_final,,Mother and child booklet available,,Observation,4. Is your mother and child health booklet (Kenya) / ANC card (Nigeria) available?,0 = No | 1 = Yes,,Needs one,Antenatal care,NA,NA,NA,book_card_available,groupanc_kenyanigeria_combined_final::book_card_available,int,1,NA,NA,0 to 1,2,0.92987512,NA
404,permission,groupanc_kenyanigeria_combined_final,,Permission to see mother and child booklet,,Observation,5. May I please see your mother and child health booklet (Kenya) / ANC card (Nigeria) to extract some information for the study? I am looking to see what services were provided and will not record the results on any tests.,0 = Permission denied | 1 = Permission granted,,Needs one,Antenatal care,NA,NA,NA,permission,groupanc_kenyanigeria_combined_final::permission,int,1,NA,NA,0 to 1,2,0.934357989,NA
405,attend_non_ganc,groupanc_kenyanigeria_combined_final,,Attended non-GANC ANC visits,,Observation,6. After ANC 1  did you attend any individual ANC visits  any that were not part of the group?,0 = No | 1 = Yes,,Needs one,Antenatal care,NA,NA,NA,attend_non_ganc,groupanc_kenyanigeria_combined_final::attend_non_ganc,int,0,NA,NA,0 to 1,2,0.925872558,NA
406,visit_1_date,groupanc_kenyanigeria_combined_final,EUPATH_0000091,Visit date,Visit 1 date,Observation,Visit 1 date,NA,,,,NA,NA,NA,visit_1_date,groupanc_kenyanigeria_combined_final::visit_1_date,int,2016,date?,NA,2016 to 2018,3,0.853586295,NA
407,visit_1_sys,groupanc_kenyanigeria_combined_final,EUPATH_0021086,Systolic blood pressure (mmHg),Visit 1 systolic,Observation,Visit 1 systolic,NA,,,,NA,NA,NA,visit_1_sys,groupanc_kenyanigeria_combined_final::visit_1_sys,int,113,NA,NA,0 to 188,90,0.8539065,NA
408,visit_1_dias,groupanc_kenyanigeria_combined_final,EUPATH_0021087,Diastolic blood pressure (mmHg),Visit 1 diastolic,Observation,Visit 1 diastolic,NA,,,,NA,NA,NA,visit_1_dias,groupanc_kenyanigeria_combined_final::visit_1_dias,int,56,NA,NA,0 to 132,71,0.8539065,NA
409,visit_1_ifa,groupanc_kenyanigeria_combined_final,,IFA (Iron-Folic Acid) given,Visit 1: Given IFA,Observation,Visit 1: Given IFA,0 = No | 1 = Yes | 3 = N/A,,OGMS_0000090,Treatment,NA,NA,NA,visit_1_ifa,groupanc_kenyanigeria_combined_final::visit_1_ifa,int,1,NA,NA,0 to 3,3,0.853186039,NA
410,visit_1_iptp,groupanc_kenyanigeria_combined_final,,IpTP(Intermittent preventive treatment) given,Visit 1: Given IpTP,Observation,Visit 1: Given IpTP,0 = No | 1 = Yes | 3 = N/A,,OGMS_0000090,Treatment,NA,NA,NA,visit_1_iptp,groupanc_kenyanigeria_combined_final::visit_1_iptp,int,1,NA,NA,0 to 3,3,0.85326609,NA
411,visit_2_date,groupanc_kenyanigeria_combined_final,EUPATH_0000091,Visit date,Visit 2 date,Observation,Visit 2 date,NA,,,,NA,NA,NA,visit_2_date,groupanc_kenyanigeria_combined_final::visit_2_date,int,2016,date?,NA,2015 to 2018,4,0.91946846,NA
412,visit_2_sys,groupanc_kenyanigeria_combined_final,EUPATH_0021086,Systolic blood pressure (mmHg),Visit 2 systolic,Observation,Visit 2 systolic,NA,,,,NA,NA,NA,visit_2_sys,groupanc_kenyanigeria_combined_final::visit_2_sys,int,100,NA,NA,0 to 192,75,0.919708614,NA
413,visit_2_dias,groupanc_kenyanigeria_combined_final,EUPATH_0021087,Diastolic blood pressure (mmHg),Visit 2 diastolic,Observation,Visit 2 diastolic,NA,,,,NA,NA,NA,visit_2_dias,groupanc_kenyanigeria_combined_final::visit_2_dias,int,60,NA,NA,0 to 124,65,0.919708614,NA
414,visit_2_ifa,groupanc_kenyanigeria_combined_final,,IFA (Iron-Folic Acid) given,Visit 2: Given IFA,Observation,Visit 2: Given IFA,0 = No | 1 = Yes | 3 = N/A,,OGMS_0000090,Treatment,NA,NA,NA,visit_2_ifa,groupanc_kenyanigeria_combined_final::visit_2_ifa,int,1,NA,NA,0 to 3,3,0.919228306,NA
415,visit_2_iptp,groupanc_kenyanigeria_combined_final,,IpTP(Intermittent preventive treatment) given,Visit 2: Given IpTP,Observation,Visit 2: Given IpTP,0 = No | 1 = Yes | 3 = N/A,,OGMS_0000090,Treatment,NA,NA,NA,visit_2_iptp,groupanc_kenyanigeria_combined_final::visit_2_iptp,int,1,NA,NA,0 to 3,3,0.919228306,NA
416,visit_3_date,groupanc_kenyanigeria_combined_final,EUPATH_0000091,Visit date,Visit 3 date,Observation,Visit 3 date,NA,,,,NA,NA,NA,visit_3_date,groupanc_kenyanigeria_combined_final::visit_3_date,int,2017,date?,NA,2012 to 2018,4,0.939881524,NA
417,visit_3_sys,groupanc_kenyanigeria_combined_final,EUPATH_0021086,Systolic blood pressure (mmHg),Visit 3 systolic,Observation,Visit 3 systolic,NA,,,,NA,NA,NA,visit_3_sys,groupanc_kenyanigeria_combined_final::visit_3_sys,int,131,NA,NA,0 to 191,77,0.940121678,NA
418,visit_3_dias,groupanc_kenyanigeria_combined_final,EUPATH_0021087,Diastolic blood pressure (mmHg),Visit 3 diastolic,Observation,Visit 3 diastolic,NA,,,,NA,NA,NA,visit_3_dias,groupanc_kenyanigeria_combined_final::visit_3_dias,int,66,NA,NA,0 to 180,63,0.940121678,NA
419,visit_3_ifa,groupanc_kenyanigeria_combined_final,,IFA (Iron-Folic Acid) given,Visit 3: Given IFA,Observation,Visit 3: Given IFA,0 = No | 1 = Yes | 3 = N/A,,OGMS_0000090,Treatment,NA,NA,NA,visit_3_ifa,groupanc_kenyanigeria_combined_final::visit_3_ifa,int,1,NA,NA,0 to 3,3,0.93964137,NA
420,visit_3_iptp,groupanc_kenyanigeria_combined_final,,IpTP(Intermittent preventive treatment) given,Visit 3: Given IpTP,Observation,Visit 3: Given IpTP,0 = No | 1 = Yes | 3 = N/A,,OGMS_0000090,Treatment,NA,NA,NA,visit_3_iptp,groupanc_kenyanigeria_combined_final::visit_3_iptp,int,1,NA,NA,0 to 3,3,0.93964137,NA
421,visit_4_date,groupanc_kenyanigeria_combined_final,EUPATH_0000091,Visit date,Visit 4 date,Observation,Visit 4 date,NA,,,,NA,NA,NA,visit_4_date,groupanc_kenyanigeria_combined_final::visit_4_date,int,2017,date?,NA,2016 to 2017,2,0.961735511,NA
422,visit_4_sys,groupanc_kenyanigeria_combined_final,EUPATH_0021086,Systolic blood pressure (mmHg),Visit 4 systolic,Observation,Visit 4 systolic,NA,,,,NA,NA,NA,visit_4_sys,groupanc_kenyanigeria_combined_final::visit_4_sys,int,100,NA,NA,0 to 167,61,0.961575408,NA
423,visit_4_dias,groupanc_kenyanigeria_combined_final,EUPATH_0021087,Diastolic blood pressure (mmHg),Visit 4 diastolic,Observation,Visit 4 diastolic,NA,,,,NA,NA,NA,visit_4_dias,groupanc_kenyanigeria_combined_final::visit_4_dias,int,60,NA,NA,0 to 102,53,0.961575408,NA
424,visit_4_ifa,groupanc_kenyanigeria_combined_final,,IFA (Iron-Folic Acid) given,Visit 4: Given IFA,Observation,Visit 4: Given IFA,0 = No | 1 = Yes | 3 = N/A,,OGMS_0000090,Treatment,NA,NA,NA,visit_4_ifa,groupanc_kenyanigeria_combined_final::visit_4_ifa,int,0,NA,NA,0 to 3,3,0.961495357,NA
425,visit_4_iptp,groupanc_kenyanigeria_combined_final,,IpTP(Intermittent preventive treatment) given,Visit 4: Given IpTP,Observation,Visit 4: Given IpTP,0 = No | 1 = Yes | 3 = N/A,,OGMS_0000090,Treatment,NA,NA,NA,visit_4_iptp,groupanc_kenyanigeria_combined_final::visit_4_iptp,int,0,NA,NA,0 to 3,3,0.961495357,NA
426,visit_5_date,groupanc_kenyanigeria_combined_final,EUPATH_0000091,Visit date,Visit 5 date,Observation,Visit 5 date,NA,,,,NA,NA,NA,visit_5_date,groupanc_kenyanigeria_combined_final::visit_5_date,int,2017,NA,NA,2017 to 2017,1,0.979987192,NA
427,visit_5_sys,groupanc_kenyanigeria_combined_final,EUPATH_0021086,Systolic blood pressure (mmHg),Visit 5 systolic,Observation,Visit 5 systolic,NA,,,,NA,NA,NA,visit_5_sys,groupanc_kenyanigeria_combined_final::visit_5_sys,int,110,NA,NA,0 to 186,64,0.979987192,NA
428,visit_5_dias,groupanc_kenyanigeria_combined_final,EUPATH_0021087,Diastolic blood pressure (mmHg),Visit 5 diastolic,Observation,Visit 5 diastolic,NA,,,,NA,NA,NA,visit_5_dias,groupanc_kenyanigeria_combined_final::visit_5_dias,int,50,NA,NA,0 to 130,55,0.979987192,NA
429,visit_5_ifa,groupanc_kenyanigeria_combined_final,,IFA (Iron-Folic Acid) given,Visit 5: Given IFA,Observation,Visit 5: Given IFA,0 = No | 1 = Yes | 3 = N/A,,OGMS_0000090,Treatment,NA,NA,NA,visit_5_ifa,groupanc_kenyanigeria_combined_final::visit_5_ifa,int,1,NA,NA,0 to 3,3,0.979907141,NA
430,visit_5_iptp,groupanc_kenyanigeria_combined_final,,IpTP(Intermittent preventive treatment) given,Visit 5: Given IpTP,Observation,Visit 5: Given IpTP,0 = No | 1 = Yes | 3 = N/A,,OGMS_0000090,Treatment,NA,NA,NA,visit_5_iptp,groupanc_kenyanigeria_combined_final::visit_5_iptp,int,0,NA,NA,0 to 3,3,0.979907141,NA
431,visit_6_date,groupanc_kenyanigeria_combined_final,EUPATH_0000091,Visit date,Visit 6 date,Observation,Visit 6 date,NA,,,,NA,NA,NA,visit_6_date,groupanc_kenyanigeria_combined_final::visit_6_date,int,2017,NA,NA,2017 to 2017,1,0.991674672,NA
432,visit_6_sys,groupanc_kenyanigeria_combined_final,EUPATH_0021086,Systolic blood pressure (mmHg),Visit 6 systolic,Observation,Visit 6 systolic,NA,,,,NA,NA,NA,visit_6_sys,groupanc_kenyanigeria_combined_final::visit_6_sys,int,119,NA,NA,0 to 152,38,0.991674672,NA
433,visit_6_dias,groupanc_kenyanigeria_combined_final,EUPATH_0021087,Diastolic blood pressure (mmHg),Visit 6 diastolic,Observation,Visit 6 diastolic,NA,,,,NA,NA,NA,visit_6_dias,groupanc_kenyanigeria_combined_final::visit_6_dias,int,52,NA,NA,0 to 120,36,0.991674672,NA
434,visit_6_ifa,groupanc_kenyanigeria_combined_final,,IFA (Iron-Folic Acid) given,Visit 6: Given IFA,Observation,Visit 6: Given IFA,0 = No | 1 = Yes | 3 = N/A,,OGMS_0000090,Treatment,NA,NA,NA,visit_6_ifa,groupanc_kenyanigeria_combined_final::visit_6_ifa,int,1,NA,NA,0 to 3,3,0.991674672,NA
435,visit_6_iptp,groupanc_kenyanigeria_combined_final,,IpTP(Intermittent preventive treatment) given,Visit 6: Given IpTP,Observation,Visit 6: Given IpTP,0 = No | 1 = Yes | 3 = N/A,,OGMS_0000090,Treatment,NA,NA,NA,visit_6_iptp,groupanc_kenyanigeria_combined_final::visit_6_iptp,int,0,NA,NA,0 to 3,3,0.991674672,NA
436,visit_7_date,groupanc_kenyanigeria_combined_final,EUPATH_0000091,Visit date,Visit 7 date,Observation,Visit 7 date,NA,,,,NA,NA,NA,visit_7_date,groupanc_kenyanigeria_combined_final::visit_7_date,int,2017,NA,NA,2017 to 2017,1,0.997198207,NA
437,visit_7_sys,groupanc_kenyanigeria_combined_final,EUPATH_0021086,Systolic blood pressure (mmHg),Visit 7 systolic,Observation,Visit 7 systolic,NA,,,,NA,NA,NA,visit_7_sys,groupanc_kenyanigeria_combined_final::visit_7_sys,int,89,NA,NA,0 to 149,24,0.997198207,NA
438,visit_7_dias,groupanc_kenyanigeria_combined_final,EUPATH_0021087,Diastolic blood pressure (mmHg),Visit 7 diastolic,Observation,Visit 7 diastolic,NA,,,,NA,NA,NA,visit_7_dias,groupanc_kenyanigeria_combined_final::visit_7_dias,int,50,NA,NA,0 to 87,21,0.997198207,NA
439,visit_7_ifa,groupanc_kenyanigeria_combined_final,,IFA (Iron-Folic Acid) given,Visit 7: Given IFA,Observation,Visit 7: Given IFA,0 = No | 1 = Yes | 3 = N/A,,OGMS_0000090,Treatment,NA,NA,NA,visit_7_ifa,groupanc_kenyanigeria_combined_final::visit_7_ifa,int,1,NA,NA,0 to 3,3,0.997198207,NA
440,visit_7_iptp,groupanc_kenyanigeria_combined_final,,IpTP(Intermittent preventive treatment) given,Visit 7: Given IpTP,Observation,Visit 7: Given IpTP,0 = No | 1 = Yes | 3 = N/A,,OGMS_0000090,Treatment,NA,NA,NA,visit_7_iptp,groupanc_kenyanigeria_combined_final::visit_7_iptp,int,1,NA,NA,0 to 3,3,0.997198207,NA
441,visit_8_date,groupanc_kenyanigeria_combined_final,EUPATH_0000091,Visit date,Visit 8 date,Observation,Visit 8 date,NA,,,,NA,NA,NA,visit_8_date,groupanc_kenyanigeria_combined_final::visit_8_date,int,2017,NA,NA,2017 to 2017,1,0.999279539,NA
442,visit_8_sys,groupanc_kenyanigeria_combined_final,EUPATH_0021086,Systolic blood pressure (mmHg),Visit 8 systolic,Observation,Visit 8 systolic,NA,,,,NA,NA,NA,visit_8_sys,groupanc_kenyanigeria_combined_final::visit_8_sys,int,121,NA,NA,0 to 140,6,0.999279539,NA
443,visit_8_dias,groupanc_kenyanigeria_combined_final,EUPATH_0021087,Diastolic blood pressure (mmHg),Visit 8 diastolic,Observation,Visit 8 diastolic,NA,,,,NA,NA,NA,visit_8_dias,groupanc_kenyanigeria_combined_final::visit_8_dias,int,80,NA,NA,0 to 85,7,0.999279539,NA
444,visit_8_ifa,groupanc_kenyanigeria_combined_final,,IFA (Iron-Folic Acid) given,Visit 8: Given IFA,Observation,Given IFA,0 = No | 1 = Yes | 3 = N/A,,OGMS_0000090,Treatment,NA,NA,NA,visit_8_ifa,groupanc_kenyanigeria_combined_final::visit_8_ifa,int,0,NA,NA,0 to 1,2,0.999279539,NA
445,visit_8_iptp,groupanc_kenyanigeria_combined_final,,IpTP(Intermittent preventive treatment) given,Visit 8: Given IpTP,Observation,Given IpTP,0 = No | 1 = Yes | 3 = N/A,,OGMS_0000090,Treatment,NA,NA,NA,visit_8_iptp,groupanc_kenyanigeria_combined_final::visit_8_iptp,int,0,NA,NA,0 to 3,3,0.999279539,NA
446,total_visits,groupanc_kenyanigeria_combined_final,EUPATH_0000121,Total visits,,Observation,Total visits,NA,,,,NA,NA,NA,total_visits,groupanc_kenyanigeria_combined_final::total_visits,chr,4,NA,NA,>10 unique values,12,0.853346142,NA
447,given_llin_anc,groupanc_kenyanigeria_combined_final,,LLIN given during antenatal care,,Observation,Was client given LLIN during ANC care,0 = No | 1 = Yes | 3 = N/A,,EUPATH_0021097,Personal vector intervention,NA,NA,NA,given_llin_anc,groupanc_kenyanigeria_combined_final::given_llin_anc,int,1,NA,NA,0 to 3,3,0.853346142,NA
448,hiv_status_anc,groupanc_kenyanigeria_combined_final,,HIV status known,,Observation,HIV status known?,0 = No | 1 = Yes | 3 = N/A,,OGMS_0000015,Clinical history,NA,NA,NA,hiv_status_anc,groupanc_kenyanigeria_combined_final::hiv_status_anc,int,1,NA,NA,0 to 3,3,0.853346142,NA
449,hiv_partner_anc,groupanc_kenyanigeria_combined_final,,HIV partner status known,,Observation,HIV partner testing completed and status known?,0 = No | 1 = Yes | 3 = N/A,,OGMS_0000015,Clinical history,NA,NA,NA,hiv_partner_anc,groupanc_kenyanigeria_combined_final::hiv_partner_anc,int,0,NA,NA,0 to 3,3,0.853105988,NA
450,syphillis_anc,groupanc_kenyanigeria_combined_final,,Syphilis testing completed,,Observation,Syphilis testing completed (VDRL/RPR),0 = No | 1 = Yes | 3 = N/A,,OGMS_0000015,Clinical history,NA,NA,NA,syphillis_anc,groupanc_kenyanigeria_combined_final::syphillis_anc,int,1,NA,NA,0 to 3,3,0.85326609,NA
451,conditions_detected___1,groupanc_kenyanigeria_combined_final,,Hypertension detected during antenatal care,,Observation,Were any of the following conditions detected during examination? [in mother child booklet look at clinical notes on pg. 6 & 10] (choice=Hypertension),0 = Unchecked | 1 = Checked,,OGMS_0000015,Clinical history,NA,NA,NA,conditions_detected___1,groupanc_kenyanigeria_combined_final::conditions_detected___1,int,0,NA,NA,0 to 1,2,0.832612872,NA
452,conditions_detected___2,groupanc_kenyanigeria_combined_final,,Diabetes detected during antenatal care,,Observation,Were any of the following conditions detected during examination? [in mother child booklet look at clinical notes on pg. 6 & 10] (choice=Diabetes),0 = Unchecked | 1 = Checked,,OGMS_0000015,Clinical history,NA,NA,NA,conditions_detected___2,groupanc_kenyanigeria_combined_final::conditions_detected___2,int,0,NA,NA,0 to 0,1,0.832612872,NA
453,conditions_detected___3,groupanc_kenyanigeria_combined_final,,Malaria detected during antenatal care,,Observation,Were any of the following conditions detected during examination? [in mother child booklet look at clinical notes on pg. 6 & 10] (choice=Malaria),0 = Unchecked | 1 = Checked,,OGMS_0000015,Clinical history,NA,NA,NA,conditions_detected___3,groupanc_kenyanigeria_combined_final::conditions_detected___3,int,0,NA,NA,0 to 1,2,0.832612872,NA
454,conditions_detected___4,groupanc_kenyanigeria_combined_final,,STIs/RTIs detected during antenatal care,,Observation,Were any of the following conditions detected during examination? [in mother child booklet look at clinical notes on pg. 6 & 10] (choice=STIs/RTIs),0 = Unchecked | 1 = Checked,,OGMS_0000015,Clinical history,NA,NA,NA,conditions_detected___4,groupanc_kenyanigeria_combined_final::conditions_detected___4,int,0,NA,NA,0 to 1,2,0.832612872,NA
455,conditions_detected___5,groupanc_kenyanigeria_combined_final,,Other conditions detected during antenatal care,,Observation,Were any of the following conditions detected during examination? [in mother child booklet look at clinical notes on pg. 6 & 10] (choice=Other),0 = Unchecked | 1 = Checked,,OGMS_0000015,Clinical history,NA,NA,NA,conditions_detected___5,groupanc_kenyanigeria_combined_final::conditions_detected___5,int,0,NA,NA,0 to 1,2,0.832612872,NA
456,conditions_detected___6,groupanc_kenyanigeria_combined_final,,No conditions detected during antenatal care,,Observation,Were any of the following conditions detected during examination? [in mother child booklet look at clinical notes on pg. 6 & 10] (choice=None),0 = Unchecked | 1 = Checked,,OGMS_0000015,Clinical history,NA,NA,NA,conditions_detected___6,groupanc_kenyanigeria_combined_final::conditions_detected___6,int,1,NA,NA,0 to 1,2,0.832612872,NA
457,conditions_treated___1,groupanc_kenyanigeria_combined_final,,Hypertension treated during antenatal care,,Observation,Were any of the following conditions treated during the visit? [in mother child booklet look at clinical notes on pg. 6 & 10] (choice=Hypertension),0 = Unchecked | 1 = Checked,,OGMS_0000015,Clinical history,NA,NA,NA,conditions_treated___1,groupanc_kenyanigeria_combined_final::conditions_treated___1,int,0,NA,NA,0 to 1,2,0.832612872,NA
458,conditions_treated___2,groupanc_kenyanigeria_combined_final,,Diabetes treated during antenatal care,,Observation,Were any of the following conditions treated during the visit? [in mother child booklet look at clinical notes on pg. 6 & 10] (choice=Diabetes),0 = Unchecked | 1 = Checked,,OGMS_0000015,Clinical history,NA,NA,NA,conditions_treated___2,groupanc_kenyanigeria_combined_final::conditions_treated___2,int,0,NA,NA,0 to 0,1,0.832612872,NA
459,conditions_treated___3,groupanc_kenyanigeria_combined_final,,Malaria treated during antenatal care,,Observation,Were any of the following conditions treated during the visit? [in mother child booklet look at clinical notes on pg. 6 & 10] (choice=Malaria),0 = Unchecked | 1 = Checked,,OGMS_0000015,Clinical history,NA,NA,NA,conditions_treated___3,groupanc_kenyanigeria_combined_final::conditions_treated___3,int,0,NA,NA,0 to 1,2,0.832612872,NA
460,conditions_treated___4,groupanc_kenyanigeria_combined_final,,STIs/RTIs treated during antenatal care,,Observation,Were any of the following conditions treated during the visit? [in mother child booklet look at clinical notes on pg. 6 & 10] (choice=STIs/RTIs),0 = Unchecked | 1 = Checked,,OGMS_0000015,Clinical history,NA,NA,NA,conditions_treated___4,groupanc_kenyanigeria_combined_final::conditions_treated___4,int,0,NA,NA,0 to 1,2,0.832612872,NA
461,conditions_treated___5,groupanc_kenyanigeria_combined_final,,Other conditions treated during antenatal care,,Observation,Were any of the following conditions treated during the visit? [in mother child booklet look at clinical notes on pg. 6 & 10] (choice=Other),0 = Unchecked | 1 = Checked,,OGMS_0000015,Clinical history,NA,NA,NA,conditions_treated___5,groupanc_kenyanigeria_combined_final::conditions_treated___5,int,0,NA,NA,0 to 1,2,0.832612872,NA
462,conditions_treated___6,groupanc_kenyanigeria_combined_final,,No conditions treated during antenatal care,,Observation,Were any of the following conditions treated during the visit? [in mother child booklet look at clinical notes on pg. 6 & 10] (choice=None),0 = Unchecked | 1 = Checked,,OGMS_0000015,Clinical history,NA,NA,NA,conditions_treated___6,groupanc_kenyanigeria_combined_final::conditions_treated___6,int,1,NA,NA,0 to 1,2,0.832612872,NA
463,data_source___1,groupanc_kenyanigeria_combined_final,,Data sourceL ANC group register,,Participant,Please select all data sources consulted for this record (choice=ANC group register),0 = Unchecked | 1 = Checked,,EUPATH_0010035,Administrative information,NA,NA,NA,data_source___1,groupanc_kenyanigeria_combined_final::data_source___1,int,0,NA,NA,0 to 1,2,0.832612872,NA
464,data_source___2,groupanc_kenyanigeria_combined_final,,Data source: Kenya mother child book,,Participant,Please select all data sources consulted for this record (choice=Kenya mother child book),0 = Unchecked | 1 = Checked,,EUPATH_0010035,Administrative information,NA,NA,NA,data_source___2,groupanc_kenyanigeria_combined_final::data_source___2,int,0,NA,NA,0 to 1,2,0.832612872,NA
465,data_source___3,groupanc_kenyanigeria_combined_final,,Data source: Nigerian ANC card,,Participant,Please select all data sources consulted for this record (choice=Nigerian ANC card),0 = Unchecked | 1 = Checked,,EUPATH_0010035,Administrative information,NA,NA,NA,data_source___3,groupanc_kenyanigeria_combined_final::data_source___3,int,1,NA,NA,0 to 1,2,0.832612872,NA
466,data_source___4,groupanc_kenyanigeria_combined_final,,Data source: ANC registry,,Participant,Please select all data sources consulted for this record (choice=ANC registry),0 = Unchecked | 1 = Checked,,EUPATH_0010035,Administrative information,NA,NA,NA,data_source___4,groupanc_kenyanigeria_combined_final::data_source___4,int,1,NA,NA,0 to 1,2,0.832612872,NA
467,section_2_and_3_data_complete,groupanc_kenyanigeria_combined_final,,Section 2 and 3 data complete,,Participant,Complete?,0 = Incomplete | 1 = Unverified | 2 = Complete,,EUPATH_0010035,Administrative information,NA,NA,NA,section_2_and_3_data_complete,groupanc_kenyanigeria_combined_final::section_2_and_3_data_complete,int,2,NA,NA,0 to 2,3,0.832612872,NA
1317,ses_q1,groupanc_kenyanigeria_combined_final,EUPATH_0021093,Water source,,Household,1. What is the main source of drinking water for members of your family ,1 = Piped water - Maji ya mfareji | 2 = Dug well - Kisima kilichochimbwa | 3 = Water from spring - Maji kutoka mtoni | 4 = Rainwater - Maji ya mvua | 5 = Tanker truck - Lori ya maji | 6 = Cart with small tank - Mkokoteni ulio na tenki ndogo | 7 = Surface water (river/dam/lake/pond/stream/canal) - Maji ya chini (Mto/Bwawa/ Ziwa/Dimbwi/Mfereji/Unyunyuzi) | 8 = Irrigation channel - Njia ya unyunyuzi | 9 = Bottled water - Maji ya chupa | 10 = Sachet water - Maji ya sacheti | 11 = Other - Nyingine,,,,NA,NA,NA,ses_q1,groupanc_kenyanigeria_combined_final::ses_q1,int,6,NA,NA,1 to 11,11,0.879682997,NA
1318,ses_q2,groupanc_kenyanigeria_combined_final,,Water source location,Where is water source located?,Household,2. Where is that water source located  ,1 = In own dwelling - Kwenye makazi yake binafsi | 2 = In own yard/plot - Kwenye ploti yake  kibinafsi | 3 = Elsewhere - Kwingine,,EUPATH_0000731,Household water,NA,NA,NA,ses_q2,groupanc_kenyanigeria_combined_final::ses_q2,int,3,NA,NA,1 to 3,3,0.879682997,NA
1319,ses_q3,groupanc_kenyanigeria_combined_final,EUPATH_0000335,Human waste facilities,,Household,3. What kind of toilet facility do members of your household usually use  ,1 = Flush or pour toilet - Choo cha kubumburusha/kumwaga ili kubumburusha | 2 = Pit latrine - Choo cha shimo | 3 = Other - Nyingine,,,,NA,NA,NA,ses_q3,groupanc_kenyanigeria_combined_final::ses_q3,int,1,NA,NA,1 to 3,3,0.879682997,NA
1320,ses_q4,groupanc_kenyanigeria_combined_final,EUPATH_0035058,Unshared toilet or latrine,,Household,4. Do you share this toilet facility with other households  Mnatumia choo hiki na wananyumba wa nyumba ingine?,1 = Yes - Ndio | 2 = No - La,,,,NA,NA,NA,ses_q4,groupanc_kenyanigeria_combined_final::ses_q4,int,1,NA,NA,1 to 2,2,0.8798431,NA
1321,ses_q5a,groupanc_kenyanigeria_combined_final,EUPATH_0021084,Electricity,,Household,5a. Electricity,1 = Yes | 2 = No,,,,NA,NA,NA,ses_q5a,groupanc_kenyanigeria_combined_final::ses_q5a,int,1,NA,NA,1 to 2,2,0.879682997,NA
1322,ses_q5b,groupanc_kenyanigeria_combined_final,ENVO_01000577,Radio,,Household,5b. A radio,1 = Yes | 2 = No,,,,NA,NA,NA,ses_q5b,groupanc_kenyanigeria_combined_final::ses_q5b,int,1,NA,NA,1 to 2,2,0.879682997,NA
1323,ses_q5c,groupanc_kenyanigeria_combined_final,ENVO_01000579,Television,,Household,5c. A television,1 = Yes | 2 = No,,,,NA,NA,NA,ses_q5c,groupanc_kenyanigeria_combined_final::ses_q5c,int,1,NA,NA,1 to 2,2,0.879682997,NA
1324,ses_q5d,groupanc_kenyanigeria_combined_final,ENVO_01000581,Mobile phone,,Household,5d. A mobile telephone,1 = Yes | 2 = No,,,,NA,NA,NA,ses_q5d,groupanc_kenyanigeria_combined_final::ses_q5d,int,1,NA,NA,1 to 2,2,0.879682997,NA
