colOrder,variable,dataFile,keepDiscard,definition,category,codebookDescription,codebookValues,termType,notesForOnt,notesForProvider,notesForDL,variable_dataFile,uniqueVar,type,example,dateTime,formatCode,values,uniqueValueCount,timeVarying,percentMissing,flag
1141,pnc_q69_inj___6,groupanc_kenyanigeria_combined_final,,,,69. What factors contributed to your decision to use  InjectablesNi sababu zipi zilichangia maamuzi yako ya kutumia mbinu ya Sindano  (choice=Considered the most effective method - Inajulikana kama mbinu iliyo na ufanisi),0 = Unchecked | 1 = Checked,,,,NA,pnc_q69_inj___6,groupanc_kenyanigeria_combined_final::pnc_q69_inj___6,int,0,NA,NA,0 to 1,2,once,0.83701569,NA
1142,pnc_q69_inj___7,groupanc_kenyanigeria_combined_final,,,,69. What factors contributed to your decision to use  InjectablesNi sababu zipi zilichangia maamuzi yako ya kutumia mbinu ya Sindano  (choice=Unlikely to be bothered by side effects - Uwezekano mdogo wa kupata madhara kutokana na matumizi),0 = Unchecked | 1 = Checked,,,,NA,pnc_q69_inj___7,groupanc_kenyanigeria_combined_final::pnc_q69_inj___7,int,0,NA,NA,0 to 1,2,once,0.83701569,NA
1143,pnc_q69_inj___8,groupanc_kenyanigeria_combined_final,,,,69. What factors contributed to your decision to use  InjectablesNi sababu zipi zilichangia maamuzi yako ya kutumia mbinu ya Sindano  (choice=Felt method was safe/few health concerns - Nilihisi mbinu ilikuwa salama/haina madhara mengi),0 = Unchecked | 1 = Checked,,,,NA,pnc_q69_inj___8,groupanc_kenyanigeria_combined_final::pnc_q69_inj___8,int,0,NA,NA,0 to 1,2,once,0.83701569,NA
1144,pnc_q69_inj___9,groupanc_kenyanigeria_combined_final,,,,69. What factors contributed to your decision to use  InjectablesNi sababu zipi zilichangia maamuzi yako ya kutumia mbinu ya Sindano  (choice=Health provider influenced choice - Mhudumu wa Afya alichangia uchukuaji wa mbinu),0 = Unchecked | 1 = Checked,,,,NA,pnc_q69_inj___9,groupanc_kenyanigeria_combined_final::pnc_q69_inj___9,int,0,NA,NA,0 to 0,1,once,0.83701569,NA
1145,pnc_q69_inj___10,groupanc_kenyanigeria_combined_final,,,,69. What factors contributed to your decision to use  InjectablesNi sababu zipi zilichangia maamuzi yako ya kutumia mbinu ya Sindano  (choice=Friends/family influenced choice - Marafiki/familia walichangia uchukuaji wa mbinu ),0 = Unchecked | 1 = Checked,,,,NA,pnc_q69_inj___10,groupanc_kenyanigeria_combined_final::pnc_q69_inj___10,int,0,NA,NA,0 to 0,1,once,0.83701569,NA
1146,pnc_q69_inj___11,groupanc_kenyanigeria_combined_final,,,,69. What factors contributed to your decision to use  InjectablesNi sababu zipi zilichangia maamuzi yako ya kutumia mbinu ya Sindano  (choice=Husband influenced choice - Mume alichangia uchukuaji wa mbinu),0 = Unchecked | 1 = Checked,,,,NA,pnc_q69_inj___11,groupanc_kenyanigeria_combined_final::pnc_q69_inj___11,int,0,NA,NA,0 to 1,2,once,0.83701569,NA
1147,pnc_q69_inj___12,groupanc_kenyanigeria_combined_final,,,,69. What factors contributed to your decision to use  InjectablesNi sababu zipi zilichangia maamuzi yako ya kutumia mbinu ya Sindano  (choice=Women in my ANC/PNC group influenced my choice - Wanawake katika kikundi changu  cha ANC/PNC walichangia uchukuaji,0 = Unchecked | 1 = Checked,,,,NA,pnc_q69_inj___12,groupanc_kenyanigeria_combined_final::pnc_q69_inj___12,int,0,NA,NA,0 to 0,1,once,0.83701569,NA
1148,pnc_q69_inj___13,groupanc_kenyanigeria_combined_final,,,,69. What factors contributed to your decision to use  InjectablesNi sababu zipi zilichangia maamuzi yako ya kutumia mbinu ya Sindano  (choice=Other - Nyingine),0 = Unchecked | 1 = Checked,,,,NA,pnc_q69_inj___13,groupanc_kenyanigeria_combined_final::pnc_q69_inj___13,int,0,NA,NA,0 to 1,2,once,0.83701569,NA
1149,pnc_q65_impl,groupanc_kenyanigeria_combined_final,discard,,,65. When did you begin using ImplantsUlianza kutumia lini mbinu ya Kipandikizi,{REDACTED} = NA,,,,NA,pnc_q65_impl,groupanc_kenyanigeria_combined_final::pnc_q65_impl,lgl,NA,NA,NA,n/a,0,no data,1,no data
1150,pnc_q65months_impl,groupanc_kenyanigeria_combined_final,,,,NA,NA,,,,NA,pnc_q65months_impl,groupanc_kenyanigeria_combined_final::pnc_q65months_impl,int,7,NA,NA,0 to 9,6,once,0.999279539,NA
1151,pnc_q66_impl,groupanc_kenyanigeria_combined_final,discard,,,66. When did you stop using ImplantsUliacha kutumia lini mbinu ya Kipandikizi,{REDACTED} = NA,,,,NA,pnc_q66_impl,groupanc_kenyanigeria_combined_final::pnc_q66_impl,lgl,NA,NA,NA,n/a,0,no data,1,no data
1152,pnc_q66months_impl,groupanc_kenyanigeria_combined_final,,,,NA,NA,,,,NA,pnc_q66months_impl,groupanc_kenyanigeria_combined_final::pnc_q66months_impl,int,8,NA,NA,3 to 12,8,once,0.999279539,NA
1153,pnc_q67_impl___1,groupanc_kenyanigeria_combined_final,,,,67. Why did you stop using ImplantsKwa nini uliacha kutumia mbinu ya Kipandikizi (choice=Infrequent sex/husband or partner away - Mara chache ya shiriki ngono/mme/mwenzio yuko mbali),0 = Unchecked | 1 = Checked,,,,NA,pnc_q67_impl___1,groupanc_kenyanigeria_combined_final::pnc_q67_impl___1,int,0,NA,NA,0 to 0,1,once,0.83701569,NA
1154,pnc_q67_impl___2,groupanc_kenyanigeria_combined_final,,,,67. Why did you stop using ImplantsKwa nini uliacha kutumia mbinu ya Kipandikizi (choice=Became pregnant while using - Nilipata ujauzito ningali nikitumia),0 = Unchecked | 1 = Checked,,,,NA,pnc_q67_impl___2,groupanc_kenyanigeria_combined_final::pnc_q67_impl___2,int,0,NA,NA,0 to 0,1,once,0.83701569,NA
1155,pnc_q67_impl___3,groupanc_kenyanigeria_combined_final,,,,67. Why did you stop using ImplantsKwa nini uliacha kutumia mbinu ya Kipandikizi (choice=Wanted to become pregnant - Nilitaka kupata mimba),0 = Unchecked | 1 = Checked,,,,NA,pnc_q67_impl___3,groupanc_kenyanigeria_combined_final::pnc_q67_impl___3,int,0,NA,NA,0 to 0,1,once,0.83701569,NA
1156,pnc_q67_impl___4,groupanc_kenyanigeria_combined_final,,,,67. Why did you stop using ImplantsKwa nini uliacha kutumia mbinu ya Kipandikizi (choice=Husband/partner opposed -  Mme/mwenza alipinga ),0 = Unchecked | 1 = Checked,,,,NA,pnc_q67_impl___4,groupanc_kenyanigeria_combined_final::pnc_q67_impl___4,int,0,NA,NA,0 to 0,1,once,0.83701569,NA
1157,pnc_q67_impl___5,groupanc_kenyanigeria_combined_final,,,,67. Why did you stop using ImplantsKwa nini uliacha kutumia mbinu ya Kipandikizi (choice=Others opposed - Wengine walipinga),0 = Unchecked | 1 = Checked,,,,NA,pnc_q67_impl___5,groupanc_kenyanigeria_combined_final::pnc_q67_impl___5,int,0,NA,NA,0 to 0,1,once,0.83701569,NA
1158,pnc_q67_impl___6,groupanc_kenyanigeria_combined_final,,,,67. Why did you stop using ImplantsKwa nini uliacha kutumia mbinu ya Kipandikizi (choice=Wanted more effective method - Nilitaka mbinu iliyo na ufanisi zaidi),0 = Unchecked | 1 = Checked,,,,NA,pnc_q67_impl___6,groupanc_kenyanigeria_combined_final::pnc_q67_impl___6,int,0,NA,NA,0 to 1,2,once,0.83701569,NA
1159,pnc_q67_impl___7,groupanc_kenyanigeria_combined_final,,,,67. Why did you stop using ImplantsKwa nini uliacha kutumia mbinu ya Kipandikizi (choice=Side effects/health concerns - Athari za matumizi/wasiwasi kuhusu Afya),0 = Unchecked | 1 = Checked,,,,NA,pnc_q67_impl___7,groupanc_kenyanigeria_combined_final::pnc_q67_impl___7,int,0,NA,NA,0 to 1,2,once,0.83701569,NA
1160,pnc_q67_impl___8,groupanc_kenyanigeria_combined_final,,,,67. Why did you stop using ImplantsKwa nini uliacha kutumia mbinu ya Kipandikizi (choice=Lack of access/too far - Kutokupatikana kwa mbinu hiyo/umbali),0 = Unchecked | 1 = Checked,,,,NA,pnc_q67_impl___8,groupanc_kenyanigeria_combined_final::pnc_q67_impl___8,int,0,NA,NA,0 to 0,1,once,0.83701569,NA
1161,pnc_q67_impl___9,groupanc_kenyanigeria_combined_final,,,,67. Why did you stop using ImplantsKwa nini uliacha kutumia mbinu ya Kipandikizi (choice=Costs too much - Ni ghali),0 = Unchecked | 1 = Checked,,,,NA,pnc_q67_impl___9,groupanc_kenyanigeria_combined_final::pnc_q67_impl___9,int,0,NA,NA,0 to 0,1,once,0.83701569,NA
1162,pnc_q67_impl___10,groupanc_kenyanigeria_combined_final,,,,67. Why did you stop using ImplantsKwa nini uliacha kutumia mbinu ya Kipandikizi (choice=Inconvenient to use - Sio rahisi kuitumia),0 = Unchecked | 1 = Checked,,,,NA,pnc_q67_impl___10,groupanc_kenyanigeria_combined_final::pnc_q67_impl___10,int,0,NA,NA,0 to 0,1,once,0.83701569,NA
1163,pnc_q67_impl___11,groupanc_kenyanigeria_combined_final,,,,67. Why did you stop using ImplantsKwa nini uliacha kutumia mbinu ya Kipandikizi (choice=Up to God/fatalistic - Numwemwachia Mungu),0 = Unchecked | 1 = Checked,,,,NA,pnc_q67_impl___11,groupanc_kenyanigeria_combined_final::pnc_q67_impl___11,int,0,NA,NA,0 to 0,1,once,0.83701569,NA
1164,pnc_q67_impl___12,groupanc_kenyanigeria_combined_final,,,,67. Why did you stop using ImplantsKwa nini uliacha kutumia mbinu ya Kipandikizi (choice=Difficult to get pregnant/menopausal - Vigumu kupata ujauzito/wamefika umri wa kumaliza kuzaa),0 = Unchecked | 1 = Checked,,,,NA,pnc_q67_impl___12,groupanc_kenyanigeria_combined_final::pnc_q67_impl___12,int,0,NA,NA,0 to 0,1,once,0.83701569,NA
1165,pnc_q67_impl___13,groupanc_kenyanigeria_combined_final,,,,67. Why did you stop using ImplantsKwa nini uliacha kutumia mbinu ya Kipandikizi (choice=Marital dissolution/separation - Kutengana na mumewe/mwenza),0 = Unchecked | 1 = Checked,,,,NA,pnc_q67_impl___13,groupanc_kenyanigeria_combined_final::pnc_q67_impl___13,int,0,NA,NA,0 to 0,1,once,0.83701569,NA
1166,pnc_q67_impl___14,groupanc_kenyanigeria_combined_final,,,,67. Why did you stop using ImplantsKwa nini uliacha kutumia mbinu ya Kipandikizi (choice=Other - Nyingine),0 = Unchecked | 1 = Checked,,,,NA,pnc_q67_impl___14,groupanc_kenyanigeria_combined_final::pnc_q67_impl___14,int,0,NA,NA,0 to 0,1,once,0.83701569,NA
1167,pnc_q68_impl,groupanc_kenyanigeria_combined_final,,,,68. From where did you obtain ImplantsNi wapi ulipata mbinu ya Kipandikizi,1 = A different public sector health centre  doctor  or clinic from where you I antenatal care (ANC) - Kituo cha sekta ya um | 2 = Private or faith based sector health centre  doctor  or clinic - Sekta ya kibinafsi au vituo vya Imani  daktari au klini | 3 = Pharmacy - Duka la Dawa | 4 = PMS/Chemist - PMS/Kemia | 5 = Community health worker - Mhudumu wa Afya wa juimuiya | 6 = Other - Nyingine | 7 = The same facility where I received antenatal care (ANC),,,,NA,pnc_q68_impl,groupanc_kenyanigeria_combined_final::pnc_q68_impl,int,7,NA,NA,1 to 7,3,once,0.999199488,NA
1168,pnc_q69_impl___1,groupanc_kenyanigeria_combined_final,,,,69. What factors contributed to your decision to use  ImplantsNi sababu zipi zilichangia maamuzi yako ya kutumia Kipandikizi (choice=Convenience of obtaining method - Urahisi wa kupata mbinu ya kupanga uzazi),0 = Unchecked | 1 = Checked,,,,NA,pnc_q69_impl___1,groupanc_kenyanigeria_combined_final::pnc_q69_impl___1,int,0,NA,NA,0 to 1,2,once,0.83701569,NA
1169,pnc_q69_impl___2,groupanc_kenyanigeria_combined_final,,,,69. What factors contributed to your decision to use  ImplantsNi sababu zipi zilichangia maamuzi yako ya kutumia Kipandikizi (choice=Easy/convenient to use - Rahisi/ Matumizi ya kufana),0 = Unchecked | 1 = Checked,,,,NA,pnc_q69_impl___2,groupanc_kenyanigeria_combined_final::pnc_q69_impl___2,int,0,NA,NA,0 to 1,2,once,0.83701569,NA
1170,pnc_q69_impl___3,groupanc_kenyanigeria_combined_final,,,,69. What factors contributed to your decision to use  ImplantsNi sababu zipi zilichangia maamuzi yako ya kutumia Kipandikizi (choice=Availability - Upatikanaji),0 = Unchecked | 1 = Checked,,,,NA,pnc_q69_impl___3,groupanc_kenyanigeria_combined_final::pnc_q69_impl___3,int,0,NA,NA,0 to 0,1,once,0.83701569,NA
1171,pnc_q69_impl___4,groupanc_kenyanigeria_combined_final,,,,69. What factors contributed to your decision to use  ImplantsNi sababu zipi zilichangia maamuzi yako ya kutumia Kipandikizi (choice=Cost is not too much/free - Sio ghali mno/ni bure),0 = Unchecked | 1 = Checked,,,,NA,pnc_q69_impl___4,groupanc_kenyanigeria_combined_final::pnc_q69_impl___4,int,0,NA,NA,0 to 1,2,once,0.83701569,NA
1172,pnc_q69_impl___5,groupanc_kenyanigeria_combined_final,,,,69. What factors contributed to your decision to use  ImplantsNi sababu zipi zilichangia maamuzi yako ya kutumia Kipandikizi (choice=Preferred method selected during pregnancy - Mbinu pendwa niliyoichagua wakati wa ujauzito),0 = Unchecked | 1 = Checked,,,,NA,pnc_q69_impl___5,groupanc_kenyanigeria_combined_final::pnc_q69_impl___5,int,0,NA,NA,0 to 1,2,once,0.83701569,NA
1173,pnc_q69_impl___6,groupanc_kenyanigeria_combined_final,,,,69. What factors contributed to your decision to use  ImplantsNi sababu zipi zilichangia maamuzi yako ya kutumia Kipandikizi (choice=Considered the most effective method - Inajulikana kama mbinu iliyo na ufanisi),0 = Unchecked | 1 = Checked,,,,NA,pnc_q69_impl___6,groupanc_kenyanigeria_combined_final::pnc_q69_impl___6,int,0,NA,NA,0 to 1,2,once,0.83701569,NA
1174,pnc_q69_impl___7,groupanc_kenyanigeria_combined_final,,,,69. What factors contributed to your decision to use  ImplantsNi sababu zipi zilichangia maamuzi yako ya kutumia Kipandikizi (choice=Unlikely to be bothered by side effects - Uwezekano mdogo wa kupata madhara kutokana na matumizi),0 = Unchecked | 1 = Checked,,,,NA,pnc_q69_impl___7,groupanc_kenyanigeria_combined_final::pnc_q69_impl___7,int,0,NA,NA,0 to 0,1,once,0.83701569,NA
1175,pnc_q69_impl___8,groupanc_kenyanigeria_combined_final,,,,69. What factors contributed to your decision to use  ImplantsNi sababu zipi zilichangia maamuzi yako ya kutumia Kipandikizi (choice=Felt method was safe/few health concerns - Nilihisi mbinu ilikuwa salama/haina madhara mengi),0 = Unchecked | 1 = Checked,,,,NA,pnc_q69_impl___8,groupanc_kenyanigeria_combined_final::pnc_q69_impl___8,int,0,NA,NA,0 to 1,2,once,0.83701569,NA
1176,pnc_q69_impl___9,groupanc_kenyanigeria_combined_final,,,,69. What factors contributed to your decision to use  ImplantsNi sababu zipi zilichangia maamuzi yako ya kutumia Kipandikizi (choice=Health provider influenced choice - Mhudumu wa Afya alichangia uchukuaji wa mbinu),0 = Unchecked | 1 = Checked,,,,NA,pnc_q69_impl___9,groupanc_kenyanigeria_combined_final::pnc_q69_impl___9,int,0,NA,NA,0 to 0,1,once,0.83701569,NA
1177,pnc_q69_impl___10,groupanc_kenyanigeria_combined_final,,,,69. What factors contributed to your decision to use  ImplantsNi sababu zipi zilichangia maamuzi yako ya kutumia Kipandikizi (choice=Friends/family influenced choice - Marafiki/familia walichangia uchukuaji wa mbinu ),0 = Unchecked | 1 = Checked,,,,NA,pnc_q69_impl___10,groupanc_kenyanigeria_combined_final::pnc_q69_impl___10,int,0,NA,NA,0 to 0,1,once,0.83701569,NA
1178,pnc_q69_impl___11,groupanc_kenyanigeria_combined_final,,,,69. What factors contributed to your decision to use  ImplantsNi sababu zipi zilichangia maamuzi yako ya kutumia Kipandikizi (choice=Husband influenced choice - Mume alichangia uchukuaji wa mbinu),0 = Unchecked | 1 = Checked,,,,NA,pnc_q69_impl___11,groupanc_kenyanigeria_combined_final::pnc_q69_impl___11,int,0,NA,NA,0 to 0,1,once,0.83701569,NA
1179,pnc_q69_impl___12,groupanc_kenyanigeria_combined_final,,,,69. What factors contributed to your decision to use  ImplantsNi sababu zipi zilichangia maamuzi yako ya kutumia Kipandikizi (choice=Women in my ANC/PNC group influenced my choice - Wanawake katika kikundi changu  cha ANC/PNC walichangia uchukuaji wa mbinu,0 = Unchecked | 1 = Checked,,,,NA,pnc_q69_impl___12,groupanc_kenyanigeria_combined_final::pnc_q69_impl___12,int,0,NA,NA,0 to 0,1,once,0.83701569,NA
1180,pnc_q69_impl___13,groupanc_kenyanigeria_combined_final,,,,69. What factors contributed to your decision to use  ImplantsNi sababu zipi zilichangia maamuzi yako ya kutumia Kipandikizi (choice=Other - Nyingine),0 = Unchecked | 1 = Checked,,,,NA,pnc_q69_impl___13,groupanc_kenyanigeria_combined_final::pnc_q69_impl___13,int,0,NA,NA,0 to 0,1,once,0.83701569,NA
1181,pnc_q65_iud,groupanc_kenyanigeria_combined_final,discard,,,65. When did you begin using IUDUlianza kutumia lini mbinu ya IUD,{REDACTED} = NA,,,,NA,pnc_q65_iud,groupanc_kenyanigeria_combined_final::pnc_q65_iud,lgl,NA,NA,NA,n/a,0,no data,1,no data
1182,pnc_q65months_iud,groupanc_kenyanigeria_combined_final,,,,NA,NA,,,,NA,pnc_q65months_iud,groupanc_kenyanigeria_combined_final::pnc_q65months_iud,int,2,NA,NA,0 to 8,4,once,0.999679795,NA
1183,pnc_q66_iud,groupanc_kenyanigeria_combined_final,discard,,,66. When did you stop using IUDUliacha kutumia lini mbinu ya IUD,{REDACTED} = NA,,,,NA,pnc_q66_iud,groupanc_kenyanigeria_combined_final::pnc_q66_iud,lgl,NA,NA,NA,n/a,0,no data,1,no data
1184,pnc_q66months_iud,groupanc_kenyanigeria_combined_final,,,,NA,NA,,,,NA,pnc_q66months_iud,groupanc_kenyanigeria_combined_final::pnc_q66months_iud,int,4,NA,NA,2 to 12,4,once,0.999679795,NA
1185,pnc_q67_iud___1,groupanc_kenyanigeria_combined_final,,,,67. Why did you stop using IUDKwa nini uliacha kutumia mbinu ya IUD (choice=Infrequent sex/husband or partner away - Mara chache ya shiriki ngono/mme/mwenzio yuko mbali),0 = Unchecked | 1 = Checked,,,,NA,pnc_q67_iud___1,groupanc_kenyanigeria_combined_final::pnc_q67_iud___1,int,0,NA,NA,0 to 0,1,once,0.83701569,NA
1186,pnc_q67_iud___2,groupanc_kenyanigeria_combined_final,,,,67. Why did you stop using IUDKwa nini uliacha kutumia mbinu ya IUD (choice=Became pregnant while using - Nilipata ujauzito ningali nikitumia),0 = Unchecked | 1 = Checked,,,,NA,pnc_q67_iud___2,groupanc_kenyanigeria_combined_final::pnc_q67_iud___2,int,0,NA,NA,0 to 1,2,once,0.83701569,NA
1187,pnc_q67_iud___3,groupanc_kenyanigeria_combined_final,,,,67. Why did you stop using IUDKwa nini uliacha kutumia mbinu ya IUD (choice=Wanted to become pregnant - Nilitaka kupata mimba),0 = Unchecked | 1 = Checked,,,,NA,pnc_q67_iud___3,groupanc_kenyanigeria_combined_final::pnc_q67_iud___3,int,0,NA,NA,0 to 0,1,once,0.83701569,NA
1188,pnc_q67_iud___4,groupanc_kenyanigeria_combined_final,,,,67. Why did you stop using IUDKwa nini uliacha kutumia mbinu ya IUD (choice=Husband/partner opposed -  Mme/mwenza alipinga ),0 = Unchecked | 1 = Checked,,,,NA,pnc_q67_iud___4,groupanc_kenyanigeria_combined_final::pnc_q67_iud___4,int,0,NA,NA,0 to 0,1,once,0.83701569,NA
1189,pnc_q67_iud___5,groupanc_kenyanigeria_combined_final,,,,67. Why did you stop using IUDKwa nini uliacha kutumia mbinu ya IUD (choice=Others opposed - Wengine walipinga),0 = Unchecked | 1 = Checked,,,,NA,pnc_q67_iud___5,groupanc_kenyanigeria_combined_final::pnc_q67_iud___5,int,0,NA,NA,0 to 0,1,once,0.83701569,NA
1190,pnc_q67_iud___6,groupanc_kenyanigeria_combined_final,,,,67. Why did you stop using IUDKwa nini uliacha kutumia mbinu ya IUD (choice=Wanted more effective method - Nilitaka mbinu iliyo na ufanisi zaidi),0 = Unchecked | 1 = Checked,,,,NA,pnc_q67_iud___6,groupanc_kenyanigeria_combined_final::pnc_q67_iud___6,int,0,NA,NA,0 to 0,1,once,0.83701569,NA
1191,pnc_q67_iud___7,groupanc_kenyanigeria_combined_final,,,,67. Why did you stop using IUDKwa nini uliacha kutumia mbinu ya IUD (choice=Side effects/health concerns - Athari za matumizi/wasiwasi kuhusu Afya),0 = Unchecked | 1 = Checked,,,,NA,pnc_q67_iud___7,groupanc_kenyanigeria_combined_final::pnc_q67_iud___7,int,0,NA,NA,0 to 1,2,once,0.83701569,NA
1192,pnc_q67_iud___8,groupanc_kenyanigeria_combined_final,,,,67. Why did you stop using IUDKwa nini uliacha kutumia mbinu ya IUD (choice=Lack of access/too far - Kutokupatikana kwa mbinu hiyo/umbali),0 = Unchecked | 1 = Checked,,,,NA,pnc_q67_iud___8,groupanc_kenyanigeria_combined_final::pnc_q67_iud___8,int,0,NA,NA,0 to 0,1,once,0.83701569,NA
1193,pnc_q67_iud___9,groupanc_kenyanigeria_combined_final,,,,67. Why did you stop using IUDKwa nini uliacha kutumia mbinu ya IUD (choice=Costs too much - Ni ghali),0 = Unchecked | 1 = Checked,,,,NA,pnc_q67_iud___9,groupanc_kenyanigeria_combined_final::pnc_q67_iud___9,int,0,NA,NA,0 to 0,1,once,0.83701569,NA
1194,pnc_q67_iud___10,groupanc_kenyanigeria_combined_final,,,,67. Why did you stop using IUDKwa nini uliacha kutumia mbinu ya IUD (choice=Inconvenient to use - Sio rahisi kuitumia),0 = Unchecked | 1 = Checked,,,,NA,pnc_q67_iud___10,groupanc_kenyanigeria_combined_final::pnc_q67_iud___10,int,0,NA,NA,0 to 0,1,once,0.83701569,NA
1195,pnc_q67_iud___11,groupanc_kenyanigeria_combined_final,,,,67. Why did you stop using IUDKwa nini uliacha kutumia mbinu ya IUD (choice=Up to God/fatalistic - Numwemwachia Mungu),0 = Unchecked | 1 = Checked,,,,NA,pnc_q67_iud___11,groupanc_kenyanigeria_combined_final::pnc_q67_iud___11,int,0,NA,NA,0 to 0,1,once,0.83701569,NA
1196,pnc_q67_iud___12,groupanc_kenyanigeria_combined_final,,,,67. Why did you stop using IUDKwa nini uliacha kutumia mbinu ya IUD (choice=Difficult to get pregnant/menopausal - Vigumu kupata ujauzito/wamefika umri wa kumaliza kuzaa),0 = Unchecked | 1 = Checked,,,,NA,pnc_q67_iud___12,groupanc_kenyanigeria_combined_final::pnc_q67_iud___12,int,0,NA,NA,0 to 0,1,once,0.83701569,NA
1197,pnc_q67_iud___13,groupanc_kenyanigeria_combined_final,,,,67. Why did you stop using IUDKwa nini uliacha kutumia mbinu ya IUD (choice=Marital dissolution/separation - Kutengana na mumewe/mwenza),0 = Unchecked | 1 = Checked,,,,NA,pnc_q67_iud___13,groupanc_kenyanigeria_combined_final::pnc_q67_iud___13,int,0,NA,NA,0 to 0,1,once,0.83701569,NA
1198,pnc_q67_iud___14,groupanc_kenyanigeria_combined_final,,,,67. Why did you stop using IUDKwa nini uliacha kutumia mbinu ya IUD (choice=Other - Nyingine),0 = Unchecked | 1 = Checked,,,,NA,pnc_q67_iud___14,groupanc_kenyanigeria_combined_final::pnc_q67_iud___14,int,0,NA,NA,0 to 0,1,once,0.83701569,NA
1199,pnc_q68_iud,groupanc_kenyanigeria_combined_final,,,,68. From where did you obtain IUDNi wapi ulipata mbinu ya IUD,1 = A different public sector health centre  doctor  or clinic from where you I antenatal care (ANC) - Kituo cha sekta ya um | 2 = Private or faith based sector health centre  doctor  or clinic - Sekta ya kibinafsi au vituo vya Imani  daktari au klini | 3 = Pharmacy - Duka la Dawa | 4 = PMS/Chemist - PMS/Kemia | 5 = Community health worker - Mhudumu wa Afya wa juimuiya | 6 = Other - Nyingine | 7 = The same facility where I received antenatal care (ANC),,,,NA,pnc_q68_iud,groupanc_kenyanigeria_combined_final::pnc_q68_iud,int,1,NA,NA,1 to 7,3,once,0.999679795,NA
1200,pnc_q69_iud___1,groupanc_kenyanigeria_combined_final,,,,69. What factors contributed to your decision to use  IUDNi sababu zipi zilichangia maamuzi yako ya kutumia IUD  (choice=Convenience of obtaining method - Urahisi wa kupata mbinu ya kupanga uzazi),0 = Unchecked | 1 = Checked,,,,NA,pnc_q69_iud___1,groupanc_kenyanigeria_combined_final::pnc_q69_iud___1,int,0,NA,NA,0 to 0,1,once,0.83701569,NA
1201,pnc_q69_iud___2,groupanc_kenyanigeria_combined_final,,,,69. What factors contributed to your decision to use  IUDNi sababu zipi zilichangia maamuzi yako ya kutumia IUD  (choice=Easy/convenient to use - Rahisi/ Matumizi ya kufana),0 = Unchecked | 1 = Checked,,,,NA,pnc_q69_iud___2,groupanc_kenyanigeria_combined_final::pnc_q69_iud___2,int,0,NA,NA,0 to 0,1,once,0.83701569,NA
1202,pnc_q69_iud___3,groupanc_kenyanigeria_combined_final,,,,69. What factors contributed to your decision to use  IUDNi sababu zipi zilichangia maamuzi yako ya kutumia IUD  (choice=Availability - Upatikanaji),0 = Unchecked | 1 = Checked,,,,NA,pnc_q69_iud___3,groupanc_kenyanigeria_combined_final::pnc_q69_iud___3,int,0,NA,NA,0 to 0,1,once,0.83701569,NA
1203,pnc_q69_iud___4,groupanc_kenyanigeria_combined_final,,,,69. What factors contributed to your decision to use  IUDNi sababu zipi zilichangia maamuzi yako ya kutumia IUD  (choice=Cost is not too much/free - Sio ghali mno/ni bure),0 = Unchecked | 1 = Checked,,,,NA,pnc_q69_iud___4,groupanc_kenyanigeria_combined_final::pnc_q69_iud___4,int,0,NA,NA,0 to 0,1,once,0.83701569,NA
1204,pnc_q69_iud___5,groupanc_kenyanigeria_combined_final,,,,69. What factors contributed to your decision to use  IUDNi sababu zipi zilichangia maamuzi yako ya kutumia IUD  (choice=Preferred method selected during pregnancy - Mbinu pendwa niliyoichagua wakati wa ujauzito),0 = Unchecked | 1 = Checked,,,,NA,pnc_q69_iud___5,groupanc_kenyanigeria_combined_final::pnc_q69_iud___5,int,0,NA,NA,0 to 1,2,once,0.83701569,NA
1205,pnc_q69_iud___6,groupanc_kenyanigeria_combined_final,,,,69. What factors contributed to your decision to use  IUDNi sababu zipi zilichangia maamuzi yako ya kutumia IUD  (choice=Considered the most effective method - Inajulikana kama mbinu iliyo na ufanisi),0 = Unchecked | 1 = Checked,,,,NA,pnc_q69_iud___6,groupanc_kenyanigeria_combined_final::pnc_q69_iud___6,int,0,NA,NA,0 to 1,2,once,0.83701569,NA
1206,pnc_q69_iud___7,groupanc_kenyanigeria_combined_final,,,,69. What factors contributed to your decision to use  IUDNi sababu zipi zilichangia maamuzi yako ya kutumia IUD  (choice=Unlikely to be bothered by side effects - Uwezekano mdogo wa kupata madhara kutokana na matumizi),0 = Unchecked | 1 = Checked,,,,NA,pnc_q69_iud___7,groupanc_kenyanigeria_combined_final::pnc_q69_iud___7,int,0,NA,NA,0 to 1,2,once,0.83701569,NA
1207,pnc_q69_iud___8,groupanc_kenyanigeria_combined_final,,,,69. What factors contributed to your decision to use  IUDNi sababu zipi zilichangia maamuzi yako ya kutumia IUD  (choice=Felt method was safe/few health concerns - Nilihisi mbinu ilikuwa salama/haina madhara mengi),0 = Unchecked | 1 = Checked,,,,NA,pnc_q69_iud___8,groupanc_kenyanigeria_combined_final::pnc_q69_iud___8,int,0,NA,NA,0 to 0,1,once,0.83701569,NA
