IRI,label,variable,dataFile,definition,codebookValues,parentIRI,parentLabel,termType,replaces,source category,ISA_Type,ISA_Parent,unitLabel,unitIRI,hidden,forceStringType
http://purl.obolibrary.org/obo/EUPATH_0009097,Postmenstrual age at sample collection,NICUDischarge.txt::Postmenstrual age at sample collection,NICUDischarge.txt,,,http://purl.obolibrary.org/obo/OBI_0000659,Sample collection process,variable,,Human,characteristicQualifier,Sample,,,,
http://purl.obolibrary.org/obo/OBI_0100051,Sample type,NICUDischarge.txt::sample_type,NICUDischarge.txt,,,http://purl.obolibrary.org/obo/EUPATH_0011996,Sample details,variable,,Human,characteristicQualifier,Sample,,,,
http://purl.obolibrary.org/obo/PATO_0000047,Sex,NICUDischarge.txt::gender,NICUDischarge.txt,,,http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,variable,,Human,characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/EUPATH_0000639,Study group,NICUDischarge.txt::Group,NICUDischarge.txt,,,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,variable,,Human,characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/OBI_0003071,Subject ID,NICUDischarge.txt::subject_id,NICUDischarge.txt,,,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,variable,,Human,characteristicQualifier,Source,,,everywhere,yes
http://purl.obolibrary.org/obo/EUPATH_0009298,Sulfamethoxazole/Trimethoprim,NICUDischarge.txt::w_SulfamethoxazoleTrimethoprim,NICUDischarge.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009274,Antibiotics exposure in the week prior sample collection,value,,Human,characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/EUPATH_0009299,Sulfamethoxazole/Trimethoprim,NICUDischarge.txt::m_SulfamethoxazoleTrimethoprim,NICUDischarge.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009275,Antibiotics exposure in the month prior sample collection,value,,Human,characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/EUPATH_0009300,Sulfamethoxazole/Trimethoprim,NICUDischarge.txt::c_SulfamethoxazoleTrimethoprim,NICUDischarge.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009276,Cumulative antibiotic exposure prior sample collection,variable,,Human,characteristicQualifier,Source,days,http://purl.obolibrary.org/obo/UO_0000033,,
http://purl.obolibrary.org/obo/EUPATH_0009301,Ticarcillin/Clavulanate,NICUDischarge.txt::w_TicarcillinClavulanate,NICUDischarge.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009274,Antibiotics exposure in the week prior sample collection,value,,Human,characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/EUPATH_0009302,Ticarcillin/Clavulanate,NICUDischarge.txt::m_TicarcillinClavulanate,NICUDischarge.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009275,Antibiotics exposure in the month prior sample collection,value,,Human,characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/EUPATH_0009303,Ticarcillin/Clavulanate,NICUDischarge.txt::c_TicarcillinClavulanate,NICUDischarge.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009276,Cumulative antibiotic exposure prior sample collection,variable,,Human,characteristicQualifier,Source,days,http://purl.obolibrary.org/obo/UO_0000033,,
http://purl.obolibrary.org/obo/EUPATH_0009137,Total antibiotic administered,NICUDischarge.txt::Total_abx,NICUDischarge.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009127,Infant cumulative antibiotic medication time,variable,,Human,characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/EUPATH_0009280,Vancomycin,NICUDischarge.txt::w_Vancomycin,NICUDischarge.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009274,Antibiotics exposure in the week prior sample collection,value,,Human,characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/EUPATH_0009281,Vancomycin,NICUDischarge.txt::m_Vancomycin,NICUDischarge.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009275,Antibiotics exposure in the month prior sample collection,value,,Human,characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/EUPATH_0009282,Vancomycin,NICUDischarge.txt::c_Vancomycin,NICUDischarge.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009276,Cumulative antibiotic exposure prior sample collection,variable,,Human,characteristicQualifier,Source,days,http://purl.obolibrary.org/obo/UO_0000033,,
http://purl.obolibrary.org/obo/EUPATH_0009194,Acyclovir,NICUNEC.txt::sample_acyclovir,NICUNEC.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009193,Antibiotics administered prior sample collection,value,,Human,characteristicQualifier,Sample,,,,
http://purl.obolibrary.org/obo/OBI_0001169,Age,NICUNEC.txt::Age at sample collection (days),NICUNEC.txt,,,http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,variable,,Human,characteristicQualifier,Source,days,http://purl.obolibrary.org/obo/UO_0000033,,
http://purl.obolibrary.org/obo/EUPATH_0009212,Age at study,NICUNEC.txt::birth_study_day,NICUNEC.txt,date of birth relative to the beginning of study,1 to 1491,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,variable,,Human,characteristicQualifier,Source,days,http://purl.obolibrary.org/obo/UO_0000033,,
http://purl.obolibrary.org/obo/EUPATH_0009187,Amnionicity,NICUNEC.txt::amnionicity,NICUNEC.txt,,"diamniotic, monoamniotic, triamniotic",http://purl.obolibrary.org/obo/EUPATH_0009185,Plurality,variable,,Human,characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/EUPATH_0009195,Amoxicillin,NICUNEC.txt::sample_amoxicillin,NICUNEC.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009193,Antibiotics administered prior sample collection,value,,Human,characteristicQualifier,Sample,,,,
http://purl.obolibrary.org/obo/EUPATH_0009196,Ampicillin,NICUNEC.txt::sample_ampicillin,NICUNEC.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009193,Antibiotics administered prior sample collection,value,,Human,characteristicQualifier,Sample,,,,
http://purl.obolibrary.org/obo/EUPATH_0009186,Birth plurality,NICUNEC.txt::birth_plurality,NICUNEC.txt,,"double, single, triple",http://purl.obolibrary.org/obo/EUPATH_0009185,Plurality,variable,,Human,characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/EUPATH_0009216,Born stunted,NICUNEC.txt::Intrauterine Growth Restriction (IUGR),NICUNEC.txt,whether the individual was born stunted (LAZ less than -2),,http://purl.obolibrary.org/obo/EUPATH_0000649,Anthropometry,variable,EuPathDB_0009032,Human,characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/EUPATH_0009197,Cefazolin,NICUNEC.txt::sample_cefazolin,NICUNEC.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009193,Antibiotics administered prior sample collection,value,,Human,characteristicQualifier,Sample,,,,
http://purl.obolibrary.org/obo/EUPATH_0009198,Cefepime,NICUNEC.txt::sample_cefepime,NICUNEC.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009193,Antibiotics administered prior sample collection,value,,Human,characteristicQualifier,Sample,,,,
http://purl.obolibrary.org/obo/EUPATH_0009199,Cefotaxime,NICUNEC.txt::sample_cefotaxime,NICUNEC.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009193,Antibiotics administered prior sample collection,value,,Human,characteristicQualifier,Sample,,,,
http://purl.obolibrary.org/obo/EUPATH_0009175,Chorioamnionitis,NICUNEC.txt::chorioamnionitis,NICUNEC.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009171,Maternal health,variable,,Human,characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/EUPATH_0009188,Chorionicity,NICUNEC.txt::chorionicity,NICUNEC.txt,,"dichorionic, monochorionic, trichorionic",http://purl.obolibrary.org/obo/EUPATH_0009185,Plurality,variable,,Human,characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/EUPATH_0009200,Claforan,NICUNEC.txt::sample_claforan,NICUNEC.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009193,Antibiotics administered prior sample collection,value,,Human,characteristicQualifier,Sample,,,,
http://purl.obolibrary.org/obo/EUPATH_0009201,Clindamycin,NICUNEC.txt::sample_clindamycin,NICUNEC.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009193,Antibiotics administered prior sample collection,value,,Human,characteristicQualifier,Sample,,,,
http://purl.obolibrary.org/obo/EUPATH_0050531,Contents of diet,NICUNEC.txt::diet,NICUNEC.txt,"type of diet depending on the host, for animals omnivore, herbivore etc., for humans high-fat, meditteranean etc.; can include multiple diet types",,http://purl.obolibrary.org/obo/EUPATH_0011732,Diet,variable,EUPATH_0000590,Human,characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/ENVO_00000009,Country,NICUNEC.txt::country,NICUNEC.txt,,,http://purl.obolibrary.org/obo/GAZ_00000448,Geographic location,variable,,Human,characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/EUPATH_0009213,Days of period NEC diagnosed,NICUNEC.txt::day_of_NEC,NICUNEC.txt,"number of days since NEC was diagnosed, until end of NEC was also diagnosed",1 to 72,http://purl.obolibrary.org/obo/EUPATH_0022067,Diagnosis history,variable,,Human,characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/EUPATH_0000581,Delivery mode,NICUNEC.txt::baby_delivery_mode,NICUNEC.txt,Method of delivery (newborn),,http://purl.obolibrary.org/obo/EUPATH_0042001,Labor and delivery,variable,,Human,characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/EUPATH_0009202,Fluconazole,NICUNEC.txt::sample_fluconazole,NICUNEC.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009193,Antibiotics administered prior sample collection,value,,Human,characteristicQualifier,Sample,,,,
http://purl.obolibrary.org/obo/EUPATH_0009203,Gentamycin,NICUNEC.txt::sample_gentamycin,NICUNEC.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009193,Antibiotics administered prior sample collection,value,,Human,characteristicQualifier,Sample,,,,
http://purl.obolibrary.org/obo/EUPATH_0009095,Gestational age at birth,NICUNEC.txt::gestational_age,NICUNEC.txt,,,http://purl.obolibrary.org/obo/EUPATH_0000310,Observation details,variable,,Human,characteristicQualifier,Source,days,http://purl.obolibrary.org/obo/UO_0000033,,
http://purl.obolibrary.org/obo/EUPATH_0009172,Group B Streptococcus infection,NICUNEC.txt::mother_group_b_streptococcus,NICUNEC.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009171,Maternal health,variable,,Human,characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/ENVO_01000739,Habitat,NICUNEC.txt::env_feature,NICUNEC.txt,,,http://purl.obolibrary.org/obo/EUPATH_0000587,Environment information,variable,ENVO_00002297,Human,characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/UBERON_0000466,Host body habitat,NICUNEC.txt::body_habitat,NICUNEC.txt,original body habitat where the sample was obtained from,,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,variable,,Human,characteristicQualifier,Sample,,,,
http://purl.obolibrary.org/obo/UBERON_0000463,Host body product,NICUNEC.txt::body_product,NICUNEC.txt,"substance produced by the body, e.g. stool, mucus, where the sample was obtained from. For Foundational Model of Anatomy Ontology (FMA) (v 3.1) terms, please see http://purl.bioontology.org/ontology/FMA",,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,variable,,Human,characteristicQualifier,Sample,,,,
http://purl.obolibrary.org/obo/UBERON_0000061,Host body site,NICUNEC.txt::body_site,NICUNEC.txt,name of body site where the sample was obtained from,,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,variable,,Human,characteristicQualifier,Sample,,,,
http://purl.obolibrary.org/obo/EUPATH_0009191,Maternal antepartum antibiotics administered,NICUNEC.txt::maternal_antepartum_antibiotics,NICUNEC.txt,,"No, Yes",http://purl.obolibrary.org/obo/EUPATH_0009159,Maternal antibiotics administered within 24 h before birth,variable,,Human,characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/EUPATH_0009192,Maternal antepartum antibiotics administered time,NICUNEC.txt::maternal_antepartum_antibiotics_timing_prior_to_delivery,NICUNEC.txt,,"12-24 hours prior to delivery, less than 12 hours prior to delivery, more than 24 hours prior to delivery",http://purl.obolibrary.org/obo/EUPATH_0009159,Maternal antibiotics administered within 24 h before birth,variable,,Human,characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/ARO_3004306,Methicillin resistant Staphylococcus aureus,NICUNEC.txt::Methicillin-resistant Staphylococcus aureus (MRSA) screen,NICUNEC.txt,,,http://purl.obolibrary.org/obo/EUPATH_0057606,Bacteria in any sample,value,,Human,characteristicQualifier,Sample,,,,
http://purl.obolibrary.org/obo/EUPATH_0009204,Nafcillin,NICUNEC.txt::sample_nafcillin,NICUNEC.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009193,Antibiotics administered prior sample collection,value,,Human,characteristicQualifier,Sample,,,,
http://purl.obolibrary.org/obo/EUPATH_0009177,Necrotizing enterocolitis,NICUNEC.txt::Nectrotizing Enterocolitis (NEC),NICUNEC.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009171,Maternal health,variable,,Human,characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/EUPATH_0009205,Nystatin,NICUNEC.txt::sample_nystatin,NICUNEC.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009193,Antibiotics administered prior sample collection,value,,Human,characteristicQualifier,Sample,,,,
http://purl.obolibrary.org/obo/EUPATH_0009206,Ofloxacin,NICUNEC.txt::sample_ofloxacin,NICUNEC.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009193,Antibiotics administered prior sample collection,value,,Human,characteristicQualifier,Sample,,,,
http://purl.obolibrary.org/obo/OBI_0100051,Sample type,NICUNEC.txt::sample_type,NICUNEC.txt,,,http://purl.obolibrary.org/obo/EUPATH_0011996,Sample details,variable,,Human,characteristicQualifier,Sample,,,,
http://purl.obolibrary.org/obo/EUPATH_0009209,Season of birth,NICUNEC.txt::season_of_birth,NICUNEC.txt,,,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,variable,,Human,characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/EUPATH_0009210,Sepsis diagnosed,NICUNEC.txt::Sepsis,NICUNEC.txt,whether the baby was diagnosed with sepsis,"No, Yes",http://purl.obolibrary.org/obo/EUPATH_0022067,Diagnosis history,variable,,Human,characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/PATO_0000047,Sex,NICUNEC.txt::sex,NICUNEC.txt,physical sex of the host,,http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,variable,,Human,characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/EUPATH_0009215,Sibling set ID,NICUNEC.txt::sibling_set_id,NICUNEC.txt,,1 to 37,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,variable,,Human,characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/EUPATH_0000639,Study group,NICUNEC.txt::Study cohort,NICUNEC.txt,"Describes treatment, infection status, etc.","Co-housed Naive, Infected",http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,variable,,Human,characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/OBI_0003071,Subject ID,NICUNEC.txt::subject_id,NICUNEC.txt,,,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,variable,,Human,characteristicQualifier,Source,,,everywhere,yes
http://purl.obolibrary.org/obo/EUPATH_0009211,Survived,NICUNEC.txt::survived,NICUNEC.txt,whether the baby has survived the NICU,"No, Yes",http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,variable,,Human,characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/EUPATH_0009189,Twin type,NICUNEC.txt::fraternal_or_identical_twins,NICUNEC.txt,,"fraternal, identical",http://purl.obolibrary.org/obo/EUPATH_0009185,Plurality,variable,,Human,characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/EUPATH_0009207,Vancomycin,NICUNEC.txt::sample_vancomycin,NICUNEC.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009193,Antibiotics administered prior sample collection,value,,Human,characteristicQualifier,Sample,,,,
http://purl.obolibrary.org/obo/IAO_0000414,Weight,NICUNEC.txt::birth_weight,NICUNEC.txt,,,http://purl.obolibrary.org/obo/EUPATH_0000649,Anthropometry,variable,EUPATH_0009022,Human,characteristicQualifier,Source,g,http://purl.obolibrary.org/obo/UO_0000021,,
http://purl.obolibrary.org/obo/EUPATH_0009208,Zosyn,NICUNEC.txt::sample_zosyn,NICUNEC.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009193,Antibiotics administered prior sample collection,value,,Human,characteristicQualifier,Sample,,,,
http://purl.obolibrary.org/obo/OBI_0001169,Age,PIH_Uganda.txt::age_at_collection_months,PIH_Uganda.txt,,,http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,variable,,Human,characteristicQualifier,Source,days,http://purl.obolibrary.org/obo/UO_0000033,,
http://purl.obolibrary.org/obo/ENVO_00000856,"City, village, or region",PIH_Uganda.txt::location,PIH_Uganda.txt,"The geographical origin of the sample as defined by the country or sea name followed by specific region name. Country or sea names should be chosen from the INSDC country list (http://insdc.org/country.html), or the GAZ ontology (v 1.512)  (http://purl.bioontology.org/ontology/GAZ)",,http://purl.obolibrary.org/obo/GAZ_00000448,Geographic location,variable,EUPATH_0000452,Human,characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/ENVO_00000009,Country,PIH_Uganda.txt::country,PIH_Uganda.txt,,,http://purl.obolibrary.org/obo/GAZ_00000448,Geographic location,variable,,Human,characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/ENVO_01000739,Habitat,PIH_Uganda.txt::env_feature,PIH_Uganda.txt,,,http://purl.obolibrary.org/obo/EUPATH_0000587,Environment information,variable,ENVO_00002297,Human,characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/UBERON_0000466,Host body habitat,PIH_Uganda.txt::body_habitat,PIH_Uganda.txt,original body habitat where the sample was obtained from,,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,variable,,Human,characteristicQualifier,Sample,,,,
http://purl.obolibrary.org/obo/UBERON_0000463,Host body product,PIH_Uganda.txt::body_product,PIH_Uganda.txt,"substance produced by the body, e.g. stool, mucus, where the sample was obtained from. For Foundational Model of Anatomy Ontology (FMA) (v 3.1) terms, please see http://purl.bioontology.org/ontology/FMA",,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,variable,,Human,characteristicQualifier,Sample,,,,
http://purl.obolibrary.org/obo/UBERON_0000061,Host body site,PIH_Uganda.txt::body_site,PIH_Uganda.txt,name of body site where the sample was obtained from,,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,variable,,Human,characteristicQualifier,Sample,,,,
http://purl.obolibrary.org/obo/HP_0000238,Hydrocephalus,PIH_Uganda.txt::hydrocephalus,PIH_Uganda.txt,Hydrocephalus is an active distension of the ventricular system of the brain resulting from inadequate passage of CSF from its point of production within the cerebral ventricles to its point of absorption into the systemic circulation.,,http://purl.obolibrary.org/obo/EUPATH_0000309,Signs and symptoms,variable,,Human,characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/SO_0001000,Region of 16S rRNA sequenced,PIH_Uganda.txt::region,PIH_Uganda.txt,,,http://purl.obolibrary.org/obo/OBI_0003069,Sequencing,variable,,Human,characteristicQualifier,Sample,,,,
http://purl.obolibrary.org/obo/OBI_0100051,Sample type,PIH_Uganda.txt::sample_type,PIH_Uganda.txt,,,http://purl.obolibrary.org/obo/EUPATH_0011996,Sample details,variable,,Human,characteristicQualifier,Sample,,,,
http://purl.obolibrary.org/obo/PATO_0000047,Sex,PIH_Uganda.txt::sex,PIH_Uganda.txt,physical sex of the host,,http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,variable,,Human,characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/OBI_0001169,Age,Resistome.txt::Age at sample collection (days),Resistome.txt,,,http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,variable,,Human,characteristicQualifier,Source,days,http://purl.obolibrary.org/obo/UO_0000033,,
http://purl.obolibrary.org/obo/EUPATH_0009130,Ampicillin administered,Resistome.txt::Ampicillin,Resistome.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009127,Infant cumulative antibiotic medication time,variable,,Human,characteristicQualifier,Source,days,http://purl.obolibrary.org/obo/UO_0000033,,
http://purl.obolibrary.org/obo/EUPATH_0009176,Antenatal steroids,Resistome.txt::antenatal_steroids,Resistome.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009171,Maternal health,variable,,Human,characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/EUPATH_0009126,Antibiotic medication indication,Resistome.txt::Indication,Resistome.txt,clinical indication for antibiotic used,,http://purl.obolibrary.org/obo/OBI_0003057,Antibiotic administration,variable,,Human,characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/EUPATH_0009125,Antibiotic medication related to sample collection,Resistome.txt::Antibiotic_Treatment,Resistome.txt,Antibiotic treatments for which samples were collected directly before initiation and directly after termination of treatment.,,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,variable,,Human,characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/EUPATH_0009156,Caffeine administered,Resistome.txt::Caffeine,Resistome.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009154,Cummulative days of other medications,variable,,Human,characteristicQualifier,Source,days,http://purl.obolibrary.org/obo/UO_0000033,,
http://purl.obolibrary.org/obo/EUPATH_0009129,Cefazolin administered,Resistome.txt::Cefazolin,Resistome.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009127,Infant cumulative antibiotic medication time,variable,,Human,characteristicQualifier,Source,days,http://purl.obolibrary.org/obo/UO_0000033,,
http://purl.obolibrary.org/obo/EUPATH_0009136,Cefotaxime administered,Resistome.txt::Cefotaxime,Resistome.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009127,Infant cumulative antibiotic medication time,variable,,Human,characteristicQualifier,Source,days,http://purl.obolibrary.org/obo/UO_0000033,,
http://purl.obolibrary.org/obo/EUPATH_0009175,Chorioamnionitis,Resistome.txt::chorioamnionitis,Resistome.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009171,Maternal health,variable,,Human,characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/EUPATH_0009135,Clindamycin administered,Resistome.txt::Clindamycin,Resistome.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009127,Infant cumulative antibiotic medication time,variable,,Human,characteristicQualifier,Source,days,http://purl.obolibrary.org/obo/UO_0000033,,
http://purl.obolibrary.org/obo/ENVO_00000009,Country,Resistome.txt::country,Resistome.txt,,,http://purl.obolibrary.org/obo/GAZ_00000448,Geographic location,variable,,Human,characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/EUPATH_0000581,Delivery mode,Resistome.txt::baby_delivery_mode,Resistome.txt,Method of delivery (newborn),,http://purl.obolibrary.org/obo/EUPATH_0042001,Labor and delivery,variable,,Human,characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/EUPATH_0009174,Duration of membrane rupture,Resistome.txt::dur_membrane_rupture,Resistome.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009171,Maternal health,variable,,Human,characteristicQualifier,Source,hours,http://purl.obolibrary.org/obo/UO_0000032,,
http://purl.obolibrary.org/obo/EUPATH_0009153,Formula with cows-milk-based fortifications fed,Resistome.txt::Formula with cows-milk-based fortifications,Resistome.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009148,Cumulative days of enteral feeding,variable,,Human,characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/EUPATH_0009152,Formula without cows-milk-based fortifications fed,Resistome.txt::Formula without cows-milk-based fortifications,Resistome.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009148,Cumulative days of enteral feeding,variable,,Human,characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/EUPATH_0009158,Furosemide lasix administered,Resistome.txt::Furosemide_Lasix,Resistome.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009154,Cummulative days of other medications,variable,,Human,characteristicQualifier,Source,days,http://purl.obolibrary.org/obo/UO_0000033,,
http://purl.obolibrary.org/obo/EUPATH_0009128,Gentamicin administered,Resistome.txt::Gentamicin,Resistome.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009127,Infant cumulative antibiotic medication time,variable,,Human,characteristicQualifier,Source,days,http://purl.obolibrary.org/obo/UO_0000033,,
http://purl.obolibrary.org/obo/EUPATH_0009095,Gestational age at birth,Resistome.txt::Gestational age at birth (days),Resistome.txt,,,http://purl.obolibrary.org/obo/EUPATH_0000310,Observation details,variable,,Human,characteristicQualifier,Source,days,http://purl.obolibrary.org/obo/UO_0000033,,
http://purl.obolibrary.org/obo/EUPATH_0009172,Group B Streptococcus infection,Resistome.txt::GBS,Resistome.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009171,Maternal health,variable,,Human,characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/ENVO_01000739,Habitat,Resistome.txt::env_feature,Resistome.txt,,,http://purl.obolibrary.org/obo/EUPATH_0000587,Environment information,variable,ENVO_00002297,Human,characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/EUPATH_0009147,Hospital bed number,Resistome.txt::Bed_Number,Resistome.txt,,,http://purl.obolibrary.org/obo/EUPATH_0000308,Hospitalization,variable,,Human,characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/EUPATH_0009146,Hospital room,Resistome.txt::Room,Resistome.txt,,,http://purl.obolibrary.org/obo/EUPATH_0000308,Hospitalization,variable,,Human,characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/EUPATH_0009099,Hospital room type,Resistome.txt::Room_Type,Resistome.txt,,,http://purl.obolibrary.org/obo/EUPATH_0000308,Hospitalization,variable,,Human,characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/UBERON_0000466,Host body habitat,Resistome.txt::body_habitat,Resistome.txt,original body habitat where the sample was obtained from,,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,variable,,Human,characteristicQualifier,Sample,,,,
http://purl.obolibrary.org/obo/UBERON_0000463,Host body product,Resistome.txt::body_product,Resistome.txt,"substance produced by the body, e.g. stool, mucus, where the sample was obtained from. For Foundational Model of Anatomy Ontology (FMA) (v 3.1) terms, please see http://purl.bioontology.org/ontology/FMA",,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,variable,,Human,characteristicQualifier,Sample,,,,
http://purl.obolibrary.org/obo/UBERON_0000061,Host body site,Resistome.txt::body_site,Resistome.txt,name of body site where the sample was obtained from,,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,variable,,Human,characteristicQualifier,Sample,,,,
http://purl.obolibrary.org/obo/EUPATH_0009149,Human milk fed,Resistome.txt::Human Milk,Resistome.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009148,Cumulative days of enteral feeding,variable,,Human,characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/EUPATH_0009157,Iron administered,Resistome.txt::Iron,Resistome.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009154,Cummulative days of other medications,variable,,Human,characteristicQualifier,Source,days,http://purl.obolibrary.org/obo/UO_0000033,,
http://purl.obolibrary.org/obo/EUPATH_0009183,Klebsiella positive,Resistome.txt::Klebsiella_species,Resistome.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009182,Culture positive species,variable,,Human,characteristicQualifier,Source,days,http://purl.obolibrary.org/obo/UO_0000033,,
http://purl.obolibrary.org/obo/EUPATH_0009163,Maternal amoxicillin administered time,Resistome.txt::m_amoxicillin,Resistome.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009159,Maternal antibiotics administered within 24 h before birth,variable,,Human,characteristicQualifier,Source,,,,
