Full Name	Term IRI	Parent	Parent IRI	ID	Comment name (GeneBank)	definition	Synonym	Package	type	Term type
source material identifiers	http://purl.obolibrary.org/obo/MICRO_0000437	MixS	http://purl.obolibrary.org/obo/MICRO_0000001	MiXS_source_mat_id	source_mat_id	A unique identifier assigned to a material sample (as defined by http://rs.tdwg.org/dwc/terms/materialSampleID, and as opposed to a particular digital record of a material sample) used for extracting nucleic acids, and subsequent sequencing. The identifie		MixS		variable
specific host	http://purl.obolibrary.org/obo/MICRO_0000438	MixS	http://purl.obolibrary.org/obo/MICRO_0000001	MiXS_specific_host	specific_host	If there is a host involved, please provide its taxid (or environmental if not actually isolated from the dead or alive host - i.e. pathogen could be isolated from a swipe of a bench etc) and report whether it is a laboratory or natural host). From this w		MixS		variable
submitted to insdc	http://purl.obolibrary.org/obo/MICRO_0000439	MixS	http://purl.obolibrary.org/obo/MICRO_0000001	MiXS_submitted_to_insdc	submitted_to_insdc	Depending on the study (large-scale e.g. done with next generation sequencing technology, or small-scale) sequences have to be submitted to SRA (Sequence Read Archive), DRA (DDBJ Read Archive) or via the classical Webin/Sequin systems to Genbank, ENA and 		MixS		variable
subspecific genetic lineage	http://purl.obolibrary.org/obo/MICRO_0000440	MixS	http://purl.obolibrary.org/obo/MICRO_0000001	MiXS_subspecf_gen_lin	subspecf_gen_lin	This should provide further information about the genetic distinctness of this lineage by recording additional information i.e biovar, serovar, serotype, biovar, or any relevant genetic typing schemes like Group I plasmid. It can also contain alternative 		MixS		variable
target gene	http://purl.obolibrary.org/obo/MICRO_0000441	MixS	http://purl.obolibrary.org/obo/MICRO_0000001	MiXS_target_gene	target_gene	Targeted gene or locus name for marker gene studies		MixS		variable
target subfragment	http://purl.obolibrary.org/obo/MICRO_0000442	MixS	http://purl.obolibrary.org/obo/MICRO_0000001	MiXS_target_subfragment	target_subfragment	Name of subfragment of a gene or locus. Important to e.g. identify special regions on marker genes like V6 on 16S rRNA		MixS		variable
trophic level	http://purl.obolibrary.org/obo/MICRO_0000443	MixS	http://purl.obolibrary.org/obo/MICRO_0000001	MiXS_trophic_level	trophic_level	Trophic levels are the feeding position in a food chain. Microbes can be a range of producers (e.g. chemolithotroph)		MixS		variable
relevant electronic resources	http://purl.obolibrary.org/obo/MICRO_0000444	MixS	http://purl.obolibrary.org/obo/MICRO_0000001	MiXS_url	url			MixS		variable
MixS	http://purl.obolibrary.org/obo/MICRO_0000001		http://www.w3.org/2002/07/owl#Thing			MIxS contains minimal information of sequencing experiment				category
environmental package	http://purl.obolibrary.org/obo/MICRO_0000002		http://www.w3.org/2002/07/owl#Thing			MIxS environmental package contains terms to annotate samples				category
air	http://purl.obolibrary.org/obo/MICRO_0000003	environmental package	http://purl.obolibrary.org/obo/MICRO_0000002			MIxS environmental package				category
built-environment	http://purl.obolibrary.org/obo/MICRO_0000004	environmental package	http://purl.obolibrary.org/obo/MICRO_0000002			MIxS environmental package				category
host-associated	http://purl.obolibrary.org/obo/MICRO_0000005	environmental package	http://purl.obolibrary.org/obo/MICRO_0000002			MIxS environmental package				category
human-associated	http://purl.obolibrary.org/obo/MICRO_0000006	environmental package	http://purl.obolibrary.org/obo/MICRO_0000002			MIxS environmental package				category
human-oral	http://purl.obolibrary.org/obo/MICRO_0000007	environmental package	http://purl.obolibrary.org/obo/MICRO_0000002			MIxS environmental package				category
human-skin	http://purl.obolibrary.org/obo/MICRO_0000008	environmental package	http://purl.obolibrary.org/obo/MICRO_0000002			MIxS environmental package				category
human-vaginal	http://purl.obolibrary.org/obo/MICRO_0000009	environmental package	http://purl.obolibrary.org/obo/MICRO_0000002			MIxS environmental package				category
microbial mat/biofilm	http://purl.obolibrary.org/obo/MICRO_0000010	environmental package	http://purl.obolibrary.org/obo/MICRO_0000002			MIxS environmental package				category
miscellaneous natural or artificial environment	http://purl.obolibrary.org/obo/MICRO_0000011	environmental package	http://purl.obolibrary.org/obo/MICRO_0000002			MIxS environmental package				category
plant-associated	http://purl.obolibrary.org/obo/MICRO_0000012	environmental package	http://purl.obolibrary.org/obo/MICRO_0000002			MIxS environmental package				category
sediment	http://purl.obolibrary.org/obo/MICRO_0000013	environmental package	http://purl.obolibrary.org/obo/MICRO_0000002			MIxS environmental package				category
soil	http://purl.obolibrary.org/obo/MICRO_0000014	environmental package	http://purl.obolibrary.org/obo/MICRO_0000002			MIxS environmental package				category
wastewater/sludge	http://purl.obolibrary.org/obo/MICRO_0000015	environmental package	http://purl.obolibrary.org/obo/MICRO_0000002			MIxS environmental package				category
water	http://purl.obolibrary.org/obo/MICRO_0000016	environmental package	http://purl.obolibrary.org/obo/MICRO_0000002			MIxS environmental package				category
