"displayOrder","variable","dataFile","IRI","label","definition","category","parentLabel","parentIRI","termType","colOrder","codebookDescription","codebookValues","notesForOnt"
"","hh_18m::tv","hh_18m","http://purl.obolibrary.org/obo/ENVO_01000579","Television","Whether the household had a television.","Household","Assets","","value","","Television","1 - Yes, 0 - No, -7: Don't know, -8: Refused to answer",""
"","hh_18m::unfedfunestus","hh_18m","http://purl.obolibrary.org/obo/EUPATH_0000204","Unfed Anopheles funestus count","Number of unfed Anopheles funestus mosquitoes. Mosquitoes were collected from a subset of enrolled households at each study timepoint.","Entomology","Anopheles funestus results","","variable","","","",""
"","hh_18m::unfedgambiae","hh_18m","http://purl.obolibrary.org/obo/EUPATH_0000205","Unfed Anopheles gambiae count","Number of unfed Anopheles funestus mosquitoes. Mosquitoes were collected from a subset of enrolled households at each study timepoint.","Entomology","Anopheles gambiae sl results","","variable","","","",""
"","hh_18m::watch","hh_18m","http://purl.obolibrary.org/obo/EUPATH_0000186","Watch","Whether any member of the household owned or had access to a watch.","Household","Assets","","value","","Watch","1 - Yes, 0 - No, -7: Don't know, -8: Refused to answer",""
"","hh_18m::whatburn","hh_18m","new IRI","Material burned","If the household burned anything last night inside of the dwelling to keep mosquitoes away, specify what was burned.","Household","Household vector intervention","","variable","","If yes, specify","1 = Coil, 2 = Herbs, 3 = Other, -9=Skipped","new term, suggested parent = Household vector intervention"
"","hh_18m::whatburnother","hh_18m","new IRI","Material burned","If the household burned anything last night inside of the dwelling to keep mosquitoes away, specify what was burned.","Household","Household vector intervention","","variable","","Describe other","String","new term, suggested parent = Household vector intervention"
"","hh_18m::whynonet","hh_18m","new IRI","Reason UCC LLIN not received","The reason that the household did not receive a long-lasting insecticide treated bednet (LLIN) during the 2016-2017 Universal Coverage Campaign (UCC) led by the Ministry of Health.","Household","Universal Coverage Campaign","","variable","","If no, why did you not receive nets?","1 – No nets were delivered to the area (village or parish) , 2 – We did not go to collect the nets, 3 – We were never told to collect the nets , 4 –We were told our household did not need nets, 5 –We were away when the nets were distributed, 6 –The local leaders refused to accept the nets, 7 – Given to a child to take to boarding school, 9 – Other, -7: Don't know, -8: Refused to answer","new term, suggested parent = Universal Coverage Campaign (new parent category)"
"","hh_18m::whyother","hh_18m","new IRI","Reason UCC LLIN not received","The reason that the household did not receive a long-lasting insecticide treated bednet (LLIN) during the 2016-2017 Universal Coverage Campaign (UCC) led by the Ministry of Health.","Household","Universal Coverage Campaign","","variable","","Please specify other reason","String","new term, suggested parent = Universal Coverage Campaign (new parent category)"
"","hh_18m::windows","hh_18m","http://purl.obolibrary.org/obo/EUPATH_0025050","Windows","Whether the dwelling has windows.","Household","Dwelling characteristics","","variable","","Does the household have windows?","1 - Yes, 0 - No",""
"","hh_member_00m::agecat","hh_member_00m","http://purl.obolibrary.org/obo/EUPATH_0040020","Age category","","Observation","Observation details","","variable","","Age categories","",""
"","hh_member_00m::ageyrs","hh_member_00m","http://purl.obolibrary.org/obo/OBI_0001169","Age","Age in years.","Observation","Observation details","","variable","","","",""
"","hh_member_00m::anemia10","hh_member_00m","http://purl.obolibrary.org/obo/EUPATH_0020209","Anemia (hemoglobin less than 10g/dL)","Whether the participant had anemia, defined as hemoglobin levels less than 10g/dL.","Sample","Blood test","","variable","","Anemia defined as Hb < 10","",""
"","hh_member_00m::anemia11","hh_member_00m","http://purl.obolibrary.org/obo/EUPATH_0011161","Anemia (hemoglobin less than 11g/dL)","Whether the participant had anemia, defined as hemoglobin levels less than 11g/dL.","Sample","Blood test","","variable","","","",""
"","hh_member_00m::anemia8","hh_member_00m","new IRI","Anemia (hemoglobin less than 8g/dL)","Whether the participant had anemia, defined as hemoglobin levels less than 8g/dL.","Sample","Blood test","","variable","","Anemia defined as Hb < 8","","new term, suggested parent = Blood test"
"","hh_member_00m::anynet","hh_member_00m","http://purl.obolibrary.org/obo/EUPATH_0025013","Bednet last night","Whether the participant slept under any bednet during the prior night.","Observation","Personal vector intervention","","variable","","Whether household member slept under any bednet the prior night","",""
"","hh_member_00m::bsbarcode1","hh_member_00m","http://purl.obolibrary.org/obo/EUPATH_0027007","Blood smear slide ID","Barcode for the blood smear.","Sample","Blood sample","","variable","","Barcode for blood smear","String, -9: Skipped",""
"","hh_member_00m::bsdich","hh_member_00m","http://purl.obolibrary.org/obo/EUPATH_0024314","Plasmodium, by thick smear microscopy","Whether Plasmodium parasites were detected, by thick smear microscopy.","Sample","Plasmodium in blood","","variable","","Blood smear result dichotomized","",""
"","hh_member_00m::bsresults","hh_member_00m","http://purl.obolibrary.org/obo/EUPATH_0041029","Blood smear performed","If the participant consented, whether the blood smear was done.","Sample","Blood eukaryote testing","","variable","","BS results available if consented","",""
"","hh_member_00m::cluster","hh_member_00m","http://purl.obolibrary.org/obo/EUPATH_0035024","Cluster ID","Clusters--defined as one health sub-district--were randomly assigned to one of four study arms. 104 clusters cover 48 districts in Eastern and Western Uganda, and were the unit of randomization for intervention assignment.","Household","Household administrative information","","variable","","Cluster Code / Health sub-district number","Cluster codes 001-104",""
"","hh_member_00m::consent","hh_member_00m","new IRI","Consent for lab testing","Whether the participant (or adult, if the participant is a child) consented to laboratory testing.","Sample","Blood sample collection process","","variable","","Does [[participantsname]] consent to laboratory testing?

(Adult consents if it is a child)","1 - Yes, 0 - No, 2 - Not at home","new term, suggested parent = Blood sample collection process"
"","hh_member_00m::date","hh_member_00m","http://purl.obolibrary.org/obo/EUPATH_0004991","Observation date","","Observation","Observation details","","variable, derived","","date of start of interview","",""
"","hh_member_00m::district","hh_member_00m","http://purl.obolibrary.org/obo/EUPATH_0000407","District","48 districts in Eastern and Western Uganda were included, covering a wide range of epidemiological settings with varying levels of malaria transmission and insecticide resistance.","Household","Geographic location","","variable","","","",""
"","hh_member_00m::febrile","hh_member_00m","http://purl.obolibrary.org/obo/EUPATH_0000097","Febrile","Subjective fever (reported in the past 48 hours) or elevated temperature of > 38 C.","Observation","Symptoms","","variable","","Subjective fever or elevated temperature","",""
"","hh_member_00m::fpbarcode1","hh_member_00m","http://purl.obolibrary.org/obo/OBI_0001616","Sample ID","Barcode for the filter paper blood sample.","Sample","Sample","","variable","","Barcode for Filter paper","String, -9: Skipped",""
"","hh_member_00m::gametocytes","hh_member_00m","http://purl.obolibrary.org/obo/EUPATH_0027010","Plasmodium falciparum gametocytes, by microscopy","Whether Plasmodium falciparum gametocytes were detected by microscopy.","Sample","Plasmodium in blood","","variable","","Gametocytaemia (whether gametocytes were present by microscopy)","",""
"","hh_member_00m::gender","hh_member_00m","http://purl.obolibrary.org/obo/PATO_0000047","Sex","","Participant","Demographics","","variable","","Gender of [[participantsname]]?","1 - Male, 2 - Female",""
"","hh_member_00m::hbdone","hh_member_00m","http://purl.obolibrary.org/obo/EUPATH_0027005","Hemoglobin measurement performed","Whether measurement of hemoglobin was performed.","Sample","Blood tests performed","","variable","","Hemoglobin measured","",""
"","hh_member_00m::health_sub_district","hh_member_00m","new IRI","Health sub-district","104 health sub-districts (each serving approximately 100,000 people) cover 48 districts in Eastern and Western Uganda.","Household","Geographic location","","variable","","","","new term, suggested parent = Geographic location"
"","hh_member_00m::hemoglobin","hh_member_00m","http://purl.obolibrary.org/obo/EUPATH_0000047","Hemoglobin (g/dL)","","Sample","Blood test","","variable","","Record hemoglobin level","1-20, -9: Skipped ",""
"","hh_member_00m::hhid","hh_member_00m","http://purl.obolibrary.org/obo/EUPATH_0000094","Household ID","","Household","Household","","variable","","Household ID number","9 digit code",""
"","hh_member_00m::inclusion_criteria","hh_member_00m","new IRI","Eligible for clinical survey","Whether the participant was eligible to be included in the clinical survey. All children aged 2-10 years from enrolled households who were present were eligible for participation in the clinical survey.","Participant","Administrative information","","variable","","Is participant eligible for Clinical Survey","1 - Yes, 0 - No","new term, suggested parent = Administrative information"
"","hh_member_00m::itn","hh_member_00m","http://purl.obolibrary.org/obo/EUPATH_0000216","ITN last night","Whether the participant slept under any insecticide-treated bednet (ITN) last night).","Participant","Personal vector intervention","","variable","","Whether household member slept under any ITN the prior night","",""
"","hh_member_00m::lessthantwo","hh_member_00m","new IRI","Age <2 years","Whether the participant was less than 2 years old.","Observation","Observation details","","variable","","Is [[participantsname]] less than 2 years old?","1 - Yes, 0 - No, -9: Skipped (fof HoH)","new term, suggested parent = Observation details"
"","hh_member_00m::llincat","hh_member_00m","http://purl.obolibrary.org/obo/EUPATH_0035014","Intervention assignment","Clusters were randomized to receive one of 4 types of long-lasting insecticide-treated bednets (LLINs): (1) PermaNet 2.0, (2) PermaNet 3.0, (3) Olyset Net, or (4) Olyset Plus.","Household","Household","","variable","","Type of LLIN cluster assinged to","",""
"","hh_member_00m::llindich","hh_member_00m","new IRI","Intervention assignment, dichotomized","Clusters were randomized to receive either conventional long-lasting insecticide-treated bednets (LLINs) or LLINs containing piperonyl butoxide (PBO). Conventional LLINs include PermaNet 2.0 and Olyset Net. PBO LLINs include PermaNet 3.0 and Olyset Plus.","Household","Household","","variable","","Intervention arm dichotomized","","new term, suggested parent = Household"
"","hh_member_00m::parasitedensity","hh_member_00m","http://purl.obolibrary.org/obo/EUPATH_0000092","Plasmodium asexual stages (per uL blood), by microscopy","Plasmodium parasite density (asexual stages per uL of blood), by microscopy.","Sample","Plasmodium in blood","","variable","","","",""
"","hh_member_00m::pid","hh_member_00m","http://purl.obolibrary.org/obo/EUPATH_0000095","Participant ID","Note that a given participant may have been included in multiple rounds of the community survey (baseline, 6m, 12m, or 18m), but will have had a different 'Participant ID' assigned at each round.","Participant","Participant","","variable, derived","","","",""
"","hh_member_00m::rdtiffebrile","hh_member_00m","http://purl.obolibrary.org/obo/EUPATH_0027004","RDT performed","If the participant was febrile, whether a rapid diagnostic test (RDT) was performed.","Sample","Blood eukaryote testing","","variable","","RDT done if febrile","",""
"","hh_member_00m::rdtrslt","hh_member_00m","http://purl.obolibrary.org/obo/EUPATH_0024217","Plasmodium, by RDT","Whether the participant tested positive for Plasmodium with a rapid diagnostic test (RDT).","Sample","Plasmodium in blood","","variable","","Result of RDT","1 - Positive, 2 - Negative, -9: Skipped",""
"","hh_member_00m::region","hh_member_00m","http://purl.obolibrary.org/obo/EUPATH_0000452","Region","Because of vectors and suspected differences in insecticide resistance patterns, randomization of intervention assignment was stratified by region. 66 health sub-districts were in Western regions and 38 in Eastern regions, representing approximately half of the country.","Household","Geographic location","","variable","","","",""
"","hh_member_00m::regions","hh_member_00m","http://purl.obolibrary.org/obo/EUPATH_0000452","Region","Because of vectors and suspected differences in insecticide resistance patterns, randomization of intervention assignment was stratified by region. 66 health sub-districts were in Western regions and 38 in Eastern regions, representing approximately half of the country.","Household","Geographic location","","variable","","Ordered regions of the country","",""
"","hh_member_00m::relation","hh_member_00m","http://purl.obolibrary.org/obo/EUPATH_0000376","Relationship to household head","Relationship of the participant to the household head.","Participant","Individuals related to participant","","variable","","What is [[participantsname]]'s relationship to the household head?","0: Self (household head), 1: husband/wife, 2: son/daughter, 3: father/mother, 4: grandson/granddaughter/great-grandson/great-granddaughter, 5: grandmother/grandfather/great-grandmother/great-grandfather, 6: Brother/Sister, 7: Aunt/Uncle, 8: Cousin, 9: Niece/Nephew, 10: Stepchild, 11: Foster child, 12: Girlfriend, 13: Boyfriend, 14: House helper, 15: Employee, 16: Renter, 17: Student-boarder 18: Other",""
"","hh_member_00m::relation_oth","hh_member_00m","http://purl.obolibrary.org/obo/EUPATH_0000376","Relationship to household head","Relationship of the participant to the household head.","Participant","Individuals related to participant","","variable","","Enter [[participantsname]]'s relationship to the household head","String",""
"","hh_member_00m::relationcat","hh_member_00m","new IRI","Relationship categorization","Categorization of the relationship of the participant to the household head.","Participant","Individuals related to participant","","variable","","Relationship categories","","new term, suggested parent = Individuals related to participant"
"","hh_member_06m::agecat","hh_member_06m","http://purl.obolibrary.org/obo/EUPATH_0040020","Age category","","Observation","Observation details","","variable","","Age categories","",""
"","hh_member_06m::ageyrs","hh_member_06m","http://purl.obolibrary.org/obo/OBI_0001169","Age","Age in years.","Observation","Observation details","","variable","","","",""
"","hh_member_06m::anemia10","hh_member_06m","http://purl.obolibrary.org/obo/EUPATH_0020209","Anemia (hemoglobin less than 10g/dL)","Whether the participant had anemia, defined as hemoglobin levels less than 10g/dL.","Sample","Blood test","","variable","","Anemia defined as Hb < 10","",""
"","hh_member_06m::anemia11","hh_member_06m","http://purl.obolibrary.org/obo/EUPATH_0011161","Anemia (hemoglobin less than 11g/dL)","Whether the participant had anemia, defined as hemoglobin levels less than 11g/dL.","Sample","Blood test","","variable","","","",""
"","hh_member_06m::anemia8","hh_member_06m","new IRI","Anemia (hemoglobin less than 8g/dL)","Whether the participant had anemia, defined as hemoglobin levels less than 8g/dL.","Sample","Blood test","","variable","","Anemia defined as Hb < 8","","new term, suggested parent = Blood test"
"","hh_member_06m::anynet","hh_member_06m","http://purl.obolibrary.org/obo/EUPATH_0025013","Bednet last night","Whether the participant slept under any bednet during the prior night.","Observation","Personal vector intervention","","variable","","Whether household member slept under any bednet the prior night","",""
"","hh_member_06m::bsbarcode1","hh_member_06m","http://purl.obolibrary.org/obo/EUPATH_0027007","Blood smear slide ID","Barcode for the blood smear.","Sample","Blood sample","","variable","","Barcode for blood smear","String, -9: Skipped",""
"","hh_member_06m::bsdich","hh_member_06m","http://purl.obolibrary.org/obo/EUPATH_0024314","Plasmodium, by thick smear microscopy","Whether Plasmodium parasites were detected, by thick smear microscopy.","Sample","Plasmodium in blood","","variable","","Blood smear result dichotomized","",""
"","hh_member_06m::bsdone","hh_member_06m","http://purl.obolibrary.org/obo/EUPATH_0041029","Blood smear performed","If the participant consented, whether the blood smear was done.","Sample","Blood eukaryote testing","","variable","","Whether blood smear was done (if consented)","",""
"","hh_member_06m::cluster","hh_member_06m","http://purl.obolibrary.org/obo/EUPATH_0035024","Cluster ID","Clusters--defined as one health sub-district--were randomly assigned to one of four study arms. 104 clusters cover 48 districts in Eastern and Western Uganda, and were the unit of randomization for intervention assignment.","Household","Household administrative information","","variable","","Cluster Code / Health sub-district number","Cluster codes 001-104",""
"","hh_member_06m::consent","hh_member_06m","new IRI","Consent for lab testing","Whether the participant (or adult, if the participant is a child) consented to laboratory testing.","Sample","Blood sample collection process","","variable","","Does [[participantsname]] consent to laboratory testing?

(Adult consents if it is a child)","1 - Yes, 0 - No, 2 - Not at home","new term, suggested parent = Blood sample collection process"
"","hh_member_06m::date","hh_member_06m","http://purl.obolibrary.org/obo/EUPATH_0004991","Observation date","","Observation","Observation details","","variable, derived","","date of start of interview","",""
"","hh_member_06m::district","hh_member_06m","http://purl.obolibrary.org/obo/EUPATH_0000407","District","48 districts in Eastern and Western Uganda were included, covering a wide range of epidemiological settings with varying levels of malaria transmission and insecticide resistance.","Household","Geographic location","","variable","","","",""
"","hh_member_06m::febrile","hh_member_06m","http://purl.obolibrary.org/obo/EUPATH_0000097","Febrile","Subjective fever (reported in the past 48 hours) or elevated temperature of > 38 C.","Observation","Symptoms","","variable","","Subjective fever or elevated temperature","",""
"","hh_member_06m::fpbarcode1","hh_member_06m","http://purl.obolibrary.org/obo/OBI_0001616","Sample ID","Barcode for the filter paper blood sample.","Sample","Sample","","variable","","Barcode for Filter paper","String, -9: Skipped",""
"","hh_member_06m::gametocytes","hh_member_06m","http://purl.obolibrary.org/obo/EUPATH_0027010","Plasmodium falciparum gametocytes, by microscopy","Whether Plasmodium falciparum gametocytes were detected by microscopy.","Sample","Plasmodium in blood","","variable","","Gametocytaemia (whether gametocytes were present by microscopy)","",""
"","hh_member_06m::gender","hh_member_06m","http://purl.obolibrary.org/obo/PATO_0000047","Sex","","Participant","Demographics","","variable","","Gender of [[participantsname]]?","1 - Male, 2 - Female",""
"","hh_member_06m::hbdone","hh_member_06m","http://purl.obolibrary.org/obo/EUPATH_0027005","Hemoglobin measurement performed","Whether measurement of hemoglobin was performed.","Sample","Blood tests performed","","variable","","Hemoglobin measured","",""
"","hh_member_06m::health_sub_district","hh_member_06m","new IRI","Health sub-district","104 health sub-districts (each serving approximately 100,000 people) cover 48 districts in Eastern and Western Uganda.","Household","Geographic location","","variable","","","","new term, suggested parent = Geographic location"
"","hh_member_06m::hemoglobin","hh_member_06m","http://purl.obolibrary.org/obo/EUPATH_0000047","Hemoglobin (g/dL)","","Sample","Blood test","","variable","","Record hemoglobin level","1-20, -9: Skipped ",""
"","hh_member_06m::hhid","hh_member_06m","http://purl.obolibrary.org/obo/EUPATH_0000094","Household ID","","Household","Household","","variable","","Household ID number","9 digit code",""
"","hh_member_06m::inclusion_criteria","hh_member_06m","new IRI","Eligible for clinical survey","Whether the participant was eligible to be included in the clinical survey. All children aged 2-10 years from enrolled households who were present were eligible for participation in the clinical survey.","Participant","Administrative information","","variable","","Is participant eligible for Clinical Survey","1 - Yes, 0 - No","new term, suggested parent = Administrative information"
"","hh_member_06m::itn","hh_member_06m","http://purl.obolibrary.org/obo/EUPATH_0000216","ITN last night","Whether the participant slept under any insecticide-treated bednet (ITN) last night).","Participant","Personal vector intervention","","variable","","Whether household member slept under any ITN the prior night","",""
"","hh_member_06m::lessthantwo","hh_member_06m","new IRI","Age <2 years","Whether the participant was less than 2 years old.","Observation","Observation details","","variable","","Is [[participantsname]] less than 2 years old?","1 - Yes, 0 - No, -9: Skipped (fof HoH)","new term, suggested parent = Observation details"
"","hh_member_06m::llincat","hh_member_06m","http://purl.obolibrary.org/obo/EUPATH_0035014","Intervention assignment","Clusters were randomized to receive one of 4 types of long-lasting insecticide-treated bednets (LLINs): (1) PermaNet 2.0, (2) PermaNet 3.0, (3) Olyset Net, or (4) Olyset Plus.","Household","Household","","variable","","Type of LLIN cluster assinged to","",""
"","hh_member_06m::llindich","hh_member_06m","new IRI","Intervention assignment, dichotomized","Clusters were randomized to receive either conventional long-lasting insecticide-treated bednets (LLINs) or LLINs containing piperonyl butoxide (PBO). Conventional LLINs include PermaNet 2.0 and Olyset Net. PBO LLINs include PermaNet 3.0 and Olyset Plus.","Household","Household","","variable","","Intervention arm dichotomized","","new term, suggested parent = Household"
"","hh_member_06m::parasitedensity","hh_member_06m","http://purl.obolibrary.org/obo/EUPATH_0000092","Plasmodium asexual stages (per uL blood), by microscopy","Plasmodium parasite density (asexual stages per uL of blood), by microscopy.","Sample","Plasmodium in blood","","variable","","","",""
"","hh_member_06m::pid","hh_member_06m","http://purl.obolibrary.org/obo/EUPATH_0000095","Participant ID","Note that a given participant may have been included in multiple rounds of the community survey (baseline, 6m, 12m, or 18m), but will have had a different 'Participant ID' assigned at each round.","Participant","Participant","","variable, derived","","","",""
"","hh_member_06m::rdtiffebrile","hh_member_06m","http://purl.obolibrary.org/obo/EUPATH_0027004","RDT performed","If the participant was febrile, whether a rapid diagnostic test (RDT) was performed.","Sample","Blood eukaryote testing","","variable","","RDT done if febrile","",""
"","hh_member_06m::rdtrslt","hh_member_06m","http://purl.obolibrary.org/obo/EUPATH_0024217","Plasmodium, by RDT","Whether the participant tested positive for Plasmodium with a rapid diagnostic test (RDT).","Sample","Plasmodium in blood","","variable","","Result of RDT","1 - Positive, 2 - Negative, -9: Skipped",""
"","hh_member_06m::region","hh_member_06m","http://purl.obolibrary.org/obo/EUPATH_0000452","Region","Because of vectors and suspected differences in insecticide resistance patterns, randomization of intervention assignment was stratified by region. 66 health sub-districts were in Western regions and 38 in Eastern regions, representing approximately half of the country.","Household","Geographic location","","variable","","","",""
"","hh_member_06m::relation","hh_member_06m","http://purl.obolibrary.org/obo/EUPATH_0000376","Relationship to household head","Relationship of the participant to the household head.","Participant","Individuals related to participant","","variable","","What is [[participantsname]]'s relationship to the household head?","0: Self (household head), 1: husband/wife, 2: son/daughter, 3: father/mother, 4: grandson/granddaughter/great-grandson/great-granddaughter, 5: grandmother/grandfather/great-grandmother/great-grandfather, 6: Brother/Sister, 7: Aunt/Uncle, 8: Cousin, 9: Niece/Nephew, 10: Stepchild, 11: Foster child, 12: Girlfriend, 13: Boyfriend, 14: House helper, 15: Employee, 16: Renter, 17: Student-boarder 18: Other",""
"","hh_member_06m::relation_oth","hh_member_06m","http://purl.obolibrary.org/obo/EUPATH_0000376","Relationship to household head","Relationship of the participant to the household head.","Participant","Individuals related to participant","","variable","","Enter [[participantsname]]'s relationship to the household head","String",""
"","hh_member_06m::relationcat","hh_member_06m","new IRI","Relationship categorization","Categorization of the relationship of the participant to the household head.","Participant","Individuals related to participant","","variable","","Relationship categories","","new term, suggested parent = Individuals related to participant"
"","hh_member_12m::agecat","hh_member_12m","http://purl.obolibrary.org/obo/EUPATH_0040020","Age category","","Observation","Observation details","","variable","","Age categories","",""
"","hh_member_12m::ageyrs","hh_member_12m","http://purl.obolibrary.org/obo/OBI_0001169","Age","Age in years.","Observation","Observation details","","variable","","","",""
"","hh_member_12m::anemia10","hh_member_12m","http://purl.obolibrary.org/obo/EUPATH_0020209","Anemia (hemoglobin less than 10g/dL)","Whether the participant had anemia, defined as hemoglobin levels less than 10g/dL.","Sample","Blood test","","variable","","Anemia defined as Hb < 10","",""
"","hh_member_12m::anemia11","hh_member_12m","http://purl.obolibrary.org/obo/EUPATH_0011161","Anemia (hemoglobin less than 11g/dL)","Whether the participant had anemia, defined as hemoglobin levels less than 11g/dL.","Sample","Blood test","","variable","","","",""
"","hh_member_12m::anemia8","hh_member_12m","new IRI","Anemia (hemoglobin less than 8g/dL)","Whether the participant had anemia, defined as hemoglobin levels less than 8g/dL.","Sample","Blood test","","variable","","Anemia defined as Hb < 8","","new term, suggested parent = Blood test"
"","hh_member_12m::anynet","hh_member_12m","http://purl.obolibrary.org/obo/EUPATH_0025013","Bednet last night","Whether the participant slept under any bednet during the prior night.","Observation","Personal vector intervention","","variable","","Whether household member slept under any bednet the prior night","",""
"","hh_member_12m::bsbarcode1","hh_member_12m","http://purl.obolibrary.org/obo/EUPATH_0027007","Blood smear slide ID","Barcode for the blood smear.","Sample","Blood sample","","variable","","Barcode for blood smear","String, -9: Skipped",""
"","hh_member_12m::bsdich","hh_member_12m","http://purl.obolibrary.org/obo/EUPATH_0024314","Plasmodium, by thick smear microscopy","Whether Plasmodium parasites were detected, by thick smear microscopy.","Sample","Plasmodium in blood","","variable","","Blood smear result dichotomized","",""
"","hh_member_12m::bsdone","hh_member_12m","http://purl.obolibrary.org/obo/EUPATH_0041029","Blood smear performed","If the participant consented, whether the blood smear was done.","Sample","Blood eukaryote testing","","variable","","Whether blood smear was done (if consented)","",""
"","hh_member_12m::cluster","hh_member_12m","http://purl.obolibrary.org/obo/EUPATH_0035024","Cluster ID","Clusters--defined as one health sub-district--were randomly assigned to one of four study arms. 104 clusters cover 48 districts in Eastern and Western Uganda, and were the unit of randomization for intervention assignment.","Household","Household administrative information","","variable","","Cluster Code / Health sub-district number","Cluster codes 001-104",""
"","hh_member_12m::consent","hh_member_12m","new IRI","Consent for lab testing","Whether the participant (or adult, if the participant is a child) consented to laboratory testing.","Sample","Blood sample collection process","","variable","","Does [[participantsname]] consent to laboratory testing?

(Adult consents if it is a child)","1 - Yes, 0 - No, 2 - Not at home","new term, suggested parent = Blood sample collection process"
"","hh_member_12m::date","hh_member_12m","http://purl.obolibrary.org/obo/EUPATH_0004991","Observation date","","Observation","Observation details","","variable, derived","","date of start of interview","",""
"","hh_member_12m::district","hh_member_12m","http://purl.obolibrary.org/obo/EUPATH_0000407","District","48 districts in Eastern and Western Uganda were included, covering a wide range of epidemiological settings with varying levels of malaria transmission and insecticide resistance.","Household","Geographic location","","variable","","","",""
"","hh_member_12m::febrile","hh_member_12m","http://purl.obolibrary.org/obo/EUPATH_0000097","Febrile","Subjective fever (reported in the past 48 hours) or elevated temperature of > 38 C.","Observation","Symptoms","","variable","","Subjective fever or elevated temperature","",""
"","hh_member_12m::fpbarcode1","hh_member_12m","http://purl.obolibrary.org/obo/OBI_0001616","Sample ID","Barcode for the filter paper blood sample.","Sample","Sample","","variable","","Barcode for Filter paper","String, -9: Skipped",""
"","hh_member_12m::gametocytes","hh_member_12m","http://purl.obolibrary.org/obo/EUPATH_0027010","Plasmodium falciparum gametocytes, by microscopy","Whether Plasmodium falciparum gametocytes were detected by microscopy.","Sample","Plasmodium in blood","","variable","","Gametocytaemia (whether gametocytes were present by microscopy)","",""
"","hh_member_12m::gender","hh_member_12m","http://purl.obolibrary.org/obo/PATO_0000047","Sex","","Participant","Demographics","","variable","","Gender of [[participantsname]]?","1 - Male, 2 - Female",""
"","hh_member_12m::hbdone","hh_member_12m","http://purl.obolibrary.org/obo/EUPATH_0027005","Hemoglobin measurement performed","Whether measurement of hemoglobin was performed.","Sample","Blood tests performed","","variable","","Hemoglobin measured","",""
"","hh_member_12m::health_sub_district","hh_member_12m","new IRI","Health sub-district","104 health sub-districts (each serving approximately 100,000 people) cover 48 districts in Eastern and Western Uganda.","Household","Geographic location","","variable","","","","new term, suggested parent = Geographic location"
"","hh_member_12m::hemoglobin","hh_member_12m","http://purl.obolibrary.org/obo/EUPATH_0000047","Hemoglobin (g/dL)","","Sample","Blood test","","variable","","Record hemoglobin level","1-20, -9: Skipped ",""
"","hh_member_12m::hhid","hh_member_12m","http://purl.obolibrary.org/obo/EUPATH_0000094","Household ID","","Household","Household","","variable","","Household ID number","9 digit code",""
"","hh_member_12m::inclusion_criteria","hh_member_12m","new IRI","Eligible for clinical survey","Whether the participant was eligible to be included in the clinical survey. All children aged 2-10 years from enrolled households who were present were eligible for participation in the clinical survey.","Participant","Administrative information","","variable","","Is participant eligible for Clinical Survey","1 - Yes, 0 - No","new term, suggested parent = Administrative information"
"","hh_member_12m::itn","hh_member_12m","http://purl.obolibrary.org/obo/EUPATH_0000216","ITN last night","Whether the participant slept under any insecticide-treated bednet (ITN) last night).","Participant","Personal vector intervention","","variable","","Whether household member slept under any ITN the prior night","",""
"","hh_member_12m::lessthantwo","hh_member_12m","new IRI","Age <2 years","Whether the participant was less than 2 years old.","Observation","Observation details","","variable","","Is [[participantsname]] less than 2 years old?","1 - Yes, 0 - No, -9: Skipped (fof HoH)","new term, suggested parent = Observation details"
"","hh_member_12m::llincat","hh_member_12m","http://purl.obolibrary.org/obo/EUPATH_0035014","Intervention assignment","Clusters were randomized to receive one of 4 types of long-lasting insecticide-treated bednets (LLINs): (1) PermaNet 2.0, (2) PermaNet 3.0, (3) Olyset Net, or (4) Olyset Plus.","Household","Household","","variable","","Type of LLIN cluster assinged to","",""
"","hh_member_12m::llindich","hh_member_12m","new IRI","Intervention assignment, dichotomized","Clusters were randomized to receive either conventional long-lasting insecticide-treated bednets (LLINs) or LLINs containing piperonyl butoxide (PBO). Conventional LLINs include PermaNet 2.0 and Olyset Net. PBO LLINs include PermaNet 3.0 and Olyset Plus.","Household","Household","","variable","","Intervention arm dichotomized","","new term, suggested parent = Household"
"","hh_member_12m::parasitedensity","hh_member_12m","http://purl.obolibrary.org/obo/EUPATH_0000092","Plasmodium asexual stages (per uL blood), by microscopy","Plasmodium parasite density (asexual stages per uL of blood), by microscopy.","Sample","Plasmodium in blood","","variable","","","",""
"","hh_member_12m::pid","hh_member_12m","http://purl.obolibrary.org/obo/EUPATH_0000095","Participant ID","Note that a given participant may have been included in multiple rounds of the community survey (baseline, 6m, 12m, or 18m), but will have had a different 'Participant ID' assigned at each round.","Participant","Participant","","variable, derived","","","",""
"","hh_member_12m::rdtiffebrile","hh_member_12m","http://purl.obolibrary.org/obo/EUPATH_0027004","RDT performed","If the participant was febrile, whether a rapid diagnostic test (RDT) was performed.","Sample","Blood eukaryote testing","","variable","","RDT done if febrile","",""
"","hh_member_12m::rdtrslt","hh_member_12m","http://purl.obolibrary.org/obo/EUPATH_0024217","Plasmodium, by RDT","Whether the participant tested positive for Plasmodium with a rapid diagnostic test (RDT).","Sample","Plasmodium in blood","","variable","","Result of RDT","1 - Positive, 2 - Negative, -9: Skipped",""
