overallOrder,variable,dataFile,IRI,label,definition,category,parentLabel,parentIRI,codebookDescription,codebookValues,termType,notesForOnt
388,anof4hthid,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Anopheles head and thorax ID,,Entomology,Anopheles,,Female #4: Mosquito head + thorax ID,,variable,
389,anof4abid,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Anopheles abdomen ID,,Entomology,Anopheles,,Female #4: Mosquito abdomen ID,,variable,
390,anof4morph,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,"Anopheles species, by morphology",,Entomology,Anopheles,,Female #4: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",variable,
392,anof4gono,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Anopheles gonotrophic status,,Entomology,Anopheles,,Female #4: Gonotrophic status,"1, Empty/unfed | 2, Bloodfed | 3, Half-gravid | 4, Gravid",variable,
393,anof4tubes,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,"Head and thorax, abdomen collected",,Entomology,Anopheles,,Female #4: Head + thorax and abdomen separated and placed into tubes?,"0, No | 1, Yes",variable,
395,anof5hthid,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Anopheles head and thorax ID,,Entomology,Anopheles,,Female #5: Mosquito head + thorax ID,,variable,
396,anof5abid,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Anopheles abdomen ID,,Entomology,Anopheles,,Female #5: Mosquito abdomen ID,,variable,
397,anof5morph,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,"Anopheles species, by morphology",,Entomology,Anopheles,,Female #5: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",variable,
399,anof5gono,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Anopheles gonotrophic status,,Entomology,Anopheles,,Female #5: Gonotrophic status,"1, Empty/unfed | 2, Bloodfed | 3, Half-gravid | 4, Gravid",variable,
400,anof5tubes,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,"Head and thorax, abdomen collected",,Entomology,Anopheles,,Female #5: Head + thorax and abdomen separated and placed into tubes?,"0, No | 1, Yes",variable,
402,anof6hthid,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Anopheles head and thorax ID,,Entomology,Anopheles,,Female #6: Mosquito head + thorax ID,,variable,
403,anof6abid,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Anopheles abdomen ID,,Entomology,Anopheles,,Female #6: Mosquito abdomen ID,,variable,
404,anof6morph,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,"Anopheles species, by morphology",,Entomology,Anopheles,,Female #6: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",variable,
406,anof6gono,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Anopheles gonotrophic status,,Entomology,Anopheles,,Female #6: Gonotrophic status,"1, Empty/unfed | 2, Bloodfed | 3, Half-gravid | 4, Gravid",variable,
407,anof6tubes,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,"Head and thorax, abdomen collected",,Entomology,Anopheles,,Female #6: Head + thorax and abdomen separated and placed into tubes?,"0, No | 1, Yes",variable,
409,anof7hthid,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Anopheles head and thorax ID,,Entomology,Anopheles,,Female #7: Mosquito head + thorax ID,,variable,
410,anof7abid,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Anopheles abdomen ID,,Entomology,Anopheles,,Female #7: Mosquito abdomen ID,,variable,
411,anof7morph,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,"Anopheles species, by morphology",,Entomology,Anopheles,,Female #7: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",variable,
413,anof7gono,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Anopheles gonotrophic status,,Entomology,Anopheles,,Female #7: Gonotrophic status,"1, Empty/unfed | 2, Bloodfed | 3, Half-gravid | 4, Gravid",variable,
414,anof7tubes,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,"Head and thorax, abdomen collected",,Entomology,Anopheles,,Female #7: Head + thorax and abdomen separated and placed into tubes?,"0, No | 1, Yes",variable,
416,anof8hthid,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Anopheles head and thorax ID,,Entomology,Anopheles,,Female #8: Mosquito head + thorax ID,,variable,
417,anof8abid,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Anopheles abdomen ID,,Entomology,Anopheles,,Female #8: Mosquito abdomen ID,,variable,
418,anof8morph,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,"Anopheles species, by morphology",,Entomology,Anopheles,,Female #8: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",variable,
420,anof8gono,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Anopheles gonotrophic status,,Entomology,Anopheles,,Female #8: Gonotrophic status,"1, Empty/unfed | 2, Bloodfed | 3, Half-gravid | 4, Gravid",variable,
421,anof8tubes,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,"Head and thorax, abdomen collected",,Entomology,Anopheles,,Female #8: Head + thorax and abdomen separated and placed into tubes?,"0, No | 1, Yes",variable,
423,anof9hthid,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Anopheles head and thorax ID,,Entomology,Anopheles,,Female #9: Mosquito head + thorax ID,,variable,
424,anof9abid,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Anopheles abdomen ID,,Entomology,Anopheles,,Female #9: Mosquito abdomen ID,,variable,
425,anof9morph,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,"Anopheles species, by morphology",,Entomology,Anopheles,,Female #9: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",variable,
427,anof9gono,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Anopheles gonotrophic status,,Entomology,Anopheles,,Female #9: Gonotrophic status,"1, Empty/unfed | 2, Bloodfed | 3, Half-gravid | 4, Gravid",variable,
428,anof9tubes,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,"Head and thorax, abdomen collected",,Entomology,Anopheles,,Female #9: Head + thorax and abdomen separated and placed into tubes?,"0, No | 1, Yes",variable,
430,anof10hthid,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Anopheles head and thorax ID,,Entomology,Anopheles,,Female #10: Mosquito head + thorax ID,,variable,
431,anof10abid,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Anopheles abdomen ID,,Entomology,Anopheles,,Female #10: Mosquito abdomen ID,,variable,
432,anof10morph,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,"Anopheles species, by morphology",,Entomology,Anopheles,,Female #10: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",variable,
434,anof10gono,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Anopheles gonotrophic status,,Entomology,Anopheles,,Female #10: Gonotrophic status,"1, Empty/unfed | 2, Bloodfed | 3, Half-gravid | 4, Gravid",variable,
435,anof10tubes,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,"Head and thorax, abdomen collected",,Entomology,Anopheles,,Female #10: Head + thorax and abdomen separated and placed into tubes?,"0, No | 1, Yes",variable,
544,culexm_cup,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Male Culex count,,Entomology,Culex,,Number of male <i>Culex</i>,,variable,
545,culexf_cup,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Female Culex count,,Entomology,Culex,,Number of female <i>Culex</i>,,variable,
546,anom_cup,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Male Anopheles count,,Entomology,Anopheles,,Number of male <i>Anopheles</i>,,variable,
547,anof_cup,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Female Anopheles count,,Entomology,Anopheles,,Number of female <i>Anopheles</i>,,variable,
548,aedesm_cup,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Male Aedes count,,Entomology,Aedes,,Number of male <i>Aedes</i>,,variable,
549,aedesf_cup,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Female Aedes count,,Entomology,Aedes,,Number of female <i>Aedes</i>,,variable,
550,anot_cup,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Anopheles count,,Entomology,Anopheles,,Total number of <i>Anopheles</i> male and female mosquitoes,,variable,
551,mossit_cup,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Mosquito count,,Entomology,Entomological measurements,EUPATH_0000327,Total number of mosquitoes collected,[culexm_cup]+[culexf_cup]+[anom_cup]+[anof_cup]+[aedesm_cup]+[aedesf_cup],variable,
554,anom1morph_cup,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,"Anopheles species, by morphology",,Entomology,Anopheles,,Male #1: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",variable,
561,anom2morph_cup,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,"Anopheles species, by morphology",,Entomology,Anopheles,,Male #2: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",variable,
727,anof1morph_cup,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,"Anopheles species, by morphology",,Entomology,Anopheles,,Female #1: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",variable,
729,anof1gono_cup,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Anopheles gonotrophic status,,Entomology,Anopheles,,Female #1: Gonotrophic status,"1, Empty/unfed | 2, Bloodfed | 3, Half-gravid | 4, Gravid",variable,
744,anof2morph_cup,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,"Anopheles species, by morphology",,Entomology,Anopheles,,Female #2: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",variable,
746,anof2gono_cup,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Anopheles gonotrophic status,,Entomology,Anopheles,,Female #2: Gonotrophic status,"1, Empty/unfed | 2, Bloodfed | 3, Half-gravid | 4, Gravid",variable,
761,anof3morph_cup,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,"Anopheles species, by morphology",,Entomology,Anopheles,,Female #3: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",variable,
763,anof3gono_cup,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Anopheles gonotrophic status,,Entomology,Anopheles,,Female #3: Gonotrophic status,"1, Empty/unfed | 2, Bloodfed | 3, Half-gravid | 4, Gravid",variable,
778,anof4morph_cup,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,"Anopheles species, by morphology",,Entomology,Anopheles,,Female #4: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",variable,
795,anof5morph_cup,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,"Anopheles species, by morphology",,Entomology,Anopheles,,Female #5: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",variable,
812,anof6morph_cup,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,"Anopheles species, by morphology",,Entomology,Anopheles,,Female #6: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",variable,
829,anof7morph_cup,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,"Anopheles species, by morphology",,Entomology,Anopheles,,Female #7: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",variable,
1154,mossitrapid,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Light trap ID,,Entomology,Entomological measurements,EUPATH_0000327,Mosquito Light Trap ID,,variable,
1155,culexm_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Male Culex count,,Entomology,Culex,,Number of male <i>Culex</i>,,variable,
1156,culexf_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Female Culex count,,Entomology,Culex,,Number of female <i>Culex</i>,,variable,
1157,anom_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Male Anopheles count,,Entomology,Anopheles,,Number of male <i>Anopheles</i>,,variable,
1158,anof_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Female Anopheles count,,Entomology,Anopheles,,Number of female <i>Anopheles</i>,,variable,
1159,aedesm_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Male Aedes count,,Entomology,Aedes,,Number of male <i>Aedes</i>,,variable,
1160,aedesf_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Female Aedes count,,Entomology,Aedes,,Number of female <i>Aedes</i>,,variable,
1161,anot_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Anopheles count,,Entomology,Anopheles,,Total number of <i>Anopheles</i> male and female mosquitoes,,variable,
1162,mossit_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Mosquito count,,Entomology,Entomological measurements,EUPATH_0000327,Total number of mosquitoes collected,[culexm_trap]+[culexf_trap]+[anom_trap]+[anof_trap]+[aedesm_trap]+[aedesf_trap],variable,
1338,anof1morph_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,"Anopheles species, by morphology",,Entomology,Anopheles,,Female #1: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",variable,
1340,anof1gono_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Anopheles gonotrophic status,,Entomology,Anopheles,,Female #1: Gonotrophic status,"1, Empty/unfed | 2, Bloodfed | 3, Half-gravid | 4, Gravid",variable,
1341,anof1tubes_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,"Head and thorax, leg, abdomen collected",,Entomology,Anopheles,,"Female #1: Head + thorax, a leg, and abdomen separated and placed into 3 separate tubes?","0, No | 1, Yes",variable,
1355,anof2morph_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,"Anopheles species, by morphology",,Entomology,Anopheles,,Female #2: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",variable,
1357,anof2gono_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Anopheles gonotrophic status,,Entomology,Anopheles,,Female #2: Gonotrophic status,"1, Empty/unfed | 2, Bloodfed | 3, Half-gravid | 4, Gravid",variable,
1358,anof2tubes_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,"Head and thorax, leg, abdomen collected",,Entomology,Anopheles,,"Female #2: Head + thorax, a leg, and abdomen separated and placed into 3 separate tubes?","0, No | 1, Yes",variable,
1372,anof3morph_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,"Anopheles species, by morphology",,Entomology,Anopheles,,Female #3: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",variable,
1374,anof3gono_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Anopheles gonotrophic status,,Entomology,Anopheles,,Female #3: Gonotrophic status,"1, Empty/unfed | 2, Bloodfed | 3, Half-gravid | 4, Gravid",variable,
1389,anof4morph_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,"Anopheles species, by morphology",,Entomology,Anopheles,,Female #4: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",variable,
1391,anof4gono_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Anopheles gonotrophic status,,Entomology,Anopheles,,Female #4: Gonotrophic status,"1, Empty/unfed | 2, Bloodfed | 3, Half-gravid | 4, Gravid",variable,
1406,anof5morph_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,"Anopheles species, by morphology",,Entomology,Anopheles,,Female #5: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",variable,
1408,anof5gono_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,Anopheles gonotrophic status,,Entomology,Anopheles,,Female #5: Gonotrophic status,"1, Empty/unfed | 2, Bloodfed | 3, Half-gravid | 4, Gravid",variable,
1423,anof6morph_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,"Anopheles species, by morphology",,Entomology,Anopheles,,Female #6: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",variable,
1440,anof7morph_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,"Anopheles species, by morphology",,Entomology,Anopheles,,Female #7: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",variable,
1457,anof8morph_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,"Anopheles species, by morphology",,Entomology,Anopheles,,Female #8: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",variable,
1474,anof9morph_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,"Anopheles species, by morphology",,Entomology,Anopheles,,Female #9: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",variable,
1491,anof10morph_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,"Anopheles species, by morphology",,Entomology,Anopheles,,Female #10: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",variable,
1508,anof11morph_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,"Anopheles species, by morphology",,Entomology,Anopheles,,Female #11: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",variable,
1525,anof12morph_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,"Anopheles species, by morphology",,Entomology,Anopheles,,Female #12: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",variable,
1542,anof13morph_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,"Anopheles species, by morphology",,Entomology,Anopheles,,Female #13: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",variable,
1559,anof14morph_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,"Anopheles species, by morphology",,Entomology,Anopheles,,Female #14: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",variable,
1576,anof15morph_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,"Anopheles species, by morphology",,Entomology,Anopheles,,Female #15: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",variable,
1593,anof16morph_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,"Anopheles species, by morphology",,Entomology,Anopheles,,Female #16: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",variable,
1610,anof17morph_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,"Anopheles species, by morphology",,Entomology,Anopheles,,Female #17: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",variable,
1627,anof18morph_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,"Anopheles species, by morphology",,Entomology,Anopheles,,Female #18: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",variable,
1644,anof19morph_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,"Anopheles species, by morphology",,Entomology,Anopheles,,Female #19: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",variable,
1661,anof20morph_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,"Anopheles species, by morphology",,Entomology,Anopheles,,Female #20: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",variable,
1678,anof21morph_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,"Anopheles species, by morphology",,Entomology,Anopheles,,Female #21: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",variable,
1695,anof22morph_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,"Anopheles species, by morphology",,Entomology,Anopheles,,Female #22: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",variable,
1712,anof23morph_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,"Anopheles species, by morphology",,Entomology,Anopheles,,Female #23: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",variable,
1729,anof24morph_trap,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,"Anopheles species, by morphology",,Entomology,Anopheles,,Female #24: Morphological identification,"1, An. gambiae s.l. | 2, An. funestus s.l. | 3, Other Anopheles",variable,
1765,dnaext,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,DNA extraction performed,,Sample,Microbiology tests performed,EUPATH_0011800,DNA extraction done?,"0, No | 1, Yes",variable,
1766,pcrres,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,"Plasmodium present, by PCR",,Sample,Plasmodium,NCBITaxon_5820,"If yes, what are the results of the PCR analysis?","0, Negative | 1, Positive | 2, Inconclusive | 3, Not done",variable,
1767,pcrrespfalc,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,EUPATH_0021049,Plasmodium falciparum,,Sample,"Plasmodium species, by PCR",EUPATH_0000433,"If positive, is there <i>Plasimodium falciparum</i>?","0, Absent | 1, Present",value,
1768,pcrrespovale,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,EUPATH_0021052,Plasmodium ovale,,Sample,"Plasmodium species, by PCR",EUPATH_0000433,"If positive, is there <i>Plasimodium ovale</i>?","0, Absent | 1, Present",value,
1769,pcrrespmal,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,EUPATH_0021051,Plasmodium malariae,,Sample,"Plasmodium species, by PCR",EUPATH_0000433,"If positive, is there <i>Plasimodium malariae</i>?","0, Absent | 1, Present",value,
1770,pcrrespvivax,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,EUPATH_0021050,Plasmodium vivax,,Sample,"Plasmodium species, by PCR",EUPATH_0000433,"If positive, is there <i>Plasimodium vivax</i>?","0, Absent | 1, Present",value,
1775,casecontrol,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,EUPATH_0010375,Case or control subject,,Participant,Participant,EUPATH_0000096,"Based on the RDT and PCR results, what is the case-control assignment for the participant?","1, Case | 0, Control",variable,
1776,control1id,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,,,Participant,,,"If the child is a malaria case, what is the subject ID for the matched control 1? ",,variable,
1777,control2id,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,,,,Participant,,,"If the child is a malaria case, what is the subject ID for the matched control 2? ",,variable,
