colOrder,variable,dataFile,IRI,label,definition,category,parentLabel,parentIRI,codebookDescription,codebookValues,termType,notesForOnt
92,form08a::isthereacongenitalheartdisease,form08a,,Congenital heart disease,,,Medical conditions identified on autopsy,,,,value,
,,,,Congenital heart disease autopsy evidence,,,Autopsy,,,,multifilter,
93,form08a::transposedgreatarterieshypoplasticleftheart,form08a,,"Transposed great arteries, hypoplastic left heart",,,Congenital heart disease autopsy evidence,,,,value,
94,form08a::totalanomalouspulmonaryvenousdrainage,form08a,,Total anomalous pulmonary venous drainage,,,Congenital heart disease autopsy evidence,,,,value,
95,form08a::coarctationoftheaortaand,form08a,,Coarctation of the aorta,,,Congenital heart disease autopsy evidence,,,,value,
96,form08a::interruptedaorticarch,form08a,,Interuppted aortic arch,,,Congenital heart disease autopsy evidence,,,,value,
97,form08a::asd,form08a,,Atrial septal defect,ASD,,Congenital heart disease autopsy evidence,,,,value,
98,form08a::vsd,form08a,,Ventricular septal defect,VSD,,Congenital heart disease autopsy evidence,,,,value,
99,form08a::pda,form08a,,Patent ductus arteriosus,PDA,,Congenital heart disease autopsy evidence,,,,value,
100,form08a::others2,form08a,,Other,,,Congenital heart disease autopsy evidence,,Other findings of congenital heart disease,,value,
101,form08a::specify1,form08a,,Other congenital heart disease evidence,,,Autopsy,,"Other findings of congenital heart disease, specified",,variable,
102,form08a::otherfindings11,form08a,,Other,,,Medical conditions identified on autopsy,,Other findings in autopsy,,value,
103,form08a::pulmonaryhemorrhage,form08a,,Pulmonary hemorrhage,,,Medical conditions identified on autopsy,,,,value,
104,form08a::meconomiumaspirationsyndrome,form08a,,Meconium aspiration syndrome,,,Medical conditions identified on autopsy,,,,value,
105,form08a::congenitalsyphilis,form08a,,Congential syphilis,,,Medical conditions identified on autopsy,,,,value,
106,form08a::dic,form08a,,Disseminated intravascular coagulation,DIC,,Medical conditions identified on autopsy,,,,value,
107,form08a::hyperbilirubinemiaacutebilirubinencephalopathyabe,form08a,,"Hyperbilirubinemia, acute bilirubin encephalopathy",ABE,,Medical conditions identified on autopsy,,,,value,
108,form08a::heartfailure,form08a,,Heart failure,,,Medical conditions identified on autopsy,,,,value,
109,form08a::renalfailure,form08a,,Renal failure,,,Medical conditions identified on autopsy,,,,value,
110,form08a::traumaticinjury,form08a,,Traumatic injury,,,Medical conditions identified on autopsy,,,,value,
111,form08a::hypothermiaorcoldinjurysyndrome,form08a,,Hypothermia,,,Medical conditions identified on autopsy,,,,value,
112,form08a::summaryimpressionslistofcausesofdeathinorderoflikelihoodbasedonc1,form08a,,"Cause of death, from autopsy",,,Autopsy,,,,variable,
113,form08a::mitsminutes,form08a,,Minimally invasive tissue sampling completion time (min),,,Autopsy,,,,variable,
114,form08a::standardautopsyminutes,form08a,,Standard autopsy completion time (min),,,Autopsy,,,,variable,
5,form08b::dateofautopsy,form08b,,Autopsy date,,,Autopsy,,,,variable,
5,form08b::dateofautopsy,form08b,EUPATH_0004991,Observation date,,,,,,,variable,
6,form08b::isthisstandardautopsycda,form08b,,Standard autopsy,A standard autopsy was performed,,Autopsy,,,,variable,
7,form08b::isthisminimallyinvasivetissuesamplingmits,form08b,,Minimally invasive tissue sampling,MITS was performed,,Autopsy,,,,variable,
8,form08b::aretheregrossabnormalitiesseenexternally,form08b,,Gross external abnormalities,Whether gross abnormalities were seen externally,,Autopsy,,,,variable,
9,form08b::ifyesdescribe,form08b,,Gross external abnormalities specified,Gross abnormalities that were seen externally,,Autopsy,,"if abnormalities of gross appearance, specify",,variable,
10,form08b::respiratorydistresssyndromerds,form08b,,Respiratory distress syndrome,RDS,,Medical conditions identified on autopsy,,,,value,
11,form08b::collapsedairspacesalternatingwithhyperexpandedareas,form08b,,Collapsed air-spaces and hyper-expanded areas,Collapsed air-spaces alternating with hyper-expanded areas,,Respiratory distress syndrome autopsy findings,,,,value,
12,form08b::waxyappearinglayersofhyalinemembranescomposedoffibrincellulardeb,form08b,,Waxy layers of hyaline membranes,"Waxy-appearing layers of hyaline membranes composed of fibrin, cellular debris, red blood cells, rare neutrophils, and macrophages",,Respiratory distress syndrome autopsy findings,,,,value,
13,form08b::vascularcongestion,form08b,,Vascular congestion,,,Respiratory distress syndrome autopsy findings,,,,value,
14,form08b::structuralimmaturityasmanifestbydecreasednumberofgasexchangeunit,form08b,,Structural immaturity,Decreased number of gas-exchange units and thicker walls,,Respiratory distress syndrome autopsy findings,,,,value,
15,form08b::otherfindings,form08b,,Other,,,Respiratory distress syndrome autopsy findings,,Other findings of respiratory distress syndrome,,value,
16,form08b::specifyrds,form08b,,Other respiratory distress syndrome evidence,,,Autopsy,,"Other findings of respiratory distress syndrome, specified",,variable,
17,form08b::intraventricularhaemorrageivh,form08b,,Intraventricular hemorrhage,IVH,,Medical conditions identified on autopsy,,,,value,
18,form08b::intraventricularhaemorrageacuteoroldinsectionsofthecerebrumatdee,form08b,,Acute or old intraventricular hemorrhage,"In sections of the cerebrum, at deeper level",,Intraventricular hemorrhage autopsy findings,,,,value,
19,form08b::extensivematrixinfarction,form08b,,Extensive matrix infarction,,,Intraventricular hemorrhage autopsy findings,,,,value,
20,form08b::leakageofbloodintotheventricles,form08b,,Leakage of blood into the ventricles,,,Intraventricular hemorrhage autopsy findings,,,,value,
21,form08b::braincongestedwithcharacteristicinfarctionofthesubepydymalmatrix,form08b,,Brian congested with characteristic-infarction of the sub-ependymal matrix tissue ,,,Intraventricular hemorrhage autopsy findings,,,,value,
22,form08b::necropsyrevealsorganicchangesassociatedwithsystemiccirculatoryfa,form08b,,"Organic changes associated with systemic circulatory failure including swelling of the liver, spleen, other viscera, lung",,,Intraventricular hemorrhage autopsy findings,,,,value,
23,form08b::otherfindings1,form08b,,Other,,,Intraventricular hemorrhage autopsy findings,,Other findings of intraventricular hemorrage,,value,
24,form08b::specifyivh,form08b,,Other intraventricular hemorrhage evidence,,,Autopsy,,"Other findings of intraventricular hemorrage, specified",,variable,
26,form08b::perinatalasphyxiawithmultipleorganinvolvementhie,form08b,,Perinatal asphyxia with multiple organ involvement,Hypoxic ischemic encephalopathy (HIE),,Medical conditions identified on autopsy,,,,value,
27,form08b::scatteredhyperintensityofbothhemispheresofthetelencephalonwithbl,form08b,,Scattered hyperintensity of both hemispheres of the telencephalon with blurred border zones between cortex and white matter (diffuse brain injury),,,Perinatal asphyxia with multiple organ involvement autopsy evidence,,,,value,
28,form08b::parasagittalhyperintensityextendingintothecoronaradiatacorrespon,form08b,,"Parasagittal hyperintensity extending into the corona radiata, corresponding to watershed zones",,,Perinatal asphyxia with multiple organ involvement autopsy evidence,,,,value,
29,form08b::hyperandhypointenselesionsinthalamusandbasalgangliawhichrelateto,form08b,,"Hyper and hypointense lesions in thalamus and basal ganglia, which relate to hemorrhagic necrosis or iron deposition",,,Perinatal asphyxia with multiple organ involvement autopsy evidence,,,,value,
30,form08b::periventricularhyperintensitymainlyalongthelateralventriclesiepe,form08b,,Periventricular hyperintensity mainly along the lateral ventricles originating from the matrix zone,,,Perinatal asphyxia with multiple organ involvement autopsy evidence,,,,value,
31,form08b::smallmultifocallesionsvaryingfromhypertohypointenseinterpretedas,form08b,,"Small multifocal lesions varying from hyper to hypointense, interpreted as necrosis and hemorrhage",,,Perinatal asphyxia with multiple organ involvement autopsy evidence,,,,value,
32,form08b::periventricularcentrifugalhypointensestripesinthecentrumsemioval,form08b,,Periventricular centrifugal hypointense stripes in the centrum semiovale and deep white matter of the frontal and occipital lobes,,,Perinatal asphyxia with multiple organ involvement autopsy evidence,,,,value,
33,form08b::others,form08b,,Other,,,Perinatal asphyxia with multiple organ involvement autopsy evidence,,Other findings of perinatal asphyxia with multiple organ involvement (HIE),,value,
34,form08b::specifyhie,form08b,,Other perinatal asphyxia with multiple organ involvement evidence,,,Autopsy,,"Other findings of perinatal asphyxia with multiple organ involvement (HIE), specified",,variable,
35,form08b::necrotizingenterocolitisnec,form08b,,Necrotizing enterocolitis,NEC,,Medical conditions identified on autopsy,,,,value,
36,form08b::abdominaldistension,form08b,,Abdominal distension,,,Necrotizing enterocolitis autopsy evidence,,,,value,
37,form08b::intestinalnecrosisandhemorrhage,form08b,,Intestinal necrosis and hemorrhage,,,Necrotizing enterocolitis autopsy evidence,,,,value,
38,form08b::peritonitisduetoperforation,form08b,,Peritonitis due to perforation,,,Necrotizing enterocolitis autopsy evidence,,,,value,
39,form08b::otherfindings2,form08b,,Other,,,Necrotizing enterocolitis autopsy evidence,,Other findings of necrotizing enterocolitis (NEC),,value,
40,form08b::specifynec,form08b,,Other necrotizing enterocolitis evidence,,,Autopsy,,"Other findings of necrotizing enterocolitis (NEC), specified",,variable,
41,form08b::sepsis,form08b,,Sepsis,,,Medical conditions identified on autopsy,,,,value,
42,form08b::endotheliumofbloodvesselofsmallmediumsize,form08b,,Blood vessels,,,Sepsis autopsy evidence,,,,value,
43,form08b::endothelialdamagenuclearswellingdetachmentapoptosis,form08b,,"Blood vessel - endothelial damage with nuclear swelling, detachment, apoptosis",,,Sepsis autopsy evidence,,,,value,
44,form08b::perivascularedema,form08b,,Blood vessel - perivascular edema,,,Sepsis autopsy evidence,,,,value,
45,form08b::congestion,form08b,,Blood vessel - congestion,,,Sepsis autopsy evidence,,,,value,
46,form08b::intravascularcoagulation,form08b,,Blood vessel - intravascular coagulation,,,Sepsis autopsy evidence,,,,value,
47,form08b::thrombosis,form08b,,Blood vessel - thrombosis,,,Sepsis autopsy evidence,,,,value,
48,form08b::kidney,form08b,,Kidney,,,Sepsis autopsy evidence,,,,value,
49,form08b::endothelialdamage,form08b,,"Kidney - endothelial damage with nuclear swelling, detachment, apoptosis",,,Sepsis autopsy evidence,,,,value,
50,form08b::interstitialedema,form08b,,Kidney - interstitial edema,,,Sepsis autopsy evidence,,,,value,
51,form08b::bloodextravasationintotheinterstitium,form08b,,Kidney - blood extravasation into the interstitium,,,Sepsis autopsy evidence,,,,value,
52,form08b::glomerulardamage,form08b,,Kidney - glomerular damage,,,Sepsis autopsy evidence,,,,value,
53,form08b::lossofpodocytes,form08b,,Kidney - loss of podocytes,,,Sepsis autopsy evidence,,,,value,
54,form08b::acutetubularnecrosisofproximaltubules,form08b,,Kidney - acute tubular necrosis of proximal tubules,,,Sepsis autopsy evidence,,,,value,
55,form08b::lung,form08b,,Lung,,,Sepsis autopsy evidence,,,,value,
56,form08b::endothelialdamage1,form08b,,"Lung - endothelial damage with nuclear swelling, detachment, apoptosis",,,Sepsis autopsy evidence,,,,value,
57,form08b::alveolardamage,form08b,,Lung - alveolar damage,,,Sepsis autopsy evidence,,,,value,
58,form08b::neutrophilleukocyteserythrocytesandedemaintoalveolarspaces,form08b,,"Lung - neutrophils, erythrocytes, and edema in alveolar spaces",,,Sepsis autopsy evidence,,,,value,
59,form08b::apoptosisofrespiratoryepithelium,form08b,,Lung - apoptosis of respiratory epithelium,,,Sepsis autopsy evidence,,,,value,
60,form08b::heart,form08b,,Heart,,,Sepsis autopsy evidence,,,,value,
61,form08b::endothelialdamageofcoronaryarteriesandveins,form08b,,Heart - endothelial damage of coronary arteries and veins,,,Sepsis autopsy evidence,,,,value,
62,form08b::intercellularedema,form08b,,Heart - intercellular edema,,,Sepsis autopsy evidence,,,,value,
63,form08b::thrombosis1,form08b,,Heart - thrombosis,,,Sepsis autopsy evidence,,,,value,
64,form08b::cardiomyocyteslesions,form08b,,Heart - cardiomyocytes lesions,,,Sepsis autopsy evidence,,,,value,
65,form08b::cytoplasmicvacuolizationintracellularedema,form08b,,Heart - cytoplasmic vacuolization (intracellular edema),,,Sepsis autopsy evidence,,,,value,
66,form08b::focalwavearrangement,form08b,,Heart - focal wave arrangement,,,Sepsis autopsy evidence,,,,value,
67,form08b::otherfindings3,form08b,,Other,,,Sepsis autopsy evidence,,,,value,
69,form08b::pneumonia,form08b,,Pneumonia,,,Medical conditions identified on autopsy,,,,value,
70,form08b::thestromaltissueofimmaturelungshaveacuteinflammatorylesions,form08b,,Acute inflammatory lesions in stromal tissue of immature lungs,,,Pneumonia autopsy evidence,,,,value,
71,form08b::exudatefromvesselsasyetseparatedfromairspaceswouldbefound,form08b,,Exudate from vessels as yet separated from air spaces,,,Pneumonia autopsy evidence,,,,value,
72,form08b::occasionallypolymorphswereseeninbronchiallymphnodesbuttheywereus,form08b,,"Polymorphs in brochial lymp nodes, but usually in peripheral sinuses and appearing to be effete cells coming in from the alveoli",,,Pneumonia autopsy evidence,,,,value,
73,form08b::markedfibrinopurulentpleurisy,form08b,,Marked fibrino-purulent pleurisy,,,Pneumonia autopsy evidence,,,,value,
74,form08b::otherfindings4,form08b,,Other,,,Pneumonia autopsy evidence,,Other findings of pneumonia,,value,
75,form08b::specifypneumonia,form08b,,Other pneumonia evidence,,,Autopsy,,"Other findings of pneumonia, specified",,variable,
76,form08b::meningitis,form08b,,Meningitis,,,Medical conditions identified on autopsy,,,,value,
77,form08b::edemaoftheparenchymawiththeaccumulationofinflammatorycellsinthep,form08b,,Edema of the parenchyma with accumulation of inflammatory cells in peri-vascular spaces,,,Meningitis autopsy evidence,,,,value,
78,form08b::thecloseinviewoftheexudaterevealsthattheinflammatoryexudateiscom,form08b,,Inflammatory exudate comprised primarily of polymorphonuclear leukocytes,,,Meningitis autopsy evidence,,,,value,
79,form08b::suppurativemeningitiswithinflammatorysignsofthemeninges,form08b,,Suppurative meningitis with inflammatory signs of meninges,,,Meningitis autopsy evidence,,,,value,
80,form08b::otherfindings5,form08b,,Other,,,Meningitis autopsy evidence,,Other findings of meningitis,,value,
81,form08b::specifymeningitis,form08b,,Other meningitis evidence,,,Autopsy,,"Other findings of meningitis, specified",,value,
82,form08b::congenitalmalformationsandchromosomalanomaliestypicalofthefol,form08b,,Congenital malformations and chromosomal anomalies,,,Medical conditions identified on autopsy,,,,value,
83,form08b::neuraltubedefectsandhydrocephalus,form08b,,Neural tube defects and hydrocephalus,,,Congenital malformations and chromosomal anomalies autopsy evidence,,,,value,
84,form08b::trisomiesdownsyndrome,form08b,,"Trisomies, Down syndrome",,,Congenital malformations and chromosomal anomalies autopsy evidence,,,,value,
85,form08b::pierrerobinsyndrome,form08b,,Pierre Robin syndrome,,,Congenital malformations and chromosomal anomalies autopsy evidence,,,,value,
86,form08b::choanalatresia,form08b,,Choanal atresia,,,Congenital malformations and chromosomal anomalies autopsy evidence,,,,value,
87,form08b::cleftlipandcleftpalate,form08b,,Cleft lip and cleft palate,,,Congenital malformations and chromosomal anomalies autopsy evidence,,,,value,
88,form08b::esophagealatresiatracheoesophagealfistula,form08b,,Esophageal atresia and tracheoesophageal fistula,,,Congenital malformations and chromosomal anomalies autopsy evidence,,,,value,
89,form08b::hypospadias,form08b,,Hypospadias,,,Congenital malformations and chromosomal anomalies autopsy evidence,,,,value,
90,form08b::undescendedtestis,form08b,,Undescended testis,,,Congenital malformations and chromosomal anomalies autopsy evidence,,,,value,
91,form08b::others1,form08b,,Other,,,Congenital malformations and chromosomal anomalies autopsy evidence,,Other findings of congenital malformation and chromosomal abnormalities,,value,
92,form08b::isthereacongenitalheartdisease,form08b,,Congenital heart disease,,,Medical conditions identified on autopsy,,,,value,
93,form08b::transposedgreatarterieshypoplasticleftheart,form08b,,"Transposed great arteries, hypoplastic left heart",,,Congenital heart disease autopsy evidence,,,,value,
94,form08b::totalanomalouspulmonaryvenousdrainage,form08b,,Total anomalous pulmonary venous drainage,,,Congenital heart disease autopsy evidence,,,,value,
95,form08b::coarctationoftheaortaand,form08b,,Coarctation of the aorta,,,Congenital heart disease autopsy evidence,,,,value,
96,form08b::interruptedaorticarch,form08b,,Interuppted aortic arch,,,Congenital heart disease autopsy evidence,,,,value,
97,form08b::asd,form08b,,Atrial septal defect,ASD,,Congenital heart disease autopsy evidence,,,,value,
98,form08b::vsd,form08b,,Ventricular septal defect,VSD,,Congenital heart disease autopsy evidence,,,,value,
99,form08b::pda,form08b,,Patent ductus arteriosus,PDA,,Congenital heart disease autopsy evidence,,,,value,
100,form08b::others2,form08b,,Other,,,Congenital heart disease autopsy evidence,,Other findings of congenital heart disease,,value,
101,form08b::specify1,form08b,,Other congenital heart disease evidence,,,Autopsy,,"Other findings of congenital heart disease, specified",,variable,
102,form08b::otherfindings11,form08b,,Other,,,Medical conditions identified on autopsy,,Other findings in autopsy,,value,
103,form08b::pulmonaryhemorrhage,form08b,,Pulmonary hemorrhage,,,Medical conditions identified on autopsy,,,,value,
104,form08b::meconomiumaspirationsyndrome,form08b,,Meconium aspiration syndrome,,,Medical conditions identified on autopsy,,,,value,
105,form08b::congenitalsyphilis,form08b,,Congential syphilis,,,Medical conditions identified on autopsy,,,,value,
106,form08b::dic,form08b,,Disseminated intravascular coagulation,DIC,,Medical conditions identified on autopsy,,,,value,
107,form08b::hyperbilirubinemiaacutebilirubinencephalopathyabe,form08b,,"Hyperbilirubinemia, acute bilirubin encephalopathy",ABE,,Medical conditions identified on autopsy,,,,value,
108,form08b::heartfailure,form08b,,Heart failure,,,Medical conditions identified on autopsy,,,,value,
109,form08b::renalfailure,form08b,,Renal failure,,,Medical conditions identified on autopsy,,,,value,
110,form08b::traumaticinjury,form08b,,Traumatic injury,,,Medical conditions identified on autopsy,,,,value,
111,form08b::hypothermiaorcoldinjurysyndrome,form08b,,Hypothermia,,,Medical conditions identified on autopsy,,,,value,
112,form08b::summaryimpressionslistofcausesofdeathinorderoflikelihoodbasedonc,form08b,,"Cause of death, from autopsy",,,Autopsy,,,,variable,
113,form08b::mitsminutes,form08b,,Minimally invasive tissue sampling completion time (min),,,Autopsy,,,,variable,
114,form08b::standardautopsyminutes,form08b,,Standard autopsy completion time (min),,,Autopsy,,,,variable,
,,,,Other sample collection process,,,Sample collection,OBI_0000659,,,category,
5,form09_long::wasspecimencollectedformicrobiologytest,form09_long,,Other sample collected,,,Other sample collection process,,,,variable,
6,form09_long::ifyesweretestscompleted,form09_long,,Other culture performed,,,Other sample microbiology test procedures,,Other culture performed,,variable,
7,form09_long::microbiologyfindingsdate,form09_long,EUPATH_0004991,Observation date,,,,,,,variable,
7,form09_long::microbiologyfindingsdate,form09_long,OBI_0001619,Sample collection date,,,,,,,variable,
,,,,Other sample culture performed,Data collected any time a sample was collected,,Other sample microbiology test procedures,,,,multifilter,
8,form09_long::blood,form09_long,,Blood,,,Other sample culture performed,,Specimen cultured,,value,
9,form09_long::csf,form09_long,,Cerebrospinal fluid,,,Other sample culture performed,,Specimen cultured,,value,
10,form09_long::pusfromumbilicus,form09_long,,Umbilicus pus,,,Other sample culture performed,,Specimen cultured,,value,
11,form09_long::pusfromeyedischarge,form09_long,,Eye discharge,,,Other sample culture performed,,Specimen cultured,,value,
12,form09_long::pusfromskin,form09_long,,Skin pus,,,Other sample culture performed,,Specimen cultured,,value,
13,form09_long::other,form09_long,,Other,,,Other sample culture performed,,Specimen cultured,,value,
,,,,Bacteria in other sample,,,Other sample microbiology test,,,,multifilter,
,,,,Eukaryota in other sample,,,Other sample microbiology test,,,,multifilter,
15,form09_long::ecoli,form09_long,,"Escherichia coli, by culture",,,Bacteria in other sample,,,,value,see non-raw detection template
16,form09_long::groupbstreptococcus,form09_long,,"Streptococcus group B (Streptococcus agalactiae), by culture",,,Bacteria in other sample,,,,value,see non-raw detection template
17,form09_long::klebsiellapneumoniae,form09_long,,"Klebsiella pneumoniae, by culture",,,Bacteria in other sample,,,,value,see non-raw detection template
18,form09_long::acinetobacter,form09_long,,"Acinetobacter, by culture",,,Bacteria in other sample,,,,value,see non-raw detection template
19,form09_long::psudomonas,form09_long,,"Pseudomonas aeruginosa, by culture",,,Bacteria in other sample,,,,value,see non-raw detection template
20,form09_long::staphaureus,form09_long,,"Staphylococcus aureus, by culture",,,Bacteria in other sample,,,,value,see non-raw detection template
21,form09_long::coagulasenegativestaphstaphepidermidis,form09_long,,"Staphylococcus epidermis, by culture",,,Bacteria in other sample,,,,value,see non-raw detection template
22,form09_long::listeriamonocytogenes,form09_long,,"Listeria monocytogenes, by culture",,,Bacteria in other sample,,,,value,see non-raw detection template
23,form09_long::enterobacter,form09_long,,"Enterobacter, by culture",,,Bacteria in other sample,,,,value,see non-raw detection template
24,form09_long::serratia,form09_long,,"Serratia, by culture",,,Bacteria in other sample,,,,value,see non-raw detection template
25,form09_long::candidaalbicans,form09_long,,"Candida albicans, by culture",,,Eukaryota in other sample,,,,value,see non-raw detection template
26,form09_long::otherorganism,form09_long,,"Other organism, by culture",,,Other sample microbiology test,,Other organism detected,,variable,
27,form09_long::specifyorganism,form09_long,,"Organism, by culture",,,Other sample microbiology test,,"If Other culture abnormal, specify",,variable,
28,form09_long::gentamycin,form09_long,,Gentamycin,,,Organism in other sample antimicrobial susceptibility,,,,value,
29,form09_long::kanamycin,form09_long,,Kanamycin,,,Organism in other sample antimicrobial susceptibility,,,,value,
30,form09_long::penicilling,form09_long,,Penicillin,,,Organism in other sample antimicrobial susceptibility,,,,value,
31,form09_long::ampicillin,form09_long,,Ampicillin,,,Organism in other sample antimicrobial susceptibility,,,,value,
32,form09_long::cloxacillin,form09_long,,Cloxacillin,,,Organism in other sample antimicrobial susceptibility,,,,value,
33,form09_long::cephtazdime,form09_long,,Cephtazidime,,,Organism in other sample antimicrobial susceptibility,,,,value,
34,form09_long::vancomycin,form09_long,,Vancomycin,,,Organism in other sample antimicrobial susceptibility,,,,value,
35,form09_long::agumentin,form09_long,,Augmentin,,,Organism in other sample antimicrobial susceptibility,,,,value,
36,form09_long::amikacin,form09_long,,Amikacin,,,Organism in other sample antimicrobial susceptibility,,,,value,
37,form09_long::cephalothin,form09_long,,Cephalothin,,,Organism in other sample antimicrobial susceptibility,,,,value,
38,form09_long::chloramphenicol,form09_long,,Chloramphenicol,,,Organism in other sample antimicrobial susceptibility,,,,value,
39,form09_long::erythromycin,form09_long,,Erythromycin,,,Organism in other sample antimicrobial susceptibility,,,,value,
40,form09_long::methicillin,form09_long,,Methicillin,,,Organism in other sample antimicrobial susceptibility,,,,value,
41,form09_long::nalldixicacid,form09_long,,Nalidixic acid,,,Organism in other sample antimicrobial susceptibility,,,,value,
42,form09_long::nitrofurantoin,form09_long,,Nitrofurantoin,,,Organism in other sample antimicrobial susceptibility,,,,value,
43,form09_long::amoxil,form09_long,,Amoxicillin,,,Organism in other sample antimicrobial susceptibility,,,,value,
44,form09_long::cefotaxime,form09_long,,Cefotaxime,,,Organism in other sample antimicrobial susceptibility,,,,value,
45,form09_long::sulfadiazine,form09_long,,Sulfadiazine,,,Organism in other sample antimicrobial susceptibility,,,,value,
46,form09_long::tetracycline,form09_long,,Tetracycline,,,Organism in other sample antimicrobial susceptibility,,,,value,
47,form09_long::trimethoprimsulfamethoxazole,form09_long,,Trimethoprim sulfamethoxazole,,,Organism in other sample antimicrobial susceptibility,,,,value,
48,form09_long::ceftriaxone,form09_long,,Ceftriaxone,,,Organism in other sample antimicrobial susceptibility,,,,value,
49,form09_long::doxycyclin,form09_long,,Doxycycline,,,Organism in other sample antimicrobial susceptibility,,,,value,
50,form09_long::norfloxacine,form09_long,,Norfloxacin,,,Organism in other sample antimicrobial susceptibility,,,,value,
51,form09_long::carbencillin,form09_long,,Carbenicillin,,,Organism in other sample antimicrobial susceptibility,,,,value,
52,form09_long::streptomycin,form09_long,,Streptomycin,,,Organism in other sample antimicrobial susceptibility,,,,value,
53,form09_long::otherdrug,form09_long,,Other,,,Organism in other sample antimicrobial susceptibility,,Susceptibility pattern to other drug,,value,
54,form09_long::specifydrug,form09_long,,Other antimicrobial in susceptibility test,Specification of which other drug was tested for antimicrobial susceptibility against the organism isolated through culture,,Other sample antimicrobial susceptability test,,"Other drug tested, specified",,variable,
,,,,Organism in other sample antimicrobial susceptibility,,,Other sample antimicrobial susceptability test,,,,multifilter,
,,,,Other sample antimicrobial susceptability test,,,Laboratory test,OGMS_0000056,,,category,
,,,,Other sample culture positive,Data collected any time a sample was collected,,Other sample microbiology test procedures,,,,multifilter,
55,form09_long::bloodpos,form09_long,,Blood,,,Other sample culture positive,,Specimen cultured and positive,,value,
56,form09_long::csfpos,form09_long,,Cerebrospinal fluid,,,Other sample culture positive,,Specimen cultured and positive,,value,
57,form09_long::pusfromumbilicuspos,form09_long,,Umbilicus pus,,,Other sample culture positive,,Specimen cultured and positive,,value,
58,form09_long::pusfromeyedischargepos,form09_long,,Eye discharge,,,Other sample culture positive,,Specimen cultured and positive,,value,
59,form09_long::pusfromskinpos,form09_long,,Skin pus,,,Other sample culture positive,,Specimen cultured and positive,,value,
60,form09_long::otherpos,form09_long,,Other,,,Other sample culture positive,,Specimen cultured and positive,,value,
3,form12a::ifinfantdiedatorpriortoday28dateofdeath,form12a,EUPATH_0000150,Death date,,,,,,,variable,
4,form12a::wasconsentforautopsycontained,form12a,,Autopsy consent,,,Administrative information,EUPATH_0010035,,,variable,
5,form12a::researcherobservationbasedonclinicandotherfindings,form12a,,"Cause of death, by clinician",Primary cause of death as assessed by clinician when the infant died,,Death information,EUPATH_0000671,Primary cause of death,,variable,
6,form12a::specify1,form12a,,"Other cause of death, by clinician",Assessed by clinician when the infant died,,Death information,EUPATH_0000671,other PRIMARY cause of death specified,,variable,
,,,,"Contributing cause of death, by clinician",,,Death information,EUPATH_0000671,,,multifilter,
8,form12a::congenitalmalformation1,form12a,,Congential malformation,Assessed by clinician when the infant died,,"Contributing cause of death, by clinician",,contributing cause of death,,value,
9,form12a::hyaliniemembranedisease1,form12a,,Respiratory distress syndrome,RDS. Assessed by clinician when the infant died. Also known as hyaline membrane disease,,"Contributing cause of death, by clinician",,contributing cause of death,,value,
10,form12a::pph1,form12a,,Postpartum hemorrhage,Assessed by clinician when the infant died,,"Contributing cause of death, by clinician",,contributing cause of death,,value,
11,form12a::pphn1,form12a,,Persistent pulmonary hypertension of the newborn,PPHN. Assessed by clinician when the infant died,,"Contributing cause of death, by clinician",,contributing cause of death,,value,
12,form12a::ivh1,form12a,,Intraventricular hemorrhage,IVH. Assessed by clinician when the infant died,,"Contributing cause of death, by clinician",,contributing cause of death,,value,
13,form12a::sepsis1,form12a,,Sepsis,Assessed by clinician when the infant died,,"Contributing cause of death, by clinician",,contributing cause of death,,value,
14,form12a::pneumonia1,form12a,,Pneumonia,Assessed by clinician when the infant died,,"Contributing cause of death, by clinician",,contributing cause of death,,value,
15,form12a::meningitis1,form12a,,Meningitis,Assessed by clinician when the infant died,,"Contributing cause of death, by clinician",,contributing cause of death,,value,
16,form12a::nec1,form12a,,Necrotizing enterocolitis,NEC. Assessed by clinician when the infant died,,"Contributing cause of death, by clinician",,contributing cause of death,,value,
17,form12a::hypothermia1,form12a,,Hypothermia,Assessed by clinician when the infant died,,"Contributing cause of death, by clinician",,contributing cause of death,,value,
18,form12a::apnea1,form12a,,Apnea,Assessed by clinician when the infant died,,"Contributing cause of death, by clinician",,contributing cause of death,,value,
19,form12a::jaundice1,form12a,,"Hyperbilirubinemia, kernicterus",Assessed by clinician when the infant died,,"Contributing cause of death, by clinician",,contributing cause of death,,value,
20,form12a::anemia1,form12a,,Anemia,Assessed by clinician when the infant died,,"Contributing cause of death, by clinician",,contributing cause of death,,value,
21,form12a::renalfailure1,form12a,,Renal failure,Assessed by clinician when the infant died,,"Contributing cause of death, by clinician",,contributing cause of death,,value,
22,form12a::tetanus1,form12a,,Tetanus,Assessed by clinician when the infant died,,"Contributing cause of death, by clinician",,contributing cause of death,,value,
23,form12a::other1,form12a,,Other,Assessed by clinician when the infant died,,"Contributing cause of death, by clinician",,contributing cause of death,,value,
24,form12a::specify3,form12a,,"Other contributing cause of death, by clinician",Other contributing cause of death as assessed by clinician when the infant died,,Death information,EUPATH_0000671,other contributing cause of death specified,,variable,
31,form12a::timeofdeath,form12a,,Death time,,,Death information,EUPATH_0000671,,,variable,
