IRI,label,variable,dataFile,definition,category,parentIRI,parentLabel,codebookDescription,codebookValues,termType,repeated,is_temporal,mergeKey,dataSet,unitLabel,unitIRI,is_featured,hidden,scale,forceTostring,defaultDisplayRangeMin,defaultDisplayRangeMax,defaultBinWidth,forceStringType
http://purl.obolibrary.org/obo/EUPATH_0055025,I dont know where to take the test ,jilindequestionnaire_data_2022-01-10_16241::x521,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054530,Reason of not having HIV test,155. Why don't you want to have an HIV test? (choice=I dont know where to take the test),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0055026,I dont have the resources to go for the test ,jilindequestionnaire_data_2022-01-10_16241::x522,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054530,Reason of not having HIV test,155. Why don't you want to have an HIV test? (choice=I dont have the resources to go for the test),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0055027,I dont have time to go for the test ,jilindequestionnaire_data_2022-01-10_16241::x523,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054530,Reason of not having HIV test,155. Why don't you want to have an HIV test? (choice=I dont have time to go for the test),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0055028,I dont trust the providers confidentiality ,jilindequestionnaire_data_2022-01-10_16241::x524,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054530,Reason of not having HIV test,155. Why don't you want to have an HIV test? (choice=I dont trust the providers confidentiality),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0055029,Other ,jilindequestionnaire_data_2022-01-10_16241::x525,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054530,Reason of not having HIV test,155. Why don't you want to have an HIV test? (choice=Other),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0055079,The facility is too far,jilindequestionnaire_data_2022-01-10_16241::x579,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054531,Reason to miss refill,172. Why did you miss your refills?  (choice=The facility is too far),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0055080,I lacked transport to the facility,jilindequestionnaire_data_2022-01-10_16241::x580,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054531,Reason to miss refill,172. Why did you miss your refills?  (choice=I lacked transport to the facility),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0055081,I feared people will think I have HIV,jilindequestionnaire_data_2022-01-10_16241::x581,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054531,Reason to miss refill,172. Why did you miss your refills?  (choice=I feared people will think I have HIV),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0055082,Too busy/no time to pick up medicine,jilindequestionnaire_data_2022-01-10_16241::x582,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054531,Reason to miss refill,172. Why did you miss your refills?  (choice=Too busy/no time to pick up medicine),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0055083,Other,jilindequestionnaire_data_2022-01-10_16241::x583,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054531,Reason to miss refill,172. Why did you miss your refills?  (choice=Other),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0055085,I am conscious about my health,jilindequestionnaire_data_2022-01-10_16241::x585,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054532,Motivation of refilling in clinic,173. What motivated you to go back for your refills in the clinic? (choice=I am conscious about my health),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0055086,I received an SMS reminder,jilindequestionnaire_data_2022-01-10_16241::x586,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054532,Motivation of refilling in clinic,173. What motivated you to go back for your refills in the clinic? (choice=I received an SMS reminder),,variable,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0055087,There was a goodie bag,jilindequestionnaire_data_2022-01-10_16241::x587,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054532,Motivation of refilling in clinic,173. What motivated you to go back for your refills in the clinic? (choice=There was a goodie bag),,variable,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0055088,Provider reminded me of my appointment,jilindequestionnaire_data_2022-01-10_16241::x588,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054532,Motivation of refilling in clinic,173. What motivated you to go back for your refills in the clinic? (choice=Provider reminded me of my appointment),,variable,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0055089,Peer educator follow up,jilindequestionnaire_data_2022-01-10_16241::x589,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054532,Motivation of refilling in clinic,173. What motivated you to go back for your refills in the clinic? (choice=Peer educator follow up),,variable,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0055090,Other,jilindequestionnaire_data_2022-01-10_16241::x590,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054532,Motivation of refilling in clinic,173. What motivated you to go back for your refills in the clinic? (choice=Other),,variable,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0055122,Hospital,jilindequestionnaire_data_2022-01-10_16241::x624,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054533,Other public sector,a. Specify PUBLIC SECTOR (choice=Hospital),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0055123,Health Center,jilindequestionnaire_data_2022-01-10_16241::x625,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054533,Other public sector,a. Specify PUBLIC SECTOR (choice=Health Center),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0055124,Dispensary,jilindequestionnaire_data_2022-01-10_16241::x626,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054533,Other public sector,a. Specify PUBLIC SECTOR (choice=Dispensary),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0055125,Other Public Sector,jilindequestionnaire_data_2022-01-10_16241::x627,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054533,Other public sector,a. Specify PUBLIC SECTOR (choice=Other Public Sector),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0055127,Drop in Center,jilindequestionnaire_data_2022-01-10_16241::x629,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054534,Other non-public sector,b. NON-PUBLIC SECTOR (choice=Drop in Center),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0055128,Mission/Church Hospital/Clinic,jilindequestionnaire_data_2022-01-10_16241::x630,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054534,Other non-public sector,b. NON-PUBLIC SECTOR (choice=Mission/Church Hospital/Clinic),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0055129,Private Hospital,jilindequestionnaire_data_2022-01-10_16241::x631,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054534,Other non-public sector,b. NON-PUBLIC SECTOR (choice=Private Hospital),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0055130,Private Clinic,jilindequestionnaire_data_2022-01-10_16241::x632,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054534,Other non-public sector,b. NON-PUBLIC SECTOR (choice=Private Clinic),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0055131,Other Non-Public Sector,jilindequestionnaire_data_2022-01-10_16241::x633,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054534,Other non-public sector,b. NON-PUBLIC SECTOR (choice=Other Non-Public Sector),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054959,Visited a nearby facility to enquire more about PrEP ,jilindequestionnaire_data_2022-01-10_16241::x455,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054535,Action after take with CHV/PE/YPP,120. What action did you take as a result of talking with the CHV/PE/YPP? (choice=Visited a nearby facility to enquire more about PrEP),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054960,Talked with friends ,jilindequestionnaire_data_2022-01-10_16241::x456,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054535,Action after take with CHV/PE/YPP,120. What action did you take as a result of talking with the CHV/PE/YPP? (choice=Talked with friends),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054961,Talked with spouse/partner ,jilindequestionnaire_data_2022-01-10_16241::x457,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054535,Action after take with CHV/PE/YPP,120. What action did you take as a result of talking with the CHV/PE/YPP? (choice=Talked with spouse/partner),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054962,Talked with parents/relatives ,jilindequestionnaire_data_2022-01-10_16241::x458,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054535,Action after take with CHV/PE/YPP,120. What action did you take as a result of talking with the CHV/PE/YPP? (choice=Talked with parents/relatives),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054963,I thought about PrEP ,jilindequestionnaire_data_2022-01-10_16241::x459,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054535,Action after take with CHV/PE/YPP,120. What action did you take as a result of talking with the CHV/PE/YPP? (choice=I thought about PrEP),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054964,I started PrEP ,jilindequestionnaire_data_2022-01-10_16241::x460,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054535,Action after take with CHV/PE/YPP,120. What action did you take as a result of talking with the CHV/PE/YPP? (choice=I started PrEP),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054965,I did nothing ,jilindequestionnaire_data_2022-01-10_16241::x461,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054535,Action after take with CHV/PE/YPP,120. What action did you take as a result of talking with the CHV/PE/YPP? (choice=I did nothing),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054966,Other ,jilindequestionnaire_data_2022-01-10_16241::x462,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054535,Action after take with CHV/PE/YPP,120. What action did you take as a result of talking with the CHV/PE/YPP? (choice=Other),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054968,No one ,jilindequestionnaire_data_2022-01-10_16241::x464,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054536,Person who influences HIV prevention decision,121. Who often influences your decision to use an HIV prevention product such as PrEP?  (choice=No one),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054969,Spouse/partner ,jilindequestionnaire_data_2022-01-10_16241::x465,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054536,Person who influences HIV prevention decision,121. Who often influences your decision to use an HIV prevention product such as PrEP?  (choice=Spouse/partner),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054970,Parents ,jilindequestionnaire_data_2022-01-10_16241::x466,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054536,Person who influences HIV prevention decision,121. Who often influences your decision to use an HIV prevention product such as PrEP?  (choice=Parents),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054971,Siblings ,jilindequestionnaire_data_2022-01-10_16241::x467,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054536,Person who influences HIV prevention decision,121. Who often influences your decision to use an HIV prevention product such as PrEP?  (choice=Siblings),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054972,Friends ,jilindequestionnaire_data_2022-01-10_16241::x468,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054536,Person who influences HIV prevention decision,121. Who often influences your decision to use an HIV prevention product such as PrEP?  (choice=Friends),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054973,Other relatives ,jilindequestionnaire_data_2022-01-10_16241::x469,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054536,Person who influences HIV prevention decision,121. Who often influences your decision to use an HIV prevention product such as PrEP?  (choice=Other relatives),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054974,Health Worker ,jilindequestionnaire_data_2022-01-10_16241::x470,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054536,Person who influences HIV prevention decision,121. Who often influences your decision to use an HIV prevention product such as PrEP?  (choice=Health Worker),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054975,Peer Educator ,jilindequestionnaire_data_2022-01-10_16241::x471,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054536,Person who influences HIV prevention decision,121. Who often influences your decision to use an HIV prevention product such as PrEP?  (choice=Peer Educator),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054976,Other ,jilindequestionnaire_data_2022-01-10_16241::x472,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054536,Person who influences HIV prevention decision,121. Who often influences your decision to use an HIV prevention product such as PrEP?  (choice=Other),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054847,Health facility/provider,jilindequestionnaire_data_2022-01-10_16241::x343,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054537,Source of SMS/calls/WhatsApp,96. What was the source of the SMS/calls/WhatsApp?  (choice=Health facility/provider),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054848,Peer educator,jilindequestionnaire_data_2022-01-10_16241::x344,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054537,Source of SMS/calls/WhatsApp,96. What was the source of the SMS/calls/WhatsApp?  (choice=Peer educator),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054849,Peer/friend,jilindequestionnaire_data_2022-01-10_16241::x345,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054537,Source of SMS/calls/WhatsApp,96. What was the source of the SMS/calls/WhatsApp?  (choice=Peer/friend),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054850,Relative,jilindequestionnaire_data_2022-01-10_16241::x346,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054537,Source of SMS/calls/WhatsApp,96. What was the source of the SMS/calls/WhatsApp?  (choice=Relative),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054851,Other,jilindequestionnaire_data_2022-01-10_16241::x347,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054537,Source of SMS/calls/WhatsApp,96. What was the source of the SMS/calls/WhatsApp?  (choice=Other),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054853,Facebook,jilindequestionnaire_data_2022-01-10_16241::x349,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054538,Using social media and dating App ,a. Facebook,"1, Yes | 2, No | 96, Don't Know",value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054854,Twitter,jilindequestionnaire_data_2022-01-10_16241::x350,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054538,Using social media and dating App ,b. Twitter,"1, Yes | 2, No | 96, Don't Know",value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054855,Instagram,jilindequestionnaire_data_2022-01-10_16241::x351,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054538,Using social media and dating App ,c. Instagram,"1, Yes | 2, No | 96, Don't Know",value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054856,You Tube,jilindequestionnaire_data_2022-01-10_16241::x352,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054538,Using social media and dating App ,d. You Tube,"1, Yes | 2, No | 96, Don't Know",value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054857,Linkedin,jilindequestionnaire_data_2022-01-10_16241::x353,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054538,Using social media and dating App ,e. Linkedin,"1, Yes | 2, No | 96, Don't Know",value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054858,Tinder,jilindequestionnaire_data_2022-01-10_16241::x354,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054538,Using social media and dating App ,f. Tinder,"1, Yes | 2, No | 96, Don't Know",value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054859,Grindr,jilindequestionnaire_data_2022-01-10_16241::x355,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054538,Using social media and dating App ,g. Grindr,"1, Yes | 2, No | 96, Don't Know",value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054860,Google,jilindequestionnaire_data_2022-01-10_16241::x356,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054538,Using social media and dating App ,h. Google,"1, Yes | 2, No | 96, Don't Know",value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054861,Other,jilindequestionnaire_data_2022-01-10_16241::x357,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054538,Using social media and dating App ,i. Other,"1, Yes | 2, No | 96, Don't Know",value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054882,What is PrEP ,jilindequestionnaire_data_2022-01-10_16241::x378,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054539,Message that see on social media,108. What messages did you see on these social media channels?  (choice=What is PrEP),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054883,How does PrEP work ,jilindequestionnaire_data_2022-01-10_16241::x379,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054539,Message that see on social media,108. What messages did you see on these social media channels?  (choice=How does PrEP work),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054884,Who can use PrEP ,jilindequestionnaire_data_2022-01-10_16241::x380,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054539,Message that see on social media,108. What messages did you see on these social media channels?  (choice=Who can use PrEP),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054885,Side effects ,jilindequestionnaire_data_2022-01-10_16241::x381,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054539,Message that see on social media,108. What messages did you see on these social media channels?  (choice=Side effects),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054886,Where to get PrEP ,jilindequestionnaire_data_2022-01-10_16241::x382,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054539,Message that see on social media,108. What messages did you see on these social media channels?  (choice=Where to get PrEP),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054887,When to stop using PrEP ,jilindequestionnaire_data_2022-01-10_16241::x383,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054539,Message that see on social media,108. What messages did you see on these social media channels?  (choice=When to stop using PrEP),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054888,Benefits of using PrEP ,jilindequestionnaire_data_2022-01-10_16241::x384,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054539,Message that see on social media,108. What messages did you see on these social media channels?  (choice=Benefits of using PrEP),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054889,How to use PrEP well (adherence  ,jilindequestionnaire_data_2022-01-10_16241::x385,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054539,Message that see on social media,108. What messages did you see on these social media channels?  (choice=How to use PrEP well (adherence)),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054890,Contact information of nearest facility ,jilindequestionnaire_data_2022-01-10_16241::x386,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054539,Message that see on social media,108. What messages did you see on these social media channels?  (choice=Contact information of nearest facility),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054891,Reminder of clinic appointment ,jilindequestionnaire_data_2022-01-10_16241::x387,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054539,Message that see on social media,108. What messages did you see on these social media channels?  (choice=Reminder of clinic appointment),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054892,Other ,jilindequestionnaire_data_2022-01-10_16241::x388,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054539,Message that see on social media,108. What messages did you see on these social media channels?  (choice=Other),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054905,Posters ,jilindequestionnaire_data_2022-01-10_16241::x401,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054540,Type of IEC or promotional materials ,111. What kind of IEC or promotional materials have you seen or received? (choice=Posters),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054906,Brochures ,jilindequestionnaire_data_2022-01-10_16241::x402,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054540,Type of IEC or promotional materials ,111. What kind of IEC or promotional materials have you seen or received? (choice=Brochures),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054907,Fliers ,jilindequestionnaire_data_2022-01-10_16241::x403,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054540,Type of IEC or promotional materials ,111. What kind of IEC or promotional materials have you seen or received? (choice=Fliers),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054908,Health workers aprons/dustcoats ,jilindequestionnaire_data_2022-01-10_16241::x404,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054540,Type of IEC or promotional materials ,111. What kind of IEC or promotional materials have you seen or received? (choice=Health workers aprons/dustcoats),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054909,T-shirts ,jilindequestionnaire_data_2022-01-10_16241::x405,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054540,Type of IEC or promotional materials ,111. What kind of IEC or promotional materials have you seen or received? (choice=T-shirts),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054910,Caps ,jilindequestionnaire_data_2022-01-10_16241::x406,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054540,Type of IEC or promotional materials ,111. What kind of IEC or promotional materials have you seen or received? (choice=Caps),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054911,Bags ,jilindequestionnaire_data_2022-01-10_16241::x407,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054540,Type of IEC or promotional materials ,111. What kind of IEC or promotional materials have you seen or received? (choice=Bags),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0054912,Hoodies ,jilindequestionnaire_data_2022-01-10_16241::x408,jilindequestionnaire_data_2022-01-10_16241,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054540,Type of IEC or promotional materials ,111. What kind of IEC or promotional materials have you seen or received? (choice=Hoodies),,value,,,,Jilinde_awareness_survey,,,,,,,,,,
