variable	variable2	values	mappedTerm	ordinalValue
form01::ballardneuromuscularmaturityscore	form01::ballardneuromuscularmaturityscore	na	:::UNDEF:::
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	lbw + ihps	Infantile hypertrophic pyloric stenosis, low birth weight
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	lbw + jaundece	Jaundice, low birth weight
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	lbw + pan stage i	Low birth weight, PNA stage I
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	lbw + pna	Low birth weight, PNA
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	lbw + pna stage ii	Low birth weight, PNA stage II
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	lbw + pna stage ii ddh	Development dysplasia of the hip, low birth weight, PNA stage II
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	lbw + pna stage ii hie	Hypoxic-ischemic encephalopathy, low birth weight, PNA stage II
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	lbw + pna with stage ii hie	Hypoxic-ischemic encephalopathy, low birth weight, PNA stage II
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	lbw + polycetmia	Low birth weight, polycythemia
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	lbw + polycptamia	Low birth weight, polycythemia
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	lbw + polycytemia	Low birth weight, polycythemia
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	lbw + polycythermia	Low birth weight, polycythemia
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	lbw + preterm	Low birth weight, preterm
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	lbw + prom scaor 2	Low birth weight, PROM score 2
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	lbw + prom score 2	Low birth weight, PROM score 2
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	lbw + prom score 3	Low birth weight, PROM score 3
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	lbw + sever diseord??	Low birth weight, severe discordant
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	lbw + subgawal hemorrhage	Low birth weight, subgaleal hemorrhage
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	lbw + tef	Low birth weight, tracheoesophageal fistula
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	lbw +polycetmia	Low birth weight, polycythemia
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	lbw chd	Congenital heart disease, low birth weight
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	lbw hmd	Low birth weight, respiratory distress syndrome
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	lbw phem score 2	Low birth weight, PHEM score 2
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	lbw polycythemia	Low birth weight, polycythemia
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	lbw preterm	Low birth weight, preterm
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	lbw servere discerdant	Low birth weight, severe discordant
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	lbw severe discondramt	Low birth weight, severe discordant
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	lbw tronbe cytopreto	Low birth weight, tronbe cytopreto
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	lbw, aga, preterm	Appropriate for gestational age, low birth weight, preterm
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	lbw, caput succedeum	Caput succedaneum, low birth weight
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	lbw, coarctation of the aorta	Coarctation of the aorta, low birth weight
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	lbw, hmd	Low birth weight, respiratory distress syndrome
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	lbw, hmd, junducie	Jaundice, low birth weight, respiratory distress syndrome
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	lbw, lenkocytomya	Leukocytemia, low birth weight
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	lbw, neutrophila	Low birth weight, neutrophila
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	lbw, opthalmia neonatorum	Low birth weight, opthalmia neonatorum
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	lbw, pna	Low birth weight, PNA
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	lbw, pna stage 2	Low birth weight, PNA stage II
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	lbw, polycythemia	Low birth weight, polycythemia
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	lbw, polycythmia	Low birth weight, polycythemia
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	lbw, polysatimia	Low birth weight, polycythemia
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	lbw, preterm	Low birth weight, preterm
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	lbw, rv exposed	Low birth weight, RVI-exposed
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	lbw, rvi exposed	Low birth weight, RVI-exposed
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	lbw, sga	Low birth weight, small for gestational age
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	lbw, sga preterm	Low birth weight, preterm, small for gestational age
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	lbw, sgh	Low birth weight, subgaleal hematoma
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	lbw, ttn	Low birth weight, transient tachypnea of the newborn
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	lbw, vlbw	Very low birth weight
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	lbw+ dhn 2 to poor feeding	Low birth weight, DHN, poor feeding
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	lbw+ hmd	Low birth weight, respiratory distress syndrome
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	lbw+ patausyndrom	Low birth weight, Patau syndrome
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	lbw+ pna	Low birth weight, PNA
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	lbw+ pna (stage i hie)	Hypoxic-ischemic encephalopathy, low birth weight, PNA stage I
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	lbw+ pna with stage iii hie	Hypoxic-ischemic encephalopathy, low birth weight, PNA stage III
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	lbw+acadmicpe....	Low birth weight, acadmicpe
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	lbw+aga	Appropriate for gestational age, low birth weight
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	lbw+baby of prom mother	Low birth weight, PROM
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	lbw+capu + sacceddnum	Caput succedaneum, low birth weight
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	lbw+congenital syphilise	Congenital syphilis, low birth weight
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	lbw+congenital syphiollis	Congenital syphilis, low birth weight
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	lbw+hmd	Low birth weight, respiratory distress syndrome
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	lbw+hyperbiurbimimia + pna	Hyperbilirubinemia, low birth weight, PNA
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	lbw+jaunducie	Jaundice, low birth weight
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	lbw+mas	Low birth weight, meconium aspiration syndrome
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	lbw+ophalmia heonatium ??	Low birth weight, ophthalmia neonatorum
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	lbw+pna	Low birth weight, PNA
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	lbw+polycytemia	Low birth weight, polycythemia
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	lbw+rvi exposed in fant	Low birth weight, RVI-exposed
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	lbw+rvi exposed infant	Low birth weight, RVI-exposed
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	lbw+rvu exposed	Low birth weight, RVI-exposed
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	lett pneumothordx	Left pnuemothorax
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	low beirth weight	Low birth weight
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	low beirth weight, preterm	Low birth weight, preterm
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	low bierth weight	Low birth weight
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	low birth weighi	Low birth weight
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	low birth weight	Low birth weight
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	low birth weight hai	Hospital-acquired infection, low birth weight
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	low birth weight hospital aquired sepsis	Hospital-acquired sepsis, low birth weight
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	low birth weight jaundice	Jaundice, low birth weight
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	low birth weight jaunduce	Jaundice, low birth weight
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	low birth weight neonatal jaundice	Jaundice, low birth weight
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	low birth weight neonatal jaunduce	Jaundice, low birth weight
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	low birth weight, hai, seizure	Hospital-acquired infection, low birth weight, seizure
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	low birth weight, hospital aquairedinspection (hai)	Hospital-acquired infection, low birth weight
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	low birth weight, jaundice	Jaundice, low birth weight
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	low birth weight, jaunduce	Jaundice, low birth weight
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	low birth weight, neonatal jaunduce	Jaundice, low birth weight
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	low birth weight, preterm, aga	Appropriate for gestational age, low birth weight, preterm
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	low birth weight.	Low birth weight
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	low birth weignht	Low birth weight
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	low brith weight	Low birth weight
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	lwb	Low birth weight
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	mas	Meconium aspiration syndrome
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	maternal abruption placenta	Abruption placenta
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	mathernal chorioamintis	Chorioamnionitis
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	mathernal chorioamintis, prom	Chorioamnionitis, PROM
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	menergites plus jaunduce	Jaundice, meningitis
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	meningo mylocele with para plegia	Myelomeningocele paraplegia
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	meningomylocele plus pna plus chorioaminitis	Chorioamnionitis, myelomeningocele, PNA
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	mg 504 effect	:::UNDEF:::
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	mild animia + transfuse 26 ml whole blood	Anemia
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	milk intoleranc	Milk intolerance
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	n	:::UNDEF:::
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	n. mother with ceurdial pt	N. mother with ceurdial pt
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	n.jaudice	Jaundice
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	n.jaundice	Jaundice
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	n.jaundice on phototrapy	Jaundice
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	NA	:::UNDEF:::
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	nech	Necrotizing enterocolitis
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	necrotizing entrocolitis	Necrotizing enterocolitis
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	neonatal hyperbiliri 26 binemia aboimeophpatibility	Hyperbilirubinemia, ABO incompatibility
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	neonatal hyperbilirubinmia	Hyperbilirubinemia
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	neonatal janduce	Jaundice
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	neonatal jauduce	Jaundice
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	neonatal jaundice	Jaundice
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	neonatal jaunduce	Jaundice
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	neonatal jaunduce, aga	Jaundice
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	neonatal seizure	Seizure
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	neonatal,jaundice	Jaundice
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	neonatorum conjictinitis	Conjunctivitis
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	neonatrum	Neonatorum
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	nhb 2 degree, abo setup	Hyperbilirubinemia, ABO incompatibility
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	nhb 2degree	Hyperbilirubinemia
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	nhb 2degree prinatare	Hyperbilirubinemia
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	nhb 2degree to breasy milk jaunduce	Hyperbilirubinemia, breast milk jaundice
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	nhb 2degree to breasy milk jaunduce, lonsrlo meningits, rlohai	Hyperbilirubinemia, breast milk jaundice, meningitis, rlohai
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	non immuune hydrops	Non-immune hydrops
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	omphalotos consextivotos	Omphalotos consextivotos
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	ophtalmia neonatal	Ophthalmia neonatorum
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	ophtalmia pneonatorum	Ophthalmia neonatorum
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	ophtalmic	Ophthalmia neonatorum
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	ophtalmo nitimia (eye infection)	Ophthalmia neonatorum
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	ophthalmia neonatahm	Ophthalmia neonatorum
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	ophthalmia neonatal	Ophthalmia neonatorum
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	ophthalmia neonatorum	Ophthalmia neonatorum
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	ophthasmia neonatran	Ophthalmia neonatorum
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	opthalema neonatrum	Ophthalmia neonatorum
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	opthalmia +vlbw neonatrum	Ophthalmia neonatorum, very low birth weight
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	opthalmia neonatorum	Ophthalmia neonatorum
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	opthalmia neonatrum	Ophthalmia neonatorum
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	opthalmia neonatrun	Ophthalmia neonatorum
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	opthalmic	Ophthalmia neonatorum
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	oracondidiasis	Oral candidiasis
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	oral can didiasis	Oral candidiasis
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	oral candidasis	Oral candidiasis
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	oral candidiasis	Oral candidiasis
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	oralcandi deasis	Oral candidiasis
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	pan stage iii hie	Hypoxic ischemic encephalopathy, PNA stage III
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	pancytope	Pancytopenia
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	pancytopenia	Pancytopenia
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	partial lbo 2 to hsd	Partial LBO 2 to HSD
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	pathogcinc jandice	Pathologic jaundice
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	patholgic juandice	Pathologic jaundice
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	pathologic jaundic	Pathologic jaundice
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	pathologic jaundice	Pathologic jaundice
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	pathologic juandice	Pathologic jaundice
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	pda	Patent ductus arteriosus
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	pda, congenital heart ds chf	Congential heart defect, patent ductus arteriosus
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	phatalogic jaundice	Pathologic jaundice
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	phathalogh jaundice	Pathologic jaundice
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	phathalogic jaundice	Pathologic jaundice
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	phatholgic jaundice	Pathologic jaundice
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	phathologic	Pathologic jaundice
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	phathologic jaundice	Pathologic jaundice
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	phatologic jaundice	Pathologic jaundice
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	photography	Jaundice
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	photycthermia+ lbw	Low birth weight, polycythemia
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	physiologic jaundince	Pathologic jaundice
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	plumonary hemmorrhage	Pulmonary hemorrhage
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	plumonary lemirrage	Pulmonary hemorrhage
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	pna	PNA
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	pna + hmd	PNA, respiratory distress syndrome
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	pna + hypotermia	Hypothermia, PNA
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	pna + lbw	Low birth weight, PNA
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	pna + lbw + hmd	Low birth weight, respiratory distress syndrome, PNA
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	pna +hmd	PNA, respiratory distress syndrome
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	pna +lbw	Low birth weight, PNA
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	pna istage ii hie	PNA with stage II hypoxic ischemic encephalopathy
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	pna stage 2	PNA stage II
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	pna stage 3	PNA stage III
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	pna stage ii + lbw	Low birth weight, PNA stage II
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	pna stage ii hie, vlbw ii hie	PNA with stage II hypoxic ischemic encephalopathy, very low birth weight
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	pna stage iii hie dic + hyperkalemia	Disseminated intravascular coagulation, hyperkalemia, PNA with stage III hypoxic ischemic encephalopathy
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	pna statge 3	PNA stage III
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	pna sti	PNA stage I
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	pna with stage i hie	PNA with stage I hypoxic ischemic encephalopathy
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	pna with stage i hie, lbw	PNA with stage I hypoxic ischemic encephalopathy, low birth weight
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	pna with stage ii hie	PNA with stage II hypoxic ischemic encephalopathy
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	pna with stage ii hie , lbw	PNA with stage II hypoxic ischemic encephalopathy, low birth weight
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	pna with stage ii hie + vlbw	PNA with stage II hypoxic ischemic encephalopathy, very low birth weight
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	pna with stage iii hie	PNA with stage III hypoxic ischemic encephalopathy
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	pna with stage iii hie + chd	Congenital heart defect, PNA with stage III hypoxic ischemic encephalopathy
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	pna-2	PNA stage II
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	pna+ hyperkalemia +lbw+ vlbw	Hyperkalemia, PNA, very low birth weight
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	pna+ stage + vlbw	PNA, very low birth weight
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	pna+ vlbw+omphacoxele	Omphalocele, PNA, very low birth weight
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	pnae stage i hie	PNA with stage I hypoxic ischemic encephalopathy
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	pnaw stage iii	PNA stage III
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	pnmonary hemorrage	Pulmonary hemorrhage
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	polycafmila lbw	Polycythemia
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	polycatmia + onphaloce.	Omphalocele, polycythemia
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	polycetemia	Polycythemia
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	polycitermia	Polycythemia
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	polycthermia	Polycythemia
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	polycuythmia	Polycythemia
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	polycyemia , lbw+sga+pna	Low birth weight, PNA, polycythemia, small for gestational age
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	polycytermia	Polycythemia
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	polycytermia hct 68%	Polycythemia
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	polycythemia	Polycythemia
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	polycythemia , sga	Polycythemia, small for gestational age
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	polycythemia + lbw	Low birth weight, polycythemia
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	polycythemia, lbw	Low birth weight, polycythemia
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	polycythermia	Polycythemia
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	polycythermia + lbw	Low birth weight, polycythemia
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	polycythomia	Polycythemia
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	polysairia + lbw + preterm	Low birth weight, preterm, polysaistia
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	polysaistia + lbw + preterm	Low birth weight, preterm, polysaistia
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	premajure, lbw + pna with stage ii hie	Low birth weight, preterm, PNA with stage II hypoxic ischemic encephalopathy
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	premature	Preterm
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	prenatal aspiraria	Prenatal aspiraria
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	preterly + lbw	Low birth weight, preterm
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	preterm	Preterm
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	preterm + lbw	Low birth weight, preterm
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	preterm + lbw + jaunducie	Jaundice, low birth weight, preterm
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	preterm + rh -ve	Preterm, Rh negative
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	preterm +lbw	Low birth weight, preterm
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	preterm +vlbw+ sever discordant (36.8%)	Preterm, severe discordant, very low birth weight
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	preterm aga, jaunduce	Appropriate for gestational age, jaundice, preterm
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	preterm lbw	Low birth weight, preterm
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	preterm lbw aga	Appropriate for gestational age, low birth weight, preterm
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	preterm lbw hypothemia	Hypothermia, low birth weight, preterm
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	preterm prom	Preterm, PROM
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	preterm rd 2degree to mas low brith weight	Preterm, low birth weight, meconium aspiration syndrome, respiratory distress
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	preterm vlbw	Preterm, very low birth weight
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	preterme	Preterm
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	prom	PROM
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	prom score 2	PROM score 2
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	pulmonary hemorrhage	Pulmonary hemorrhage
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	pycylceita.. eones	Early onset neonatal sepsis, polycylceita
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	quatiication of aorta	Quatiication of aorta
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	r/o tef pda	Patent ductus arteriosus, tracheoesophageal fistula
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	rd	Respiratory distress
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	rd 2 to rds, abo setup aga, lbw, preterm	Appropriate for gestational age, low birth weight, preterm, ABO incompatibility, respiratory distress syndrome
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	respiratory failure 2 to? plumonary , hemorrage	Respiratory failure secondary to pulmonary hemorrhage
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	rigtttemporal scalp atscess	Right temporal scalp abscess
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	rt proximal humeral fracture	Right proximal humeral fracture
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	rupture meningomyocele	Meningomyelocele rupture
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	ruptured menigeo myelocele	Meningomyelocele rupture
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	rvi	RVI
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	rvi exposed	RVI-exposed
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	rvi exposed vlbw	RVI-exposed, very low birth weight
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	rvt exposed	RVI-exposed
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	seizure	Seizure
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	sepsis	Sepsis
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	septicartritis	Septic arthritis
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	set waund (skill)	Set waund (skill)
form04::otherdiagnosisspecify	form04::otherdiagnosisspecify	sever sepsis	Sepsis
