updated,colOrder,overallOrder,displayOrder,variable,dataFile,IRI,label,definition,category,parentLabel,parentIRI,codebookDescription,codebookValues,notesForOnt,notesForProvider,notesForDL,newLabel
,,861,2,anemia,mn_blood_iar_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0011161,Anemia (hemoglobin less than 11g/dL),,sample,Hemoglobin,http://purl.obolibrary.org/obo/EUPATH_0011725,1= hb_adj <11; 0= hb_adj>=11. anemia classification based on adjusted values. Source=calculated,,,,,
,,366,7,BRFDATE,mn_blood_iar_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0011165,Date of sample arrival to laboratory,,sample,Sample,http://purl.obolibrary.org/obo/EUPATH_0011679,Date of sample arrival. Source=BRF,,,,,
,,360,1,datecol,mn_blood_iar_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0011168,Date of sample collection,,sample,Sample,http://purl.obolibrary.org/obo/EUPATH_0011679,Date of sample collection. Source=calculated,,"use more general ""Date of sample collection"" lablel for all samples (stool, urine, blood), combine EUPATH_0011679 & EUPATH_0011168",,datecol & SRFDATE will collapse into the same label,
,,862,3,hb_adj,mn_blood_iar_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0011172,Hemoglobin (g/dL),,sample,Hemoglobin,http://purl.obolibrary.org/obo/EUPATH_0011725,"hb adjustment for high altitude (-0.3 in NP, -0.5 in TZ). Source=calculated",,,"BCHHB not loaded, only loading hb_adj",,
,,876,1,highagp,mn_blood_iar_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0011173,High Alpha-1-acid glycoprotein (greater than 100mg/dL),,sample,Alpha-1-acid glycoprotein,http://purl.obolibrary.org/obo/EUPATH_0011723,1= AGPVAL>100; 0=AGPVAL1<=100. Source=calculated,,,,,
,,867,1,highbll,mn_blood_iar_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0011174,High blood lead (greater than 10ug/dL),,sample,Lead,http://purl.obolibrary.org/obo/EUPATH_0011722,1= BLLCONC>-10; 0= BLLCONC<10. Source=calculated,,,,,
,,880,1,iarcat,mn_blood_iar_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0011175,Iodine level category,,sample,Iodine,http://purl.obolibrary.org/obo/EUPATH_0011749,0= IARCONC>100; 1= 50<=IARCONC<=100; 2= IARCONC<50. Source=calculated,,,,,
,,367,8,IARDATE,mn_blood_iar_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0011177,Date of urine assay,,sample,Sample,http://purl.obolibrary.org/obo/EUPATH_0011679,Date of assay. Source=IAR,,,,,
,,857,1,lowadjfar,mn_blood_iar_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0011178,Low ferritin (less than 12ng/mL),,sample,Ferritin,http://purl.obolibrary.org/obo/EUPATH_0011724,1= adjfar <12; 0=adjfar>=12. Source=calculated,,,"lowfar not loaded, only loading lowadjfar",,
,,870,1,lowadjrar,mn_blood_iar_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0011179,Low retinol (less than 20mg/dL),,sample,Retinol,http://purl.obolibrary.org/obo/EUPATH_0011718,1= adjrar <20; 0= adjrar>=20. Source=calculated,,,"lowrar not loaded, only loading lowadjfar",,
,,873,1,lowadjzinc,mn_blood_iar_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0011180,Low zinc (less than 9.9umol/L),,sample,Zinc,http://purl.obolibrary.org/obo/EUPATH_0011719,"1= adjzinc_mml<9.9; 0= adjzinc_mml>=9.9. All zinc data from SAV should be excluded from analysis, not just records where SAVDONTUSE=1. Source=calculated",,,"lowzinc not loaded, only loading lowadjzinc",,
,,364,5,SAVDONTUSE,mn_blood_iar_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0011189,Should sample be used?,,sample,Sample,http://purl.obolibrary.org/obo/EUPATH_0011679,0=use; 1=don’t use. Source=ZAR,,,,,
,,860,1,sevanemia,mn_blood_iar_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0011190,Severe anemia (hemoglobin less than 7g/dL),,sample,Hemoglobin,http://purl.obolibrary.org/obo/EUPATH_0011725,1= hb_adj <7; 0= hb_adj>=7. anemia classification based on adjusted values. Source=calculated,,,,,
,,100,6,,,http://purl.obolibrary.org/obo/EUPATH_0011191,Weaning,,participant,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,,,,,,
,,424,1,urinevol,mn_blood_iar_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0011194,Urine volume,,sample,Urine,http://purl.obolibrary.org/obo/EUPATH_0011696,UCFVOL. Source=UCF,,,,,
,,422,1,ZARCOLOR,mn_blood_iar_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0011196,Hemolysis (color),,sample,Blood,http://purl.obolibrary.org/obo/EUPATH_0011692,Zinc color. Source=ZAR,,,,,
yes,,847,1,complete_gf,mpo_neo_ala_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0011275,Results from all 3 measures of intestinal inflammation available,,sample,Intestinal inflammation,http://purl.obolibrary.org/obo/EUPATH_0011748,"1= if conc.mpo, conc.neo, & conc.ala have values. Source=calculated",,,,,
yes,,848,2,conc.ala,mpo_neo_ala_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0011276,Alpha-1-antitrypsin (mg/g),,sample,Intestinal inflammation,http://purl.obolibrary.org/obo/EUPATH_0011748,final ALA concentration (mg/g). Source=calculated,use this for analysis (accounts for initial and recollection stools),,,,
,,850,4,conc.mpo,mpo_neo_ala_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0011277,Myeloperoxidase (ng/mL),,sample,Intestinal inflammation,http://purl.obolibrary.org/obo/EUPATH_0011748,final MPO concentration (ng/mL). Source=calculated,use this for analysis (accounts for initial and recollection stools),,,,
,,852,6,conc.neo,mpo_neo_ala_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0011278,Neopterin (nmol/L),,sample,Intestinal inflammation,http://purl.obolibrary.org/obo/EUPATH_0011748,final NEO concentration (nmol/L). Source=calculated,use this for analysis (accounts for initial and recollection stools),,,,
,,400,1,diarrhea_gf,mpo_neo_ala_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0011339,Diarrheal stool sample,,sample,Diarrheal stool samples,http://purl.obolibrary.org/obo/EUPATH_0011769,1 if considered a diarrhea stool (dprev3=1 or 1<= lastdiar <=7) ; 0 otherwise . Source=calculated,,,how are diarrhea_gf (mpo_neo_ala) and flag_nodiar (microbiology) different?,,
,,409,10,gemsep,mpo_neo_ala_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0011358,Moderate-to-severe diarrhea by GEMS criteria within 2 days of stool collection,,sample,Diarrheal stool samples,http://purl.obolibrary.org/obo/EUPATH_0011769,GEMS definition of moderate/severe diarrhea for diarrhea days within +/2 days of stool collection. Source=illnessfull,,,,,
,,379,4,lmday,mpo_neo_ala_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0011363,Lactulose:mannitol test 1 day before stool collection,,sample,Stool characteristics,http://purl.obolibrary.org/obo/EUPATH_0011695,indicator if lactulose:mannitol test given the day of or the day before the date of stool collection. Source=UCF,1= lm test done day of or day before; NA=no proximate LM test,,,,
,,849,3,lnconc.ala,mpo_neo_ala_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0011364,"Alpha-1-antitrypsin (natural log, mg/g)",,sample,Intestinal inflammation,http://purl.obolibrary.org/obo/EUPATH_0011748,log2 (conc.ala+0.000001). Source=calculated,,,,,
,,851,5,lnconc.mpo,mpo_neo_ala_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0011365,"Myeloperoxidase (natural log, ng/mL)",,sample,Intestinal inflammation,http://purl.obolibrary.org/obo/EUPATH_0011748,log2 (conc.mpo+0.000001). Source=calculated,,,,,
,,853,7,lnconc.neo,mpo_neo_ala_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0011366,"Neopterin (natural log, nmol/L)",,sample,Intestinal inflammation,http://purl.obolibrary.org/obo/EUPATH_0011748,log2 (conc.neo+0.000001). Source=calculated,,,,,
,,408,9,scoreep,mpo_neo_ala_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0011539,Diarrhea severity score within +/- 2 days of stool collection,,sample,Diarrheal stool samples,http://purl.obolibrary.org/obo/EUPATH_0011769,severity score for diarrhea days within +/2 days of stool collection. Source=illnessfull,,,,,
,,365,6,SRFRECOLREQ,mpo_neo_ala_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0011550,Recollection requested,,sample,Sample,http://purl.obolibrary.org/obo/EUPATH_0011679,Was recollection requested?. Source=SRF,"Yes, monthly specimen <4g = 01, Yes, diarrheal specimen <2g = 02, No =00",,,,
,,34,1,exch,wami_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0011579,Currency exchange rate to USD,,household,Income information,http://purl.obolibrary.org/obo/EUPATH_0011707,Currrency exchange rate to buy US Dollars. Source=Compiled from http://www.oanda.com/currency/historical-rates/,#.###,,,,
,,8,4,fsecloc2,wami_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0011586,Separate kitchen,,household,Dwelling characteristics,http://purl.obolibrary.org/obo/EUPATH_0000303,Do you have a separate room which is used as a kitchen?. Source=FSE,Yes = 01; No = 00,,,,
,,27,1,fsedate,wami_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0011587,Date of follow-up socioeconomic staus questionnaire,,household,Socioeconomic factors,http://purl.obolibrary.org/obo/EUPATH_0000304,Date of FSE. Source=FSE,dd-mm-yy,,,,
,,47,1,fsemed,wami_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0011590,Ever attended school,,household,Schooling,http://purl.obolibrary.org/obo/EUPATH_0011708,Have you ever attended school? . Source=FSE,Yes = 01; No = 00,,,,
,,49,3,fsemed2,wami_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0011591,Schooling completed (years),,household,Schooling,http://purl.obolibrary.org/obo/EUPATH_0011708,How many years of schooling have you completed?. Source=FSE,00-20,,,,
,,6,2,fseroof,wami_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0011592,Roof material,,household,Dwelling characteristics,http://purl.obolibrary.org/obo/EUPATH_0000303,Main material of the roofs (observation). Source=FSE,No roof = 01; Thatch = 02; Metal = 03; Wood = 04; Brick = 05;Tiles = 06;Slate = 07;Other = 08 ,,,,
,,9,5,fseroom1,wami_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0011593,Number of rooms,,household,Dwelling characteristics,http://purl.obolibrary.org/obo/EUPATH_0000303,How many rooms are there in your house?. Source=FSE,01-15 (rooms),,,,
,,35,2,incat,wami_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0011601,Income category (USD),,household,Income information,http://purl.obolibrary.org/obo/EUPATH_0011707,"Reported income in US Dollars, catgeorized in all-site noniles. Source=FSE(derived)","income category cutoffs, noniles of ""newincome"" (created using income data up to 36 months):0: <=36.6; 1: >=36.62 & <=65.7; 2: >=65.8 & <=90.9; 3: >=90.972 & <=111.84; 4: >=111.93 & <=140.72; 5: >=140.76 & <=180.65; 6: >=180.8 & <=250; 7: >=250.05 & <=353.2; 8: >=353.338",,,,
,,24,1,newdrink,wami_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0011603,Drinking water source score,,household,Water information,http://purl.obolibrary.org/obo/EUPATH_0000731,"Score of drinking water source; 0  for unimproved categories, 4 for improved categories. Source=FSE(derived)","if fsewdrink = ""01"",""02"",""03"",""04"",""05"",""08"" then newdrink=4, ""improved"" except for PEL where fsewdrink=""08"" is also considered unimproved due to site-specific circumstances; if fsewdrink = ""06"",""07"" then newdrink=0 ""unimproved"", except for PEL where values of ""08"" for fsewdrink are considered unimproved",,,,
,,32,6,newfsepeople,wami_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0011604,Mean number of people per room,,household,Socioeconomic factors,http://purl.obolibrary.org/obo/EUPATH_0000304,Mean number of people per room in the household (fsesleep/fseroom1). Source=FSE(derived),#,,,,
,,48,2,newfseschool,wami_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0011605,Maternal education (years),,household,Schooling,http://purl.obolibrary.org/obo/EUPATH_0011708,Years of maternal education divided by 2.. Source=FSE(derived),range 0-8,,,,
,,36,3,newincome,wami_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0011606,Income (USD),,household,Income information,http://purl.obolibrary.org/obo/EUPATH_0011707,Reported income mulitplied by exchange rate. Source=FSE(derived),#,,,,
,,13,1,newsanitation,wami_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0011607,Sanitation score,,household,Sanitation facility,http://purl.obolibrary.org/obo/EUPATH_0000596,"Score of sanitation; 0 for unimproved categories, 4 for improved categories. Source=FSE(derived)","if fsetoiletmod = ""01"" then newsanitation=0, unimproved;if fsetoiletmod = ""02"",""03"",""04"",""05"",""06"",""07"" then newsanitation=4, improved",,,,
,,28,2,overall,wami_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0011608,Overall socioeconomic score,,household,Socioeconomic factors,http://purl.obolibrary.org/obo/EUPATH_0000304,sum of all WAMI component scores. Source=FSE(derived),0-32,,,,
,,31,5,people,wami_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0011609,Mean people per room (less than 2/more than 2),,household,Socioeconomic factors,http://purl.obolibrary.org/obo/EUPATH_0000304,Score of 1 if less than 2 people (mean) per room. Source=FSE(derived),#,,,,
,,19,7,q4,wami_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0011612,Household toilet/latrine has concrete floor,,household,Sanitation facility,http://purl.obolibrary.org/obo/EUPATH_0000596,Does your household toilet/latrine have a concrete floor?. Source=SAV Latrine,Yes = 01; No = 00,,,,
,,21,9,q5,wami_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0011613,Household toilet/latrine's concrete floor available before 11/2009,,household,Sanitation facility,http://purl.obolibrary.org/obo/EUPATH_0000596,Was the concrete floor available before November 2009?. Source=SAV Latrine,Yes = 01; No = 00,,,,
,,20,8,q6,wami_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0011614,Household toilet/latrine's concrete floor installation date,,household,Sanitation facility,http://purl.obolibrary.org/obo/EUPATH_0000596,When after November 2009 did your toilet/latrine; have a concrete floor. Source=SAV Latrine,date,,,,
,,22,10,q7,wami_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0011615,Household toilet/latrine's concrete floor available between 11/2009 & 02/2010,,household,Sanitation facility,http://purl.obolibrary.org/obo/EUPATH_0000596,"If your answer to Question 04 is ‘No’, did your toilet/latrine have a concrete floor any time between November 2009 and February 2014? . Source=SAV Latrine",Yes = 01; No = 00,,,,
,,11,1,sanitation,wami_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0011617,Sanitaton and drinking water score,,household,Facilities,http://purl.obolibrary.org/obo/EUPATH_0000302,Sum of saniation and drinking scores. . Source=FSE(derived),range 0-8,,,,
,,29,3,wami,wami_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0011620,WAMI,,household,Socioeconomic factors,http://purl.obolibrary.org/obo/EUPATH_0000304,"The wami is calculated by summing values of the following variables: sanitation, asset, incat, newfseschool and dividing the total by 32. Source=FSE(derived)",range 0-1,,,,
,,273,2,animalpro,WHOcoreallsites_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0011623,"Animal proteins (meat, eggs, fish)",,observation,Proteins,http://purl.obolibrary.org/obo/EUPATH_0011739,"0/1; Consumption of animal proteins (includes meat, egg, and fish). Source=calculated",,,"does animal protein consumption include milk? (codebook states meat, eggs, fish)",,
,,243,13,dietindex05mon,WHOcoreallsites_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0011625,Diet diversity score for children 0-5 months,,observation,Diet,http://purl.obolibrary.org/obo/EUPATH_0011732,"0-4; 4 is the highest diversity score a child could receive if he/she consumes breastmilk and does not consume tea, milk, juices, formula or solids  in the previous day (for children 0-5 months). Source=calculated",,,,,
,,244,14,dietindex68mon,WHOcoreallsites_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0011626,Diet diversity score for children 6-8 months,,observation,Diet,http://purl.obolibrary.org/obo/EUPATH_0011732,"0-6; 6 is the highest diversity score a child could receive if he/she consumes breastmilk, 4 or more food groups, feeds at least 5 times and does not consume formula in the previous day (for children 6-8 months). Source=calculated",,,,,
,,274,3,flesh_whocore,WHOcoreallsites_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0011627,"Animal proteins (meat, organ meat, fish)",,observation,Proteins,http://purl.obolibrary.org/obo/EUPATH_0011739,"0/1; Consumption of animal proteins (includes meat, organ meat, and fish). Source=calculated",,,How are flesh_whocore and iron3a_whocore different? (both are in WHOcoreallsites_24m dataset),,
,,272,1,grainroot_whocore,WHOcoreallsites_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0011628,Animal proteins (including grains & roots),,observation,Proteins,http://purl.obolibrary.org/obo/EUPATH_0011739,0/1; Consumption of animal proteins (includes grains and roots). Source=calculated,,,Is this label correct? ,,
,,227,16,introcomp_whocore,WHOcoreallsites_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0011629,Introduction of complementary foods,,observation,Breastfeeding information,http://purl.obolibrary.org/obo/EUPATH_0011730,"o/1; Introducion of complementary foods** Infants 6–8 months of age who received solid, semi-solid or soft foods during the previous day / Infants 6–8 months of age. Source=calculated",,,,,
,,286,1,iron1_whocore,WHOcoreallsites_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0011630,"Dark green leafy vegetables, organ meat, any meat",,observation,Iron-rich foods,http://purl.obolibrary.org/obo/EUPATH_0011738,"0/1; 1 if consumption of iron-rich or iron-fortified foods, Version 1 with dark green leafy vegetables, organ meat and any meat. . Source=calculated",,,,,
,,290,5,iron1a_whocore,WHOcoreallsites_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0011631,"Organ meat, any meat",,observation,Iron-rich foods,http://purl.obolibrary.org/obo/EUPATH_0011738,"0/1; 1 if consumption of iron-rich or iron-fortified foods, Version 1a with organ meat and any meat. . Source=calculated",,,,,
,,287,2,iron2_whocore,WHOcoreallsites_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0011632,"Dark green leafy vegetables, organ meat, any meat, eggs",,observation,Iron-rich foods,http://purl.obolibrary.org/obo/EUPATH_0011738,"0/1; 1 if consumption  of iron-rich or iron-fortified foods, Version 2 with dark green leafy vegetables, organ meat, any meat, and eggs. . Source=calculated",,,,,
,,291,6,iron2a_whocore,WHOcoreallsites_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0011633,"Organ meat, any meat, eggs",,observation,Iron-rich foods,http://purl.obolibrary.org/obo/EUPATH_0011738,"0/1; 1 if consumption  of iron-rich or iron-fortified foods, Version 2a with organ meat, any meat, and eggs. . Source=calculated",,,,,
,,289,4,iron3_whocore,WHOcoreallsites_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0011634,"Dark green leafy vegetables, organ meat, any meat, fish",,observation,Iron-rich foods,http://purl.obolibrary.org/obo/EUPATH_0011738,"0/1; 1 if consumption  of iron-rich or iron-fortified foods, Version 3 with dark green leafy vegetables, organ meat, any meat, and fish. . Source=calculated",,,,,
,,293,8,iron3a_whocore,WHOcoreallsites_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0011635,"Organ meat, any meat, fish",,observation,Iron-rich foods,http://purl.obolibrary.org/obo/EUPATH_0011738,"0/1; 1 if consumption  of iron-rich or iron-fortified foods, Version 3a with  organ meat, any meat, and fish. . Source=calculated",,,How are flesh_whocore and iron3a_whocore different? (both are in WHOcoreallsites_24m dataset),,
,,288,3,iron4_whocore,WHOcoreallsites_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0011636,"Dark green leafy vegetables, organ meat, any meat, eggs, fish",,observation,Iron-rich foods,http://purl.obolibrary.org/obo/EUPATH_0011738,"0/1; 1 if consumption of iron-rich or iron-fortified foods, Version 4  with dark green leafy vegetables, organ meat, any meat, eggs and fish.. Source=calculated",,,,,
,,292,7,iron4a_whocore,WHOcoreallsites_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0011637,"Organ meat, any meat, eggs, fish",,observation,Iron-rich foods,http://purl.obolibrary.org/obo/EUPATH_0011738,"0/1; 1 if consumption of iron-rich or iron-fortified foods, Version 4a  organ meat, any meat, eggs and fish.. Source=calculated",,,,,
,,238,8,madbf_whocore,WHOcoreallsites_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0011638,Minimum acceptable diet for breastfed children,,observation,Diet,http://purl.obolibrary.org/obo/EUPATH_0011732,0/1; 1 if minimum acceptable diet is met among breastfed kids. Minimum acceptable diet for breastfed children is defined as breastfed children 6–23 months of age who had at least the minimum dietary diversity and the minimum meal frequency during the previous day. Source=calculated,,,,,
,,239,9,madnonbf_whocore,WHOcoreallsites_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0011639,Minimum acceptable diet for non-breastfed children,,observation,Diet,http://purl.obolibrary.org/obo/EUPATH_0011732,0/1; 1 if minimum acceptable diet is met among non-breastfed kids. Minimum acceptable diet for non breastfed children is defined as non-breastfed children 6–23 months of age who received at least 2 milk feedings and had at least the minimum dietary diversity not including milk feeds and the minimum meal frequency during the previous day. Source=calculated,,,,,
,,241,11,mdd_whocore,WHOcoreallsites_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0011640,Minimum diet diversity of at least 4 food groups yesterday,,observation,Diet,http://purl.obolibrary.org/obo/EUPATH_0011732,"0/1; Consumption of minimum dietary diversity, which is defined as child consuming 4 or more food groups in the previous day. . Source=calculated",,,,,
,,251,5,milkfd_whocore,WHOcoreallsites_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0011641,Number of animal milk or formula feeds during night and day,,observation,Liquids,http://purl.obolibrary.org/obo/EUPATH_0011735, Sum of of animal milk feeds during night and day and formula feeds during night and day.. Source=calculated,,,,,
,,240,10,milkfdnonbr_whocore,WHOcoreallsites_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0011642,"For non-breastfed kids, were there more than 1 animal milk or formula feeds?",,observation,Diet,http://purl.obolibrary.org/obo/EUPATH_0011732,0/1; 1 if the sum of animal milk and formula feeds is greater than 1 for non breastfed kids. Source=calculated,,,,,
,,236,6,mmealfq_whocore,WHOcoreallsites_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0011643,Was WHO minimum meal frequency met?,,observation,Diet,http://purl.obolibrary.org/obo/EUPATH_0011732,"0/1; Consumption of minimum meal frequency based on WHO core indicator definition. ""1"" if  breastfed child recieved  2 meals and non-breastfed child recieves 4 meals. Source=calculated",,,,,
,,283,12,moabean,WHOcoreallsites_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0011644,Legumes,,observation,Proteins,http://purl.obolibrary.org/obo/EUPATH_0011739,"0/1; Consumption of foods made with beans, lentils, peas, corn, ground nuts?. Source=MOA",,,,,
,,214,3,moabrst,WHOcoreallsites_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0011645,Breastfeeding,,observation,Breastfeeding information,http://purl.obolibrary.org/obo/EUPATH_0011730,0/1; Are you breastfeeding <Child>? . Source=MOA,,,,,
,,219,8,moabrstd,WHOcoreallsites_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0011646,Number of breastfeedings yesterday (sunrise to sunset),,observation,Breastfeeding information,http://purl.obolibrary.org/obo/EUPATH_0011730,"Yesterday, during the day, how many times did you breastfeed (child)?. Source=MOA",,,,,
,,220,9,moabrstn,WHOcoreallsites_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0011647,Number of breastfeedings last night (sunset to sunrise),,observation,Breastfeeding information,http://purl.obolibrary.org/obo/EUPATH_0011730,"Last night, how many times did you breastfeed (Child) from sunset to sunrise?. Source=MOA",,,,,
,,245,15,moacomm,WHOcoreallsites_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0011648,Commercially available foods,,observation,Diet,http://purl.obolibrary.org/obo/EUPATH_0011732,0/1; Consumption of any commercially available foods for infants or young children?. Source=MOA,,,,,
,,295,1,moadai,WHOcoreallsites_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0011649,Dairy,,observation,Dairy,http://purl.obolibrary.org/obo/EUPATH_0011836,"0/1; Consumption of cheese, yogurt or other dairy products?. Source=MOA",,,,,
,,112,3,moadate,WHOcoreallsites_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0011650,Date of monthly survey,,observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,Date of  MOA collection. Source=MOA,,,,,
,,281,10,moaegg,WHOcoreallsites_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0011651,Eggs,,observation,Proteins,http://purl.obolibrary.org/obo/EUPATH_0011739,0/1; Consumption of eggs. Source=MOA,,,,,
,,237,7,moafeedn,WHOcoreallsites_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0011652,Total number of feedings yesterday,,observation,Diet,http://purl.obolibrary.org/obo/EUPATH_0011732,"Yesterday, counting meals and snacks, how many times did you feed (child)?. Source=MOA",,,,,
,,279,8,moafish,WHOcoreallsites_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0011653,Fish/shellfish,,observation,Proteins,http://purl.obolibrary.org/obo/EUPATH_0011739,0/1; Consumption of fresh or dried fish or shellfish?. Source=MOA,,,,,
,,260,1,moafood,WHOcoreallsites_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0011654,"Semi-solid, mashed, or solid foods",,observation,Solids,http://purl.obolibrary.org/obo/EUPATH_0011736,"0/1; Is (child) eating any semi-solid, mashed or solid foods? . Source=MOA",,,,,
,,247,1,moaform,WHOcoreallsites_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0011655,Infant formula,,observation,Liquids,http://purl.obolibrary.org/obo/EUPATH_0011735,0/1; Do you give (Child) infant formula?. Source=MOA,,,,,
,,248,2,moaformd,WHOcoreallsites_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0011656,Number of formula feedings yesterday (sunrise to sunset),,observation,Liquids,http://purl.obolibrary.org/obo/EUPATH_0011735,"Yesterday, during the day, how many times did you feed (child) formula?. Source=MOA",,,,,
,,249,3,moaformn,WHOcoreallsites_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0011657,Number of formula feedings last night (sunset to sunrise),,observation,Liquids,http://purl.obolibrary.org/obo/EUPATH_0011735,"Last night, how many times did you feed (Child) formula from sunset to sunrise?. Source=MOA",,,,,
,,269,8,moafrveg,WHOcoreallsites_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0011658,Other fruits or vegetables,,observation,Fruits & vegetables,http://purl.obolibrary.org/obo/EUPATH_0011737,"0/1; Consumption of any other fruits or vegetables such as banana, apple, oranges, tomatoes, avocado?. Source=MOA",,,,,
,,299,1,moagrain,WHOcoreallsites_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0011659,Grains,,observation,Grains,http://purl.obolibrary.org/obo/EUPATH_0011659,"0/1; Consumption of rice, porridge, bread, noodles or other foods made from grains?. Source=MOA",,,,,
,,256,10,moajuice,WHOcoreallsites_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0011660,Fruit or vegitable juice,,observation,Liquids,http://purl.obolibrary.org/obo/EUPATH_0011735,0/1; Consumption of fruit or vegetable juices?. Source=MOA,,,,,
,,275,4,moameat,WHOcoreallsites_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0011661,Meat,,observation,Proteins,http://purl.obolibrary.org/obo/EUPATH_0011739,"0/1; Consumption of any meat, such as chicken, beef, lamb, goat, duck (others)?. Source=MOA",,,,,
,,250,4,moamilk,WHOcoreallsites_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0011662,Animal milk,,observation,Liquids,http://purl.obolibrary.org/obo/EUPATH_0011735,"0/1;Do you give (Child) other milks, such as tinned, powdered or fresh animal milk?. Source=MOA",,,,,
