variable,dataFile,label,IRI,displayOrder,definition,category,parentLabel,parentIRI,termType,codebookDescription,codebookValues
micro_x::pathogeng,micro_x,"Any pathogen, by any method",http://purl.obolibrary.org/obo/EUPATH_0010889,5,,Sample,Test result summary for stool,http://purl.obolibrary.org/obo/EUPATH_0011876,variable,Is there any pathogen present in the stool sample?. In a particular stool sample. Source=Calculated. 1=yes;0=no,", 0, 1"
micro_x::pathogeng_nonrv,micro_x,"Any pathogen, by any method (ex NRV)",http://purl.obolibrary.org/obo/EUPATH_0010890,6,,Sample,Test result summary for stool,http://purl.obolibrary.org/obo/EUPATH_0011876,variable,any pathogen present in this stool sample (not including NoV) . In a particular stool sample. Source=Calculated. 1=yes;0=no,", 0, 1"
micro_x::sumbacteria,micro_x,Bacteria species count,http://purl.obolibrary.org/obo/EUPATH_0010897,10,,Sample,Test result summary for stool,http://purl.obolibrary.org/obo/EUPATH_0011876,variable,Sum of all bacteria identified in a specific stool sample. sum (of aeromonas campy eaec eiec atypicalepec epec lt_etec st_etc pshigyn salmonella shigella stec vibrio yenteryn). Source=Calculated. continuous numeric,", 0, 1, 2, 3, 4, 5, 6"
micro_x::sumparasite,micro_x,Parasite species count,http://purl.obolibrary.org/obo/EUPATH_0010901,18,,Sample,Test result summary for stool,http://purl.obolibrary.org/obo/EUPATH_0011876,variable,Sum of all parasites identified in a specific stool sample. sum (of alumb bcoli cmes crypt cyclo ehist enana everm giard hdim hnana hook ibut isos sstero schist atric taenia). Source=Calculated. continuous numeric,", 0, 1, 2, 3, 4, 5"
micro_x::sumpath_u,micro_x,Unique pathogen species count in stool samples,http://purl.obolibrary.org/obo/EUPATH_0010905,1,,Sample,Test result summary for stool,http://purl.obolibrary.org/obo/EUPATH_0011876,variable,number of UNIQUE pathogens identified in this stool sample. Requires complete testing of stool sample. Source=Calculated. continuous numeric,", 0, 1, 2, 3, 4, 5, 6"
micro_x::sumpath_u_d,micro_x,Unique pathogen species count in diarrheal stool,http://purl.obolibrary.org/obo/EUPATH_0010909,4,,Sample,Test result summary for stool,http://purl.obolibrary.org/obo/EUPATH_0011876,variable,number of UNIQUE pathogens identified in this diarrhea stool sample. Complete testing required of stool samples. . Source=Calculated. continuous numeric,", 0, 1, 2, 3, 4, 5, 6, 8"
micro_x::sumpath_u_m,micro_x,Unique pathogen species count in monthly stool,http://purl.obolibrary.org/obo/EUPATH_0010910,3,,Sample,Test result summary for stool,http://purl.obolibrary.org/obo/EUPATH_0011876,variable,number of UNIQUE pathogens identified in this monthly stool sample. Information from the first monthly stool collected for each month. Complete testing required of stool samples. . Source=Calculated. continuous numeric,", 0, 1, 2, 3, 4, 5, 6"
micro_x::sumpath_u_nonrv,micro_x,Unique pathogen species count in stool samples (ex NRV),http://purl.obolibrary.org/obo/EUPATH_0010911,2,,Sample,Test result summary for stool,http://purl.obolibrary.org/obo/EUPATH_0011876,variable,number of UNIQUE pathogens identified in this stool sample excluding information from NRV. Requires complete testing of stool sample. Source=Calculated. continuous numeric,", 0, 1, 2, 3, 4, 5, 6"
micro_x::sumpathg,micro_x,Pathogen species count,http://purl.obolibrary.org/obo/EUPATH_0010915,7,,Sample,Test result summary for stool,http://purl.obolibrary.org/obo/EUPATH_0011876,variable,number of pathogens identified in a specific stool sample. Information from the first monthly stool collected for each month or the first diarrhea stool collected for each diarrhea episode. Complete testing required of stool samples. . Source=Calculated. continuous numeric,", 0, 1, 2, 3, 4, 5, 6, 7, 8"
micro_x::sumpathg_nonrv,micro_x,Pathogen species count (ex NRV),http://purl.obolibrary.org/obo/EUPATH_0010919,8,,Sample,Test result summary for stool,http://purl.obolibrary.org/obo/EUPATH_0011876,variable,number of pathogens identified in a specific stool sample excluding information on norovirus. Information from the first monthly stool collected for each month or the first diarrhea stool collected for each diarrhea episode. Complete testing required of stool samples. . Source=Calculated. continuous numeric,", 0, 1, 2, 3, 4, 5, 6, 7"
micro_x::sumvirus,micro_x,Virus species count,http://purl.obolibrary.org/obo/EUPATH_0010923,11,,Sample,Test result summary for stool,http://purl.obolibrary.org/obo/EUPATH_0011876,variable,"Sum of all viruses identified in a specific stool sample. sum of astrovirus, NoV GI, NoV GII, rotavirus, and adenovirus. Source=Calculated. continuous numeric",", 0, 1, 2, 3, 4"
micro_x::sumvirus_nonrv,micro_x,Virus species count (ex NRV),http://purl.obolibrary.org/obo/EUPATH_0010927,12,,Sample,Test result summary for stool,http://purl.obolibrary.org/obo/EUPATH_0011876,variable,Sum of all viruses identified in a specific stool sample excluding NRV information. Information from the first monthly stool collected for each month or the first diarrhea stool collected for each diarrhea episode. Complete testing required of stool samples. . Source=Calculated. continuous numeric,", 0, 1, 2, 3"
micro_x::virus,micro_x,"Any virus, by any method",http://purl.obolibrary.org/obo/EUPATH_0010931,13,,Sample,Test result summary for stool,http://purl.obolibrary.org/obo/EUPATH_0011876,variable,Did this stool sample have a virus detected?. if astro =1 or nrvgeno1=1 or or nrvgeno2 =1 or rota=1 or adeno=1 then virus=1;else virus =0 /**allows for monthly stool sample to be positive if have positive NRV test result***/. Source=Calculated. 1=yes;0=no,", 0, 1"
micro_x::virus_nonrv,micro_x,"Any virus, by any method (ex NRV)",http://purl.obolibrary.org/obo/EUPATH_0010935,14,,Sample,Test result summary for stool,http://purl.obolibrary.org/obo/EUPATH_0011876,variable,Did this stool sample have a virus detected (excluding NRV information)?. if astro =1 or rota=1 or adeno=1 then virus_nonrv=1;else virus_nonrv =0. Source=Calculated. continuous numeric,", 0, 1"
micro_x::modresult,micro_x,"Any parasites, by modified acid stain microscopy",http://purl.obolibrary.org/obo/EUPATH_0010997,17,,Sample,Test result summary for stool,http://purl.obolibrary.org/obo/EUPATH_0011876,variable,Were any pathogens detected by modified acid fast stain?. Collapsed variable for mdfstaindetect. Source=Calculated. 1=yes;0=no,", 0, 1"
micro_x::modother,micro_x,"Any other organisms, by modified acid stain microscopy",http://purl.obolibrary.org/obo/EUPATH_0011006,19,,Sample,Test result summary for stool,http://purl.obolibrary.org/obo/EUPATH_0011876,variable,Were other organisms detected by modified acid fast stain?. Uses information from variable ''mdfstaindetect''. Source=Calculated. 1=yes;0=no,", 0, 1"
,,Stool characteristics,http://purl.obolibrary.org/obo/EUPATH_0010038,12,,Sample,Stool sample,http://purl.obolibrary.org/obo/EUPATH_0011877,category,NA,NA
micro_x::flag_qns,micro_x,Quantity not sufficient,http://purl.obolibrary.org/obo/EUPATH_0010558,22,,Sample,Stool sample,http://purl.obolibrary.org/obo/EUPATH_0011877,variable,.,0 to 1
micro_x::qnscampelisa,micro_x,Quantity enough for Campylobacter ELISA test,http://purl.obolibrary.org/obo/EUPATH_0010834,15,,Sample,Stool sample,http://purl.obolibrary.org/obo/EUPATH_0011877,variable,.,", 0, 1"
micro_x::qnscgelisa,micro_x,Quantity enough for Cryptosporidium and Giardia ELISA tests,http://purl.obolibrary.org/obo/EUPATH_0010835,16,,Sample,Stool sample,http://purl.obolibrary.org/obo/EUPATH_0011877,variable,.,", 0, 1"
micro_x::qnsculturesetup,micro_x,Quantity enough for bacteriology,http://purl.obolibrary.org/obo/EUPATH_0010836,14,,Sample,Stool sample,http://purl.obolibrary.org/obo/EUPATH_0011877,variable,.,", 0, 1"
micro_x::qnsehistelisa,micro_x,Quantity enough for Entamoeba histolytica ELISA test,http://purl.obolibrary.org/obo/EUPATH_0010837,17,,Sample,Stool sample,http://purl.obolibrary.org/obo/EUPATH_0011877,variable,.,", 0, 1"
micro_x::qnsnoropcr,micro_x,Quantity enough for Norovirus RT-PCR test,http://purl.obolibrary.org/obo/EUPATH_0010838,20,,Sample,Stool sample,http://purl.obolibrary.org/obo/EUPATH_0011877,variable,.,", 0, 1"
micro_x::qnsopconc,micro_x,Quantity enough for ova and parasite concentrate wet prep microscopy,http://purl.obolibrary.org/obo/EUPATH_0010839,18,,Sample,Stool sample,http://purl.obolibrary.org/obo/EUPATH_0011877,variable,.,", 0, 1"
micro_x::qnsspecarchive,micro_x,Quantity enough to archive,http://purl.obolibrary.org/obo/EUPATH_0010840,21,,Sample,Stool sample,http://purl.obolibrary.org/obo/EUPATH_0011877,variable,.,", 0, 1"
micro_x::qnsviraltest,micro_x,Quantity enough for viral tests,http://purl.obolibrary.org/obo/EUPATH_0010841,19,,Sample,Stool sample,http://purl.obolibrary.org/obo/EUPATH_0011877,variable,.,", 0, 1"
micro_x::physiologic,micro_x,"Stool type, based on surveillance",http://purl.obolibrary.org/obo/EUPATH_0010849,4,,Sample,Stool sample,http://purl.obolibrary.org/obo/EUPATH_0011877,variable,Type of stool sample collected. Using information from surveillance. Diarrhea stool = diarrhea reported within +/- 2 days from stool collection plus having a liquid or watery consistency. Monthly stool is stool collected more than 2 days away from study defined diarrhea. Source=Calculated. m1 =monthly; d1=diarrhea stool with watery or liquid consistency,", D1, M1"
micro_x::protocol_sum,micro_x,Cumulative stool sample count,http://purl.obolibrary.org/obo/EUPATH_0010852,1,,Sample,Stool sample,http://purl.obolibrary.org/obo/EUPATH_0011877,variable,.,>10 unique values
micro_x::severe,micro_x,"Stool type, severe diarrhea",http://purl.obolibrary.org/obo/EUPATH_0010853,3,,Sample,Stool sample,http://purl.obolibrary.org/obo/EUPATH_0011877,variable,Type of stool sample collected. Using information from surveillance. Diarrhea stool = diarrhea reported within +/- 2 days from stool collection plus having a diarrhea severity score of >= 5. Monthly stool is stool collected more than 2 days away from study defined diarrhea. Source=Calculated. m1 =monthly; d1=diarrhea  plus having a diarrhea severity score of >= 5,", D1, M1"
micro_x::srfspectype,micro_x,Stool type,http://purl.obolibrary.org/obo/EUPATH_0010869,2,,Sample,Stool sample,http://purl.obolibrary.org/obo/EUPATH_0011877,variable,"Type of specimen collected. M1=monthly, MR=monthly recollection, D1=diarrheal, DR=diarrheal recollection.Type of stool sample collected. Using information from surveillance. Diarrhea stool = diarrhea reported within +/- 2 days from stool collection. Monthly stool is stool collected more than 2 days away from study defined diarrhea. Source=Calculated. m1 =monthly; d1=diarrhea",
micro_x::stooltype,micro_x,Stool type,http://purl.obolibrary.org/obo/EUPATH_0010869,2,,Sample,Stool sample,http://purl.obolibrary.org/obo/EUPATH_0011877,variable,"Type of specimen collected. M1=monthly, MR=monthly recollection, D1=diarrheal, DR=diarrheal recollection.Type of stool sample collected. Using information from surveillance. Diarrhea stool = diarrhea reported within +/- 2 days from stool collection. Monthly stool is stool collected more than 2 days away from study defined diarrhea. Source=Calculated. m1 =monthly; d1=diarrhea",
tac_60m::stooltype,tac_60m,Stool type,http://purl.obolibrary.org/obo/EUPATH_0010869,2,,Sample,Stool sample,http://purl.obolibrary.org/obo/EUPATH_0011877,variable,"Type of specimen collected. M1=monthly, MR=monthly recollection, D1=diarrheal, DR=diarrheal recollection.Type of stool sample collected. Using information from surveillance. Diarrhea stool = diarrhea reported within +/- 2 days from stool collection. Monthly stool is stool collected more than 2 days away from study defined diarrhea. Source=Calculated.",m1 =monthly; d1=diarrhea
micro_x::stooltype14,micro_x,"Stool type, 14 day window",http://purl.obolibrary.org/obo/EUPATH_0010870,6,,Sample,Stool sample,http://purl.obolibrary.org/obo/EUPATH_0011877,variable,Type of stool sample collected. Using information from surveillance. Diarrhea stool = diarrhea reported within +/- 2 days from stool collection. Monthly stool is stool collected more than 14 days away from study defined diarrhea. Source=Calculated. m1 =monthly; d1=diarrhea,", D1, M1"
micro_x::stooltype28,micro_x,"Stool type, 28 day window",http://purl.obolibrary.org/obo/EUPATH_0010871,7,,Sample,Stool sample,http://purl.obolibrary.org/obo/EUPATH_0011877,variable,Type of stool sample collected. Using information from surveillance. Diarrhea stool = diarrhea reported within +/- 2 days from stool collection. Monthly stool is stool collected more than 28 days away from study defined diarrhea. Source=Calculated. m1 =monthly; d1=diarrhea,", D1, M1"
micro_x::stooltype7,micro_x,"Stool type, 7 day window",http://purl.obolibrary.org/obo/EUPATH_0010872,5,,Sample,Stool sample,http://purl.obolibrary.org/obo/EUPATH_0011877,variable,Type of stool sample collected. Using information from surveillance. Diarrhea stool = diarrhea reported within +/- 2 days from stool collection. Monthly stool is stool collected more than 7 days away from study defined diarrhea. Source=Calculated. m1 =monthly; d1=diarrhea,", D1, M1"
mpo_neo_ala::stooltype_gf,mpo_neo_ala,"Stool type, gut function",http://purl.obolibrary.org/obo/EUPATH_0011745,8,,Sample,Stool sample,http://purl.obolibrary.org/obo/EUPATH_0011877,variable,gut function committee stool type definition 0 = asymptomatic; 1 if diarrhea within the preceding 7 days and/or LM test on the day of or day before stool collection. Source=calculated.,"0, 1, NA"
mpo_neo_ala::protocol_gf,mpo_neo_ala,Per protocol stool collection,http://purl.obolibrary.org/obo/EUPATH_0011747,11,,Sample,Stool sample,http://purl.obolibrary.org/obo/EUPATH_0011877,variable,". .1 =asymptomatic stool age (1-12, 15, 18, 21, 24m); 2=diarrheal 2 (diarrhea_gf=1); NA otherwise . Source=calculated. 1=included; 2=excluded, na = excluded",
,,Diarrheal stool samples,http://purl.obolibrary.org/obo/EUPATH_0011769,10,,Sample,Stool sample,http://purl.obolibrary.org/obo/EUPATH_0011877,category,NA,NA
,,Monthly stool samples,http://purl.obolibrary.org/obo/EUPATH_0011803,9,,Sample,Stool sample,http://purl.obolibrary.org/obo/EUPATH_0011877,category,NA,NA
micro_x::srfamtstool,micro_x,Stool weight (g),http://purl.obolibrary.org/obo/EUPATH_0015454,13,,Sample,Stool sample,http://purl.obolibrary.org/obo/EUPATH_0011877,variable,Amount of stool collected. From initial stool sample (SRF form). Source=SRF. ##,>10 unique values
illnessfull::safill,illnessfull,"Any illness, maternal report",http://purl.obolibrary.org/obo/EUPATH_0010525,1,,Observation,Symptoms by maternal report,http://purl.obolibrary.org/obo/EUPATH_0011878,variable,"Maternal report of any illness, 1=yes, 0=no, original SAF data",", 0, 1"
illnessfull::safact,illnessfull,"Activity level, maternal report",http://purl.obolibrary.org/obo/EUPATH_0010526,11,,Observation,Symptoms by maternal report,http://purl.obolibrary.org/obo/EUPATH_0011878,variable,"Maternal report of activity level, 0=normal; 1=sleepy; 2=difficult to awaken, original SAF data",", 0, 1, 2"
illnessfull::safint,illnessfull,"Appetite, maternal report",http://purl.obolibrary.org/obo/EUPATH_0010527,12,,Observation,Symptoms by maternal report,http://purl.obolibrary.org/obo/EUPATH_0011878,variable,"Maternal report of appetite, 0=normal; 1=less than normal, original SAF data",", 0, 1"
micro_x::safvom,micro_x,"Vomiting, maternal report",http://purl.obolibrary.org/obo/EUPATH_0010528,6,,Observation,Symptoms by maternal report,http://purl.obolibrary.org/obo/EUPATH_0011878,variable,Was the child vomiting? Maternal report of vomiting. From illness dataset. Source=illnessfull.csv. 1=yes;0=no,", 0, 1"
illnessfull::safvom,illnessfull,"Vomiting, maternal report",http://purl.obolibrary.org/obo/EUPATH_0010528,6,,Observation,Symptoms by maternal report,http://purl.obolibrary.org/obo/EUPATH_0011878,variable,"Maternal report of vomiting, 1=yes, 0=no, original SAF data",", 0, 1"
illnessfull::safear,illnessfull,"Ear pain or pulling, maternal report",http://purl.obolibrary.org/obo/EUPATH_0010529,10,,Observation,Symptoms by maternal report,http://purl.obolibrary.org/obo/EUPATH_0011878,variable,"Maternal report of ear pain/pulling, 1=yes, 0=no, original SAF data",", 0, 1"
illnessfull::safdiar,illnessfull,"Diarrhea, maternal report",http://purl.obolibrary.org/obo/EUPATH_0010532,3,,Observation,Symptoms by maternal report,http://purl.obolibrary.org/obo/EUPATH_0011878,variable,"Maternal assessment of diarrhea. This was not used in the identification of diarrhea, 1=yes, 0=no, original SAF data",", 0, 1"
micro_x::safnumls,micro_x,"Loose stools in day, maternal report",http://purl.obolibrary.org/obo/EUPATH_0010533,4,,Observation,Symptoms by maternal report,http://purl.obolibrary.org/obo/EUPATH_0011878,variable,Number of loose stools from that specific stool sample. From illness dataset. Source=illnessfull.csv. ##,>10 unique values
illnessfull::safnumls,illnessfull,"Loose stools in day, maternal report",http://purl.obolibrary.org/obo/EUPATH_0010533,4,,Observation,Symptoms by maternal report,http://purl.obolibrary.org/obo/EUPATH_0011878,variable,"Number of loose stools, original SAF data",>10 unique values
micro_x::safblood,micro_x,"Blood in stool, maternal report",http://purl.obolibrary.org/obo/EUPATH_0010534,5,,Observation,Symptoms by maternal report,http://purl.obolibrary.org/obo/EUPATH_0011878,variable,Blood in stool reported by mother. From illness dataset. Source=illnessfull.csv. 1=yes;0=no,", 0, 1"
illnessfull::safblood,illnessfull,"Blood in stool, maternal report",http://purl.obolibrary.org/obo/EUPATH_0010534,5,,Observation,Symptoms by maternal report,http://purl.obolibrary.org/obo/EUPATH_0011878,variable,"Mother reported blood in stool, 1=yes, 0=no, original SAF data",", 0, 1"
illnessfull::safcough,illnessfull,"Cough, maternal report",http://purl.obolibrary.org/obo/EUPATH_0010538,8,,Observation,Symptoms by maternal report,http://purl.obolibrary.org/obo/EUPATH_0011878,variable,"Maternal report of cough, 1=yes, 0=no, original SAF data",", 0, 1"
illnessfull::safshb,illnessfull,"Shortness of breath, maternal report",http://purl.obolibrary.org/obo/EUPATH_0010539,9,,Observation,Symptoms by maternal report,http://purl.obolibrary.org/obo/EUPATH_0011878,variable,"Maternal report of shortness of breath, 1=yes, 0=no, original SAF data",", 0, 1"
micro_x::saffev,micro_x,"Fever, maternal report",http://purl.obolibrary.org/obo/EUPATH_0010544,2,,Observation,Symptoms by maternal report,http://purl.obolibrary.org/obo/EUPATH_0011878,variable,Did the child have a fever? Maternal report of fever. From illness dataset. Source=illnessfull.csv. 1=yes;0=no,", 0, 1"
illnessfull::saffev,illnessfull,"Fever, maternal report",http://purl.obolibrary.org/obo/EUPATH_0010544,2,,Observation,Symptoms by maternal report,http://purl.obolibrary.org/obo/EUPATH_0011878,variable,"Maternal report of fever, 1=yes, 0=no, original SAF data",", 0, 1"
micro_x::safdehyd,micro_x,"Dehydration, maternal report",http://purl.obolibrary.org/obo/HP_0001944,7,,Observation,Symptoms by maternal report,http://purl.obolibrary.org/obo/EUPATH_0011878,variable,Was children dehydrated? Maternal report of dehydration. From illness dataset. Source=illnessfull.csv. 1=yes;0=no,", 0, 1, 2"
illnessfull::safdehyd,illnessfull,"Dehydration, maternal report",http://purl.obolibrary.org/obo/HP_0001944,7,,Observation,Symptoms by maternal report,http://purl.obolibrary.org/obo/EUPATH_0011878,variable,"Maternal report of dehydration (None=0, Some=1, Severe=2), original SAF data",", 0, 1, 2"
illnessfull::safabt,illnessfull,"Antibiotics, maternal report",http://purl.obolibrary.org/obo/EUPATH_0000582,1,,Observation,Antibiotic administration,http://purl.obolibrary.org/obo/EUPATH_0011880,variable,"1=penicillin; 2=cephalosporins; 3=sulfonamides; 4=macrolides; 5=tetracyclines; 6=fluoroquinolones; 7=unknown; 8=metronidazole; 9=other, original SAF data",>10 unique values
illnessfull::safab,illnessfull,"Use of antibiotics, maternal report",http://purl.obolibrary.org/obo/EUPATH_0010530,2,,Observation,Antibiotic administration,http://purl.obolibrary.org/obo/EUPATH_0011880,variable,"Maternal report of antibiotic use, 1=yes, 0=no, original SAF data",", 0, 1"
wami_0_5y::asset,wami_0_5y,Household wealth score,http://purl.obolibrary.org/obo/EUPATH_0000014,4,,Household,Socioeconomic status,http://purl.obolibrary.org/obo/EUPATH_0011932,variable,"sum of 8 assets scores. Has?: mattress,chair,table,tv,refrigertaor,bank account,kitchen, < 2 people per room. Positive reponses for each of these get a score of 1 while negative responses get 0. . Source=FSE(derived). range 0-8",0 to 8
wami_0_5y::newfseschool,wami_0_5y,Maternal education score,http://purl.obolibrary.org/obo/EUPATH_0011591,5,,Household,Socioeconomic status,http://purl.obolibrary.org/obo/EUPATH_0011932,variable,How many years of schooling have you completed?. Source=FSE. 00-20,>10 unique values
wami_0_5y::incat,wami_0_5y,Income score,http://purl.obolibrary.org/obo/EUPATH_0011601,6,,Household,Socioeconomic status,http://purl.obolibrary.org/obo/EUPATH_0011932,variable,"Reported income in US Dollars, catgeorized in all-site noniles. Source=FSE(derived). income category cutoffs, noniles of ''newincome'' (created using income data up to 36 months):0: <=36.6; 1: >=36.62 & <=65.7; 2: >=65.8 & <=90.9; 3: >=90.972 & <=111.84; 4: >=111.93 & <=140.72; 5: >=140.76 & <=180.65; 6: >=180.8 & <=250; 7: >=250.05 & <=353.2; 8: >=353.338",", 0, 1, 2, 3, 4, 5, 6, 7, 8"
wami_0_5y::overall,wami_0_5y,Overall socioeconomic score,http://purl.obolibrary.org/obo/EUPATH_0011608,2,,Household,Socioeconomic status,http://purl.obolibrary.org/obo/EUPATH_0011932,variable,sum of all WAMI component scores. Source=FSE(derived). 0-32,0 to 32
wami_0_5y::sanitation,wami_0_5y,Sanitation and drinking water score,http://purl.obolibrary.org/obo/EUPATH_0011617,3,,Household,Socioeconomic status,http://purl.obolibrary.org/obo/EUPATH_0011932,variable,Sum of saniation and drinking scores. . Source=FSE(derived). range 0-8,0 to 8
wami_0_5y::wami,wami_0_5y,WAMI index,http://purl.obolibrary.org/obo/EUPATH_0011620,1,,Household,Socioeconomic status,http://purl.obolibrary.org/obo/EUPATH_0011932,variable,"The wami is calculated by summing values of the following variables: sanitation, asset, incat, newfseschool and dividing the total by 32. Source=FSE(derived). range 0-1",0 to 1
micro_x::astro,micro_x,"Astrovirus, by ELISA",http://purl.obolibrary.org/obo/EUPATH_0010611,NA,,Sample,Astrovirus in stool,http://purl.obolibrary.org/obo/EUPATH_0011985,value,Astrovirus detected?. Indeterminate test result is coded as no.. Source=Calculated. 1=yes;0=no,", 0, 1"
,,Vibrio in stool,http://purl.obolibrary.org/obo/EUPATH_0011958,7,,Sample,Bacteria in stool,http://purl.obolibrary.org/obo/EUPATH_0011935,category,NA,NA
,,Yersinia in stool,http://purl.obolibrary.org/obo/EUPATH_0011960,8,,Sample,Bacteria in stool,http://purl.obolibrary.org/obo/EUPATH_0011935,category,NA,NA
micro_x::taenia,micro_x,"Taenia, by microscopy",http://purl.obolibrary.org/obo/EUPATH_0010821,NA,,Sample,Taenia in stool,http://purl.obolibrary.org/obo/EUPATH_0011957,value,Taenia sp. detected?. . Source=Calculated. 1=yes;0=no,", 0, 1"
micro_x::vibrio,micro_x,"Vibrio, by bacteriology",http://purl.obolibrary.org/obo/EUPATH_0010825,NA,,Sample,Vibrio in stool,http://purl.obolibrary.org/obo/EUPATH_0011958,value,Vibrio detected (collapsed variable)?. Collapses all species information into one dichotomous variable. Source=Calculated. 1=yes;0=no,", 0, 1"
,,Adenovirus in stool,http://purl.obolibrary.org/obo/EUPATH_0011964,1,,Sample,Virus in stool,http://purl.obolibrary.org/obo/EUPATH_0011959,category,NA,NA
,,Aeromonas in stool,http://purl.obolibrary.org/obo/EUPATH_0011965,2,,Sample,Virus in stool,http://purl.obolibrary.org/obo/EUPATH_0011959,category,NA,NA
,,Norovirus in stool,http://purl.obolibrary.org/obo/EUPATH_0011980,3,,Sample,Virus in stool,http://purl.obolibrary.org/obo/EUPATH_0011959,category,NA,NA
,,Rotavirus in stool,http://purl.obolibrary.org/obo/EUPATH_0011982,4,,Sample,Virus in stool,http://purl.obolibrary.org/obo/EUPATH_0011959,category,NA,NA
micro_x::yenteryn,micro_x,"Yersinia enterocolitica, by bacteriology",http://purl.obolibrary.org/obo/EUPATH_0010829,NA,,Sample,Yersinia in stool,http://purl.obolibrary.org/obo/EUPATH_0011960,value,Was Yersinia enterocolitica detected?. . Source=Calculated. 1=yes;0=no,", 0, 1"
diet::frqdaytime,diet,"Breastfeedings during recall, daytime",http://purl.obolibrary.org/obo/EUPATH_0011057,2,,Observation,Dietary intake,http://purl.obolibrary.org/obo/EUPATH_0011961,variable,number of times breastfed during day the day of the recall. Source=FRQ.,0 to 20
8sites_diet5y::frqdaytime,8sites_diet5y,"Breastfeedings during recall, daytime",http://purl.obolibrary.org/obo/EUPATH_0011057,2,,Observation,Dietary intake,http://purl.obolibrary.org/obo/EUPATH_0011961,"variable, derived",number of times breastfed during day the day of the recall. Source=FRQ.,0 to 0
diet::frqnighttime,diet,"Breastfeedings during recall, nighttime",http://purl.obolibrary.org/obo/EUPATH_0011059,3,,Observation,Dietary intake,http://purl.obolibrary.org/obo/EUPATH_0011961,variable,number of time breastfed during night the day of the recall. Source=FRQ.,0 to 21
8sites_diet5y::frqnighttime,8sites_diet5y,"Breastfeedings during recall, nighttime",http://purl.obolibrary.org/obo/EUPATH_0011059,3,,Observation,Dietary intake,http://purl.obolibrary.org/obo/EUPATH_0011961,"variable, derived",number of time breastfed during night the day of the recall. Source=FRQ.,0 to 0
diet::frqtotal,diet,Breastfeedings during recall,http://purl.obolibrary.org/obo/EUPATH_0011061,1,,Observation,Dietary intake,http://purl.obolibrary.org/obo/EUPATH_0011961,variable,total number of times breastfed the day of the recall. Source=FRQ.,0 to 40
8sites_diet5y::frqtotal,8sites_diet5y,Breastfeedings during recall,http://purl.obolibrary.org/obo/EUPATH_0011061,1,,Observation,Dietary intake,http://purl.obolibrary.org/obo/EUPATH_0011961,"variable, derived",total number of times breastfed the day of the recall. Source=FRQ.,0 to 0
8sites_diet5y::sum_dairy,8sites_diet5y,Dairy count,http://purl.obolibrary.org/obo/EUPATH_0011074,8,,Observation,Dietary intake,http://purl.obolibrary.org/obo/EUPATH_0011961,variable,Number of foods/beverages that are dairy. Source=Calculated.,0 to 15
diet::sum_dairy,diet,Dairy count,http://purl.obolibrary.org/obo/EUPATH_0011074,8,,Observation,Dietary intake,http://purl.obolibrary.org/obo/EUPATH_0011961,variable,Number of foods/beverages that are dairy. Source=Calculated.,0 to 15
8sites_diet5y::sum_dglv,8sites_diet5y,Dark green leafy vegetable count,http://purl.obolibrary.org/obo/EUPATH_0011075,12,,Observation,Dietary intake,http://purl.obolibrary.org/obo/EUPATH_0011961,variable,Number of foods/beverages that are DGLV. Source=Calculated.,0 to 6
diet::sum_dglv,diet,Dark green leafy vegetable count,http://purl.obolibrary.org/obo/EUPATH_0011075,12,,Observation,Dietary intake,http://purl.obolibrary.org/obo/EUPATH_0011961,variable,Number of foods/beverages that are DGLV. Source=Calculated.,0 to 6
8sites_diet5y::sum_eggs,8sites_diet5y,Egg count,http://purl.obolibrary.org/obo/EUPATH_0011076,7,,Observation,Dietary intake,http://purl.obolibrary.org/obo/EUPATH_0011961,variable,Number of foods/beverages that are eggs. Source=Calculated.,0 to 6
diet::sum_eggs,diet,Egg count,http://purl.obolibrary.org/obo/EUPATH_0011076,7,,Observation,Dietary intake,http://purl.obolibrary.org/obo/EUPATH_0011961,variable,Number of foods/beverages that are eggs. Source=Calculated.,0 to 6
8sites_diet5y::sum_fish,8sites_diet5y,Fish or shellfish count,http://purl.obolibrary.org/obo/EUPATH_0011077,6,,Observation,Dietary intake,http://purl.obolibrary.org/obo/EUPATH_0011961,variable,Number of foods/beverages that are fish. Source=Calculated.,0 to 6
diet::sum_fish,diet,Fish or shellfish count,http://purl.obolibrary.org/obo/EUPATH_0011077,6,,Observation,Dietary intake,http://purl.obolibrary.org/obo/EUPATH_0011961,variable,Number of foods/beverages that are fish. Source=Calculated.,0 to 6
8sites_diet5y::sum_legume,8sites_diet5y,Legume count,http://purl.obolibrary.org/obo/EUPATH_0011078,9,,Observation,Dietary intake,http://purl.obolibrary.org/obo/EUPATH_0011961,variable,Number of foods/beverages that are legumes. Source=Calculated.,0 to 9
diet::sum_legume,diet,Legume count,http://purl.obolibrary.org/obo/EUPATH_0011078,9,,Observation,Dietary intake,http://purl.obolibrary.org/obo/EUPATH_0011961,variable,Number of foods/beverages that are legumes. Source=Calculated.,0 to 9
8sites_diet5y::sum_meat,8sites_diet5y,Meat count,http://purl.obolibrary.org/obo/EUPATH_0011079,4,,Observation,Dietary intake,http://purl.obolibrary.org/obo/EUPATH_0011961,variable,Number of foods/beverages that are meats. Source=Calculated.,0 to 8
