overallOrder,variable,dataFile,dataSet,IRI,label,definition,category,parentLabel,parentIRI,codebookDescription,codebookValues,multifilter,notesForOnt
135,vifsource_opv11,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccine information source,,Observation,,,Source of vaccination information  opv dose 11,2 to 3,,
138,vifsource_opv12,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccine information source,,Observation,,,Source of vaccination information  opv dose 12,2 to 3,,
141,vifsource_opv13,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccine information source,,Observation,,,Source of vaccination information  opv dose 13,2 to 3,,
144,vifsource_opv14,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccine information source,,Observation,,,Source of vaccination information  opv dose 14,2 to 3,,
108,vifsource_opv2,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccine information source,,Observation,,,Source of vaccination information  opv dose 2,1 to 4,,
111,vifsource_opv3,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccine information source,,Observation,,,Source of vaccination information  opv dose 3,1 to 4,,
114,vifsource_opv4,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccine information source,,Observation,,,Source of vaccination information  opv dose 4,1 to 4,,
117,vifsource_opv5,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccine information source,,Observation,,,Source of vaccination information  opv dose 5,1 to 4,,
120,vifsource_opv6,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccine information source,,Observation,,,Source of vaccination information  opv dose 6,1 to 4,,
123,vifsource_opv7,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccine information source,,Observation,,,Source of vaccination information  opv dose 7,1 to 4,,
126,vifsource_opv8,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccine information source,,Observation,,,Source of vaccination information  opv dose 8,1 to 4,,
129,vifsource_opv9,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccine information source,,Observation,,,Source of vaccination information  opv dose 9,1 to 4,,
94,vifsource_rota1,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccine information source,,Observation,,,Source of vaccination information rotavirus dose 1,1 to 3,,
97,vifsource_rota2,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccine information source,,Observation,,,Source of vaccination information  rotavirus dose 2,1 to 3,,
100,vifsource_rota3,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccine information source,,Observation,,,Source of vaccination information  rotavirus dose 3,1 to 2,,
51,vifsource_tet1,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccine information source,,Observation,,,Source of vaccination information tetanus dose 1,1 to 4,,
54,vifsource_tet2,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccine information source,,Observation,,,Source of vaccination information  tetanus dose 2,1 to 4,,
57,vifsource_tet3,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccine information source,,Observation,,,Source of vaccination information  tetanus dose 3,1 to 4,,
60,vifsource_tet4,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccine information source,,Observation,,,Source of vaccination information  tetanus dose 4,1 to 4,,
63,vifsource_tet5,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccine information source,,Observation,,,Source of vaccination information  tetanus dose 5,1 to 3,,
66,vifsource_tet6,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccine information source,,Observation,,,Source of vaccination information  tetanus dose 6,1 to 1,,
69,vifsource_tet7,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vaccine information source,,Observation,,,Source of vaccination information  tetanus dose 7,1 to 1,,
163,vifsource_vita1,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vitamin A information source,,Observation,,,NA,"1, 2, 3, 4, moaq33, moaq50",,
166,vifsource_vita2,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vitamin A information source,,Observation,,,NA,"1, 2, 3, moaq33, moaq50",,
169,vifsource_vita3,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vitamin A information source,,Observation,,,NA,"1, 2, 3, 4, moaq33, moaq50",,
172,vifsource_vita4,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vitamin A information source,,Observation,,,NA,"1, 2, moaq33, moaq50",,
175,vifsource_vita5,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vitamin A information source,,Observation,,,NA,"1, moaq33, moaq50",,
178,vifsource_vita6,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vitamin A information source,,Observation,,,NA,"1, 2, moaq33, moaq50",,
181,vifsource_vita7,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vitamin A information source,,Observation,,,NA,"moaq33, moaq50",,
50,vitaaged1,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Age (days),,Observation,,,Age in days at administration of 1st dose of  Vitamin A Supplement,1 to 1044,,
162,vitaaged1,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Age (days),,Observation,,,NA,1 to 1104,,
54,vitaaged2,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Age (days),,Observation,,,Age in days at administration of 2nd dose of Vitamin A Supplement,98 to 1098,,
165,vitaaged2,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Age (days),,Observation,,,NA,42 to 1098,,
58,vitaaged3,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Age (days),,Observation,,,Age in days at administration of 3rd dose of Vitamin A Supplement,188 to 1092,,
168,vitaaged3,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Age (days),,Observation,,,NA,90 to 1098,,
62,vitaaged4,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Age (days),,Observation,,,Age in days at administration of 3rd - 5th dose of Vitamin A Supplement,768 to 1006,,
171,vitaaged4,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Age (days),,Observation,,,NA,122 to 1096,,
66,vitaaged5,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Age (days),,Observation,,,Age in days at administration of 3rd - 5th dose of Vitamin A Supplement,960 to 960,,
174,vitaaged5,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Age (days),,Observation,,,NA,180 to 1095,,
177,vitaaged6,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Age (days),,Observation,,,NA,194 to 1054,,
180,vitaaged7,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Age (days),,Observation,,,NA,360 to 1066,,
49,vitadate1,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vitamin A supplement administration date,,Observation,,,Date of administration of 1st dose of Vitamin A Supplement,2010-06-07 to 2014-05-07,,
161,vitadate1,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vitamin A supplement administration date,,Observation,,,NA,2009-11-24 to 2014-07-25,,
53,vitadate2,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vitamin A supplement administration date,,Observation,,,Date of administration of 2nd dose of Vitamin A Supplement,2011-06-18 to 2014-11-08,,
164,vitadate2,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vitamin A supplement administration date,,Observation,,,NA,2010-02-03 to 2014-11-08,,
57,vitadate3,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vitamin A supplement administration date,,Observation,,,Date of administration of 3rd dose of Vitamin A Supplement,2012-02-06 to 2014-11-22,,
167,vitadate3,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vitamin A supplement administration date,,Observation,,,NA,2010-07-05 to 2014-09-24,,
61,vitadate4,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vitamin A supplement administration date,,Observation,,,Date of administration of 3rd - 5th dose of Vitamin A Supplement,2012-08-24 to 2014-02-04,,
170,vitadate4,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vitamin A supplement administration date,,Observation,,,NA,2010-08-19 to 2014-05-30,,
65,vitadate5,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vitamin A supplement administration date,,Observation,,,Date of administration of 3rd - 5th dose of Vitamin A Supplement,2013-03-04 to 2013-03-04,,
173,vitadate5,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vitamin A supplement administration date,,Observation,,,NA,2012-02-14 to 2014-04-06,,
176,vitadate6,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vitamin A supplement administration date,,Observation,,,NA,2012-03-27 to 2013-12-03,,
179,vitadate7,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vitamin A supplement administration date,,Observation,,,NA,2012-09-09 to 2013-06-18,,
69,vitadoseN,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Total vitamin A supplement doses,,Observation,,,Total number of Vitamin A supplement the child has received,1 to 5,,
182,vitadoseN,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Total vitamin A supplement doses,,Observation,,,NA,0 to 6,,
183,vitaNbefbl,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Vitamin A supplements prior to blood draw,,Observation,,,NA,0 to 7,,
4,VRFMEASTIT,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,"Measles titer (IU/L), by ELISA result",,Observation,,,Measles titer (IU/L),0 to 22883,,
8,VRFPERTIT,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,"Purtussis titer (IU/L), by ELISA result",,Observation,,,Pertussis titer (IU/ml),0 to 1456,,
12,VRFPOLIgG,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,"Polio IgG titer (U/L), by ELISA result",,Observation,,,Polio IgG titer (U/ml),2 to 963,,
9,VRFPOLSER1TIT,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,"Polio serotype 1 titer, by microneutralization result",,Observation,,,Polio Serotype 1 titer (Neutralization assay),4 to 1024,,
10,VRFPOLSER2TIT,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,"Polio serotype 2 titer, by microneutralization result",,Observation,,,Polio Serotype 2 titer (Neutralization assay),4 to 1024,,
11,VRFPOLSER3TIT,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,"Polio serotype 3 titer, by microneutralization result",,Observation,,,Polio Serotype 3 titer (Neutralization assay),4 to 1024,,
7,VRFROTAATIT,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,"Rotavirus IgG titer (U/L), by ELISA result",,Observation,,,Rotavirus IgG titer (U/ml),0 to 2100,,
6,VRFROTAGTIT,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,"Rotavirus IgA titer (U/L), by ELISA result",,Observation,,,Rotavirus IgA titer (U/ml),0 to 42000,,
1,VRFSID,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Sample ID,,Observation,,,Blood sample ID,>10 unique values,,
5,VRFTETTIT,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,"Tetanus titer (IU/L), by ELISA result",,Observation,,,Tetanus titer (IU/L),0 to 39880,,
110,yfaged1,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Age at vaccination (days),,Observation,,,Age in days at administration of 1st dose of Yellow Fever vaccine,326 to 1033,,
109,yfdate1,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Vaccination date,,Observation,,,Date of administration of 1st dose of Yellow Fever vaccine,2011-03-22 to 2014-07-25,,
113,yfdoseN,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",,Total yellow fever vaccine doses,,Observation,,,Total number of Yellow Fever vaccine doses the child has received,1 to 1,,
209,ZARCONC,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,,,Observation,,,Zinc concentration,0 to 576.1,,"Ignore for now. Notes in owl file say this isn't loaded, only adjzinc_mml is loaded"
49,Zcontin_BC_lac,LMZ.csv,"MAL-ED, 0 to 36 months",,,,Observation,,,Z score lactulose (continuous variable),-10.3339 to 13.6051,,Ignore for now. Checking with providers about loading this
55,Zcontin_BC_lmr,LMZ.csv,"MAL-ED, 0 to 36 months",,,,Observation,,,Z score LM (continuous variable),-12.4948 to 3.8366,,Ignore for now. Checking with providers about loading this
52,Zcontin_BC_man,LMZ.csv,"MAL-ED, 0 to 36 months",,,,Observation,,,Z score mannitol (continuous variable),-4.102 to 7.4367,,Ignore for now. Checking with providers about loading this
50,Zfinal_BC_lac,LMZ.csv,"MAL-ED, 0 to 36 months",,,"Brazil data was used to represent the least abnormal gut permiability values. Since there was a small sample size, extreme values could not be transformed into z-scores with precision, so all values above the 90th percentile have been removed",Observation,,,Z score lactulose (values above 1.28 not estimated),>10 unique values,,Ignore for now. Checking with providers about loading this
56,Zfinal_BC_lmr,LMZ.csv,"MAL-ED, 0 to 36 months",,,"Brazil data was used to represent the least abnormal gut permiability values. Since there was a small sample size, extreme values could not be transformed into z-scores with precision, so all values above the 90th percentile have been removed",Observation,,,Z score LM (values above 1.28 not estimated),>10 unique values,,Ignore for now. Checking with providers about loading this
53,Zfinal_BC_man,LMZ.csv,"MAL-ED, 0 to 36 months",,,"Brazil data was used to represent the least abnormal gut permiability values. Since there was a small sample size, extreme values could not be transformed into z-scores with precision, so all values above the 90th percentile have been removed",Observation,,,Z score mannitol (values above 1.28 not estimated),>10 unique values,,Ignore for now. Checking with providers about loading this
213,zinc_mml,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",,Blood zinc (umol/L),,Observation,,,ZARCONC * 0.1530,0 to 88.1,,Ignore for now. Same as in mn_blood_iar_24m.csv
