codebookOrder,overallOrder,order,variable,dataset,label,IRI,definition,category,parentLabel,parentIRI,codebookDescription,codebookValues,notesForOnt,JZ cmments,
50,222,,ctr3_othr,gems1_huas_data.sas7bdat,"3rd choice hospital or health center, other expenses ",,,,Previously sought care expenses,http://purl.obolibrary.org/obo/EUPATH_0010006,"F42.8: Health care expenses. What are your or your household estimated out-of-pocket expenses for other charges at hospital/center of 3rd choice. Only complete part F if the answer to E29 is ""yes"". Have respondent answer for only those facilities that were used in E31 and provde the expense in the local currency.",,,"In GEMS1 project, we have previous and current health care expenses, not clear these variables are previous or current?",
52,223,,ctr3_trnsprt,gems1_huas_data.sas7bdat,"3rd choice hospital or health center, transport expenses ",http://purl.obolibrary.org/obo/EUPATH_0010258,,,Previously sought care expenses,http://purl.obolibrary.org/obo/EUPATH_0010006,"F42.8: Health care expenses. What are your or your household estimated out-of-pocket expenses for transportation to/from hospital/center of 3rd choice. Only complete part F if the answer to E29 is ""yes"". Have respondent answer for only those facilities that were used in E31 and provde the expense in the local currency.",,,"In Gems1 and Gems1a, it is associated with 'Previously sought care expenses'. Need to confirm in this project, it refers to 'Previously sought care expenses' too.",
51,224,,ctr3_total,gems1_huas_data.sas7bdat,"3rd choice hospital or health center, total expenses ",http://purl.obolibrary.org/obo/EUPATH_0010257,,,Previously sought care expenses,http://purl.obolibrary.org/obo/EUPATH_0010006,"F42.8: Health care expenses. What was the TOTAL of your or your household estimated out-of-pocket expenses at hospital/center of 3rd choice. Only complete part F if the answer to E29 is ""yes"". Have respondent answer for only those facilities that were used in E31 and provde the expense in the local currency. Use the ""Total"" boxes only if the respondent cannot break down the expenses. DO NOT calculate ""total"" from all the columns.",,,"In Gems1 and Gems1a, it is associated with 'Previously sought care expenses'. Need to confirm in this project, it refers to 'Previously sought care expenses' too.",
199,225,,other_consult,gems1_huas_data.sas7bdat,Other consultation expenses,,,,Previously sought care expenses,http://purl.obolibrary.org/obo/EUPATH_0010006,"F42.9: Health care expenses. What are your or your household estimated out-of-pocket expenses for consultation at other sources of health care. Only complete part F if the answer to E29 is ""yes"". Have respondent answer for only those facilities that were used in E31 and provde the expense in the local currency.",,,,
200,226,,other_diag,gems1_huas_data.sas7bdat,Other diagnostic expenses,,,,Previously sought care expenses,http://purl.obolibrary.org/obo/EUPATH_0010006,"F42.9: Health care expenses. What are your or your household estimated out-of-pocket expenses for diagnostics at other sources of health care. Only complete part F if the answer to E29 is ""yes"". Have respondent answer for only those facilities that were used in E31 and provde the expense in the local currency.",,,,
201,227,,other_drug,gems1_huas_data.sas7bdat,Other drug expenses,,,,Previously sought care expenses,http://purl.obolibrary.org/obo/EUPATH_0010006,"F42.9: Health care expenses. What are your or your household estimated out-of-pocket expenses for drugs at other sources of health care. Only complete part F if the answer to E29 is ""yes"". Have respondent answer for only those facilities that were used in E31 and provde the expense in the local currency.",,,,
202,228,,other_othr,gems1_huas_data.sas7bdat,Other expenses,,,,Previously sought care expenses,http://purl.obolibrary.org/obo/EUPATH_0010006,"F42.9: Health care expenses. What are your or your household estimated out-of-pocket expenses for other charges at other sources of health care. Only complete part F if the answer to E29 is ""yes"". Have respondent answer for only those facilities that were used in E31 and provde the expense in the local currency.",,,,
204,229,,other_trnsprt,gems1_huas_data.sas7bdat,Other transportation expenses ,http://purl.obolibrary.org/obo/EUPATH_0010261,,,Previously sought care expenses,http://purl.obolibrary.org/obo/EUPATH_0010006,"F42.9: Health care expenses. What are your or your household estimated out-of-pocket expenses for transportation to/from other sources of health care of health care. Only complete part F if the answer to E29 is ""yes"". Have respondent answer for only those facilities that were used in E31 and provde the expense in the local currency.",,,,
203,230,,other_total,gems1_huas_data.sas7bdat,Previously sought care other expenses (amount) ,http://purl.obolibrary.org/obo/EUPATH_0010260,,,Previously sought care expenses,http://purl.obolibrary.org/obo/EUPATH_0010006,"F42.9: Health care expenses. What was the TOTAL of your or your household estimated out-of-pocket expenses at other sources of health care. Only complete part F if the answer to E29 is ""yes"". Have respondent answer for only those facilities that were used in E31 and provde the expense in the local currency. Use the ""Total"" boxes only if the respondent cannot break down the expenses. DO NOT calculate ""total"" from all the columns.",,,,
,231,,,,Money source for previously sought care,http://purl.obolibrary.org/obo/EUPATH_0010379,,,Previously sought care expenses,http://purl.obolibrary.org/obo/EUPATH_0010006,,,F43 Category,"Is it same as GEMS, 'Money source for expenses before visit' under 'Previously sought care expenses'?",
177,232,,mony_donat,gems1_huas_data.sas7bdat,Asking for donations,http://purl.obolibrary.org/obo/EUPATH_0015104,,,Money source for previously sought care,http://purl.obolibrary.org/obo/EUPATH_0010379,"F43: Health care expenses. Multifilter: Where did the money forhealth care expenses come from? Asking for donations outside of the household. Only complete part F if the answer to E29 is ""yes"". Mark all that apply","0=No, 1=Yes, NA=NA",Multifilter,"The F43 variables associated with 'previously sought care expenses'. So, we cannot reuse borrowing, donation, etc. under 'current care expenses', right? All refer to previously sought care. There will be no current care expenses.",
176,233,,mony_borrow,gems1_huas_data.sas7bdat,Borrowing,http://purl.obolibrary.org/obo/EUPATH_0015102,,,Money source for previously sought care,http://purl.obolibrary.org/obo/EUPATH_0010379,"F43: Health care expenses. Multifilter: Where did the money forhealth care expenses come from? Borrowing. Only complete part F if the answer to E29 is ""yes"". Mark all that apply","0=No, 1=Yes, NA=NA",Multifilter,,
178,234,,mony_meal,gems1_huas_data.sas7bdat,Cutting down on expenses from meals,http://purl.obolibrary.org/obo/EUPATH_0015099,,,Money source for previously sought care,http://purl.obolibrary.org/obo/EUPATH_0010379,"F43: Health care expenses. Multifilter: Where did the money forhealth care expenses come from? Cutting down expenses from meals. Only complete part F if the answer to E29 is ""yes"". Mark all that apply","0=No, 1=Yes, NA=NA",Multifilter,,
179,235,,mony_othexp,gems1_huas_data.sas7bdat,Cutting down on other expenses,http://purl.obolibrary.org/obo/EUPATH_0015100,,,Money source for previously sought care,http://purl.obolibrary.org/obo/EUPATH_0010379,"F43: Health care expenses. Multifilter: Where did the money forhealth care expenses come from? Cutting down other expenses. Only complete part F if the answer to E29 is ""yes"". Mark all that apply","0=No, 1=Yes, NA=NA",Multifilter,,
181,236,,mony_relative,gems1_huas_data.sas7bdat,Relative or friend paid on behalf,http://purl.obolibrary.org/obo/EUPATH_0015105,,,Money source for previously sought care,http://purl.obolibrary.org/obo/EUPATH_0010379,"F43: Health care expenses. Multifilter: Where did the money forhealth care expenses come from? Relative or friend paid on your behalf. Only complete part F if the answer to E29 is ""yes"". Mark all that apply","0=No, 1=Yes, NA=NA",Multifilter,,
175,237,,mony_asset,gems1_huas_data.sas7bdat,Selling assets,http://purl.obolibrary.org/obo/EUPATH_0015103,,,Money source for previously sought care,http://purl.obolibrary.org/obo/EUPATH_0010379,"F43: Health care expenses. Multifilter: Where did the money forhealth care expenses come from? Selling assets. Only complete part F if the answer to E29 is ""yes"". Mark all that apply","0=No, 1=Yes, NA=NA",Multifilter,,
182,238,,mony_svngs,gems1_huas_data.sas7bdat,Using savings,http://purl.obolibrary.org/obo/EUPATH_0015101,,,Money source for previously sought care,http://purl.obolibrary.org/obo/EUPATH_0010379,"F43: Health care expenses. Multifilter: Where did the money forhealth care expenses come from? Using savings. Only complete part F if the answer to E29 is ""yes"". Mark all that apply","0=No, 1=Yes, NA=NA",Multifilter,,
180,239,,mony_othr,gems1_huas_data.sas7bdat,"Other, specify",http://purl.obolibrary.org/obo/EUPATH_0015106,,,Money source for previously sought care,http://purl.obolibrary.org/obo/EUPATH_0010379,"F43.1: Health care expenses. Multifilter: Where did the money forhealth care expenses come from? Other, specify. Only complete part F if the answer to E29 is ""yes"". Mark all that apply","0=No, 1=Yes, NA=NA",Multifilter,,
,,,,,Caretaker income lost  for previously sought care,,,,Previously sought care expenses,http://purl.obolibrary.org/obo/EUPATH_0010006,,,,"In GEMS1 and GEMS1A, we have 'Caretaker income lost, enrollment' under 'Current care expenses'.",
162,240,,lose_earn,gems1_huas_data.sas7bdat,Lost earnings due to care ,http://purl.obolibrary.org/obo/EUPATH_0010273,,,,,"F44: Health care expenses. Did you lose some earnings due to seeking or providing care during your child's illness. Only complete part F if the answer to E29 is ""yes"". Use local currency","0=NOT IN CODEBOOK, 1=No, 2=Yes, NA=NA",,"F44 to F47 variables are associated with 'current care expenses' ontology terms, is it correct?  No. should be associated with previously sought care.",
163,241,,lose_total,gems1_huas_data.sas7bdat,Amount earnings lost due to care ,http://purl.obolibrary.org/obo/EUPATH_0010274,,,,,"F44: Health care expenses. If yes, how much? (if lose_earn=2). Only complete part F if the answer to E29 is ""yes"". Use local currency",,,,
205,242,,othrlose_earn,gems1_huas_data.sas7bdat,Other lost earnings ,http://purl.obolibrary.org/obo/EUPATH_0010275,,,,,"F45: Health care expenses. Did other caregivers lose some earinings due to seeking or providing care during the child's illness. Only complete part F if the answer to E29 is ""yes"". Use local currency","0=NOT IN CODEBOOK, 1=No, 2=Yes, 3=Don't know, NA=NA",,,
206,243,,othrlose_total,gems1_huas_data.sas7bdat,Amount other lost earnings ,http://purl.obolibrary.org/obo/EUPATH_0010276,,,,,"F45: Health care expenses. If yes, how much? (if othrlose_earn=2). Only complete part F if the answer to E29 is ""yes"". Use local currency",,,,
55,244,,dayslost_care,gems1_huas_data.sas7bdat,Income days lost while seeking care ,http://purl.obolibrary.org/obo/EUPATH_0010277,,,,,"F46: Health care expenses. How much time have you spent taking care of the child when otherwise you would have been doing productive unpaid activities (e.g. housework, taking care of other children, farming, studying, or attending school). Only complete part F if the answer to E29 is ""yes"". 1/2 morning or afternoon=0.25 days; morning or afternoon=0.5days; nything less than half a morning or afternoon=0 days",,,,
56,245,,dayslost_othrcre,gems1_huas_data.sas7bdat,Other caregivers income days lost while seeking care ,http://purl.obolibrary.org/obo/EUPATH_0010278,,,,,"F47: Health care expenses. How much time have other caregivers spent taking care of the child when otherwise they would have been doing productive unpaid activities (e.g. housework, taking care of other children, farming, studying, or attending school). Only complete part F if the answer to E29 is ""yes"". 1/2 morning or afternoon=0.25 days; morning or afternoon=0.5days; nything less than half a morning or afternoon=0 days",,,,
,246,,,,Child diarrheal symptoms requiring seeking treatment or advice within first 7 days of illness,,,,Health Care Attitudes ,,,,G48 Category,,
307,247,,trt_blood,gems1_huas_data.sas7bdat,Blood in stool,,,,Child diarrheal symptoms requiring seeking treatment or advice within first 7 days of illness,,"G48: Health care attitudes. Multifilter: If your child had a diarrheal illness, what might you do? Would you seek treatment or advice within the first 7 days of your child's diarrheal illness if he/she had any of the following symptoms? Blood in stool. Section G: skip for children who had diarrhea in the last 2 weeks","0=NOT IN CODEBOOK, 1=No, 2=Yes, 3=Don't know, NA=NA",Multifilter,,
308,248,,trt_coma,gems1_huas_data.sas7bdat,Coma/loss of consciousness,,,,Child diarrheal symptoms requiring seeking treatment or advice within first 7 days of illness,,"G48: Health care attitudes. Multifilter: If your child had a diarrheal illness, what might you do? Would you seek treatment or advice within the first 7 days of your child's diarrheal illness if he/she had any of the following symptoms? Coma/loss of consciousness. Section G: skip for children who had diarrhea in the last 2 weeks","0=NOT IN CODEBOOK, 1=No, 2=Yes, 3=Don't know, NA=NA",Multifilter,,
309,249,,trt_decurin,gems1_huas_data.sas7bdat,Decreased urination,,,,Child diarrheal symptoms requiring seeking treatment or advice within first 7 days of illness,,"G48: Health care attitudes. Multifilter: If your child had a diarrheal illness, what might you do? Would you seek treatment or advice within the first 7 days of your child's diarrheal illness if he/she had any of the following symptoms? Decreased urination. Section G: skip for children who had diarrhea in the last 2 weeks","0=NOT IN CODEBOOK, 1=No, 2=Yes, 3=Don't know, NA=NA",Multifilter,,
324,250,,trt_vomit,gems1_huas_data.sas7bdat,Diarrhea and vomiting,,,,Child diarrheal symptoms requiring seeking treatment or advice within first 7 days of illness,,"G48: Health care attitudes. Multifilter: If your child had a diarrheal illness, what might you do? Would you seek treatment or advice within the first 7 days of your child's diarrheal illness if he/she had any of the following symptoms? Diarrhea and vomiting. Section G: skip for children who had diarrhea in the last 2 weeks","0=NOT IN CODEBOOK, 1=No, 2=Yes, 3=Don't know, NA=NA",Multifilter,,
310,251,,trt_dehydr,gems1_huas_data.sas7bdat,Diarrhea with dehydration,,,,Child diarrheal symptoms requiring seeking treatment or advice within first 7 days of illness,,"G48: Health care attitudes. Multifilter: If your child had a diarrheal illness, what might you do? Would you seek treatment or advice within the first 7 days of your child's diarrheal illness if he/she had any of the following symptoms? Diarrhea with dehydration. Section G: skip for children who had diarrhea in the last 2 weeks","0=NOT IN CODEBOOK, 1=No, 2=Yes, 3=Don't know, NA=NA",Multifilter,,
312,252,,trt_fever,gems1_huas_data.sas7bdat,Diarrhea with fever,,,,Child diarrheal symptoms requiring seeking treatment or advice within first 7 days of illness,,"G48: Health care attitudes. Multifilter: If your child had a diarrheal illness, what might you do? Would you seek treatment or advice within the first 7 days of your child's diarrheal illness if he/she had any of the following symptoms? Diarrhea with fever. Section G: skip for children who had diarrhea in the last 2 weeks","0=NOT IN CODEBOOK, 1=No, 2=Yes, 3=Don't know, NA=NA",Multifilter,,
323,253,,trt_sunkeyes,gems1_huas_data.sas7bdat,Diarrhea with sunken eyes,,,,Child diarrheal symptoms requiring seeking treatment or advice within first 7 days of illness,,"G48: Health care attitudes. Multifilter: If your child had a diarrheal illness, what might you do? Would you seek treatment or advice within the first 7 days of your child's diarrheal illness if he/she had any of the following symptoms? Diarrhea with sunken eyes. Section G: skip for children who had diarrhea in the last 2 weeks","0=NOT IN CODEBOOK, 1=No, 2=Yes, 3=Don't know, NA=NA",Multifilter,,
325,254,,trt_wrnkskin,gems1_huas_data.sas7bdat,Diarrhea with wrinkled skin,,,,Child diarrheal symptoms requiring seeking treatment or advice within first 7 days of illness,,"G48: Health care attitudes. Multifilter: If your child had a diarrheal illness, what might you do? Would you seek treatment or advice within the first 7 days of your child's diarrheal illness if he/she had any of the following symptoms? Diarrhea with wrinkled skin. Section G: skip for children who had diarrhea in the last 2 weeks","0=NOT IN CODEBOOK, 1=No, 2=Yes, 3=Don't know, NA=NA",Multifilter,,
311,255,,trt_dry,gems1_huas_data.sas7bdat,Dry mouth,,,,Child diarrheal symptoms requiring seeking treatment or advice within first 7 days of illness,,"G48: Health care attitudes. Multifilter: If your child had a diarrheal illness, what might you do? Would you seek treatment or advice within the first 7 days of your child's diarrheal illness if he/she had any of the following symptoms? Dry mouth. Section G: skip for children who had diarrhea in the last 2 weeks","0=NOT IN CODEBOOK, 1=No, 2=Yes, 3=Don't know, NA=NA",Multifilter,,
316,256,,trt_loose710,gems1_huas_data.sas7bdat,Frequent loose stools (7-10 per day),,,,Child diarrheal symptoms requiring seeking treatment or advice within first 7 days of illness,,"G48: Health care attitudes. Multifilter: If your child had a diarrheal illness, what might you do? Would you seek treatment or advice within the first 7 days of your child's diarrheal illness if he/she had any of the following symptoms? Frequent loose stools (7-10 per day). Section G: skip for children who had diarrhea in the last 2 weeks","0=NOT IN CODEBOOK, 1=No, 2=Yes, 3=Don't know",Multifilter,,
317,257,,trt_looseg10,gems1_huas_data.sas7bdat,Frequent loose stools (>10 per day),,,,Child diarrheal symptoms requiring seeking treatment or advice within first 7 days of illness,,"G48: Health care attitudes. Multifilter: If your child had a diarrheal illness, what might you do? Would you seek treatment or advice within the first 7 days of your child's diarrheal illness if he/she had any of the following symptoms? Frequent loose stools (more than 10 per day). Section G: skip for children who had diarrhea in the last 2 weeks","0=NOT IN CODEBOOK, 1=No, 2=Yes, 3=Don't know",Multifilter,,
318,258,,trt_loosel6,gems1_huas_data.sas7bdat,Frequent loose stools (>6 per day),,,,Child diarrheal symptoms requiring seeking treatment or advice within first 7 days of illness,,"G48: Health care attitudes. Multifilter: If your child had a diarrheal illness, what might you do? Would you seek treatment or advice within the first 7 days of your child's diarrheal illness if he/she had any of the following symptoms? Frequent loose stools (6+ per day). Section G: skip for children who had diarrhea in the last 2 weeks","0=NOT IN CODEBOOK, 1=No, 2=Yes, 3=Don't know",Multifilter,,
315,259,,trt_lethrgy,gems1_huas_data.sas7bdat,Lethargy,,,,Child diarrheal symptoms requiring seeking treatment or advice within first 7 days of illness,,"G48: Health care attitudes. Multifilter: If your child had a diarrheal illness, what might you do? Would you seek treatment or advice within the first 7 days of your child's diarrheal illness if he/she had any of the following symptoms? Lethargy. Section G: skip for children who had diarrhea in the last 2 weeks","0=NOT IN CODEBOOK, 1=No, 2=Yes, 3=Don't know, NA=NA",Multifilter,,
319,260,,trt_mucus,gems1_huas_data.sas7bdat,Mucus/pus in stool,,,,Child diarrheal symptoms requiring seeking treatment or advice within first 7 days of illness,,"G48: Health care attitudes. Multifilter: If your child had a diarrheal illness, what might you do? Would you seek treatment or advice within the first 7 days of your child's diarrheal illness if he/she had any of the following symptoms? Mucus/pus in stool. Section G: skip for children who had diarrhea in the last 2 weeks","0=NOT IN CODEBOOK, 1=No, 2=Yes, 3=Don't know",Multifilter,,
322,261,,trt_rice,gems1_huas_data.sas7bdat,Rice/watery stool,,,,Child diarrheal symptoms requiring seeking treatment or advice within first 7 days of illness,,"G48: Health care attitudes. Multifilter: If your child had a diarrheal illness, what might you do? Would you seek treatment or advice within the first 7 days of your child's diarrheal illness if he/she had any of the following symptoms? Rice watery stool. Section G: skip for children who had diarrhea in the last 2 weeks","0=NOT IN CODEBOOK, 1=No, 2=Yes, 3=Don't know",Multifilter,,
14,262,,agree_doc,gems1_huas_data.sas7bdat,Likely to visit health center by doctor/nurse recommendation,,,,Health Care Attitudes ,,"G49: Health care attitudes. If a doctor or nurse recommended that you take your child for care at the nearest sentinel health center (specify which one), would you be likely to agree to do this. Section G: skip for children who had diarrhea in the last 2 weeks. If yes, go to G51. If no, continue.","0=NOT IN CODEBOOK, 1=No, 2=Yes, NA=NA",,,
195,263,,notagree,gems1_huas_data.sas7bdat,Reason for not seeking care,,,,Health Care Attitudes ,,"G50: Health care attitudes. If you would not agree with the doctor/nurse to take your child for care at the nearest sentinel center, why. Skip if G49=""yes"". Section G: skip for children who had diarrhea in the last 2 weeks","0=NOT IN CODEBOOK, 1=Hospital too far from home, 10=Not happy with care provided at the hospital, 11=Other, specify, 2=Unable to find transport, 3=Cost for travel too high, 4=Cannot take time off from work, 5=Most diarrheas are not serious enough, 6=Local situation (weather, natural, or political reasons), 7=Cost for treatment too high, 8=Other children at home could not be left alone, 9=Not confident about the care from the center, NA=NA",,"Same label as another term under 'Previously care sought"", Need to relabel, might consider labeling like ""Reason for not visiting health center as doctor/nurse recommendation""",
,264,,,,Seek health center care,,,,Health Care Attitudes ,,"G51: Health care attitudes. Where would you seek care for the following? 1st choice for diarrhea with blood. Section G: skip for children who had diarrhea in the last 2 weeks. There is a max of 4 choices. If care was never sought, ask where the caretaker would seek care if needed. Use Health Facility Coding list. Licenced/private practitioner=010; pharmacy=020; friend/relative=030; traditional healer=040; unlicensed practitioner/village doctor/bush doctor=050; buy medicine at the shop/market=060; other facilities not coded=090",,,,
109,265,,dwb_ctr1,gems1_huas_data.sas7bdat,1st choice health center for diarrhea with blood,,,,Seek health center care,,"G51: Health care attitudes. Where would you seek care for the following? 1st choice for diarrhea with blood. Section G: skip for children who had diarrhea in the last 2 weeks. There is a max of 4 choices. If care was never sought, ask where the caretaker would seek care if needed. Use Health Facility Coding list. Licenced/private practitioner=010; pharmacy=020; friend/relative=030; traditional healer=040; unlicensed practitioner/village doctor/bush doctor=050; buy medicine at the shop/market=060; other facilities not coded=090",,,,
110,266,,dwb_ctr2,gems1_huas_data.sas7bdat,2nd choice health center for diarrhea with blood,,,,Seek health center care,,"G51: Health care attitudes. Where would you seek care for the following? 2nd choice for diarrhea with blood. Section G: skip for children who had diarrhea in the last 2 weeks. There is a max of 4 choices. If care was never sought, ask where the caretaker would seek care if needed. Use Health Facility Coding list. Licenced/private practitioner=010; pharmacy=020; friend/relative=030; traditional healer=040; unlicensed practitioner/village doctor/bush doctor=050; buy medicine at the shop/market=060; other facilities not coded=090",,,,
111,267,,dwb_ctr3,gems1_huas_data.sas7bdat,3rd choice health center for diarrhea with blood,,,,Seek health center care,,"G51: Health care attitudes. Where would you seek care for the following? 3rd choice for diarrhea with blood. Section G: skip for children who had diarrhea in the last 2 weeks. There is a max of 4 choices. If care was never sought, ask where the caretaker would seek care if needed. Use Health Facility Coding list. Licenced/private practitioner=010; pharmacy=020; friend/relative=030; traditional healer=040; unlicensed practitioner/village doctor/bush doctor=050; buy medicine at the shop/market=060; other facilities not coded=090",,,,
112,268,,dwb_ctr4,gems1_huas_data.sas7bdat,4th choice health center for diarrhea with blood,,,,Seek health center care,,"G51: Health care attitudes. Where would you seek care for the following? 4th choice for diarrhea with blood. Section G: skip for children who had diarrhea in the last 2 weeks. There is a max of 4 choices. If care was never sought, ask where the caretaker would seek care if needed. Use Health Facility Coding list. Licenced/private practitioner=010; pharmacy=020; friend/relative=030; traditional healer=040; unlicensed practitioner/village doctor/bush doctor=050; buy medicine at the shop/market=060; other facilities not coded=090",,,,
113,269,,dwob_ctr1,gems1_huas_data.sas7bdat,1st choice health center for diarrhea without blood,,,,Seek health center care,,"G51.2: Health care attitudes. Where would you seek care for the following? 1st choice for diarrhea without blood. Section G: skip for children who had diarrhea in the last 2 weeks. There is a max of 4 choices. If care was never sought, ask where the caretaker would seek care if needed. Use Health Facility Coding list. Licenced/private practitioner=010; pharmacy=020; friend/relative=030; traditional healer=040; unlicensed practitioner/village doctor/bush doctor=050; buy medicine at the shop/market=060; other facilities not coded=090",,,,
114,270,,dwob_ctr2,gems1_huas_data.sas7bdat,2nd choice health center for diarrhea without blood,,,,Seek health center care,,"G51.2: Health care attitudes. Where would you seek care for the following? 2nd choice for diarrhea without blood. Section G: skip for children who had diarrhea in the last 2 weeks. There is a max of 4 choices. If care was never sought, ask where the caretaker would seek care if needed. Use Health Facility Coding list. Licenced/private practitioner=010; pharmacy=020; friend/relative=030; traditional healer=040; unlicensed practitioner/village doctor/bush doctor=050; buy medicine at the shop/market=060; other facilities not coded=090",,,,
115,271,,dwob_ctr3,gems1_huas_data.sas7bdat,3rd choice health center for diarrhea without blood,,,,Seek health center care,,"G51.2: Health care attitudes. Where would you seek care for the following? 3rd choice for diarrhea without blood. Section G: skip for children who had diarrhea in the last 2 weeks. There is a max of 4 choices. If care was never sought, ask where the caretaker would seek care if needed. Use Health Facility Coding list. Licenced/private practitioner=010; pharmacy=020; friend/relative=030; traditional healer=040; unlicensed practitioner/village doctor/bush doctor=050; buy medicine at the shop/market=060; other facilities not coded=090",,,,
116,272,,dwob_ctr4,gems1_huas_data.sas7bdat,4th choice health center for diarrhea without blood,,,,Seek health center care,,"G51.2: Health care attitudes. Where would you seek care for the following? 4th choice for diarrhea without blood. Section G: skip for children who had diarrhea in the last 2 weeks. There is a max of 4 choices. If care was never sought, ask where the caretaker would seek care if needed. Use Health Facility Coding list. Licenced/private practitioner=010; pharmacy=020; friend/relative=030; traditional healer=040; unlicensed practitioner/village doctor/bush doctor=050; buy medicine at the shop/market=060; other facilities not coded=090",,,,
170,273,,mghtrec1,gems1_huas_data.sas7bdat,Sentinel health center 1,,,,,,G52: Health care attitudes. Sentinel health center code #1 (for mght1_op). Section G: skip for children who had diarrhea in the last 2 weeks. Mention the 3 nearest sentinel centers and present the choices to the caretaker,,drop now,,
167,274,,mght1_op,gems1_huas_data.sas7bdat,Opinion of health center 1,,,,,,G52.1: Health care attitudes. What is your opinion of the care your child might receive at sentinel health center #1. Section G: skip for children who had diarrhea in the last 2 weeks. Mention the 3 nearest sentinel centers and present the choices to the caretaker,"0=NOT IN CODEBOOK, 1=Excellent, 2=Good, 3=Fair, 4=Poor, 5=Don't know, NA=NA",drop now,,
171,275,,mghtrec2,gems1_huas_data.sas7bdat,Sentinel health center 2,,,,,,G52.2: Health care attitudes. Sentinel health center code #2 (for mght2_op). Section G: skip for children who had diarrhea in the last 2 weeks. Mention the 3 nearest sentinel centers and present the choices to the caretaker,,drop now,,
168,276,,mght2_op,gems1_huas_data.sas7bdat,Opinion of health center 2,,,,,,G52.3: Health care attitudes. What is your opinion of the care your child might receive at sentinel health center #2. Section G: skip for children who had diarrhea in the last 2 weeks. Mention the 3 nearest sentinel centers and present the choices to the caretaker,"0=NOT IN CODEBOOK, 1=Excellent, 2=Good, 3=Fair, 4=Poor, 5=Don't know, NA=NA",drop now,,
172,277,,mghtrec3,gems1_huas_data.sas7bdat,Sentinel health center 3,,,,,,G52.4: Health care attitudes. Sentinel health center code #3 (for mght3_op). Section G: skip for children who had diarrhea in the last 2 weeks. Mention the 3 nearest sentinel centers and present the choices to the caretaker,,drop now,,
169,278,,mght3_op,gems1_huas_data.sas7bdat,Opinion of health center 3,,,,,,G52.4: Health care attitudes. What is your opinion of the care your child might receive at sentinel health center #3. Section G: skip for children who had diarrhea in the last 2 weeks. Mention the 3 nearest sentinel centers and present the choices to the caretaker,"0=NOT IN CODEBOOK, 1=Excellent, 2=Good, 3=Fair, 4=Poor, 5=Don't know, NA=NA",drop now,,
33,279,,common_drh,gems1_huas_data.sas7bdat,Percieved most common diarrheal illness in children <60m in community,,,,Diarrheal illness knowledge and attitudes,,H53: Attitudes about diarrheal illness. What is the most common diarrheal illness affecting children younger than 60 months of age in your community. Select only 1,"1=Simple loose/watery diarrhea, 2=Rice watery/cholera-like illness, 3=Don't know, 4=Bloody diarrhea, 5=Other, specify, NA=NA",,,
,279,,common_spec,gems1_huas_data.sas7bdat,Percieved most common diarrheal illness in children <60m in community,,,,Diarrheal illness knowledge and attitudes,,,,,,
,280,,,,Known child who died due to illness prior to 5th birthday ,,,,Diarrheal illness knowledge and attitudes,,,,H54 Category,,
70,281,,died_blood,gems1_huas_data.sas7bdat,Bloody diarrhea,,,,Known child who died due to illness prior to 5th birthday ,,H54: Attitudes about diarrheal illness. Multifilter: Do you know about a child who died from any of the following illnesses before their 5th birthday? Bloody diarrhea.,"1=No, 2=Yes, NA=NA",Multifilter,,
72,282,,died_rice,gems1_huas_data.sas7bdat,Rice watery/cholera-like illness ,,,,Known child who died due to illness prior to 5th birthday ,,H54: Attitudes about diarrheal illness. Multifilter: Do you know about a child who died from any of the following illnesses before their 5th birthday? Rice watery/cholera-like illness.,"1=No, 2=Yes, NA=NA",Multifilter,,
71,283,,died_loose,gems1_huas_data.sas7bdat,Simple loose/watery diarrhea ,,,,Known child who died due to illness prior to 5th birthday ,,H54: Attitudes about diarrheal illness. Multifilter: Do you know about a child who died from any of the following illnesses before their 5th birthday? Simple loose/watery diarrhea.,"1=No, 2=Yes, NA=NA",Multifilter,,
,284,,,,Worry child will get illness prior to 5th birthday ,,,,Diarrheal illness knowledge and attitudes,,,,H55 Category,,
30,285,,chldget_blood,gems1_huas_data.sas7bdat,Bloody diarrhea ,,,,Worry child will get illness prior to 5th birthday ,,H55: Attitudes about diarrheal illness. Multifilter: Do you worry that your child will get one of the following before his/her 5th birthday? Bloody diarrhea.,"1=No, 2=Yes, 3=Don't know, NA=NA",Multifilter,,
32,286,,chldget_rice,gems1_huas_data.sas7bdat,Rice watery/cholera-like illness ,,,,Worry child will get illness prior to 5th birthday ,,H55: Attitudes about diarrheal illness. Multifilter: Do you worry that your child will get one of the following before his/her 5th birthday? Rice watery/cholera-like illness.,"1=No, 2=Yes, 3=Don't know, NA=NA",Multifilter,,
31,287,,chldget_loose,gems1_huas_data.sas7bdat,Simple loose/watery diarrhea ,,,,Worry child will get illness prior to 5th birthday ,,H55: Attitudes about diarrheal illness. Multifilter: Do you worry that your child will get one of the following before his/her 5th birthday? Simple loose/watery diarrhea.,"1=No, 2=Yes, 3=Don't know, NA=NA",Multifilter,,
,288,,,,Known way to prevent child from illness,,,,Diarrheal illness knowledge and attitudes,,,,H56 Category,,
